name,row,anio,entidad_universitaria,nivel_invest,hombres,mujeres,personas_nb,total
311 Investigadores-294 - 2023 - CUSUR,294,2023,CUSUR,Candidato,8,12,,20
311 Investigadores-295 - 2018 - CUSUR,295,2018,CUSUR,Nivel I,8,15,,23
311 Investigadores-296 - 2019 - CUSUR,296,2019,CUSUR,Nivel I,11,14,,25
311 Investigadores-297 - 2020 - CUSUR,297,2020,CUSUR,Nivel I,12,17,,29
311 Investigadores-298 - 2021 - CUSUR,298,2021,CUSUR,Nivel I,11,17,,28
311 Investigadores-299 - 2022 - CUSUR,299,2022,CUSUR,Nivel I,13,19,,32
311 Investigadores-300 - 2023 - CUSUR,300,2023,CUSUR,Nivel I,16,23,,39
311 Investigadores-301 - 2018 - CUSUR,301,2018,CUSUR,Nivel II,4,0,,4
311 Investigadores-302 - 2019 - CUSUR,302,2019,CUSUR,Nivel II,5,1,,6
311 Investigadores-303 - 2020 - CUSUR,303,2020,CUSUR,Nivel II,5,1,,6
311 Investigadores-304 - 2021 - CUSUR,304,2021,CUSUR,Nivel II,5,1,,6
311 Investigadores-305 - 2022 - CUSUR,305,2022,CUSUR,Nivel II,4,1,,5
311 Investigadores-306 - 2023 - CUSUR,306,2023,CUSUR,Nivel II,3,3,,6
311 Investigadores-307 - 2018 - CUSUR,307,2018,CUSUR,Nivel III,1,0,,1
311 Investigadores-308 - 2019 - CUSUR,308,2019,CUSUR,Nivel III,1,0,,1
311 Investigadores-309 - 2020 - CUSUR,309,2020,CUSUR,Nivel III,0,0,,0
311 Investigadores-310 - 2021 - CUSUR,310,2021,CUSUR,Nivel III,0,0,,0
311 Investigadores-311 - 2022 - CUSUR,311,2022,CUSUR,Nivel III,1,0,,1
311 Investigadores-312 - 2023 - CUSUR,312,2023,CUSUR,Nivel III,1,0,,1
311 Investigadores-313 - 2018 - CUSUR,313,2018,CUSUR,Emérito,0,0,,0
311 Investigadores-314 - 2019 - CUSUR,314,2019,CUSUR,Emérito,0,0,,0
311 Investigadores-315 - 2020 - CUSUR,315,2020,CUSUR,Emérito,0,0,,0
311 Investigadores-316 - 2021 - CUSUR,316,2021,CUSUR,Emérito,0,0,,0
311 Investigadores-317 - 2022 - CUSUR,317,2022,CUSUR,Emérito,0,0,,0
311 Investigadores-318 - 2023 - CUSUR,318,2023,CUSUR,Emérito,0,0,,0
311 Investigadores-319 - 2018 - CUSUR,319,2018,CUSUR,SNCA,0,0,,0
311 Investigadores-320 - 2019 - CUSUR,320,2019,CUSUR,SNCA,0,0,,0
311 Investigadores-321 - 2020 - CUSUR,321,2020,CUSUR,SNCA,0,0,,0
311 Investigadores-322 - 2021 - CUSUR,322,2021,CUSUR,SNCA,0,0,,0
311 Investigadores-323 - 2022 - CUSUR,323,2022,CUSUR,SNCA,0,0,,0
311 Investigadores-324 - 2023 - CUSUR,324,2023,CUSUR,SNCA,0,0,,0
311 Investigadores-325 - 2018 - CUCOSTA,325,2018,CUCOSTA,Candidato,10,8,,18
311 Investigadores-326 - 2019 - CUCOSTA,326,2019,CUCOSTA,Candidato,10,11,,21
311 Investigadores-327 - 2020 - CUCOSTA,327,2020,CUCOSTA,Candidato,7,8,,15
311 Investigadores-328 - 2021 - CUCOSTA,328,2021,CUCOSTA,Candidato,6,8,,14
311 Investigadores-329 - 2022 - CUCOSTA,329,2022,CUCOSTA,Candidato,4,9,,13
311 Investigadores-330 - 2023 - CUCOSTA,330,2023,CUCOSTA,Candidato,10,11,,21
311 Investigadores-331 - 2018 - CUCOSTA,331,2018,CUCOSTA,Nivel I,13,9,,22
311 Investigadores-332 - 2019 - CUCOSTA,332,2019,CUCOSTA,Nivel I,15,10,,25
311 Investigadores-333 - 2020 - CUCOSTA,333,2020,CUCOSTA,Nivel I,17,10,,27
311 Investigadores-334 - 2021 - CUCOSTA,334,2021,CUCOSTA,Nivel I,17,11,,28
311 Investigadores-335 - 2022 - CUCOSTA,335,2022,CUCOSTA,Nivel I,23,19,,42
311 Investigadores-336 - 2023 - CUCOSTA,336,2023,CUCOSTA,Nivel I,28,18,,46
311 Investigadores-337 - 2018 - CUCOSTA,337,2018,CUCOSTA,Nivel II,3,1,,4
311 Investigadores-338 - 2019 - CUCOSTA,338,2019,CUCOSTA,Nivel II,3,1,,4
311 Investigadores-339 - 2020 - CUCOSTA,339,2020,CUCOSTA,Nivel II,3,1,,4
311 Investigadores-340 - 2021 - CUCOSTA,340,2021,CUCOSTA,Nivel II,3,1,,4
311 Investigadores-341 - 2022 - CUCOSTA,341,2022,CUCOSTA,Nivel II,3,1,,4
311 Investigadores-342 - 2023 - CUCOSTA,342,2023,CUCOSTA,Nivel II,3,3,,6
311 Investigadores-343 - 2018 - CUCOSTA,343,2018,CUCOSTA,Nivel III,0,0,,0
311 Investigadores-344 - 2019 - CUCOSTA,344,2019,CUCOSTA,Nivel III,1,0,,1
311 Investigadores-345 - 2020 - CUCOSTA,345,2020,CUCOSTA,Nivel III,1,0,,1
311 Investigadores-346 - 2021 - CUCOSTA,346,2021,CUCOSTA,Nivel III,1,0,,1
311 Investigadores-347 - 2022 - CUCOSTA,347,2022,CUCOSTA,Nivel III,1,0,,1
311 Investigadores-348 - 2023 - CUCOSTA,348,2023,CUCOSTA,Nivel III,1,0,,1
311 Investigadores-349 - 2018 - CUCOSTA,349,2018,CUCOSTA,Emérito,0,0,,0
311 Investigadores-350 - 2019 - CUCOSTA,350,2019,CUCOSTA,Emérito,0,0,,0
311 Investigadores-351 - 2020 - CUCOSTA,351,2020,CUCOSTA,Emérito,0,0,,0
311 Investigadores-352 - 2021 - CUCOSTA,352,2021,CUCOSTA,Emérito,0,0,,0
311 Investigadores-353 - 2022 - CUCOSTA,353,2022,CUCOSTA,Emérito,0,0,,0
311 Investigadores-354 - 2023 - CUCOSTA,354,2023,CUCOSTA,Emérito,0,0,,0
311 Investigadores-355 - 2018 - CUCOSTA,355,2018,CUCOSTA,SNCA,0,1,,1
311 Investigadores-356 - 2019 - CUCOSTA,356,2019,CUCOSTA,SNCA,0,1,,1
311 Investigadores-357 - 2020 - CUCOSTA,357,2020,CUCOSTA,SNCA,0,1,,1
311 Investigadores-358 - 2021 - CUCOSTA,358,2021,CUCOSTA,SNCA,0,1,,1
311 Investigadores-359 - 2022 - CUCOSTA,359,2022,CUCOSTA,SNCA,0,0,,0
311 Investigadores-360 - 2023 - CUCOSTA,360,2023,CUCOSTA,SNCA,0,0,,0
311 Investigadores-361 - 2018 - CUCOSTASUR,361,2018,CUCOSTASUR,Candidato,10,9,,19
311 Investigadores-362 - 2019 - CUCOSTASUR,362,2019,CUCOSTASUR,Candidato,10,11,,21
311 Investigadores-363 - 2020 - CUCOSTASUR,363,2020,CUCOSTASUR,Candidato,9,10,,19
311 Investigadores-364 - 2021 - CUCOSTASUR,364,2021,CUCOSTASUR,Candidato,9,10,,19
311 Investigadores-365 - 2022 - CUCOSTASUR,365,2022,CUCOSTASUR,Candidato,7,8,,15
311 Investigadores-366 - 2023 - CUCOSTASUR,366,2023,CUCOSTASUR,Candidato,8,13,,21
311 Investigadores-367 - 2018 - CUCOSTASUR,367,2018,CUCOSTASUR,Nivel I,13,8,,21
311 Investigadores-368 - 2019 - CUCOSTASUR,368,2019,CUCOSTASUR,Nivel I,20,8,,28
311 Investigadores-369 - 2020 - CUCOSTASUR,369,2020,CUCOSTASUR,Nivel I,21,10,,31
311 Investigadores-370 - 2021 - CUCOSTASUR,370,2021,CUCOSTASUR,Nivel I,23,10,,33
311 Investigadores-371 - 2022 - CUCOSTASUR,371,2022,CUCOSTASUR,Nivel I,27,12,,39
311 Investigadores-372 - 2023 - CUCOSTASUR,372,2023,CUCOSTASUR,Nivel I,31,14,,45
311 Investigadores-373 - 2018 - CUCOSTASUR,373,2018,CUCOSTASUR,Nivel II,0,0,,0
311 Investigadores-374 - 2019 - CUCOSTASUR,374,2019,CUCOSTASUR,Nivel II,2,0,,2
311 Investigadores-375 - 2020 - CUCOSTASUR,375,2020,CUCOSTASUR,Nivel II,2,0,,2
311 Investigadores-376 - 2021 - CUCOSTASUR,376,2021,CUCOSTASUR,Nivel II,2,1,,3
311 Investigadores-377 - 2022 - CUCOSTASUR,377,2022,CUCOSTASUR,Nivel II,1,1,,2
311 Investigadores-378 - 2023 - CUCOSTASUR,378,2023,CUCOSTASUR,Nivel II,3,1,,4
311 Investigadores-379 - 2018 - CUCOSTASUR,379,2018,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-380 - 2019 - CUCOSTASUR,380,2019,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-381 - 2020 - CUCOSTASUR,381,2020,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-382 - 2021 - CUCOSTASUR,382,2021,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-383 - 2022 - CUCOSTASUR,383,2022,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-384 - 2023 - CUCOSTASUR,384,2023,CUCOSTASUR,Nivel III,1,0,,1
311 Investigadores-385 - 2018 - CUCOSTASUR,385,2018,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-386 - 2019 - CUCOSTASUR,386,2019,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-387 - 2020 - CUCOSTASUR,387,2020,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-388 - 2021 - CUCOSTASUR,388,2021,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-389 - 2022 - CUCOSTASUR,389,2022,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-390 - 2023 - CUCOSTASUR,390,2023,CUCOSTASUR,Emérito,0,0,,0
311 Investigadores-391 - 2018 - CUCOSTASUR,391,2018,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-392 - 2019 - CUCOSTASUR,392,2019,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-393 - 2020 - CUCOSTASUR,393,2020,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-394 - 2021 - CUCOSTASUR,394,2021,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-395 - 2022 - CUCOSTASUR,395,2022,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-396 - 2023 - CUCOSTASUR,396,2023,CUCOSTASUR,SNCA,0,0,,0
311 Investigadores-397 - 2018 - CUVALLES,397,2018,CUVALLES,Candidato,21,7,,28
311 Investigadores-398 - 2019 - CUVALLES,398,2019,CUVALLES,Candidato,18,4,,22
311 Investigadores-399 - 2020 - CUVALLES,399,2020,CUVALLES,Candidato,13,5,,18
311 Investigadores-400 - 2021 - CUVALLES,400,2021,CUVALLES,Candidato,14,5,,19
311 Investigadores-401 - 2022 - CUVALLES,401,2022,CUVALLES,Candidato,10,9,,19
311 Investigadores-402 - 2023 - CUVALLES,402,2023,CUVALLES,Candidato,15,13,,28
311 Investigadores-403 - 2018 - CUVALLES,403,2018,CUVALLES,Nivel I,18,12,,30
311 Investigadores-404 - 2019 - CUVALLES,404,2019,CUVALLES,Nivel I,26,15,,41
311 Investigadores-405 - 2020 - CUVALLES,405,2020,CUVALLES,Nivel I,34,15,,49
311 Investigadores-406 - 2021 - CUVALLES,406,2021,CUVALLES,Nivel I,35,15,,50
311 Investigadores-407 - 2022 - CUVALLES,407,2022,CUVALLES,Nivel I,41,18,,59
311 Investigadores-408 - 2023 - CUVALLES,408,2023,CUVALLES,Nivel I,45,23,,68
311 Investigadores-409 - 2018 - CUVALLES,409,2018,CUVALLES,Nivel II,1,1,,2
311 Investigadores-410 - 2019 - CUVALLES,410,2019,CUVALLES,Nivel II,1,0,,1
311 Investigadores-411 - 2020 - CUVALLES,411,2020,CUVALLES,Nivel II,1,0,,1
311 Investigadores-412 - 2021 - CUVALLES,412,2021,CUVALLES,Nivel II,1,0,,1
311 Investigadores-413 - 2022 - CUVALLES,413,2022,CUVALLES,Nivel II,1,0,,1
311 Investigadores-414 - 2023 - CUVALLES,414,2023,CUVALLES,Nivel II,3,0,,3
311 Investigadores-415 - 2018 - CUVALLES,415,2018,CUVALLES,Nivel III,0,0,,0
311 Investigadores-416 - 2019 - CUVALLES,416,2019,CUVALLES,Nivel III,0,0,,0
311 Investigadores-417 - 2020 - CUVALLES,417,2020,CUVALLES,Nivel III,0,0,,0
311 Investigadores-418 - 2021 - CUVALLES,418,2021,CUVALLES,Nivel III,0,0,,0
311 Investigadores-419 - 2022 - CUVALLES,419,2022,CUVALLES,Nivel III,0,0,,0
311 Investigadores-420 - 2023 - CUVALLES,420,2023,CUVALLES,Nivel III,0,0,,0
311 Investigadores-421 - 2018 - CUVALLES,421,2018,CUVALLES,Emérito,0,0,,0
311 Investigadores-422 - 2019 - CUVALLES,422,2019,CUVALLES,Emérito,0,0,,0
311 Investigadores-423 - 2020 - CUVALLES,423,2020,CUVALLES,Emérito,0,0,,0
311 Investigadores-424 - 2021 - CUVALLES,424,2021,CUVALLES,Emérito,0,0,,0
311 Investigadores-425 - 2022 - CUVALLES,425,2022,CUVALLES,Emérito,0,0,,0
311 Investigadores-426 - 2023 - CUVALLES,426,2023,CUVALLES,Emérito,0,0,,0
311 Investigadores-427 - 2018 - CUVALLES,427,2018,CUVALLES,SNCA,0,0,,0
311 Investigadores-428 - 2019 - CUVALLES,428,2019,CUVALLES,SNCA,0,0,,0
311 Investigadores-429 - 2020 - CUVALLES,429,2020,CUVALLES,SNCA,0,0,,0
311 Investigadores-430 - 2021 - CUVALLES,430,2021,CUVALLES,SNCA,0,0,,0
311 Investigadores-431 - 2022 - CUVALLES,431,2022,CUVALLES,SNCA,0,0,,0
311 Investigadores-432 - 2023 - CUVALLES,432,2023,CUVALLES,SNCA,0,0,,0
311 Investigadores-433 - 2018 - CUNORTE,433,2018,CUNORTE,Candidato,1,6,,7
311 Investigadores-434 - 2019 - CUNORTE,434,2019,CUNORTE,Candidato,2,8,,10
311 Investigadores-435 - 2020 - CUNORTE,435,2020,CUNORTE,Candidato,2,5,,7
311 Investigadores-436 - 2021 - CUNORTE,436,2021,CUNORTE,Candidato,2,6,,8
311 Investigadores-437 - 2022 - CUNORTE,437,2022,CUNORTE,Candidato,5,5,,10
311 Investigadores-438 - 2023 - CUNORTE,438,2023,CUNORTE,Candidato,6,4,,10
311 Investigadores-439 - 2018 - CUNORTE,439,2018,CUNORTE,Nivel I,4,4,,8
311 Investigadores-440 - 2019 - CUNORTE,440,2019,CUNORTE,Nivel I,2,4,,6
311 Investigadores-441 - 2020 - CUNORTE,441,2020,CUNORTE,Nivel I,4,4,,8
311 Investigadores-442 - 2021 - CUNORTE,442,2021,CUNORTE,Nivel I,4,4,,8
311 Investigadores-443 - 2022 - CUNORTE,443,2022,CUNORTE,Nivel I,7,7,,14
311 Investigadores-444 - 2023 - CUNORTE,444,2023,CUNORTE,Nivel I,9,8,,17
311 Investigadores-445 - 2018 - CUNORTE,445,2018,CUNORTE,Nivel II,1,0,,1
311 Investigadores-446 - 2019 - CUNORTE,446,2019,CUNORTE,Nivel II,1,0,,1
311 Investigadores-447 - 2020 - CUNORTE,447,2020,CUNORTE,Nivel II,1,0,,1
311 Investigadores-448 - 2021 - CUNORTE,448,2021,CUNORTE,Nivel II,1,0,,1
311 Investigadores-449 - 2022 - CUNORTE,449,2022,CUNORTE,Nivel II,1,0,,1
311 Investigadores-450 - 2023 - CUNORTE,450,2023,CUNORTE,Nivel II,2,1,,3
311 Investigadores-451 - 2018 - CUNORTE,451,2018,CUNORTE,Nivel III,0,0,,0
311 Investigadores-452 - 2019 - CUNORTE,452,2019,CUNORTE,Nivel III,0,0,,0
311 Investigadores-453 - 2020 - CUNORTE,453,2020,CUNORTE,Nivel III,0,0,,0
311 Investigadores-454 - 2021 - CUNORTE,454,2021,CUNORTE,Nivel III,0,0,,0
311 Investigadores-455 - 2022 - CUNORTE,455,2022,CUNORTE,Nivel III,0,0,,0
311 Investigadores-456 - 2023 - CUNORTE,456,2023,CUNORTE,Nivel III,0,0,,0
311 Investigadores-457 - 2018 - CUNORTE,457,2018,CUNORTE,Emérito,0,0,,0
311 Investigadores-458 - 2019 - CUNORTE,458,2019,CUNORTE,Emérito,0,0,,0
311 Investigadores-459 - 2020 - CUNORTE,459,2020,CUNORTE,Emérito,0,0,,0
311 Investigadores-460 - 2021 - CUNORTE,460,2021,CUNORTE,Emérito,0,0,,0
311 Investigadores-461 - 2022 - CUNORTE,461,2022,CUNORTE,Emérito,0,0,,0
311 Investigadores-462 - 2023 - CUNORTE,462,2023,CUNORTE,Emérito,0,0,,0
311 Investigadores-463 - 2018 - CUNORTE,463,2018,CUNORTE,SNCA,0,0,,0
311 Investigadores-464 - 2019 - CUNORTE,464,2019,CUNORTE,SNCA,0,0,,0
311 Investigadores-465 - 2020 - CUNORTE,465,2020,CUNORTE,SNCA,0,0,,0
311 Investigadores-466 - 2021 - CUNORTE,466,2021,CUNORTE,SNCA,0,0,,0
311 Investigadores-467 - 2022 - CUNORTE,467,2022,CUNORTE,SNCA,0,0,,0
311 Investigadores-468 - 2023 - CUNORTE,468,2023,CUNORTE,SNCA,0,0,,0
311 Investigadores-469 - 2018 - CULAGOS,469,2018,CULAGOS,Candidato,2,2,,4
311 Investigadores-470 - 2019 - CULAGOS,470,2019,CULAGOS,Candidato,4,3,,7
311 Investigadores-471 - 2020 - CULAGOS,471,2020,CULAGOS,Candidato,2,2,,4
311 Investigadores-472 - 2021 - CULAGOS,472,2021,CULAGOS,Candidato,2,1,,3
311 Investigadores-473 - 2022 - CULAGOS,473,2022,CULAGOS,Candidato,4,1,,5
311 Investigadores-474 - 2023 - CULAGOS,474,2023,CULAGOS,Candidato,10,5,,15
311 Investigadores-475 - 2018 - CULAGOS,475,2018,CULAGOS,Nivel I,22,7,,29
311 Investigadores-476 - 2019 - CULAGOS,476,2019,CULAGOS,Nivel I,24,8,,32
311 Investigadores-477 - 2020 - CULAGOS,477,2020,CULAGOS,Nivel I,21,9,,30
311 Investigadores-478 - 2021 - CULAGOS,478,2021,CULAGOS,Nivel I,21,8,,29
311 Investigadores-479 - 2022 - CULAGOS,479,2022,CULAGOS,Nivel I,29,7,,36
311 Investigadores-480 - 2023 - CULAGOS,480,2023,CULAGOS,Nivel I,32,11,,43
311 Investigadores-481 - 2018 - CULAGOS,481,2018,CULAGOS,Nivel II,5,0,,5
311 Investigadores-482 - 2019 - CULAGOS,482,2019,CULAGOS,Nivel II,5,0,,5
311 Investigadores-483 - 2020 - CULAGOS,483,2020,CULAGOS,Nivel II,6,0,,6
311 Investigadores-484 - 2021 - CULAGOS,484,2021,CULAGOS,Nivel II,6,0,,6
311 Investigadores-485 - 2022 - CULAGOS,485,2022,CULAGOS,Nivel II,5,0,,5
311 Investigadores-486 - 2023 - CULAGOS,486,2023,CULAGOS,Nivel II,6,0,,6
311 Investigadores-487 - 2018 - CULAGOS,487,2018,CULAGOS,Nivel III,0,0,,0
311 Investigadores-488 - 2019 - CULAGOS,488,2019,CULAGOS,Nivel III,0,0,,0
311 Investigadores-489 - 2020 - CULAGOS,489,2020,CULAGOS,Nivel III,0,0,,0
311 Investigadores-490 - 2021 - CULAGOS,490,2021,CULAGOS,Nivel III,0,0,,0
311 Investigadores-491 - 2022 - CULAGOS,491,2022,CULAGOS,Nivel III,0,0,,0
311 Investigadores-492 - 2023 - CULAGOS,492,2023,CULAGOS,Nivel III,0,0,,0
311 Investigadores-493 - 2018 - CULAGOS,493,2018,CULAGOS,Emérito,0,0,,0
311 Investigadores-494 - 2019 - CULAGOS,494,2019,CULAGOS,Emérito,0,0,,0
311 Investigadores-495 - 2020 - CULAGOS,495,2020,CULAGOS,Emérito,0,0,,0
311 Investigadores-496 - 2021 - CULAGOS,496,2021,CULAGOS,Emérito,0,0,,0
311 Investigadores-497 - 2022 - CULAGOS,497,2022,CULAGOS,Emérito,0,0,,0
311 Investigadores-498 - 2023 - CULAGOS,498,2023,CULAGOS,Emérito,0,0,,0
311 Investigadores-499 - 2018 - CULAGOS,499,2018,CULAGOS,SNCA,0,0,,0
311 Investigadores-500 - 2019 - CULAGOS,500,2019,CULAGOS,SNCA,0,0,,0
311 Investigadores-501 - 2020 - CULAGOS,501,2020,CULAGOS,SNCA,0,0,,0
311 Investigadores-502 - 2021 - CULAGOS,502,2021,CULAGOS,SNCA,0,0,,0
311 Investigadores-503 - 2022 - CULAGOS,503,2022,CULAGOS,SNCA,0,0,,0
311 Investigadores-504 - 2023 - CULAGOS,504,2023,CULAGOS,SNCA,0,0,,0
311 Investigadores-505 - 2018 - CUTONALÁ,505,2018,CUTONALÁ,Candidato,17,19,,36
311 Investigadores-506 - 2019 - CUTONALÁ,506,2019,CUTONALÁ,Candidato,17,17,,34
311 Investigadores-507 - 2020 - CUTONALÁ,507,2020,CUTONALÁ,Candidato,12,15,,27
311 Investigadores-508 - 2021 - CUTONALÁ,508,2021,CUTONALÁ,Candidato,13,14,,27
311 Investigadores-509 - 2022 - CUTONALÁ,509,2022,CUTONALÁ,Candidato,12,10,,22
311 Investigadores-510 - 2023 - CUTONALÁ,510,2023,CUTONALÁ,Candidato,13,16,,29
311 Investigadores-511 - 2018 - CUTONALÁ,511,2018,CUTONALÁ,Nivel I,25,7,,32
311 Investigadores-512 - 2019 - CUTONALÁ,512,2019,CUTONALÁ,Nivel I,25,9,,34
311 Investigadores-513 - 2020 - CUTONALÁ,513,2020,CUTONALÁ,Nivel I,27,13,,40
311 Investigadores-514 - 2021 - CUTONALÁ,514,2021,CUTONALÁ,Nivel I,26,13,,39
311 Investigadores-515 - 2022 - CUTONALÁ,515,2022,CUTONALÁ,Nivel I,32,20,,52
311 Investigadores-516 - 2023 - CUTONALÁ,516,2023,CUTONALÁ,Nivel I,42,24,,66
311 Investigadores-517 - 2018 - CUTONALÁ,517,2018,CUTONALÁ,Nivel II,0,0,,0
311 Investigadores-518 - 2019 - CUTONALÁ,518,2019,CUTONALÁ,Nivel II,0,0,,0
311 Investigadores-519 - 2020 - CUTONALÁ,519,2020,CUTONALÁ,Nivel II,0,0,,0
311 Investigadores-520 - 2021 - CUTONALÁ,520,2021,CUTONALÁ,Nivel II,0,0,,0
311 Investigadores-521 - 2022 - CUTONALÁ,521,2022,CUTONALÁ,Nivel II,0,0,,0
311 Investigadores-522 - 2023 - CUTONALÁ,522,2023,CUTONALÁ,Nivel II,2,1,,3
311 Investigadores-523 - 2018 - CUTONALÁ,523,2018,CUTONALÁ,Nivel III,1,0,,1
311 Investigadores-524 - 2019 - CUTONALÁ,524,2019,CUTONALÁ,Nivel III,0,0,,0
311 Investigadores-525 - 2020 - CUTONALÁ,525,2020,CUTONALÁ,Nivel III,0,0,,0
311 Investigadores-526 - 2021 - CUTONALÁ,526,2021,CUTONALÁ,Nivel III,0,0,,0
311 Investigadores-527 - 2022 - CUTONALÁ,527,2022,CUTONALÁ,Nivel III,0,0,,0
311 Investigadores-528 - 2023 - CUTONALÁ,528,2023,CUTONALÁ,Nivel III,0,0,,0
311 Investigadores-529 - 2018 - CUTONALÁ,529,2018,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-530 - 2019 - CUTONALÁ,530,2019,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-531 - 2020 - CUTONALÁ,531,2020,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-532 - 2021 - CUTONALÁ,532,2021,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-533 - 2022 - CUTONALÁ,533,2022,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-534 - 2023 - CUTONALÁ,534,2023,CUTONALÁ,Emérito,0,0,,0
311 Investigadores-535 - 2018 - CUTONALÁ,535,2018,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-536 - 2019 - CUTONALÁ,536,2019,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-537 - 2020 - CUTONALÁ,537,2020,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-538 - 2021 - CUTONALÁ,538,2021,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-539 - 2022 - CUTONALÁ,539,2022,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-540 - 2023 - CUTONALÁ,540,2023,CUTONALÁ,SNCA,0,0,,0
311 Investigadores-541 - 2018 - CUTLAJOMULCO,541,2018,CUTLAJOMULCO,Candidato,,,,
311 Investigadores-542 - 2019 - CUTLAJOMULCO,542,2019,CUTLAJOMULCO,Candidato,,,,
311 Investigadores-543 - 2020 - CUTLAJOMULCO,543,2020,CUTLAJOMULCO,Candidato,0,0,,0
311 Investigadores-544 - 2021 - CUTLAJOMULCO,544,2021,CUTLAJOMULCO,Candidato,0,0,,0
311 Investigadores-545 - 2022 - CUTLAJOMULCO,545,2022,CUTLAJOMULCO,Candidato,3,3,,6
311 Investigadores-546 - 2023 - CUTLAJOMULCO,546,2023,CUTLAJOMULCO,Candidato,6,5,,11
311 Investigadores-547 - 2018 - CUTLAJOMULCO,547,2018,CUTLAJOMULCO,Nivel I,,,,
311 Investigadores-548 - 2019 - CUTLAJOMULCO,548,2019,CUTLAJOMULCO,Nivel I,,,,
311 Investigadores-549 - 2020 - CUTLAJOMULCO,549,2020,CUTLAJOMULCO,Nivel I,0,0,,0
311 Investigadores-550 - 2021 - CUTLAJOMULCO,550,2021,CUTLAJOMULCO,Nivel I,1,0,,1
311 Investigadores-551 - 2022 - CUTLAJOMULCO,551,2022,CUTLAJOMULCO,Nivel I,4,1,,5
311 Investigadores-552 - 2023 - CUTLAJOMULCO,552,2023,CUTLAJOMULCO,Nivel I,4,1,,5
311 Investigadores-553 - 2018 - CUTLAJOMULCO,553,2018,CUTLAJOMULCO,Nivel II,,,,
311 Investigadores-554 - 2019 - CUTLAJOMULCO,554,2019,CUTLAJOMULCO,Nivel II,,,,
311 Investigadores-555 - 2020 - CUTLAJOMULCO,555,2020,CUTLAJOMULCO,Nivel II,0,0,,0
311 Investigadores-556 - 2021 - CUTLAJOMULCO,556,2021,CUTLAJOMULCO,Nivel II,0,0,,0
311 Investigadores-557 - 2022 - CUTLAJOMULCO,557,2022,CUTLAJOMULCO,Nivel II,1,0,,1
311 Investigadores-558 - 2023 - CUTLAJOMULCO,558,2023,CUTLAJOMULCO,Nivel II,2,0,,2
311 Investigadores-559 - 2018 - CUTLAJOMULCO,559,2018,CUTLAJOMULCO,Nivel III,,,,
311 Investigadores-560 - 2019 - CUTLAJOMULCO,560,2019,CUTLAJOMULCO,Nivel III,,,,
311 Investigadores-561 - 2020 - CUTLAJOMULCO,561,2020,CUTLAJOMULCO,Nivel III,0,0,,0
311 Investigadores-562 - 2021 - CUTLAJOMULCO,562,2021,CUTLAJOMULCO,Nivel III,0,0,,0
311 Investigadores-563 - 2022 - CUTLAJOMULCO,563,2022,CUTLAJOMULCO,Nivel III,0,0,,0
311 Investigadores-564 - 2023 - CUTLAJOMULCO,564,2023,CUTLAJOMULCO,Nivel III,0,0,,0
311 Investigadores-565 - 2018 - CUTLAJOMULCO,565,2018,CUTLAJOMULCO,Emérito,,,,
311 Investigadores-566 - 2019 - CUTLAJOMULCO,566,2019,CUTLAJOMULCO,Emérito,,,,
311 Investigadores-567 - 2020 - CUTLAJOMULCO,567,2020,CUTLAJOMULCO,Emérito,0,0,,0
311 Investigadores-568 - 2021 - CUTLAJOMULCO,568,2021,CUTLAJOMULCO,Emérito,0,0,,0
311 Investigadores-569 - 2022 - CUTLAJOMULCO,569,2022,CUTLAJOMULCO,Emérito,0,0,,0
311 Investigadores-570 - 2023 - CUTLAJOMULCO,570,2023,CUTLAJOMULCO,Emérito,0,0,,0
311 Investigadores-571 - 2018 - CUTLAJOMULCO,571,2018,CUTLAJOMULCO,SNCA,,,,
311 Investigadores-572 - 2019 - CUTLAJOMULCO,572,2019,CUTLAJOMULCO,SNCA,,,,
