name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
753 2019-2020 14USU0230T 7031100103,753,2019-2020,14USU0230T,7031100103,Escolarizada,5,15,,20,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
754 2019-2020 14USU0200Z 8051300007,754,2019-2020,14USU0200Z,8051300007,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
755 2019-2020 14USU0200Z 7042100015,755,2019-2020,14USU0200Z,7042100015,Escolarizada,0,0,,0,,,,0,,,,0,3,10,,13,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
756 2019-2020 14USU0200Z 7041400008,756,2019-2020,14USU0200Z,7041400008,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
757 2019-2020 14USU0200Z 7081100073,757,2019-2020,14USU0200Z,7081100073,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
758 2019-2020 14USU0200Z 7051300079,758,2019-2020,14USU0200Z,7051300079,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
759 2019-2020 14USU0200Z 7051300018,759,2019-2020,14USU0200Z,7051300018,Escolarizada,0,0,,0,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
760 2019-2020 14USU0200Z 7033100026,760,2019-2020,14USU0200Z,7033100026,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
761 2019-2020 14USU0200Z 7041300024,761,2019-2020,14USU0200Z,7041300024,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
762 2019-2020 14USU0210F 8031100002,762,2019-2020,14USU0210F,8031100002,Escolarizada,0,1,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
763 2019-2020 14USU0210F 8031100026,763,2019-2020,14USU0210F,8031100026,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
764 2019-2020 14USU0210F 7042000002,764,2019-2020,14USU0210F,7042000002,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
765 2019-2020 14USU0210F 7042100033,765,2019-2020,14USU0210F,7042100033,Escolarizada,1,0,,1,,,,0,,,,0,2,2,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
766 2019-2020 14USU0210F 7031100005,766,2019-2020,14USU0210F,7031100005,Escolarizada,0,0,,0,,,,0,,,,0,0,8,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
767 2019-2020 14USU0210F 7095600015,767,2019-2020,14USU0210F,7095600015,Escolarizada,0,0,,0,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
768 2019-2020 14USU0210F 7033100026,768,2019-2020,14USU0210F,7033100026,Escolarizada,4,2,,6,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
769 2019-2020 14USU0210F 7031100176,769,2019-2020,14USU0210F,7031100176,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
770 2019-2020 14USU0210F 7095600030,770,2019-2020,14USU0210F,7095600030,Escolarizada,7,4,,11,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
771 2019-2020 14USU0210F 7011400011,771,2019-2020,14USU0210F,7011400011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
772 2019-2020 14USU0002Z 7042100033,772,2019-2020,14USU0002Z,7042100033,Escolarizada,48,21,,69,,,,1,,,,2,3,4,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
773 2019-2020 14USU0002Z 7031200009,773,2019-2020,14USU0002Z,7031200009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
774 2019-2020 14USU0002Z 7033100026,774,2019-2020,14USU0002Z,7033100026,Escolarizada,2,5,,7,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
775 2019-2020 14USU0002Z 7031000052,775,2019-2020,14USU0002Z,7031000052,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
776 2019-2020 14USU0002Z 7095600030,776,2019-2020,14USU0002Z,7095600030,Escolarizada,12,16,,28,,,,0,,,,0,4,6,,10,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
777 2019-2020 14USU0002Z 7011400011,777,2019-2020,14USU0002Z,7011400011,Escolarizada,0,0,,0,,,,0,,,,0,4,5,,9,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
778 2019-2020 14USU0140A 8021000010,778,2019-2020,14USU0140A,8021000010,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
779 2019-2020 14USU0140A 8073100010,779,2019-2020,14USU0140A,8073100010,Escolarizada,0,0,,0,,,,0,,,,0,3,2,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
780 2019-2020 14USU0140A 7073100088,780,2019-2020,14USU0140A,7073100088,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
781 2019-2020 14USU0140A 7021600019,781,2019-2020,14USU0140A,7021600019,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
782 2019-2020 14USU0140A 7021600006,782,2019-2020,14USU0140A,7021600006,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
783 2019-2020 14USU0140A 7021400038,783,2019-2020,14USU0140A,7021400038,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
784 2019-2020 14USU0140A 7012602009,784,2019-2020,14USU0140A,7012602009,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
785 2019-2020 14USU0140A 7103100003,785,2019-2020,14USU0140A,7103100003,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
786 2019-2020 14USU0140A 7021300007,786,2019-2020,14USU0140A,7021300007,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
787 2019-2020 14USU0140A 7042500117,787,2019-2020,14USU0140A,7042500117,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
788 2019-2020 14USU0140A 7073100089,788,2019-2020,14USU0140A,7073100089,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
789 2019-2020 14USU0140A 7073100051,789,2019-2020,14USU0140A,7073100051,Escolarizada,0,0,,0,,,,0,,,,0,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
790 2019-2020 14USU0140A 7073100082,790,2019-2020,14USU0140A,7073100082,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
791 2019-2020 14USU0100Z 8033100009,791,2019-2020,14USU0100Z,8033100009,Escolarizada,5,2,,7,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
792 2019-2020 14USU0100Z 7033100026,792,2019-2020,14USU0100Z,7033100026,Escolarizada,15,16,,31,,,,0,,,,0,11,12,,23,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
793 2019-2020 14USU0100Z 7022300015,793,2019-2020,14USU0100Z,7022300015,Escolarizada,0,2,,2,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
794 2019-2020 14USU0130U 8031100002,794,2019-2020,14USU0130U,8031100002,Escolarizada,0,0,,0,,,,0,,,,0,2,2,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
795 2019-2020 14USU0130U 8051300007,795,2019-2020,14USU0130U,8051300007,Escolarizada,1,2,,3,,,,0,,,,0,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
796 2019-2020 14USU0130U 8051100024,796,2019-2020,14USU0130U,8051100024,Escolarizada,2,2,,4,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
797 2019-2020 14USU0130U 7081100051,797,2019-2020,14USU0130U,7081100051,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
798 2019-2020 14USU0130U 7031100005,798,2019-2020,14USU0130U,7031100005,Escolarizada,0,0,,0,,,,0,,,,0,5,5,,10,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
799 2019-2020 14USU0130U 7081100072,799,2019-2020,14USU0130U,7081100072,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
800 2019-2020 14USU0130U 7051100007,800,2019-2020,14USU0130U,7051100007,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
801 2019-2020 14USU0130U 7095600007,801,2019-2020,14USU0130U,7095600007,Escolarizada,2,3,,5,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
802 2019-2020 14USU0130U 7051300013,802,2019-2020,14USU0130U,7051300013,Escolarizada,16,7,,23,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
803 2019-2020 14USU0130U 7011000002,803,2019-2020,14USU0130U,7011000002,Escolarizada,0,0,,0,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
804 2019-2020 14USU0130U 7081000006,804,2019-2020,14USU0130U,7081000006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
805 2019-2020 14USU0130U 7081100056,805,2019-2020,14USU0130U,7081100056,Escolarizada,6,1,,7,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
806 2019-2020 14USU0120N 8042000005,806,2019-2020,14USU0120N,8042000005,Escolarizada,4,0,,4,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
807 2019-2020 14USU0120N 8031400014,807,2019-2020,14USU0120N,8031400014,Escolarizada,2,3,,5,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
808 2019-2020 14USU0120N 8041400003,808,2019-2020,14USU0120N,8041400003,Escolarizada,11,7,,18,,,,0,,,,0,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
809 2019-2020 14USU0120N 8042500005,809,2019-2020,14USU0120N,8042500005,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
810 2019-2020 14USU0120N 8031400010,810,2019-2020,14USU0120N,8031400010,Escolarizada,0,0,,0,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
811 2019-2020 14USU0120N 8031300020,811,2019-2020,14USU0120N,8031300020,Escolarizada,3,0,,3,,,,0,,,,1,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
812 2019-2020 14USU0120N 8062200005,812,2019-2020,14USU0120N,8062200005,Escolarizada,5,2,,7,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
813 2019-2020 14USU0120N 7042100033,813,2019-2020,14USU0120N,7042100033,Escolarizada,56,30,,86,,,,0,,,,0,4,1,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
814 2019-2020 14USU0120N 7041400008,814,2019-2020,14USU0120N,7041400008,Escolarizada,24,14,,38,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
815 2019-2020 14USU0120N 7041400009,815,2019-2020,14USU0120N,7041400009,Escolarizada,0,0,,0,,,,0,,,,0,2,2,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
816 2019-2020 14USU0120N 7061000012,816,2019-2020,14USU0120N,7061000012,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
817 2019-2020 14USU0120N 7041200034,817,2019-2020,14USU0120N,7041200034,Escolarizada,15,26,,41,,,,0,,,,1,3,8,,11,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
818 2019-2020 14USU0120N 7042100129,818,2019-2020,14USU0120N,7042100129,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
819 2019-2020 14USU0120N 7031400008,819,2019-2020,14USU0120N,7031400008,Escolarizada,9,5,,14,,,,0,,,,1,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
820 2019-2020 14USU0120N 7012500034,820,2019-2020,14USU0120N,7012500034,Escolarizada,2,4,,6,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
821 2019-2020 14USU0120N 7012000087,821,2019-2020,14USU0120N,7012000087,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
822 2019-2020 14USU0120N 7041400048,822,2019-2020,14USU0120N,7041400048,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
823 2019-2020 14USU0120N 7041300021,823,2019-2020,14USU0120N,7041300021,Escolarizada,6,2,,8,,,,1,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
824 2019-2020 14USU0120N 7041300024,824,2019-2020,14USU0120N,7041300024,Escolarizada,12,11,,23,,,,0,,,,0,4,1,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
825 2019-2020 14USU0120N 7103100010,825,2019-2020,14USU0120N,7103100010,Escolarizada,9,12,,21,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
826 2019-2020 14USU0120N 7011200077,826,2019-2020,14USU0120N,7011200077,Escolarizada,4,2,,6,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
827 2019-2020 14USU0120N 7011000042,827,2019-2020,14USU0120N,7011000042,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
828 2019-2020 14USU0120N 7041100024,828,2019-2020,14USU0120N,7041100024,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
829 2019-2020 14USU0120N 7041100026,829,2019-2020,14USU0120N,7041100026,Escolarizada,9,6,,15,,,,0,,,,0,5,0,,5,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
830 2019-2020 14USU0120N 7031300023,830,2019-2020,14USU0120N,7031300023,Escolarizada,16,7,,23,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
831 2019-2020 14USU0120N 7031400038,831,2019-2020,14USU0120N,7031400038,Escolarizada,6,8,,14,,,,0,,,,0,2,4,,6,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
832 2019-2020 14USU0120N 7031500062,832,2019-2020,14USU0120N,7031500062,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
833 2019-2020 14USU0120N 7062200049,833,2019-2020,14USU0120N,7062200049,Escolarizada,24,8,,32,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
834 2019-2020 14USU0120N 7011400011,834,2019-2020,14USU0120N,7011400011,Escolarizada,4,6,,10,,,,0,,,,0,4,4,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
835 2019-2020 14USU0221L 8071000002,835,2019-2020,14USU0221L,8071000002,Escolarizada,8,0,,8,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
836 2019-2020 14USU0221L 7012604064,836,2019-2020,14USU0221L,7012604064,Escolarizada,5,0,,5,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
837 2019-2020 14USU0221L 7022500032,837,2019-2020,14USU0221L,7022500032,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
838 2019-2020 14USU0221L 7071000035,838,2019-2020,14USU0221L,7071000035,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
839 2019-2020 14USU0003Y 8052100019,839,2019-2020,14USU0003Y,8052100019,Escolarizada,0,2,,2,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
840 2019-2020 14USU0003Y 7052100021,840,2019-2020,14USU0003Y,7052100021,Escolarizada,2,3,,5,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
841 2019-2020 14USU0003Y 7012500034,841,2019-2020,14USU0003Y,7012500034,Escolarizada,0,1,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
842 2019-2020 14USU0003Y 7031200071,842,2019-2020,14USU0003Y,7031200071,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
843 2019-2020 14USU0003Y 7061300005,843,2019-2020,14USU0003Y,7061300005,Escolarizada,4,1,,5,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
844 2019-2020 14USU0003Y 7071300003,844,2019-2020,14USU0003Y,7071300003,Escolarizada,5,0,,5,,,,0,,,,0,5,1,,6,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
845 2019-2020 14USU0003Y 7011400011,845,2019-2020,14USU0003Y,7011400011,Escolarizada,0,0,,0,,,,0,,,,0,1,3,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
846 2019-2020 14USU0160O 8031300003,846,2019-2020,14USU0160O,8031300003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
847 2019-2020 14USU0160O 8052000002,847,2019-2020,14USU0160O,8052000002,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
848 2019-2020 14USU0160O 8081100033,848,2019-2020,14USU0160O,8081100033,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
849 2019-2020 14USU0160O 8071000012,849,2019-2020,14USU0160O,8071000012,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
850 2019-2020 14USU0160O 7042100033,850,2019-2020,14USU0160O,7042100033,Escolarizada,1,0,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
851 2019-2020 14USU0160O 7031300005,851,2019-2020,14USU0160O,7031300005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
852 2019-2020 14USU0160O 7031300048,852,2019-2020,14USU0160O,7031300048,Escolarizada,6,1,,7,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
853 2019-2020 14USU0160O 7081100078,853,2019-2020,14USU0160O,7081100078,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
854 2019-2020 14USU0160O 7053100018,854,2019-2020,14USU0160O,7053100018,Escolarizada,1,1,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
855 2019-2020 14USU0160O 7033100026,855,2019-2020,14USU0160O,7033100026,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
856 2019-2020 14USU0160O 7031100253,856,2019-2020,14USU0160O,7031100253,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
857 2019-2020 14USU0160O 7031100252,857,2019-2020,14USU0160O,7031100252,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
858 2019-2020 14USU0190I 8051300007,858,2019-2020,14USU0190I,8051300007,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
859 2019-2020 14USU0190I 8051300013,859,2019-2020,14USU0190I,8051300013,Escolarizada,1,0,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
860 2019-2020 14USU0190I 8042200004,860,2019-2020,14USU0190I,8042200004,Escolarizada,5,4,,9,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
861 2019-2020 14USU0190I 8042000014,861,2019-2020,14USU0190I,8042000014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
862 2019-2020 14USU0190I 7042100033,862,2019-2020,14USU0190I,7042100033,Escolarizada,7,7,,14,,,,0,,,,0,3,4,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
863 2019-2020 14USU0190I 7041400008,863,2019-2020,14USU0190I,7041400008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
864 2019-2020 14USU0190I 7052300006,864,2019-2020,14USU0190I,7052300006,Escolarizada,4,3,,7,,,,0,,,,0,3,3,,6,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
865 2019-2020 14USU0190I 7042300054,865,2019-2020,14USU0190I,7042300054,Escolarizada,3,7,,10,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
866 2019-2020 14USU0190I 7033100026,866,2019-2020,14USU0190I,7033100026,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
867 2019-2020 14USU0190I 7042200008,867,2019-2020,14USU0190I,7042200008,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
868 2019-2020 14USU0190I 7041400028,868,2019-2020,14USU0190I,7041400028,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
869 2019-2020 14USU0190I 7011400011,869,2019-2020,14USU0190I,7011400011,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
870 2019-2020 14USU0005W 7012602009,870,2019-2020,14USU0005W,7012602009,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
871 2019-2020 14USU0005W 7031000012,871,2019-2020,14USU0005W,7031000012,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
872 2019-2020 14USU0110G 8052200001,872,2019-2020,14USU0110G,8052200001,Escolarizada,4,2,,6,,,,0,,,,0,3,0,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
873 2019-2020 14USU0110G 8071300016,873,2019-2020,14USU0110G,8071300016,Escolarizada,7,0,,7,,,,0,,,,0,3,0,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
874 2019-2020 14USU0110G 8052100009,874,2019-2020,14USU0110G,8052100009,Escolarizada,5,0,,5,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
875 2019-2020 14USU0110G 8052200018,875,2019-2020,14USU0110G,8052200018,Escolarizada,6,2,,8,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
876 2019-2020 14USU0110G 8053100005,876,2019-2020,14USU0110G,8053100005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
877 2019-2020 14USU0110G 8052000007,877,2019-2020,14USU0110G,8052000007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
878 2019-2020 14USU0110G 8071400003,878,2019-2020,14USU0110G,8071400003,Escolarizada,1,0,,1,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
879 2019-2020 14USU0110G 8052200009,879,2019-2020,14USU0110G,8052200009,Escolarizada,4,1,,5,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
880 2019-2020 14USU0110G 6041100014,880,2019-2020,14USU0110G,6041100014,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
881 2019-2020 14USU0110G 7052200003,881,2019-2020,14USU0110G,7052200003,Escolarizada,7,0,,7,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
882 2019-2020 14USU0110G 7071600020,882,2019-2020,14USU0110G,7071600020,Escolarizada,5,7,,12,,,,0,,,,0,1,3,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
883 2019-2020 14USU0110G 7062000007,883,2019-2020,14USU0110G,7062000007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
884 2019-2020 14USU0110G 7052100009,884,2019-2020,14USU0110G,7052100009,Escolarizada,10,3,,13,,,,0,,,,0,3,0,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
885 2019-2020 14USU0110G 7052300025,885,2019-2020,14USU0110G,7052300025,Escolarizada,9,0,,9,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
