name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
620 2019-2020 14USU0004X 5032200012,620,2019-2020,14USU0004X,5032200012,No escolarizada,4,13,,17,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
621 2019-2020 14USU0004X 5061000015,621,2019-2020,14USU0004X,5061000015,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
622 2019-2020 14USU0004X 5011200004,622,2019-2020,14USU0004X,5011200004,No escolarizada,18,77,,95,,,,0,,,,0,2,13,,15,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
623 2019-2020 14USU0004X 5011500002,623,2019-2020,14USU0004X,5011500002,No escolarizada,4,14,,18,,,,0,,,,0,7,27,,34,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
624 2019-2020 14USU0004X 5021000007,624,2019-2020,14USU0004X,5021000007,No escolarizada,11,27,,38,,,,0,,,,0,0,8,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
625 2019-2020 14USU0004X 5041200075,625,2019-2020,14USU0004X,5041200075,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
626 2019-2020 14USU0004X 5032100001,626,2019-2020,14USU0004X,5032100001,No escolarizada,3,0,,3,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
627 2019-2020 14USU0004X 5104100015,627,2019-2020,14USU0004X,5104100015,No escolarizada,10,6,,16,,,,0,,,,0,6,1,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
628 2019-2020 14USU0004X 5062200105,628,2019-2020,14USU0004X,5062200105,No escolarizada,46,11,,57,,,,2,,,,0,11,2,,13,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
629 2019-2020 14USU0180B 5033100003,629,2019-2020,14USU0180B,5033100003,Escolarizada,50,44,,94,,,,0,,,,0,39,38,,77,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
630 2019-2020 14USU0180B 5042000002,630,2019-2020,14USU0180B,5042000002,Escolarizada,30,33,,63,,,,0,,,,0,8,23,,31,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
631 2019-2020 14USU0010H 5032100027,631,2019-2020,14USU0010H,5032100027,Escolarizada,5,7,,12,,,,0,,,,0,2,8,,10,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
632 2019-2020 14USU0010H 5033200006,632,2019-2020,14USU0010H,5033200006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
633 2019-2020 14USU0010H 5021500119,633,2019-2020,14USU0010H,5021500119,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
634 2019-2020 14USU0010H 5031300010,634,2019-2020,14USU0010H,5031300010,Escolarizada,32,25,,57,,,,0,,,,0,12,10,,22,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
635 2019-2020 14USU0010H 5031300014,635,2019-2020,14USU0010H,5031300014,Escolarizada,18,53,,71,,,,0,,,,0,9,15,,24,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
636 2019-2020 14USU0010H 5031200031,636,2019-2020,14USU0010H,5031200031,Escolarizada,13,16,,29,,,,0,,,,0,2,3,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
637 2019-2020 14USU0010H 5031500010,637,2019-2020,14USU0010H,5031500010,Escolarizada,19,312,,331,,,,1,,,,1,8,100,,108,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
638 2019-2020 14USU0007U 5051100006,638,2019-2020,14USU0007U,5051100006,Escolarizada,12,14,,26,,,,0,,,,0,4,4,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
639 2019-2020 14USU0011G 5073200005,639,2019-2020,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
640 2019-2020 14USU0011G 5051200024,640,2019-2020,14USU0011G,5051200024,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
641 2019-2020 14USU0011G 5071100005,641,2019-2020,14USU0011G,5071100005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
642 2019-2020 14USU0011G 5071300014,642,2019-2020,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
643 2019-2020 14USU0011G 5042100092,643,2019-2020,14USU0011G,5042100092,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
644 2019-2020 14USU0011G 5094100009,644,2019-2020,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
645 2019-2020 14USU0230T 8095200003,645,2019-2020,14USU0230T,8095200003,Escolarizada,6,7,,13,,,,0,,,,0,1,4,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
646 2019-2020 14USU0230T 8072100013,646,2019-2020,14USU0230T,8072100013,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
647 2019-2020 14USU0230T 8091325001,647,2019-2020,14USU0230T,8091325001,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
648 2019-2020 14USU0230T 8091100003,648,2019-2020,14USU0230T,8091100003,Escolarizada,4,5,,9,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
649 2019-2020 14USU0230T 8095600001,649,2019-2020,14USU0230T,8095600001,Escolarizada,5,8,,13,,,,0,,,,0,5,8,,13,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
650 2019-2020 14USU0230T 8051200020,650,2019-2020,14USU0230T,8051200020,Escolarizada,5,6,,11,,,,0,,,,0,4,3,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
651 2019-2020 14USU0230T 8095000001,651,2019-2020,14USU0230T,8095000001,Escolarizada,4,3,,7,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
652 2019-2020 14USU0230T 8051200017,652,2019-2020,14USU0230T,8051200017,Escolarizada,4,11,,15,,,,0,,,,0,5,5,,10,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
653 2019-2020 14USU0230T 8051100012,653,2019-2020,14USU0230T,8051100012,Escolarizada,7,7,,14,,,,0,,,,0,3,0,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
654 2019-2020 14USU0230T 8095000003,654,2019-2020,14USU0230T,8095000003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
655 2019-2020 14USU0230T 8031100011,655,2019-2020,14USU0230T,8031100011,Escolarizada,1,2,,3,,,,0,,,,0,3,0,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
656 2019-2020 14USU0230T 6092204007,656,2019-2020,14USU0230T,6092204007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
657 2019-2020 14USU0230T 6091319001,657,2019-2020,14USU0230T,6091319001,Escolarizada,3,4,,7,,,,0,,,,0,3,2,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
658 2019-2020 14USU0230T 6091319004,658,2019-2020,14USU0230T,6091319004,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
659 2019-2020 14USU0230T 6091329001,659,2019-2020,14USU0230T,6091329001,Escolarizada,4,6,,10,,,,0,,,,0,2,2,,4,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
660 2019-2020 14USU0230T 6091301004,660,2019-2020,14USU0230T,6091301004,Escolarizada,28,46,,74,,,,0,,,,0,18,39,,57,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
661 2019-2020 14USU0230T 6091301005,661,2019-2020,14USU0230T,6091301005,Escolarizada,1,2,,3,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
662 2019-2020 14USU0230T 6091302001,662,2019-2020,14USU0230T,6091302001,Escolarizada,3,5,,8,,,,0,,,,0,2,3,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
663 2019-2020 14USU0230T 6051100001,663,2019-2020,14USU0230T,6051100001,Escolarizada,4,2,,6,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
664 2019-2020 14USU0230T 6091304001,664,2019-2020,14USU0230T,6091304001,Escolarizada,9,1,,10,,,,0,,,,0,7,0,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
665 2019-2020 14USU0230T 6091313001,665,2019-2020,14USU0230T,6091313001,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
666 2019-2020 14USU0230T 6091306001,666,2019-2020,14USU0230T,6091306001,Escolarizada,4,0,,4,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
667 2019-2020 14USU0230T 6091305002,667,2019-2020,14USU0230T,6091305002,Escolarizada,21,3,,24,,,,0,,,,0,19,3,,22,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
668 2019-2020 14USU0230T 6091345008,668,2019-2020,14USU0230T,6091345008,Escolarizada,1,2,,3,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
669 2019-2020 14USU0230T 6093201002,669,2019-2020,14USU0230T,6093201002,Escolarizada,0,0,,0,,,,0,,,,0,4,1,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
670 2019-2020 14USU0230T 6091336001,670,2019-2020,14USU0230T,6091336001,Escolarizada,5,3,,8,,,,0,,,,0,4,1,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
671 2019-2020 14USU0230T 6091345011,671,2019-2020,14USU0230T,6091345011,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
672 2019-2020 14USU0230T 6091308001,672,2019-2020,14USU0230T,6091308001,Escolarizada,6,2,,8,,,,0,,,,0,0,3,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
673 2019-2020 14USU0230T 6091309002,673,2019-2020,14USU0230T,6091309002,Escolarizada,11,2,,13,,,,0,,,,0,20,1,,21,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
674 2019-2020 14USU0230T 6091312001,674,2019-2020,14USU0230T,6091312001,Escolarizada,5,4,,9,,,,0,,,,0,5,2,,7,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
675 2019-2020 14USU0230T 6091310001,675,2019-2020,14USU0230T,6091310001,Escolarizada,5,18,,23,,,,0,,,,1,4,7,,11,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
676 2019-2020 14USU0230T 6091310002,676,2019-2020,14USU0230T,6091310002,Escolarizada,1,3,,4,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
677 2019-2020 14USU0230T 6091311001,677,2019-2020,14USU0230T,6091311001,Escolarizada,4,9,,13,,,,0,,,,0,3,7,,10,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
678 2019-2020 14USU0230T 6093202001,678,2019-2020,14USU0230T,6093202001,Escolarizada,0,0,,0,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
679 2019-2020 14USU0230T 6092202002,679,2019-2020,14USU0230T,6092202002,Escolarizada,0,12,,12,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
680 2019-2020 14USU0230T 6092208015,680,2019-2020,14USU0230T,6092208015,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
681 2019-2020 14USU0230T 6092203006,681,2019-2020,14USU0230T,6092203006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
682 2019-2020 14USU0230T 6092206010,682,2019-2020,14USU0230T,6092206010,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
683 2019-2020 14USU0230T 6092206002,683,2019-2020,14USU0230T,6092206002,Escolarizada,1,8,,9,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
684 2019-2020 14USU0230T 6092207003,684,2019-2020,14USU0230T,6092207003,Escolarizada,3,7,,10,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
685 2019-2020 14USU0230T 6095600002,685,2019-2020,14USU0230T,6095600002,Escolarizada,2,5,,7,,,,0,,,,0,5,1,,6,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
686 2019-2020 14USU0230T 6091313004,686,2019-2020,14USU0230T,6091313004,Escolarizada,4,3,,7,,,,0,,,,0,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
687 2019-2020 14USU0230T 6091313008,687,2019-2020,14USU0230T,6091313008,Escolarizada,0,3,,3,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
688 2019-2020 14USU0230T 6091314001,688,2019-2020,14USU0230T,6091314001,Escolarizada,0,2,,2,,,,0,,,,0,0,3,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
689 2019-2020 14USU0230T 6091315001,689,2019-2020,14USU0230T,6091315001,Escolarizada,6,8,,14,,,,0,,,,0,1,4,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
690 2019-2020 14USU0230T 6091316007,690,2019-2020,14USU0230T,6091316007,Escolarizada,5,5,,10,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
691 2019-2020 14USU0230T 6091316002,691,2019-2020,14USU0230T,6091316002,Escolarizada,25,31,,56,,,,0,,,,0,18,24,,42,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,
692 2019-2020 14USU0230T 6091317001,692,2019-2020,14USU0230T,6091317001,Escolarizada,3,2,,5,,,,0,,,,0,2,4,,6,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
693 2019-2020 14USU0230T 6091304018,693,2019-2020,14USU0230T,6091304018,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
694 2019-2020 14USU0230T 6091342012,694,2019-2020,14USU0230T,6091342012,Escolarizada,15,13,,28,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
695 2019-2020 14USU0230T 6091318001,695,2019-2020,14USU0230T,6091318001,Escolarizada,1,0,,1,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
696 2019-2020 14USU0230T 6091318002,696,2019-2020,14USU0230T,6091318002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
697 2019-2020 14USU0230T 6091322003,697,2019-2020,14USU0230T,6091322003,Escolarizada,5,4,,9,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
698 2019-2020 14USU0230T 6091323001,698,2019-2020,14USU0230T,6091323001,Escolarizada,19,9,,28,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
699 2019-2020 14USU0230T 6091321003,699,2019-2020,14USU0230T,6091321003,Escolarizada,4,2,,6,,,,0,,,,0,8,4,,12,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
700 2019-2020 14USU0230T 6091325001,700,2019-2020,14USU0230T,6091325001,Escolarizada,0,0,,0,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
701 2019-2020 14USU0230T 6091325002,701,2019-2020,14USU0230T,6091325002,Escolarizada,2,3,,5,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
702 2019-2020 14USU0230T 6091326001,702,2019-2020,14USU0230T,6091326001,Escolarizada,47,85,,132,,,,0,,,,1,40,85,,125,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
703 2019-2020 14USU0230T 6091327002,703,2019-2020,14USU0230T,6091327002,Escolarizada,33,14,,47,,,,0,,,,0,14,5,,19,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
704 2019-2020 14USU0230T 6091316004,704,2019-2020,14USU0230T,6091316004,Escolarizada,1,3,,4,,,,0,,,,0,0,3,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
705 2019-2020 14USU0230T 6091301008,705,2019-2020,14USU0230T,6091301008,Escolarizada,1,3,,4,,,,0,,,,0,3,2,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
706 2019-2020 14USU0230T 6091331003,706,2019-2020,14USU0230T,6091331003,Escolarizada,13,10,,23,,,,0,,,,0,12,5,,17,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
707 2019-2020 14USU0230T 6091340004,707,2019-2020,14USU0230T,6091340004,Escolarizada,12,7,,19,,,,0,,,,0,3,5,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
708 2019-2020 14USU0230T 6091332001,708,2019-2020,14USU0230T,6091332001,Escolarizada,4,2,,6,,,,0,,,,0,0,4,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
709 2019-2020 14USU0230T 6091307001,709,2019-2020,14USU0230T,6091307001,Escolarizada,11,1,,12,,,,0,,,,0,6,2,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
710 2019-2020 14USU0230T 6091334001,710,2019-2020,14USU0230T,6091334001,Escolarizada,3,0,,3,,,,0,,,,0,3,1,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
711 2019-2020 14USU0230T 6093203005,711,2019-2020,14USU0230T,6093203005,Escolarizada,2,12,,14,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
712 2019-2020 14USU0230T 6091335001,712,2019-2020,14USU0230T,6091335001,Escolarizada,9,9,,18,,,,0,,,,0,6,7,,13,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
713 2019-2020 14USU0230T 6091336005,713,2019-2020,14USU0230T,6091336005,Escolarizada,8,3,,11,,,,0,,,,0,7,1,,8,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
714 2019-2020 14USU0230T 6091336007,714,2019-2020,14USU0230T,6091336007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
715 2019-2020 14USU0230T 6091336009,715,2019-2020,14USU0230T,6091336009,Escolarizada,0,3,,3,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
716 2019-2020 14USU0230T 6093204001,716,2019-2020,14USU0230T,6093204001,Escolarizada,1,12,,13,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
717 2019-2020 14USU0230T 6091338002,717,2019-2020,14USU0230T,6091338002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
718 2019-2020 14USU0230T 6091338003,718,2019-2020,14USU0230T,6091338003,Escolarizada,6,7,,13,,,,0,,,,0,2,3,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
719 2019-2020 14USU0230T 6091339001,719,2019-2020,14USU0230T,6091339001,Escolarizada,0,1,,1,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
720 2019-2020 14USU0230T 6091340001,720,2019-2020,14USU0230T,6091340001,Escolarizada,18,43,,61,,,,0,,,,0,24,28,,52,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
721 2019-2020 14USU0230T 6093205004,721,2019-2020,14USU0230T,6093205004,Escolarizada,4,4,,8,,,,0,,,,0,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
722 2019-2020 14USU0230T 6093206003,722,2019-2020,14USU0230T,6093206003,Escolarizada,9,5,,14,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
723 2019-2020 14USU0230T 6093201005,723,2019-2020,14USU0230T,6093201005,Escolarizada,2,1,,3,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
724 2019-2020 14USU0230T 6091341001,724,2019-2020,14USU0230T,6091341001,Escolarizada,4,5,,9,,,,0,,,,0,4,1,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
725 2019-2020 14USU0230T 6091336013,725,2019-2020,14USU0230T,6091336013,Escolarizada,3,1,,4,,,,0,,,,0,2,1,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
726 2019-2020 14USU0230T 6091342013,726,2019-2020,14USU0230T,6091342013,Escolarizada,0,0,,0,,,,0,,,,0,5,3,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
727 2019-2020 14USU0230T 6091335003,727,2019-2020,14USU0230T,6091335003,Escolarizada,0,0,,0,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
728 2019-2020 14USU0230T 6091343001,728,2019-2020,14USU0230T,6091343001,Escolarizada,2,7,,9,,,,0,,,,0,2,3,,5,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
729 2019-2020 14USU0230T 6091337005,729,2019-2020,14USU0230T,6091337005,Escolarizada,13,2,,15,,,,0,,,,0,14,2,,16,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
730 2019-2020 14USU0230T 6091323002,730,2019-2020,14USU0230T,6091323002,Escolarizada,0,0,,0,,,,0,,,,0,10,12,,22,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
731 2019-2020 14USU0230T 6091344001,731,2019-2020,14USU0230T,6091344001,Escolarizada,20,0,,20,,,,0,,,,0,14,2,,16,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
732 2019-2020 14USU0230T 6091344002,732,2019-2020,14USU0230T,6091344002,Escolarizada,2,2,,4,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
733 2019-2020 14USU0230T 7101000006,733,2019-2020,14USU0230T,7101000006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
734 2019-2020 14USU0230T 7012601010,734,2019-2020,14USU0230T,7012601010,Escolarizada,0,0,,0,,,,0,,,,0,2,0,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
735 2019-2020 14USU0230T 7091345002,735,2019-2020,14USU0230T,7091345002,Escolarizada,3,10,,13,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
736 2019-2020 14USU0230T 7091325001,736,2019-2020,14USU0230T,7091325001,Escolarizada,8,10,,18,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
737 2019-2020 14USU0230T 7091345005,737,2019-2020,14USU0230T,7091345005,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
738 2019-2020 14USU0230T 7095600046,738,2019-2020,14USU0230T,7095600046,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
739 2019-2020 14USU0230T 7012601008,739,2019-2020,14USU0230T,7012601008,Escolarizada,6,5,,11,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
740 2019-2020 14USU0230T 7092208001,740,2019-2020,14USU0230T,7092208001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
741 2019-2020 14USU0230T 7042500062,741,2019-2020,14USU0230T,7042500062,Escolarizada,0,0,,0,,,,0,,,,0,5,3,,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
742 2019-2020 14USU0230T 7031500022,742,2019-2020,14USU0230T,7031500022,Escolarizada,2,10,,12,,,,0,,,,0,1,3,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
743 2019-2020 14USU0230T 7042500034,743,2019-2020,14USU0230T,7042500034,Escolarizada,0,0,,0,,,,0,,,,0,0,3,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
744 2019-2020 14USU0230T 7095000001,744,2019-2020,14USU0230T,7095000001,Escolarizada,0,0,,0,,,,0,,,,0,2,2,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
745 2019-2020 14USU0230T 7095000011,745,2019-2020,14USU0230T,7095000011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
746 2019-2020 14USU0230T 7031100188,746,2019-2020,14USU0230T,7031100188,Escolarizada,0,0,,0,,,,0,,,,0,0,3,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
747 2019-2020 14USU0230T 7091316004,747,2019-2020,14USU0230T,7091316004,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
748 2019-2020 14USU0230T 7093207003,748,2019-2020,14USU0230T,7093207003,Escolarizada,2,0,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
749 2019-2020 14USU0230T 7031100028,749,2019-2020,14USU0230T,7031100028,Escolarizada,0,0,,0,,,,0,,,,0,1,2,,3,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
750 2019-2020 14USU0230T 7031100043,750,2019-2020,14USU0230T,7031100043,Escolarizada,0,9,,9,,,,0,,,,0,1,3,,4,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
751 2019-2020 14USU0230T 7031100001,751,2019-2020,14USU0230T,7031100001,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
752 2019-2020 14USU0230T 7095600030,752,2019-2020,14USU0230T,7095600030,Escolarizada,10,20,,30,,,,0,,,,1,0,2,,2,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
