name,row,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,hombres,mujeres,personas_nb,total
712-2024-247 PA DMT Asistente C de CUTLAJOMULCO,247,2024,CUTLAJOMULCO,DMT,Asistente,C,0,0,,0
712-2024-248 PA DMT Asistente C de CUGUADALAJARA,248,2024,CUGUADALAJARA,DMT,Asistente,C,0,0,,0
712-2024-249 PA DMT Asistente C de CUCHAPALA,249,2024,CUCHAPALA,DMT,Asistente,C,0,0,,0
712-2024-250 PA DMT Asistente C de CUTLAQUEPAQUE,250,2024,CUTLAQUEPAQUE,DMT,Asistente,C,0,0,,0
712-2024-251 PA DMT Asistente C de SEMS,251,2024,SEMS,DMT,Asistente,C,6,3,,9
712-2024-252 PA DMT Asistente C de AG,252,2024,AG,DMT,Asistente,C,0,0,,0
712-2024-253 PA DMT Asociado A de CUCEA,253,2024,CUCEA,DMT,Asociado,A,4,4,,8
712-2024-254 PA DMT Asociado A de CUCEI,254,2024,CUCEI,DMT,Asociado,A,0,2,,2
712-2024-255 PA DMT Asociado A de CUCSH,255,2024,CUCSH,DMT,Asociado,A,5,1,,6
712-2024-256 PA DMT Asociado A de CUCS,256,2024,CUCS,DMT,Asociado,A,6,2,,8
712-2024-257 PA DMT Asociado A de CUAAD,257,2024,CUAAD,DMT,Asociado,A,2,2,,4
712-2024-258 PA DMT Asociado A de CUCBA,258,2024,CUCBA,DMT,Asociado,A,0,0,,0
712-2024-259 PA DMT Asociado A de CUALTOS,259,2024,CUALTOS,DMT,Asociado,A,0,0,,0
712-2024-260 PA DMT Asociado A de CUCIÉNEGA,260,2024,CUCIÉNEGA,DMT,Asociado,A,6,5,,11
712-2024-261 PA DMT Asociado A de CUSUR,261,2024,CUSUR,DMT,Asociado,A,0,0,,0
712-2024-262 PA DMT Asociado A de CUCOSTA,262,2024,CUCOSTA,DMT,Asociado,A,5,1,,6
712-2024-263 PA DMT Asociado A de CUCOSTASUR,263,2024,CUCOSTASUR,DMT,Asociado,A,3,3,,6
712-2024-264 PA DMT Asociado A de CUVALLES,264,2024,CUVALLES,DMT,Asociado,A,0,0,,0
712-2024-265 PA DMT Asociado A de CUNORTE,265,2024,CUNORTE,DMT,Asociado,A,0,0,,0
712-2024-266 PA DMT Asociado A de CULAGOS,266,2024,CULAGOS,DMT,Asociado,A,1,2,,3
712-2024-267 PA DMT Asociado A de CUTONALÁ,267,2024,CUTONALÁ,DMT,Asociado,A,1,0,,1
712-2024-268 PA DMT Asociado A de CUTLAJOMULCO,268,2024,CUTLAJOMULCO,DMT,Asociado,A,0,0,,0
712-2024-269 PA DMT Asociado A de CUGUADALAJARA,269,2024,CUGUADALAJARA,DMT,Asociado,A,0,0,,0
712-2024-270 PA DMT Asociado A de CUCHAPALA,270,2024,CUCHAPALA,DMT,Asociado,A,0,0,,0
712-2024-271 PA DMT Asociado A de CUTLAQUEPAQUE,271,2024,CUTLAQUEPAQUE,DMT,Asociado,A,0,0,,0
712-2024-272 PA DMT Asociado A de SEMS,272,2024,SEMS,DMT,Asociado,A,62,47,,109
712-2024-273 PA DMT Asociado A de AG,273,2024,AG,DMT,Asociado,A,0,0,,0
712-2024-274 PA DMT Asociado B de CUCEA,274,2024,CUCEA,DMT,Asociado,B,1,3,,4
712-2024-275 PA DMT Asociado B de CUCEI,275,2024,CUCEI,DMT,Asociado,B,1,0,,1
712-2024-276 PA DMT Asociado B de CUCSH,276,2024,CUCSH,DMT,Asociado,B,3,0,,3
712-2024-277 PA DMT Asociado B de CUCS,277,2024,CUCS,DMT,Asociado,B,1,1,,2
712-2024-278 PA DMT Asociado B de CUAAD,278,2024,CUAAD,DMT,Asociado,B,0,0,,0
712-2024-279 PA DMT Asociado B de CUCBA,279,2024,CUCBA,DMT,Asociado,B,0,0,,0
712-2024-280 PA DMT Asociado B de CUALTOS,280,2024,CUALTOS,DMT,Asociado,B,0,0,,0
712-2024-281 PA DMT Asociado B de CUCIÉNEGA,281,2024,CUCIÉNEGA,DMT,Asociado,B,2,0,,2
712-2024-282 PA DMT Asociado B de CUSUR,282,2024,CUSUR,DMT,Asociado,B,0,0,,0
712-2024-283 PA DMT Asociado B de CUCOSTA,283,2024,CUCOSTA,DMT,Asociado,B,0,0,,0
712-2024-284 PA DMT Asociado B de CUCOSTASUR,284,2024,CUCOSTASUR,DMT,Asociado,B,1,0,,1
712-2024-285 PA DMT Asociado B de CUVALLES,285,2024,CUVALLES,DMT,Asociado,B,0,0,,0
712-2024-286 PA DMT Asociado B de CUNORTE,286,2024,CUNORTE,DMT,Asociado,B,0,0,,0
712-2024-287 PA DMT Asociado B de CULAGOS,287,2024,CULAGOS,DMT,Asociado,B,0,0,,0
712-2024-288 PA DMT Asociado B de CUTONALÁ,288,2024,CUTONALÁ,DMT,Asociado,B,0,0,,0
712-2024-289 PA DMT Asociado B de CUTLAJOMULCO,289,2024,CUTLAJOMULCO,DMT,Asociado,B,0,0,,0
712-2024-290 PA DMT Asociado B de CUGUADALAJARA,290,2024,CUGUADALAJARA,DMT,Asociado,B,0,1,,1
712-2024-291 PA DMT Asociado B de CUCHAPALA,291,2024,CUCHAPALA,DMT,Asociado,B,0,0,,0
712-2024-292 PA DMT Asociado B de CUTLAQUEPAQUE,292,2024,CUTLAQUEPAQUE,DMT,Asociado,B,0,0,,0
712-2024-293 PA DMT Asociado B de SEMS,293,2024,SEMS,DMT,Asociado,B,42,36,,78
712-2024-294 PA DMT Asociado B de AG,294,2024,AG,DMT,Asociado,B,0,0,,0
712-2024-295 PA DMT Asociado C de CUCEA,295,2024,CUCEA,DMT,Asociado,C,0,0,,0
712-2024-296 PA DMT Asociado C de CUCEI,296,2024,CUCEI,DMT,Asociado,C,1,0,,1
712-2024-297 PA DMT Asociado C de CUCSH,297,2024,CUCSH,DMT,Asociado,C,1,0,,1
712-2024-298 PA DMT Asociado C de CUCS,298,2024,CUCS,DMT,Asociado,C,2,0,,2
712-2024-299 PA DMT Asociado C de CUAAD,299,2024,CUAAD,DMT,Asociado,C,1,1,,2
712-2024-300 PA DMT Asociado C de CUCBA,300,2024,CUCBA,DMT,Asociado,C,0,0,,0
712-2024-301 PA DMT Asociado C de CUALTOS,301,2024,CUALTOS,DMT,Asociado,C,0,0,,0
712-2024-302 PA DMT Asociado C de CUCIÉNEGA,302,2024,CUCIÉNEGA,DMT,Asociado,C,1,0,,1
712-2024-303 PA DMT Asociado C de CUSUR,303,2024,CUSUR,DMT,Asociado,C,0,0,,0
712-2024-304 PA DMT Asociado C de CUCOSTA,304,2024,CUCOSTA,DMT,Asociado,C,0,0,,0
712-2024-305 PA DMT Asociado C de CUCOSTASUR,305,2024,CUCOSTASUR,DMT,Asociado,C,2,0,,2
712-2024-306 PA DMT Asociado C de CUVALLES,306,2024,CUVALLES,DMT,Asociado,C,0,0,,0
712-2024-307 PA DMT Asociado C de CUNORTE,307,2024,CUNORTE,DMT,Asociado,C,0,0,,0
712-2024-308 PA DMT Asociado C de CULAGOS,308,2024,CULAGOS,DMT,Asociado,C,0,0,,0
712-2024-309 PA DMT Asociado C de CUTONALÁ,309,2024,CUTONALÁ,DMT,Asociado,C,0,0,,0
712-2024-310 PA DMT Asociado C de CUTLAJOMULCO,310,2024,CUTLAJOMULCO,DMT,Asociado,C,0,0,,0
712-2024-311 PA DMT Asociado C de CUGUADALAJARA,311,2024,CUGUADALAJARA,DMT,Asociado,C,0,0,,0
712-2024-312 PA DMT Asociado C de CUCHAPALA,312,2024,CUCHAPALA,DMT,Asociado,C,0,0,,0
712-2024-313 PA DMT Asociado C de CUTLAQUEPAQUE,313,2024,CUTLAQUEPAQUE,DMT,Asociado,C,0,0,,0
712-2024-314 PA DMT Asociado C de SEMS,314,2024,SEMS,DMT,Asociado,C,16,7,,23
712-2024-315 PA DMT Asociado C de AG,315,2024,AG,DMT,Asociado,C,0,0,,0
712-2024-316 PA DMT Titular A de CUCEA,316,2024,CUCEA,DMT,Titular,A,0,0,,0
712-2024-317 PA DMT Titular A de CUCEI,317,2024,CUCEI,DMT,Titular,A,1,0,,1
712-2024-318 PA DMT Titular A de CUCSH,318,2024,CUCSH,DMT,Titular,A,1,0,,1
712-2024-319 PA DMT Titular A de CUCS,319,2024,CUCS,DMT,Titular,A,2,0,,2
712-2024-320 PA DMT Titular A de CUAAD,320,2024,CUAAD,DMT,Titular,A,0,0,,0
712-2024-321 PA DMT Titular A de CUCBA,321,2024,CUCBA,DMT,Titular,A,0,0,,0
712-2024-322 PA DMT Titular A de CUALTOS,322,2024,CUALTOS,DMT,Titular,A,1,0,,1
712-2024-323 PA DMT Titular A de CUCIÉNEGA,323,2024,CUCIÉNEGA,DMT,Titular,A,0,0,,0
712-2024-324 PA DMT Titular A de CUSUR,324,2024,CUSUR,DMT,Titular,A,0,0,,0
712-2024-325 PA DMT Titular A de CUCOSTA,325,2024,CUCOSTA,DMT,Titular,A,0,1,,1
712-2024-326 PA DMT Titular A de CUCOSTASUR,326,2024,CUCOSTASUR,DMT,Titular,A,0,0,,0
712-2024-327 PA DMT Titular A de CUVALLES,327,2024,CUVALLES,DMT,Titular,A,0,0,,0
712-2024-328 PA DMT Titular A de CUNORTE,328,2024,CUNORTE,DMT,Titular,A,0,0,,0
712-2024-329 PA DMT Titular A de CULAGOS,329,2024,CULAGOS,DMT,Titular,A,0,0,,0
712-2024-330 PA DMT Titular A de CUTONALÁ,330,2024,CUTONALÁ,DMT,Titular,A,0,0,,0
712-2024-331 PA DMT Titular A de CUTLAJOMULCO,331,2024,CUTLAJOMULCO,DMT,Titular,A,0,0,,0
712-2024-332 PA DMT Titular A de CUGUADALAJARA,332,2024,CUGUADALAJARA,DMT,Titular,A,0,0,,0
712-2024-333 PA DMT Titular A de CUCHAPALA,333,2024,CUCHAPALA,DMT,Titular,A,0,0,,0
712-2024-334 PA DMT Titular A de CUTLAQUEPAQUE,334,2024,CUTLAQUEPAQUE,DMT,Titular,A,0,0,,0
712-2024-335 PA DMT Titular A de SEMS,335,2024,SEMS,DMT,Titular,A,8,5,,13
712-2024-336 PA DMT Titular A de AG,336,2024,AG,DMT,Titular,A,0,0,,0
712-2024-337 PA DMT Titular B de CUCEA,337,2024,CUCEA,DMT,Titular,B,0,0,,0
712-2024-338 PA DMT Titular B de CUCEI,338,2024,CUCEI,DMT,Titular,B,0,0,,0
712-2024-339 PA DMT Titular B de CUCSH,339,2024,CUCSH,DMT,Titular,B,0,0,,0
712-2024-340 PA DMT Titular B de CUCS,340,2024,CUCS,DMT,Titular,B,0,0,,0
712-2024-341 PA DMT Titular B de CUAAD,341,2024,CUAAD,DMT,Titular,B,0,0,,0
712-2024-342 PA DMT Titular B de CUCBA,342,2024,CUCBA,DMT,Titular,B,0,0,,0
712-2024-343 PA DMT Titular B de CUALTOS,343,2024,CUALTOS,DMT,Titular,B,1,0,,1
712-2024-344 PA DMT Titular B de CUCIÉNEGA,344,2024,CUCIÉNEGA,DMT,Titular,B,0,0,,0
712-2024-345 PA DMT Titular B de CUSUR,345,2024,CUSUR,DMT,Titular,B,0,0,,0
712-2024-346 PA DMT Titular B de CUCOSTA,346,2024,CUCOSTA,DMT,Titular,B,0,0,,0
712-2024-347 PA DMT Titular B de CUCOSTASUR,347,2024,CUCOSTASUR,DMT,Titular,B,0,0,,0
712-2024-348 PA DMT Titular B de CUVALLES,348,2024,CUVALLES,DMT,Titular,B,0,0,,0
712-2024-349 PA DMT Titular B de CUNORTE,349,2024,CUNORTE,DMT,Titular,B,0,0,,0
712-2024-350 PA DMT Titular B de CULAGOS,350,2024,CULAGOS,DMT,Titular,B,0,0,,0
712-2024-351 PA DMT Titular B de CUTONALÁ,351,2024,CUTONALÁ,DMT,Titular,B,0,0,,0
712-2024-352 PA DMT Titular B de CUTLAJOMULCO,352,2024,CUTLAJOMULCO,DMT,Titular,B,0,0,,0
712-2024-353 PA DMT Titular B de CUGUADALAJARA,353,2024,CUGUADALAJARA,DMT,Titular,B,0,0,,0
712-2024-354 PA DMT Titular B de CUCHAPALA,354,2024,CUCHAPALA,DMT,Titular,B,0,0,,0
712-2024-355 PA DMT Titular B de CUTLAQUEPAQUE,355,2024,CUTLAQUEPAQUE,DMT,Titular,B,0,0,,0
712-2024-356 PA DMT Titular B de SEMS,356,2024,SEMS,DMT,Titular,B,2,1,,3
712-2024-357 PA DMT Titular B de AG,357,2024,AG,DMT,Titular,B,0,0,,0
712-2024-358 PA DMT Titular C de CUCEA,358,2024,CUCEA,DMT,Titular,C,0,0,,0
712-2024-359 PA DMT Titular C de CUCEI,359,2024,CUCEI,DMT,Titular,C,0,0,,0
712-2024-360 PA DMT Titular C de CUCSH,360,2024,CUCSH,DMT,Titular,C,1,0,,1
712-2024-361 PA DMT Titular C de CUCS,361,2024,CUCS,DMT,Titular,C,0,0,,0
712-2024-362 PA DMT Titular C de CUAAD,362,2024,CUAAD,DMT,Titular,C,0,0,,0
712-2024-363 PA DMT Titular C de CUCBA,363,2024,CUCBA,DMT,Titular,C,0,0,,0
712-2024-364 PA DMT Titular C de CUALTOS,364,2024,CUALTOS,DMT,Titular,C,0,0,,0
712-2024-365 PA DMT Titular C de CUCIÉNEGA,365,2024,CUCIÉNEGA,DMT,Titular,C,0,0,,0
712-2024-366 PA DMT Titular C de CUSUR,366,2024,CUSUR,DMT,Titular,C,0,0,,0
712-2024-367 PA DMT Titular C de CUCOSTA,367,2024,CUCOSTA,DMT,Titular,C,0,0,,0
712-2024-368 PA DMT Titular C de CUCOSTASUR,368,2024,CUCOSTASUR,DMT,Titular,C,0,0,,0
712-2024-369 PA DMT Titular C de CUVALLES,369,2024,CUVALLES,DMT,Titular,C,0,0,,0
712-2024-370 PA DMT Titular C de CUNORTE,370,2024,CUNORTE,DMT,Titular,C,0,0,,0
712-2024-371 PA DMT Titular C de CULAGOS,371,2024,CULAGOS,DMT,Titular,C,0,0,,0
712-2024-372 PA DMT Titular C de CUTONALÁ,372,2024,CUTONALÁ,DMT,Titular,C,0,0,,0
712-2024-373 PA DMT Titular C de CUTLAJOMULCO,373,2024,CUTLAJOMULCO,DMT,Titular,C,0,0,,0
712-2024-374 PA DMT Titular C de CUGUADALAJARA,374,2024,CUGUADALAJARA,DMT,Titular,C,0,0,,0
712-2024-375 PA DMT Titular C de CUCHAPALA,375,2024,CUCHAPALA,DMT,Titular,C,0,0,,0
712-2024-376 PA DMT Titular C de CUTLAQUEPAQUE,376,2024,CUTLAQUEPAQUE,DMT,Titular,C,0,0,,0
712-2024-377 PA DMT Titular C de SEMS,377,2024,SEMS,DMT,Titular,C,1,0,,1
712-2024-378 PA DMT Titular C de AG,378,2024,AG,DMT,Titular,C,0,0,,0
712-2024-379 PA ITC Asistente A de CUCEA,379,2024,CUCEA,ITC,Asistente,A,0,0,,0
712-2024-380 PA ITC Asistente A de CUCEI,380,2024,CUCEI,ITC,Asistente,A,0,0,,0
712-2024-381 PA ITC Asistente A de CUCSH,381,2024,CUCSH,ITC,Asistente,A,0,0,,0
712-2024-382 PA ITC Asistente A de CUCS,382,2024,CUCS,ITC,Asistente,A,0,0,,0
712-2024-383 PA ITC Asistente A de CUAAD,383,2024,CUAAD,ITC,Asistente,A,0,0,,0
712-2024-384 PA ITC Asistente A de CUCBA,384,2024,CUCBA,ITC,Asistente,A,0,0,,0
712-2024-385 PA ITC Asistente A de CUALTOS,385,2024,CUALTOS,ITC,Asistente,A,0,0,,0
712-2024-386 PA ITC Asistente A de CUCIÉNEGA,386,2024,CUCIÉNEGA,ITC,Asistente,A,0,0,,0
712-2024-387 PA ITC Asistente A de CUSUR,387,2024,CUSUR,ITC,Asistente,A,0,0,,0
712-2024-388 PA ITC Asistente A de CUCOSTA,388,2024,CUCOSTA,ITC,Asistente,A,0,0,,0
712-2024-389 PA ITC Asistente A de CUCOSTASUR,389,2024,CUCOSTASUR,ITC,Asistente,A,0,0,,0
712-2024-390 PA ITC Asistente A de CUVALLES,390,2024,CUVALLES,ITC,Asistente,A,0,0,,0
712-2024-391 PA ITC Asistente A de CUNORTE,391,2024,CUNORTE,ITC,Asistente,A,0,0,,0
712-2024-392 PA ITC Asistente A de CULAGOS,392,2024,CULAGOS,ITC,Asistente,A,0,0,,0
712-2024-393 PA ITC Asistente A de CUTONALÁ,393,2024,CUTONALÁ,ITC,Asistente,A,0,0,,0
712-2024-394 PA ITC Asistente A de CUTLAJOMULCO,394,2024,CUTLAJOMULCO,ITC,Asistente,A,0,0,,0
712-2024-395 PA ITC Asistente A de CUGUADALAJARA,395,2024,CUGUADALAJARA,ITC,Asistente,A,0,0,,0
712-2024-396 PA ITC Asistente A de CUCHAPALA,396,2024,CUCHAPALA,ITC,Asistente,A,0,0,,0
712-2024-397 PA ITC Asistente A de CUTLAQUEPAQUE,397,2024,CUTLAQUEPAQUE,ITC,Asistente,A,0,0,,0
712-2024-398 PA ITC Asistente A de SEMS,398,2024,SEMS,ITC,Asistente,A,0,0,,0
712-2024-399 PA ITC Asistente A de AG,399,2024,AG,ITC,Asistente,A,0,0,,0
712-2024-400 PA ITC Asistente B de CUCEA,400,2024,CUCEA,ITC,Asistente,B,0,0,,0
712-2024-401 PA ITC Asistente B de CUCEI,401,2024,CUCEI,ITC,Asistente,B,0,0,,0
712-2024-402 PA ITC Asistente B de CUCSH,402,2024,CUCSH,ITC,Asistente,B,0,0,,0
712-2024-403 PA ITC Asistente B de CUCS,403,2024,CUCS,ITC,Asistente,B,0,0,,0
712-2024-404 PA ITC Asistente B de CUAAD,404,2024,CUAAD,ITC,Asistente,B,0,0,,0
712-2024-405 PA ITC Asistente B de CUCBA,405,2024,CUCBA,ITC,Asistente,B,0,0,,0
712-2024-406 PA ITC Asistente B de CUALTOS,406,2024,CUALTOS,ITC,Asistente,B,0,0,,0
712-2024-407 PA ITC Asistente B de CUCIÉNEGA,407,2024,CUCIÉNEGA,ITC,Asistente,B,0,0,,0
712-2024-408 PA ITC Asistente B de CUSUR,408,2024,CUSUR,ITC,Asistente,B,0,0,,0
712-2024-409 PA ITC Asistente B de CUCOSTA,409,2024,CUCOSTA,ITC,Asistente,B,0,0,,0
712-2024-410 PA ITC Asistente B de CUCOSTASUR,410,2024,CUCOSTASUR,ITC,Asistente,B,0,0,,0
712-2024-411 PA ITC Asistente B de CUVALLES,411,2024,CUVALLES,ITC,Asistente,B,0,0,,0
712-2024-412 PA ITC Asistente B de CUNORTE,412,2024,CUNORTE,ITC,Asistente,B,0,0,,0
712-2024-413 PA ITC Asistente B de CULAGOS,413,2024,CULAGOS,ITC,Asistente,B,0,0,,0
712-2024-414 PA ITC Asistente B de CUTONALÁ,414,2024,CUTONALÁ,ITC,Asistente,B,0,0,,0
712-2024-415 PA ITC Asistente B de CUTLAJOMULCO,415,2024,CUTLAJOMULCO,ITC,Asistente,B,0,0,,0
712-2024-416 PA ITC Asistente B de CUGUADALAJARA,416,2024,CUGUADALAJARA,ITC,Asistente,B,0,0,,0
712-2024-417 PA ITC Asistente B de CUCHAPALA,417,2024,CUCHAPALA,ITC,Asistente,B,0,0,,0
712-2024-418 PA ITC Asistente B de CUTLAQUEPAQUE,418,2024,CUTLAQUEPAQUE,ITC,Asistente,B,0,0,,0
712-2024-419 PA ITC Asistente B de SEMS,419,2024,SEMS,ITC,Asistente,B,0,0,,0
712-2024-420 PA ITC Asistente B de AG,420,2024,AG,ITC,Asistente,B,0,0,,0
712-2024-421 PA ITC Asistente C de CUCEA,421,2024,CUCEA,ITC,Asistente,C,1,0,,1
712-2024-422 PA ITC Asistente C de CUCEI,422,2024,CUCEI,ITC,Asistente,C,1,1,,2
712-2024-423 PA ITC Asistente C de CUCSH,423,2024,CUCSH,ITC,Asistente,C,1,1,,2
712-2024-424 PA ITC Asistente C de CUCS,424,2024,CUCS,ITC,Asistente,C,1,1,,2
712-2024-425 PA ITC Asistente C de CUAAD,425,2024,CUAAD,ITC,Asistente,C,0,3,,3
712-2024-426 PA ITC Asistente C de CUCBA,426,2024,CUCBA,ITC,Asistente,C,0,0,,0
712-2024-427 PA ITC Asistente C de CUALTOS,427,2024,CUALTOS,ITC,Asistente,C,1,1,,2
712-2024-428 PA ITC Asistente C de CUCIÉNEGA,428,2024,CUCIÉNEGA,ITC,Asistente,C,1,0,,1
712-2024-429 PA ITC Asistente C de CUSUR,429,2024,CUSUR,ITC,Asistente,C,0,0,,0
712-2024-430 PA ITC Asistente C de CUCOSTA,430,2024,CUCOSTA,ITC,Asistente,C,0,1,,1
712-2024-431 PA ITC Asistente C de CUCOSTASUR,431,2024,CUCOSTASUR,ITC,Asistente,C,0,0,,0
712-2024-432 PA ITC Asistente C de CUVALLES,432,2024,CUVALLES,ITC,Asistente,C,0,0,,0
712-2024-433 PA ITC Asistente C de CUNORTE,433,2024,CUNORTE,ITC,Asistente,C,0,0,,0
712-2024-434 PA ITC Asistente C de CULAGOS,434,2024,CULAGOS,ITC,Asistente,C,0,0,,0
712-2024-435 PA ITC Asistente C de CUTONALÁ,435,2024,CUTONALÁ,ITC,Asistente,C,0,0,,0
712-2024-436 PA ITC Asistente C de CUTLAJOMULCO,436,2024,CUTLAJOMULCO,ITC,Asistente,C,0,0,,0
712-2024-437 PA ITC Asistente C de CUGUADALAJARA,437,2024,CUGUADALAJARA,ITC,Asistente,C,0,1,,1
712-2024-438 PA ITC Asistente C de CUCHAPALA,438,2024,CUCHAPALA,ITC,Asistente,C,0,0,,0
712-2024-439 PA ITC Asistente C de CUTLAQUEPAQUE,439,2024,CUTLAQUEPAQUE,ITC,Asistente,C,0,0,,0
712-2024-440 PA ITC Asistente C de SEMS,440,2024,SEMS,ITC,Asistente,C,0,0,,0
712-2024-441 PA ITC Asistente C de AG,441,2024,AG,ITC,Asistente,C,0,0,,0
712-2024-442 PA ITC Asociado A de CUCEA,442,2024,CUCEA,ITC,Asociado,A,6,11,,17
712-2024-443 PA ITC Asociado A de CUCEI,443,2024,CUCEI,ITC,Asociado,A,16,12,,28
712-2024-444 PA ITC Asociado A de CUCSH,444,2024,CUCSH,ITC,Asociado,A,16,10,,26
712-2024-445 PA ITC Asociado A de CUCS,445,2024,CUCS,ITC,Asociado,A,16,12,,28
712-2024-446 PA ITC Asociado A de CUAAD,446,2024,CUAAD,ITC,Asociado,A,5,9,,14
712-2024-447 PA ITC Asociado A de CUCBA,447,2024,CUCBA,ITC,Asociado,A,8,4,,12
712-2024-448 PA ITC Asociado A de CUALTOS,448,2024,CUALTOS,ITC,Asociado,A,3,2,,5
712-2024-449 PA ITC Asociado A de CUCIÉNEGA,449,2024,CUCIÉNEGA,ITC,Asociado,A,3,6,,9
712-2024-450 PA ITC Asociado A de CUSUR,450,2024,CUSUR,ITC,Asociado,A,3,3,,6
712-2024-451 PA ITC Asociado A de CUCOSTA,451,2024,CUCOSTA,ITC,Asociado,A,5,2,,7
712-2024-452 PA ITC Asociado A de CUCOSTASUR,452,2024,CUCOSTASUR,ITC,Asociado,A,5,9,,14
712-2024-453 PA ITC Asociado A de CUVALLES,453,2024,CUVALLES,ITC,Asociado,A,1,4,,5
712-2024-454 PA ITC Asociado A de CUNORTE,454,2024,CUNORTE,ITC,Asociado,A,2,1,,3
712-2024-455 PA ITC Asociado A de CULAGOS,455,2024,CULAGOS,ITC,Asociado,A,3,4,,7
712-2024-456 PA ITC Asociado A de CUTONALÁ,456,2024,CUTONALÁ,ITC,Asociado,A,6,1,,7
712-2024-457 PA ITC Asociado A de CUTLAJOMULCO,457,2024,CUTLAJOMULCO,ITC,Asociado,A,2,1,,3
712-2024-458 PA ITC Asociado A de CUGUADALAJARA,458,2024,CUGUADALAJARA,ITC,Asociado,A,1,3,,4
712-2024-459 PA ITC Asociado A de CUCHAPALA,459,2024,CUCHAPALA,ITC,Asociado,A,0,0,,0
712-2024-460 PA ITC Asociado A de CUTLAQUEPAQUE,460,2024,CUTLAQUEPAQUE,ITC,Asociado,A,0,0,,0
712-2024-461 PA ITC Asociado A de SEMS,461,2024,SEMS,ITC,Asociado,A,0,0,,0
712-2024-462 PA ITC Asociado A de AG,462,2024,AG,ITC,Asociado,A,0,0,,0
712-2024-463 PA ITC Asociado B de CUCEA,463,2024,CUCEA,ITC,Asociado,B,19,11,,30
712-2024-464 PA ITC Asociado B de CUCEI,464,2024,CUCEI,ITC,Asociado,B,26,14,,40
712-2024-465 PA ITC Asociado B de CUCSH,465,2024,CUCSH,ITC,Asociado,B,17,17,,34
712-2024-466 PA ITC Asociado B de CUCS,466,2024,CUCS,ITC,Asociado,B,26,25,,51
712-2024-467 PA ITC Asociado B de CUAAD,467,2024,CUAAD,ITC,Asociado,B,6,4,,10
712-2024-468 PA ITC Asociado B de CUCBA,468,2024,CUCBA,ITC,Asociado,B,12,5,,17
712-2024-469 PA ITC Asociado B de CUALTOS,469,2024,CUALTOS,ITC,Asociado,B,4,9,,13
712-2024-470 PA ITC Asociado B de CUCIÉNEGA,470,2024,CUCIÉNEGA,ITC,Asociado,B,9,15,,24
712-2024-471 PA ITC Asociado B de CUSUR,471,2024,CUSUR,ITC,Asociado,B,5,8,,13
712-2024-472 PA ITC Asociado B de CUCOSTA,472,2024,CUCOSTA,ITC,Asociado,B,4,7,,11
712-2024-473 PA ITC Asociado B de CUCOSTASUR,473,2024,CUCOSTASUR,ITC,Asociado,B,10,4,,14
712-2024-474 PA ITC Asociado B de CUVALLES,474,2024,CUVALLES,ITC,Asociado,B,7,3,,10
712-2024-475 PA ITC Asociado B de CUNORTE,475,2024,CUNORTE,ITC,Asociado,B,2,4,,6
712-2024-476 PA ITC Asociado B de CULAGOS,476,2024,CULAGOS,ITC,Asociado,B,5,4,,9
712-2024-477 PA ITC Asociado B de CUTONALÁ,477,2024,CUTONALÁ,ITC,Asociado,B,9,11,,20
712-2024-478 PA ITC Asociado B de CUTLAJOMULCO,478,2024,CUTLAJOMULCO,ITC,Asociado,B,2,0,,2
712-2024-479 PA ITC Asociado B de CUGUADALAJARA,479,2024,CUGUADALAJARA,ITC,Asociado,B,4,9,,13
712-2024-480 PA ITC Asociado B de CUCHAPALA,480,2024,CUCHAPALA,ITC,Asociado,B,0,0,,0
712-2024-481 PA ITC Asociado B de CUTLAQUEPAQUE,481,2024,CUTLAQUEPAQUE,ITC,Asociado,B,0,0,,0
712-2024-482 PA ITC Asociado B de SEMS,482,2024,SEMS,ITC,Asociado,B,0,1,,1
712-2024-483 PA ITC Asociado B de AG,483,2024,AG,ITC,Asociado,B,0,0,,0
712-2024-484 PA ITC Asociado C de CUCEA,484,2024,CUCEA,ITC,Asociado,C,22,18,,40
712-2024-485 PA ITC Asociado C de CUCEI,485,2024,CUCEI,ITC,Asociado,C,19,13,,32
712-2024-486 PA ITC Asociado C de CUCSH,486,2024,CUCSH,ITC,Asociado,C,17,27,,44
712-2024-487 PA ITC Asociado C de CUCS,487,2024,CUCS,ITC,Asociado,C,18,26,,44
712-2024-488 PA ITC Asociado C de CUAAD,488,2024,CUAAD,ITC,Asociado,C,7,5,,12
712-2024-489 PA ITC Asociado C de CUCBA,489,2024,CUCBA,ITC,Asociado,C,5,6,,11
712-2024-490 PA ITC Asociado C de CUALTOS,490,2024,CUALTOS,ITC,Asociado,C,5,4,,9
712-2024-491 PA ITC Asociado C de CUCIÉNEGA,491,2024,CUCIÉNEGA,ITC,Asociado,C,8,5,,13
712-2024-492 PA ITC Asociado C de CUSUR,492,2024,CUSUR,ITC,Asociado,C,5,1,,6
712-2024-493 PA ITC Asociado C de CUCOSTA,493,2024,CUCOSTA,ITC,Asociado,C,4,8,,12
712-2024-494 PA ITC Asociado C de CUCOSTASUR,494,2024,CUCOSTASUR,ITC,Asociado,C,6,1,,7
712-2024-495 PA ITC Asociado C de CUVALLES,495,2024,CUVALLES,ITC,Asociado,C,18,9,,27
