name,row,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,hombres,mujeres,personas_nb,total
712-2024-496 PA ITC Asociado C de CUNORTE,496,2024,CUNORTE,ITC,Asociado,C,5,4,,9
712-2024-497 PA ITC Asociado C de CULAGOS,497,2024,CULAGOS,ITC,Asociado,C,3,3,,6
712-2024-498 PA ITC Asociado C de CUTONALÁ,498,2024,CUTONALÁ,ITC,Asociado,C,16,8,,24
712-2024-499 PA ITC Asociado C de CUTLAJOMULCO,499,2024,CUTLAJOMULCO,ITC,Asociado,C,2,0,,2
712-2024-500 PA ITC Asociado C de CUGUADALAJARA,500,2024,CUGUADALAJARA,ITC,Asociado,C,3,6,,9
712-2024-501 PA ITC Asociado C de CUCHAPALA,501,2024,CUCHAPALA,ITC,Asociado,C,0,0,,0
712-2024-502 PA ITC Asociado C de CUTLAQUEPAQUE,502,2024,CUTLAQUEPAQUE,ITC,Asociado,C,0,0,,0
712-2024-503 PA ITC Asociado C de SEMS,503,2024,SEMS,ITC,Asociado,C,1,1,,2
712-2024-504 PA ITC Asociado C de AG,504,2024,AG,ITC,Asociado,C,0,0,,0
712-2024-505 PA ITC Titular A de CUCEA,505,2024,CUCEA,ITC,Titular,A,21,10,,31
712-2024-506 PA ITC Titular A de CUCEI,506,2024,CUCEI,ITC,Titular,A,61,36,,97
712-2024-507 PA ITC Titular A de CUCSH,507,2024,CUCSH,ITC,Titular,A,30,29,,59
712-2024-508 PA ITC Titular A de CUCS,508,2024,CUCS,ITC,Titular,A,19,23,,42
712-2024-509 PA ITC Titular A de CUAAD,509,2024,CUAAD,ITC,Titular,A,12,11,,23
712-2024-510 PA ITC Titular A de CUCBA,510,2024,CUCBA,ITC,Titular,A,12,15,,27
712-2024-511 PA ITC Titular A de CUALTOS,511,2024,CUALTOS,ITC,Titular,A,12,5,,17
712-2024-512 PA ITC Titular A de CUCIÉNEGA,512,2024,CUCIÉNEGA,ITC,Titular,A,9,11,,20
712-2024-513 PA ITC Titular A de CUSUR,513,2024,CUSUR,ITC,Titular,A,7,17,,24
712-2024-514 PA ITC Titular A de CUCOSTA,514,2024,CUCOSTA,ITC,Titular,A,14,13,,27
712-2024-515 PA ITC Titular A de CUCOSTASUR,515,2024,CUCOSTASUR,ITC,Titular,A,19,12,,31
712-2024-516 PA ITC Titular A de CUVALLES,516,2024,CUVALLES,ITC,Titular,A,11,10,,21
712-2024-517 PA ITC Titular A de CUNORTE,517,2024,CUNORTE,ITC,Titular,A,9,9,,18
712-2024-518 PA ITC Titular A de CULAGOS,518,2024,CULAGOS,ITC,Titular,A,9,6,,15
712-2024-519 PA ITC Titular A de CUTONALÁ,519,2024,CUTONALÁ,ITC,Titular,A,19,17,,36
712-2024-520 PA ITC Titular A de CUTLAJOMULCO,520,2024,CUTLAJOMULCO,ITC,Titular,A,0,2,,2
712-2024-521 PA ITC Titular A de CUGUADALAJARA,521,2024,CUGUADALAJARA,ITC,Titular,A,5,10,,15
712-2024-522 PA ITC Titular A de CUCHAPALA,522,2024,CUCHAPALA,ITC,Titular,A,0,0,,0
712-2024-523 PA ITC Titular A de CUTLAQUEPAQUE,523,2024,CUTLAQUEPAQUE,ITC,Titular,A,0,0,,0
712-2024-524 PA ITC Titular A de SEMS,524,2024,SEMS,ITC,Titular,A,0,0,,0
712-2024-525 PA ITC Titular A de AG,525,2024,AG,ITC,Titular,A,0,0,,0
712-2024-526 PA ITC Titular B de CUCEA,526,2024,CUCEA,ITC,Titular,B,20,20,,40
712-2024-527 PA ITC Titular B de CUCEI,527,2024,CUCEI,ITC,Titular,B,44,23,,67
712-2024-528 PA ITC Titular B de CUCSH,528,2024,CUCSH,ITC,Titular,B,24,24,,48
712-2024-529 PA ITC Titular B de CUCS,529,2024,CUCS,ITC,Titular,B,16,24,,40
712-2024-530 PA ITC Titular B de CUAAD,530,2024,CUAAD,ITC,Titular,B,10,11,,21
712-2024-531 PA ITC Titular B de CUCBA,531,2024,CUCBA,ITC,Titular,B,13,18,,31
712-2024-532 PA ITC Titular B de CUALTOS,532,2024,CUALTOS,ITC,Titular,B,6,8,,14
712-2024-533 PA ITC Titular B de CUCIÉNEGA,533,2024,CUCIÉNEGA,ITC,Titular,B,14,8,,22
712-2024-534 PA ITC Titular B de CUSUR,534,2024,CUSUR,ITC,Titular,B,10,11,,21
712-2024-535 PA ITC Titular B de CUCOSTA,535,2024,CUCOSTA,ITC,Titular,B,11,6,,17
712-2024-536 PA ITC Titular B de CUCOSTASUR,536,2024,CUCOSTASUR,ITC,Titular,B,11,9,,20
712-2024-537 PA ITC Titular B de CUVALLES,537,2024,CUVALLES,ITC,Titular,B,16,9,,25
712-2024-538 PA ITC Titular B de CUNORTE,538,2024,CUNORTE,ITC,Titular,B,9,5,,14
712-2024-539 PA ITC Titular B de CULAGOS,539,2024,CULAGOS,ITC,Titular,B,11,4,,15
712-2024-540 PA ITC Titular B de CUTONALÁ,540,2024,CUTONALÁ,ITC,Titular,B,8,11,,19
712-2024-541 PA ITC Titular B de CUTLAJOMULCO,541,2024,CUTLAJOMULCO,ITC,Titular,B,5,1,,6
712-2024-542 PA ITC Titular B de CUGUADALAJARA,542,2024,CUGUADALAJARA,ITC,Titular,B,7,9,,16
712-2024-543 PA ITC Titular B de CUCHAPALA,543,2024,CUCHAPALA,ITC,Titular,B,0,0,,0
712-2024-544 PA ITC Titular B de CUTLAQUEPAQUE,544,2024,CUTLAQUEPAQUE,ITC,Titular,B,0,0,,0
712-2024-545 PA ITC Titular B de SEMS,545,2024,SEMS,ITC,Titular,B,1,0,,1
712-2024-546 PA ITC Titular B de AG,546,2024,AG,ITC,Titular,B,0,0,,0
712-2024-547 PA ITC Titular C de CUCEA,547,2024,CUCEA,ITC,Titular,C,63,33,,96
712-2024-548 PA ITC Titular C de CUCEI,548,2024,CUCEI,ITC,Titular,C,97,32,,129
712-2024-549 PA ITC Titular C de CUCSH,549,2024,CUCSH,ITC,Titular,C,83,73,,156
712-2024-550 PA ITC Titular C de CUCS,550,2024,CUCS,ITC,Titular,C,57,73,,130
712-2024-551 PA ITC Titular C de CUAAD,551,2024,CUAAD,ITC,Titular,C,20,14,,34
712-2024-552 PA ITC Titular C de CUCBA,552,2024,CUCBA,ITC,Titular,C,69,40,,109
712-2024-553 PA ITC Titular C de CUALTOS,553,2024,CUALTOS,ITC,Titular,C,8,3,,11
712-2024-554 PA ITC Titular C de CUCIÉNEGA,554,2024,CUCIÉNEGA,ITC,Titular,C,26,13,,39
712-2024-555 PA ITC Titular C de CUSUR,555,2024,CUSUR,ITC,Titular,C,12,9,,21
712-2024-556 PA ITC Titular C de CUCOSTA,556,2024,CUCOSTA,ITC,Titular,C,20,11,,31
712-2024-557 PA ITC Titular C de CUCOSTASUR,557,2024,CUCOSTASUR,ITC,Titular,C,31,12,,43
712-2024-558 PA ITC Titular C de CUVALLES,558,2024,CUVALLES,ITC,Titular,C,8,6,,14
712-2024-559 PA ITC Titular C de CUNORTE,559,2024,CUNORTE,ITC,Titular,C,5,2,,7
712-2024-560 PA ITC Titular C de CULAGOS,560,2024,CULAGOS,ITC,Titular,C,15,8,,23
712-2024-561 PA ITC Titular C de CUTONALÁ,561,2024,CUTONALÁ,ITC,Titular,C,6,4,,10
712-2024-562 PA ITC Titular C de CUTLAJOMULCO,562,2024,CUTLAJOMULCO,ITC,Titular,C,0,3,,3
712-2024-563 PA ITC Titular C de CUGUADALAJARA,563,2024,CUGUADALAJARA,ITC,Titular,C,3,11,,14
712-2024-564 PA ITC Titular C de CUCHAPALA,564,2024,CUCHAPALA,ITC,Titular,C,0,0,,0
712-2024-565 PA ITC Titular C de CUTLAQUEPAQUE,565,2024,CUTLAQUEPAQUE,ITC,Titular,C,0,0,,0
712-2024-566 PA ITC Titular C de SEMS,566,2024,SEMS,ITC,Titular,C,1,0,,1
712-2024-567 PA ITC Titular C de AG,567,2024,AG,ITC,Titular,C,0,0,,0
712-2024-568 PA IMT Asistente A de CUCEA,568,2024,CUCEA,IMT,Asistente,A,0,0,,0
712-2024-569 PA IMT Asistente A de CUCEI,569,2024,CUCEI,IMT,Asistente,A,0,0,,0
712-2024-570 PA IMT Asistente A de CUCSH,570,2024,CUCSH,IMT,Asistente,A,0,0,,0
712-2024-571 PA IMT Asistente A de CUCS,571,2024,CUCS,IMT,Asistente,A,0,0,,0
712-2024-572 PA IMT Asistente A de CUAAD,572,2024,CUAAD,IMT,Asistente,A,0,0,,0
712-2024-573 PA IMT Asistente A de CUCBA,573,2024,CUCBA,IMT,Asistente,A,0,0,,0
712-2024-574 PA IMT Asistente A de CUALTOS,574,2024,CUALTOS,IMT,Asistente,A,0,0,,0
712-2024-575 PA IMT Asistente A de CUCIÉNEGA,575,2024,CUCIÉNEGA,IMT,Asistente,A,0,0,,0
712-2024-576 PA IMT Asistente A de CUSUR,576,2024,CUSUR,IMT,Asistente,A,0,0,,0
712-2024-577 PA IMT Asistente A de CUCOSTA,577,2024,CUCOSTA,IMT,Asistente,A,0,0,,0
712-2024-578 PA IMT Asistente A de CUCOSTASUR,578,2024,CUCOSTASUR,IMT,Asistente,A,0,0,,0
712-2024-579 PA IMT Asistente A de CUVALLES,579,2024,CUVALLES,IMT,Asistente,A,0,0,,0
712-2024-580 PA IMT Asistente A de CUNORTE,580,2024,CUNORTE,IMT,Asistente,A,0,0,,0
712-2024-581 PA IMT Asistente A de CULAGOS,581,2024,CULAGOS,IMT,Asistente,A,0,0,,0
712-2024-582 PA IMT Asistente A de CUTONALÁ,582,2024,CUTONALÁ,IMT,Asistente,A,0,0,,0
712-2024-583 PA IMT Asistente A de CUTLAJOMULCO,583,2024,CUTLAJOMULCO,IMT,Asistente,A,0,0,,0
712-2024-584 PA IMT Asistente A de CUGUADALAJARA,584,2024,CUGUADALAJARA,IMT,Asistente,A,0,0,,0
712-2024-585 PA IMT Asistente A de CUCHAPALA,585,2024,CUCHAPALA,IMT,Asistente,A,0,0,,0
712-2024-586 PA IMT Asistente A de CUTLAQUEPAQUE,586,2024,CUTLAQUEPAQUE,IMT,Asistente,A,0,0,,0
712-2024-587 PA IMT Asistente A de SEMS,587,2024,SEMS,IMT,Asistente,A,0,0,,0
712-2024-588 PA IMT Asistente A de AG,588,2024,AG,IMT,Asistente,A,0,0,,0
712-2024-589 PA IMT Asistente B de CUCEA,589,2024,CUCEA,IMT,Asistente,B,0,0,,0
712-2024-590 PA IMT Asistente B de CUCEI,590,2024,CUCEI,IMT,Asistente,B,0,0,,0
712-2024-591 PA IMT Asistente B de CUCSH,591,2024,CUCSH,IMT,Asistente,B,0,0,,0
712-2024-592 PA IMT Asistente B de CUCS,592,2024,CUCS,IMT,Asistente,B,0,0,,0
712-2024-593 PA IMT Asistente B de CUAAD,593,2024,CUAAD,IMT,Asistente,B,0,0,,0
712-2024-594 PA IMT Asistente B de CUCBA,594,2024,CUCBA,IMT,Asistente,B,0,0,,0
712-2024-595 PA IMT Asistente B de CUALTOS,595,2024,CUALTOS,IMT,Asistente,B,0,0,,0
712-2024-596 PA IMT Asistente B de CUCIÉNEGA,596,2024,CUCIÉNEGA,IMT,Asistente,B,0,0,,0
712-2024-597 PA IMT Asistente B de CUSUR,597,2024,CUSUR,IMT,Asistente,B,0,0,,0
712-2024-598 PA IMT Asistente B de CUCOSTA,598,2024,CUCOSTA,IMT,Asistente,B,0,0,,0
712-2024-599 PA IMT Asistente B de CUCOSTASUR,599,2024,CUCOSTASUR,IMT,Asistente,B,0,0,,0
712-2024-600 PA IMT Asistente B de CUVALLES,600,2024,CUVALLES,IMT,Asistente,B,0,0,,0
712-2024-601 PA IMT Asistente B de CUNORTE,601,2024,CUNORTE,IMT,Asistente,B,0,0,,0
712-2024-602 PA IMT Asistente B de CULAGOS,602,2024,CULAGOS,IMT,Asistente,B,0,0,,0
712-2024-603 PA IMT Asistente B de CUTONALÁ,603,2024,CUTONALÁ,IMT,Asistente,B,0,0,,0
712-2024-604 PA IMT Asistente B de CUTLAJOMULCO,604,2024,CUTLAJOMULCO,IMT,Asistente,B,0,0,,0
712-2024-605 PA IMT Asistente B de CUGUADALAJARA,605,2024,CUGUADALAJARA,IMT,Asistente,B,0,0,,0
712-2024-606 PA IMT Asistente B de CUCHAPALA,606,2024,CUCHAPALA,IMT,Asistente,B,0,0,,0
712-2024-607 PA IMT Asistente B de CUTLAQUEPAQUE,607,2024,CUTLAQUEPAQUE,IMT,Asistente,B,0,0,,0
712-2024-608 PA IMT Asistente B de SEMS,608,2024,SEMS,IMT,Asistente,B,0,0,,0
712-2024-609 PA IMT Asistente B de AG,609,2024,AG,IMT,Asistente,B,0,0,,0
712-2024-610 PA IMT Asistente C de CUCEA,610,2024,CUCEA,IMT,Asistente,C,0,0,,0
712-2024-611 PA IMT Asistente C de CUCEI,611,2024,CUCEI,IMT,Asistente,C,0,0,,0
712-2024-612 PA IMT Asistente C de CUCSH,612,2024,CUCSH,IMT,Asistente,C,0,0,,0
712-2024-613 PA IMT Asistente C de CUCS,613,2024,CUCS,IMT,Asistente,C,0,0,,0
712-2024-614 PA IMT Asistente C de CUAAD,614,2024,CUAAD,IMT,Asistente,C,0,0,,0
712-2024-615 PA IMT Asistente C de CUCBA,615,2024,CUCBA,IMT,Asistente,C,0,0,,0
712-2024-616 PA IMT Asistente C de CUALTOS,616,2024,CUALTOS,IMT,Asistente,C,0,0,,0
712-2024-617 PA IMT Asistente C de CUCIÉNEGA,617,2024,CUCIÉNEGA,IMT,Asistente,C,0,0,,0
712-2024-618 PA IMT Asistente C de CUSUR,618,2024,CUSUR,IMT,Asistente,C,0,0,,0
712-2024-619 PA IMT Asistente C de CUCOSTA,619,2024,CUCOSTA,IMT,Asistente,C,0,0,,0
712-2024-620 PA IMT Asistente C de CUCOSTASUR,620,2024,CUCOSTASUR,IMT,Asistente,C,0,0,,0
712-2024-621 PA IMT Asistente C de CUVALLES,621,2024,CUVALLES,IMT,Asistente,C,0,0,,0
712-2024-622 PA IMT Asistente C de CUNORTE,622,2024,CUNORTE,IMT,Asistente,C,0,0,,0
712-2024-623 PA IMT Asistente C de CULAGOS,623,2024,CULAGOS,IMT,Asistente,C,0,0,,0
712-2024-624 PA IMT Asistente C de CUTONALÁ,624,2024,CUTONALÁ,IMT,Asistente,C,0,0,,0
712-2024-625 PA IMT Asistente C de CUTLAJOMULCO,625,2024,CUTLAJOMULCO,IMT,Asistente,C,0,0,,0
712-2024-626 PA IMT Asistente C de CUGUADALAJARA,626,2024,CUGUADALAJARA,IMT,Asistente,C,0,0,,0
712-2024-627 PA IMT Asistente C de CUCHAPALA,627,2024,CUCHAPALA,IMT,Asistente,C,0,0,,0
712-2024-628 PA IMT Asistente C de CUTLAQUEPAQUE,628,2024,CUTLAQUEPAQUE,IMT,Asistente,C,0,0,,0
712-2024-629 PA IMT Asistente C de SEMS,629,2024,SEMS,IMT,Asistente,C,0,0,,0
712-2024-630 PA IMT Asistente C de AG,630,2024,AG,IMT,Asistente,C,0,0,,0
712-2024-631 PA IMT Asociado A de CUCEA,631,2024,CUCEA,IMT,Asociado,A,0,0,,0
712-2024-632 PA IMT Asociado A de CUCEI,632,2024,CUCEI,IMT,Asociado,A,0,0,,0
712-2024-633 PA IMT Asociado A de CUCSH,633,2024,CUCSH,IMT,Asociado,A,0,0,,0
712-2024-634 PA IMT Asociado A de CUCS,634,2024,CUCS,IMT,Asociado,A,0,0,,0
712-2024-635 PA IMT Asociado A de CUAAD,635,2024,CUAAD,IMT,Asociado,A,0,0,,0
712-2024-636 PA IMT Asociado A de CUCBA,636,2024,CUCBA,IMT,Asociado,A,0,0,,0
712-2024-637 PA IMT Asociado A de CUALTOS,637,2024,CUALTOS,IMT,Asociado,A,0,0,,0
712-2024-638 PA IMT Asociado A de CUCIÉNEGA,638,2024,CUCIÉNEGA,IMT,Asociado,A,0,0,,0
712-2024-639 PA IMT Asociado A de CUSUR,639,2024,CUSUR,IMT,Asociado,A,0,0,,0
712-2024-640 PA IMT Asociado A de CUCOSTA,640,2024,CUCOSTA,IMT,Asociado,A,0,0,,0
712-2024-641 PA IMT Asociado A de CUCOSTASUR,641,2024,CUCOSTASUR,IMT,Asociado,A,0,0,,0
712-2024-642 PA IMT Asociado A de CUVALLES,642,2024,CUVALLES,IMT,Asociado,A,0,0,,0
712-2024-643 PA IMT Asociado A de CUNORTE,643,2024,CUNORTE,IMT,Asociado,A,0,0,,0
712-2024-644 PA IMT Asociado A de CULAGOS,644,2024,CULAGOS,IMT,Asociado,A,0,0,,0
712-2024-645 PA IMT Asociado A de CUTONALÁ,645,2024,CUTONALÁ,IMT,Asociado,A,0,0,,0
712-2024-646 PA IMT Asociado A de CUTLAJOMULCO,646,2024,CUTLAJOMULCO,IMT,Asociado,A,0,0,,0
712-2024-647 PA IMT Asociado A de CUGUADALAJARA,647,2024,CUGUADALAJARA,IMT,Asociado,A,0,0,,0
712-2024-648 PA IMT Asociado A de CUCHAPALA,648,2024,CUCHAPALA,IMT,Asociado,A,0,0,,0
712-2024-649 PA IMT Asociado A de CUTLAQUEPAQUE,649,2024,CUTLAQUEPAQUE,IMT,Asociado,A,0,0,,0
712-2024-650 PA IMT Asociado A de SEMS,650,2024,SEMS,IMT,Asociado,A,0,0,,0
712-2024-651 PA IMT Asociado A de AG,651,2024,AG,IMT,Asociado,A,0,0,,0
712-2024-652 PA IMT Asociado B de CUCEA,652,2024,CUCEA,IMT,Asociado,B,0,0,,0
712-2024-653 PA IMT Asociado B de CUCEI,653,2024,CUCEI,IMT,Asociado,B,0,0,,0
712-2024-654 PA IMT Asociado B de CUCSH,654,2024,CUCSH,IMT,Asociado,B,0,0,,0
712-2024-655 PA IMT Asociado B de CUCS,655,2024,CUCS,IMT,Asociado,B,0,0,,0
712-2024-656 PA IMT Asociado B de CUAAD,656,2024,CUAAD,IMT,Asociado,B,0,0,,0
712-2024-657 PA IMT Asociado B de CUCBA,657,2024,CUCBA,IMT,Asociado,B,0,0,,0
712-2024-658 PA IMT Asociado B de CUALTOS,658,2024,CUALTOS,IMT,Asociado,B,0,0,,0
712-2024-659 PA IMT Asociado B de CUCIÉNEGA,659,2024,CUCIÉNEGA,IMT,Asociado,B,0,0,,0
712-2024-660 PA IMT Asociado B de CUSUR,660,2024,CUSUR,IMT,Asociado,B,0,0,,0
712-2024-661 PA IMT Asociado B de CUCOSTA,661,2024,CUCOSTA,IMT,Asociado,B,0,0,,0
712-2024-662 PA IMT Asociado B de CUCOSTASUR,662,2024,CUCOSTASUR,IMT,Asociado,B,0,0,,0
712-2024-663 PA IMT Asociado B de CUVALLES,663,2024,CUVALLES,IMT,Asociado,B,0,0,,0
712-2024-664 PA IMT Asociado B de CUNORTE,664,2024,CUNORTE,IMT,Asociado,B,0,0,,0
712-2024-665 PA IMT Asociado B de CULAGOS,665,2024,CULAGOS,IMT,Asociado,B,0,0,,0
712-2024-666 PA IMT Asociado B de CUTONALÁ,666,2024,CUTONALÁ,IMT,Asociado,B,0,0,,0
712-2024-667 PA IMT Asociado B de CUTLAJOMULCO,667,2024,CUTLAJOMULCO,IMT,Asociado,B,0,0,,0
712-2024-668 PA IMT Asociado B de CUGUADALAJARA,668,2024,CUGUADALAJARA,IMT,Asociado,B,0,0,,0
712-2024-669 PA IMT Asociado B de CUCHAPALA,669,2024,CUCHAPALA,IMT,Asociado,B,0,0,,0
712-2024-670 PA IMT Asociado B de CUTLAQUEPAQUE,670,2024,CUTLAQUEPAQUE,IMT,Asociado,B,0,0,,0
712-2024-671 PA IMT Asociado B de SEMS,671,2024,SEMS,IMT,Asociado,B,0,0,,0
712-2024-672 PA IMT Asociado B de AG,672,2024,AG,IMT,Asociado,B,0,0,,0
712-2024-673 PA IMT Asociado C de CUCEA,673,2024,CUCEA,IMT,Asociado,C,0,0,,0
712-2024-674 PA IMT Asociado C de CUCEI,674,2024,CUCEI,IMT,Asociado,C,0,0,,0
712-2024-675 PA IMT Asociado C de CUCSH,675,2024,CUCSH,IMT,Asociado,C,0,0,,0
712-2024-676 PA IMT Asociado C de CUCS,676,2024,CUCS,IMT,Asociado,C,0,0,,0
712-2024-677 PA IMT Asociado C de CUAAD,677,2024,CUAAD,IMT,Asociado,C,0,0,,0
712-2024-678 PA IMT Asociado C de CUCBA,678,2024,CUCBA,IMT,Asociado,C,0,0,,0
712-2024-679 PA IMT Asociado C de CUALTOS,679,2024,CUALTOS,IMT,Asociado,C,0,0,,0
712-2024-680 PA IMT Asociado C de CUCIÉNEGA,680,2024,CUCIÉNEGA,IMT,Asociado,C,0,0,,0
712-2024-681 PA IMT Asociado C de CUSUR,681,2024,CUSUR,IMT,Asociado,C,0,0,,0
712-2024-682 PA IMT Asociado C de CUCOSTA,682,2024,CUCOSTA,IMT,Asociado,C,0,0,,0
712-2024-683 PA IMT Asociado C de CUCOSTASUR,683,2024,CUCOSTASUR,IMT,Asociado,C,0,0,,0
712-2024-684 PA IMT Asociado C de CUVALLES,684,2024,CUVALLES,IMT,Asociado,C,0,0,,0
712-2024-685 PA IMT Asociado C de CUNORTE,685,2024,CUNORTE,IMT,Asociado,C,0,0,,0
712-2024-686 PA IMT Asociado C de CULAGOS,686,2024,CULAGOS,IMT,Asociado,C,0,0,,0
712-2024-687 PA IMT Asociado C de CUTONALÁ,687,2024,CUTONALÁ,IMT,Asociado,C,0,0,,0
712-2024-688 PA IMT Asociado C de CUTLAJOMULCO,688,2024,CUTLAJOMULCO,IMT,Asociado,C,0,0,,0
712-2024-689 PA IMT Asociado C de CUGUADALAJARA,689,2024,CUGUADALAJARA,IMT,Asociado,C,0,0,,0
712-2024-690 PA IMT Asociado C de CUCHAPALA,690,2024,CUCHAPALA,IMT,Asociado,C,0,0,,0
712-2024-691 PA IMT Asociado C de CUTLAQUEPAQUE,691,2024,CUTLAQUEPAQUE,IMT,Asociado,C,0,0,,0
712-2024-692 PA IMT Asociado C de SEMS,692,2024,SEMS,IMT,Asociado,C,0,0,,0
712-2024-693 PA IMT Asociado C de AG,693,2024,AG,IMT,Asociado,C,0,0,,0
712-2024-694 PA IMT Titular A de CUCEA,694,2024,CUCEA,IMT,Titular,A,0,0,,0
712-2024-695 PA IMT Titular A de CUCEI,695,2024,CUCEI,IMT,Titular,A,0,0,,0
712-2024-696 PA IMT Titular A de CUCSH,696,2024,CUCSH,IMT,Titular,A,1,0,,1
712-2024-697 PA IMT Titular A de CUCS,697,2024,CUCS,IMT,Titular,A,0,1,,1
712-2024-698 PA IMT Titular A de CUAAD,698,2024,CUAAD,IMT,Titular,A,0,0,,0
712-2024-699 PA IMT Titular A de CUCBA,699,2024,CUCBA,IMT,Titular,A,0,0,,0
712-2024-700 PA IMT Titular A de CUALTOS,700,2024,CUALTOS,IMT,Titular,A,0,0,,0
712-2024-701 PA IMT Titular A de CUCIÉNEGA,701,2024,CUCIÉNEGA,IMT,Titular,A,0,0,,0
712-2024-702 PA IMT Titular A de CUSUR,702,2024,CUSUR,IMT,Titular,A,0,0,,0
712-2024-703 PA IMT Titular A de CUCOSTA,703,2024,CUCOSTA,IMT,Titular,A,0,0,,0
712-2024-704 PA IMT Titular A de CUCOSTASUR,704,2024,CUCOSTASUR,IMT,Titular,A,0,0,,0
712-2024-705 PA IMT Titular A de CUVALLES,705,2024,CUVALLES,IMT,Titular,A,0,0,,0
712-2024-706 PA IMT Titular A de CUNORTE,706,2024,CUNORTE,IMT,Titular,A,0,0,,0
712-2024-707 PA IMT Titular A de CULAGOS,707,2024,CULAGOS,IMT,Titular,A,0,0,,0
712-2024-708 PA IMT Titular A de CUTONALÁ,708,2024,CUTONALÁ,IMT,Titular,A,0,0,,0
712-2024-709 PA IMT Titular A de CUTLAJOMULCO,709,2024,CUTLAJOMULCO,IMT,Titular,A,0,0,,0
712-2024-710 PA IMT Titular A de CUGUADALAJARA,710,2024,CUGUADALAJARA,IMT,Titular,A,0,0,,0
712-2024-711 PA IMT Titular A de CUCHAPALA,711,2024,CUCHAPALA,IMT,Titular,A,0,0,,0
712-2024-712 PA IMT Titular A de CUTLAQUEPAQUE,712,2024,CUTLAQUEPAQUE,IMT,Titular,A,0,0,,0
712-2024-713 PA IMT Titular A de SEMS,713,2024,SEMS,IMT,Titular,A,0,0,,0
712-2024-714 PA IMT Titular A de AG,714,2024,AG,IMT,Titular,A,0,0,,0
712-2024-715 PA IMT Titular B de CUCEA,715,2024,CUCEA,IMT,Titular,B,1,0,,1
712-2024-716 PA IMT Titular B de CUCEI,716,2024,CUCEI,IMT,Titular,B,0,0,,0
712-2024-717 PA IMT Titular B de CUCSH,717,2024,CUCSH,IMT,Titular,B,0,0,,0
712-2024-718 PA IMT Titular B de CUCS,718,2024,CUCS,IMT,Titular,B,0,0,,0
712-2024-719 PA IMT Titular B de CUAAD,719,2024,CUAAD,IMT,Titular,B,0,0,,0
712-2024-720 PA IMT Titular B de CUCBA,720,2024,CUCBA,IMT,Titular,B,1,0,,1
712-2024-721 PA IMT Titular B de CUALTOS,721,2024,CUALTOS,IMT,Titular,B,0,0,,0
712-2024-722 PA IMT Titular B de CUCIÉNEGA,722,2024,CUCIÉNEGA,IMT,Titular,B,0,0,,0
712-2024-723 PA IMT Titular B de CUSUR,723,2024,CUSUR,IMT,Titular,B,0,0,,0
712-2024-724 PA IMT Titular B de CUCOSTA,724,2024,CUCOSTA,IMT,Titular,B,0,0,,0
712-2024-725 PA IMT Titular B de CUCOSTASUR,725,2024,CUCOSTASUR,IMT,Titular,B,0,0,,0
712-2024-726 PA IMT Titular B de CUVALLES,726,2024,CUVALLES,IMT,Titular,B,0,0,,0
712-2024-727 PA IMT Titular B de CUNORTE,727,2024,CUNORTE,IMT,Titular,B,0,0,,0
712-2024-728 PA IMT Titular B de CULAGOS,728,2024,CULAGOS,IMT,Titular,B,0,0,,0
712-2024-729 PA IMT Titular B de CUTONALÁ,729,2024,CUTONALÁ,IMT,Titular,B,0,0,,0
712-2024-730 PA IMT Titular B de CUTLAJOMULCO,730,2024,CUTLAJOMULCO,IMT,Titular,B,0,0,,0
712-2024-731 PA IMT Titular B de CUGUADALAJARA,731,2024,CUGUADALAJARA,IMT,Titular,B,0,0,,0
712-2024-732 PA IMT Titular B de CUCHAPALA,732,2024,CUCHAPALA,IMT,Titular,B,0,0,,0
712-2024-733 PA IMT Titular B de CUTLAQUEPAQUE,733,2024,CUTLAQUEPAQUE,IMT,Titular,B,0,0,,0
712-2024-734 PA IMT Titular B de SEMS,734,2024,SEMS,IMT,Titular,B,0,0,,0
712-2024-735 PA IMT Titular B de AG,735,2024,AG,IMT,Titular,B,0,0,,0
712-2024-736 PA IMT Titular C de CUCEA,736,2024,CUCEA,IMT,Titular,C,0,0,,0
712-2024-737 PA IMT Titular C de CUCEI,737,2024,CUCEI,IMT,Titular,C,0,0,,0
712-2024-738 PA IMT Titular C de CUCSH,738,2024,CUCSH,IMT,Titular,C,0,0,,0
712-2024-739 PA IMT Titular C de CUCS,739,2024,CUCS,IMT,Titular,C,0,0,,0
712-2024-740 PA IMT Titular C de CUAAD,740,2024,CUAAD,IMT,Titular,C,0,0,,0
712-2024-741 PA IMT Titular C de CUCBA,741,2024,CUCBA,IMT,Titular,C,0,0,,0
712-2024-742 PA IMT Titular C de CUALTOS,742,2024,CUALTOS,IMT,Titular,C,0,0,,0
712-2024-743 PA IMT Titular C de CUCIÉNEGA,743,2024,CUCIÉNEGA,IMT,Titular,C,0,0,,0
712-2024-744 PA IMT Titular C de CUSUR,744,2024,CUSUR,IMT,Titular,C,0,0,,0
712-2024-745 PA IMT Titular C de CUCOSTA,745,2024,CUCOSTA,IMT,Titular,C,0,0,,0
712-2024-746 PA IMT Titular C de CUCOSTASUR,746,2024,CUCOSTASUR,IMT,Titular,C,0,0,,0
