name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2019A 1 14MMS0607X BGC,1,2018-2019,2019,A,14MMS0607X,BGC,,,,912,,,,420,,,,492,46.05,,151.394
2019A 2 14MMS0608W BGC,2,2018-2019,2019,A,14MMS0608W,BGC,,,,1257,,,,630,,,,627,50.12,,144.13
2019A 3 14MMS0609V BGC,3,2018-2019,2019,A,14MMS0609V,BGC,,,,653,,,,360,,,,293,55.13,,149.427
2019A 4 14MMS0610K BGC,4,2018-2019,2019,A,14MMS0610K,BGC,,,,622,,,,360,,,,262,57.88,,152.29
2019A 5 14MMS0611J BGC,5,2018-2019,2019,A,14MMS0611J,BGC,,,,953,,,,400,,,,553,41.97,,165.014
2019A 6 14MMS0612I BGC,6,2018-2019,2019,A,14MMS0612I,BGC,,,,1615,,,,720,,,,895,44.58,,150.485
2019A 7 14MMS0613H BGC,7,2018-2019,2019,A,14MMS0613H,BGC,,,,1066,,,,900,,,,166,84.43,,135.026
2019A 8 14MMS0647Y BGC,8,2018-2019,2019,A,14MMS0647Y,BGC,,,,938,,,,540,,,,398,57.57,,141.337
2019A 9 14MMS0648X BGC,9,2018-2019,2019,A,14MMS0648X,BGC,,,,962,,,,504,,,,458,52.39,,155.681
2019A 10 14MMS0649W BGC,10,2018-2019,2019,A,14MMS0649W,BGC,,,,1320,,,,720,,,,600,54.55,,147.283
2019A 11 14MMS0650L BGC,11,2018-2019,2019,A,14MMS0650L,BGC,,,,890,,,,504,,,,386,56.63,,147.942
2019A 12 14MMS0650L 3095300007,12,2018-2019,2019,A,14MMS0650L,3095300007,,,,138,,,,70,,,,68,50.72,,159.942
2019A 13 14MMS0650L 3093100005,13,2018-2019,2019,A,14MMS0650L,3093100005,,,,99,,,,70,,,,29,70.71,,140.973
2019A 14 14MMS0646Z BGC,14,2018-2019,2019,A,14MMS0646Z,BGC,,,,1116,,,,1035,,,,81,92.74,,127.551
2019A 15 14MMS0646Z 3073200001,15,2018-2019,2019,A,14MMS0646Z,3073200001,,,,61,,,,61,,,,0,100.00,,122.897
2019A 16 14MMS0646Z 3071700002,16,2018-2019,2019,A,14MMS0646Z,3071700002,,,,60,,,,40,,,,20,66.67,,136.588
2019A 17 14MMS0640E BGC,17,2018-2019,2019,A,14MMS0640E,BGC,,,,412,,,,160,,,,252,38.83,,144.415
