name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -2 - 2024-2025 - CUCEA - 5031400003,2,2024-2025,CUCEA,5031400003,1
212 PE con matrícula por entidad -3 - 2024-2025 - CUCEA - 5032100065,3,2024-2025,CUCEA,5032100065,1
212 PE con matrícula por entidad -4 - 2024-2025 - CUCEA - 5041100056,4,2024-2025,CUCEA,5041100056,1
212 PE con matrícula por entidad -5 - 2024-2025 - CUCEA - 5041100127,5,2024-2025,CUCEA,5041100127,1
212 PE con matrícula por entidad -6 - 2024-2025 - CUCEA - 5041200028,6,2024-2025,CUCEA,5041200028,1
212 PE con matrícula por entidad -7 - 2024-2025 - CUCEA - 5041300007,7,2024-2025,CUCEA,5041300007,1
212 PE con matrícula por entidad -8 - 2024-2025 - CUCEA - 5041400032,8,2024-2025,CUCEA,5041400032,1
212 PE con matrícula por entidad -9 - 2024-2025 - CUCEA - 5042000002,9,2024-2025,CUCEA,5042000002,1
212 PE con matrícula por entidad -10 - 2024-2025 - CUCEA - 5042100117,10,2024-2025,CUCEA,5042100117,1
212 PE con matrícula por entidad -11 - 2024-2025 - CUCEA - 5042300027,11,2024-2025,CUCEA,5042300027,1
212 PE con matrícula por entidad -12 - 2024-2025 - CUCEA - 5051300020,12,2024-2025,CUCEA,5051300020,1
212 PE con matrícula por entidad -13 - 2024-2025 - CUCEA - 5062200082,13,2024-2025,CUCEA,5062200082,1
212 PE con matrícula por entidad -14 - 2024-2025 - CUCEA - 5101600013,14,2024-2025,CUCEA,5101600013,1
212 PE con matrícula por entidad -15 - 2024-2025 - CUCEA - 7011200077,15,2024-2025,CUCEA,7011200077,1
212 PE con matrícula por entidad -16 - 2024-2025 - CUCEA - 7011400011,16,2024-2025,CUCEA,7011400011,1
212 PE con matrícula por entidad -17 - 2024-2025 - CUCEA - 7012500034,17,2024-2025,CUCEA,7012500034,1
212 PE con matrícula por entidad -18 - 2024-2025 - CUCEA - 7031300023,18,2024-2025,CUCEA,7031300023,1
212 PE con matrícula por entidad -19 - 2024-2025 - CUCEA - 7031400008,19,2024-2025,CUCEA,7031400008,1
212 PE con matrícula por entidad -20 - 2024-2025 - CUCEA - 7031400038,20,2024-2025,CUCEA,7031400038,1
212 PE con matrícula por entidad -21 - 2024-2025 - CUCEA - 7041100024,21,2024-2025,CUCEA,7041100024,1
212 PE con matrícula por entidad -22 - 2024-2025 - CUCEA - 7041100026,22,2024-2025,CUCEA,7041100026,1
212 PE con matrícula por entidad -23 - 2024-2025 - CUCEA - 7041200034,23,2024-2025,CUCEA,7041200034,1
212 PE con matrícula por entidad -24 - 2024-2025 - CUCEA - 7041300021,24,2024-2025,CUCEA,7041300021,1
212 PE con matrícula por entidad -25 - 2024-2025 - CUCEA - 7041300024,25,2024-2025,CUCEA,7041300024,1
212 PE con matrícula por entidad -26 - 2024-2025 - CUCEA - 7041400008,26,2024-2025,CUCEA,7041400008,1
212 PE con matrícula por entidad -27 - 2024-2025 - CUCEA - 7042100033,27,2024-2025,CUCEA,7042100033,1
212 PE con matrícula por entidad -28 - 2024-2025 - CUCEA - 7062200049,28,2024-2025,CUCEA,7062200049,1
212 PE con matrícula por entidad -29 - 2024-2025 - CUCEA - 7103100010,29,2024-2025,CUCEA,7103100010,1
212 PE con matrícula por entidad -30 - 2024-2025 - CUCEA - 8031300020,30,2024-2025,CUCEA,8031300020,1
212 PE con matrícula por entidad -31 - 2024-2025 - CUCEA - 8031400014,31,2024-2025,CUCEA,8031400014,1
212 PE con matrícula por entidad -32 - 2024-2025 - CUCEA - 8041400003,32,2024-2025,CUCEA,8041400003,1
212 PE con matrícula por entidad -33 - 2024-2025 - CUCEA - 8042000005,33,2024-2025,CUCEA,8042000005,1
212 PE con matrícula por entidad -34 - 2024-2025 - CUCEA - 8042500005,34,2024-2025,CUCEA,8042500005,1
212 PE con matrícula por entidad -35 - 2024-2025 - CUCEA - 8062200005,35,2024-2025,CUCEA,8062200005,1
212 PE con matrícula por entidad -36 - 2024-2025 - CUCEI - 5052100005,36,2024-2025,CUCEI,5052100005,1
212 PE con matrícula por entidad -37 - 2024-2025 - CUCEI - 5052200007,37,2024-2025,CUCEI,5052200007,1
212 PE con matrícula por entidad -38 - 2024-2025 - CUCEI - 5052200017,38,2024-2025,CUCEI,5052200017,1
212 PE con matrícula por entidad -39 - 2024-2025 - CUCEI - 5053100004,39,2024-2025,CUCEI,5053100004,1
212 PE con matrícula por entidad -40 - 2024-2025 - CUCEI - 5061000002,40,2024-2025,CUCEI,5061000002,1
212 PE con matrícula por entidad -41 - 2024-2025 - CUCEI - 5062100009,41,2024-2025,CUCEI,5062100009,1
212 PE con matrícula por entidad -42 - 2024-2025 - CUCEI - 5062200055,42,2024-2025,CUCEI,5062200055,1
212 PE con matrícula por entidad -43 - 2024-2025 - CUCEI - 5071000020,43,2024-2025,CUCEI,5071000020,1
212 PE con matrícula por entidad -44 - 2024-2025 - CUCEI - 5071200034,44,2024-2025,CUCEI,5071200034,1
