name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2018A 1 14MMS0607X BGC,1,2017-2018,2018,A,14MMS0607X,BGC,,,,1072,,,,400,,,,672,37.31,,150.486
2018A 2 14MMS0608W BGC,2,2017-2018,2018,A,14MMS0608W,BGC,,,,1292,,,,630,,,,662,48.76,,142.77
2018A 3 14MMS0609V BGC,3,2017-2018,2018,A,14MMS0609V,BGC,,,,830,,,,320,,,,510,38.55421687,,151.41
2018A 4 14MMS0610K BGC,4,2017-2018,2018,A,14MMS0610K,BGC,,,,603,,,,360,,,,243,59.70149254,,147.152
2018A 5 14MMS0611J BGC,5,2017-2018,2018,A,14MMS0611J,BGC,,,,1343,,,,370,,,,973,27.55026061,,167.451
2018A 6 14MMS0612I BGC,6,2017-2018,2018,A,14MMS0612I,BGC,,,,2013,,,,721,,,,1292,35.81718828,,149.272
2018A 7 14MMS0613H BGC,7,2017-2018,2018,A,14MMS0613H,BGC,,,,1312,,,,900,,,,412,68.59756098,,139.062
2018A 8 14MMS0647Y BGC,8,2017-2018,2018,A,14MMS0647Y,BGC,,,,994,,,,540,,,,454,54.32595573,,139.355
2018A 9 14MMS0648X BGC,9,2017-2018,2018,A,14MMS0648X,BGC,,,,1345,,,,461,,,,884,34.27509294,,158.802
2018A 10 14MMS0649W BGC,10,2017-2018,2018,A,14MMS0649W,BGC,,,,1730,,,,720,,,,1010,41.61849711,,150.184
2018A 11 14MMS0650L BGC,11,2017-2018,2018,A,14MMS0650L,BGC,,,,1236,,,,480,,,,756,38.83495146,,152.543
2018A 12 14MMS0650L 341100007,12,2017-2018,2018,A,14MMS0650L,341100007,,,,177,,,,80,,,,97,45.19774011,,157.633
2018A 13 14MMS0650L 371300005,13,2017-2018,2018,A,14MMS0650L,371300005,,,,116,,,,80,,,,36,68.96551724,,140.07
2018A 14 14MMS0646Z BGC,14,2017-2018,2018,A,14MMS0646Z,BGC,,,,1794,,,,920,,,,874,51.28205128,,139.726
2018A 15 14MMS0646Z 351000001,15,2017-2018,2018,A,14MMS0646Z,351000001,,,,52,,,,40,,,,12,76.92307692,,132.211
2018A 16 14MMS0646Z 353200001,16,2017-2018,2018,A,14MMS0646Z,353200001,,,,107,,,,80,,,,27,74.76635514,,133.332
2018A 17 14MMS0640E BGC,17,2017-2018,2018,A,14MMS0640E,BGC,,,,361,,,,160,,,,201,44.32132964,,139.956
2018A 18 14MMS0615F BGC,18,2017-2018,2018,A,14MMS0615F,BGC,,,,1520,,,,301,,,,1219,19.80263158,,162.856
2018A 19 14MMS0630Y BGC,19,2017-2018,2018,A,14MMS0630Y,BGC,,,,618,,,,405,,,,213,65.53398058,,138.447
2018A 20 14MMS0641D BGC,20,2017-2018,2018,A,14MMS0641D,BGC,,,,139,,,,45,,,,94,32.37410072,,141.681
2018A 21 14MMS0631X BGC,21,2017-2018,2018,A,14MMS0631X,BGC,,,,822,,,,560,,,,262,68.12652068,,140.293
2018A 22 14MMS0636S BGC,22,2017-2018,2018,A,14MMS0636S,BGC,,,,531,,,,440,,,,91,82.86252354,,127.159
2018A 23 14MMS0752I BGC,23,2017-2018,2018,A,14MMS0752I,BGC,,,,797,,,,270,,,,527,33.8770389,,150.194
