name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 1 2020B Bachillerato General SEMS,1,2020,B,Bachillerato General,SEMS,68659,31522,37137,,35241,13968,21273,,33418,17554,15864,,51.32757541
13 Admisión - 2 2020B Bachillerato General SUV,2,2020,B,Bachillerato General,SUV,678,311,367,,121,56,65,,557,255,302,,17.84660767
13 Admisión - 3 2020B Bachillerato Tecnológico SEMS,3,2020,B,Bachillerato Tecnológico,SEMS,5569,2971,2598,,3293,1640,1653,,2276,1331,945,,59.13090321
13 Admisión - 4 2020B Bachillerato Tecnológico CUAAD,4,2020,B,Bachillerato Tecnológico,CUAAD,386,263,123,,112,81,31,,274,182,92,,29.01554404
13 Admisión - 5 2020B Bachillerato Tecnológico CUCS,5,2020,B,Bachillerato Tecnológico,CUCS,534,144,390,,133,39,94,,401,105,296,,24.90636704
13 Admisión - 6 2020B Bachillerato Tecnológico CUSUR,6,2020,B,Bachillerato Tecnológico,CUSUR,66,16,50,,22,5,17,,44,11,33,,33.33333333
13 Admisión - 7 2020B Técnico Superior Universitario CUCS,7,2020,B,Técnico Superior Universitario,CUCS,1335,507,828,,321,99,222,,1014,408,606,,24.04494382
13 Admisión - 8 2020B Técnico Superior Universitario CUCOSTASUR,8,2020,B,Técnico Superior Universitario,CUCOSTASUR,92,80,12,,44,42,2,,48,38,10,,47.82608696
13 Admisión - 9 2020B Licenciatura CUCEA,9,2020,B,Licenciatura,CUCEA,11337,5281,6056,,2908,1239,1669,,8429,4042,4387,,25.65052483
13 Admisión - 10 2020B Licenciatura CUCEI,10,2020,B,Licenciatura,CUCEI,10761,7456,3305,,2282,1660,622,,8479,5796,2683,,21.2062076
13 Admisión - 11 2020B Licenciatura CUCSH,11,2020,B,Licenciatura,CUCSH,5910,2196,3714,,1633,564,1069,,4277,1632,2645,,27.63113367
13 Admisión - 12 2020B Licenciatura CUCS,12,2020,B,Licenciatura,CUCS,17450,4920,12530,,1530,543,987,,15920,4377,11543,,8.767908309
13 Admisión - 13 2020B Licenciatura CUAAD,13,2020,B,Licenciatura,CUAAD,8097,3290,4807,,889,364,525,,7208,2926,4282,,10.97937508
13 Admisión - 14 2020B Licenciatura CUCBA,14,2020,B,Licenciatura,CUCBA,3009,1257,1752,,890,365,525,,2119,892,1227,,29.57793287
13 Admisión - 15 2020B Licenciatura CUALTOS,15,2020,B,Licenciatura,CUALTOS,2758,982,1776,,613,233,380,,2145,749,1396,,22.22625091
13 Admisión - 16 2020B Licenciatura CUCIÉNEGA,16,2020,B,Licenciatura,CUCIÉNEGA,2955,1189,1766,,958,393,565,,1997,796,1201,,32.41962775
13 Admisión - 17 2020B Licenciatura CUSUR,17,2020,B,Licenciatura,CUSUR,3088,1118,1970,,963,338,625,,2125,780,1345,,31.18523316
13 Admisión - 18 2020B Licenciatura CUCOSTA,18,2020,B,Licenciatura,CUCOSTA,3521,1399,2122,,1129,471,658,,2392,928,1464,,32.06475433
13 Admisión - 19 2020B Licenciatura CUCOSTASUR,19,2020,B,Licenciatura,CUCOSTASUR,1128,486,642,,691,295,396,,437,191,246,,61.25886525
13 Admisión - 20 2020B Licenciatura CUVALLES,20,2020,B,Licenciatura,CUVALLES,1878,637,1241,,812,295,517,,1066,342,724,,43.23748669
13 Admisión - 21 2020B Licenciatura CUNORTE,21,2020,B,Licenciatura,CUNORTE,717,263,454,,526,183,343,,191,80,111,,73.36122734
13 Admisión - 22 2020B Licenciatura CULAGOS,22,2020,B,Licenciatura,CULAGOS,978,456,522,,581,283,298,,397,173,224,,59.40695297
