name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2024A 1 14MMS0607X BGC,1,2023-2024,2024,A,14MMS0607X,BGC,,,,535,,,,450,,,,85,84.11,,134.553
2024A 2 14MMS0608W BGC,2,2023-2024,2024,A,14MMS0608W,BGC,,,,860,,,,630,,,,230,73.26,,135.6888
2024A 3 14MMS0609V BGC,3,2023-2024,2024,A,14MMS0609V,BGC,,,,570,,,,480,,,,90,84.21,,135.1893
2024A 4 14MMS0610K BGC,4,2023-2024,2024,A,14MMS0610K,BGC,,,,317,,,,317,,,,0,100.00,,117.933
2024A 5 14MMS0611J BGC,5,2023-2024,2024,A,14MMS0611J,BGC,,,,828,,,,450,,,,378,54.35,,155.2356
2024A 6 14MMS0612I BGC,6,2023-2024,2024,A,14MMS0612I,BGC,,,,1025,,,,950,,,,75,92.68,,125.2591
2024A 7 14MMS0613H BGC,7,2023-2024,2024,A,14MMS0613H,BGC,,,,896,,,,896,,,,0,100.00,,90
2024A 8 14MMS0647Y BGC,8,2023-2024,2024,A,14MMS0647Y,BGC,,,,770,,,,600,,,,170,77.92,,132.2083
2024A 9 14MMS0762P BGC,9,2023-2024,2024,A,14MMS0762P,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 10 14MMS0761Q BGC,10,2023-2024,2024,A,14MMS0761Q,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 11 14MMS0648X BGC,11,2023-2024,2024,A,14MMS0648X,BGC,,,,986,,,,600,,,,386,60.85,,147.576
2024A 12 14MMS0649W BGC,12,2023-2024,2024,A,14MMS0649W,BGC,,,,985,,,,779,,,,206,79.09,,136.9495
2024A 13 14MMS0650L 3093100005,13,2023-2024,2024,A,14MMS0650L,3093100005,,,,33,,,,33,,,,0,100.00,,120.51
2024A 14 14MMS0650L 3095300007,14,2023-2024,2024,A,14MMS0650L,3095300007,,,,47,,,,47,,,,0,100.00,,128.5246
2024A 15 14MMS0650L BGC,15,2023-2024,2024,A,14MMS0650L,BGC,,,,694,,,,540,,,,154,77.81,,136.2872
2024A 16 14MMS0646Z BGC,16,2023-2024,2024,A,14MMS0646Z,BGC,,,,103,,,,103,,,,0,100.00,,114.6541
2024A 17 14MMS0640E BGC,17,2023-2024,2024,A,14MMS0640E,BGC,,,,175,,,,175,,,,0,100.00,,115.4051
2024A 18 14MMS0615F BGC,18,2023-2024,2024,A,14MMS0615F,BGC,,,,1189,,,,450,,,,739,37.85,,152.4847
2024A 19 14MMS0630Y BGC,19,2023-2024,2024,A,14MMS0630Y,BGC,,,,560,,,,360,,,,200,64.29,,137.6787
2024A 20 14MMS0641D BGC,20,2023-2024,2024,A,14MMS0641D,BGC,,,,76,,,,76,,,,0,100.00,,119.7784
2024A 21 14MMS0631X BGC,21,2023-2024,2024,A,14MMS0631X,BGC,,,,617,,,,617,,,,0,100.00,,118.335
2024A 22 14MMS0636S BGC,22,2023-2024,2024,A,14MMS0636S,BGC,,,,468,,,,468,,,,0,100.00,,112.6173
2024A 23 14MMS0752I 3061300004,23,2023-2024,2024,A,14MMS0752I,3061300004,,,,178,,,,110,,,,68,61.80,,140.694
2024A 24 14MMS0752I 3073200001,24,2023-2024,2024,A,14MMS0752I,3073200001,,,,240,,,,110,,,,130,45.83,,141.594
2024A 25 14MMS0752I BGC,25,2023-2024,2024,A,14MMS0752I,BGC,,,,549,,,,330,,,,219,60.11,,140.0836
2024A 26 14MMS0753H BGC,26,2023-2024,2024,A,14MMS0753H,BGC,,,,726,,,,500,,,,226,68.87,,136.0565
2024A 27 14MMS0757D BGC,27,2023-2024,2024,A,14MMS0757D,BGC,,,,621,,,,500,,,,121,80.52,,132.8145
2024A 28 14MMS0756E BGC,28,2023-2024,2024,A,14MMS0756E,BGC,,,,497,,,,497,,,,0,100.00,,116.0771
2024A 29 14MMS0878P BGC,29,2023-2024,2024,A,14MMS0878P,BGC,,,,205,,,,205,,,,0,100.00,,118.6924
2024A 30 14MMS0844Z BGC,30,2023-2024,2024,A,14MMS0844Z,BGC,,,,536,,,,536,,,,0,100.00,,113.3851
2024A 31 14MMS0776S 2072300001,31,2023-2024,2024,A,14MMS0776S,2072300001,,,,0,,,,0,,,,0,0.00,,0
2024A 32 14MMS0776S 2072400003,32,2023-2024,2024,A,14MMS0776S,2072400003,,,,0,,,,0,,,,0,0.00,,0
2024A 33 14MMS0776S 3071700002,33,2023-2024,2024,A,14MMS0776S,3071700002,,,,0,,,,0,,,,0,0.00,,0
2024A 34 14MMS0776S 2071200002,34,2023-2024,2024,A,14MMS0776S,2071200002,,,,23,,,,23,,,,0,100.00,,123.6625
2024A 35 14MMS0776S 2071400003,35,2023-2024,2024,A,14MMS0776S,2071400003,,,,33,,,,33,,,,0,100.00,,120.77
2024A 36 14MMS0776S 2071100002,36,2023-2024,2024,A,14MMS0776S,2071100002,,,,64,,,,64,,,,0,100.00,,115.2303
2024A 37 14MMS0776S 2072100002,37,2023-2024,2024,A,14MMS0776S,2072100002,,,,90,,,,90,,,,0,100.00,,119.4521
2024A 38 14MMS0776S 3073200001,38,2023-2024,2024,A,14MMS0776S,3073200001,,,,142,,,,142,,,,0,100.00,,117.548
2024A 39 14MMS0776S 2062200013,39,2023-2024,2024,A,14MMS0776S,2062200013,,,,164,,,,164,,,,0,100.00,,117.2012
2024A 40 14MMS0799C 2062100003,40,2023-2024,2024,A,14MMS0799C,2062100003,,,,0,,,,0,,,,0,0.00,,0
2024A 41 14MMS0799C 2072000001,41,2023-2024,2024,A,14MMS0799C,2072000001,,,,16,,,,0,,,,0,0.00,,0
2024A 42 14MMS0799C 2071200011,42,2023-2024,2024,A,14MMS0799C,2071200011,,,,24,,,,24,,,,0,100.00,,123.8732
2024A 43 14MMS0799C 3041100005,43,2023-2024,2024,A,14MMS0799C,3041100005,,,,47,,,,47,,,,0,100.00,,122.3243
2024A 44 14MMS0799C 2051200001,44,2023-2024,2024,A,14MMS0799C,2051200001,,,,74,,,,74,,,,0,100.00,,123.7485
2024A 45 14MMS0799C 3042000001,45,2023-2024,2024,A,14MMS0799C,3042000001,,,,127,,,,80,,,,47,62.99,,141.7761
2024A 46 14MMS0799C 2062200007,46,2023-2024,2024,A,14MMS0799C,2062200007,,,,138,,,,80,,,,58,57.97,,147.1042
2024A 47 14MMS0645Z 3021700001,47,2023-2024,2024,A,14MMS0645Z,3021700001,,,,74,,,,50,,,,24,67.57,,132.7784
2024A 48 14MMS0645Z 3042100026,48,2023-2024,2024,A,14MMS0645Z,3042100026,,,,147,,,,100,,,,47,68.03,,140.742
2024A 49 14MMS0645Z BGC,49,2023-2024,2024,A,14MMS0645Z,BGC,,,,921,,,,590,,,,331,64.06,,139.159
2024A 50 14MMS0623O BGC,50,2023-2024,2024,A,14MMS0623O,BGC,,,,1216,,,,600,,,,616,49.34,,144.606
2024A 51 14MMS0614G 3101600003,51,2023-2024,2024,A,14MMS0614G,3101600003,,,,108,,,,108,,,,0,100.00,,121.2881
2024A 52 14MMS0614G BGC,52,2023-2024,2024,A,14MMS0614G,BGC,,,,937,,,,937,,,,0,100.00,,81
2024A 53 14MMS0643B BGC,53,2023-2024,2024,A,14MMS0643B,BGC,,,,138,,,,138,,,,0,100.00,,87
2024A 54 14MMS0727J BGC,54,2023-2024,2024,A,14MMS0727J,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 55 14MMS0717C 3042000001,55,2023-2024,2024,A,14MMS0717C,3042000001,,,,0,,,,0,,,,0,0.00,,0
2024A 56 14MMS0717C 3101600003,56,2023-2024,2024,A,14MMS0717C,3101600003,,,,0,,,,0,,,,0,0.00,,0
2024A 57 14MMS0717C BGC,57,2023-2024,2024,A,14MMS0717C,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 58 14MMS0741C BGC,58,2023-2024,2024,A,14MMS0741C,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 59 14MMS0617D BGC,59,2023-2024,2024,A,14MMS0617D,BGC,,,,110,,,,110,,,,0,100.00,,120.559
2024A 60 14MMS0662Q BGC,60,2023-2024,2024,A,14MMS0662Q,BGC,,,,0,,,,0,,,,0,0.00,,0
2024A 61 14MMS0663P BGC,61,2023-2024,2024,A,14MMS0663P,BGC,,,,0,,,,0,,,,0,0.00,,0
