row,clave_programa,programa_educativo,nivel_educativo,campo_clasificacion,campo_amplio,campo_especifico,campo_detallado,
313,5104100015,Licenciatura en Seguridad Ciudadana,Licenciatura,104100,100000,104000,104100,
314,5104100015,Licenciatura en Seguridad Ciudadana,Licenciatura,104100,100000,104000,104100,
315,6041100014,Especialidad en Valuación,Especialidad,041100,040000,041000,041100,
316,6051100001,Especialidad en Biología de la Reproducción Humana,Especialidad,051100,050000,051000,051100,
317,6081100002,Especialidad en Producción Animal,Especialidad,081100,080000,081000,081100,
318,6081100005,Especialidad en Producción Porcina,Especialidad,081100,080000,081000,081100,
319,6091301004,Especialidad en Anestesiología,Especialidad,091301,090000,091000,091300,
320,6091301005,Especialidad en Anestesiología Pediátrica,Especialidad,091301,090000,091000,091300,
321,6091301008,Especialidad en Medicina Paliativa y del Dolor,Especialidad,091301,090000,091000,091300,
322,6091302001,Especialidad en Angiología y Cirugía Vascular,Especialidad,091302,090000,091000,091300,
323,6091304001,Especialidad en Cardiología,Especialidad,091304,090000,091000,091300,
324,6091304018,Especialidad en Hemodinamia y Cardiología Intervencionista,Especialidad,091304,090000,091000,091300,
325,6091305002,Especialidad en Cirugía General,Especialidad,091305,090000,091000,091300,
326,6091306001,Especialidad en Cirugía Cardiotorácica,Especialidad,091306,090000,091000,091300,
327,6091307001,Especialidad en Neurocirugía,Especialidad,091307,090000,091000,091300,
328,6091308001,Especialidad en Cirugía Pediátrica,Especialidad,091308,090000,091000,091300,
329,6091309002,Especialidad en Cirugía Plástica y Reconstructiva,Especialidad,091309,090000,091000,091300,
330,6091310001,Especialidad en Dermatología,Especialidad,091310,090000,091000,091300,
331,6091310002,Especialidad en Dermatología Pediátrica,Especialidad,091310,090000,091000,091300,
332,6091311001,Especialidad en Endocrinología,Especialidad,091311,090000,091000,091300,
333,6091312001,Especialidad en Coloproctología,Especialidad,091312,090000,091000,091300,
334,6091313001,Especialidad en Cirugía Bariátrica y Metabólica,Especialidad,091313,090000,091000,091300,
335,6091313004,Especialidad en Gastroenterología,Especialidad,091313,090000,091000,091300,
336,6091313008,Especialidad en Gastroenterología y Nutrición Pediátrica,Especialidad,091313,090000,091000,091300,
337,6091314001,Especialidad en Genética Médica,Especialidad,091314,090000,091000,091300,
338,6091315001,Especialidad en Geriatría,Especialidad,091315,090000,091000,091300,
339,6091316002,Especialidad en Ginecología y Obstetricia,Especialidad,091316,090000,091000,091300,
340,6091316004,Especialidad en Medicina Materno-Fetal,Especialidad,091316,090000,091000,091300,
341,6091316007,Especialidad en Ginecología Oncológica,Especialidad,091316,090000,091000,091300,
342,6091317001,Especialidad en Hematología,Especialidad,091317,090000,091000,091300,
343,6091317003,Especialidad en Hematologia Pediatrica,Especialidad,091317,090000,091000,091300,
344,6091317009,Especialidad en Hemato-Oncologia Pediatrica,Especialidad,091317,090000,091000,091300,
345,6091317009,Especialidad en Hemato-Oncología Pediátrica,Especialidad,091317,090000,091000,091300,
346,6091318001,Especialidad en Infectología,Especialidad,091318,090000,091000,091300,
347,6091318002,Especialidad en Infectología Pediátrica,Especialidad,091318,090000,091000,091300,
348,6091319001,Especialidad en Alergia e Inmunología Clínica,Especialidad,091319,090000,091000,091300,
349,6091319004,Especialidad en Alergia e Inmunología Clínica Pediátrica,Especialidad,091319,090000,091000,091300,
350,6091321003,Especialidad en Medicina del Enfermo en Estado Crítico,Especialidad,091321,090000,091000,091300,
351,6091322003,Especialidad en Medicina de Rehabilitación,Especialidad,091322,090000,091000,091300,
352,6091323001,Especialidad en Medicina de Urgencias,Especialidad,091323,090000,091000,091300,
353,6091323002,Especialidad en Urgencias Médicas,Especialidad,091323,090000,091000,091300,
354,6091323004,Especialidad en Urgencias Pediátricas,Especialidad,091323,090000,091000,091300,
355,6091325001,Especialidad en Medicina del Trabajo,Especialidad,091325,090000,091000,091300,
356,6091325002,Especialidad en Medicina del Trabajo y Ambiental,Especialidad,091325,090000,091000,091300,
357,6091326001,Especialidad en Medicina Familiar,Especialidad,091326,090000,091000,091300,
358,6091327002,Especialidad en Medicina Interna,Especialidad,091327,090000,091000,091300,
359,6091329001,Especialidad en Anatomía Patológica,Especialidad,091329,090000,091000,091300,
360,6091331003,Especialidad en Nefrología,Especialidad,091331,090000,091000,091300,
361,6091332001,Especialidad en Neumología,Especialidad,091332,090000,091000,091300,
362,6091334001,Especialidad en Neurología,Especialidad,091334,090000,091000,091300,
363,6091335001,Especialidad en Oftalmología,Especialidad,091335,090000,091000,091300,
364,6091335003,Especialidad en Retina Médica y Quirúrgica,Especialidad,091335,090000,091000,091300,
365,6091336001,Especialidad en Cirugía Oncológica,Especialidad,091336,090000,091000,091300,
366,6091336005,Especialidad en Oncología Médica,Especialidad,091336,090000,091000,091300,
367,6091336007,Especialidad en Oncología Pediátrica,Especialidad,091336,090000,091000,091300,
368,6091336009,"Especialidad en Oncología, Hematología Pediátrica",Especialidad,091336,090000,091000,091300,
369,6091336013,Especialidad en Radio-Oncología,Especialidad,091336,090000,091000,091300,
370,6091337002,Especialidad en Ortopedia,Especialidad,091337,090000,091000,091300,
371,6091337005,Especialidad en Traumatología y Ortopedia,Especialidad,091337,090000,091000,091300,
372,6091337008,Especialidad en Cirugía de Trauma Toraco-Abdominal,Especialidad,091337,090000,091000,091300,
373,6091338002,Especialidad en Otorrinolaringología Pediátrica,Especialidad,091338,090000,091000,091300,
374,6091338003,Especialidad en Otorrinolaringología y Cirugía de Cabeza y Cuello,Especialidad,091338,090000,091000,091300,
375,6091339001,Especialidad en Patología Clínica,Especialidad,091339,090000,091000,091300,
376,6091340001,Especialidad en Pediatría,Especialidad,091340,090000,091000,091300,
377,6091340004,Especialidad en Neonatología,Especialidad,091340,090000,091000,091300,
378,6091341001,Especialidad en Psiquiatría,Especialidad,091341,090000,091000,091300,
379,6091342012,Especialidad en Imagenología Diagnóstica y Terapéutica,Especialidad,091342,090000,091000,091300,
380,6091342013,Especialidad en Radiología e Imagen,Especialidad,091342,090000,091000,091300,
381,6091343001,Especialidad en Reumatología,Especialidad,091343,090000,091000,091300,
382,6091344001,Especialidad en Urología,Especialidad,091344,090000,091000,091300,
383,6091344002,Especialidad en Urología Ginecológica,Especialidad,091344,090000,091000,091300,
384,6091345005,Especialidad en Calidad de la Atención Clínica,Especialidad,091345,090000,091000,091300,
385,6091345008,Especialidad en Cirugía Laparoscópica,Especialidad,091345,090000,091000,091300,
386,6091345011,Especialidad en Cirugía Oncológica de Cabeza y Cuello,Especialidad,091345,090000,091000,091300,
387,6092202002,Especialidad en Enfermería en Cuidados Intensivos,Especialidad,092202,090000,092000,092200,
388,6092203006,Especialidad en Enfermería en Gerontología y Geriatría,Especialidad,092203,090000,092000,092200,
389,6092204007,Especialidad de Enfermería en Salud Pública,Especialidad,092204,090000,092000,092200,
390,6092206002,Especialidad en Enfermería Pediátrica,Especialidad,092206,090000,092000,092200,
391,6092206010,Especialidad en Enfermería Neonatal,Especialidad,092206,090000,092000,092200,
392,6092207003,Especialidad en Enfermería Quirúrgica,Especialidad,092207,090000,092000,092200,
393,6092208015,Especialidad en Enfermería en Cuidados Paliativos,Especialidad,092208,090000,092000,092200,
394,6093201002,Especialidad en Cirugía Maxilofacial,Especialidad,093201,090000,093000,093200,
395,6093201005,Especialidad en Prótesis Maxilofacial,Especialidad,093201,090000,093000,093200,
396,6093202001,Especialidad en Endodoncia,Especialidad,093202,090000,093000,093200,
397,6093203005,Especialidad en Odontopediatría,Especialidad,093203,090000,093000,093200,
398,6093204001,Especialidad en Ortodoncia,Especialidad,093204,090000,093000,093200,
399,6093205004,Especialidad en Periodoncia,Especialidad,093205,090000,093000,093200,
400,6093206003,Especialidad en Prostodoncia,Especialidad,093206,090000,093000,093200,
401,6093207002,Especialidad en Patología y Medicina Bucal,Especialidad,093207,090000,093000,093200,
402,6095600002,Especialidad en Epidemiología,Especialidad,095600,090000,095000,095600,
403,7011000002,Maestría en Educación Ambiental,Maestría,011000,010000,011000,011000,
404,7011000042,Maestría en Innovación Social y Gestión del Bienestar,Maestría,011000,010000,011000,011000,
405,7011200033,Maestría en Investigación Educativa,Maestría,011200,010000,011000,011200,
406,7011200037,Maestría en Planeación de la Educación Superior,Maestría,011200,010000,011000,011200,
407,7011200077,Maestría en Gestión y Políticas de la Educación Superior,Maestría,011200,010000,011000,011200,
408,7011200088,Maestría en Procesos Innovadores en el Aprendizaje,Maestría,011200,010000,011000,011200,
409,7011400011,Maestría en Tecnologías para el Aprendizaje,Maestría,011400,010000,011000,011400,
410,7011400029,Maestría en Gestión del Aprendizaje en Ambientes Virtuales,Maestría,011400,010000,011000,011400,
411,7011500003,Maestría en Educación,Maestría,011500,010000,011000,011500,
412,7011500004,Maestría en Investigación en Ciencias de la Educación,Maestría,011500,010000,011000,011500,
413,7012000087,Maestría en Estudios del Turismo,Maestría,012000,010000,012000,012000,
414,7012400001,Maestría en Docencia para la Educación Media Superior,Maestría,012400,010000,012000,012400,
415,7012500034,Maestría en Educación Superior Internacional,Maestría,012500,010000,012000,012500,
416,7012601008,Maestría en Educación Física y Deporte,Maestría,012601,010000,012000,012600,
417,7012601010,Maestría en Ciencias de la Educación Física y del Deporte,Maestría,012601,010000,012000,012600,
418,7012602002,Maestría en Didáctica de las Artes,Maestría,012602,010000,012000,012600,
419,7012602009,Maestría en Educación y Expresión para las Artes,Maestría,012602,010000,012000,012600,
420,7012603017,Maestría en la Enseñanza del Inglés como Lengua Extranjera,Maestría,012603,010000,012000,012600,
421,7012604029,Maestría en Enseñanza de las Matemáticas,Maestría,012604,010000,012000,012600,
422,7012604064,Maestría en Ciencia y Tecnología,Maestría,012604,010000,012000,012600,
423,7021000014,Maestría en Gestión de la Cultura,Maestría,021000,020000,021000,021000,
424,7021300007,Maestría en Etnomusicología,Maestría,021300,020000,021000,021300,
425,7021400005,Maestría en Estudios Cinematográficos,Maestría,021400,020000,021000,021400,
426,7021400038,Maestría en Diseño de Información y Comunicación Digital,Maestría,021400,020000,021000,021400,
427,7021600006,Maestría en Diseño y Desarrollo de Nuevos Productos,Maestría,021600,020000,021000,021600,
428,7021600019,Maestría en Diseño e Innovación Industrial,Maestría,021600,020000,021000,021600,
429,7021600021,Maestría en Desarrollo de Productos,Maestría,021600,020000,021000,021600,
430,7022200011,Maestría en Estudios de las Lenguas y Culturas Inglesas,Maestría,022200,020000,022000,022200,
431,7022200019,"Maestría Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",Maestría,022200,020000,022000,022200,
432,7022300005,Maestría en Estudios de Literatura Mexicana,Maestría,022300,020000,022000,022300,
433,7022300015,Maestría en Literatura Comparada,Maestría,022300,020000,022000,022300,
434,7022300015,Maestría en Literaturas Comparadas,Maestría,022300,020000,022000,022300,
435,7022300017,Maestría en Literatura del Siglo XX,Maestría,022300,020000,022000,022300,
436,7022300034,Maestría en Literaturas Interamericanas,Maestría,022300,020000,022000,022300,
437,7022300036,Maestría en Estudios en Literacidad,Maestría,022300,020000,022000,022300,
438,7022300037,Maestría en Estudios Criticos del Lenguaje,Maestría,022300,020000,022000,022300,
439,7022300037,Maestría en Estudios Críticos del Lenguaje,Maestría,022300,020000,022000,022300,
440,7022400002,Maestría en Lingüística Aplicada,Maestría,022400,020000,022000,022400,
441,7022500008,Maestría en Estudios Mesoamericanos,Maestría,022500,020000,022000,022500,
442,7022500015,Maestría en Historia de México,Maestría,022500,020000,022000,022500,
443,7022500032,Maestría en Historia Cultural,Maestría,022500,020000,022000,022500,
444,7022600002,Maestría en Bioética,Maestría,022600,020000,022000,022600,
445,7022600008,Maestría en Estudios Filosóficos,Maestría,022600,020000,022000,022600,
446,7031000001,Maestría en Ciencias Sociales,Maestría,031000,030000,031000,031000,
447,7031000012,Maestría en Literacidad,Maestría,031000,030000,031000,031000,
448,7031000052,Maestría en Estudios Transdisciplinares en Ciencia y Tecnología,Maestría,031000,030000,031000,031000,
449,7031000067,"Maestría en Desarrollo Humano, Educación e Interculturalidad",Maestría,031000,030000,031000,031000,
450,7031100001,Maestría en Psicología Educativa,Maestría,031100,030000,031000,031100,
451,7031100005,Maestría en Ciencia del Comportamiento,Maestría,031100,030000,031000,031100,
452,7031100028,Maestría en Psicología,Maestría,031100,030000,031000,031100,
453,7031100030,Maestría en Psicología Clínica,Maestría,031100,030000,031000,031100,
454,7031100041,Maestría en Psicología Con Orientación en Psicología Social,Maestría,031100,030000,031000,031100,
455,7031100043,Maestría en Psicología de la Salud,Maestría,031100,030000,031000,031100,
456,7031100057,Maestría en Psicología Social,Maestría,031100,030000,031000,031100,
457,7031100103,Maestría en Terapia Familiar,Maestría,031100,030000,031000,031100,
458,7031100176,Maestría en Psicología con Orientación en Calidad de Vida y Salud,Maestría,031100,030000,031000,031100,
459,7031100188,Maestría en Neuropsicología,Maestría,031100,030000,031000,031100,
460,7031100252,Maestría en Psicología con Orientación en Psicología Social,Maestría,031100,030000,031000,031100,
461,7031100253,Maestría en Psicología con Orientación en Psicología Ecológica y Conductual,Maestría,031100,030000,031000,031100,
462,7031200009,Maestría en Antropología,Maestría,031200,030000,031000,031200,
463,7031200016,Maestría en Ciencias Antropológicas,Maestría,031200,030000,031000,031200,
464,7031200035,Maestría en Estudios de Género,Maestría,031200,030000,031000,031200,
465,7031200038,Maestría en Estudios Regionales,Maestría,031200,030000,031000,031200,
466,7031200043,Maestría en Gestión y Desarrollo Social,Maestría,031200,030000,031000,031200,
467,7031200071,Maestría en Estudios Socioterritoriales,Maestría,031200,030000,031000,031200,
468,7031200087,"Maestría en Estudios Francófonos: Pedagogía, Lingüística y Estudios Interculturales",Maestría,031200,030000,031000,031200,
469,7031200093,Maestría en Estudios Rurales,Maestría,031200,030000,031000,031200,
470,7031300005,Maestría en Ciencia Política,Maestría,031300,030000,031000,031300,
471,7031300023,Maestría en Políticas Públicas,Maestría,031300,030000,031000,031300,
472,7031300041,Maestría en Transparencia y Protección de Datos Personales,Maestría,031300,030000,031000,031300,
473,7031300048,Maestría en Ciencia Política con Orientación en Democracias Contemporáneas,Maestría,031300,030000,031000,031300,
474,7031300078,Maestría en Relaciones Internacionales de Gobiernos y Actores Locales,Maestría,031300,030000,031000,031300,
475,7031300118,Maestría en Ciencia de la Ciudad,Maestría,031300,030000,031000,031300,
476,7031400008,Maestría en Economía,Maestría,031400,030000,031000,031400,
477,7031400038,Maestría en Relaciones Económicas Internacionales y Cooperación,Maestría,031400,030000,031000,031400,
478,7031500022,Maestría en Gerontología,Maestría,031500,030000,031000,031500,
479,7031500027,Maestría en Trabajo Social,Maestría,031500,030000,031000,031500,
480,7031500062,Maestría en Resolución de Conflictos,Maestría,031500,030000,031000,031500,
481,7031500078,Maestría en Neurociencias De Las Adicciones,Maestría,031500,030000,031000,031500,
482,7032100004,Maestría en Comunicación,Maestría,032100,030000,032000,032100,
483,7032100037,Maestría en Periodismo Digital,Maestría,032100,030000,032000,032100,
484,7032100049,Maestría en Global Politics and Transpacific Studies,Maestría,032100,030000,032000,032100,
485,7033100026,Maestría en Derecho,Maestría,033100,030000,033000,033100,
486,7033200002,Maestría en Ciencias Forenses,Maestría,033200,030000,033000,033200,
487,7033200014,Maestría en Ciencias Forenses y Criminología,Maestría,033200,030000,033000,033200,
488,7033200077,Maestría en Genética Forense e Indentificación Humana,Maestría,033200,030000,033000,033200,
489,7041100018,Maestría en Comercio y Mercados Internacionales,Maestría,041100,040000,041000,041100,
490,7041100024,Maestría en Negocios Internacionales,Maestría,041100,040000,041000,041100,
491,7041100026,Maestría en Negocios y Estudios Económicos,Maestría,041100,040000,041000,041100,
492,7041100029,Maestría en Valuación,Maestría,041100,040000,041000,041100,
493,7041200034,Maestría en Dirección de Mercadotecnia,Maestría,041200,040000,041000,041200,
494,7041200042,Maestría en Mercadotecnia,Maestría,041200,040000,041000,041200,
495,7041300021,Maestría en Finanzas,Maestría,041300,040000,041000,041300,
496,7041300024,Maestría en Finanzas Empresariales,Maestría,041300,040000,041000,041300,
497,7041300082,Maestría en Finanzas para el Desarrollo Sostenible,Maestría,041300,040000,041000,041300,
498,7041400008,Maestría en Análisis Tributario,Maestría,041400,040000,041000,041400,
499,7041400009,Maestría en Auditoría,Maestría,041400,040000,041000,041400,
500,7041400028,Maestría en Impuestos,Maestría,041400,040000,041000,041400,
501,7041400048,Maestría en Estudios Fiscales,Maestría,041400,040000,041000,041400,
502,7042000002,Maestría en Administración,Maestría,042000,040000,042000,042000,
503,7042100015,Maestría en Administración y Gestión Regional,Maestría,042100,040000,042000,042100,
504,7042100033,Maestría en Administración de Negocios,Maestría,042100,040000,042000,042100,
505,7042100129,Maestría en Dirección Estratégica de la Calidad,Maestría,042100,040000,042000,042100,
506,7042100177,Maestría en Generación y Gestión de la Innovación,Maestría,042100,040000,042000,042100,
507,7042100268,Maestría en Gestión del Capital Humano y Desarrollo Organizacional,Maestría,042100,040000,042000,042100,
508,7042100311,Maestría en Desarrollo y Dirección de la Innovación,Maestría,042100,040000,042000,042100,
509,7042200008,Maestría en Desarrollo Sustentable y Turismo,Maestría,042200,040000,042000,042200,
510,7042300011,Maestría en Gestión de Gobiernos Locales,Maestría,042300,040000,042000,042300,
511,7042300030,Maestría en Gestión de Servicios Públicos en Ambientes Virtuales,Maestría,042300,040000,042000,042300,
512,7042300031,Maestría en Gestión Pública,Maestría,042300,040000,042000,042300,
513,7042300040,Maestría en Gobierno Electrónico,Maestría,042300,040000,042000,042300,
514,7042300054,"Maestría en Ciencias para el Desarrollo, la Sustentabilidad y el Turismo",Maestría,042300,040000,042000,042300,
515,7042500034,Maestría en Gestión de la Calidad y Seguridad en los Servicios de Salud,Maestría,042500,040000,042000,042500,
516,7042500053,Maestría en Administración de Instituciones de Salud,Maestría,042500,040000,042000,042500,
517,7042500062,Maestría en Gerencia de Servicios de Salud,Maestría,042500,040000,042000,042500,
518,7042500117,Maestría en Gestión y Desarrollo Cultural,Maestría,042500,040000,042000,042500,
519,7051100007,Maestría en Ciencias Biológicas,Maestría,051100,050000,051000,051100,
520,7051200018,Maestría en Farmacología,Maestría,051200,050000,051000,051200,
521,7051200022,Maestría en Ciencias en Biología Molecular en Medicina,Maestría,051200,050000,051000,051200,
522,7051300013,Maestría en Ciencias en Biosistemática y Manejo de Recursos Naturales y Agrícolas,Maestría,051300,050000,051000,051300,
523,7051300018,Maestría en Ciencias en Manejo de Recursos Naturales,Maestría,051300,050000,051000,051300,
524,7051300079,Maestría en Ciencias en Ecología y Manejo de Recursos Costeros y Marinos,Maestría,051300,050000,051000,051300,
525,7051300093,"Maestría en Ciudad, Cambio Climático y Resiliencia",Maestría,051300,050000,051000,051300,
526,7052000001,Maestría en Ciencias,Maestría,052000,050000,052000,052000,
527,7052100009,Maestría en Ciencias en Física,Maestría,052100,050000,052000,052100,
528,7052100021,Maestría en Ciencias Físico Matemáticas,Maestría,052100,050000,052000,052100,
529,7052200003,Maestría en Ciencia de Materiales,Maestría,052200,050000,052000,052200,
530,7052200006,Maestría en Ciencias en Química,Maestría,052200,050000,052000,052200,
531,7052200016,Maestría en Ciencia e Ingeniería de Materiales,Maestría,052200,050000,052000,052200,
532,7052200018,Maestría en Ciencias en Ingeniería Química,Maestría,052200,050000,052000,052200,
533,7052300003,Maestría en Ciencias de la Tierra,Maestría,052300,050000,052000,052300,
534,7052300006,Maestría en Ciencias en Geofísica,Maestría,052300,050000,052000,052300,
535,7052300025,Maestría en Ciencias en Hidrometeorología,Maestría,052300,050000,052000,052300,
536,7052300035,Maestría en Geología,Maestría,052300,050000,052000,052300,
537,7053100007,Maestría en Ciencias en Matemáticas,Maestría,053100,050000,053000,053100,
538,7053100018,Maestría en Ciencias con Orientación en Ciencias Exactas e Ingenierías,Maestría,053100,050000,053000,053100,
539,7061000002,Maestría en Computación Aplicada,Maestría,061000,060000,061000,061000,
540,7061000012,Maestría en Ciencia de los Datos,Maestría,061000,060000,061000,061000,
541,7061100016,Maestría en Cómputo Paralelo,Maestría,061100,060000,061000,061100,
542,7061300005,Maestría en Ingeniería de Software,Maestría,061300,060000,061000,061300,
543,7061300011,Maestría en Sistemas de Información,Maestría,061300,060000,061000,061300,
544,7061300057,Maestría en Ingeniería y Ciencia De Datos,Maestría,061300,060000,061000,061300,
545,7062000007,Mtría en Ciencias en Bioingeniería y Cómputo Inteligente,Maestría,062000,060000,062000,062000,
546,7062000007,Maestría en Ciencias en Bioingeniería y Cómputo Inteligente,Maestría,062000,060000,062000,062000,
547,7062200028,Mtría en Ingeniería de Desarrollos Tecnológicos,Maestría,062200,060000,062000,062200,
548,7062200049,Maestría en Tecnologías de Información,Maestría,062200,060000,062000,062200,
549,7062200074,Maestría en Cómputo Aplicado,Maestría,062200,060000,062000,062200,
550,7071000033,Maestría en Ciencias en Ingeniería del Agua y la Energía,Maestría,071000,070000,071000,071000,
551,7071000035,Maestría en Ingeniería en Energías Renovables,Maestría,071000,070000,071000,071000,
552,7071200009,Maestría en Ciencias en Ingeniería Eléctrica,Maestría,071200,070000,071000,071200,
553,7071200021,Maestría en Ingeniería del Agua y la Energía,Maestría,071200,070000,071000,071200,
554,7071300003,Maestría en Ingeniería Mecatrónica,Maestría,071300,070000,071000,071300,
555,7071300026,Maestría en Ciencias en Ingeniería Electrónica y Computación,Maestría,071300,070000,071000,071300,
556,7071300053,Maestría en Ciencias en Robótica e Inteligencia Artificial,Maestría,071300,070000,071000,071300,
557,7071400012,Maestría en Ciencias en Procesos Biotecnológicos,Maestría,071400,070000,071000,071400,
558,7071500006,Maestría en Proyectos Tecnológicos,Maestría,071500,070000,071000,071500,
559,7071600009,Maestría en Protección Ambiental,Maestría,071600,070000,071000,071600,
560,7071600020,Maestría en Ciencia de Productos Forestales,Maestría,071600,070000,071000,071600,
561,7071700001,Maestría en Ingeniería de Proyectos,Maestría,071700,070000,071000,071700,
562,7071700002,Maestría en Sistemas de Calidad,Maestría,071700,070000,071000,071700,
563,7071700009,Maestría en Análisis de Sistemas Industriales,Maestría,071700,070000,071000,071700,
564,7072100008,Maestría en Ciencias de los Alimentos,Maestría,072100,070000,072000,072100,
565,7072100012,Maestría en Ciencias en Microbiología e Inocuidad de Alimentos,Maestría,072100,070000,072000,072100,
566,7073100005,Maestría en Desarrollo Local y Territorio,Maestría,073100,070000,073000,073100,
567,7073100051,Maestría en Urbanismo y Desarrollo,Maestría,073100,070000,073000,073100,
568,7073100082,Maestría en Urbanismo y Territorio,Maestría,073100,070000,073000,073100,
569,7073100088,Maestría en Ciencias de la Arquitectura,Maestría,073100,070000,073000,073100,
570,7073100089,Maestría en Procesos y Expresión Gráfica en la Proyectación Arquitectónica-Urbana,Maestría,073100,070000,073000,073100,
571,7081000006,Maestría en Tecnología de Semillas,Maestría,081000,080000,081000,081000,
572,7081100023,Maestría en Ciencias en Nutrición Animal,Maestría,081100,080000,081000,081100,
573,7081100033,Maestría en Ciencias Pecuarias,Maestría,081100,080000,081000,081100,
574,7081100051,Maestría en Agricultura Protegida,Maestría,081100,080000,081000,081100,
575,7081100056,Maestría Interinstitucional en Producción Pecuaria,Maestría,081100,080000,081000,081100,
576,7081100068,Maestría en Producción Animal Sustentable,Maestría,081100,080000,081000,081100,
577,7081100072,Maestría en Ciencias Agrícolas y Forestales,Maestría,081100,080000,081000,081100,
578,7081100073,Maestría en Ciencias Agropecuarias,Maestría,081100,080000,081000,081100,
579,7081100078,Maestría en Ciencias con Orientación en Ciencias Biológicas y Agropecuarias,Maestría,081100,080000,081000,081100,
580,7091316004,"Maestría en Nutrición Humana, Orientación Materno Infantil",Maestría,091316,090000,091000,091300,
581,7091325001,Maestría en Ciencias de la Salud en el Trabajo,Maestría,091325,090000,091000,091300,
582,7091345002,Maestría en Ciencias de la Salud de la Adolescencia y la Juventud,Maestría,091345,090000,091000,091300,
583,7091345005,Maestría en Ciencias Médicas,Maestría,091345,090000,091000,091300,
584,7092208001,Maestría en Enfermería Gerencial,Maestría,092208,090000,092000,092200,
585,7093100003,Maestría en Ciencias Odontológicas,Maestría,093100,090000,093000,093100,
586,7093207003,Maestría en Patología y Medicina Bucal,Maestría,093207,090000,093000,093200,
587,7094200035,Maestría en Ciencia del comportamiento con orientación en alimentación y nutrición,Maestría,094200,090000,094000,094200,
588,7095000001,Maestría en Investigación Clínica,Maestría,095000,090000,095000,095000,
589,7095000011,Maestría en Microbiología Médica,Maestría,095000,090000,095000,095000,
590,7095200012,Maestría en Ciencias Biomédicas,Maestría,095200,090000,095000,095200,
591,7095300001,Maestría en Química Clínica,Maestría,095300,090000,095000,095300,
592,7095600007,Maestría en Ciencias de la Salud Ambiental,Maestría,095600,090000,095000,095600,
593,7095600015,Maestría en Ciencias de la Salud Pública,Maestría,095600,090000,095000,095600,
594,7095600030,Maestría en Salud Pública,Maestría,095600,090000,095000,095600,
595,7095600046,Maestría en Ciencias Socio Médicas,Maestría,095600,090000,095000,095600,
596,7095600068,Maestría en Educación en Ciencias de la Salud,Maestría,095600,090000,095000,095600,
597,7101000006,Maestría en Actividad Física y Estilo de Vida,Maestría,101000,100000,101000,101000,
598,7101500016,Maestría en Ciencias en Inocuidad Alimentaria,Maestría,101500,100000,101000,101500,
599,7102100006,"Maestría en Movilidad Urbana, Transporte y Territorio",Maestría,102100,100000,102000,102100,
600,7103100003,Maestría en Ergonomía,Maestría,103100,100000,103000,103100,
601,7103100010,Maestría en Gestión de la Seguridad y Salud en el Trabajo,Maestría,103100,100000,103000,103100,
602,8011000006,Doctorado en Cognición y Aprendizaje,Doctorado,011000,010000,011000,011000,
603,8011400005,Doctorado en Sistemas y Ambientes Educativos,Doctorado,011400,010000,011000,011400,
604,8011500003,Doctorado en Educación,Doctorado,011500,010000,011000,011500,
605,8021000010,Doctorado en Arte y Cultura,Doctorado,021000,020000,021000,021000,
606,8021000011,Doctorado en Gestión de la Cultura,Doctorado,021000,020000,021000,021000,
607,8022000001,Doctorado en Humanidades,Doctorado,022000,020000,022000,022000,
608,8022300004,Doctorado en Letras,Doctorado,022300,020000,022000,022300,
609,8022300013,Doctorado en Estudios Literarios y Lingüísticos,Doctorado,022300,020000,022000,022300,
610,8022500004,Doctorado en Historia,Doctorado,022500,020000,022000,022500,
611,8031000001,Doctorado en Ciencias Sociales,Doctorado,031000,030000,031000,031000,
612,8031000021,"Doctorado en Desarrollo Humano, Educación e Interculturalidad",Doctorado,031000,030000,031000,031000,
613,8031100002,Doctorado en Ciencia del Comportamiento,Doctorado,031100,030000,031000,031100,
614,8031100011,Doctorado Interinstitucional en Psicología,Doctorado,031100,030000,031000,031100,
615,8031100026,Doctorado en Psicología con Orientación en Calidad de Vida y Salud,Doctorado,031100,030000,031000,031100,
616,8031100040,Doctorado en Psicología de la Salud,Doctorado,031100,030000,031000,031100,
617,8031200023,Doctorado en Estudios Regionales,Doctorado,031200,030000,031000,031200,
618,8031300003,Doctorado en Ciencia Política,Doctorado,031300,030000,031000,031300,
619,8031300020,Doctorado en Políticas Públicas y Desarrollo,Doctorado,031300,030000,031000,031300,
620,8031400004,Doctorado en Ciencias Económico Administrativas,Doctorado,031400,030000,031000,031400,
621,8031400010,Doctorado en Negocios y Estudios Económicos,Doctorado,031400,030000,031000,031400,
622,8031400014,Doctorado en Estudios Económicos,Doctorado,031400,030000,031000,031400,
623,8033100003,Doctorado en Derechos Humanos,Doctorado,033100,030000,033000,033100,
624,8033100009,Doctorado en Derecho,Doctorado,033100,030000,033000,033100,
625,8041400003,Doctorado en Estudios Fiscales,Doctorado,041400,040000,041000,041400,
626,8042000005,Doctorado en Ciencias de la Administración,Doctorado,042000,040000,042000,042000,
627,8042000014,Doctorado en Gestión y Negocios,Doctorado,042000,040000,042000,042000,
628,8042100049,Doctorado en Innovación para el Hábitat Sustentable,Doctorado,042100,040000,042000,042100,
