name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
165 2021-2022 14MMS0686Z BGC,165,2021-2022,14MMS0686Z,BGC,Escolarizada,12,22,,34,,,,0,,,,6,,,,,,,,,,,,
166 2021-2022 14MMS0693J BGC,166,2021-2022,14MMS0693J,BGC,Escolarizada,83,84,,167,,,,1,,,,1,,,,,,,,,,,,
167 2021-2022 14MMS0693J BGC,167,2021-2022,14MMS0693J,BGC,Escolarizada,74,93,,167,,,,0,,,,0,,,,,,,,,,,,
168 2021-2022 14MMS0678R BGC,168,2021-2022,14MMS0678R,BGC,Escolarizada,71,65,,136,,,,0,,,,0,,,,,,,,,,,,
169 2021-2022 14MMS0653I BGC,169,2021-2022,14MMS0653I,BGC,Escolarizada,106,142,,248,,,,3,,,,1,,,,,,,,,,,,
170 2021-2022 14MMS0653I BGC,170,2021-2022,14MMS0653I,BGC,Escolarizada,93,153,,246,,,,3,,,,0,,,,,,,,,,,,
171 2021-2022 14MMS0691L BGC,171,2021-2022,14MMS0691L,BGC,Escolarizada,42,57,,99,,,,0,,,,0,,,,,,,,,,,,
172 2021-2022 14MMS0692K BGC,172,2021-2022,14MMS0692K,BGC,Escolarizada,57,60,,117,,,,1,,,,0,,,,,,,,,,,,
173 2021-2022 14MMS0818A BGAI,173,2021-2022,14MMS0818A,BGAI,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
174 2021-2022 14MMS0818A BGC,174,2021-2022,14MMS0818A,BGC,Escolarizada,312,442,,754,,,,14,,,,0,,,,,,,,,,,,
175 2021-2022 14MMS0818A BGC,175,2021-2022,14MMS0818A,BGC,Escolarizada,273,480,,753,,,,15,,,,0,,,,,,,,,,,,
176 2021-2022 14MMS0879O BGC,176,2021-2022,14MMS0879O,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
177 2021-2022 14MMS0879O BGC,177,2021-2022,14MMS0879O,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
178 2021-2022 14MMS0764N BGC,178,2021-2022,14MMS0764N,BGC,Escolarizada,24,50,,74,,,,0,,,,0,,,,,,,,,,,,
179 2021-2022 14MMS0628J BGC,179,2021-2022,14MMS0628J,BGC,Escolarizada,156,270,,426,,,,9,,,,0,,,,,,,,,,,,
180 2021-2022 14MMS0628J BGC,180,2021-2022,14MMS0628J,BGC,Escolarizada,181,245,,426,,,,6,,,,0,,,,,,,,,,,,
181 2021-2022 14MMS0697F BGC,181,2021-2022,14MMS0697F,BGC,Escolarizada,19,22,,41,,,,1,,,,0,,,,,,,,,,,,
182 2021-2022 14MMS0697F BGC,182,2021-2022,14MMS0697F,BGC,Escolarizada,19,21,,40,,,,0,,,,0,,,,,,,,,,,,
183 2021-2022 14MMS0694I BGC,183,2021-2022,14MMS0694I,BGC,Escolarizada,20,33,,53,,,,1,,,,0,,,,,,,,,,,,
184 2021-2022 14MMS0694I BGC,184,2021-2022,14MMS0694I,BGC,Escolarizada,16,36,,52,,,,0,,,,0,,,,,,,,,,,,
185 2021-2022 14MMS0695H BGC,185,2021-2022,14MMS0695H,BGC,Escolarizada,47,62,,109,,,,3,,,,0,,,,,,,,,,,,
186 2021-2022 14MMS0695H BGC,186,2021-2022,14MMS0695H,BGC,Escolarizada,33,76,,109,,,,3,,,,0,,,,,,,,,,,,
187 2021-2022 14MMS0696G BGC,187,2021-2022,14MMS0696G,BGC,Escolarizada,38,71,,109,,,,1,,,,0,,,,,,,,,,,,
188 2021-2022 14MMS0696G BGC,188,2021-2022,14MMS0696G,BGC,Escolarizada,34,75,,109,,,,0,,,,0,,,,,,,,,,,,
189 2021-2022 14MMS0739O BGC,189,2021-2022,14MMS0739O,BGC,Escolarizada,36,27,,63,,,,0,,,,0,,,,,,,,,,,,
190 2021-2022 14MMS0739O BGC,190,2021-2022,14MMS0739O,BGC,Escolarizada,29,33,,62,,,,1,,,,2,,,,,,,,,,,,
191 2021-2022 14MMS0644A BGC,191,2021-2022,14MMS0644A,BGC,Escolarizada,94,116,,210,,,,5,,,,0,,,,,,,,,,,,
192 2021-2022 14MMS0644A BGC,192,2021-2022,14MMS0644A,BGC,Escolarizada,104,105,,209,,,,0,,,,0,,,,,,,,,,,,
193 2021-2022 14MMS0718B BGC,193,2021-2022,14MMS0718B,BGC,Escolarizada,35,60,,95,,,,1,,,,0,,,,,,,,,,,,
194 2021-2022 14MMS0718B BGC,194,2021-2022,14MMS0718B,BGC,Escolarizada,43,51,,94,,,,3,,,,0,,,,,,,,,,,,
195 2021-2022 14MMS0717C BGC,195,2021-2022,14MMS0717C,BGC,Escolarizada,37,57,,94,,,,1,,,,0,,,,,,,,,,,,
196 2021-2022 14MMS0717C BGC,196,2021-2022,14MMS0717C,BGC,Escolarizada,44,50,,94,,,,0,,,,0,,,,,,,,,,,,
197 2021-2022 14MMS0741C BGC,197,2021-2022,14MMS0741C,BGC,Escolarizada,12,39,,51,,,,0,,,,0,,,,,,,,,,,,
198 2021-2022 14MMS0714F BGC,198,2021-2022,14MMS0714F,BGC,Escolarizada,43,56,,99,,,,2,,,,0,,,,,,,,,,,,
199 2021-2022 14MMS0714F BGC,199,2021-2022,14MMS0714F,BGC,Escolarizada,43,55,,98,,,,5,,,,0,,,,,,,,,,,,
200 2021-2022 14MMS0706X BGC,200,2021-2022,14MMS0706X,BGC,Escolarizada,71,107,,178,,,,4,,,,0,,,,,,,,,,,,
201 2021-2022 14MMS0706X BGC,201,2021-2022,14MMS0706X,BGC,Escolarizada,73,105,,178,,,,6,,,,0,,,,,,,,,,,,
202 2021-2022 14MMS0748W BGC,202,2021-2022,14MMS0748W,BGC,Escolarizada,33,33,,66,,,,1,,,,0,,,,,,,,,,,,
203 2021-2022 14MMS0748W BGC,203,2021-2022,14MMS0748W,BGC,Escolarizada,24,42,,66,,,,0,,,,0,,,,,,,,,,,,
204 2021-2022 14MMS0639P BGC,204,2021-2022,14MMS0639P,BGC,Escolarizada,46,81,,127,,,,0,,,,0,,,,,,,,,,,,
205 2021-2022 14MMS0639P BGC,205,2021-2022,14MMS0639P,BGC,Escolarizada,45,82,,127,,,,2,,,,0,,,,,,,,,,,,
206 2021-2022 14MMS0616E BGC,206,2021-2022,14MMS0616E,BGC,Escolarizada,72,94,,166,,,,6,,,,0,,,,,,,,,,,,
207 2021-2022 14MMS0616E BGC,207,2021-2022,14MMS0616E,BGC,Escolarizada,59,105,,164,,,,5,,,,0,,,,,,,,,,,,
208 2021-2022 14MMS0827I BGC,208,2021-2022,14MMS0827I,BGC,Escolarizada,29,26,,55,,,,0,,,,0,,,,,,,,,,,,
209 2021-2022 14MMS0827I BGC,209,2021-2022,14MMS0827I,BGC,Escolarizada,16,39,,55,,,,0,,,,0,,,,,,,,,,,,
210 2021-2022 14MMS0699D BGC,210,2021-2022,14MMS0699D,BGC,Escolarizada,21,35,,56,,,,1,,,,0,,,,,,,,,,,,
211 2021-2022 14MMS0699D BGC,211,2021-2022,14MMS0699D,BGC,Escolarizada,20,35,,55,,,,0,,,,0,,,,,,,,,,,,
212 2021-2022 14MMS0707W BGC,212,2021-2022,14MMS0707W,BGC,Escolarizada,74,119,,193,,,,2,,,,0,,,,,,,,,,,,
213 2021-2022 14MMS0707W BGC,213,2021-2022,14MMS0707W,BGC,Escolarizada,88,105,,193,,,,0,,,,0,,,,,,,,,,,,
214 2021-2022 14MMS0701B BGC,214,2021-2022,14MMS0701B,BGC,Escolarizada,81,107,,188,,,,3,,,,1,,,,,,,,,,,,
215 2021-2022 14MMS0701B BGC,215,2021-2022,14MMS0701B,BGC,Escolarizada,85,102,,187,,,,7,,,,0,,,,,,,,,,,,
216 2021-2022 14MMS0702A BGC,216,2021-2022,14MMS0702A,BGC,Escolarizada,33,38,,71,,,,2,,,,0,,,,,,,,,,,,
217 2021-2022 14MMS0703Z BGC,217,2021-2022,14MMS0703Z,BGC,Escolarizada,38,38,,76,,,,0,,,,0,,,,,,,,,,,,
218 2021-2022 14MMS0703Z BGC,218,2021-2022,14MMS0703Z,BGC,Escolarizada,33,43,,76,,,,0,,,,1,,,,,,,,,,,,
219 2021-2022 14MMS0634U BGC,219,2021-2022,14MMS0634U,BGC,Escolarizada,226,310,,536,,,,16,,,,0,,,,,,,,,,,,
220 2021-2022 14MMS0634U BGC,220,2021-2022,14MMS0634U,BGC,Escolarizada,216,319,,535,,,,13,,,,1,,,,,,,,,,,,
221 2021-2022 14MMS0704Z BGC,221,2021-2022,14MMS0704Z,BGC,Escolarizada,32,30,,62,,,,0,,,,0,,,,,,,,,,,,
222 2021-2022 14MMS0700C BGC,222,2021-2022,14MMS0700C,BGC,Escolarizada,58,72,,130,,,,0,,,,0,,,,,,,,,,,,
223 2021-2022 14MMS0654H BGAI,223,2021-2022,14MMS0654H,BGAI,Escolarizada,22,34,,56,,,,0,,,,0,,,,,,,,,,,,
224 2021-2022 14MMS0654H BGC,224,2021-2022,14MMS0654H,BGC,Escolarizada,129,233,,362,,,,4,,,,0,,,,,,,,,,,,
225 2021-2022 14MMS0654H BGC,225,2021-2022,14MMS0654H,BGC,Escolarizada,139,222,,361,,,,4,,,,0,,,,,,,,,,,,
226 2021-2022 14MMS0754G BGC,226,2021-2022,14MMS0754G,BGC,Escolarizada,18,36,,54,,,,2,,,,0,,,,,,,,,,,,
227 2021-2022 14MMS0754G BGC,227,2021-2022,14MMS0754G,BGC,Escolarizada,18,36,,54,,,,6,,,,0,,,,,,,,,,,,
228 2021-2022 14MMS0709U BGC,228,2021-2022,14MMS0709U,BGC,Escolarizada,28,56,,84,,,,1,,,,1,,,,,,,,,,,,
229 2021-2022 14MMS0709U BGC,229,2021-2022,14MMS0709U,BGC,Escolarizada,38,45,,83,,,,1,,,,0,,,,,,,,,,,,
230 2021-2022 14MMS0627K BGAI,230,2021-2022,14MMS0627K,BGAI,Escolarizada,7,18,,25,,,,0,,,,0,,,,,,,,,,,,
231 2021-2022 14MMS0627K BGC,231,2021-2022,14MMS0627K,BGC,Escolarizada,62,72,,134,,,,0,,,,0,,,,,,,,,,,,
232 2021-2022 14MMS0627K BGC,232,2021-2022,14MMS0627K,BGC,Escolarizada,45,87,,132,,,,0,,,,0,,,,,,,,,,,,
233 2021-2022 14MMS0710J BGC,233,2021-2022,14MMS0710J,BGC,Escolarizada,28,35,,63,,,,0,,,,0,,,,,,,,,,,,
234 2021-2022 14MMS0710J BGC,234,2021-2022,14MMS0710J,BGC,Escolarizada,24,39,,63,,,,0,,,,1,,,,,,,,,,,,
235 2021-2022 14MMS0832U BGC,235,2021-2022,14MMS0832U,BGC,Escolarizada,6,17,,23,,,,0,,,,0,,,,,,,,,,,,
236 2021-2022 14MMS0832U BGC,236,2021-2022,14MMS0832U,BGC,Escolarizada,12,10,,22,,,,0,,,,0,,,,,,,,,,,,
237 2021-2022 14MMS0629I BGC,237,2021-2022,14MMS0629I,BGC,Escolarizada,154,255,,409,,,,7,,,,0,,,,,,,,,,,,
238 2021-2022 14MMS0629I BGC,238,2021-2022,14MMS0629I,BGC,Escolarizada,149,260,,409,,,,8,,,,0,,,,,,,,,,,,
239 2021-2022 14MMS0769I BGC,239,2021-2022,14MMS0769I,BGC,Escolarizada,57,68,,125,,,,0,,,,0,,,,,,,,,,,,
240 2021-2022 14MMS0759B BGAI,240,2021-2022,14MMS0759B,BGAI,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
241 2021-2022 14MMS0759B BGC,241,2021-2022,14MMS0759B,BGC,Escolarizada,324,380,,704,,,,10,,,,0,,,,,,,,,,,,
242 2021-2022 14MMS0759B BGC,242,2021-2022,14MMS0759B,BGC,Escolarizada,305,397,,702,,,,11,,,,0,,,,,,,,,,,,
243 2021-2022 14MMS0771X BGC,243,2021-2022,14MMS0771X,BGC,Escolarizada,21,56,,77,,,,1,,,,0,,,,,,,,,,,,
244 2021-2022 14MMS0771X BGC,244,2021-2022,14MMS0771X,BGC,Escolarizada,30,46,,76,,,,0,,,,0,,,,,,,,,,,,
245 2021-2022 14MMS0655G BGC,245,2021-2022,14MMS0655G,BGC,Escolarizada,202,230,,432,,,,4,,,,2,,,,,,,,,,,,
246 2021-2022 14MMS0655G BGC,246,2021-2022,14MMS0655G,BGC,Escolarizada,213,217,,430,,,,3,,,,2,,,,,,,,,,,,
247 2021-2022 14MMS0766L BGC,247,2021-2022,14MMS0766L,BGC,Escolarizada,3,9,,12,,,,0,,,,0,,,,,,,,,,,,
248 2021-2022 14MMS0690M BGC,248,2021-2022,14MMS0690M,BGC,Escolarizada,15,22,,37,,,,0,,,,0,,,,,,,,,,,,
249 2021-2022 14MMS0722O BGC,249,2021-2022,14MMS0722O,BGC,Escolarizada,48,74,,122,,,,4,,,,0,,,,,,,,,,,,
250 2021-2022 14MMS0722O BGC,250,2021-2022,14MMS0722O,BGC,Escolarizada,66,55,,121,,,,3,,,,0,,,,,,,,,,,,
251 2021-2022 14MMS0689X BGC,251,2021-2022,14MMS0689X,BGC,Escolarizada,33,29,,62,,,,2,,,,0,,,,,,,,,,,,
252 2021-2022 14MMS0620R BGC,252,2021-2022,14MMS0620R,BGC,Escolarizada,39,76,,115,,,,1,,,,0,,,,,,,,,,,,
253 2021-2022 14MMS0620R BGC,253,2021-2022,14MMS0620R,BGC,Escolarizada,55,60,,115,,,,0,,,,0,,,,,,,,,,,,
254 2021-2022 14MMS0770Y BGC,254,2021-2022,14MMS0770Y,BGC,Escolarizada,7,16,,23,,,,0,,,,0,,,,,,,,,,,,
255 2021-2022 14MMS0740D BGC,255,2021-2022,14MMS0740D,BGC,Escolarizada,11,27,,38,,,,0,,,,0,,,,,,,,,,,,
256 2021-2022 14MMS0768J BGC,256,2021-2022,14MMS0768J,BGC,Escolarizada,58,70,,128,,,,2,,,,0,,,,,,,,,,,,
257 2021-2022 14MMS0711I BGC,257,2021-2022,14MMS0711I,BGC,Escolarizada,41,57,,98,,,,1,,,,0,,,,,,,,,,,,
258 2021-2022 14MMS0730X BGC,258,2021-2022,14MMS0730X,BGC,Escolarizada,45,47,,92,,,,1,,,,0,,,,,,,,,,,,
259 2021-2022 14MMS0656F BGC,259,2021-2022,14MMS0656F,BGC,Escolarizada,57,62,,119,,,,4,,,,0,,,,,,,,,,,,
260 2021-2022 14MMS0656F BGC,260,2021-2022,14MMS0656F,BGC,Escolarizada,59,60,,119,,,,0,,,,0,,,,,,,,,,,,
261 2021-2022 14MMS0670Z BGC,261,2021-2022,14MMS0670Z,BGC,Escolarizada,41,43,,84,,,,1,,,,0,,,,,,,,,,,,
262 2021-2022 14MMS0713G BGC,262,2021-2022,14MMS0713G,BGC,Escolarizada,46,54,,100,,,,2,,,,0,,,,,,,,,,,,
263 2021-2022 14MMS0713G BGC,263,2021-2022,14MMS0713G,BGC,Escolarizada,38,62,,100,,,,2,,,,0,,,,,,,,,,,,
264 2021-2022 14MMS0763O BGC,264,2021-2022,14MMS0763O,BGC,Escolarizada,35,29,,64,,,,0,,,,0,,,,,,,,,,,,
265 2021-2022 14MMS0632W BGC,265,2021-2022,14MMS0632W,BGC,Escolarizada,194,326,,520,,,,7,,,,0,,,,,,,,,,,,
266 2021-2022 14MMS0632W BGC,266,2021-2022,14MMS0632W,BGC,Escolarizada,205,315,,520,,,,13,,,,0,,,,,,,,,,,,
267 2021-2022 14MMS0715E BGC,267,2021-2022,14MMS0715E,BGC,Escolarizada,49,76,,125,,,,5,,,,0,,,,,,,,,,,,
268 2021-2022 14MMS0716D BGC,268,2021-2022,14MMS0716D,BGC,Escolarizada,63,99,,162,,,,0,,,,0,,,,,,,,,,,,
269 2021-2022 14MMS0743A BGC,269,2021-2022,14MMS0743A,BGC,Escolarizada,20,25,,45,,,,0,,,,0,,,,,,,,,,,,
270 2021-2022 14MMS0719A BGC,270,2021-2022,14MMS0719A,BGC,Escolarizada,16,30,,46,,,,0,,,,0,,,,,,,,,,,,
271 2021-2022 14MMS0719A BGC,271,2021-2022,14MMS0719A,BGC,Escolarizada,20,25,,45,,,,0,,,,0,,,,,,,,,,,,
272 2021-2022 14MMS0720Q BGC,272,2021-2022,14MMS0720Q,BGC,Escolarizada,38,51,,89,,,,0,,,,0,,,,,,,,,,,,
273 2021-2022 14MMS0720Q BGC,273,2021-2022,14MMS0720Q,BGC,Escolarizada,29,60,,89,,,,2,,,,0,,,,,,,,,,,,
274 2021-2022 14MMS0660S BGC,274,2021-2022,14MMS0660S,BGC,Escolarizada,56,78,,134,,,,1,,,,0,,,,,,,,,,,,
275 2021-2022 14MMS0660S BGC,275,2021-2022,14MMS0660S,BGC,Escolarizada,59,74,,133,,,,0,,,,0,,,,,,,,,,,,
276 2021-2022 14MMS0742B BGC,276,2021-2022,14MMS0742B,BGC,Escolarizada,18,32,,50,,,,0,,,,0,,,,,,,,,,,,
277 2021-2022 14MMS0727J BGC,277,2021-2022,14MMS0727J,BGC,Escolarizada,25,43,,68,,,,0,,,,0,,,,,,,,,,,,
278 2021-2022 14MMS0744Z BGC,278,2021-2022,14MMS0744Z,BGC,Escolarizada,69,81,,150,,,,3,,,,0,,,,,,,,,,,,
279 2021-2022 14MMS0744Z BGC,279,2021-2022,14MMS0744Z,BGC,Escolarizada,71,78,,149,,,,2,,,,0,,,,,,,,,,,,
280 2021-2022 14MMS0721P BGAI,280,2021-2022,14MMS0721P,BGAI,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
281 2021-2022 14MMS0721P BGC,281,2021-2022,14MMS0721P,BGC,Escolarizada,44,66,,110,,,,2,,,,0,,,,,,,,,,,,
282 2021-2022 14MMS0721P BGC,282,2021-2022,14MMS0721P,BGC,Escolarizada,40,69,,109,,,,3,,,,0,,,,,,,,,,,,
283 2021-2022 14MMS0657E BGAI,283,2021-2022,14MMS0657E,BGAI,Escolarizada,280,277,,557,,,,4,,,,1,,,,,,,,,,,,
284 2021-2022 14MMS0657E BGC,284,2021-2022,14MMS0657E,BGC,Escolarizada,213,279,,492,,,,7,,,,0,,,,,,,,,,,,
285 2021-2022 14MMS0657E BGC,285,2021-2022,14MMS0657E,BGC,Escolarizada,221,270,,491,,,,5,,,,0,,,,,,,,,,,,
286 2021-2022 14MMS0817B BGC,286,2021-2022,14MMS0817B,BGC,Escolarizada,49,33,,82,,,,0,,,,0,,,,,,,,,,,,
287 2021-2022 14MMS0817B BGC,287,2021-2022,14MMS0817B,BGC,Escolarizada,45,36,,81,,,,3,,,,0,,,,,,,,,,,,
288 2021-2022 14MMS0773V BGC,288,2021-2022,14MMS0773V,BGC,Escolarizada,129,167,,296,,,,6,,,,0,,,,,,,,,,,,
289 2021-2022 14MMS0773V BGC,289,2021-2022,14MMS0773V,BGC,Escolarizada,132,163,,295,,,,9,,,,0,,,,,,,,,,,,
290 2021-2022 14MMS0772W BGC,290,2021-2022,14MMS0772W,BGC,Escolarizada,15,28,,43,,,,0,,,,0,,,,,,,,,,,,
291 2021-2022 14MMS0679Q BGC,291,2021-2022,14MMS0679Q,BGC,Escolarizada,92,90,,182,,,,0,,,,0,,,,,,,,,,,,
292 2021-2022 14MMS0723N BGC,292,2021-2022,14MMS0723N,BGC,Escolarizada,29,39,,68,,,,1,,,,0,,,,,,,,,,,,
293 2021-2022 14MMS0633V BGC,293,2021-2022,14MMS0633V,BGC,Escolarizada,37,72,,109,,,,2,,,,2,,,,,,,,,,,,
294 2021-2022 14MMS0633V BGC,294,2021-2022,14MMS0633V,BGC,Escolarizada,42,66,,108,,,,5,,,,0,,,,,,,,,,,,
295 2021-2022 14MMS0669J BGC,295,2021-2022,14MMS0669J,BGC,Escolarizada,14,41,,55,,,,1,,,,0,,,,,,,,,,,,
296 2021-2022 14MMS0669J BGC,296,2021-2022,14MMS0669J,BGC,Escolarizada,24,31,,55,,,,1,,,,0,,,,,,,,,,,,
297 2021-2022 14MMS0672X BGC,297,2021-2022,14MMS0672X,BGC,Escolarizada,7,14,,21,,,,0,,,,0,,,,,,,,,,,,
298 2021-2022 14MMS0712H BGC,298,2021-2022,14MMS0712H,BGC,Escolarizada,38,75,,113,,,,0,,,,0,,,,,,,,,,,,
299 2021-2022 14MMS0712H BGC,299,2021-2022,14MMS0712H,BGC,Escolarizada,50,63,,113,,,,1,,,,0,,,,,,,,,,,,
300 2021-2022 14MMS0767K BGC,300,2021-2022,14MMS0767K,BGC,Escolarizada,74,85,,159,,,,0,,,,0,,,,,,,,,,,,
301 2021-2022 14MMS0767K BGC,301,2021-2022,14MMS0767K,BGC,Escolarizada,61,98,,159,,,,2,,,,0,,,,,,,,,,,,
302 2021-2022 14MMS0708V BGC,302,2021-2022,14MMS0708V,BGC,Escolarizada,69,84,,153,,,,1,,,,0,,,,,,,,,,,,
303 2021-2022 14MMS0708V BGC,303,2021-2022,14MMS0708V,BGC,Escolarizada,78,75,,153,,,,1,,,,0,,,,,,,,,,,,
304 2021-2022 14MMS0746Y BGC,304,2021-2022,14MMS0746Y,BGC,Escolarizada,34,72,,106,,,,0,,,,0,,,,,,,,,,,,
305 2021-2022 14MMS0724M BGC,305,2021-2022,14MMS0724M,BGC,Escolarizada,28,42,,70,,,,0,,,,0,,,,,,,,,,,,
306 2021-2022 14MMS0724M BGC,306,2021-2022,14MMS0724M,BGC,Escolarizada,37,33,,70,,,,0,,,,0,,,,,,,,,,,,
307 2021-2022 14MMS0755F BGC,307,2021-2022,14MMS0755F,BGC,Escolarizada,23,28,,51,,,,0,,,,0,,,,,,,,,,,,
308 2021-2022 14MMS0755F BGC,308,2021-2022,14MMS0755F,BGC,Escolarizada,20,30,,50,,,,0,,,,0,,,,,,,,,,,,
309 2021-2022 14MMS0745Z BGC,309,2021-2022,14MMS0745Z,BGC,Escolarizada,11,13,,24,,,,1,,,,0,,,,,,,,,,,,
310 2021-2022 14MMS0659C BGC,310,2021-2022,14MMS0659C,BGC,Escolarizada,54,118,,172,,,,8,,,,0,,,,,,,,,,,,
311 2021-2022 14MMS0659C BGC,311,2021-2022,14MMS0659C,BGC,Escolarizada,61,111,,172,,,,4,,,,0,,,,,,,,,,,,
312 2021-2022 14MMS0725L BGC,312,2021-2022,14MMS0725L,BGC,Escolarizada,22,34,,56,,,,1,,,,0,,,,,,,,,,,,
313 2021-2022 14MMS0658D BGC,313,2021-2022,14MMS0658D,BGC,Escolarizada,108,192,,300,,,,3,,,,0,,,,,,,,,,,,
314 2021-2022 14MMS0658D BGC,314,2021-2022,14MMS0658D,BGC,Escolarizada,106,192,,298,,,,9,,,,0,,,,,,,,,,,,
315 2021-2022 14MMS0638Q BGC,315,2021-2022,14MMS0638Q,BGC,Escolarizada,65,105,,170,,,,2,,,,0,,,,,,,,,,,,
316 2021-2022 14MMS0638Q BGC,316,2021-2022,14MMS0638Q,BGC,Escolarizada,60,109,,169,,,,2,,,,0,,,,,,,,,,,,
317 2021-2022 14MMS0749V BGAI,317,2021-2022,14MMS0749V,BGAI,No escolarizada,41,83,,124,,,,6,,,,2,,,,,,,,,,,,
318 2021-2022 14MMS0775T 2021300033,318,2021-2022,14MMS0775T,2021300033,Escolarizada,80,53,,133,,,,1,,,,0,12,7,,19,,,,0,,,,0
319 2021-2022 14MMS0774U 2092100004,319,2021-2022,14MMS0774U,2092100004,Escolarizada,53,201,,254,,,,0,,,,0,37,159,,196,,,,0,,,,0
320 2021-2022 14MMS0777R 2092100004,320,2021-2022,14MMS0777R,2092100004,Escolarizada,63,241,,304,,,,1,,,,0,37,163,,200,,,,0,,,,0
321 2021-2022 14MMS0650L 3095300007,321,2021-2022,14MMS0650L,3095300007,Escolarizada,35,73,,108,,,,0,,,,0,1,4,,5,,,,0,,,,0
322 2021-2022 14MMS0650L 3095300007,322,2021-2022,14MMS0650L,3095300007,Escolarizada,28,80,,108,,,,2,,,,0,2,3,,5,,,,1,,,,0
323 2021-2022 14MMS0650L 3093100005,323,2021-2022,14MMS0650L,3093100005,Escolarizada,26,75,,101,,,,0,,,,0,1,2,,3,,,,0,,,,0
324 2021-2022 14MMS0650L 3093100005,324,2021-2022,14MMS0650L,3093100005,Escolarizada,32,68,,100,,,,3,,,,0,0,3,,3,,,,0,,,,0
325 2021-2022 14MMS0752I 3073200001,325,2021-2022,14MMS0752I,3073200001,Escolarizada,50,46,,96,,,,1,,,,0,0,0,,0,,,,0,,,,0
326 2021-2022 14MMS0752I 3073200001,326,2021-2022,14MMS0752I,3073200001,Escolarizada,37,59,,96,,,,5,,,,0,0,0,,0,,,,0,,,,0
327 2021-2022 14MMS0752I 3061300004,327,2021-2022,14MMS0752I,3061300004,Escolarizada,60,37,,97,,,,0,,,,0,0,0,,0,,,,0,,,,0
328 2021-2022 14MMS0752I 3061300004,328,2021-2022,14MMS0752I,3061300004,Escolarizada,58,39,,97,,,,2,,,,0,0,0,,0,,,,0,,,,0
329 2021-2022 14MMS0776S 3073200001,329,2021-2022,14MMS0776S,3073200001,Escolarizada,70,38,,108,,,,1,,,,0,0,1,,1,,,,0,,,,0
330 2021-2022 14MMS0776S 3073200001,330,2021-2022,14MMS0776S,3073200001,Escolarizada,65,43,,108,,,,5,,,,0,0,0,,0,,,,0,,,,0
331 2021-2022 14MMS0776S 3071700002,331,2021-2022,14MMS0776S,3071700002,Escolarizada,40,54,,94,,,,3,,,,1,0,0,,0,,,,0,,,,0
332 2021-2022 14MMS0776S 2072100002,332,2021-2022,14MMS0776S,2072100002,Escolarizada,37,132,,169,,,,0,,,,0,0,2,,2,,,,0,,,,0
333 2021-2022 14MMS0776S 2072100002,333,2021-2022,14MMS0776S,2072100002,Escolarizada,48,119,,167,,,,0,,,,0,0,2,,2,,,,0,,,,0
334 2021-2022 14MMS0776S 2071200002,334,2021-2022,14MMS0776S,2071200002,Escolarizada,104,2,,106,,,,1,,,,0,2,0,,2,,,,0,,,,0
335 2021-2022 14MMS0776S 2071200002,335,2021-2022,14MMS0776S,2071200002,Escolarizada,99,6,,105,,,,3,,,,0,1,0,,1,,,,0,,,,0
336 2021-2022 14MMS0776S 2072400003,336,2021-2022,14MMS0776S,2072400003,Escolarizada,44,14,,58,,,,1,,,,0,0,0,,0,,,,0,,,,0
337 2021-2022 14MMS0776S 2072400003,337,2021-2022,14MMS0776S,2072400003,Escolarizada,40,18,,58,,,,0,,,,0,0,0,,0,,,,0,,,,0
338 2021-2022 14MMS0776S 2071100002,338,2021-2022,14MMS0776S,2071100002,Escolarizada,182,13,,195,,,,8,,,,0,1,2,,3,,,,0,,,,0
339 2021-2022 14MMS0776S 2071100002,339,2021-2022,14MMS0776S,2071100002,Escolarizada,183,11,,194,,,,3,,,,0,1,0,,1,,,,0,,,,0
340 2021-2022 14MMS0776S 2072300001,340,2021-2022,14MMS0776S,2072300001,Escolarizada,33,21,,54,,,,1,,,,0,1,0,,1,,,,0,,,,0
341 2021-2022 14MMS0776S 2072300001,341,2021-2022,14MMS0776S,2072300001,Escolarizada,37,17,,54,,,,1,,,,0,0,0,,0,,,,0,,,,0
342 2021-2022 14MMS0776S 2071400003,342,2021-2022,14MMS0776S,2071400003,Escolarizada,55,57,,112,,,,5,,,,0,3,3,,6,,,,0,,,,0
343 2021-2022 14MMS0776S 2071400003,343,2021-2022,14MMS0776S,2071400003,Escolarizada,51,61,,112,,,,1,,,,0,2,3,,5,,,,0,,,,0
