name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
344 2021-2022 14MMS0776S 2062200013,344,2021-2022,14MMS0776S,2062200013,Escolarizada,148,38,,186,,,,3,,,,0,1,2,,3,,,,0,,,,0
345 2021-2022 14MMS0776S 2062200013,345,2021-2022,14MMS0776S,2062200013,Escolarizada,141,45,,186,,,,6,,,,0,3,0,,3,,,,0,,,,0
346 2021-2022 14MMS0799C 3042000001,346,2021-2022,14MMS0799C,3042000001,Escolarizada,66,110,,176,,,,1,,,,0,4,4,,8,,,,0,,,,0
347 2021-2022 14MMS0799C 3042000001,347,2021-2022,14MMS0799C,3042000001,Escolarizada,57,118,,175,,,,2,,,,0,3,4,,7,,,,0,,,,0
348 2021-2022 14MMS0799C 3041100005,348,2021-2022,14MMS0799C,3041100005,Escolarizada,33,71,,104,,,,0,,,,0,1,0,,1,,,,0,,,,0
349 2021-2022 14MMS0799C 3041100005,349,2021-2022,14MMS0799C,3041100005,Escolarizada,39,65,,104,,,,2,,,,0,0,1,,1,,,,0,,,,0
350 2021-2022 14MMS0799C 2051200001,350,2021-2022,14MMS0799C,2051200001,Escolarizada,14,21,,35,,,,0,,,,0,0,0,,0,,,,0,,,,0
351 2021-2022 14MMS0799C 2051200001,351,2021-2022,14MMS0799C,2051200001,Escolarizada,9,26,,35,,,,0,,,,0,0,0,,0,,,,0,,,,0
352 2021-2022 14MMS0799C 2071200011,352,2021-2022,14MMS0799C,2071200011,Escolarizada,22,6,,28,,,,0,,,,0,0,0,,0,,,,0,,,,0
353 2021-2022 14MMS0799C 2071200011,353,2021-2022,14MMS0799C,2071200011,Escolarizada,18,10,,28,,,,1,,,,1,0,0,,0,,,,0,,,,0
354 2021-2022 14MMS0799C 2062200007,354,2021-2022,14MMS0799C,2062200007,Escolarizada,119,50,,169,,,,6,,,,0,3,3,,6,,,,1,,,,0
355 2021-2022 14MMS0799C 2062200007,355,2021-2022,14MMS0799C,2062200007,Escolarizada,119,49,,168,,,,4,,,,0,4,2,,6,,,,1,,,,0
356 2021-2022 14MMS0799C 2072000001,356,2021-2022,14MMS0799C,2072000001,Escolarizada,14,6,,20,,,,0,,,,0,0,0,,0,,,,0,,,,0
357 2021-2022 14MMS0799C 2072000001,357,2021-2022,14MMS0799C,2072000001,Escolarizada,11,9,,20,,,,0,,,,0,0,0,,0,,,,0,,,,0
358 2021-2022 14MMS0799C 2062100003,358,2021-2022,14MMS0799C,2062100003,Escolarizada,12,6,,18,,,,0,,,,0,0,0,,0,,,,0,,,,0
359 2021-2022 14MMS0799C 2062100003,359,2021-2022,14MMS0799C,2062100003,Escolarizada,14,4,,18,,,,1,,,,0,0,0,,0,,,,0,,,,0
360 2021-2022 14MMS0645Z 3042100001,360,2021-2022,14MMS0645Z,3042100001,Escolarizada,32,60,,92,,,,1,,,,0,0,4,,4,,,,0,,,,0
361 2021-2022 14MMS0645Z 3042100001,361,2021-2022,14MMS0645Z,3042100001,Escolarizada,34,58,,92,,,,1,,,,0,1,2,,3,,,,0,,,,0
362 2021-2022 14MMS0645Z 3021700001,362,2021-2022,14MMS0645Z,3021700001,Escolarizada,12,28,,40,,,,0,,,,0,0,0,,0,,,,0,,,,0
363 2021-2022 14MMS0645Z 3021700001,363,2021-2022,14MMS0645Z,3021700001,Escolarizada,19,21,,40,,,,1,,,,0,0,0,,0,,,,0,,,,0
364 2021-2022 14MMS0614G 3101600003,364,2021-2022,14MMS0614G,3101600003,Escolarizada,42,151,,193,,,,5,,,,0,1,0,,1,,,,0,,,,0
365 2021-2022 14MMS0614G 3101600003,365,2021-2022,14MMS0614G,3101600003,Escolarizada,35,158,,193,,,,2,,,,1,0,0,,0,,,,0,,,,0
366 2021-2022 14MMS0830W 3081100024,366,2021-2022,14MMS0830W,3081100024,Escolarizada,33,8,,41,,,,0,,,,37,0,0,,0,,,,0,,,,0
367 2021-2022 14MMS0830W 3021600010,367,2021-2022,14MMS0830W,3021600010,Escolarizada,7,24,,31,,,,0,,,,29,0,0,,0,,,,0,,,,0
368 2021-2022 14MMS0651K 3101600003,368,2021-2022,14MMS0651K,3101600003,Escolarizada,15,36,,51,,,,1,,,,0,0,0,,0,,,,0,,,,0
369 2021-2022 14MMS0651K 3101600003,369,2021-2022,14MMS0651K,3101600003,Escolarizada,19,32,,51,,,,2,,,,0,0,0,,0,,,,0,,,,0
370 2021-2022 14MMS0751J 3081100024,370,2021-2022,14MMS0751J,3081100024,Escolarizada,17,0,,17,,,,0,,,,17,0,0,,0,,,,0,,,,0
371 2021-2022 14MMS0751J 3021600010,371,2021-2022,14MMS0751J,3021600010,Escolarizada,3,26,,29,,,,0,,,,28,0,0,,0,,,,0,,,,0
372 2021-2022 14MMS0718B 3042000001,372,2021-2022,14MMS0718B,3042000001,Escolarizada,15,11,,26,,,,2,,,,0,0,0,,0,,,,0,,,,0
373 2021-2022 14MMS0718B 3101600003,373,2021-2022,14MMS0718B,3101600003,Escolarizada,26,52,,78,,,,0,,,,0,0,0,,0,,,,0,,,,0
374 2021-2022 14MMS0717C 3042000001,374,2021-2022,14MMS0717C,3042000001,Escolarizada,22,14,,36,,,,0,,,,0,0,1,,1,,,,0,,,,0
375 2021-2022 14MMS0717C 3101600003,375,2021-2022,14MMS0717C,3101600003,Escolarizada,3,8,,11,,,,0,,,,0,0,0,,0,,,,0,,,,0
376 2021-2022 14MMS0748W 3081100003,376,2021-2022,14MMS0748W,3081100003,Escolarizada,17,9,,26,,,,1,,,,0,0,0,,0,,,,0,,,,0
377 2021-2022 14MMS0748W 3081100003,377,2021-2022,14MMS0748W,3081100003,Escolarizada,14,11,,25,,,,0,,,,0,0,0,,0,,,,0,,,,0
378 2021-2022 14MMS0616E 3081100003,378,2021-2022,14MMS0616E,3081100003,Escolarizada,40,40,,80,,,,1,,,,0,0,1,,1,,,,0,,,,0
379 2021-2022 14MMS0616E 3081100003,379,2021-2022,14MMS0616E,3081100003,Escolarizada,42,37,,79,,,,2,,,,0,1,0,,1,,,,0,,,,0
380 2021-2022 14MMS0616E 2092100004,380,2021-2022,14MMS0616E,2092100004,Escolarizada,53,195,,248,,,,0,,,,0,14,33,,47,,,,1,,,,0
381 2021-2022 14MMS0616E 2092100004,381,2021-2022,14MMS0616E,2092100004,Escolarizada,64,184,,248,,,,2,,,,0,14,33,,47,,,,0,,,,0
382 2021-2022 14MMS0616E 2071100002,382,2021-2022,14MMS0616E,2071100002,Escolarizada,26,0,,26,,,,0,,,,0,0,0,,0,,,,0,,,,0
383 2021-2022 14MMS0616E 2071100002,383,2021-2022,14MMS0616E,2071100002,Escolarizada,25,0,,25,,,,0,,,,0,0,0,,0,,,,0,,,,0
384 2021-2022 14MMS0616E 2071400001,384,2021-2022,14MMS0616E,2071400001,Escolarizada,34,45,,79,,,,4,,,,0,1,0,,1,,,,0,,,,0
385 2021-2022 14MMS0616E 2071400001,385,2021-2022,14MMS0616E,2071400001,Escolarizada,40,39,,79,,,,2,,,,0,0,0,,0,,,,0,,,,0
386 2021-2022 14MMS0699D 3081100003,386,2021-2022,14MMS0699D,3081100003,Escolarizada,21,31,,52,,,,0,,,,0,0,0,,0,,,,0,,,,0
387 2021-2022 14MMS0632W 3042100026,387,2021-2022,14MMS0632W,3042100026,Escolarizada,20,25,,45,,,,0,,,,0,0,0,,0,,,,0,,,,0
388 2021-2022 14MMS0632W 3042100026,388,2021-2022,14MMS0632W,3042100026,Escolarizada,18,26,,44,,,,0,,,,0,0,0,,0,,,,0,,,,0
389 2021-2022 14MMS0660S 3042000001,389,2021-2022,14MMS0660S,3042000001,Escolarizada,21,28,,49,,,,0,,,,0,0,0,,0,,,,0,,,,0
390 2021-2022 14MMS0660S 3042000001,390,2021-2022,14MMS0660S,3042000001,Escolarizada,26,22,,48,,,,0,,,,0,0,0,,0,,,,0,,,,0
391 2021-2022 14MMS0660S 3101600003,391,2021-2022,14MMS0660S,3101600003,Escolarizada,16,23,,39,,,,0,,,,0,0,0,,0,,,,0,,,,0
392 2021-2022 14MMS0660S 3101600003,392,2021-2022,14MMS0660S,3101600003,Escolarizada,10,28,,38,,,,0,,,,0,0,0,,0,,,,0,,,,0
393 2021-2022 14MMS0659C 3042100026,393,2021-2022,14MMS0659C,3042100026,Escolarizada,28,31,,59,,,,3,,,,0,0,0,,0,,,,0,,,,0
394 2021-2022 14USU0002Z 5011100022,394,2021-2022,14USU0002Z,5011100022,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
395 2021-2022 14USU0002Z 5011500002,395,2021-2022,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
396 2021-2022 14USU0002Z 5031100007,396,2021-2022,14USU0002Z,5031100007,Escolarizada,16,74,,90,,,,0,,,,2,11,31,,42,,,,2,,,,0
397 2021-2022 14USU0002Z 5031200004,397,2021-2022,14USU0002Z,5031200004,Escolarizada,2,1,,3,,,,0,,,,0,1,2,,3,,,,0,,,,0
398 2021-2022 14USU0002Z 5033100003,398,2021-2022,14USU0002Z,5033100003,Escolarizada,20,19,,39,,,,0,,,,3,27,28,,55,,,,0,,,,2
399 2021-2022 14USU0002Z 5041100021,399,2021-2022,14USU0002Z,5041100021,Escolarizada,10,3,,13,,,,1,,,,0,9,4,,13,,,,0,,,,1
400 2021-2022 14USU0002Z 5041400032,400,2021-2022,14USU0002Z,5041400032,Escolarizada,5,12,,17,,,,0,,,,1,7,31,,38,,,,1,,,,0
401 2021-2022 14USU0002Z 5042000002,401,2021-2022,14USU0002Z,5042000002,Escolarizada,12,31,,43,,,,1,,,,3,12,24,,36,,,,0,,,,0
402 2021-2022 14USU0002Z 5062100034,402,2021-2022,14USU0002Z,5062100034,Escolarizada,2,4,,6,,,,0,,,,0,4,1,,5,,,,0,,,,0
403 2021-2022 14USU0002Z 5062200073,403,2021-2022,14USU0002Z,5062200073,Escolarizada,12,4,,16,,,,0,,,,2,8,3,,11,,,,0,,,,0
404 2021-2022 14USU0002Z 5071300009,404,2021-2022,14USU0002Z,5071300009,Escolarizada,12,2,,14,,,,0,,,,0,11,0,,11,,,,0,,,,0
405 2021-2022 14USU0002Z 5092100006,405,2021-2022,14USU0002Z,5092100006,Escolarizada,57,197,,254,,,,4,,,,7,68,168,,236,,,,2,,,,9
406 2021-2022 14USU0002Z 5094200006,406,2021-2022,14USU0002Z,5094200006,Escolarizada,12,39,,51,,,,1,,,,5,5,19,,24,,,,0,,,,0
407 2021-2022 14USU0002Z 5101600013,407,2021-2022,14USU0002Z,5101600013,Escolarizada,4,9,,13,,,,0,,,,1,0,1,,1,,,,0,,,,0
408 2021-2022 14USU0003Y 5031100007,408,2021-2022,14USU0003Y,5031100007,Escolarizada,12,66,,78,,,,0,,,,0,13,43,,56,,,,0,,,,0
409 2021-2022 14USU0003Y 5031500010,409,2021-2022,14USU0003Y,5031500010,Escolarizada,5,60,,65,,,,0,,,,0,7,61,,68,,,,0,,,,0
410 2021-2022 14USU0003Y 5033100003,410,2021-2022,14USU0003Y,5033100003,Escolarizada,18,35,,53,,,,0,,,,0,34,45,,79,,,,0,,,,0
411 2021-2022 14USU0003Y 5041100021,411,2021-2022,14USU0003Y,5041100021,Escolarizada,27,10,,37,,,,0,,,,0,4,2,,6,,,,0,,,,0
412 2021-2022 14USU0003Y 5041400032,412,2021-2022,14USU0003Y,5041400032,Escolarizada,15,45,,60,,,,2,,,,0,25,39,,64,,,,1,,,,0
413 2021-2022 14USU0003Y 5042000002,413,2021-2022,14USU0003Y,5042000002,Escolarizada,18,31,,49,,,,2,,,,0,7,20,,27,,,,1,,,,0
414 2021-2022 14USU0003Y 5051100015,414,2021-2022,14USU0003Y,5051100015,Escolarizada,8,4,,12,,,,0,,,,0,0,0,,0,,,,0,,,,0
415 2021-2022 14USU0003Y 5052200021,415,2021-2022,14USU0003Y,5052200021,Escolarizada,1,1,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0
416 2021-2022 14USU0003Y 5062200055,416,2021-2022,14USU0003Y,5062200055,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0
417 2021-2022 14USU0003Y 5062200073,417,2021-2022,14USU0003Y,5062200073,Escolarizada,8,2,,10,,,,0,,,,0,9,0,,9,,,,0,,,,0
418 2021-2022 14USU0003Y 5062200082,418,2021-2022,14USU0003Y,5062200082,Escolarizada,14,9,,23,,,,0,,,,0,7,4,,11,,,,0,,,,0
419 2021-2022 14USU0003Y 5071300014,419,2021-2022,14USU0003Y,5071300014,Escolarizada,53,3,,56,,,,2,,,,0,21,3,,24,,,,0,,,,0
420 2021-2022 14USU0003Y 5071300091,420,2021-2022,14USU0003Y,5071300091,Escolarizada,6,0,,6,,,,0,,,,0,2,0,,2,,,,0,,,,0
421 2021-2022 14USU0003Y 5072400001,421,2021-2022,14USU0003Y,5072400001,Escolarizada,5,2,,7,,,,0,,,,0,0,0,,0,,,,0,,,,0
422 2021-2022 14USU0003Y 5092100006,422,2021-2022,14USU0003Y,5092100006,Escolarizada,7,46,,53,,,,0,,,,0,6,55,,61,,,,0,,,,2
423 2021-2022 14USU0003Y 5094200006,423,2021-2022,14USU0003Y,5094200006,Escolarizada,3,14,,17,,,,0,,,,0,0,1,,1,,,,0,,,,0
424 2021-2022 14USU0003Y 5101600013,424,2021-2022,14USU0003Y,5101600013,Escolarizada,2,13,,15,,,,0,,,,0,1,10,,11,,,,0,,,,0
425 2021-2022 14USU0003Y 5011500002,425,2021-2022,14USU0003Y,5011500002,Escolarizada,13,19,,32,,,,0,,,,0,11,37,,48,,,,0,,,,0
426 2021-2022 14USU0003Y 5031500008,426,2021-2022,14USU0003Y,5031500008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
427 2021-2022 14USU0004X 5011200004,427,2021-2022,14USU0004X,5011200004,No escolarizada,24,110,,134,,,,5,,,,0,15,58,,73,,,,2,,,,0
428 2021-2022 14USU0004X 5011500002,428,2021-2022,14USU0004X,5011500002,No escolarizada,3,11,,14,,,,0,,,,0,7,40,,47,,,,0,,,,0
429 2021-2022 14USU0004X 5021000007,429,2021-2022,14USU0004X,5021000007,No escolarizada,20,40,,60,,,,0,,,,2,10,18,,28,,,,0,,,,0
430 2021-2022 14USU0004X 5032100001,430,2021-2022,14USU0004X,5032100001,No escolarizada,5,5,,10,,,,1,,,,0,2,1,,3,,,,0,,,,0
431 2021-2022 14USU0004X 5032200003,431,2021-2022,14USU0004X,5032200003,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
432 2021-2022 14USU0004X 5032200012,432,2021-2022,14USU0004X,5032200012,No escolarizada,6,12,,18,,,,0,,,,1,4,19,,23,,,,0,,,,0
433 2021-2022 14USU0004X 5041200075,433,2021-2022,14USU0004X,5041200075,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
434 2021-2022 14USU0004X 5042100065,434,2021-2022,14USU0004X,5042100065,No escolarizada,113,155,,268,,,,4,,,,0,42,70,,112,,,,0,,,,0
435 2021-2022 14USU0004X 5061000015,435,2021-2022,14USU0004X,5061000015,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
436 2021-2022 14USU0004X 5062200105,436,2021-2022,14USU0004X,5062200105,No escolarizada,68,21,,89,,,,1,,,,0,41,14,,55,,,,1,,,,1
437 2021-2022 14USU0004X 5104100015,437,2021-2022,14USU0004X,5104100015,No escolarizada,18,9,,27,,,,1,,,,0,9,7,,16,,,,0,,,,0
438 2021-2022 14USU0005W 5021000114,438,2021-2022,14USU0005W,5021000114,Escolarizada,33,50,,83,,,,2,,,,0,6,8,,14,,,,0,,,,0
439 2021-2022 14USU0005W 5021200054,439,2021-2022,14USU0005W,5021200054,Escolarizada,18,41,,59,,,,1,,,,0,6,29,,35,,,,0,,,,0
440 2021-2022 14USU0005W 5021200055,440,2021-2022,14USU0005W,5021200055,Escolarizada,15,42,,57,,,,1,,,,0,10,15,,25,,,,0,,,,0
441 2021-2022 14USU0005W 5021400012,441,2021-2022,14USU0005W,5021400012,Escolarizada,7,5,,12,,,,0,,,,0,3,2,,5,,,,0,,,,0
442 2021-2022 14USU0005W 5021700002,442,2021-2022,14USU0005W,5021700002,Escolarizada,34,57,,91,,,,1,,,,0,8,21,,29,,,,0,,,,0
443 2021-2022 14USU0006V 5021300063,443,2021-2022,14USU0006V,5021300063,Escolarizada,49,22,,71,,,,1,,,,1,22,6,,28,,,,0,,,,0
444 2021-2022 14USU0007U 5051100006,444,2021-2022,14USU0007U,5051100006,Escolarizada,16,19,,35,,,,1,,,,0,6,3,,9,,,,0,,,,0
445 2021-2022 14USU0008T 5021000010,445,2021-2022,14USU0008T,5021000010,Escolarizada,8,11,,19,,,,0,,,,0,1,4,,5,,,,0,,,,0
446 2021-2022 14USU0008T 5021600062,446,2021-2022,14USU0008T,5021600062,Escolarizada,9,19,,28,,,,0,,,,0,1,5,,6,,,,0,,,,0
447 2021-2022 14USU0008T 5022500001,447,2021-2022,14USU0008T,5022500001,Escolarizada,8,12,,20,,,,0,,,,0,1,2,,3,,,,0,,,,0
448 2021-2022 14USU0008T 5031500008,448,2021-2022,14USU0008T,5031500008,Escolarizada,2,17,,19,,,,0,,,,0,4,14,,18,,,,1,,,,0
449 2021-2022 14USU0008T 5033100003,449,2021-2022,14USU0008T,5033100003,Escolarizada,167,175,,342,,,,2,,,,0,80,82,,162,,,,0,,,,0
450 2021-2022 14USU0008T 5033200024,450,2021-2022,14USU0008T,5033200024,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
451 2021-2022 14USU0008T 5041400032,451,2021-2022,14USU0008T,5041400032,Escolarizada,44,51,,95,,,,0,,,,0,18,24,,42,,,,0,,,,0
452 2021-2022 14USU0008T 5042100012,452,2021-2022,14USU0008T,5042100012,Escolarizada,103,133,,236,,,,2,,,,1,21,27,,48,,,,0,,,,0
453 2021-2022 14USU0008T 5052200002,453,2021-2022,14USU0008T,5052200002,Escolarizada,86,31,,117,,,,3,,,,0,14,4,,18,,,,0,,,,0
454 2021-2022 14USU0008T 5061100001,454,2021-2022,14USU0008T,5061100001,Escolarizada,27,5,,32,,,,1,,,,0,17,7,,24,,,,0,,,,0
455 2021-2022 14USU0008T 5071200009,455,2021-2022,14USU0008T,5071200009,Escolarizada,38,6,,44,,,,0,,,,1,14,5,,19,,,,0,,,,0
456 2021-2022 14USU0008T 5073100009,456,2021-2022,14USU0008T,5073100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
457 2021-2022 14USU0008T 5091100011,457,2021-2022,14USU0008T,5091100011,Escolarizada,17,12,,29,,,,0,,,,0,114,122,,236,,,,3,,,,0
458 2021-2022 14USU0008T 5094200006,458,2021-2022,14USU0008T,5094200006,Escolarizada,2,10,,12,,,,0,,,,0,11,53,,64,,,,1,,,,0
459 2021-2022 14USU0008T 5095600005,459,2021-2022,14USU0008T,5095600005,Escolarizada,25,54,,79,,,,1,,,,0,9,23,,32,,,,0,,,,0
460 2021-2022 14USU0009S 5033100003,460,2021-2022,14USU0009S,5033100003,Escolarizada,1,0,,1,,,,0,,,,0,1,0,,1,,,,0,,,,0
461 2021-2022 14USU0009S 5042000002,461,2021-2022,14USU0009S,5042000002,Escolarizada,3,2,,5,,,,0,,,,0,3,5,,8,,,,0,,,,0
462 2021-2022 14USU0009S 5101600013,462,2021-2022,14USU0009S,5101600013,Escolarizada,1,6,,7,,,,0,,,,0,0,1,,1,,,,0,,,,0
463 2021-2022 14USU0010H 5021500119,463,2021-2022,14USU0010H,5021500119,Escolarizada,4,11,,15,,,,2,,,,0,0,0,,0,,,,0,,,,0
464 2021-2022 14USU0010H 5031200031,464,2021-2022,14USU0010H,5031200031,Escolarizada,20,27,,47,,,,1,,,,0,4,7,,11,,,,0,,,,0
465 2021-2022 14USU0010H 5031300010,465,2021-2022,14USU0010H,5031300010,Escolarizada,39,29,,68,,,,0,,,,0,27,28,,55,,,,0,,,,0
466 2021-2022 14USU0010H 5031300014,466,2021-2022,14USU0010H,5031300014,Escolarizada,36,69,,105,,,,0,,,,0,26,41,,67,,,,0,,,,0
467 2021-2022 14USU0010H 5031500010,467,2021-2022,14USU0010H,5031500010,Escolarizada,23,347,,370,,,,4,,,,1,14,187,,201,,,,2,,,,0
468 2021-2022 14USU0010H 5032100027,468,2021-2022,14USU0010H,5032100027,Escolarizada,6,16,,22,,,,0,,,,0,3,11,,14,,,,0,,,,0
469 2021-2022 14USU0010H 5033200006,469,2021-2022,14USU0010H,5033200006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
470 2021-2022 14USU0011G 5031300044,470,2021-2022,14USU0011G,5031300044,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
471 2021-2022 14USU0011G 5041100056,471,2021-2022,14USU0011G,5041100056,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
472 2021-2022 14USU0011G 5042000002,472,2021-2022,14USU0011G,5042000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
473 2021-2022 14USU0011G 5042100092,473,2021-2022,14USU0011G,5042100092,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
474 2021-2022 14USU0011G 5051200024,474,2021-2022,14USU0011G,5051200024,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
475 2021-2022 14USU0011G 5071000020,475,2021-2022,14USU0011G,5071000020,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
476 2021-2022 14USU0011G 5071100005,476,2021-2022,14USU0011G,5071100005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
477 2021-2022 14USU0011G 5071300014,477,2021-2022,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
478 2021-2022 14USU0011G 5071300014,478,2021-2022,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
479 2021-2022 14USU0011G 5073200005,479,2021-2022,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
480 2021-2022 14USU0011G 5073200005,480,2021-2022,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
481 2021-2022 14USU0011G 5091100011,481,2021-2022,14USU0011G,5091100011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
482 2021-2022 14USU0011G 5092100006,482,2021-2022,14USU0011G,5092100006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
483 2021-2022 14USU0011G 5094100009,483,2021-2022,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
484 2021-2022 14USU0011G 5094200006,484,2021-2022,14USU0011G,5094200006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
485 2021-2022 14USU0011G 5094100009,485,2021-2022,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
486 2021-2022 14USU0100Z 5012603011,486,2021-2022,14USU0100Z,5012603011,Escolarizada,6,12,,18,,,,0,,,,0,6,7,,13,,,,0,,,,0
487 2021-2022 14USU0100Z 5012603027,487,2021-2022,14USU0100Z,5012603027,Escolarizada,16,50,,66,,,,0,,,,0,16,34,,50,,,,0,,,,0
488 2021-2022 14USU0100Z 5022300022,488,2021-2022,14USU0100Z,5022300022,Escolarizada,25,51,,76,,,,0,,,,0,12,36,,48,,,,0,,,,0
489 2021-2022 14USU0100Z 5022500008,489,2021-2022,14USU0100Z,5022500008,Escolarizada,34,35,,69,,,,0,,,,1,8,21,,29,,,,0,,,,0
490 2021-2022 14USU0100Z 5022600002,490,2021-2022,14USU0100Z,5022600002,Escolarizada,12,7,,19,,,,2,,,,0,8,4,,12,,,,0,,,,0
491 2021-2022 14USU0100Z 5031200004,491,2021-2022,14USU0100Z,5031200004,Escolarizada,26,39,,65,,,,0,,,,0,4,15,,19,,,,1,,,,1
492 2021-2022 14USU0100Z 5033100003,492,2021-2022,14USU0100Z,5033100003,Escolarizada,379,370,,749,,,,3,,,,0,324,343,,667,,,,4,,,,0
493 2021-2022 14USU0100Z 5052300015,493,2021-2022,14USU0100Z,5052300015,Escolarizada,11,18,,29,,,,0,,,,0,10,13,,23,,,,0,,,,0
494 2021-2022 14USU0110G 4071300015,494,2021-2022,14USU0110G,4071300015,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
495 2021-2022 14USU0110G 5052100005,495,2021-2022,14USU0110G,5052100005,Escolarizada,24,8,,32,,,,0,,,,0,13,9,,22,,,,0,,,,0
496 2021-2022 14USU0110G 5052200007,496,2021-2022,14USU0110G,5052200007,Escolarizada,28,28,,56,,,,0,,,,0,20,22,,42,,,,1,,,,0
497 2021-2022 14USU0110G 5052200017,497,2021-2022,14USU0110G,5052200017,Escolarizada,5,4,,9,,,,0,,,,0,2,2,,4,,,,0,,,,0
498 2021-2022 14USU0110G 5053100004,498,2021-2022,14USU0110G,5053100004,Escolarizada,11,4,,15,,,,0,,,,0,12,13,,25,,,,1,,,,0
499 2021-2022 14USU0110G 5061000002,499,2021-2022,14USU0110G,5061000002,Escolarizada,113,14,,127,,,,2,,,,0,101,15,,116,,,,0,,,,0
500 2021-2022 14USU0110G 5062100009,500,2021-2022,14USU0110G,5062100009,Escolarizada,144,22,,166,,,,1,,,,0,90,10,,100,,,,1,,,,0
501 2021-2022 14USU0110G 5062200055,501,2021-2022,14USU0110G,5062200055,Escolarizada,115,18,,133,,,,3,,,,0,61,11,,72,,,,0,,,,0
502 2021-2022 14USU0110G 5071000020,502,2021-2022,14USU0110G,5071000020,Escolarizada,67,66,,133,,,,2,,,,2,53,33,,86,,,,0,,,,0
503 2021-2022 14USU0110G 5071200034,503,2021-2022,14USU0110G,5071200034,Escolarizada,13,2,,15,,,,1,,,,0,0,0,,0,,,,0,,,,0
504 2021-2022 14USU0110G 5071300009,504,2021-2022,14USU0110G,5071300009,Escolarizada,200,14,,214,,,,3,,,,0,108,7,,115,,,,0,,,,0
505 2021-2022 14USU0110G 5071300082,505,2021-2022,14USU0110G,5071300082,Escolarizada,36,5,,41,,,,1,,,,0,13,1,,14,,,,1,,,,0
506 2021-2022 14USU0110G 5071400015,506,2021-2022,14USU0110G,5071400015,Escolarizada,127,101,,228,,,,1,,,,0,73,63,,136,,,,2,,,,0
507 2021-2022 14USU0110G 5071700019,507,2021-2022,14USU0110G,5071700019,Escolarizada,160,90,,250,,,,0,,,,1,135,62,,197,,,,2,,,,0
508 2021-2022 14USU0110G 5072100033,508,2021-2022,14USU0110G,5072100033,Escolarizada,14,74,,88,,,,0,,,,0,14,46,,60,,,,0,,,,0
509 2021-2022 14USU0110G 5073200005,509,2021-2022,14USU0110G,5073200005,Escolarizada,96,23,,119,,,,1,,,,1,134,30,,164,,,,1,,,,0
510 2021-2022 14USU0110G 5073200035,510,2021-2022,14USU0110G,5073200035,Escolarizada,22,4,,26,,,,0,,,,0,12,3,,15,,,,0,,,,0
