name,row,anio,entidad_universitaria,categoria_academicos,antiguedad,academicos_t
714-2023-1 Docentes de CUCEA con antigüedad de 0 a 4,1,2023,CUCEA,Docentes,0 a 4,8
714-2023-2 Docentes de CUCEI con antigüedad de 0 a 4,2,2023,CUCEI,Docentes,0 a 4,1
714-2023-3 Docentes de CUCSH con antigüedad de 0 a 4,3,2023,CUCSH,Docentes,0 a 4,8
714-2023-4 Docentes de CUCS con antigüedad de 0 a 4,4,2023,CUCS,Docentes,0 a 4,6
714-2023-5 Docentes de CUAAD con antigüedad de 0 a 4,5,2023,CUAAD,Docentes,0 a 4,3
714-2023-6 Docentes de CUCBA con antigüedad de 0 a 4,6,2023,CUCBA,Docentes,0 a 4,7
714-2023-7 Docentes de CUALTOS con antigüedad de 0 a 4,7,2023,CUALTOS,Docentes,0 a 4,4
714-2023-8 Docentes de CUCIÉNEGA con antigüedad de 0 a 4,8,2023,CUCIÉNEGA,Docentes,0 a 4,0
714-2023-9 Docentes de CUSUR con antigüedad de 0 a 4,9,2023,CUSUR,Docentes,0 a 4,1
714-2023-10 Docentes de CUCOSTA con antigüedad de 0 a 4,10,2023,CUCOSTA,Docentes,0 a 4,2
714-2023-11 Docentes de CUCOSTASUR con antigüedad de 0 a 4,11,2023,CUCOSTASUR,Docentes,0 a 4,3
714-2023-12 Docentes de CUVALLES con antigüedad de 0 a 4,12,2023,CUVALLES,Docentes,0 a 4,0
714-2023-13 Docentes de CUNORTE con antigüedad de 0 a 4,13,2023,CUNORTE,Docentes,0 a 4,0
714-2023-14 Docentes de CULAGOS con antigüedad de 0 a 4,14,2023,CULAGOS,Docentes,0 a 4,2
714-2023-15 Docentes de CUTONALÁ con antigüedad de 0 a 4,15,2023,CUTONALÁ,Docentes,0 a 4,11
714-2023-16 Docentes de CUTLAJOMULCO con antigüedad de 0 a 4,16,2023,CUTLAJOMULCO,Docentes,0 a 4,3
714-2023-17 Docentes de SUV con antigüedad de 0 a 4,17,2023,SUV,Docentes,0 a 4,1
714-2023-18 Docentes de SEMS con antigüedad de 0 a 4,18,2023,SEMS,Docentes,0 a 4,8
714-2023-19 Docentes de AG con antigüedad de 0 a 4,19,2023,AG,Docentes,0 a 4,0
714-2023-20 Docentes de CUCEA con antigüedad de 5 a 9,20,2023,CUCEA,Docentes,5 a 9,4
714-2023-21 Docentes de CUCEI con antigüedad de 5 a 9,21,2023,CUCEI,Docentes,5 a 9,7
714-2023-22 Docentes de CUCSH con antigüedad de 5 a 9,22,2023,CUCSH,Docentes,5 a 9,7
714-2023-23 Docentes de CUCS con antigüedad de 5 a 9,23,2023,CUCS,Docentes,5 a 9,30
714-2023-24 Docentes de CUAAD con antigüedad de 5 a 9,24,2023,CUAAD,Docentes,5 a 9,3
714-2023-25 Docentes de CUCBA con antigüedad de 5 a 9,25,2023,CUCBA,Docentes,5 a 9,10
714-2023-26 Docentes de CUALTOS con antigüedad de 5 a 9,26,2023,CUALTOS,Docentes,5 a 9,8
714-2023-27 Docentes de CUCIÉNEGA con antigüedad de 5 a 9,27,2023,CUCIÉNEGA,Docentes,5 a 9,1
714-2023-28 Docentes de CUSUR con antigüedad de 5 a 9,28,2023,CUSUR,Docentes,5 a 9,2
714-2023-29 Docentes de CUCOSTA con antigüedad de 5 a 9,29,2023,CUCOSTA,Docentes,5 a 9,1
714-2023-30 Docentes de CUCOSTASUR con antigüedad de 5 a 9,30,2023,CUCOSTASUR,Docentes,5 a 9,3
714-2023-31 Docentes de CUVALLES con antigüedad de 5 a 9,31,2023,CUVALLES,Docentes,5 a 9,4
714-2023-32 Docentes de CUNORTE con antigüedad de 5 a 9,32,2023,CUNORTE,Docentes,5 a 9,4
714-2023-33 Docentes de CULAGOS con antigüedad de 5 a 9,33,2023,CULAGOS,Docentes,5 a 9,1
714-2023-34 Docentes de CUTONALÁ con antigüedad de 5 a 9,34,2023,CUTONALÁ,Docentes,5 a 9,18
714-2023-35 Docentes de CUTLAJOMULCO con antigüedad de 5 a 9,35,2023,CUTLAJOMULCO,Docentes,5 a 9,0
714-2023-36 Docentes de SUV con antigüedad de 5 a 9,36,2023,SUV,Docentes,5 a 9,3
714-2023-37 Docentes de SEMS con antigüedad de 5 a 9,37,2023,SEMS,Docentes,5 a 9,41
714-2023-38 Docentes de AG con antigüedad de 5 a 9,38,2023,AG,Docentes,5 a 9,0
714-2023-39 Docentes de CUCEA con antigüedad de 10 a 14,39,2023,CUCEA,Docentes,10 a 14,16
714-2023-40 Docentes de CUCEI con antigüedad de 10 a 14,40,2023,CUCEI,Docentes,10 a 14,8
714-2023-41 Docentes de CUCSH con antigüedad de 10 a 14,41,2023,CUCSH,Docentes,10 a 14,16
714-2023-42 Docentes de CUCS con antigüedad de 10 a 14,42,2023,CUCS,Docentes,10 a 14,16
714-2023-43 Docentes de CUAAD con antigüedad de 10 a 14,43,2023,CUAAD,Docentes,10 a 14,7
714-2023-44 Docentes de CUCBA con antigüedad de 10 a 14,44,2023,CUCBA,Docentes,10 a 14,10
714-2023-45 Docentes de CUALTOS con antigüedad de 10 a 14,45,2023,CUALTOS,Docentes,10 a 14,8
714-2023-46 Docentes de CUCIÉNEGA con antigüedad de 10 a 14,46,2023,CUCIÉNEGA,Docentes,10 a 14,4
714-2023-47 Docentes de CUSUR con antigüedad de 10 a 14,47,2023,CUSUR,Docentes,10 a 14,2
714-2023-48 Docentes de CUCOSTA con antigüedad de 10 a 14,48,2023,CUCOSTA,Docentes,10 a 14,7
714-2023-49 Docentes de CUCOSTASUR con antigüedad de 10 a 14,49,2023,CUCOSTASUR,Docentes,10 a 14,2
714-2023-50 Docentes de CUVALLES con antigüedad de 10 a 14,50,2023,CUVALLES,Docentes,10 a 14,12
714-2023-51 Docentes de CUNORTE con antigüedad de 10 a 14,51,2023,CUNORTE,Docentes,10 a 14,5
714-2023-52 Docentes de CULAGOS con antigüedad de 10 a 14,52,2023,CULAGOS,Docentes,10 a 14,0
714-2023-53 Docentes de CUTONALÁ con antigüedad de 10 a 14,53,2023,CUTONALÁ,Docentes,10 a 14,10
714-2023-54 Docentes de CUTLAJOMULCO con antigüedad de 10 a 14,54,2023,CUTLAJOMULCO,Docentes,10 a 14,1
714-2023-55 Docentes de SUV con antigüedad de 10 a 14,55,2023,SUV,Docentes,10 a 14,2
714-2023-56 Docentes de SEMS con antigüedad de 10 a 14,56,2023,SEMS,Docentes,10 a 14,129
714-2023-57 Docentes de AG con antigüedad de 10 a 14,57,2023,AG,Docentes,10 a 14,0
714-2023-58 Docentes de CUCEA con antigüedad de 15 a 19,58,2023,CUCEA,Docentes,15 a 19,22
714-2023-59 Docentes de CUCEI con antigüedad de 15 a 19,59,2023,CUCEI,Docentes,15 a 19,12
714-2023-60 Docentes de CUCSH con antigüedad de 15 a 19,60,2023,CUCSH,Docentes,15 a 19,22
714-2023-61 Docentes de CUCS con antigüedad de 15 a 19,61,2023,CUCS,Docentes,15 a 19,19
714-2023-62 Docentes de CUAAD con antigüedad de 15 a 19,62,2023,CUAAD,Docentes,15 a 19,8
714-2023-63 Docentes de CUCBA con antigüedad de 15 a 19,63,2023,CUCBA,Docentes,15 a 19,5
714-2023-64 Docentes de CUALTOS con antigüedad de 15 a 19,64,2023,CUALTOS,Docentes,15 a 19,11
714-2023-65 Docentes de CUCIÉNEGA con antigüedad de 15 a 19,65,2023,CUCIÉNEGA,Docentes,15 a 19,2
714-2023-66 Docentes de CUSUR con antigüedad de 15 a 19,66,2023,CUSUR,Docentes,15 a 19,2
714-2023-67 Docentes de CUCOSTA con antigüedad de 15 a 19,67,2023,CUCOSTA,Docentes,15 a 19,5
714-2023-68 Docentes de CUCOSTASUR con antigüedad de 15 a 19,68,2023,CUCOSTASUR,Docentes,15 a 19,5
714-2023-69 Docentes de CUVALLES con antigüedad de 15 a 19,69,2023,CUVALLES,Docentes,15 a 19,8
714-2023-70 Docentes de CUNORTE con antigüedad de 15 a 19,70,2023,CUNORTE,Docentes,15 a 19,4
714-2023-71 Docentes de CULAGOS con antigüedad de 15 a 19,71,2023,CULAGOS,Docentes,15 a 19,3
714-2023-72 Docentes de CUTONALÁ con antigüedad de 15 a 19,72,2023,CUTONALÁ,Docentes,15 a 19,10
714-2023-73 Docentes de CUTLAJOMULCO con antigüedad de 15 a 19,73,2023,CUTLAJOMULCO,Docentes,15 a 19,4
714-2023-74 Docentes de SUV con antigüedad de 15 a 19,74,2023,SUV,Docentes,15 a 19,11
714-2023-75 Docentes de SEMS con antigüedad de 15 a 19,75,2023,SEMS,Docentes,15 a 19,172
714-2023-76 Docentes de AG con antigüedad de 15 a 19,76,2023,AG,Docentes,15 a 19,0
714-2023-77 Docentes de CUCEA con antigüedad de 20 a 24,77,2023,CUCEA,Docentes,20 a 24,27
714-2023-78 Docentes de CUCEI con antigüedad de 20 a 24,78,2023,CUCEI,Docentes,20 a 24,18
714-2023-79 Docentes de CUCSH con antigüedad de 20 a 24,79,2023,CUCSH,Docentes,20 a 24,31
714-2023-80 Docentes de CUCS con antigüedad de 20 a 24,80,2023,CUCS,Docentes,20 a 24,19
714-2023-81 Docentes de CUAAD con antigüedad de 20 a 24,81,2023,CUAAD,Docentes,20 a 24,17
714-2023-82 Docentes de CUCBA con antigüedad de 20 a 24,82,2023,CUCBA,Docentes,20 a 24,2
714-2023-83 Docentes de CUALTOS con antigüedad de 20 a 24,83,2023,CUALTOS,Docentes,20 a 24,4
714-2023-84 Docentes de CUCIÉNEGA con antigüedad de 20 a 24,84,2023,CUCIÉNEGA,Docentes,20 a 24,18
714-2023-85 Docentes de CUSUR con antigüedad de 20 a 24,85,2023,CUSUR,Docentes,20 a 24,10
714-2023-86 Docentes de CUCOSTA con antigüedad de 20 a 24,86,2023,CUCOSTA,Docentes,20 a 24,6
714-2023-87 Docentes de CUCOSTASUR con antigüedad de 20 a 24,87,2023,CUCOSTASUR,Docentes,20 a 24,6
714-2023-88 Docentes de CUVALLES con antigüedad de 20 a 24,88,2023,CUVALLES,Docentes,20 a 24,6
714-2023-89 Docentes de CUNORTE con antigüedad de 20 a 24,89,2023,CUNORTE,Docentes,20 a 24,1
714-2023-90 Docentes de CULAGOS con antigüedad de 20 a 24,90,2023,CULAGOS,Docentes,20 a 24,3
714-2023-91 Docentes de CUTONALÁ con antigüedad de 20 a 24,91,2023,CUTONALÁ,Docentes,20 a 24,5
714-2023-92 Docentes de CUTLAJOMULCO con antigüedad de 20 a 24,92,2023,CUTLAJOMULCO,Docentes,20 a 24,0
714-2023-93 Docentes de SUV con antigüedad de 20 a 24,93,2023,SUV,Docentes,20 a 24,8
714-2023-94 Docentes de SEMS con antigüedad de 20 a 24,94,2023,SEMS,Docentes,20 a 24,262
714-2023-95 Docentes de AG con antigüedad de 20 a 24,95,2023,AG,Docentes,20 a 24,0
714-2023-96 Docentes de CUCEA con antigüedad de 25 a 29,96,2023,CUCEA,Docentes,25 a 29,19
714-2023-97 Docentes de CUCEI con antigüedad de 25 a 29,97,2023,CUCEI,Docentes,25 a 29,18
714-2023-98 Docentes de CUCSH con antigüedad de 25 a 29,98,2023,CUCSH,Docentes,25 a 29,26
714-2023-99 Docentes de CUCS con antigüedad de 25 a 29,99,2023,CUCS,Docentes,25 a 29,9
714-2023-100 Docentes de CUAAD con antigüedad de 25 a 29,100,2023,CUAAD,Docentes,25 a 29,13
714-2023-101 Docentes de CUCBA con antigüedad de 25 a 29,101,2023,CUCBA,Docentes,25 a 29,7
714-2023-102 Docentes de CUALTOS con antigüedad de 25 a 29,102,2023,CUALTOS,Docentes,25 a 29,3
714-2023-103 Docentes de CUCIÉNEGA con antigüedad de 25 a 29,103,2023,CUCIÉNEGA,Docentes,25 a 29,15
714-2023-104 Docentes de CUSUR con antigüedad de 25 a 29,104,2023,CUSUR,Docentes,25 a 29,7
714-2023-105 Docentes de CUCOSTA con antigüedad de 25 a 29,105,2023,CUCOSTA,Docentes,25 a 29,5
714-2023-106 Docentes de CUCOSTASUR con antigüedad de 25 a 29,106,2023,CUCOSTASUR,Docentes,25 a 29,6
714-2023-107 Docentes de CUVALLES con antigüedad de 25 a 29,107,2023,CUVALLES,Docentes,25 a 29,3
714-2023-108 Docentes de CUNORTE con antigüedad de 25 a 29,108,2023,CUNORTE,Docentes,25 a 29,2
714-2023-109 Docentes de CULAGOS con antigüedad de 25 a 29,109,2023,CULAGOS,Docentes,25 a 29,2
714-2023-110 Docentes de CUTONALÁ con antigüedad de 25 a 29,110,2023,CUTONALÁ,Docentes,25 a 29,5
714-2023-111 Docentes de CUTLAJOMULCO con antigüedad de 25 a 29,111,2023,CUTLAJOMULCO,Docentes,25 a 29,0
714-2023-112 Docentes de SUV con antigüedad de 25 a 29,112,2023,SUV,Docentes,25 a 29,2
714-2023-113 Docentes de SEMS con antigüedad de 25 a 29,113,2023,SEMS,Docentes,25 a 29,299
714-2023-114 Docentes de AG con antigüedad de 25 a 29,114,2023,AG,Docentes,25 a 29,0
714-2023-115 Docentes de CUCEA con antigüedad de 30 a 34,115,2023,CUCEA,Docentes,30 a 34,33
714-2023-116 Docentes de CUCEI con antigüedad de 30 a 34,116,2023,CUCEI,Docentes,30 a 34,16
714-2023-117 Docentes de CUCSH con antigüedad de 30 a 34,117,2023,CUCSH,Docentes,30 a 34,36
714-2023-118 Docentes de CUCS con antigüedad de 30 a 34,118,2023,CUCS,Docentes,30 a 34,25
714-2023-119 Docentes de CUAAD con antigüedad de 30 a 34,119,2023,CUAAD,Docentes,30 a 34,14
714-2023-120 Docentes de CUCBA con antigüedad de 30 a 34,120,2023,CUCBA,Docentes,30 a 34,14
714-2023-121 Docentes de CUALTOS con antigüedad de 30 a 34,121,2023,CUALTOS,Docentes,30 a 34,9
714-2023-122 Docentes de CUCIÉNEGA con antigüedad de 30 a 34,122,2023,CUCIÉNEGA,Docentes,30 a 34,2
714-2023-123 Docentes de CUSUR con antigüedad de 30 a 34,123,2023,CUSUR,Docentes,30 a 34,5
714-2023-124 Docentes de CUCOSTA con antigüedad de 30 a 34,124,2023,CUCOSTA,Docentes,30 a 34,2
714-2023-125 Docentes de CUCOSTASUR con antigüedad de 30 a 34,125,2023,CUCOSTASUR,Docentes,30 a 34,7
714-2023-126 Docentes de CUVALLES con antigüedad de 30 a 34,126,2023,CUVALLES,Docentes,30 a 34,1
714-2023-127 Docentes de CUNORTE con antigüedad de 30 a 34,127,2023,CUNORTE,Docentes,30 a 34,1
714-2023-128 Docentes de CULAGOS con antigüedad de 30 a 34,128,2023,CULAGOS,Docentes,30 a 34,7
714-2023-129 Docentes de CUTONALÁ con antigüedad de 30 a 34,129,2023,CUTONALÁ,Docentes,30 a 34,3
714-2023-130 Docentes de CUTLAJOMULCO con antigüedad de 30 a 34,130,2023,CUTLAJOMULCO,Docentes,30 a 34,0
714-2023-131 Docentes de SUV con antigüedad de 30 a 34,131,2023,SUV,Docentes,30 a 34,2
714-2023-132 Docentes de SEMS con antigüedad de 30 a 34,132,2023,SEMS,Docentes,30 a 34,249
714-2023-133 Docentes de AG con antigüedad de 30 a 34,133,2023,AG,Docentes,30 a 34,0
714-2023-134 Docentes de CUCEA con antigüedad de 35 a 39,134,2023,CUCEA,Docentes,35 a 39,11
714-2023-135 Docentes de CUCEI con antigüedad de 35 a 39,135,2023,CUCEI,Docentes,35 a 39,13
714-2023-136 Docentes de CUCSH con antigüedad de 35 a 39,136,2023,CUCSH,Docentes,35 a 39,21
714-2023-137 Docentes de CUCS con antigüedad de 35 a 39,137,2023,CUCS,Docentes,35 a 39,16
714-2023-138 Docentes de CUAAD con antigüedad de 35 a 39,138,2023,CUAAD,Docentes,35 a 39,7
714-2023-139 Docentes de CUCBA con antigüedad de 35 a 39,139,2023,CUCBA,Docentes,35 a 39,9
714-2023-140 Docentes de CUALTOS con antigüedad de 35 a 39,140,2023,CUALTOS,Docentes,35 a 39,1
714-2023-141 Docentes de CUCIÉNEGA con antigüedad de 35 a 39,141,2023,CUCIÉNEGA,Docentes,35 a 39,5
714-2023-142 Docentes de CUSUR con antigüedad de 35 a 39,142,2023,CUSUR,Docentes,35 a 39,9
714-2023-143 Docentes de CUCOSTA con antigüedad de 35 a 39,143,2023,CUCOSTA,Docentes,35 a 39,0
714-2023-144 Docentes de CUCOSTASUR con antigüedad de 35 a 39,144,2023,CUCOSTASUR,Docentes,35 a 39,5
714-2023-145 Docentes de CUVALLES con antigüedad de 35 a 39,145,2023,CUVALLES,Docentes,35 a 39,0
714-2023-146 Docentes de CUNORTE con antigüedad de 35 a 39,146,2023,CUNORTE,Docentes,35 a 39,0
714-2023-147 Docentes de CULAGOS con antigüedad de 35 a 39,147,2023,CULAGOS,Docentes,35 a 39,0
714-2023-148 Docentes de CUTONALÁ con antigüedad de 35 a 39,148,2023,CUTONALÁ,Docentes,35 a 39,3
714-2023-149 Docentes de CUTLAJOMULCO con antigüedad de 35 a 39,149,2023,CUTLAJOMULCO,Docentes,35 a 39,0
714-2023-150 Docentes de SUV con antigüedad de 35 a 39,150,2023,SUV,Docentes,35 a 39,1
714-2023-151 Docentes de SEMS con antigüedad de 35 a 39,151,2023,SEMS,Docentes,35 a 39,82
714-2023-152 Docentes de AG con antigüedad de 35 a 39,152,2023,AG,Docentes,35 a 39,0
714-2023-153 Docentes de CUCEA con antigüedad de 40 a 44,153,2023,CUCEA,Docentes,40 a 44,5
714-2023-154 Docentes de CUCEI con antigüedad de 40 a 44,154,2023,CUCEI,Docentes,40 a 44,8
714-2023-155 Docentes de CUCSH con antigüedad de 40 a 44,155,2023,CUCSH,Docentes,40 a 44,9
714-2023-156 Docentes de CUCS con antigüedad de 40 a 44,156,2023,CUCS,Docentes,40 a 44,7
714-2023-157 Docentes de CUAAD con antigüedad de 40 a 44,157,2023,CUAAD,Docentes,40 a 44,2
714-2023-158 Docentes de CUCBA con antigüedad de 40 a 44,158,2023,CUCBA,Docentes,40 a 44,3
714-2023-159 Docentes de CUALTOS con antigüedad de 40 a 44,159,2023,CUALTOS,Docentes,40 a 44,0
714-2023-160 Docentes de CUCIÉNEGA con antigüedad de 40 a 44,160,2023,CUCIÉNEGA,Docentes,40 a 44,0
714-2023-161 Docentes de CUSUR con antigüedad de 40 a 44,161,2023,CUSUR,Docentes,40 a 44,2
714-2023-162 Docentes de CUCOSTA con antigüedad de 40 a 44,162,2023,CUCOSTA,Docentes,40 a 44,1
714-2023-163 Docentes de CUCOSTASUR con antigüedad de 40 a 44,163,2023,CUCOSTASUR,Docentes,40 a 44,0
714-2023-164 Docentes de CUVALLES con antigüedad de 40 a 44,164,2023,CUVALLES,Docentes,40 a 44,0
714-2023-165 Docentes de CUNORTE con antigüedad de 40 a 44,165,2023,CUNORTE,Docentes,40 a 44,0
714-2023-166 Docentes de CULAGOS con antigüedad de 40 a 44,166,2023,CULAGOS,Docentes,40 a 44,1
714-2023-167 Docentes de CUTONALÁ con antigüedad de 40 a 44,167,2023,CUTONALÁ,Docentes,40 a 44,0
714-2023-168 Docentes de CUTLAJOMULCO con antigüedad de 40 a 44,168,2023,CUTLAJOMULCO,Docentes,40 a 44,0
714-2023-169 Docentes de SUV con antigüedad de 40 a 44,169,2023,SUV,Docentes,40 a 44,1
714-2023-170 Docentes de SEMS con antigüedad de 40 a 44,170,2023,SEMS,Docentes,40 a 44,21
714-2023-171 Docentes de AG con antigüedad de 40 a 44,171,2023,AG,Docentes,40 a 44,0
714-2023-172 Docentes de CUCEA con antigüedad de 45 a 50,172,2023,CUCEA,Docentes,45 a 50,3
714-2023-173 Docentes de CUCEI con antigüedad de 45 a 50,173,2023,CUCEI,Docentes,45 a 50,2
714-2023-174 Docentes de CUCSH con antigüedad de 45 a 50,174,2023,CUCSH,Docentes,45 a 50,6
714-2023-175 Docentes de CUCS con antigüedad de 45 a 50,175,2023,CUCS,Docentes,45 a 50,8
714-2023-176 Docentes de CUAAD con antigüedad de 45 a 50,176,2023,CUAAD,Docentes,45 a 50,1
714-2023-177 Docentes de CUCBA con antigüedad de 45 a 50,177,2023,CUCBA,Docentes,45 a 50,2
714-2023-178 Docentes de CUALTOS con antigüedad de 45 a 50,178,2023,CUALTOS,Docentes,45 a 50,0
714-2023-179 Docentes de CUCIÉNEGA con antigüedad de 45 a 50,179,2023,CUCIÉNEGA,Docentes,45 a 50,0
714-2023-180 Docentes de CUSUR con antigüedad de 45 a 50,180,2023,CUSUR,Docentes,45 a 50,1
714-2023-181 Docentes de CUCOSTA con antigüedad de 45 a 50,181,2023,CUCOSTA,Docentes,45 a 50,0
714-2023-182 Docentes de CUCOSTASUR con antigüedad de 45 a 50,182,2023,CUCOSTASUR,Docentes,45 a 50,0
714-2023-183 Docentes de CUVALLES con antigüedad de 45 a 50,183,2023,CUVALLES,Docentes,45 a 50,0
714-2023-184 Docentes de CUNORTE con antigüedad de 45 a 50,184,2023,CUNORTE,Docentes,45 a 50,0
714-2023-185 Docentes de CULAGOS con antigüedad de 45 a 50,185,2023,CULAGOS,Docentes,45 a 50,0
714-2023-186 Docentes de CUTONALÁ con antigüedad de 45 a 50,186,2023,CUTONALÁ,Docentes,45 a 50,0
714-2023-187 Docentes de CUTLAJOMULCO con antigüedad de 45 a 50,187,2023,CUTLAJOMULCO,Docentes,45 a 50,0
714-2023-188 Docentes de SUV con antigüedad de 45 a 50,188,2023,SUV,Docentes,45 a 50,0
714-2023-189 Docentes de SEMS con antigüedad de 45 a 50,189,2023,SEMS,Docentes,45 a 50,13
714-2023-190 Docentes de AG con antigüedad de 45 a 50,190,2023,AG,Docentes,45 a 50,0
714-2023-191 Docentes de CUCEA con antigüedad de 51 o más,191,2023,CUCEA,Docentes,51 o más,1
714-2023-192 Docentes de CUCEI con antigüedad de 51 o más,192,2023,CUCEI,Docentes,51 o más,1
714-2023-193 Docentes de CUCSH con antigüedad de 51 o más,193,2023,CUCSH,Docentes,51 o más,1
714-2023-194 Docentes de CUCS con antigüedad de 51 o más,194,2023,CUCS,Docentes,51 o más,2
714-2023-195 Docentes de CUAAD con antigüedad de 51 o más,195,2023,CUAAD,Docentes,51 o más,0
714-2023-196 Docentes de CUCBA con antigüedad de 51 o más,196,2023,CUCBA,Docentes,51 o más,1
714-2023-197 Docentes de CUALTOS con antigüedad de 51 o más,197,2023,CUALTOS,Docentes,51 o más,0
714-2023-198 Docentes de CUCIÉNEGA con antigüedad de 51 o más,198,2023,CUCIÉNEGA,Docentes,51 o más,0
714-2023-199 Docentes de CUSUR con antigüedad de 51 o más,199,2023,CUSUR,Docentes,51 o más,0
714-2023-200 Docentes de CUCOSTA con antigüedad de 51 o más,200,2023,CUCOSTA,Docentes,51 o más,0
714-2023-201 Docentes de CUCOSTASUR con antigüedad de 51 o más,201,2023,CUCOSTASUR,Docentes,51 o más,0
714-2023-202 Docentes de CUVALLES con antigüedad de 51 o más,202,2023,CUVALLES,Docentes,51 o más,0
714-2023-203 Docentes de CUNORTE con antigüedad de 51 o más,203,2023,CUNORTE,Docentes,51 o más,0
714-2023-204 Docentes de CULAGOS con antigüedad de 51 o más,204,2023,CULAGOS,Docentes,51 o más,0
714-2023-205 Docentes de CUTONALÁ con antigüedad de 51 o más,205,2023,CUTONALÁ,Docentes,51 o más,0
714-2023-206 Docentes de CUTLAJOMULCO con antigüedad de 51 o más,206,2023,CUTLAJOMULCO,Docentes,51 o más,0
714-2023-207 Docentes de SUV con antigüedad de 51 o más,207,2023,SUV,Docentes,51 o más,0
714-2023-208 Docentes de SEMS con antigüedad de 51 o más,208,2023,SEMS,Docentes,51 o más,2
714-2023-209 Docentes de AG con antigüedad de 51 o más,209,2023,AG,Docentes,51 o más,0
714-2023-210 Investigadores de CUCEA con antigüedad de 0 a 4,210,2023,CUCEA,Investigadores,0 a 4,9
714-2023-211 Investigadores de CUCEI con antigüedad de 0 a 4,211,2023,CUCEI,Investigadores,0 a 4,20
714-2023-212 Investigadores de CUCSH con antigüedad de 0 a 4,212,2023,CUCSH,Investigadores,0 a 4,12
714-2023-213 Investigadores de CUCS con antigüedad de 0 a 4,213,2023,CUCS,Investigadores,0 a 4,19
714-2023-214 Investigadores de CUAAD con antigüedad de 0 a 4,214,2023,CUAAD,Investigadores,0 a 4,2
714-2023-215 Investigadores de CUCBA con antigüedad de 0 a 4,215,2023,CUCBA,Investigadores,0 a 4,2
714-2023-216 Investigadores de CUALTOS con antigüedad de 0 a 4,216,2023,CUALTOS,Investigadores,0 a 4,6
714-2023-217 Investigadores de CUCIÉNEGA con antigüedad de 0 a 4,217,2023,CUCIÉNEGA,Investigadores,0 a 4,2
714-2023-218 Investigadores de CUSUR con antigüedad de 0 a 4,218,2023,CUSUR,Investigadores,0 a 4,5
714-2023-219 Investigadores de CUCOSTA con antigüedad de 0 a 4,219,2023,CUCOSTA,Investigadores,0 a 4,2
714-2023-220 Investigadores de CUCOSTASUR con antigüedad de 0 a 4,220,2023,CUCOSTASUR,Investigadores,0 a 4,6
714-2023-221 Investigadores de CUVALLES con antigüedad de 0 a 4,221,2023,CUVALLES,Investigadores,0 a 4,13
714-2023-222 Investigadores de CUNORTE con antigüedad de 0 a 4,222,2023,CUNORTE,Investigadores,0 a 4,4
714-2023-223 Investigadores de CULAGOS con antigüedad de 0 a 4,223,2023,CULAGOS,Investigadores,0 a 4,0
714-2023-224 Investigadores de CUTONALÁ con antigüedad de 0 a 4,224,2023,CUTONALÁ,Investigadores,0 a 4,6
714-2023-225 Investigadores de CUTLAJOMULCO con antigüedad de 0 a 4,225,2023,CUTLAJOMULCO,Investigadores,0 a 4,8
714-2023-226 Investigadores de SUV con antigüedad de 0 a 4,226,2023,SUV,Investigadores,0 a 4,2
714-2023-227 Investigadores de SEMS con antigüedad de 0 a 4,227,2023,SEMS,Investigadores,0 a 4,0
714-2023-228 Investigadores de AG con antigüedad de 0 a 4,228,2023,AG,Investigadores,0 a 4,0
714-2023-229 Investigadores de CUCEA con antigüedad de 5 a 9,229,2023,CUCEA,Investigadores,5 a 9,23
714-2023-230 Investigadores de CUCEI con antigüedad de 5 a 9,230,2023,CUCEI,Investigadores,5 a 9,92
714-2023-231 Investigadores de CUCSH con antigüedad de 5 a 9,231,2023,CUCSH,Investigadores,5 a 9,33
714-2023-232 Investigadores de CUCS con antigüedad de 5 a 9,232,2023,CUCS,Investigadores,5 a 9,83
714-2023-233 Investigadores de CUAAD con antigüedad de 5 a 9,233,2023,CUAAD,Investigadores,5 a 9,4
714-2023-234 Investigadores de CUCBA con antigüedad de 5 a 9,234,2023,CUCBA,Investigadores,5 a 9,28
714-2023-235 Investigadores de CUALTOS con antigüedad de 5 a 9,235,2023,CUALTOS,Investigadores,5 a 9,15
714-2023-236 Investigadores de CUCIÉNEGA con antigüedad de 5 a 9,236,2023,CUCIÉNEGA,Investigadores,5 a 9,15
714-2023-237 Investigadores de CUSUR con antigüedad de 5 a 9,237,2023,CUSUR,Investigadores,5 a 9,13
714-2023-238 Investigadores de CUCOSTA con antigüedad de 5 a 9,238,2023,CUCOSTA,Investigadores,5 a 9,8
714-2023-239 Investigadores de CUCOSTASUR con antigüedad de 5 a 9,239,2023,CUCOSTASUR,Investigadores,5 a 9,14
714-2023-240 Investigadores de CUVALLES con antigüedad de 5 a 9,240,2023,CUVALLES,Investigadores,5 a 9,31
714-2023-241 Investigadores de CUNORTE con antigüedad de 5 a 9,241,2023,CUNORTE,Investigadores,5 a 9,12
714-2023-242 Investigadores de CULAGOS con antigüedad de 5 a 9,242,2023,CULAGOS,Investigadores,5 a 9,10
714-2023-243 Investigadores de CUTONALÁ con antigüedad de 5 a 9,243,2023,CUTONALÁ,Investigadores,5 a 9,46
714-2023-244 Investigadores de CUTLAJOMULCO con antigüedad de 5 a 9,244,2023,CUTLAJOMULCO,Investigadores,5 a 9,1
714-2023-245 Investigadores de SUV con antigüedad de 5 a 9,245,2023,SUV,Investigadores,5 a 9,4
