name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 1 2019B Bachillerato General SEMS,1,2019,B,Bachillerato General,SEMS,75827,35939,39888,,33186,14388,18798,,42641,21551,21090,,43.76541338
13 Admisión - 2 2019B Bachillerato General SUV,2,2019,B,Bachillerato General,SUV,343,154,189,,80,32,48,,263,122,141,,23.32361516
13 Admisión - 3 2019B Bachillerato Tecnológico SEMS,3,2019,B,Bachillerato Tecnológico,SEMS,7355,3926,3429,,3537,1784,1753,,3818,2142,1676,,48.08973487
13 Admisión - 4 2019B Bachillerato Tecnológico CUAAD,4,2019,B,Bachillerato Tecnológico,CUAAD,662,456,206,,146,95,51,,516,361,155,,22.05438066
13 Admisión - 5 2019B Bachillerato Tecnológico CUCS,5,2019,B,Bachillerato Tecnológico,CUCS,522,135,387,,194,48,146,,328,87,241,,37.16475096
13 Admisión - 6 2019B Bachillerato Tecnológico CUSUR,6,2019,B,Bachillerato Tecnológico,CUSUR,180,40,140,,143,26,117,,37,14,23,,79.44444444
13 Admisión - 7 2019B Técnico Superior Universitario CUCS,7,2019,B,Técnico Superior Universitario,CUCS,1218,503,715,,308,114,194,,910,389,521,,25.28735632
13 Admisión - 8 2019B Técnico Superior Universitario CUCOSTASUR,8,2019,B,Técnico Superior Universitario,CUCOSTASUR,205,174,31,,58,55,3,,147,119,28,,28.29268293
13 Admisión - 9 2019B Licenciatura CUCEA,9,2019,B,Licenciatura,CUCEA,10575,4998,5577,,2755,1245,1510,,7820,3753,4067,,26.05200946
13 Admisión - 10 2019B Licenciatura CUCEI,10,2019,B,Licenciatura,CUCEI,10367,7376,2991,,2232,1670,562,,8135,5706,2429,,21.52985435
13 Admisión - 11 2019B Licenciatura CUCSH,11,2019,B,Licenciatura,CUCSH,6491,2589,3902,,1582,649,933,,4909,1940,2969,,24.37220767
13 Admisión - 12 2019B Licenciatura CUCS,12,2019,B,Licenciatura,CUCS,14813,4732,10081,,1534,498,1036,,13279,4234,9045,,10.35576858
13 Admisión - 13 2019B Licenciatura CUAAD,13,2019,B,Licenciatura,CUAAD,6496,2984,3512,,983,420,563,,5513,2564,2949,,15.13238916
13 Admisión - 14 2019B Licenciatura CUCBA,14,2019,B,Licenciatura,CUCBA,2928,1373,1555,,916,440,476,,2012,933,1079,,31.28415301
13 Admisión - 15 2019B Licenciatura CUALTOS,15,2019,B,Licenciatura,CUALTOS,3314,1319,1995,,598,255,343,,2716,1064,1652,,18.04465902
13 Admisión - 16 2019B Licenciatura CUCIÉNEGA,16,2019,B,Licenciatura,CUCIÉNEGA,2211,1032,1179,,1005,445,560,,1206,587,619,,45.45454545
13 Admisión - 17 2019B Licenciatura CUSUR,17,2019,B,Licenciatura,CUSUR,3903,1457,2446,,1047,363,684,,2856,1094,1762,,26.82551883
13 Admisión - 18 2019B Licenciatura CUCOSTA,18,2019,B,Licenciatura,CUCOSTA,3611,1655,1956,,1210,589,621,,2401,1066,1335,,33.50872335
13 Admisión - 19 2019B Licenciatura CUCOSTASUR,19,2019,B,Licenciatura,CUCOSTASUR,1313,645,668,,650,317,333,,663,328,335,,49.5049505
13 Admisión - 20 2019B Licenciatura CUVALLES,20,2019,B,Licenciatura,CUVALLES,2009,883,1126,,821,380,441,,1188,503,685,,40.86610254
13 Admisión - 21 2019B Licenciatura CUNORTE,21,2019,B,Licenciatura,CUNORTE,1952,856,1096,,1353,584,769,,599,272,327,,69.31352459
13 Admisión - 22 2019B Licenciatura CULAGOS,22,2019,B,Licenciatura,CULAGOS,1204,618,586,,607,309,298,,597,309,288,,50.41528239
13 Admisión - 23 2019B Licenciatura CUTONALÁ,23,2019,B,Licenciatura,CUTONALÁ,4602,2034,2568,,1059,505,554,,3543,1529,2014,,23.01173403
13 Admisión - 24 2019B Licenciatura SUV,24,2019,B,Licenciatura,SUV,2168,1030,1138,,793,348,445,,1375,682,693,,36.57749077
13 Admisión - 25 2019B Especialidad CUCBA,25,2019,B,Especialidad,CUCBA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 26 2019B Especialidad CUCS,26,2019,B,Especialidad,CUCS,143,40,103,,66,16,50,,77,24,53,,46.15384615
13 Admisión - 27 2019B Especialidad CUALTOS,27,2019,B,Especialidad,CUALTOS,30,23,7,,21,15,6,,9,8,1,,70
13 Admisión - 28 2019B Especialidad CUCOSTA,28,2019,B,Especialidad,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 29 2019B Especialidad CUTONALÁ,29,2019,B,Especialidad,CUTONALÁ,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 30 2019B Especialidad CUSUR,30,2019,B,Especialidad,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 31 2019B Maestría CUCEA,31,2019,B,Maestría,CUCEA,426,239,187,,237,134,103,,189,105,84,,55.63380282
13 Admisión - 32 2019B Maestría CUCEI,32,2019,B,Maestría,CUCEI,150,108,42,,84,66,18,,66,42,24,,56
13 Admisión - 33 2019B Maestría CUCSH,33,2019,B,Maestría,CUCSH,132,56,76,,95,39,56,,37,17,20,,71.96969697
13 Admisión - 34 2019B Maestría CUCS,34,2019,B,Maestría,CUCS,51,22,29,,29,13,16,,22,9,13,,56.8627451
13 Admisión - 35 2019B Maestría CUAAD,35,2019,B,Maestría,CUAAD,69,26,43,,45,17,28,,24,9,15,,65.2173913
