name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
875 2017-2018 14USU0220M 7031200038,875,2017-2018,14USU0220M,7031200038,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0
876 2017-2018 14USU0220M 7041400028,876,2017-2018,14USU0220M,7041400028,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0
877 2017-2018 14USU0220M 7011200088,877,2017-2018,14USU0220M,7011200088,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
878 2017-2018 14USU0220M 7081100068,878,2017-2018,14USU0220M,7081100068,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
879 2017-2018 14USU0008T 8071200008,879,2017-2018,14USU0008T,8071200008,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0
880 2017-2018 14USU0008T 8033100003,880,2017-2018,14USU0008T,8033100003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
881 2017-2018 14USU0008T 8102100001,881,2017-2018,14USU0008T,8102100001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
882 2017-2018 14USU0008T 7071000033,882,2017-2018,14USU0008T,7071000033,Escolarizada,4,4,,8,,,,0,,,,0,4,2,,6,,,,0,,,,0
883 2017-2018 14USU0008T 7042300011,883,2017-2018,14USU0008T,7042300011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
884 2017-2018 14USU0008T 7071200021,884,2017-2018,14USU0008T,7071200021,Escolarizada,5,0,,5,,,,0,,,,0,4,1,,5,,,,0,,,,0
885 2017-2018 14USU0008T 7102100006,885,2017-2018,14USU0008T,7102100006,Escolarizada,2,2,,4,,,,0,,,,0,0,0,,0,,,,0,,,,0
886 2017-2018 14USU0004X 8011400005,886,2017-2018,14USU0004X,8011400005,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
887 2017-2018 14USU0004X 7042100311,887,2017-2018,14USU0004X,7042100311,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
888 2017-2018 14USU0004X 7012400001,888,2017-2018,14USU0004X,7012400001,No escolarizada,9,11,,20,,,,0,,,,0,3,5,,8,,,,0,,,,0
889 2017-2018 14USU0004X 7042100177,889,2017-2018,14USU0004X,7042100177,No escolarizada,17,13,,30,,,,1,,,,0,0,3,,3,,,,0,,,,0
890 2017-2018 14USU0004X 7042300030,890,2017-2018,14USU0004X,7042300030,No escolarizada,0,0,,0,,,,0,,,,0,3,1,,4,,,,0,,,,0
891 2017-2018 14USU0004X 7011400029,891,2017-2018,14USU0004X,7011400029,No escolarizada,4,19,,23,,,,0,,,,0,0,0,,0,,,,0,,,,0
892 2017-2018 14USU0004X 7042300040,892,2017-2018,14USU0004X,7042300040,No escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
893 2017-2018 14USU0004X 7032100037,893,2017-2018,14USU0004X,7032100037,No escolarizada,1,5,,6,,,,0,,,,0,5,4,,9,,,,0,,,,0
894 2017-2018 14USU0004X 7031300041,894,2017-2018,14USU0004X,7031300041,No escolarizada,21,17,,38,,,,0,,,,0,4,6,,10,,,,0,,,,0
895 2017-2018 14USU0004X 7041100029,895,2017-2018,14USU0004X,7041100029,No escolarizada,27,15,,42,,,,0,,,,0,3,1,,4,,,,0,,,,0
896 2017-2018 14USU0010H 8031300003,896,2017-2018,14USU0010H,8031300003,Escolarizada,1,1,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0
897 2017-2018 14USU0010H 8031000001,897,2017-2018,14USU0010H,8031000001,Escolarizada,1,2,,3,,,,0,,,,0,8,9,,17,,,,0,,,,0
898 2017-2018 14USU0010H 8011000006,898,2017-2018,14USU0010H,8011000006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
899 2017-2018 14USU0010H 8011500003,899,2017-2018,14USU0010H,8011500003,Escolarizada,1,0,,1,,,,0,,,,0,0,4,,4,,,,0,,,,0
900 2017-2018 14USU0010H 8052300012,900,2017-2018,14USU0010H,8052300012,Escolarizada,0,2,,2,,,,0,,,,0,0,1,,1,,,,0,,,,0
901 2017-2018 14USU0010H 8022500004,901,2017-2018,14USU0010H,8022500004,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
902 2017-2018 14USU0010H 8022000001,902,2017-2018,14USU0010H,8022000001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
903 2017-2018 14USU0010H 7031300005,903,2017-2018,14USU0010H,7031300005,Escolarizada,1,0,,1,,,,0,,,,0,4,2,,6,,,,0,,,,0
904 2017-2018 14USU0010H 7031000001,904,2017-2018,14USU0010H,7031000001,Escolarizada,0,0,,0,,,,0,,,,0,3,10,,13,,,,0,,,,0
905 2017-2018 14USU0010H 7032100004,905,2017-2018,14USU0010H,7032100004,Escolarizada,0,1,,1,,,,0,,,,0,2,3,,5,,,,0,,,,0
906 2017-2018 14USU0010H 7073100005,906,2017-2018,14USU0010H,7073100005,Escolarizada,2,1,,3,,,,0,,,,0,7,3,,10,,,,1,,,,0
907 2017-2018 14USU0010H 7022200011,907,2017-2018,14USU0010H,7022200011,Escolarizada,0,0,,0,,,,0,,,,0,1,2,,3,,,,0,,,,0
908 2017-2018 14USU0010H 7022300005,908,2017-2018,14USU0010H,7022300005,Escolarizada,0,0,,0,,,,0,,,,0,4,2,,6,,,,0,,,,0
909 2017-2018 14USU0010H 7022600008,909,2017-2018,14USU0010H,7022600008,Escolarizada,0,0,,0,,,,0,,,,0,3,1,,4,,,,0,,,,0
910 2017-2018 14USU0010H 7031200043,910,2017-2018,14USU0010H,7031200043,Escolarizada,0,0,,0,,,,0,,,,0,2,5,,7,,,,0,,,,0
911 2017-2018 14USU0010H 7032100049,911,2017-2018,14USU0010H,7032100049,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
912 2017-2018 14USU0010H 7022500015,912,2017-2018,14USU0010H,7022500015,Escolarizada,6,3,,9,,,,0,,,,0,3,2,,5,,,,0,,,,0
913 2017-2018 14USU0010H 7011200033,913,2017-2018,14USU0010H,7011200033,Escolarizada,1,1,,2,,,,0,,,,0,2,7,,9,,,,0,,,,0
914 2017-2018 14USU0010H 7012603017,914,2017-2018,14USU0010H,7012603017,Escolarizada,2,6,,8,,,,0,,,,0,1,2,,3,,,,0,,,,1
915 2017-2018 14USU0010H 7022400002,915,2017-2018,14USU0010H,7022400002,Escolarizada,1,2,,3,,,,0,,,,0,4,2,,6,,,,0,,,,0
916 2017-2018 14USU0010H 7031300078,916,2017-2018,14USU0010H,7031300078,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
917 2017-2018 14USU0010H 7022200019,917,2017-2018,14USU0010H,7022200019,Escolarizada,2,3,,5,,,,0,,,,0,3,1,,4,,,,0,,,,0
