name,row,anio,cve_sems,pa_categoria_t,hombres,mujeres,personas_nb,total
713-2024-1108 PA de SEMS PA de 14MMS0668K,1108,2024,14MMS0668K,PA,12,3,,15
713-2024-1109 PA de SEMS PA de 14MMS0747X,1109,2024,14MMS0747X,PA,5,5,,10
713-2024-1110 PA de SEMS PA de 14MMS0750K,1110,2024,14MMS0750K,PA,7,1,,8
713-2024-1111 PA de SEMS PA de 14MMS0621Q,1111,2024,14MMS0621Q,PA,18,21,,39
713-2024-1112 PA de SEMS PA de 14MMS0622P,1112,2024,14MMS0622P,PA,12,12,,24
713-2024-1113 PA de SEMS PA de 14MMS0732V,1113,2024,14MMS0732V,PA,7,2,,9
713-2024-1114 PA de SEMS PA de 14MMS0733U,1114,2024,14MMS0733U,PA,3,4,,7
713-2024-1115 PA de SEMS PA de 14MMS0674V,1115,2024,14MMS0674V,PA,2,5,,7
713-2024-1116 PA de SEMS PA de 14MMS0675U,1116,2024,14MMS0675U,PA,2,2,,4
713-2024-1117 PA de SEMS PA de 14MMS0676T,1117,2024,14MMS0676T,PA,3,4,,7
713-2024-1118 PA de SEMS PA de 14MMS0736R,1118,2024,14MMS0736R,PA,0,1,,1
713-2024-1119 PA de SEMS PA de 14MMS0677S,1119,2024,14MMS0677S,PA,2,5,,7
713-2024-1120 PA de SEMS PA de 14MMS0734T,1120,2024,14MMS0734T,PA,1,1,,2
713-2024-1121 PA de SEMS PA de 14MMS0735S,1121,2024,14MMS0735S,PA,0,0,,0
713-2024-1122 PA de SEMS PA de 14MMS0737Q,1122,2024,14MMS0737Q,PA,2,2,,4
713-2024-1123 PA de SEMS PA de 14MMS0651K,1123,2024,14MMS0651K,PA,23,14,,37
713-2024-1124 PA de SEMS PA de 14MMS0698E,1124,2024,14MMS0698E,PA,8,3,,11
713-2024-1125 PA de SEMS PA de 14MMS0624N,1125,2024,14MMS0624N,PA,17,14,,31
713-2024-1126 PA de SEMS PA de 14MMS0682D,1126,2024,14MMS0682D,PA,7,5,,12
713-2024-1127 PA de SEMS PA de 14MMS0683C,1127,2024,14MMS0683C,PA,6,6,,12
713-2024-1128 PA de SEMS PA de 14MMS0626L,1128,2024,14MMS0626L,PA,24,28,,52
713-2024-1129 PA de SEMS PA de 14MMS0758C,1129,2024,14MMS0758C,PA,3,2,,5
713-2024-1130 PA de SEMS PA de 14MMS0680F,1130,2024,14MMS0680F,PA,5,2,,7
713-2024-1131 PA de SEMS PA de 14MMS0681E,1131,2024,14MMS0681E,PA,5,5,,10
713-2024-1132 PA de SEMS PA de 14MMS0707W,1132,2024,14MMS0707W,PA,14,10,,24
713-2024-1133 PA de SEMS PA de 14MMS0625M,1133,2024,14MMS0625M,PA,23,10,,33
713-2024-1134 PA de SEMS PA de 14MMS0738P,1134,2024,14MMS0738P,PA,5,3,,8
713-2024-1135 PA de SEMS PA de 14MMS0684B,1135,2024,14MMS0684B,PA,6,4,,10
713-2024-1136 PA de SEMS PA de 14MMS0687Z,1136,2024,14MMS0687Z,PA,5,3,,8
713-2024-1137 PA de SEMS PA de 14MMS0688Y,1137,2024,14MMS0688Y,PA,7,2,,9
713-2024-1138 PA de SEMS PA de 14MMS0652J,1138,2024,14MMS0652J,PA,21,8,,29
713-2024-1139 PA de SEMS PA de 14MMS0718B,1139,2024,14MMS0718B,PA,10,11,,21
713-2024-1140 PA de SEMS PA de 14MMS0637R,1140,2024,14MMS0637R,PA,26,17,,43
713-2024-1141 PA de SEMS PA de 14MMS0760R,1141,2024,14MMS0760R,PA,1,0,,1
713-2024-1142 PA de SEMS PA de 14MMS0671Y,1142,2024,14MMS0671Y,PA,3,5,,8
713-2024-1143 PA de SEMS PA de 14MMS0673W,1143,2024,14MMS0673W,PA,4,5,,9
713-2024-1144 PA de SEMS PA de 14MMS0731W,1144,2024,14MMS0731W,PA,3,1,,4
713-2024-1145 PA de SEMS PA de 14MMS0654H,1145,2024,14MMS0654H,PA,15,23,,38
713-2024-1146 PA de SEMS PA de 14MMS0879O,1146,2024,14MMS0879O,PA,0,1,,1
713-2024-1147 PA de SEMS PA de 14MMS0642C,1147,2024,14MMS0642C,PA,11,12,,23
713-2024-1148 PA de SEMS PA de 14MMS0726K,1148,2024,14MMS0726K,PA,2,2,,4
713-2024-1149 PA de SEMS PA de 14MMS0661R,1149,2024,14MMS0661R,PA,5,2,,7
713-2024-1150 PA de SEMS PA de 14MMS0685A,1150,2024,14MMS0685A,PA,12,14,,26
713-2024-1151 PA de SEMS PA de 14MMS0686Z,1151,2024,14MMS0686Z,PA,7,8,,15
713-2024-1152 PA de SEMS PA de 14MMS0798D,1152,2024,14MMS0798D,PA,8,11,,19
713-2024-1153 PA de SEMS PA de 14MMS0705Y,1153,2024,14MMS0705Y,PA,15,11,,26
713-2024-1154 PA de SEMS PA de 14MMS0693J,1154,2024,14MMS0693J,PA,7,9,,16
713-2024-1155 PA de SEMS PA de 14MMS0653I,1155,2024,14MMS0653I,PA,22,13,,35
713-2024-1156 PA de SEMS PA de 14MMS0678R,1156,2024,14MMS0678R,PA,10,4,,14
713-2024-1157 PA de SEMS PA de 14MMS0691L,1157,2024,14MMS0691L,PA,4,4,,8
713-2024-1158 PA de SEMS PA de 14MMS0692K,1158,2024,14MMS0692K,PA,6,7,,13
713-2024-1159 PA de SEMS PA de 14MMS0635T,1159,2024,14MMS0635T,PA,16,15,,31
713-2024-1160 PA de SEMS PA de 14MMS0628J,1160,2024,14MMS0628J,PA,21,34,,55
713-2024-1161 PA de SEMS PA de 14MMS0764N,1161,2024,14MMS0764N,PA,2,5,,7
713-2024-1162 PA de SEMS PA de 14MMS0697F,1162,2024,14MMS0697F,PA,7,4,,11
713-2024-1163 PA de SEMS PA de 14MMS0694I,1163,2024,14MMS0694I,PA,4,2,,6
713-2024-1164 PA de SEMS PA de 14MMS0695H,1164,2024,14MMS0695H,PA,7,10,,17
713-2024-1165 PA de SEMS PA de 14MMS0696G,1165,2024,14MMS0696G,PA,7,7,,14
713-2024-1166 PA de SEMS PA de 14MMS0722O,1166,2024,14MMS0722O,PA,7,10,,17
713-2024-1167 PA de SEMS PA de 14MMS0634U,1167,2024,14MMS0634U,PA,31,30,,61
713-2024-1168 PA de SEMS PA de 14MMS0700C,1168,2024,14MMS0700C,PA,6,5,,11
713-2024-1169 PA de SEMS PA de 14MMS0701B,1169,2024,14MMS0701B,PA,9,10,,19
713-2024-1170 PA de SEMS PA de 14MMS0702A,1170,2024,14MMS0702A,PA,7,5,,12
713-2024-1171 PA de SEMS PA de 14MMS0703Z,1171,2024,14MMS0703Z,PA,3,9,,12
713-2024-1172 PA de SEMS PA de 14MMS0704Z,1172,2024,14MMS0704Z,PA,5,2,,7
713-2024-1173 PA de SEMS PA de 14MMS0629I,1173,2024,14MMS0629I,PA,28,19,,47
713-2024-1174 PA de SEMS PA de 14MMS0769I,1174,2024,14MMS0769I,PA,8,7,,15
713-2024-1175 PA de SEMS PA de 14MMS0644A,1175,2024,14MMS0644A,PA,18,14,,32
713-2024-1176 PA de SEMS PA de 14MMS0739O,1176,2024,14MMS0739O,PA,5,4,,9
713-2024-1177 PA de SEMS PA de 14MMS0706X,1177,2024,14MMS0706X,PA,15,13,,28
713-2024-1178 PA de SEMS PA de 14MMS0714F,1178,2024,14MMS0714F,PA,8,8,,16
713-2024-1179 PA de SEMS PA de 14MMS0759B,1179,2024,14MMS0759B,PA,30,44,,74
713-2024-1180 PA de SEMS PA de 14MMS0627K,1180,2024,14MMS0627K,PA,10,15,,25
713-2024-1181 PA de SEMS PA de 14MMS0754G,1181,2024,14MMS0754G,PA,7,7,,14
713-2024-1182 PA de SEMS PA de 14MMS0709U,1182,2024,14MMS0709U,PA,9,4,,13
713-2024-1183 PA de SEMS PA de 14MMS0710J,1183,2024,14MMS0710J,PA,9,7,,16
713-2024-1184 PA de SEMS PA de 14MMS0832U,1184,2024,14MMS0832U,PA,3,10,,13
713-2024-1185 PA de SEMS PA de 14MMS0655G,1185,2024,14MMS0655G,PA,29,24,,53
713-2024-1186 PA de SEMS PA de 14MMS0771X,1186,2024,14MMS0771X,PA,6,5,,11
713-2024-1187 PA de SEMS PA de 14MMS0620R,1187,2024,14MMS0620R,PA,19,15,,34
713-2024-1188 PA de SEMS PA de 14MMS0766L,1188,2024,14MMS0766L,PA,3,3,,6
713-2024-1189 PA de SEMS PA de 14MMS0689X,1189,2024,14MMS0689X,PA,6,5,,11
713-2024-1190 PA de SEMS PA de 14MMS0770Y,1190,2024,14MMS0770Y,PA,2,4,,6
713-2024-1191 PA de SEMS PA de 14MMS0690M,1191,2024,14MMS0690M,PA,4,4,,8
713-2024-1192 PA de SEMS PA de 14MMS0740D,1192,2024,14MMS0740D,PA,3,0,,3
713-2024-1193 PA de SEMS PA de 14MMS0656F,1193,2024,14MMS0656F,PA,13,9,,22
713-2024-1194 PA de SEMS PA de 14MMS0768J,1194,2024,14MMS0768J,PA,3,7,,10
713-2024-1195 PA de SEMS PA de 14MMS0711I,1195,2024,14MMS0711I,PA,4,2,,6
713-2024-1196 PA de SEMS PA de 14MMS0730X,1196,2024,14MMS0730X,PA,2,4,,6
713-2024-1197 PA de SEMS PA de 14MMS0670Z,1197,2024,14MMS0670Z,PA,3,8,,11
713-2024-1198 PA de SEMS PA de 14MMS0632W,1198,2024,14MMS0632W,PA,36,30,,66
713-2024-1199 PA de SEMS PA de 14MMS0713G,1199,2024,14MMS0713G,PA,9,7,,16
713-2024-1200 PA de SEMS PA de 14MMS0763O,1200,2024,14MMS0763O,PA,3,3,,6
713-2024-1201 PA de SEMS PA de 14MMS0715E,1201,2024,14MMS0715E,PA,8,1,,9
713-2024-1202 PA de SEMS PA de 14MMS0716D,1202,2024,14MMS0716D,PA,8,4,,12
713-2024-1203 PA de SEMS PA de 14MMS0660S,1203,2024,14MMS0660S,PA,22,23,,45
713-2024-1204 PA de SEMS PA de 14MMS0719A,1204,2024,14MMS0719A,PA,3,6,,9
713-2024-1205 PA de SEMS PA de 14MMS0720Q,1205,2024,14MMS0720Q,PA,5,6,,11
713-2024-1206 PA de SEMS PA de 14MMS0742B,1206,2024,14MMS0742B,PA,2,2,,4
713-2024-1207 PA de SEMS PA de 14MMS0743A,1207,2024,14MMS0743A,PA,2,2,,4
713-2024-1208 PA de SEMS PA de 14MMS0657E,1208,2024,14MMS0657E,PA,37,29,,66
713-2024-1209 PA de SEMS PA de 14MMS0721P,1209,2024,14MMS0721P,PA,12,6,,18
713-2024-1210 PA de SEMS PA de 14MMS0744Z,1210,2024,14MMS0744Z,PA,7,9,,16
713-2024-1211 PA de SEMS PA de 14MMS0817B,1211,2024,14MMS0817B,PA,8,7,,15
713-2024-1212 PA de SEMS PA de 14MMS0773V,1212,2024,14MMS0773V,PA,22,21,,43
713-2024-1213 PA de SEMS PA de 14MMS0633V,1213,2024,14MMS0633V,PA,11,16,,27
713-2024-1214 PA de SEMS PA de 14MMS0772W,1214,2024,14MMS0772W,PA,5,2,,7
713-2024-1215 PA de SEMS PA de 14MMS0679Q,1215,2024,14MMS0679Q,PA,5,4,,9
713-2024-1216 PA de SEMS PA de 14MMS0723N,1216,2024,14MMS0723N,PA,4,5,,9
713-2024-1217 PA de SEMS PA de 14MMS0712H,1217,2024,14MMS0712H,PA,14,10,,24
713-2024-1218 PA de SEMS PA de 14MMS0669J,1218,2024,14MMS0669J,PA,9,5,,14
713-2024-1219 PA de SEMS PA de 14MMS0672X,1219,2024,14MMS0672X,PA,3,2,,5
713-2024-1220 PA de SEMS PA de 14MMS0708V,1220,2024,14MMS0708V,PA,11,10,,21
713-2024-1221 PA de SEMS PA de 14MMS0767K,1221,2024,14MMS0767K,PA,10,17,,27
713-2024-1222 PA de SEMS PA de 14MMS0659C,1222,2024,14MMS0659C,PA,18,12,,30
713-2024-1223 PA de SEMS PA de 14MMS0755F,1223,2024,14MMS0755F,PA,2,3,,5
713-2024-1224 PA de SEMS PA de 14MMS0746Y,1224,2024,14MMS0746Y,PA,1,6,,7
713-2024-1225 PA de SEMS PA de 14MMS0724M,1225,2024,14MMS0724M,PA,7,4,,11
713-2024-1226 PA de SEMS PA de 14MMS0745Z,1226,2024,14MMS0745Z,PA,3,1,,4
713-2024-1227 PA de SEMS PA de 14MMS0638Q,1227,2024,14MMS0638Q,PA,8,10,,18
713-2024-1228 PA de SEMS PA de 14MMS0658D,1228,2024,14MMS0658D,PA,25,19,,44
713-2024-1229 PA de SEMS PA de 14MMS0725L,1229,2024,14MMS0725L,PA,1,0,,1
713-2024-1230 PA de SEMS PA de 14MMS0616E,1230,2024,14MMS0616E,PA,33,55,,88
713-2024-1231 PA de SEMS PA de 14MMS0639P,1231,2024,14MMS0639P,PA,4,8,,12
713-2024-1232 PA de SEMS PA de 14MMS0699D,1232,2024,14MMS0699D,PA,3,6,,9
713-2024-1233 PA de SEMS PA de 14MMS0748W,1233,2024,14MMS0748W,PA,5,5,,10
713-2024-1234 PA de SEMS PA de 14MMS0827I,1234,2024,14MMS0827I,PA,3,6,,9
713-2024-1235 PA de SEMS PA de 14MMS0751J,1235,2024,14MMS0751J,PA,14,6,,20
713-2024-1236 PA de SEMS PA de 14MMS0830W,1236,2024,14MMS0830W,PA,0,0,,0
713-2024-1237 PA de SEMS PA de 14MMS0818A,1237,2024,14MMS0818A,PA,43,34,,77
713-2024-1238 PA de SEMS PA de 14MMS0912F,1238,2024,14MMS0912F,PA,6,5,,11
713-2024-1239 PA de SEMS PA de DGSEMS,1239,2024,DGSEMS,PA,0,0,,0
