name,row,anio,cve_sems,pa_categoria_t,hombres,mujeres,personas_nb,total
713-2024-1 PA de SEMS DTC de 14MMS0607X,1,2024,14MMS0607X,DTC,8,8,,16
713-2024-2 PA de SEMS DTC de 14MMS0608W,2,2024,14MMS0608W,DTC,13,6,,19
713-2024-3 PA de SEMS DTC de 14MMS0609V,3,2024,14MMS0609V,DTC,13,8,,21
713-2024-4 PA de SEMS DTC de 14MMS0610K,4,2024,14MMS0610K,DTC,12,6,,18
713-2024-5 PA de SEMS DTC de 14MMS0611J,5,2024,14MMS0611J,DTC,5,10,,15
713-2024-6 PA de SEMS DTC de 14MMS0612I,6,2024,14MMS0612I,DTC,12,10,,22
713-2024-7 PA de SEMS DTC de 14MMS0613H,7,2024,14MMS0613H,DTC,22,22,,44
713-2024-8 PA de SEMS DTC de 14MMS0647Y,8,2024,14MMS0647Y,DTC,0,0,,0
713-2024-9 PA de SEMS DTC de 14MMS0762P,9,2024,14MMS0762P,DTC,0,0,,0
713-2024-10 PA de SEMS DTC de 14MMS0761Q,10,2024,14MMS0761Q,DTC,13,21,,34
713-2024-11 PA de SEMS DTC de 14MMS0648X,11,2024,14MMS0648X,DTC,11,14,,25
713-2024-12 PA de SEMS DTC de 14MMS0649W,12,2024,14MMS0649W,DTC,18,16,,34
713-2024-13 PA de SEMS DTC de 14MMS0650L,13,2024,14MMS0650L,DTC,7,11,,18
713-2024-14 PA de SEMS DTC de 14MMS0646Z,14,2024,14MMS0646Z,DTC,20,29,,49
713-2024-15 PA de SEMS DTC de 14MMS0640E,15,2024,14MMS0640E,DTC,0,1,,1
713-2024-16 PA de SEMS DTC de 14MMS0615F,16,2024,14MMS0615F,DTC,4,13,,17
713-2024-17 PA de SEMS DTC de 14MMS0630Y,17,2024,14MMS0630Y,DTC,4,6,,10
713-2024-18 PA de SEMS DTC de 14MMS0641D,18,2024,14MMS0641D,DTC,0,2,,2
713-2024-19 PA de SEMS DTC de 14MMS0631X,19,2024,14MMS0631X,DTC,8,6,,14
713-2024-20 PA de SEMS DTC de 14MMS0636S,20,2024,14MMS0636S,DTC,6,4,,10
713-2024-21 PA de SEMS DTC de 14MMS0752I,21,2024,14MMS0752I,DTC,3,5,,8
713-2024-22 PA de SEMS DTC de 14MMS0753H,22,2024,14MMS0753H,DTC,8,4,,12
713-2024-23 PA de SEMS DTC de 14MMS0757D,23,2024,14MMS0757D,DTC,8,8,,16
713-2024-24 PA de SEMS DTC de 14MMS0756E,24,2024,14MMS0756E,DTC,10,3,,13
713-2024-25 PA de SEMS DTC de 14MMS0614G,25,2024,14MMS0614G,DTC,21,24,,45
713-2024-26 PA de SEMS DTC de 14MMS0645Z,26,2024,14MMS0645Z,DTC,14,17,,31
713-2024-27 PA de SEMS DTC de 14MMS0623O,27,2024,14MMS0623O,DTC,7,10,,17
713-2024-28 PA de SEMS DTC de 14MMS0776S,28,2024,14MMS0776S,DTC,14,3,,17
713-2024-29 PA de SEMS DTC de 14MMS0799C,29,2024,14MMS0799C,DTC,10,18,,28
713-2024-30 PA de SEMS DTC de 14MMS0878P,30,2024,14MMS0878P,DTC,2,3,,5
713-2024-31 PA de SEMS DTC de 14MMS0844Z,31,2024,14MMS0844Z,DTC,3,4,,7
713-2024-32 PA de SEMS DTC de 14MMS0643B,32,2024,14MMS0643B,DTC,4,2,,6
713-2024-33 PA de SEMS DTC de 14MMS0727J,33,2024,14MMS0727J,DTC,0,0,,0
713-2024-34 PA de SEMS DTC de 14MMS0717C,34,2024,14MMS0717C,DTC,4,1,,5
713-2024-35 PA de SEMS DTC de 14MMS0741C,35,2024,14MMS0741C,DTC,0,0,,0
713-2024-36 PA de SEMS DTC de 14MMS0617D,36,2024,14MMS0617D,DTC,3,2,,5
713-2024-37 PA de SEMS DTC de 14MMS0662Q,37,2024,14MMS0662Q,DTC,2,1,,3
713-2024-38 PA de SEMS DTC de 14MMS0663P,38,2024,14MMS0663P,DTC,0,0,,0
713-2024-39 PA de SEMS DTC de 14MMS0664O,39,2024,14MMS0664O,DTC,0,0,,0
713-2024-40 PA de SEMS DTC de 14MMS0665N,40,2024,14MMS0665N,DTC,0,1,,1
713-2024-41 PA de SEMS DTC de 14MMS0619B,41,2024,14MMS0619B,DTC,3,3,,6
713-2024-42 PA de SEMS DTC de 14MMS0666M,42,2024,14MMS0666M,DTC,0,0,,0
713-2024-43 PA de SEMS DTC de 14MMS0667L,43,2024,14MMS0667L,DTC,0,0,,0
713-2024-44 PA de SEMS DTC de 14MMS0728I,44,2024,14MMS0728I,DTC,0,0,,0
713-2024-45 PA de SEMS DTC de 14MMS0618C,45,2024,14MMS0618C,DTC,4,4,,8
713-2024-46 PA de SEMS DTC de 14MMS0668K,46,2024,14MMS0668K,DTC,1,0,,1
713-2024-47 PA de SEMS DTC de 14MMS0747X,47,2024,14MMS0747X,DTC,1,0,,1
713-2024-48 PA de SEMS DTC de 14MMS0750K,48,2024,14MMS0750K,DTC,0,0,,0
713-2024-49 PA de SEMS DTC de 14MMS0621Q,49,2024,14MMS0621Q,DTC,15,7,,22
713-2024-50 PA de SEMS DTC de 14MMS0622P,50,2024,14MMS0622P,DTC,5,4,,9
713-2024-51 PA de SEMS DTC de 14MMS0732V,51,2024,14MMS0732V,DTC,0,0,,0
713-2024-52 PA de SEMS DTC de 14MMS0733U,52,2024,14MMS0733U,DTC,0,0,,0
713-2024-53 PA de SEMS DTC de 14MMS0674V,53,2024,14MMS0674V,DTC,0,0,,0
713-2024-54 PA de SEMS DTC de 14MMS0675U,54,2024,14MMS0675U,DTC,0,0,,0
713-2024-55 PA de SEMS DTC de 14MMS0676T,55,2024,14MMS0676T,DTC,0,1,,1
713-2024-56 PA de SEMS DTC de 14MMS0736R,56,2024,14MMS0736R,DTC,0,0,,0
713-2024-57 PA de SEMS DTC de 14MMS0677S,57,2024,14MMS0677S,DTC,1,0,,1
713-2024-58 PA de SEMS DTC de 14MMS0734T,58,2024,14MMS0734T,DTC,0,0,,0
713-2024-59 PA de SEMS DTC de 14MMS0735S,59,2024,14MMS0735S,DTC,0,0,,0
713-2024-60 PA de SEMS DTC de 14MMS0737Q,60,2024,14MMS0737Q,DTC,0,0,,0
713-2024-61 PA de SEMS DTC de 14MMS0651K,61,2024,14MMS0651K,DTC,4,1,,5
713-2024-62 PA de SEMS DTC de 14MMS0698E,62,2024,14MMS0698E,DTC,1,0,,1
713-2024-63 PA de SEMS DTC de 14MMS0624N,63,2024,14MMS0624N,DTC,2,1,,3
713-2024-64 PA de SEMS DTC de 14MMS0682D,64,2024,14MMS0682D,DTC,3,1,,4
713-2024-65 PA de SEMS DTC de 14MMS0683C,65,2024,14MMS0683C,DTC,0,0,,0
713-2024-66 PA de SEMS DTC de 14MMS0626L,66,2024,14MMS0626L,DTC,13,11,,24
713-2024-67 PA de SEMS DTC de 14MMS0758C,67,2024,14MMS0758C,DTC,2,0,,2
713-2024-68 PA de SEMS DTC de 14MMS0680F,68,2024,14MMS0680F,DTC,2,0,,2
713-2024-69 PA de SEMS DTC de 14MMS0681E,69,2024,14MMS0681E,DTC,1,0,,1
713-2024-70 PA de SEMS DTC de 14MMS0707W,70,2024,14MMS0707W,DTC,0,2,,2
713-2024-71 PA de SEMS DTC de 14MMS0625M,71,2024,14MMS0625M,DTC,4,4,,8
713-2024-72 PA de SEMS DTC de 14MMS0738P,72,2024,14MMS0738P,DTC,0,0,,0
713-2024-73 PA de SEMS DTC de 14MMS0684B,73,2024,14MMS0684B,DTC,0,0,,0
713-2024-74 PA de SEMS DTC de 14MMS0687Z,74,2024,14MMS0687Z,DTC,0,0,,0
713-2024-75 PA de SEMS DTC de 14MMS0688Y,75,2024,14MMS0688Y,DTC,1,0,,1
713-2024-76 PA de SEMS DTC de 14MMS0652J,76,2024,14MMS0652J,DTC,2,1,,3
713-2024-77 PA de SEMS DTC de 14MMS0718B,77,2024,14MMS0718B,DTC,5,3,,8
713-2024-78 PA de SEMS DTC de 14MMS0637R,78,2024,14MMS0637R,DTC,4,3,,7
713-2024-79 PA de SEMS DTC de 14MMS0760R,79,2024,14MMS0760R,DTC,0,0,,0
713-2024-80 PA de SEMS DTC de 14MMS0671Y,80,2024,14MMS0671Y,DTC,0,0,,0
713-2024-81 PA de SEMS DTC de 14MMS0673W,81,2024,14MMS0673W,DTC,3,1,,4
713-2024-82 PA de SEMS DTC de 14MMS0731W,82,2024,14MMS0731W,DTC,0,0,,0
713-2024-83 PA de SEMS DTC de 14MMS0654H,83,2024,14MMS0654H,DTC,5,3,,8
713-2024-84 PA de SEMS DTC de 14MMS0879O,84,2024,14MMS0879O,DTC,0,0,,0
713-2024-85 PA de SEMS DTC de 14MMS0642C,85,2024,14MMS0642C,DTC,3,3,,6
713-2024-86 PA de SEMS DTC de 14MMS0726K,86,2024,14MMS0726K,DTC,0,0,,0
713-2024-87 PA de SEMS DTC de 14MMS0661R,87,2024,14MMS0661R,DTC,2,0,,2
713-2024-88 PA de SEMS DTC de 14MMS0685A,88,2024,14MMS0685A,DTC,3,2,,5
713-2024-89 PA de SEMS DTC de 14MMS0686Z,89,2024,14MMS0686Z,DTC,0,0,,0
713-2024-90 PA de SEMS DTC de 14MMS0798D,90,2024,14MMS0798D,DTC,1,0,,1
713-2024-91 PA de SEMS DTC de 14MMS0705Y,91,2024,14MMS0705Y,DTC,2,1,,3
713-2024-92 PA de SEMS DTC de 14MMS0693J,92,2024,14MMS0693J,DTC,4,2,,6
713-2024-93 PA de SEMS DTC de 14MMS0653I,93,2024,14MMS0653I,DTC,6,2,,8
713-2024-94 PA de SEMS DTC de 14MMS0678R,94,2024,14MMS0678R,DTC,0,0,,0
713-2024-95 PA de SEMS DTC de 14MMS0691L,95,2024,14MMS0691L,DTC,1,0,,1
713-2024-96 PA de SEMS DTC de 14MMS0692K,96,2024,14MMS0692K,DTC,1,0,,1
713-2024-97 PA de SEMS DTC de 14MMS0635T,97,2024,14MMS0635T,DTC,5,1,,6
713-2024-98 PA de SEMS DTC de 14MMS0628J,98,2024,14MMS0628J,DTC,0,7,,7
713-2024-99 PA de SEMS DTC de 14MMS0764N,99,2024,14MMS0764N,DTC,0,0,,0
713-2024-100 PA de SEMS DTC de 14MMS0697F,100,2024,14MMS0697F,DTC,0,0,,0
713-2024-101 PA de SEMS DTC de 14MMS0694I,101,2024,14MMS0694I,DTC,0,0,,0
713-2024-102 PA de SEMS DTC de 14MMS0695H,102,2024,14MMS0695H,DTC,0,1,,1
713-2024-103 PA de SEMS DTC de 14MMS0696G,103,2024,14MMS0696G,DTC,0,0,,0
713-2024-104 PA de SEMS DTC de 14MMS0722O,104,2024,14MMS0722O,DTC,7,6,,13
713-2024-105 PA de SEMS DTC de 14MMS0634U,105,2024,14MMS0634U,DTC,3,4,,7
713-2024-106 PA de SEMS DTC de 14MMS0700C,106,2024,14MMS0700C,DTC,0,0,,0
713-2024-107 PA de SEMS DTC de 14MMS0701B,107,2024,14MMS0701B,DTC,0,0,,0
713-2024-108 PA de SEMS DTC de 14MMS0702A,108,2024,14MMS0702A,DTC,0,0,,0
713-2024-109 PA de SEMS DTC de 14MMS0703Z,109,2024,14MMS0703Z,DTC,0,0,,0
713-2024-110 PA de SEMS DTC de 14MMS0704Z,110,2024,14MMS0704Z,DTC,0,0,,0
713-2024-111 PA de SEMS DTC de 14MMS0629I,111,2024,14MMS0629I,DTC,5,1,,6
713-2024-112 PA de SEMS DTC de 14MMS0769I,112,2024,14MMS0769I,DTC,0,0,,0
713-2024-113 PA de SEMS DTC de 14MMS0644A,113,2024,14MMS0644A,DTC,0,1,,1
713-2024-114 PA de SEMS DTC de 14MMS0739O,114,2024,14MMS0739O,DTC,0,0,,0
713-2024-115 PA de SEMS DTC de 14MMS0706X,115,2024,14MMS0706X,DTC,3,1,,4
713-2024-116 PA de SEMS DTC de 14MMS0714F,116,2024,14MMS0714F,DTC,0,0,,0
713-2024-117 PA de SEMS DTC de 14MMS0759B,117,2024,14MMS0759B,DTC,8,8,,16
713-2024-118 PA de SEMS DTC de 14MMS0627K,118,2024,14MMS0627K,DTC,4,4,,8
713-2024-119 PA de SEMS DTC de 14MMS0754G,119,2024,14MMS0754G,DTC,0,0,,0
713-2024-120 PA de SEMS DTC de 14MMS0709U,120,2024,14MMS0709U,DTC,0,5,,5
713-2024-121 PA de SEMS DTC de 14MMS0710J,121,2024,14MMS0710J,DTC,1,2,,3
713-2024-122 PA de SEMS DTC de 14MMS0832U,122,2024,14MMS0832U,DTC,0,0,,0
713-2024-123 PA de SEMS DTC de 14MMS0655G,123,2024,14MMS0655G,DTC,4,3,,7
713-2024-124 PA de SEMS DTC de 14MMS0771X,124,2024,14MMS0771X,DTC,0,0,,0
713-2024-125 PA de SEMS DTC de 14MMS0620R,125,2024,14MMS0620R,DTC,9,5,,14
713-2024-126 PA de SEMS DTC de 14MMS0766L,126,2024,14MMS0766L,DTC,0,0,,0
713-2024-127 PA de SEMS DTC de 14MMS0689X,127,2024,14MMS0689X,DTC,0,0,,0
713-2024-128 PA de SEMS DTC de 14MMS0770Y,128,2024,14MMS0770Y,DTC,0,0,,0
713-2024-129 PA de SEMS DTC de 14MMS0690M,129,2024,14MMS0690M,DTC,0,0,,0
713-2024-130 PA de SEMS DTC de 14MMS0740D,130,2024,14MMS0740D,DTC,0,0,,0
713-2024-131 PA de SEMS DTC de 14MMS0656F,131,2024,14MMS0656F,DTC,3,0,,3
713-2024-132 PA de SEMS DTC de 14MMS0768J,132,2024,14MMS0768J,DTC,0,0,,0
713-2024-133 PA de SEMS DTC de 14MMS0711I,133,2024,14MMS0711I,DTC,2,0,,2
713-2024-134 PA de SEMS DTC de 14MMS0730X,134,2024,14MMS0730X,DTC,0,1,,1
713-2024-135 PA de SEMS DTC de 14MMS0670Z,135,2024,14MMS0670Z,DTC,1,0,,1
713-2024-136 PA de SEMS DTC de 14MMS0632W,136,2024,14MMS0632W,DTC,5,1,,6
713-2024-137 PA de SEMS DTC de 14MMS0713G,137,2024,14MMS0713G,DTC,1,0,,1
713-2024-138 PA de SEMS DTC de 14MMS0763O,138,2024,14MMS0763O,DTC,0,0,,0
713-2024-139 PA de SEMS DTC de 14MMS0715E,139,2024,14MMS0715E,DTC,0,1,,1
713-2024-140 PA de SEMS DTC de 14MMS0716D,140,2024,14MMS0716D,DTC,0,0,,0
713-2024-141 PA de SEMS DTC de 14MMS0660S,141,2024,14MMS0660S,DTC,5,3,,8
713-2024-142 PA de SEMS DTC de 14MMS0719A,142,2024,14MMS0719A,DTC,1,0,,1
713-2024-143 PA de SEMS DTC de 14MMS0720Q,143,2024,14MMS0720Q,DTC,1,0,,1
713-2024-144 PA de SEMS DTC de 14MMS0742B,144,2024,14MMS0742B,DTC,0,0,,0
713-2024-145 PA de SEMS DTC de 14MMS0743A,145,2024,14MMS0743A,DTC,0,0,,0
713-2024-146 PA de SEMS DTC de 14MMS0657E,146,2024,14MMS0657E,DTC,3,11,,14
713-2024-147 PA de SEMS DTC de 14MMS0721P,147,2024,14MMS0721P,DTC,0,0,,0
713-2024-148 PA de SEMS DTC de 14MMS0744Z,148,2024,14MMS0744Z,DTC,0,0,,0
713-2024-149 PA de SEMS DTC de 14MMS0817B,149,2024,14MMS0817B,DTC,0,0,,0
713-2024-150 PA de SEMS DTC de 14MMS0773V,150,2024,14MMS0773V,DTC,2,5,,7
713-2024-151 PA de SEMS DTC de 14MMS0633V,151,2024,14MMS0633V,DTC,4,1,,5
713-2024-152 PA de SEMS DTC de 14MMS0772W,152,2024,14MMS0772W,DTC,0,0,,0
713-2024-153 PA de SEMS DTC de 14MMS0679Q,153,2024,14MMS0679Q,DTC,2,1,,3
713-2024-154 PA de SEMS DTC de 14MMS0723N,154,2024,14MMS0723N,DTC,1,0,,1
713-2024-155 PA de SEMS DTC de 14MMS0712H,155,2024,14MMS0712H,DTC,4,2,,6
713-2024-156 PA de SEMS DTC de 14MMS0669J,156,2024,14MMS0669J,DTC,0,1,,1
713-2024-157 PA de SEMS DTC de 14MMS0672X,157,2024,14MMS0672X,DTC,0,1,,1
713-2024-158 PA de SEMS DTC de 14MMS0708V,158,2024,14MMS0708V,DTC,4,1,,5
713-2024-159 PA de SEMS DTC de 14MMS0767K,159,2024,14MMS0767K,DTC,1,0,,1
713-2024-160 PA de SEMS DTC de 14MMS0659C,160,2024,14MMS0659C,DTC,5,2,,7
713-2024-161 PA de SEMS DTC de 14MMS0755F,161,2024,14MMS0755F,DTC,0,0,,0
713-2024-162 PA de SEMS DTC de 14MMS0746Y,162,2024,14MMS0746Y,DTC,0,0,,0
713-2024-163 PA de SEMS DTC de 14MMS0724M,163,2024,14MMS0724M,DTC,3,1,,4
713-2024-164 PA de SEMS DTC de 14MMS0745Z,164,2024,14MMS0745Z,DTC,0,0,,0
713-2024-165 PA de SEMS DTC de 14MMS0638Q,165,2024,14MMS0638Q,DTC,4,3,,7
713-2024-166 PA de SEMS DTC de 14MMS0658D,166,2024,14MMS0658D,DTC,7,3,,10
713-2024-167 PA de SEMS DTC de 14MMS0725L,167,2024,14MMS0725L,DTC,0,0,,0
713-2024-168 PA de SEMS DTC de 14MMS0616E,168,2024,14MMS0616E,DTC,5,11,,16
713-2024-169 PA de SEMS DTC de 14MMS0639P,169,2024,14MMS0639P,DTC,1,2,,3
713-2024-170 PA de SEMS DTC de 14MMS0699D,170,2024,14MMS0699D,DTC,1,3,,4
713-2024-171 PA de SEMS DTC de 14MMS0748W,171,2024,14MMS0748W,DTC,0,0,,0
713-2024-172 PA de SEMS DTC de 14MMS0827I,172,2024,14MMS0827I,DTC,0,0,,0
713-2024-173 PA de SEMS DTC de 14MMS0751J,173,2024,14MMS0751J,DTC,1,1,,2
713-2024-174 PA de SEMS DTC de 14MMS0830W,174,2024,14MMS0830W,DTC,0,0,,0
713-2024-175 PA de SEMS DTC de 14MMS0818A,175,2024,14MMS0818A,DTC,4,5,,9
713-2024-176 PA de SEMS DTC de 14MMS0912F,176,2024,14MMS0912F,DTC,0,0,,0
713-2024-177 PA de SEMS DTC de DGSEMS,177,2024,DGSEMS,DTC,0,0,,0
713-2024-178 PA de SEMS DMT de 14MMS0607X,178,2024,14MMS0607X,DMT,3,5,,8
713-2024-179 PA de SEMS DMT de 14MMS0608W,179,2024,14MMS0608W,DMT,3,3,,6
713-2024-180 PA de SEMS DMT de 14MMS0609V,180,2024,14MMS0609V,DMT,0,0,,0
713-2024-181 PA de SEMS DMT de 14MMS0610K,181,2024,14MMS0610K,DMT,0,0,,0
713-2024-182 PA de SEMS DMT de 14MMS0611J,182,2024,14MMS0611J,DMT,4,1,,5
713-2024-183 PA de SEMS DMT de 14MMS0612I,183,2024,14MMS0612I,DMT,2,2,,4
713-2024-184 PA de SEMS DMT de 14MMS0613H,184,2024,14MMS0613H,DMT,4,2,,6
713-2024-185 PA de SEMS DMT de 14MMS0647Y,185,2024,14MMS0647Y,DMT,0,0,,0
713-2024-186 PA de SEMS DMT de 14MMS0762P,186,2024,14MMS0762P,DMT,1,1,,2
713-2024-187 PA de SEMS DMT de 14MMS0761Q,187,2024,14MMS0761Q,DMT,1,3,,4
713-2024-188 PA de SEMS DMT de 14MMS0648X,188,2024,14MMS0648X,DMT,4,1,,5
713-2024-189 PA de SEMS DMT de 14MMS0649W,189,2024,14MMS0649W,DMT,2,2,,4
713-2024-190 PA de SEMS DMT de 14MMS0650L,190,2024,14MMS0650L,DMT,1,1,,2
713-2024-191 PA de SEMS DMT de 14MMS0646Z,191,2024,14MMS0646Z,DMT,2,0,,2
713-2024-192 PA de SEMS DMT de 14MMS0640E,192,2024,14MMS0640E,DMT,2,2,,4
713-2024-193 PA de SEMS DMT de 14MMS0615F,193,2024,14MMS0615F,DMT,0,2,,2
713-2024-194 PA de SEMS DMT de 14MMS0630Y,194,2024,14MMS0630Y,DMT,0,0,,0
713-2024-195 PA de SEMS DMT de 14MMS0641D,195,2024,14MMS0641D,DMT,0,1,,1
713-2024-196 PA de SEMS DMT de 14MMS0631X,196,2024,14MMS0631X,DMT,0,0,,0
713-2024-197 PA de SEMS DMT de 14MMS0636S,197,2024,14MMS0636S,DMT,0,0,,0
713-2024-198 PA de SEMS DMT de 14MMS0752I,198,2024,14MMS0752I,DMT,0,1,,1
713-2024-199 PA de SEMS DMT de 14MMS0753H,199,2024,14MMS0753H,DMT,0,0,,0
713-2024-200 PA de SEMS DMT de 14MMS0757D,200,2024,14MMS0757D,DMT,0,0,,0
713-2024-201 PA de SEMS DMT de 14MMS0756E,201,2024,14MMS0756E,DMT,0,0,,0
713-2024-202 PA de SEMS DMT de 14MMS0614G,202,2024,14MMS0614G,DMT,5,2,,7
713-2024-203 PA de SEMS DMT de 14MMS0645Z,203,2024,14MMS0645Z,DMT,1,1,,2
713-2024-204 PA de SEMS DMT de 14MMS0623O,204,2024,14MMS0623O,DMT,3,3,,6
713-2024-205 PA de SEMS DMT de 14MMS0776S,205,2024,14MMS0776S,DMT,2,0,,2
713-2024-206 PA de SEMS DMT de 14MMS0799C,206,2024,14MMS0799C,DMT,3,0,,3
713-2024-207 PA de SEMS DMT de 14MMS0878P,207,2024,14MMS0878P,DMT,0,0,,0
713-2024-208 PA de SEMS DMT de 14MMS0844Z,208,2024,14MMS0844Z,DMT,0,0,,0
713-2024-209 PA de SEMS DMT de 14MMS0643B,209,2024,14MMS0643B,DMT,0,0,,0
713-2024-210 PA de SEMS DMT de 14MMS0727J,210,2024,14MMS0727J,DMT,0,0,,0
713-2024-211 PA de SEMS DMT de 14MMS0717C,211,2024,14MMS0717C,DMT,1,2,,3
713-2024-212 PA de SEMS DMT de 14MMS0741C,212,2024,14MMS0741C,DMT,0,0,,0
713-2024-213 PA de SEMS DMT de 14MMS0617D,213,2024,14MMS0617D,DMT,2,0,,2
713-2024-214 PA de SEMS DMT de 14MMS0662Q,214,2024,14MMS0662Q,DMT,1,0,,1
713-2024-215 PA de SEMS DMT de 14MMS0663P,215,2024,14MMS0663P,DMT,0,0,,0
713-2024-216 PA de SEMS DMT de 14MMS0664O,216,2024,14MMS0664O,DMT,1,0,,1
713-2024-217 PA de SEMS DMT de 14MMS0665N,217,2024,14MMS0665N,DMT,1,0,,1
713-2024-218 PA de SEMS DMT de 14MMS0619B,218,2024,14MMS0619B,DMT,3,2,,5
713-2024-219 PA de SEMS DMT de 14MMS0666M,219,2024,14MMS0666M,DMT,2,0,,2
713-2024-220 PA de SEMS DMT de 14MMS0667L,220,2024,14MMS0667L,DMT,2,0,,2
713-2024-221 PA de SEMS DMT de 14MMS0728I,221,2024,14MMS0728I,DMT,0,0,,0
713-2024-222 PA de SEMS DMT de 14MMS0618C,222,2024,14MMS0618C,DMT,0,1,,1
713-2024-223 PA de SEMS DMT de 14MMS0668K,223,2024,14MMS0668K,DMT,2,0,,2
713-2024-224 PA de SEMS DMT de 14MMS0747X,224,2024,14MMS0747X,DMT,0,0,,0
713-2024-225 PA de SEMS DMT de 14MMS0750K,225,2024,14MMS0750K,DMT,0,0,,0
713-2024-226 PA de SEMS DMT de 14MMS0621Q,226,2024,14MMS0621Q,DMT,1,2,,3
713-2024-227 PA de SEMS DMT de 14MMS0622P,227,2024,14MMS0622P,DMT,0,2,,2
713-2024-228 PA de SEMS DMT de 14MMS0732V,228,2024,14MMS0732V,DMT,0,0,,0
713-2024-229 PA de SEMS DMT de 14MMS0733U,229,2024,14MMS0733U,DMT,0,0,,0
713-2024-230 PA de SEMS DMT de 14MMS0674V,230,2024,14MMS0674V,DMT,0,1,,1
713-2024-231 PA de SEMS DMT de 14MMS0675U,231,2024,14MMS0675U,DMT,0,0,,0
713-2024-232 PA de SEMS DMT de 14MMS0676T,232,2024,14MMS0676T,DMT,0,0,,0
713-2024-233 PA de SEMS DMT de 14MMS0736R,233,2024,14MMS0736R,DMT,0,0,,0
713-2024-234 PA de SEMS DMT de 14MMS0677S,234,2024,14MMS0677S,DMT,2,0,,2
713-2024-235 PA de SEMS DMT de 14MMS0734T,235,2024,14MMS0734T,DMT,0,0,,0
713-2024-236 PA de SEMS DMT de 14MMS0735S,236,2024,14MMS0735S,DMT,0,0,,0
713-2024-237 PA de SEMS DMT de 14MMS0737Q,237,2024,14MMS0737Q,DMT,0,0,,0
713-2024-238 PA de SEMS DMT de 14MMS0651K,238,2024,14MMS0651K,DMT,0,0,,0
713-2024-239 PA de SEMS DMT de 14MMS0698E,239,2024,14MMS0698E,DMT,0,1,,1
713-2024-240 PA de SEMS DMT de 14MMS0624N,240,2024,14MMS0624N,DMT,2,2,,4
713-2024-241 PA de SEMS DMT de 14MMS0682D,241,2024,14MMS0682D,DMT,1,0,,1
713-2024-242 PA de SEMS DMT de 14MMS0683C,242,2024,14MMS0683C,DMT,1,1,,2
713-2024-243 PA de SEMS DMT de 14MMS0626L,243,2024,14MMS0626L,DMT,7,1,,8
713-2024-244 PA de SEMS DMT de 14MMS0758C,244,2024,14MMS0758C,DMT,2,0,,2
713-2024-245 PA de SEMS DMT de 14MMS0680F,245,2024,14MMS0680F,DMT,0,0,,0
713-2024-246 PA de SEMS DMT de 14MMS0681E,246,2024,14MMS0681E,DMT,1,1,,2
713-2024-247 PA de SEMS DMT de 14MMS0707W,247,2024,14MMS0707W,DMT,0,0,,0
713-2024-248 PA de SEMS DMT de 14MMS0625M,248,2024,14MMS0625M,DMT,1,1,,2
713-2024-249 PA de SEMS DMT de 14MMS0738P,249,2024,14MMS0738P,DMT,0,0,,0
713-2024-250 PA de SEMS DMT de 14MMS0684B,250,2024,14MMS0684B,DMT,3,1,,4
713-2024-251 PA de SEMS DMT de 14MMS0687Z,251,2024,14MMS0687Z,DMT,1,1,,2
713-2024-252 PA de SEMS DMT de 14MMS0688Y,252,2024,14MMS0688Y,DMT,1,0,,1
713-2024-253 PA de SEMS DMT de 14MMS0652J,253,2024,14MMS0652J,DMT,1,0,,1
713-2024-254 PA de SEMS DMT de 14MMS0718B,254,2024,14MMS0718B,DMT,0,0,,0
713-2024-255 PA de SEMS DMT de 14MMS0637R,255,2024,14MMS0637R,DMT,3,0,,3
713-2024-256 PA de SEMS DMT de 14MMS0760R,256,2024,14MMS0760R,DMT,0,0,,0
713-2024-257 PA de SEMS DMT de 14MMS0671Y,257,2024,14MMS0671Y,DMT,0,0,,0
713-2024-258 PA de SEMS DMT de 14MMS0673W,258,2024,14MMS0673W,DMT,0,0,,0
713-2024-259 PA de SEMS DMT de 14MMS0731W,259,2024,14MMS0731W,DMT,0,0,,0
713-2024-260 PA de SEMS DMT de 14MMS0654H,260,2024,14MMS0654H,DMT,0,1,,1
713-2024-261 PA de SEMS DMT de 14MMS0879O,261,2024,14MMS0879O,DMT,0,0,,0
713-2024-262 PA de SEMS DMT de 14MMS0642C,262,2024,14MMS0642C,DMT,0,1,,1
713-2024-263 PA de SEMS DMT de 14MMS0726K,263,2024,14MMS0726K,DMT,0,0,,0
713-2024-264 PA de SEMS DMT de 14MMS0661R,264,2024,14MMS0661R,DMT,1,0,,1
713-2024-265 PA de SEMS DMT de 14MMS0685A,265,2024,14MMS0685A,DMT,0,1,,1
713-2024-266 PA de SEMS DMT de 14MMS0686Z,266,2024,14MMS0686Z,DMT,0,1,,1
713-2024-267 PA de SEMS DMT de 14MMS0798D,267,2024,14MMS0798D,DMT,0,0,,0
713-2024-268 PA de SEMS DMT de 14MMS0705Y,268,2024,14MMS0705Y,DMT,0,1,,1
713-2024-269 PA de SEMS DMT de 14MMS0693J,269,2024,14MMS0693J,DMT,2,1,,3
713-2024-270 PA de SEMS DMT de 14MMS0653I,270,2024,14MMS0653I,DMT,1,0,,1
713-2024-271 PA de SEMS DMT de 14MMS0678R,271,2024,14MMS0678R,DMT,0,1,,1
713-2024-272 PA de SEMS DMT de 14MMS0691L,272,2024,14MMS0691L,DMT,1,0,,1
