name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
334 2023-2024 14MMS0776S 2072100002,334,2023-2024,14MMS0776S,2072100002,Escolarizada,27,58,,85,,,,1,,,,0,0,2,,2,,,,0,,,,0
335 2023-2024 14MMS0776S 2072100002,335,2023-2024,14MMS0776S,2072100002,Escolarizada,23,84,,107,,,,3,,,,2,0,1,,1,,,,0,,,,0
336 2023-2024 14MMS0776S 2071200002,336,2023-2024,14MMS0776S,2071200002,Escolarizada,27,2,,29,,,,0,,,,0,1,0,,1,,,,0,,,,0
337 2023-2024 14MMS0776S 2071200002,337,2023-2024,14MMS0776S,2071200002,Escolarizada,36,2,,38,,,,1,,,,0,0,0,,0,,,,0,,,,0
338 2023-2024 14MMS0776S 2072400003,338,2023-2024,14MMS0776S,2072400003,Escolarizada,25,9,,34,,,,1,,,,0,1,1,,2,,,,0,,,,0
339 2023-2024 14MMS0776S 2071100002,339,2023-2024,14MMS0776S,2071100002,Escolarizada,58,6,,64,,,,2,,,,0,0,0,,0,,,,0,,,,0
340 2023-2024 14MMS0776S 2071100002,340,2023-2024,14MMS0776S,2071100002,Escolarizada,65,3,,68,,,,0,,,,0,0,0,,0,,,,0,,,,0
341 2023-2024 14MMS0776S 2072300001,341,2023-2024,14MMS0776S,2072300001,Escolarizada,17,2,,19,,,,0,,,,0,0,0,,0,,,,0,,,,0
342 2023-2024 14MMS0776S 2071400003,342,2023-2024,14MMS0776S,2071400003,Escolarizada,25,33,,58,,,,1,,,,0,0,1,,1,,,,0,,,,0
343 2023-2024 14MMS0776S 2071400003,343,2023-2024,14MMS0776S,2071400003,Escolarizada,32,36,,68,,,,2,,,,0,1,0,,1,,,,0,,,,0
344 2023-2024 14MMS0776S 2062200013,344,2023-2024,14MMS0776S,2062200013,Escolarizada,71,25,,96,,,,4,,,,1,2,0,,2,,,,0,,,,0
345 2023-2024 14MMS0776S 2062200013,345,2023-2024,14MMS0776S,2062200013,Escolarizada,67,31,,98,,,,2,,,,0,1,0,,1,,,,0,,,,0
346 2023-2024 14MMS0799C 3042000001,346,2023-2024,14MMS0799C,3042000001,Escolarizada,33,68,,101,,,,1,,,,1,1,4,,5,,,,0,,,,0
347 2023-2024 14MMS0799C 3042000001,347,2023-2024,14MMS0799C,3042000001,Escolarizada,32,49,,81,,,,2,,,,0,0,3,,3,,,,0,,,,0
348 2023-2024 14MMS0799C 3041100005,348,2023-2024,14MMS0799C,3041100005,Escolarizada,26,45,,71,,,,0,,,,0,1,1,,2,,,,0,,,,0
349 2023-2024 14MMS0799C 3041100005,349,2023-2024,14MMS0799C,3041100005,Escolarizada,21,34,,55,,,,1,,,,0,0,1,,1,,,,0,,,,0
350 2023-2024 14MMS0799C 2051200001,350,2023-2024,14MMS0799C,2051200001,Escolarizada,33,57,,90,,,,3,,,,1,1,0,,1,,,,0,,,,0
351 2023-2024 14MMS0799C 2051200001,351,2023-2024,14MMS0799C,2051200001,Escolarizada,13,26,,39,,,,1,,,,0,0,1,,1,,,,0,,,,0
352 2023-2024 14MMS0799C 2071200011,352,2023-2024,14MMS0799C,2071200011,Escolarizada,42,18,,60,,,,2,,,,0,2,1,,3,,,,0,,,,1
353 2023-2024 14MMS0799C 2071200002,353,2023-2024,14MMS0799C,2071200002,Escolarizada,1,0,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0
354 2023-2024 14MMS0799C 2062200007,354,2023-2024,14MMS0799C,2062200007,Escolarizada,48,27,,75,,,,0,,,,0,2,0,,2,,,,0,,,,0
355 2023-2024 14MMS0799C 2062200007,355,2023-2024,14MMS0799C,2062200007,Escolarizada,63,27,,90,,,,1,,,,1,2,0,,2,,,,0,,,,0
356 2023-2024 14MMS0799C 2072000001,356,2023-2024,14MMS0799C,2072000001,Escolarizada,4,2,,6,,,,0,,,,0,0,0,,0,,,,0,,,,0
357 2023-2024 14MMS0799C 2072000001,357,2023-2024,14MMS0799C,2072000001,Escolarizada,16,11,,27,,,,1,,,,0,0,0,,0,,,,0,,,,0
358 2023-2024 14MMS0799C 2071100002,358,2023-2024,14MMS0799C,2071100002,Escolarizada,1,0,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0
359 2023-2024 14MMS0799C 2062100003,359,2023-2024,14MMS0799C,2062100003,Escolarizada,14,17,,31,,,,1,,,,0,0,0,,0,,,,0,,,,0
360 2023-2024 14MMS0645Z 3042100001,360,2023-2024,14MMS0645Z,3042100001,Escolarizada,31,39,,70,,,,2,,,,0,1,2,,3,,,,0,,,,0
361 2023-2024 14MMS0645Z 3042100001,361,2023-2024,14MMS0645Z,3042100001,Escolarizada,20,36,,56,,,,1,,,,0,1,0,,1,,,,0,,,,0
362 2023-2024 14MMS0645Z 3021700001,362,2023-2024,14MMS0645Z,3021700001,Escolarizada,18,20,,38,,,,0,,,,0,0,0,,0,,,,0,,,,0
363 2023-2024 14MMS0645Z 3021700001,363,2023-2024,14MMS0645Z,3021700001,Escolarizada,12,15,,27,,,,0,,,,0,0,0,,0,,,,0,,,,0
364 2023-2024 14MMS0614G 3101600003,364,2023-2024,14MMS0614G,3101600003,Escolarizada,21,72,,93,,,,0,,,,1,0,0,,0,,,,0,,,,0
365 2023-2024 14MMS0614G 3101600003,365,2023-2024,14MMS0614G,3101600003,Escolarizada,29,66,,95,,,,2,,,,0,0,0,,0,,,,0,,,,0
366 2023-2024 14MMS0830W 3081100024,366,2023-2024,14MMS0830W,3081100024,Escolarizada,7,4,,11,,,,0,,,,11,0,0,,0,,,,0,,,,0
367 2023-2024 14MMS0830W 3021600010,367,2023-2024,14MMS0830W,3021600010,Escolarizada,4,12,,16,,,,0,,,,16,0,0,,0,,,,0,,,,0
368 2023-2024 14MMS0718B 3042000001,368,2023-2024,14MMS0718B,3042000001,Escolarizada,6,12,,18,,,,0,,,,0,0,0,,0,,,,0,,,,0
369 2023-2024 14MMS0718B 3101600003,369,2023-2024,14MMS0718B,3101600003,Escolarizada,14,24,,38,,,,0,,,,0,0,0,,0,,,,0,,,,0
370 2023-2024 14MMS0651K 3101600003,370,2023-2024,14MMS0651K,3101600003,Escolarizada,2,17,,19,,,,0,,,,0,0,0,,0,,,,0,,,,0
371 2023-2024 14MMS0651K 3101600003,371,2023-2024,14MMS0651K,3101600003,Escolarizada,13,10,,23,,,,1,,,,0,0,0,,0,,,,0,,,,0
372 2023-2024 14MMS0751J 3081100024,372,2023-2024,14MMS0751J,3081100024,Escolarizada,12,1,,13,,,,0,,,,13,0,0,,0,,,,0,,,,0
373 2023-2024 14MMS0751J 3021600010,373,2023-2024,14MMS0751J,3021600010,Escolarizada,0,14,,14,,,,0,,,,14,0,0,,0,,,,0,,,,0
374 2023-2024 14MMS0717C 3042000001,374,2023-2024,14MMS0717C,3042000001,Escolarizada,9,8,,17,,,,0,,,,0,0,0,,0,,,,0,,,,0
375 2023-2024 14MMS0717C 3101600003,375,2023-2024,14MMS0717C,3101600003,Escolarizada,5,10,,15,,,,0,,,,0,0,0,,0,,,,0,,,,0
376 2023-2024 14MMS0748W 3081100003,376,2023-2024,14MMS0748W,3081100003,Escolarizada,12,6,,18,,,,0,,,,0,1,0,,1,,,,0,,,,0
377 2023-2024 14MMS0748W 3081100003,377,2023-2024,14MMS0748W,3081100003,Escolarizada,7,6,,13,,,,0,,,,0,0,0,,0,,,,0,,,,0
378 2023-2024 14MMS0616E 3081100003,378,2023-2024,14MMS0616E,3081100003,Escolarizada,30,19,,49,,,,0,,,,0,0,1,,1,,,,0,,,,0
379 2023-2024 14MMS0616E 3081100003,379,2023-2024,14MMS0616E,3081100003,Escolarizada,19,24,,43,,,,1,,,,0,0,0,,0,,,,0,,,,0
380 2023-2024 14MMS0616E 2092100004,380,2023-2024,14MMS0616E,2092100004,Escolarizada,15,74,,89,,,,2,,,,0,7,17,,24,,,,0,,,,0
381 2023-2024 14MMS0616E 2092100004,381,2023-2024,14MMS0616E,2092100004,Escolarizada,21,70,,91,,,,1,,,,0,6,18,,24,,,,0,,,,0
382 2023-2024 14MMS0616E 2071100002,382,2023-2024,14MMS0616E,2071100002,Escolarizada,21,1,,22,,,,1,,,,0,0,0,,0,,,,0,,,,0
383 2023-2024 14MMS0616E 2071100002,383,2023-2024,14MMS0616E,2071100002,Escolarizada,9,1,,10,,,,0,,,,0,0,0,,0,,,,0,,,,0
384 2023-2024 14MMS0616E 2071400001,384,2023-2024,14MMS0616E,2071400001,Escolarizada,20,30,,50,,,,0,,,,0,1,3,,4,,,,0,,,,0
385 2023-2024 14MMS0616E 2071400001,385,2023-2024,14MMS0616E,2071400001,Escolarizada,15,37,,52,,,,3,,,,0,1,2,,3,,,,0,,,,0
386 2023-2024 14MMS0699D 3081100003,386,2023-2024,14MMS0699D,3081100003,Escolarizada,11,11,,22,,,,1,,,,0,0,0,,0,,,,0,,,,0
387 2023-2024 14MMS0632W 3042100026,387,2023-2024,14MMS0632W,3042100026,Escolarizada,10,11,,21,,,,1,,,,0,0,0,,0,,,,0,,,,0
388 2023-2024 14MMS0632W 3042100026,388,2023-2024,14MMS0632W,3042100026,Escolarizada,7,9,,16,,,,0,,,,0,0,0,,0,,,,0,,,,0
389 2023-2024 14MMS0660S 3042000001,389,2023-2024,14MMS0660S,3042000001,Escolarizada,6,11,,17,,,,0,,,,0,0,0,,0,,,,0,,,,0
390 2023-2024 14MMS0660S 3042000001,390,2023-2024,14MMS0660S,3042000001,Escolarizada,8,9,,17,,,,1,,,,0,0,0,,0,,,,0,,,,0
391 2023-2024 14MMS0660S 3101600003,391,2023-2024,14MMS0660S,3101600003,Escolarizada,2,9,,11,,,,0,,,,0,0,0,,0,,,,0,,,,0
392 2023-2024 14MMS0660S 3101600003,392,2023-2024,14MMS0660S,3101600003,Escolarizada,3,7,,10,,,,0,,,,0,0,0,,0,,,,0,,,,0
393 2023-2024 14MMS0659C 3042100026,393,2023-2024,14MMS0659C,3042100026,Escolarizada,7,6,,13,,,,1,,,,0,0,1,,1,,,,0,,,,0
394 2023-2024 14MMS0659C 3042100026,394,2023-2024,14MMS0659C,3042100026,Escolarizada,6,7,,13,,,,0,,,,0,0,0,,0,,,,0,,,,0
395 2023-2024 14USU0002Z 5011100022,395,2023-2024,14USU0002Z,5011100022,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
396 2023-2024 14USU0002Z 5011500002,396,2023-2024,14USU0002Z,5011500002,Escolarizada,6,38,,44,,,,1,,,,3,0,11,,11,,,,0,,,,0
397 2023-2024 14USU0002Z 5031100007,397,2023-2024,14USU0002Z,5031100007,Escolarizada,22,77,,99,,,,3,,,,0,18,67,,85,,,,0,,,,6
398 2023-2024 14USU0002Z 5031200004,398,2023-2024,14USU0002Z,5031200004,Escolarizada,2,2,,4,,,,0,,,,1,4,2,,6,,,,0,,,,1
399 2023-2024 14USU0002Z 5033100003,399,2023-2024,14USU0002Z,5033100003,Escolarizada,47,56,,103,,,,0,,,,3,36,59,,95,,,,0,,,,2
400 2023-2024 14USU0002Z 5041100021,400,2023-2024,14USU0002Z,5041100021,Escolarizada,10,7,,17,,,,0,,,,3,13,4,,17,,,,2,,,,1
401 2023-2024 14USU0002Z 5041400032,401,2023-2024,14USU0002Z,5041400032,Escolarizada,12,29,,41,,,,3,,,,4,21,36,,57,,,,0,,,,3
402 2023-2024 14USU0002Z 5042000002,402,2023-2024,14USU0002Z,5042000002,Escolarizada,15,23,,38,,,,2,,,,1,18,32,,50,,,,0,,,,2
403 2023-2024 14USU0002Z 5062100034,403,2023-2024,14USU0002Z,5062100034,Escolarizada,0,0,,0,,,,0,,,,0,1,1,,2,,,,0,,,,0
404 2023-2024 14USU0002Z 5062200073,404,2023-2024,14USU0002Z,5062200073,Escolarizada,48,17,,65,,,,0,,,,2,8,5,,13,,,,0,,,,1
405 2023-2024 14USU0002Z 5071300009,405,2023-2024,14USU0002Z,5071300009,Escolarizada,25,6,,31,,,,2,,,,0,20,3,,23,,,,0,,,,0
406 2023-2024 14USU0002Z 5092100006,406,2023-2024,14USU0002Z,5092100006,Escolarizada,30,148,,178,,,,6,,,,10,42,130,,172,,,,0,,,,2
407 2023-2024 14USU0002Z 5094200006,407,2023-2024,14USU0002Z,5094200006,Escolarizada,7,18,,25,,,,4,,,,4,14,34,,48,,,,0,,,,2
408 2023-2024 14USU0002Z 5101600013,408,2023-2024,14USU0002Z,5101600013,Escolarizada,0,11,,11,,,,1,,,,0,0,5,,5,,,,0,,,,0
409 2023-2024 14USU0003Y 5011500002,409,2023-2024,14USU0003Y,5011500002,Escolarizada,10,45,,55,,,,0,,,,0,16,76,,92,,,,0,,,,0
410 2023-2024 14USU0003Y 5031100007,410,2023-2024,14USU0003Y,5031100007,Escolarizada,14,55,,69,,,,2,,,,0,15,80,,95,,,,0,,,,0
411 2023-2024 14USU0003Y 5031500008,411,2023-2024,14USU0003Y,5031500008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
412 2023-2024 14USU0003Y 5031500010,412,2023-2024,14USU0003Y,5031500010,Escolarizada,8,59,,67,,,,2,,,,0,13,97,,110,,,,1,,,,0
413 2023-2024 14USU0003Y 5033100003,413,2023-2024,14USU0003Y,5033100003,Escolarizada,6,22,,28,,,,1,,,,0,51,62,,113,,,,1,,,,0
414 2023-2024 14USU0003Y 5041100021,414,2023-2024,14USU0003Y,5041100021,Escolarizada,13,15,,28,,,,0,,,,0,12,9,,21,,,,0,,,,0
415 2023-2024 14USU0003Y 5041400032,415,2023-2024,14USU0003Y,5041400032,Escolarizada,21,30,,51,,,,1,,,,0,22,64,,86,,,,0,,,,0
416 2023-2024 14USU0003Y 5042000002,416,2023-2024,14USU0003Y,5042000002,Escolarizada,19,30,,49,,,,1,,,,0,36,50,,86,,,,0,,,,0
417 2023-2024 14USU0003Y 5051100015,417,2023-2024,14USU0003Y,5051100015,Escolarizada,8,18,,26,,,,0,,,,0,10,13,,23,,,,0,,,,0
418 2023-2024 14USU0003Y 5052200021,418,2023-2024,14USU0003Y,5052200021,Escolarizada,1,7,,8,,,,0,,,,0,7,2,,9,,,,0,,,,0
419 2023-2024 14USU0003Y 5062200055,419,2023-2024,14USU0003Y,5062200055,Escolarizada,0,0,,0,,,,0,,,,0,3,0,,3,,,,0,,,,0
420 2023-2024 14USU0003Y 5062200073,420,2023-2024,14USU0003Y,5062200073,Escolarizada,24,4,,28,,,,0,,,,0,11,2,,13,,,,0,,,,0
421 2023-2024 14USU0003Y 5062200082,421,2023-2024,14USU0003Y,5062200082,Escolarizada,15,9,,24,,,,1,,,,0,22,8,,30,,,,1,,,,0
422 2023-2024 14USU0003Y 5071300014,422,2023-2024,14USU0003Y,5071300014,Escolarizada,45,3,,48,,,,1,,,,0,65,6,,71,,,,0,,,,0
423 2023-2024 14USU0003Y 5071300091,423,2023-2024,14USU0003Y,5071300091,Escolarizada,5,1,,6,,,,1,,,,0,8,2,,10,,,,0,,,,0
424 2023-2024 14USU0003Y 5071300110,424,2023-2024,14USU0003Y,5071300110,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
425 2023-2024 14USU0003Y 5072400001,425,2023-2024,14USU0003Y,5072400001,Escolarizada,4,3,,7,,,,0,,,,0,1,1,,2,,,,0,,,,0
426 2023-2024 14USU0003Y 5091100011,426,2023-2024,14USU0003Y,5091100011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
427 2023-2024 14USU0003Y 5092100006,427,2023-2024,14USU0003Y,5092100006,Escolarizada,1,5,,6,,,,0,,,,0,5,35,,40,,,,0,,,,0
428 2023-2024 14USU0003Y 5094200006,428,2023-2024,14USU0003Y,5094200006,Escolarizada,12,48,,60,,,,1,,,,0,7,42,,49,,,,1,,,,0
429 2023-2024 14USU0003Y 5101600013,429,2023-2024,14USU0003Y,5101600013,Escolarizada,5,9,,14,,,,0,,,,0,1,16,,17,,,,0,,,,0
430 2023-2024 14USU0012F 5011500002,430,2023-2024,14USU0012F,5011500002,En línea,0,0,,0,,,,0,,,,0,11,26,,37,,,,0,,,,1
431 2023-2024 14USU0012F 5032200003,431,2023-2024,14USU0012F,5032200003,En línea,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
432 2023-2024 14USU0005W 5021000114,432,2023-2024,14USU0005W,5021000114,Escolarizada,13,19,,32,,,,0,,,,0,5,12,,17,,,,0,,,,0
433 2023-2024 14USU0005W 5021200054,433,2023-2024,14USU0005W,5021200054,Escolarizada,14,37,,51,,,,2,,,,0,2,15,,17,,,,0,,,,0
434 2023-2024 14USU0005W 5021200055,434,2023-2024,14USU0005W,5021200055,Escolarizada,13,9,,22,,,,0,,,,0,7,15,,22,,,,0,,,,0
435 2023-2024 14USU0005W 5021400012,435,2023-2024,14USU0005W,5021400012,Escolarizada,12,6,,18,,,,0,,,,0,6,4,,10,,,,0,,,,0
436 2023-2024 14USU0005W 5021700002,436,2023-2024,14USU0005W,5021700002,Escolarizada,11,33,,44,,,,0,,,,0,10,15,,25,,,,0,,,,0
437 2023-2024 14USU0006V 5021300063,437,2023-2024,14USU0006V,5021300063,Escolarizada,7,3,,10,,,,0,,,,0,24,15,,39,,,,0,,,,0
438 2023-2024 14USU0007U 5051100006,438,2023-2024,14USU0007U,5051100006,Escolarizada,14,21,,35,,,,2,,,,1,11,12,,23,,,,0,,,,0
439 2023-2024 14USU0008T 5021000010,439,2023-2024,14USU0008T,5021000010,Escolarizada,4,13,,17,,,,0,,,,0,3,6,,9,,,,0,,,,0
440 2023-2024 14USU0008T 5021600062,440,2023-2024,14USU0008T,5021600062,Escolarizada,10,16,,26,,,,0,,,,0,2,5,,7,,,,0,,,,0
441 2023-2024 14USU0008T 5022500001,441,2023-2024,14USU0008T,5022500001,Escolarizada,6,15,,21,,,,1,,,,0,0,7,,7,,,,0,,,,0
442 2023-2024 14USU0008T 5031500008,442,2023-2024,14USU0008T,5031500008,Escolarizada,9,45,,54,,,,0,,,,0,4,31,,35,,,,0,,,,0
443 2023-2024 14USU0008T 5033100003,443,2023-2024,14USU0008T,5033100003,Escolarizada,75,107,,182,,,,5,,,,0,85,135,,220,,,,1,,,,0
444 2023-2024 14USU0008T 5033200024,444,2023-2024,14USU0008T,5033200024,Escolarizada,22,40,,62,,,,2,,,,0,4,18,,22,,,,0,,,,0
445 2023-2024 14USU0008T 5041400032,445,2023-2024,14USU0008T,5041400032,Escolarizada,76,112,,188,,,,3,,,,0,45,68,,113,,,,0,,,,0
446 2023-2024 14USU0008T 5042100012,446,2023-2024,14USU0008T,5042100012,Escolarizada,86,119,,205,,,,2,,,,0,33,55,,88,,,,0,,,,0
447 2023-2024 14USU0008T 5052200002,447,2023-2024,14USU0008T,5052200002,Escolarizada,66,27,,93,,,,3,,,,0,34,15,,49,,,,0,,,,0
448 2023-2024 14USU0008T 5061100001,448,2023-2024,14USU0008T,5061100001,Escolarizada,106,14,,120,,,,6,,,,0,31,5,,36,,,,0,,,,0
449 2023-2024 14USU0008T 5071200009,449,2023-2024,14USU0008T,5071200009,Escolarizada,59,17,,76,,,,2,,,,0,33,5,,38,,,,0,,,,0
450 2023-2024 14USU0008T 5073100009,450,2023-2024,14USU0008T,5073100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
451 2023-2024 14USU0008T 5091100011,451,2023-2024,14USU0008T,5091100011,Escolarizada,82,141,,223,,,,1,,,,0,106,157,,263,,,,0,,,,0
452 2023-2024 14USU0008T 5092100006,452,2023-2024,14USU0008T,5092100006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
453 2023-2024 14USU0008T 5094200006,453,2023-2024,14USU0008T,5094200006,Escolarizada,22,74,,96,,,,0,,,,1,11,66,,77,,,,0,,,,0
454 2023-2024 14USU0008T 5095600005,454,2023-2024,14USU0008T,5095600005,Escolarizada,17,32,,49,,,,0,,,,0,19,38,,57,,,,0,,,,0
455 2023-2024 14USU0009S 5033100003,455,2023-2024,14USU0009S,5033100003,Escolarizada,0,3,,3,,,,0,,,,0,1,6,,7,,,,0,,,,0
456 2023-2024 14USU0009S 5042000002,456,2023-2024,14USU0009S,5042000002,Escolarizada,9,5,,14,,,,0,,,,0,5,6,,11,,,,0,,,,0
457 2023-2024 14USU0009S 5101600013,457,2023-2024,14USU0009S,5101600013,Escolarizada,4,6,,10,,,,0,,,,0,1,2,,3,,,,0,,,,0
458 2023-2024 14USU0010H 5012603011,458,2023-2024,14USU0010H,5012603011,Escolarizada,3,20,,23,,,,0,,,,1,5,16,,21,,,,0,,,,0
459 2023-2024 14USU0010H 5012603027,459,2023-2024,14USU0010H,5012603027,Escolarizada,7,24,,31,,,,1,,,,0,20,34,,54,,,,0,,,,0
460 2023-2024 14USU0010H 5021500119,460,2023-2024,14USU0010H,5021500119,Escolarizada,3,9,,12,,,,1,,,,0,2,1,,3,,,,0,,,,0
461 2023-2024 14USU0010H 5022300022,461,2023-2024,14USU0010H,5022300022,Escolarizada,12,34,,46,,,,1,,,,0,16,48,,64,,,,0,,,,0
462 2023-2024 14USU0010H 5022500008,462,2023-2024,14USU0010H,5022500008,Escolarizada,29,14,,43,,,,2,,,,0,25,24,,49,,,,0,,,,0
463 2023-2024 14USU0010H 5022600002,463,2023-2024,14USU0010H,5022600002,Escolarizada,21,24,,45,,,,2,,,,0,25,21,,46,,,,0,,,,0
464 2023-2024 14USU0010H 5031200004,464,2023-2024,14USU0010H,5031200004,Escolarizada,11,17,,28,,,,2,,,,0,11,20,,31,,,,0,,,,0
465 2023-2024 14USU0010H 5031200031,465,2023-2024,14USU0010H,5031200031,Escolarizada,13,25,,38,,,,0,,,,0,12,20,,32,,,,1,,,,0
466 2023-2024 14USU0010H 5031300010,466,2023-2024,14USU0010H,5031300010,Escolarizada,36,37,,73,,,,0,,,,1,34,34,,68,,,,0,,,,0
467 2023-2024 14USU0010H 5031300014,467,2023-2024,14USU0010H,5031300014,Escolarizada,22,52,,74,,,,2,,,,0,21,64,,85,,,,0,,,,0
468 2023-2024 14USU0010H 5031500010,468,2023-2024,14USU0010H,5031500010,Escolarizada,11,300,,311,,,,8,,,,1,14,253,,267,,,,0,,,,2
469 2023-2024 14USU0010H 5032100027,469,2023-2024,14USU0010H,5032100027,Escolarizada,6,12,,18,,,,0,,,,0,4,16,,20,,,,0,,,,0
470 2023-2024 14USU0010H 5033100003,470,2023-2024,14USU0010H,5033100003,Escolarizada,373,420,,793,,,,6,,,,3,486,529,,1015,,,,0,,,,2
471 2023-2024 14USU0010H 5033200006,471,2023-2024,14USU0010H,5033200006,Escolarizada,37,93,,130,,,,2,,,,0,23,79,,102,,,,0,,,,0
472 2023-2024 14USU0010H 5052300015,472,2023-2024,14USU0010H,5052300015,Escolarizada,12,14,,26,,,,1,,,,0,14,12,,26,,,,0,,,,0
473 2023-2024 14USU0011G 5031300044,473,2023-2024,14USU0011G,5031300044,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
474 2023-2024 14USU0011G 5041100056,474,2023-2024,14USU0011G,5041100056,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
475 2023-2024 14USU0011G 5042000002,475,2023-2024,14USU0011G,5042000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
476 2023-2024 14USU0011G 5042100092,476,2023-2024,14USU0011G,5042100092,Escolarizada,5,19,,24,,,,0,,,,0,0,0,,0,,,,0,,,,0
477 2023-2024 14USU0011G 5051200024,477,2023-2024,14USU0011G,5051200024,Escolarizada,4,12,,16,,,,0,,,,0,0,1,,1,,,,0,,,,0
478 2023-2024 14USU0011G 5051200024,478,2023-2024,14USU0011G,5051200024,Dual,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
479 2023-2024 14USU0011G 5071000020,479,2023-2024,14USU0011G,5071000020,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
480 2023-2024 14USU0011G 5071100005,480,2023-2024,14USU0011G,5071100005,Escolarizada,3,1,,4,,,,0,,,,0,0,0,,0,,,,0,,,,0
481 2023-2024 14USU0011G 5071100005,481,2023-2024,14USU0011G,5071100005,Dual,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
482 2023-2024 14USU0011G 5071300014,482,2023-2024,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
483 2023-2024 14USU0011G 5071300014,483,2023-2024,14USU0011G,5071300014,Escolarizada,19,3,,22,,,,0,,,,0,2,0,,2,,,,0,,,,0
484 2023-2024 14USU0011G 5071300147,484,2023-2024,14USU0011G,5071300147,Dual,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
485 2023-2024 14USU0011G 5073200005,485,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
486 2023-2024 14USU0011G 5073200005,486,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
487 2023-2024 14USU0011G 5091100011,487,2023-2024,14USU0011G,5091100011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
488 2023-2024 14USU0011G 5092100006,488,2023-2024,14USU0011G,5092100006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
489 2023-2024 14USU0011G 5093100002,489,2023-2024,14USU0011G,5093100002,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
490 2023-2024 14USU0011G 5094100009,490,2023-2024,14USU0011G,5094100009,Escolarizada,3,16,,19,,,,1,,,,0,0,0,,0,,,,0,,,,0
491 2023-2024 14USU0011G 5094100009,491,2023-2024,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
492 2023-2024 14USU0011G 5094200006,492,2023-2024,14USU0011G,5094200006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
493 2023-2024 14USU0012F 5011200004,493,2023-2024,14USU0012F,5011200004,En línea,21,85,,106,,,,2,,,,1,13,75,,88,,,,1,,,,0
494 2023-2024 14USU0012F 5021000007,494,2023-2024,14USU0012F,5021000007,En línea,8,22,,30,,,,1,,,,1,9,21,,30,,,,0,,,,0
495 2023-2024 14USU0012F 5032100001,495,2023-2024,14USU0012F,5032100001,En línea,8,1,,9,,,,0,,,,0,4,1,,5,,,,0,,,,0
496 2023-2024 14USU0012F 5032200012,496,2023-2024,14USU0012F,5032200012,En línea,2,7,,9,,,,1,,,,0,2,13,,15,,,,0,,,,0
497 2023-2024 14USU0012F 5041300066,497,2023-2024,14USU0012F,5041300066,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
498 2023-2024 14USU0012F 5042100065,498,2023-2024,14USU0012F,5042100065,En línea,71,154,,225,,,,5,,,,0,28,46,,74,,,,0,,,,0
499 2023-2024 14USU0012F 5061300147,499,2023-2024,14USU0012F,5061300147,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
500 2023-2024 14USU0012F 5061300148,500,2023-2024,14USU0012F,5061300148,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
