name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
501 2023-2024 14USU0012F 5071300158,501,2023-2024,14USU0012F,5071300158,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
502 2023-2024 14USU0012F 5095200007,502,2023-2024,14USU0012F,5095200007,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
503 2023-2024 14USU0012F 5104100015,503,2023-2024,14USU0012F,5104100015,En línea,5,4,,9,,,,0,,,,0,4,0,,4,,,,0,,,,0
504 2023-2024 14USU0013E 5031500008,504,2023-2024,14USU0013E,5031500008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
505 2023-2024 14USU0013E 5092100006,505,2023-2024,14USU0013E,5092100006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
506 2023-2024 14USU0110G 4042100031,506,2023-2024,14USU0110G,4042100031,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
507 2023-2024 14USU0110G 4061300006,507,2023-2024,14USU0110G,4061300006,Escolarizada,14,11,,25,,,,0,,,,0,0,0,,0,,,,0,,,,0
508 2023-2024 14USU0110G 4071100009,508,2023-2024,14USU0110G,4071100009,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
509 2023-2024 14USU0110G 4071300015,509,2023-2024,14USU0110G,4071300015,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
510 2023-2024 14USU0110G 4071300020,510,2023-2024,14USU0110G,4071300020,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
511 2023-2024 14USU0110G 4072000010,511,2023-2024,14USU0110G,4072000010,Mixta,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
512 2023-2024 14USU0110G 5052100005,512,2023-2024,14USU0110G,5052100005,Escolarizada,43,14,,57,,,,4,,,,0,31,13,,44,,,,0,,,,0
513 2023-2024 14USU0110G 5052200007,513,2023-2024,14USU0110G,5052200007,Escolarizada,82,77,,159,,,,4,,,,0,27,40,,67,,,,0,,,,0
514 2023-2024 14USU0110G 5052200017,514,2023-2024,14USU0110G,5052200017,Escolarizada,12,14,,26,,,,0,,,,0,8,6,,14,,,,0,,,,0
515 2023-2024 14USU0110G 5053100004,515,2023-2024,14USU0110G,5053100004,Escolarizada,19,12,,31,,,,3,,,,0,16,8,,24,,,,0,,,,0
516 2023-2024 14USU0110G 5061000002,516,2023-2024,14USU0110G,5061000002,Escolarizada,261,47,,308,,,,7,,,,2,83,26,,109,,,,1,,,,0
517 2023-2024 14USU0110G 5061000015,517,2023-2024,14USU0110G,5061000015,En línea,16,14,,30,,,,1,,,,0,2,2,,4,,,,0,,,,0
518 2023-2024 14USU0110G 5062100009,518,2023-2024,14USU0110G,5062100009,Escolarizada,188,34,,222,,,,7,,,,1,138,23,,161,,,,0,,,,0
519 2023-2024 14USU0110G 5062200055,519,2023-2024,14USU0110G,5062200055,Escolarizada,202,47,,249,,,,8,,,,1,76,19,,95,,,,0,,,,0
520 2023-2024 14USU0110G 5062200105,520,2023-2024,14USU0110G,5062200105,En línea,46,12,,58,,,,2,,,,1,34,9,,43,,,,0,,,,0
521 2023-2024 14USU0110G 5071000020,521,2023-2024,14USU0110G,5071000020,Escolarizada,116,88,,204,,,,6,,,,0,59,34,,93,,,,0,,,,0
522 2023-2024 14USU0110G 5071200034,522,2023-2024,14USU0110G,5071200034,Escolarizada,28,13,,41,,,,2,,,,0,13,2,,15,,,,0,,,,0
523 2023-2024 14USU0110G 5071300009,523,2023-2024,14USU0110G,5071300009,Escolarizada,265,13,,278,,,,3,,,,0,195,13,,208,,,,1,,,,0
524 2023-2024 14USU0110G 5071300082,524,2023-2024,14USU0110G,5071300082,Escolarizada,61,7,,68,,,,1,,,,0,21,5,,26,,,,0,,,,0
525 2023-2024 14USU0110G 5071400015,525,2023-2024,14USU0110G,5071400015,Escolarizada,179,157,,336,,,,13,,,,0,92,60,,152,,,,0,,,,0
526 2023-2024 14USU0110G 5071700019,526,2023-2024,14USU0110G,5071700019,Escolarizada,296,147,,443,,,,6,,,,2,169,74,,243,,,,0,,,,0
527 2023-2024 14USU0110G 5072100033,527,2023-2024,14USU0110G,5072100033,Escolarizada,40,82,,122,,,,2,,,,0,23,51,,74,,,,0,,,,0
528 2023-2024 14USU0110G 5073200005,528,2023-2024,14USU0110G,5073200005,Escolarizada,118,40,,158,,,,2,,,,0,112,21,,133,,,,0,,,,0
529 2023-2024 14USU0110G 5073200035,529,2023-2024,14USU0110G,5073200035,Escolarizada,28,11,,39,,,,2,,,,0,15,2,,17,,,,0,,,,0
530 2023-2024 14USU0110G 5095400006,530,2023-2024,14USU0110G,5095400006,Escolarizada,151,305,,456,,,,9,,,,0,106,196,,302,,,,0,,,,0
531 2023-2024 14USU0110G 5102100004,531,2023-2024,14USU0110G,5102100004,Escolarizada,39,25,,64,,,,0,,,,0,7,3,,10,,,,0,,,,0
532 2023-2024 14USU0120N 4062100004,532,2023-2024,14USU0120N,4062100004,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0
533 2023-2024 14USU0120N 4062200010,533,2023-2024,14USU0120N,4062200010,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
534 2023-2024 14USU0120N 5031400003,534,2023-2024,14USU0120N,5031400003,Escolarizada,53,24,,77,,,,0,,,,0,60,26,,86,,,,0,,,,0
535 2023-2024 14USU0120N 5032100065,535,2023-2024,14USU0120N,5032100065,Escolarizada,13,47,,60,,,,1,,,,0,7,25,,32,,,,0,,,,0
536 2023-2024 14USU0120N 5041100009,536,2023-2024,14USU0120N,5041100009,Escolarizada,33,36,,69,,,,4,,,,0,3,6,,9,,,,0,,,,0
537 2023-2024 14USU0120N 5041100056,537,2023-2024,14USU0120N,5041100056,Escolarizada,197,278,,475,,,,2,,,,0,142,277,,419,,,,1,,,,0
538 2023-2024 14USU0120N 5041100127,538,2023-2024,14USU0120N,5041100127,Escolarizada,20,46,,66,,,,2,,,,0,9,31,,40,,,,0,,,,0
539 2023-2024 14USU0120N 5041200028,539,2023-2024,14USU0120N,5041200028,Escolarizada,109,168,,277,,,,5,,,,0,91,170,,261,,,,0,,,,1
540 2023-2024 14USU0120N 5041200075,540,2023-2024,14USU0120N,5041200075,En línea,50,62,,112,,,,2,,,,0,6,6,,12,,,,0,,,,0
541 2023-2024 14USU0120N 5041300007,541,2023-2024,14USU0120N,5041300007,Escolarizada,146,140,,286,,,,2,,,,1,117,138,,255,,,,1,,,,0
542 2023-2024 14USU0120N 5041400032,542,2023-2024,14USU0120N,5041400032,Escolarizada,249,329,,578,,,,8,,,,1,275,359,,634,,,,1,,,,0
543 2023-2024 14USU0120N 5042000002,543,2023-2024,14USU0120N,5042000002,Escolarizada,222,300,,522,,,,8,,,,0,149,219,,368,,,,0,,,,0
544 2023-2024 14USU0120N 5042100117,544,2023-2024,14USU0120N,5042100117,Escolarizada,15,128,,143,,,,0,,,,0,24,116,,140,,,,0,,,,0
545 2023-2024 14USU0120N 5042300027,545,2023-2024,14USU0120N,5042300027,Escolarizada,33,25,,58,,,,2,,,,1,30,27,,57,,,,0,,,,0
546 2023-2024 14USU0120N 5051300020,546,2023-2024,14USU0120N,5051300020,Escolarizada,17,48,,65,,,,0,,,,0,10,28,,38,,,,0,,,,0
547 2023-2024 14USU0120N 5062200082,547,2023-2024,14USU0120N,5062200082,Escolarizada,43,14,,57,,,,1,,,,0,55,25,,80,,,,0,,,,0
548 2023-2024 14USU0120N 5101600013,548,2023-2024,14USU0120N,5101600013,Escolarizada,31,113,,144,,,,4,,,,0,36,149,,185,,,,0,,,,0
549 2023-2024 14USU0130U 5041100021,549,2023-2024,14USU0130U,5041100021,Escolarizada,14,21,,35,,,,0,,,,0,10,2,,12,,,,0,,,,1
550 2023-2024 14USU0130U 5051100003,550,2023-2024,14USU0130U,5051100003,Escolarizada,115,157,,272,,,,7,,,,0,99,151,,250,,,,0,,,,0
551 2023-2024 14USU0130U 5072100018,551,2023-2024,14USU0130U,5072100018,Escolarizada,10,27,,37,,,,2,,,,0,11,21,,32,,,,0,,,,0
552 2023-2024 14USU0130U 5081300016,552,2023-2024,14USU0130U,5081300016,Escolarizada,202,75,,277,,,,4,,,,1,132,60,,192,,,,0,,,,0
553 2023-2024 14USU0130U 5082100001,553,2023-2024,14USU0130U,5082100001,Escolarizada,181,387,,568,,,,9,,,,0,153,303,,456,,,,0,,,,1
554 2023-2024 14USU0140A 5021000110,554,2023-2024,14USU0140A,5021000110,Escolarizada,1,3,,4,,,,0,,,,0,1,2,,3,,,,0,,,,0
555 2023-2024 14USU0140A 5021500044,555,2023-2024,14USU0140A,5021500044,Escolarizada,29,67,,96,,,,3,,,,0,50,96,,146,,,,1,,,,0
556 2023-2024 14USU0140A 5021600017,556,2023-2024,14USU0140A,5021600017,Escolarizada,3,42,,45,,,,0,,,,0,2,36,,38,,,,0,,,,0
557 2023-2024 14USU0140A 5021600024,557,2023-2024,14USU0140A,5021600024,Escolarizada,4,47,,51,,,,0,,,,0,1,16,,17,,,,0,,,,0
558 2023-2024 14USU0140A 5071100019,558,2023-2024,14USU0140A,5071100019,Escolarizada,40,65,,105,,,,1,,,,0,25,46,,71,,,,0,,,,0
559 2023-2024 14USU0140A 5073100009,559,2023-2024,14USU0140A,5073100009,Escolarizada,63,59,,122,,,,1,,,,0,109,76,,185,,,,0,,,,0
560 2023-2024 14USU0140A 5073100024,560,2023-2024,14USU0140A,5073100024,Escolarizada,28,26,,54,,,,1,,,,0,27,24,,51,,,,0,,,,0
561 2023-2024 14USU0150H 4062100001,561,2023-2024,14USU0150H,4062100001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
562 2023-2024 14USU0150H 5031100007,562,2023-2024,14USU0150H,5031100007,Escolarizada,7,38,,45,,,,1,,,,0,4,13,,17,,,,0,,,,0
563 2023-2024 14USU0150H 5033100003,563,2023-2024,14USU0150H,5033100003,Escolarizada,28,29,,57,,,,1,,,,0,8,9,,17,,,,0,,,,0
564 2023-2024 14USU0150H 5041400032,564,2023-2024,14USU0150H,5041400032,Escolarizada,23,22,,45,,,,2,,,,0,6,8,,14,,,,0,,,,0
565 2023-2024 14USU0150H 5042000002,565,2023-2024,14USU0150H,5042000002,Escolarizada,20,31,,51,,,,0,,,,0,5,12,,17,,,,0,,,,0
566 2023-2024 14USU0150H 5042100117,566,2023-2024,14USU0150H,5042100117,Escolarizada,7,30,,37,,,,3,,,,0,3,7,,10,,,,0,,,,0
567 2023-2024 14USU0150H 5042200024,567,2023-2024,14USU0150H,5042200024,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
568 2023-2024 14USU0160O 5011500002,568,2023-2024,14USU0160O,5011500002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
569 2023-2024 14USU0160O 5031100007,569,2023-2024,14USU0160O,5031100007,Escolarizada,26,104,,130,,,,7,,,,0,16,62,,78,,,,0,,,,0
570 2023-2024 14USU0160O 5032100038,570,2023-2024,14USU0160O,5032100038,Escolarizada,3,9,,12,,,,0,,,,0,3,7,,10,,,,0,,,,0
571 2023-2024 14USU0160O 5033100003,571,2023-2024,14USU0160O,5033100003,Escolarizada,66,84,,150,,,,2,,,,1,59,55,,114,,,,0,,,,0
572 2023-2024 14USU0160O 5041100056,572,2023-2024,14USU0160O,5041100056,Escolarizada,38,78,,116,,,,2,,,,0,11,32,,43,,,,0,,,,0
573 2023-2024 14USU0160O 5041200028,573,2023-2024,14USU0160O,5041200028,Escolarizada,31,50,,81,,,,3,,,,0,8,17,,25,,,,0,,,,0
574 2023-2024 14USU0160O 5041400032,574,2023-2024,14USU0160O,5041400032,Escolarizada,37,53,,90,,,,6,,,,0,16,26,,42,,,,0,,,,0
575 2023-2024 14USU0160O 5042000002,575,2023-2024,14USU0160O,5042000002,Escolarizada,61,70,,131,,,,5,,,,0,22,37,,59,,,,0,,,,0
576 2023-2024 14USU0160O 5042100117,576,2023-2024,14USU0160O,5042100117,Escolarizada,25,63,,88,,,,2,,,,0,4,17,,21,,,,1,,,,0
577 2023-2024 14USU0160O 5061000002,577,2023-2024,14USU0160O,5061000002,Escolarizada,42,15,,57,,,,0,,,,0,16,4,,20,,,,1,,,,0
578 2023-2024 14USU0160O 5062200055,578,2023-2024,14USU0160O,5062200055,Escolarizada,46,17,,63,,,,4,,,,0,15,5,,20,,,,0,,,,0
579 2023-2024 14USU0160O 5071300014,579,2023-2024,14USU0160O,5071300014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
580 2023-2024 14USU0160O 5071400015,580,2023-2024,14USU0160O,5071400015,Escolarizada,48,61,,109,,,,1,,,,0,24,21,,45,,,,0,,,,0
581 2023-2024 14USU0160O 5071700019,581,2023-2024,14USU0160O,5071700019,Escolarizada,52,23,,75,,,,2,,,,0,29,7,,36,,,,0,,,,0
582 2023-2024 14USU0160O 5091100011,582,2023-2024,14USU0160O,5091100011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
583 2023-2024 14USU0160O 5092100006,583,2023-2024,14USU0160O,5092100006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
584 2023-2024 14USU0160O 5095400006,584,2023-2024,14USU0160O,5095400006,Escolarizada,53,80,,133,,,,5,,,,0,35,58,,93,,,,0,,,,0
585 2023-2024 14USU0170V 5033100003,585,2023-2024,14USU0170V,5033100003,Escolarizada,21,16,,37,,,,3,,,,0,5,9,,14,,,,0,,,,0
586 2023-2024 14USU0170V 5041100021,586,2023-2024,14USU0170V,5041100021,Escolarizada,19,12,,31,,,,1,,,,0,3,2,,5,,,,0,,,,0
587 2023-2024 14USU0170V 5041400032,587,2023-2024,14USU0170V,5041400032,Escolarizada,1,0,,1,,,,0,,,,0,0,0,,0,,,,0,,,,0
588 2023-2024 14USU0170V 5042000002,588,2023-2024,14USU0170V,5042000002,Escolarizada,10,28,,38,,,,0,,,,0,4,18,,22,,,,0,,,,0
589 2023-2024 14USU0170V 5081100010,589,2023-2024,14USU0170V,5081100010,Escolarizada,36,16,,52,,,,1,,,,0,8,6,,14,,,,0,,,,0
590 2023-2024 14USU0170V 5092100006,590,2023-2024,14USU0170V,5092100006,Escolarizada,9,18,,27,,,,0,,,,0,8,23,,31,,,,0,,,,0
591 2023-2024 14USU0190I 5021000114,591,2023-2024,14USU0190I,5021000114,Escolarizada,3,11,,14,,,,1,,,,0,0,2,,2,,,,0,,,,0
592 2023-2024 14USU0190I 5021500002,592,2023-2024,14USU0190I,5021500002,Escolarizada,26,27,,53,,,,4,,,,0,20,16,,36,,,,0,,,,0
593 2023-2024 14USU0190I 5021500044,593,2023-2024,14USU0190I,5021500044,Escolarizada,8,24,,32,,,,2,,,,0,2,10,,12,,,,0,,,,0
594 2023-2024 14USU0190I 5021700002,594,2023-2024,14USU0190I,5021700002,Escolarizada,4,13,,17,,,,1,,,,0,0,4,,4,,,,0,,,,0
595 2023-2024 14USU0190I 5031100007,595,2023-2024,14USU0190I,5031100007,Escolarizada,15,71,,86,,,,3,,,,0,11,59,,70,,,,0,,,,0
596 2023-2024 14USU0190I 5033100003,596,2023-2024,14USU0190I,5033100003,Escolarizada,36,49,,85,,,,5,,,,0,31,35,,66,,,,0,,,,0
597 2023-2024 14USU0190I 5041400032,597,2023-2024,14USU0190I,5041400032,Escolarizada,71,68,,139,,,,5,,,,0,69,76,,145,,,,0,,,,1
598 2023-2024 14USU0190I 5042000002,598,2023-2024,14USU0190I,5042000002,Escolarizada,32,81,,113,,,,6,,,,0,26,58,,84,,,,0,,,,0
599 2023-2024 14USU0190I 5051100003,599,2023-2024,14USU0190I,5051100003,Escolarizada,20,24,,44,,,,2,,,,0,12,12,,24,,,,0,,,,0
600 2023-2024 14USU0190I 5061000002,600,2023-2024,14USU0190I,5061000002,Escolarizada,16,5,,21,,,,1,,,,0,12,1,,13,,,,0,,,,0
601 2023-2024 14USU0190I 5062100034,601,2023-2024,14USU0190I,5062100034,Escolarizada,26,4,,30,,,,1,,,,0,8,4,,12,,,,0,,,,0
602 2023-2024 14USU0190I 5071000047,602,2023-2024,14USU0190I,5071000047,Escolarizada,31,2,,33,,,,4,,,,0,2,0,,2,,,,0,,,,0
603 2023-2024 14USU0190I 5072100049,603,2023-2024,14USU0190I,5072100049,Escolarizada,15,28,,43,,,,0,,,,0,2,6,,8,,,,0,,,,0
604 2023-2024 14USU0190I 5073100009,604,2023-2024,14USU0190I,5073100009,Escolarizada,46,44,,90,,,,4,,,,1,17,20,,37,,,,0,,,,0
605 2023-2024 14USU0190I 5073200005,605,2023-2024,14USU0190I,5073200005,Escolarizada,72,19,,91,,,,1,,,,1,43,13,,56,,,,0,,,,0
606 2023-2024 14USU0190I 5091100011,606,2023-2024,14USU0190I,5091100011,Escolarizada,49,71,,120,,,,2,,,,0,44,59,,103,,,,1,,,,1
607 2023-2024 14USU0190I 5092100006,607,2023-2024,14USU0190I,5092100006,Escolarizada,18,81,,99,,,,2,,,,1,14,52,,66,,,,1,,,,0
608 2023-2024 14USU0190I 5094200006,608,2023-2024,14USU0190I,5094200006,Escolarizada,21,64,,85,,,,0,,,,0,5,26,,31,,,,0,,,,0
609 2023-2024 14USU0190I 5101100015,609,2023-2024,14USU0190I,5101100015,Escolarizada,29,14,,43,,,,0,,,,0,12,10,,22,,,,0,,,,0
610 2023-2024 14USU0190I 5101600013,610,2023-2024,14USU0190I,5101600013,Escolarizada,15,47,,62,,,,2,,,,0,7,18,,25,,,,0,,,,0
611 2023-2024 14USU0200Z 4071500002,611,2023-2024,14USU0200Z,4071500002,Escolarizada,52,0,,52,,,,1,,,,0,21,0,,21,,,,0,,,,0
612 2023-2024 14USU0200Z 5021000002,612,2023-2024,14USU0200Z,5021000002,Escolarizada,10,4,,14,,,,0,,,,0,0,0,,0,,,,0,,,,0
613 2023-2024 14USU0200Z 5033100003,613,2023-2024,14USU0200Z,5033100003,Escolarizada,20,44,,64,,,,1,,,,0,35,76,,111,,,,1,,,,1
614 2023-2024 14USU0200Z 5041100007,614,2023-2024,14USU0200Z,5041100007,Escolarizada,16,35,,51,,,,1,,,,0,18,36,,54,,,,0,,,,0
615 2023-2024 14USU0200Z 5041300007,615,2023-2024,14USU0200Z,5041300007,Escolarizada,22,27,,49,,,,1,,,,1,9,13,,22,,,,0,,,,0
616 2023-2024 14USU0200Z 5041400032,616,2023-2024,14USU0200Z,5041400032,Escolarizada,27,42,,69,,,,2,,,,0,35,71,,106,,,,1,,,,0
617 2023-2024 14USU0200Z 5042000002,617,2023-2024,14USU0200Z,5042000002,Escolarizada,18,46,,64,,,,2,,,,1,36,68,,104,,,,0,,,,2
618 2023-2024 14USU0200Z 5051300005,618,2023-2024,14USU0200Z,5051300005,Escolarizada,8,12,,20,,,,0,,,,0,8,4,,12,,,,0,,,,0
619 2023-2024 14USU0200Z 5062100033,619,2023-2024,14USU0200Z,5062100033,Escolarizada,28,2,,30,,,,0,,,,0,14,1,,15,,,,0,,,,0
620 2023-2024 14USU0200Z 5071300014,620,2023-2024,14USU0200Z,5071300014,Escolarizada,45,6,,51,,,,1,,,,0,39,4,,43,,,,0,,,,0
621 2023-2024 14USU0200Z 5073200010,621,2023-2024,14USU0200Z,5073200010,Escolarizada,43,6,,49,,,,1,,,,0,37,9,,46,,,,0,,,,0
622 2023-2024 14USU0200Z 5081300016,622,2023-2024,14USU0200Z,5081300016,Escolarizada,43,26,,69,,,,0,,,,1,59,26,,85,,,,0,,,,1
623 2023-2024 14USU0200Z 5092100006,623,2023-2024,14USU0200Z,5092100006,Escolarizada,13,77,,90,,,,1,,,,0,18,87,,105,,,,0,,,,0
624 2023-2024 14USU0200Z 5094200006,624,2023-2024,14USU0200Z,5094200006,Escolarizada,6,50,,56,,,,1,,,,0,8,38,,46,,,,1,,,,0
625 2023-2024 14USU0200Z 5101600013,625,2023-2024,14USU0200Z,5101600013,Escolarizada,7,23,,30,,,,0,,,,0,9,26,,35,,,,0,,,,0
626 2023-2024 14USU0210F 4103100001,626,2023-2024,14USU0210F,4103100001,Escolarizada,0,0,,0,,,,0,,,,0,2,2,,4,,,,0,,,,0
627 2023-2024 14USU0210F 5022300022,627,2023-2024,14USU0210F,5022300022,Escolarizada,6,7,,13,,,,1,,,,0,4,4,,8,,,,0,,,,0
628 2023-2024 14USU0210F 5031100007,628,2023-2024,14USU0210F,5031100007,Escolarizada,19,81,,100,,,,3,,,,0,10,79,,89,,,,0,,,,0
629 2023-2024 14USU0210F 5031500010,629,2023-2024,14USU0210F,5031500010,Escolarizada,4,50,,54,,,,1,,,,1,4,64,,68,,,,0,,,,1
630 2023-2024 14USU0210F 5032100038,630,2023-2024,14USU0210F,5032100038,Escolarizada,5,11,,16,,,,0,,,,0,4,7,,11,,,,0,,,,0
631 2023-2024 14USU0210F 5033100003,631,2023-2024,14USU0210F,5033100003,Escolarizada,25,38,,63,,,,3,,,,0,60,85,,145,,,,1,,,,0
632 2023-2024 14USU0210F 5041100021,632,2023-2024,14USU0210F,5041100021,Escolarizada,47,36,,83,,,,0,,,,0,30,34,,64,,,,0,,,,0
633 2023-2024 14USU0210F 5041100056,633,2023-2024,14USU0210F,5041100056,Escolarizada,45,76,,121,,,,1,,,,0,35,57,,92,,,,0,,,,0
634 2023-2024 14USU0210F 5042200024,634,2023-2024,14USU0210F,5042200024,Escolarizada,2,22,,24,,,,1,,,,0,5,13,,18,,,,0,,,,0
635 2023-2024 14USU0210F 5051100015,635,2023-2024,14USU0210F,5051100015,Escolarizada,3,14,,17,,,,2,,,,0,9,31,,40,,,,0,,,,0
636 2023-2024 14USU0210F 5062100034,636,2023-2024,14USU0210F,5062100034,Escolarizada,11,4,,15,,,,1,,,,0,27,10,,37,,,,0,,,,0
637 2023-2024 14USU0210F 5072400001,637,2023-2024,14USU0210F,5072400001,Escolarizada,4,0,,4,,,,0,,,,0,4,4,,8,,,,0,,,,0
638 2023-2024 14USU0210F 5081100010,638,2023-2024,14USU0210F,5081100010,Escolarizada,39,35,,74,,,,4,,,,1,21,12,,33,,,,0,,,,0
639 2023-2024 14USU0210F 5082100001,639,2023-2024,14USU0210F,5082100001,Escolarizada,42,64,,106,,,,5,,,,0,67,59,,126,,,,0,,,,0
640 2023-2024 14USU0210F 5091100011,640,2023-2024,14USU0210F,5091100011,Escolarizada,21,47,,68,,,,0,,,,0,77,94,,171,,,,0,,,,0
641 2023-2024 14USU0210F 5092100006,641,2023-2024,14USU0210F,5092100006,Escolarizada,48,258,,306,,,,6,,,,0,52,189,,241,,,,0,,,,0
642 2023-2024 14USU0210F 5093100002,642,2023-2024,14USU0210F,5093100002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
643 2023-2024 14USU0210F 5094200006,643,2023-2024,14USU0210F,5094200006,Escolarizada,27,84,,111,,,,1,,,,0,11,54,,65,,,,0,,,,1
644 2023-2024 14USU0210F 5101100015,644,2023-2024,14USU0210F,5101100015,Escolarizada,12,9,,21,,,,0,,,,0,0,0,,0,,,,0,,,,0
645 2023-2024 14USU0210F 5103100017,645,2023-2024,14USU0210F,5103100017,Escolarizada,23,11,,34,,,,1,,,,0,38,20,,58,,,,0,,,,0
646 2023-2024 14USU0220M 5011500002,646,2023-2024,14USU0220M,5011500002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
647 2023-2024 14USU0220M 5031100007,647,2023-2024,14USU0220M,5031100007,Escolarizada,11,68,,79,,,,1,,,,0,20,77,,97,,,,0,,,,0
648 2023-2024 14USU0220M 5033100003,648,2023-2024,14USU0220M,5033100003,Escolarizada,29,49,,78,,,,6,,,,0,29,55,,84,,,,1,,,,0
649 2023-2024 14USU0220M 5041100056,649,2023-2024,14USU0220M,5041100056,Escolarizada,31,75,,106,,,,3,,,,0,26,60,,86,,,,1,,,,0
650 2023-2024 14USU0220M 5041400032,650,2023-2024,14USU0220M,5041400032,Escolarizada,21,49,,70,,,,0,,,,0,27,53,,80,,,,0,,,,0
651 2023-2024 14USU0220M 5042000002,651,2023-2024,14USU0220M,5042000002,Escolarizada,35,49,,84,,,,5,,,,0,27,33,,60,,,,1,,,,0
652 2023-2024 14USU0220M 5061000002,652,2023-2024,14USU0220M,5061000002,Escolarizada,26,7,,33,,,,2,,,,0,29,7,,36,,,,0,,,,0
653 2023-2024 14USU0220M 5062200055,653,2023-2024,14USU0220M,5062200055,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
654 2023-2024 14USU0220M 5072100002,654,2023-2024,14USU0220M,5072100002,Escolarizada,18,20,,38,,,,3,,,,0,17,17,,34,,,,0,,,,0
655 2023-2024 14USU0220M 5081100050,655,2023-2024,14USU0220M,5081100050,Escolarizada,23,8,,31,,,,1,,,,0,14,10,,24,,,,0,,,,0
656 2023-2024 14USU0220M 5082100001,656,2023-2024,14USU0220M,5082100001,Escolarizada,9,3,,12,,,,1,,,,0,24,25,,49,,,,0,,,,0
657 2023-2024 14USU0220M 5091100011,657,2023-2024,14USU0220M,5091100011,Escolarizada,24,28,,52,,,,1,,,,0,40,61,,101,,,,0,,,,0
658 2023-2024 14USU0220M 5092100006,658,2023-2024,14USU0220M,5092100006,Escolarizada,13,79,,92,,,,3,,,,0,16,91,,107,,,,0,,,,0
659 2023-2024 14USU0220M 5093100002,659,2023-2024,14USU0220M,5093100002,Escolarizada,46,112,,158,,,,3,,,,0,28,82,,110,,,,0,,,,0
660 2023-2024 14USU0220M 5094200006,660,2023-2024,14USU0220M,5094200006,Escolarizada,3,63,,66,,,,1,,,,0,7,80,,87,,,,0,,,,0
661 2023-2024 14USU0220M 5095400006,661,2023-2024,14USU0220M,5095400006,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
662 2023-2024 14USU0221L 5022000001,662,2023-2024,14USU0221L,5022000001,Escolarizada,3,12,,15,,,,0,,,,0,5,5,,10,,,,0,,,,0
663 2023-2024 14USU0221L 5031100007,663,2023-2024,14USU0221L,5031100007,Escolarizada,5,24,,29,,,,0,,,,0,9,37,,46,,,,0,,,,0
664 2023-2024 14USU0221L 5033100003,664,2023-2024,14USU0221L,5033100003,Escolarizada,4,31,,35,,,,1,,,,0,15,33,,48,,,,0,,,,0
665 2023-2024 14USU0221L 5041400032,665,2023-2024,14USU0221L,5041400032,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
666 2023-2024 14USU0221L 5042000002,666,2023-2024,14USU0221L,5042000002,Escolarizada,10,33,,43,,,,3,,,,0,4,12,,16,,,,0,,,,0
667 2023-2024 14USU0221L 5042400005,667,2023-2024,14USU0221L,5042400005,Escolarizada,32,46,,78,,,,2,,,,0,12,26,,38,,,,0,,,,0
668 2023-2024 14USU0221L 5062100009,668,2023-2024,14USU0221L,5062100009,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
669 2023-2024 14USU0221L 5062200073,669,2023-2024,14USU0221L,5062200073,Escolarizada,23,7,,30,,,,2,,,,0,12,3,,15,,,,0,,,,0
