name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
259 2021-2022 14USU0222K 5042000002,259,2021-2022,14USU0222K,5042000002,Escolarizada,43,78,,121,0,4,,4,0,0,,0
260 2021-2022 14USU0222K 5062200082,260,2021-2022,14USU0222K,5062200082,Escolarizada,33,23,,56,2,1,,3,0,0,,0
261 2021-2022 14USU0222K 5071000047,261,2021-2022,14USU0222K,5071000047,Escolarizada,92,7,,99,5,1,,6,0,0,,0
262 2021-2022 14USU0222K 5071700019,262,2021-2022,14USU0222K,5071700019,Escolarizada,3,0,,3,0,0,,0,0,0,,0
263 2021-2022 14USU0230T 4093100005,263,2021-2022,14USU0230T,4093100005,Escolarizada,84,200,,284,4,8,,12,0,1,,1
264 2021-2022 14USU0230T 4094100005,264,2021-2022,14USU0230T,4094100005,Escolarizada,100,270,,370,3,8,,11,0,0,,0
265 2021-2022 14USU0230T 4094100010,265,2021-2022,14USU0230T,4094100010,Escolarizada,46,116,,162,0,3,,3,0,0,,0
266 2021-2022 14USU0230T 4095300010,266,2021-2022,14USU0230T,4095300010,Escolarizada,181,291,,472,4,5,,9,0,0,,0
267 2021-2022 14USU0230T 4103100001,267,2021-2022,14USU0230T,4103100001,Escolarizada,88,168,,256,3,4,,7,0,0,,0
268 2021-2022 14USU0230T 5031100007,268,2021-2022,14USU0230T,5031100007,Escolarizada,530,1483,,2013,15,34,,49,0,0,,0
269 2021-2022 14USU0230T 5033200024,269,2021-2022,14USU0230T,5033200024,Escolarizada,53,154,,207,4,7,,11,0,0,,0
270 2021-2022 14USU0230T 5091100011,270,2021-2022,14USU0230T,5091100011,Escolarizada,1682,2752,,4434,23,28,,51,1,1,,2
271 2021-2022 14USU0230T 5092100006,271,2021-2022,14USU0230T,5092100006,Escolarizada,514,2055,,2569,12,28,,40,2,5,,7
272 2021-2022 14USU0230T 5093100002,272,2021-2022,14USU0230T,5093100002,Escolarizada,429,1173,,1602,7,8,,15,0,0,,0
273 2021-2022 14USU0230T 5094200006,273,2021-2022,14USU0230T,5094200006,Escolarizada,205,869,,1074,6,19,,25,0,1,,1
274 2021-2022 14USU0230T 5094300009,274,2021-2022,14USU0230T,5094300009,Escolarizada,37,152,,189,1,2,,3,0,0,,0
275 2021-2022 14USU0230T 5101100015,275,2021-2022,14USU0230T,5101100015,Escolarizada,910,601,,1511,16,10,,26,1,1,,2
276 2021-2022 14USU0002Z 7011400011,276,2021-2022,14USU0002Z,7011400011,Escolarizada,11,14,,25,0,0,,0,0,1,,1
277 2021-2022 14USU0002Z 7031000052,277,2021-2022,14USU0002Z,7031000052,Escolarizada,7,3,,10,1,1,,2,0,0,,0
278 2021-2022 14USU0002Z 7031200009,278,2021-2022,14USU0002Z,7031200009,Escolarizada,6,2,,8,0,0,,0,1,0,,1
279 2021-2022 14USU0002Z 7033100026,279,2021-2022,14USU0002Z,7033100026,Escolarizada,26,21,,47,2,0,,2,3,0,,3
280 2021-2022 14USU0002Z 7042100033,280,2021-2022,14USU0002Z,7042100033,Escolarizada,34,24,,58,0,0,,0,0,1,,1
281 2021-2022 14USU0002Z 7095600030,281,2021-2022,14USU0002Z,7095600030,Escolarizada,21,23,,44,1,0,,1,0,0,,0
282 2021-2022 14USU0003Y 7011400011,282,2021-2022,14USU0003Y,7011400011,Escolarizada,11,25,,36,0,0,,0,1,0,,1
283 2021-2022 14USU0003Y 7012500034,283,2021-2022,14USU0003Y,7012500034,Escolarizada,0,0,,0,0,0,,0,0,0,,0
284 2021-2022 14USU0003Y 7031200071,284,2021-2022,14USU0003Y,7031200071,Escolarizada,1,3,,4,0,0,,0,0,0,,0
285 2021-2022 14USU0003Y 7042100033,285,2021-2022,14USU0003Y,7042100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0
286 2021-2022 14USU0003Y 7052100021,286,2021-2022,14USU0003Y,7052100021,Escolarizada,3,0,,3,0,0,,0,0,0,,0
287 2021-2022 14USU0003Y 7061300005,287,2021-2022,14USU0003Y,7061300005,Escolarizada,8,3,,11,0,0,,0,0,0,,0
288 2021-2022 14USU0003Y 7071300003,288,2021-2022,14USU0003Y,7071300003,Escolarizada,14,5,,19,0,0,,0,0,0,,0
289 2021-2022 14USU0003Y 8052100019,289,2021-2022,14USU0003Y,8052100019,Escolarizada,13,3,,16,0,0,,0,0,0,,0
290 2021-2022 14USU0004X 7011400029,290,2021-2022,14USU0004X,7011400029,No Escolarizada,15,26,,41,0,1,,1,0,0,,0
291 2021-2022 14USU0004X 7012400001,291,2021-2022,14USU0004X,7012400001,No Escolarizada,7,16,,23,0,0,,0,0,1,,1
292 2021-2022 14USU0004X 7021000014,292,2021-2022,14USU0004X,7021000014,No Escolarizada,4,7,,11,0,0,,0,0,0,,0
293 2021-2022 14USU0004X 7031300041,293,2021-2022,14USU0004X,7031300041,No Escolarizada,14,10,,24,0,0,,0,0,0,,0
294 2021-2022 14USU0004X 7032100037,294,2021-2022,14USU0004X,7032100037,No Escolarizada,13,11,,24,0,1,,1,0,0,,0
295 2021-2022 14USU0004X 7041100029,295,2021-2022,14USU0004X,7041100029,No Escolarizada,51,18,,69,1,0,,1,0,0,,0
296 2021-2022 14USU0004X 7042100177,296,2021-2022,14USU0004X,7042100177,No Escolarizada,0,0,,0,0,0,,0,0,0,,0
297 2021-2022 14USU0004X 7042100311,297,2021-2022,14USU0004X,7042100311,No Escolarizada,48,24,,72,1,0,,1,0,0,,0
298 2021-2022 14USU0004X 7042300030,298,2021-2022,14USU0004X,7042300030,No Escolarizada,0,0,,0,0,0,,0,0,0,,0
299 2021-2022 14USU0004X 7042300040,299,2021-2022,14USU0004X,7042300040,No Escolarizada,14,10,,24,0,0,,0,0,0,,0
300 2021-2022 14USU0004X 8011400005,300,2021-2022,14USU0004X,8011400005,No Escolarizada,4,7,,11,0,0,,0,0,0,,0
301 2021-2022 14USU0004X 8021000011,301,2021-2022,14USU0004X,8021000011,No Escolarizada,6,12,,18,1,0,,1,0,0,,0
302 2021-2022 14USU0005W 7012602009,302,2021-2022,14USU0005W,7012602009,Escolarizada,13,17,,30,0,0,,0,0,0,,0
303 2021-2022 14USU0005W 7031000012,303,2021-2022,14USU0005W,7031000012,Escolarizada,6,9,,15,0,1,,1,0,0,,0
304 2021-2022 14USU0008T 7022600002,304,2021-2022,14USU0008T,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
305 2021-2022 14USU0008T 7042300011,305,2021-2022,14USU0008T,7042300011,Escolarizada,7,9,,16,0,0,,0,0,0,,0
306 2021-2022 14USU0008T 7061100016,306,2021-2022,14USU0008T,7061100016,Escolarizada,0,0,,0,0,0,,0,0,0,,0
307 2021-2022 14USU0008T 7071000033,307,2021-2022,14USU0008T,7071000033,Escolarizada,5,0,,5,0,0,,0,0,0,,0
308 2021-2022 14USU0008T 7071200021,308,2021-2022,14USU0008T,7071200021,Escolarizada,18,7,,25,0,0,,0,0,0,,0
309 2021-2022 14USU0008T 7102100006,309,2021-2022,14USU0008T,7102100006,Escolarizada,13,5,,18,0,1,,1,0,0,,0
310 2021-2022 14USU0008T 8033100003,310,2021-2022,14USU0008T,8033100003,Escolarizada,30,19,,49,0,1,,1,0,0,,0
311 2021-2022 14USU0008T 8071200008,311,2021-2022,14USU0008T,8071200008,Escolarizada,11,8,,19,0,0,,0,0,0,,0
312 2021-2022 14USU0008T 8091345016,312,2021-2022,14USU0008T,8091345016,Escolarizada,8,12,,20,0,0,,0,0,0,,0
313 2021-2022 14USU0008T 8102100001,313,2021-2022,14USU0008T,8102100001,Escolarizada,6,3,,9,0,0,,0,0,0,,0
314 2021-2022 14USU0010H 7011200033,314,2021-2022,14USU0010H,7011200033,Escolarizada,2,12,,14,0,0,,0,0,0,,0
315 2021-2022 14USU0010H 7012603017,315,2021-2022,14USU0010H,7012603017,Escolarizada,10,22,,32,0,0,,0,0,0,,0
316 2021-2022 14USU0010H 7022200011,316,2021-2022,14USU0010H,7022200011,Escolarizada,2,6,,8,0,0,,0,0,0,,0
317 2021-2022 14USU0010H 7022200019,317,2021-2022,14USU0010H,7022200019,Escolarizada,2,6,,8,0,0,,0,0,0,,0
318 2021-2022 14USU0010H 7022300005,318,2021-2022,14USU0010H,7022300005,Escolarizada,15,12,,27,2,0,,2,0,0,,0
319 2021-2022 14USU0010H 7022400002,319,2021-2022,14USU0010H,7022400002,Escolarizada,4,20,,24,0,1,,1,1,0,,1
320 2021-2022 14USU0010H 7022500015,320,2021-2022,14USU0010H,7022500015,Escolarizada,7,7,,14,0,0,,0,0,0,,0
321 2021-2022 14USU0010H 7022600008,321,2021-2022,14USU0010H,7022600008,Escolarizada,12,5,,17,0,0,,0,0,0,,0
322 2021-2022 14USU0010H 7031000001,322,2021-2022,14USU0010H,7031000001,Escolarizada,11,16,,27,0,0,,0,0,0,,0
323 2021-2022 14USU0010H 7031200043,323,2021-2022,14USU0010H,7031200043,Escolarizada,8,16,,24,0,1,,1,0,0,,0
324 2021-2022 14USU0010H 7031300005,324,2021-2022,14USU0010H,7031300005,Escolarizada,11,8,,19,0,0,,0,0,0,,0
325 2021-2022 14USU0010H 7031300078,325,2021-2022,14USU0010H,7031300078,Escolarizada,4,5,,9,0,0,,0,0,0,,0
326 2021-2022 14USU0010H 7032100004,326,2021-2022,14USU0010H,7032100004,Escolarizada,8,9,,17,0,0,,0,0,0,,0
327 2021-2022 14USU0010H 7032100049,327,2021-2022,14USU0010H,7032100049,Escolarizada,4,5,,9,0,0,,0,0,0,,0
328 2021-2022 14USU0010H 7073100005,328,2021-2022,14USU0010H,7073100005,Escolarizada,8,5,,13,0,0,,0,0,0,,0
329 2021-2022 14USU0010H 8011000006,329,2021-2022,14USU0010H,8011000006,Escolarizada,8,4,,12,0,0,,0,0,0,,0
330 2021-2022 14USU0010H 8011500003,330,2021-2022,14USU0010H,8011500003,Escolarizada,9,14,,23,0,0,,0,0,0,,0
331 2021-2022 14USU0010H 8022000001,331,2021-2022,14USU0010H,8022000001,Escolarizada,7,5,,12,0,1,,1,0,0,,0
332 2021-2022 14USU0010H 8022500004,332,2021-2022,14USU0010H,8022500004,Escolarizada,7,10,,17,0,0,,0,0,0,,0
333 2021-2022 14USU0010H 8031000001,333,2021-2022,14USU0010H,8031000001,Escolarizada,24,38,,62,0,0,,0,0,0,,0
334 2021-2022 14USU0010H 8031300003,334,2021-2022,14USU0010H,8031300003,Escolarizada,9,8,,17,0,0,,0,0,0,,0
335 2021-2022 14USU0010H 8052300012,335,2021-2022,14USU0010H,8052300012,Escolarizada,12,11,,23,0,0,,0,0,0,,0
336 2021-2022 14USU0010H 7031200087,336,2021-2022,14USU0010H,7031200087,Escolarizada,2,4,,6,0,0,,0,0,0,,0
337 2021-2022 14USU0100Z 7022300015,337,2021-2022,14USU0100Z,7022300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
338 2021-2022 14USU0100Z 7022600002,338,2021-2022,14USU0100Z,7022600002,Escolarizada,2,3,,5,0,0,,0,0,0,,0
339 2021-2022 14USU0100Z 7033100026,339,2021-2022,14USU0100Z,7033100026,Escolarizada,55,46,,101,2,0,,2,0,0,,0
340 2021-2022 14USU0100Z 8022300004,340,2021-2022,14USU0100Z,8022300004,Escolarizada,0,0,,0,0,0,,0,0,0,,0
341 2021-2022 14USU0100Z 8022300013,341,2021-2022,14USU0100Z,8022300013,Escolarizada,0,0,,0,0,0,,0,0,0,,0
342 2021-2022 14USU0100Z 8033100009,342,2021-2022,14USU0100Z,8033100009,Escolarizada,22,11,,33,0,0,,0,0,0,,0
343 2021-2022 14USU0110G 6041100014,343,2021-2022,14USU0110G,6041100014,Escolarizada,0,0,,0,0,0,,0,0,0,,0
344 2021-2022 14USU0110G 7012604029,344,2021-2022,14USU0110G,7012604029,Escolarizada,5,5,,10,0,0,,0,0,0,,0
345 2021-2022 14USU0110G 7041100029,345,2021-2022,14USU0110G,7041100029,Escolarizada,0,0,,0,0,0,,0,0,0,,0
346 2021-2022 14USU0110G 7052100009,346,2021-2022,14USU0110G,7052100009,Escolarizada,12,5,,17,0,0,,0,0,0,,0
347 2021-2022 14USU0110G 7052200003,347,2021-2022,14USU0110G,7052200003,Escolarizada,9,6,,15,0,0,,0,0,0,,0
348 2021-2022 14USU0110G 7052200006,348,2021-2022,14USU0110G,7052200006,Escolarizada,16,6,,22,2,0,,2,0,0,,0
349 2021-2022 14USU0110G 7052200018,349,2021-2022,14USU0110G,7052200018,Escolarizada,9,6,,15,0,0,,0,0,0,,0
350 2021-2022 14USU0110G 7052300003,350,2021-2022,14USU0110G,7052300003,Escolarizada,0,0,,0,0,0,,0,0,0,,0
351 2021-2022 14USU0110G 7052300025,351,2021-2022,14USU0110G,7052300025,Escolarizada,8,4,,12,0,0,,0,0,0,,0
352 2021-2022 14USU0110G 7053100007,352,2021-2022,14USU0110G,7053100007,Escolarizada,11,4,,15,0,0,,0,0,0,,0
353 2021-2022 14USU0110G 7061300011,353,2021-2022,14USU0110G,7061300011,Escolarizada,0,0,,0,0,0,,0,0,0,,0
354 2021-2022 14USU0110G 7062000007,354,2021-2022,14USU0110G,7062000007,Escolarizada,8,7,,15,0,1,,1,0,0,,0
355 2021-2022 14USU0110G 7062200074,355,2021-2022,14USU0110G,7062200074,Escolarizada,20,9,,29,1,0,,1,0,0,,0
356 2021-2022 14USU0110G 7071200009,356,2021-2022,14USU0110G,7071200009,Escolarizada,13,0,,13,0,0,,0,0,0,,0
357 2021-2022 14USU0110G 7071300026,357,2021-2022,14USU0110G,7071300026,Escolarizada,19,2,,21,0,0,,0,0,0,,0
358 2021-2022 14USU0110G 7071400012,358,2021-2022,14USU0110G,7071400012,Escolarizada,4,5,,9,0,0,,0,0,0,,0
359 2021-2022 14USU0110G 7071500006,359,2021-2022,14USU0110G,7071500006,Escolarizada,0,0,,0,0,0,,0,0,0,,0
360 2021-2022 14USU0110G 7071600009,360,2021-2022,14USU0110G,7071600009,Escolarizada,0,0,,0,0,0,,0,0,0,,0
361 2021-2022 14USU0110G 7071600020,361,2021-2022,14USU0110G,7071600020,Escolarizada,4,5,,9,0,0,,0,0,1,,1
362 2021-2022 14USU0110G 7071700001,362,2021-2022,14USU0110G,7071700001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
363 2021-2022 14USU0110G 7071700002,363,2021-2022,14USU0110G,7071700002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
364 2021-2022 14USU0110G 7071700009,364,2021-2022,14USU0110G,7071700009,Escolarizada,0,0,,0,0,0,,0,0,0,,0
365 2021-2022 14USU0110G 7072100008,365,2021-2022,14USU0110G,7072100008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
366 2021-2022 14USU0110G 7072100012,366,2021-2022,14USU0110G,7072100012,Escolarizada,0,0,,0,0,0,,0,0,0,,0
367 2021-2022 14USU0110G 7095300001,367,2021-2022,14USU0110G,7095300001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
368 2021-2022 14USU0110G 7101500016,368,2021-2022,14USU0110G,7101500016,Escolarizada,1,15,,16,0,0,,0,0,0,,0
369 2021-2022 14USU0110G 8052000007,369,2021-2022,14USU0110G,8052000007,Escolarizada,0,6,,6,0,0,,0,0,0,,0
370 2021-2022 14USU0110G 8052100009,370,2021-2022,14USU0110G,8052100009,Escolarizada,12,2,,14,0,0,,0,0,0,,0
371 2021-2022 14USU0110G 8052200001,371,2021-2022,14USU0110G,8052200001,Escolarizada,11,4,,15,0,0,,0,0,0,,0
372 2021-2022 14USU0110G 8052200009,372,2021-2022,14USU0110G,8052200009,Escolarizada,6,10,,16,0,0,,0,0,0,,0
373 2021-2022 14USU0110G 8052200018,373,2021-2022,14USU0110G,8052200018,Escolarizada,14,2,,16,0,0,,0,0,0,,0
374 2021-2022 14USU0110G 8053100005,374,2021-2022,14USU0110G,8053100005,Escolarizada,1,1,,2,0,0,,0,0,0,,0
375 2021-2022 14USU0110G 8071300016,375,2021-2022,14USU0110G,8071300016,Escolarizada,12,4,,16,1,0,,1,0,0,,0
376 2021-2022 14USU0110G 8071400003,376,2021-2022,14USU0110G,8071400003,Escolarizada,12,20,,32,0,0,,0,0,0,,0
377 2021-2022 14USU0120N 7011000042,377,2021-2022,14USU0120N,7011000042,Escolarizada,14,16,,30,0,0,,0,0,0,,0
378 2021-2022 14USU0120N 7011200037,378,2021-2022,14USU0120N,7011200037,Escolarizada,0,0,,0,0,0,,0,0,0,,0
379 2021-2022 14USU0120N 7011200077,379,2021-2022,14USU0120N,7011200077,Escolarizada,7,5,,12,0,0,,0,0,0,,0
380 2021-2022 14USU0120N 7011400011,380,2021-2022,14USU0120N,7011400011,Escolarizada,13,24,,37,0,2,,2,1,1,,2
381 2021-2022 14USU0120N 7012000087,381,2021-2022,14USU0120N,7012000087,Escolarizada,0,0,,0,0,0,,0,0,0,,0
382 2021-2022 14USU0120N 7012500034,382,2021-2022,14USU0120N,7012500034,Escolarizada,4,11,,15,0,0,,0,0,0,,0
383 2021-2022 14USU0120N 7031300023,383,2021-2022,14USU0120N,7031300023,Escolarizada,9,8,,17,0,0,,0,0,0,,0
384 2021-2022 14USU0120N 7031400008,384,2021-2022,14USU0120N,7031400008,Escolarizada,14,10,,24,0,0,,0,0,0,,0
385 2021-2022 14USU0120N 7031400038,385,2021-2022,14USU0120N,7031400038,Escolarizada,10,12,,22,0,0,,0,0,0,,0
386 2021-2022 14USU0120N 7031500062,386,2021-2022,14USU0120N,7031500062,Escolarizada,12,21,,33,0,0,,0,0,0,,0
387 2021-2022 14USU0120N 7041100018,387,2021-2022,14USU0120N,7041100018,Escolarizada,0,0,,0,0,0,,0,0,0,,0
388 2021-2022 14USU0120N 7041100024,388,2021-2022,14USU0120N,7041100024,Escolarizada,3,3,,6,0,0,,0,0,0,,0
389 2021-2022 14USU0120N 7041100026,389,2021-2022,14USU0120N,7041100026,Escolarizada,11,16,,27,0,0,,0,0,0,,0
390 2021-2022 14USU0120N 7041200034,390,2021-2022,14USU0120N,7041200034,Escolarizada,37,55,,92,1,1,,2,0,0,,0
391 2021-2022 14USU0120N 7041200042,391,2021-2022,14USU0120N,7041200042,Escolarizada,0,0,,0,0,0,,0,0,0,,0
392 2021-2022 14USU0120N 7041300021,392,2021-2022,14USU0120N,7041300021,Escolarizada,45,46,,91,0,0,,0,0,0,,0
393 2021-2022 14USU0120N 7041300024,393,2021-2022,14USU0120N,7041300024,Escolarizada,0,0,,0,0,0,,0,0,0,,0
394 2021-2022 14USU0120N 7041400008,394,2021-2022,14USU0120N,7041400008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
395 2021-2022 14USU0120N 7041400009,395,2021-2022,14USU0120N,7041400009,Escolarizada,0,0,,0,0,0,,0,0,0,,0
396 2021-2022 14USU0120N 7041400028,396,2021-2022,14USU0120N,7041400028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
397 2021-2022 14USU0120N 7041400048,397,2021-2022,14USU0120N,7041400048,Escolarizada,45,25,,70,0,0,,0,0,0,,0
398 2021-2022 14USU0120N 7042000002,398,2021-2022,14USU0120N,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
399 2021-2022 14USU0120N 7042100033,399,2021-2022,14USU0120N,7042100033,Escolarizada,98,71,,169,2,0,,2,0,0,,0
400 2021-2022 14USU0120N 7042100129,400,2021-2022,14USU0120N,7042100129,Escolarizada,0,0,,0,0,0,,0,0,0,,0
401 2021-2022 14USU0120N 7061000012,401,2021-2022,14USU0120N,7061000012,Escolarizada,31,10,,41,1,0,,1,0,0,,0
402 2021-2022 14USU0120N 7062200049,402,2021-2022,14USU0120N,7062200049,Escolarizada,22,11,,33,0,0,,0,0,0,,0
403 2021-2022 14USU0120N 7103100010,403,2021-2022,14USU0120N,7103100010,Escolarizada,22,20,,42,1,0,,1,0,0,,0
404 2021-2022 14USU0120N 8031300020,404,2021-2022,14USU0120N,8031300020,Escolarizada,15,11,,26,0,0,,0,0,0,,0
405 2021-2022 14USU0120N 8031400004,405,2021-2022,14USU0120N,8031400004,Escolarizada,0,0,,0,0,0,,0,0,0,,0
406 2021-2022 14USU0120N 8031400010,406,2021-2022,14USU0120N,8031400010,Escolarizada,0,0,,0,0,0,,0,0,0,,0
407 2021-2022 14USU0120N 8031400014,407,2021-2022,14USU0120N,8031400014,Escolarizada,14,7,,21,0,0,,0,0,0,,0
408 2021-2022 14USU0120N 8041400003,408,2021-2022,14USU0120N,8041400003,Escolarizada,17,9,,26,0,0,,0,0,0,,0
409 2021-2022 14USU0120N 8042000005,409,2021-2022,14USU0120N,8042000005,Escolarizada,20,18,,38,1,0,,1,0,0,,0
410 2021-2022 14USU0120N 8042500005,410,2021-2022,14USU0120N,8042500005,Escolarizada,16,28,,44,0,0,,0,0,0,,0
411 2021-2022 14USU0120N 8062200005,411,2021-2022,14USU0120N,8062200005,Escolarizada,13,7,,20,1,0,,1,1,0,,1
412 2021-2022 14USU0120N 7042300031,412,2021-2022,14USU0120N,7042300031,Escolarizada,0,0,,0,0,0,,0,0,0,,0
413 2021-2022 14USU0130U 7011000002,413,2021-2022,14USU0130U,7011000002,Escolarizada,3,23,,26,0,0,,0,0,0,,0
414 2021-2022 14USU0130U 7022600002,414,2021-2022,14USU0130U,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
415 2021-2022 14USU0130U 7031100005,415,2021-2022,14USU0130U,7031100005,Escolarizada,29,19,,48,1,0,,1,0,0,,0
416 2021-2022 14USU0130U 7051100007,416,2021-2022,14USU0130U,7051100007,Escolarizada,0,0,,0,0,0,,0,0,0,,0
417 2021-2022 14USU0130U 7051300013,417,2021-2022,14USU0130U,7051300013,Escolarizada,15,17,,32,0,0,,0,0,0,,0
418 2021-2022 14USU0130U 7081000006,418,2021-2022,14USU0130U,7081000006,Escolarizada,10,1,,11,0,0,,0,0,0,,0
419 2021-2022 14USU0130U 7081100033,419,2021-2022,14USU0130U,7081100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0
420 2021-2022 14USU0130U 7081100051,420,2021-2022,14USU0130U,7081100051,Escolarizada,6,5,,11,0,0,,0,0,0,,0
421 2021-2022 14USU0130U 7081100056,421,2021-2022,14USU0130U,7081100056,Escolarizada,5,3,,8,0,1,,1,0,0,,0
422 2021-2022 14USU0130U 7081100072,422,2021-2022,14USU0130U,7081100072,Escolarizada,0,0,,0,0,0,,0,0,0,,0
423 2021-2022 14USU0130U 7095600007,423,2021-2022,14USU0130U,7095600007,Escolarizada,4,13,,17,0,0,,0,0,0,,0
424 2021-2022 14USU0130U 7101500016,424,2021-2022,14USU0130U,7101500016,Escolarizada,0,0,,0,0,0,,0,0,0,,0
425 2021-2022 14USU0130U 8031100002,425,2021-2022,14USU0130U,8031100002,Escolarizada,15,13,,28,1,0,,1,0,0,,0
426 2021-2022 14USU0130U 8051100004,426,2021-2022,14USU0130U,8051100004,Escolarizada,0,0,,0,0,0,,0,0,0,,0
427 2021-2022 14USU0130U 8051100024,427,2021-2022,14USU0130U,8051100024,Escolarizada,3,4,,7,0,0,,0,0,0,,0
428 2021-2022 14USU0130U 8051300007,428,2021-2022,14USU0130U,8051300007,Escolarizada,24,20,,44,0,0,,0,1,0,,1
429 2021-2022 14USU0130U 8081100028,429,2021-2022,14USU0130U,8081100028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
430 2021-2022 14USU0130U 6081100005,430,2021-2022,14USU0130U,6081100005,Escolarizada,6,1,,7,0,0,,0,0,0,,0
431 2021-2022 14USU0140A 7012602009,431,2021-2022,14USU0140A,7012602009,Escolarizada,0,0,,0,0,0,,0,0,0,,0
432 2021-2022 14USU0140A 7021300007,432,2021-2022,14USU0140A,7021300007,Escolarizada,4,5,,9,0,0,,0,0,1,,1
433 2021-2022 14USU0140A 7021400005,433,2021-2022,14USU0140A,7021400005,Escolarizada,12,2,,14,0,0,,0,0,0,,0
434 2021-2022 14USU0140A 7021400038,434,2021-2022,14USU0140A,7021400038,Escolarizada,8,12,,20,0,0,,0,0,0,,0
435 2021-2022 14USU0140A 7021600006,435,2021-2022,14USU0140A,7021600006,Escolarizada,0,0,,0,0,0,,0,0,0,,0
436 2021-2022 14USU0140A 7021600019,436,2021-2022,14USU0140A,7021600019,Escolarizada,11,12,,23,0,0,,0,0,0,,0
437 2021-2022 14USU0140A 7042500117,437,2021-2022,14USU0140A,7042500117,Escolarizada,12,28,,40,0,0,,0,0,0,,0
438 2021-2022 14USU0140A 7073100051,438,2021-2022,14USU0140A,7073100051,Escolarizada,0,0,,0,0,0,,0,0,0,,0
439 2021-2022 14USU0140A 7073100082,439,2021-2022,14USU0140A,7073100082,Escolarizada,20,13,,33,0,0,,0,0,0,,0
440 2021-2022 14USU0140A 7073100088,440,2021-2022,14USU0140A,7073100088,Escolarizada,6,5,,11,0,0,,0,0,0,,0
441 2021-2022 14USU0140A 7073100089,441,2021-2022,14USU0140A,7073100089,Escolarizada,16,16,,32,0,0,,0,0,0,,0
442 2021-2022 14USU0140A 7103100003,442,2021-2022,14USU0140A,7103100003,Escolarizada,12,12,,24,1,0,,1,0,0,,0
443 2021-2022 14USU0140A 8021000010,443,2021-2022,14USU0140A,8021000010,Escolarizada,9,7,,16,1,0,,1,0,0,,0
444 2021-2022 14USU0140A 8073100010,444,2021-2022,14USU0140A,8073100010,Escolarizada,31,22,,53,0,0,,0,0,0,,0
445 2021-2022 14USU0140A 7012602002,445,2021-2022,14USU0140A,7012602002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
446 2021-2022 14USU0150H 7011500003,446,2021-2022,14USU0150H,7011500003,Escolarizada,0,0,,0,0,0,,0,0,0,,0
447 2021-2022 14USU0160O 7031100252,447,2021-2022,14USU0160O,7031100252,Escolarizada,0,0,,0,0,0,,0,0,0,,0
448 2021-2022 14USU0160O 7031100253,448,2021-2022,14USU0160O,7031100253,Escolarizada,0,0,,0,0,0,,0,0,0,,0
449 2021-2022 14USU0160O 7031300005,449,2021-2022,14USU0160O,7031300005,Escolarizada,2,2,,4,0,0,,0,0,0,,0
450 2021-2022 14USU0160O 7031300048,450,2021-2022,14USU0160O,7031300048,Escolarizada,0,0,,0,0,0,,0,0,0,,0
451 2021-2022 14USU0160O 7033100026,451,2021-2022,14USU0160O,7033100026,Escolarizada,2,3,,5,0,0,,0,0,0,,0
452 2021-2022 14USU0160O 7042000002,452,2021-2022,14USU0160O,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
453 2021-2022 14USU0160O 7042100033,453,2021-2022,14USU0160O,7042100033,Escolarizada,13,9,,22,0,0,,0,0,0,,0
454 2021-2022 14USU0160O 7052000001,454,2021-2022,14USU0160O,7052000001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
455 2021-2022 14USU0160O 7053100018,455,2021-2022,14USU0160O,7053100018,Escolarizada,3,1,,4,0,0,,0,0,0,,0
456 2021-2022 14USU0160O 7061000002,456,2021-2022,14USU0160O,7061000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
457 2021-2022 14USU0160O 7081100078,457,2021-2022,14USU0160O,7081100078,Escolarizada,0,2,,2,0,0,,0,0,0,,0
458 2021-2022 14USU0160O 8031300003,458,2021-2022,14USU0160O,8031300003,Escolarizada,11,3,,14,0,0,,0,0,0,,0
459 2021-2022 14USU0160O 8052000002,459,2021-2022,14USU0160O,8052000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
460 2021-2022 14USU0160O 8071000012,460,2021-2022,14USU0160O,8071000012,Escolarizada,4,1,,5,0,0,,0,0,0,,0
461 2021-2022 14USU0160O 8081100033,461,2021-2022,14USU0160O,8081100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0
