name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
462 2021-2022 14USU0190I 7011400011,462,2021-2022,14USU0190I,7011400011,Escolarizada,0,0,,0,0,0,,0,0,0,,0
463 2021-2022 14USU0190I 7033100026,463,2021-2022,14USU0190I,7033100026,Escolarizada,0,0,,0,0,0,,0,0,0,,0
464 2021-2022 14USU0190I 7041400008,464,2021-2022,14USU0190I,7041400008,Escolarizada,4,3,,7,0,0,,0,0,0,,0
465 2021-2022 14USU0190I 7041400028,465,2021-2022,14USU0190I,7041400028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
466 2021-2022 14USU0190I 7042000002,466,2021-2022,14USU0190I,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
467 2021-2022 14USU0190I 7042100033,467,2021-2022,14USU0190I,7042100033,Escolarizada,21,21,,42,1,0,,1,0,0,,0
468 2021-2022 14USU0190I 7042200008,468,2021-2022,14USU0190I,7042200008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
469 2021-2022 14USU0190I 7042300054,469,2021-2022,14USU0190I,7042300054,Escolarizada,6,14,,20,0,1,,1,0,0,,0
470 2021-2022 14USU0190I 7052300006,470,2021-2022,14USU0190I,7052300006,Escolarizada,18,4,,22,1,0,,1,0,0,,0
471 2021-2022 14USU0190I 8042000014,471,2021-2022,14USU0190I,8042000014,Escolarizada,9,13,,22,0,0,,0,0,0,,0
472 2021-2022 14USU0190I 8042200004,472,2021-2022,14USU0190I,8042200004,Escolarizada,20,23,,43,0,0,,0,0,0,,0
473 2021-2022 14USU0190I 8051300007,473,2021-2022,14USU0190I,8051300007,Escolarizada,6,9,,15,0,0,,0,0,0,,0
474 2021-2022 14USU0190I 8051300013,474,2021-2022,14USU0190I,8051300013,Escolarizada,0,0,,0,0,0,,0,0,0,,0
475 2021-2022 14USU0190I 7031100103,475,2021-2022,14USU0190I,7031100103,Escolarizada,0,0,,0,0,0,,0,0,0,,0
476 2021-2022 14USU0200Z 7033100026,476,2021-2022,14USU0200Z,7033100026,Escolarizada,17,19,,36,0,1,,1,0,0,,0
477 2021-2022 14USU0200Z 7041300024,477,2021-2022,14USU0200Z,7041300024,Escolarizada,0,0,,0,0,0,,0,0,0,,0
478 2021-2022 14USU0200Z 7041400008,478,2021-2022,14USU0200Z,7041400008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
479 2021-2022 14USU0200Z 7042100015,479,2021-2022,14USU0200Z,7042100015,Escolarizada,24,26,,50,0,0,,0,0,0,,0
480 2021-2022 14USU0200Z 7051300018,480,2021-2022,14USU0200Z,7051300018,Escolarizada,12,12,,24,0,0,,0,0,0,,0
481 2021-2022 14USU0200Z 7051300079,481,2021-2022,14USU0200Z,7051300079,Escolarizada,6,4,,10,0,0,,0,0,0,,0
482 2021-2022 14USU0200Z 7081100073,482,2021-2022,14USU0200Z,7081100073,Escolarizada,15,4,,19,0,0,,0,0,0,,0
483 2021-2022 14USU0200Z 8051300007,483,2021-2022,14USU0200Z,8051300007,Escolarizada,10,10,,20,0,2,,2,0,0,,0
484 2021-2022 14USU0200Z 7062200028,484,2021-2022,14USU0200Z,7062200028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
485 2021-2022 14USU0210F 7011400011,485,2021-2022,14USU0210F,7011400011,Escolarizada,3,2,,5,0,0,,0,0,0,,0
486 2021-2022 14USU0210F 7022600002,486,2021-2022,14USU0210F,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
487 2021-2022 14USU0210F 7031100005,487,2021-2022,14USU0210F,7031100005,Escolarizada,4,9,,13,0,0,,0,0,0,,0
488 2021-2022 14USU0210F 7031100176,488,2021-2022,14USU0210F,7031100176,Escolarizada,3,5,,8,0,0,,0,1,0,,1
489 2021-2022 14USU0210F 7031200071,489,2021-2022,14USU0210F,7031200071,Escolarizada,0,0,,0,0,0,,0,0,0,,0
490 2021-2022 14USU0210F 7033100026,490,2021-2022,14USU0210F,7033100026,Escolarizada,6,9,,15,0,0,,0,1,0,,1
491 2021-2022 14USU0210F 7042000002,491,2021-2022,14USU0210F,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
492 2021-2022 14USU0210F 7042100033,492,2021-2022,14USU0210F,7042100033,Escolarizada,7,8,,15,0,0,,0,0,0,,0
493 2021-2022 14USU0210F 7095600015,493,2021-2022,14USU0210F,7095600015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
494 2021-2022 14USU0210F 7095600030,494,2021-2022,14USU0210F,7095600030,Escolarizada,10,6,,16,0,0,,0,0,0,,0
495 2021-2022 14USU0210F 8031100002,495,2021-2022,14USU0210F,8031100002,Escolarizada,1,14,,15,0,0,,0,0,0,,0
496 2021-2022 14USU0210F 8031100026,496,2021-2022,14USU0210F,8031100026,Escolarizada,3,13,,16,0,0,,0,0,0,,0
497 2021-2022 14USU0210F 6091323001,497,2021-2022,14USU0210F,6091323001,Escolarizada,2,3,,5,0,0,,0,0,0,,0
498 2021-2022 14USU0210F 6091326001,498,2021-2022,14USU0210F,6091326001,Escolarizada,5,5,,10,0,0,,0,0,0,,0
499 2021-2022 14USU0210F 6091327002,499,2021-2022,14USU0210F,6091327002,Escolarizada,0,3,,3,0,0,,0,0,0,,0
500 2021-2022 14USU0220M 6081100002,500,2021-2022,14USU0220M,6081100002,Escolarizada,14,4,,18,0,0,,0,0,0,,0
501 2021-2022 14USU0220M 6093202001,501,2021-2022,14USU0220M,6093202001,Escolarizada,3,6,,9,0,0,,0,0,0,,0
502 2021-2022 14USU0220M 6093203005,502,2021-2022,14USU0220M,6093203005,Escolarizada,1,7,,8,0,0,,0,0,0,,0
503 2021-2022 14USU0220M 7011200088,503,2021-2022,14USU0220M,7011200088,Escolarizada,5,14,,19,0,0,,0,0,1,,1
504 2021-2022 14USU0220M 7031200038,504,2021-2022,14USU0220M,7031200038,Escolarizada,0,0,,0,0,0,,0,0,0,,0
505 2021-2022 14USU0220M 7041400028,505,2021-2022,14USU0220M,7041400028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
506 2021-2022 14USU0220M 7042000002,506,2021-2022,14USU0220M,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
507 2021-2022 14USU0220M 7042100033,507,2021-2022,14USU0220M,7042100033,Escolarizada,4,3,,7,0,0,,0,0,0,,0
508 2021-2022 14USU0220M 7081100023,508,2021-2022,14USU0220M,7081100023,Escolarizada,0,0,,0,0,0,,0,0,0,,0
509 2021-2022 14USU0220M 7081100068,509,2021-2022,14USU0220M,7081100068,Escolarizada,0,0,,0,0,0,,0,0,0,,0
510 2021-2022 14USU0220M 7095600015,510,2021-2022,14USU0220M,7095600015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
511 2021-2022 14USU0220M 8031200023,511,2021-2022,14USU0220M,8031200023,Escolarizada,0,0,,0,0,0,,0,0,0,,0
512 2021-2022 14USU0220M 8095200001,512,2021-2022,14USU0220M,8095200001,Escolarizada,11,17,,28,0,0,,0,0,0,,0
513 2021-2022 14USU0220M 6091323001,513,2021-2022,14USU0220M,6091323001,Escolarizada,6,4,,10,0,0,,0,0,0,,0
514 2021-2022 14USU0220M 6091326001,514,2021-2022,14USU0220M,6091326001,Escolarizada,13,7,,20,0,0,,0,0,0,,0
515 2021-2022 14USU0221L 7012604064,515,2021-2022,14USU0221L,7012604064,Escolarizada,4,1,,5,0,0,,0,0,0,,0
516 2021-2022 14USU0221L 7022500032,516,2021-2022,14USU0221L,7022500032,Escolarizada,2,0,,2,0,0,,0,0,0,,0
517 2021-2022 14USU0221L 7071000035,517,2021-2022,14USU0221L,7071000035,Escolarizada,2,2,,4,0,0,,0,0,0,,0
518 2021-2022 14USU0221L 8071000002,518,2021-2022,14USU0221L,8071000002,Escolarizada,14,5,,19,0,0,,0,0,0,,0
519 2021-2022 14USU0230T 6051100001,519,2021-2022,14USU0230T,6051100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
520 2021-2022 14USU0230T 6091301004,520,2021-2022,14USU0230T,6091301004,Escolarizada,28,62,,90,0,0,,0,0,0,,0
521 2021-2022 14USU0230T 6091301005,521,2021-2022,14USU0230T,6091301005,Escolarizada,1,1,,2,0,0,,0,0,0,,0
522 2021-2022 14USU0230T 6091301008,522,2021-2022,14USU0230T,6091301008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
523 2021-2022 14USU0230T 6091302001,523,2021-2022,14USU0230T,6091302001,Escolarizada,6,3,,9,0,0,,0,0,0,,0
524 2021-2022 14USU0230T 6091304001,524,2021-2022,14USU0230T,6091304001,Escolarizada,13,5,,18,0,0,,0,0,0,,0
525 2021-2022 14USU0230T 6091304018,525,2021-2022,14USU0230T,6091304018,Escolarizada,0,0,,0,0,0,,0,0,0,,0
526 2021-2022 14USU0230T 6091305002,526,2021-2022,14USU0230T,6091305002,Escolarizada,73,20,,93,0,1,,1,0,0,,0
527 2021-2022 14USU0230T 6091306001,527,2021-2022,14USU0230T,6091306001,Escolarizada,1,1,,2,0,0,,0,0,0,,0
528 2021-2022 14USU0230T 6091307001,528,2021-2022,14USU0230T,6091307001,Escolarizada,21,2,,23,0,0,,0,0,0,,0
529 2021-2022 14USU0230T 6091308001,529,2021-2022,14USU0230T,6091308001,Escolarizada,5,0,,5,0,0,,0,0,0,,0
530 2021-2022 14USU0230T 6091309002,530,2021-2022,14USU0230T,6091309002,Escolarizada,25,13,,38,0,1,,1,0,0,,0
531 2021-2022 14USU0230T 6091310001,531,2021-2022,14USU0230T,6091310001,Escolarizada,3,17,,20,0,1,,1,0,0,,0
532 2021-2022 14USU0230T 6091310002,532,2021-2022,14USU0230T,6091310002,Escolarizada,3,2,,5,0,0,,0,0,0,,0
533 2021-2022 14USU0230T 6091311001,533,2021-2022,14USU0230T,6091311001,Escolarizada,1,4,,5,0,0,,0,0,0,,0
534 2021-2022 14USU0230T 6091312001,534,2021-2022,14USU0230T,6091312001,Escolarizada,5,4,,9,0,1,,1,0,0,,0
535 2021-2022 14USU0230T 6091313001,535,2021-2022,14USU0230T,6091313001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
536 2021-2022 14USU0230T 6091313004,536,2021-2022,14USU0230T,6091313004,Escolarizada,8,7,,15,0,0,,0,0,0,,0
537 2021-2022 14USU0230T 6091313008,537,2021-2022,14USU0230T,6091313008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
538 2021-2022 14USU0230T 6091314001,538,2021-2022,14USU0230T,6091314001,Escolarizada,1,6,,7,0,1,,1,0,0,,0
539 2021-2022 14USU0230T 6091315001,539,2021-2022,14USU0230T,6091315001,Escolarizada,25,31,,56,1,0,,1,0,0,,0
540 2021-2022 14USU0230T 6091316002,540,2021-2022,14USU0230T,6091316002,Escolarizada,37,100,,137,0,2,,2,0,0,,0
541 2021-2022 14USU0230T 6091316004,541,2021-2022,14USU0230T,6091316004,Escolarizada,7,2,,9,0,0,,0,0,0,,0
542 2021-2022 14USU0230T 6091316007,542,2021-2022,14USU0230T,6091316007,Escolarizada,5,5,,10,0,0,,0,0,0,,0
543 2021-2022 14USU0230T 6091317001,543,2021-2022,14USU0230T,6091317001,Escolarizada,5,2,,7,0,0,,0,0,0,,0
544 2021-2022 14USU0230T 6091318001,544,2021-2022,14USU0230T,6091318001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
545 2021-2022 14USU0230T 6091318002,545,2021-2022,14USU0230T,6091318002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
546 2021-2022 14USU0230T 6091319001,546,2021-2022,14USU0230T,6091319001,Escolarizada,2,1,,3,0,0,,0,0,0,,0
547 2021-2022 14USU0230T 6091319004,547,2021-2022,14USU0230T,6091319004,Escolarizada,2,1,,3,0,0,,0,0,0,,0
548 2021-2022 14USU0230T 6091321003,548,2021-2022,14USU0230T,6091321003,Escolarizada,2,2,,4,0,0,,0,0,0,,0
549 2021-2022 14USU0230T 6091322003,549,2021-2022,14USU0230T,6091322003,Escolarizada,20,30,,50,0,0,,0,0,0,,0
550 2021-2022 14USU0230T 6091323001,550,2021-2022,14USU0230T,6091323001,Escolarizada,26,10,,36,0,0,,0,0,0,,0
551 2021-2022 14USU0230T 6091323002,551,2021-2022,14USU0230T,6091323002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
552 2021-2022 14USU0230T 6091325001,552,2021-2022,14USU0230T,6091325001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
553 2021-2022 14USU0230T 6091325002,553,2021-2022,14USU0230T,6091325002,Escolarizada,2,3,,5,0,0,,0,0,0,,0
554 2021-2022 14USU0230T 6091326001,554,2021-2022,14USU0230T,6091326001,Escolarizada,64,115,,179,2,0,,2,0,1,,1
555 2021-2022 14USU0230T 6091327002,555,2021-2022,14USU0230T,6091327002,Escolarizada,100,72,,172,1,2,,3,0,0,,0
556 2021-2022 14USU0230T 6091329001,556,2021-2022,14USU0230T,6091329001,Escolarizada,9,6,,15,0,0,,0,0,0,,0
557 2021-2022 14USU0230T 6091331003,557,2021-2022,14USU0230T,6091331003,Escolarizada,10,10,,20,0,0,,0,0,0,,0
558 2021-2022 14USU0230T 6091332001,558,2021-2022,14USU0230T,6091332001,Escolarizada,10,5,,15,0,0,,0,0,0,,0
559 2021-2022 14USU0230T 6091334001,559,2021-2022,14USU0230T,6091334001,Escolarizada,5,0,,5,0,0,,0,0,0,,0
560 2021-2022 14USU0230T 6091335001,560,2021-2022,14USU0230T,6091335001,Escolarizada,8,19,,27,0,0,,0,0,0,,0
561 2021-2022 14USU0230T 6091335003,561,2021-2022,14USU0230T,6091335003,Escolarizada,2,2,,4,0,0,,0,0,0,,0
562 2021-2022 14USU0230T 6091336001,562,2021-2022,14USU0230T,6091336001,Escolarizada,2,0,,2,0,0,,0,0,0,,0
563 2021-2022 14USU0230T 6091336005,563,2021-2022,14USU0230T,6091336005,Escolarizada,12,2,,14,0,1,,1,0,0,,0
564 2021-2022 14USU0230T 6091336007,564,2021-2022,14USU0230T,6091336007,Escolarizada,0,0,,0,0,0,,0,0,0,,0
565 2021-2022 14USU0230T 6091336009,565,2021-2022,14USU0230T,6091336009,Escolarizada,0,0,,0,0,0,,0,0,0,,0
566 2021-2022 14USU0230T 7051200018,566,2021-2022,14USU0230T,7051200018,Escolarizada,0,0,,0,0,0,,0,0,0,,0
567 2021-2022 14USU0230T 7051200022,567,2021-2022,14USU0230T,7051200022,Escolarizada,0,0,,0,0,0,,0,0,0,,0
568 2021-2022 14USU0230T 6091336013,568,2021-2022,14USU0230T,6091336013,Escolarizada,4,3,,7,0,0,,0,0,0,,0
569 2021-2022 14USU0230T 6091337002,569,2021-2022,14USU0230T,6091337002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
570 2021-2022 14USU0230T 6091337005,570,2021-2022,14USU0230T,6091337005,Escolarizada,34,4,,38,0,0,,0,0,0,,0
571 2021-2022 14USU0230T 6091337008,571,2021-2022,14USU0230T,6091337008,Escolarizada,0,0,,0,0,0,,0,0,0,,0
572 2021-2022 14USU0230T 6091338002,572,2021-2022,14USU0230T,6091338002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
573 2021-2022 14USU0230T 6091338003,573,2021-2022,14USU0230T,6091338003,Escolarizada,7,17,,24,0,0,,0,0,0,,0
574 2021-2022 14USU0230T 6091339001,574,2021-2022,14USU0230T,6091339001,Escolarizada,2,2,,4,0,0,,0,0,0,,0
575 2021-2022 14USU0230T 6091340001,575,2021-2022,14USU0230T,6091340001,Escolarizada,25,58,,83,0,1,,1,0,0,,0
576 2021-2022 14USU0230T 6091340004,576,2021-2022,14USU0230T,6091340004,Escolarizada,0,1,,1,0,0,,0,0,0,,0
577 2021-2022 14USU0230T 6091341001,577,2021-2022,14USU0230T,6091341001,Escolarizada,4,8,,12,0,0,,0,0,0,,0
578 2021-2022 14USU0230T 6091342012,578,2021-2022,14USU0230T,6091342012,Escolarizada,41,28,,69,0,1,,1,1,0,,1
579 2021-2022 14USU0230T 6091342013,579,2021-2022,14USU0230T,6091342013,Escolarizada,0,0,,0,0,0,,0,0,0,,0
580 2021-2022 14USU0230T 6091343001,580,2021-2022,14USU0230T,6091343001,Escolarizada,0,3,,3,0,0,,0,0,0,,0
581 2021-2022 14USU0230T 6091344001,581,2021-2022,14USU0230T,6091344001,Escolarizada,27,3,,30,0,0,,0,0,0,,0
582 2021-2022 14USU0230T 6091344002,582,2021-2022,14USU0230T,6091344002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
583 2021-2022 14USU0230T 6091345005,583,2021-2022,14USU0230T,6091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0
584 2021-2022 14USU0230T 6091345008,584,2021-2022,14USU0230T,6091345008,Escolarizada,0,1,,1,0,0,,0,0,0,,0
585 2021-2022 14USU0230T 6091345011,585,2021-2022,14USU0230T,6091345011,Escolarizada,0,0,,0,0,0,,0,0,0,,0
586 2021-2022 14USU0230T 6092202002,586,2021-2022,14USU0230T,6092202002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
587 2021-2022 14USU0230T 6092203006,587,2021-2022,14USU0230T,6092203006,Escolarizada,0,0,,0,0,0,,0,0,0,,0
588 2021-2022 14USU0230T 6092204007,588,2021-2022,14USU0230T,6092204007,Escolarizada,5,9,,14,0,0,,0,0,0,,0
589 2021-2022 14USU0230T 6092206002,589,2021-2022,14USU0230T,6092206002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
590 2021-2022 14USU0230T 6092206010,590,2021-2022,14USU0230T,6092206010,Escolarizada,0,0,,0,0,0,,0,0,0,,0
591 2021-2022 14USU0230T 6092207003,591,2021-2022,14USU0230T,6092207003,Escolarizada,0,0,,0,0,0,,0,0,0,,0
592 2021-2022 14USU0230T 6092208015,592,2021-2022,14USU0230T,6092208015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
593 2021-2022 14USU0230T 6093201002,593,2021-2022,14USU0230T,6093201002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
594 2021-2022 14USU0230T 6093201005,594,2021-2022,14USU0230T,6093201005,Escolarizada,0,0,,0,0,0,,0,0,0,,0
595 2021-2022 14USU0230T 6093202001,595,2021-2022,14USU0230T,6093202001,Escolarizada,2,11,,13,0,0,,0,0,0,,0
596 2021-2022 14USU0230T 6093203005,596,2021-2022,14USU0230T,6093203005,Escolarizada,2,13,,15,0,0,,0,0,0,,0
597 2021-2022 14USU0230T 6093204001,597,2021-2022,14USU0230T,6093204001,Escolarizada,11,28,,39,0,0,,0,0,0,,0
598 2021-2022 14USU0230T 6093205004,598,2021-2022,14USU0230T,6093205004,Escolarizada,7,8,,15,0,0,,0,0,0,,0
599 2021-2022 14USU0230T 6093206003,599,2021-2022,14USU0230T,6093206003,Escolarizada,7,5,,12,0,0,,0,0,0,,0
600 2021-2022 14USU0230T 6095600002,600,2021-2022,14USU0230T,6095600002,Escolarizada,8,8,,16,0,0,,0,0,0,,0
601 2021-2022 14USU0230T 7012601008,601,2021-2022,14USU0230T,7012601008,Escolarizada,8,7,,15,0,0,,0,0,0,,0
602 2021-2022 14USU0230T 7012601010,602,2021-2022,14USU0230T,7012601010,Escolarizada,0,0,,0,0,0,,0,0,0,,0
603 2021-2022 14USU0230T 7022600002,603,2021-2022,14USU0230T,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
604 2021-2022 14USU0230T 7031100001,604,2021-2022,14USU0230T,7031100001,Escolarizada,4,12,,16,0,0,,0,0,0,,0
605 2021-2022 14USU0230T 7031100028,605,2021-2022,14USU0230T,7031100028,Escolarizada,0,0,,0,0,0,,0,0,0,,0
606 2021-2022 14USU0230T 7031100030,606,2021-2022,14USU0230T,7031100030,Escolarizada,1,1,,2,0,0,,0,0,0,,0
607 2021-2022 14USU0230T 7031100043,607,2021-2022,14USU0230T,7031100043,Escolarizada,8,19,,27,0,0,,0,0,0,,0
608 2021-2022 14USU0230T 7031100057,608,2021-2022,14USU0230T,7031100057,Escolarizada,0,0,,0,0,0,,0,0,0,,0
609 2021-2022 14USU0230T 7031100103,609,2021-2022,14USU0230T,7031100103,Escolarizada,0,0,,0,0,0,,0,0,0,,0
610 2021-2022 14USU0230T 7031100188,610,2021-2022,14USU0230T,7031100188,Escolarizada,6,15,,21,0,0,,0,0,0,,0
611 2021-2022 14USU0230T 7031500022,611,2021-2022,14USU0230T,7031500022,Escolarizada,5,14,,19,0,0,,0,0,0,,0
612 2021-2022 14USU0230T 7033200002,612,2021-2022,14USU0230T,7033200002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
613 2021-2022 14USU0230T 7042500034,613,2021-2022,14USU0230T,7042500034,Escolarizada,0,0,,0,0,0,,0,0,0,,0
614 2021-2022 14USU0230T 7042500062,614,2021-2022,14USU0230T,7042500062,Escolarizada,0,0,,0,0,0,,0,0,0,,0
615 2021-2022 14USU0230T 7091316004,615,2021-2022,14USU0230T,7091316004,Escolarizada,0,0,,0,0,0,,0,0,0,,0
616 2021-2022 14USU0230T 7091325001,616,2021-2022,14USU0230T,7091325001,Escolarizada,9,14,,23,0,0,,0,0,0,,0
617 2021-2022 14USU0230T 7091345002,617,2021-2022,14USU0230T,7091345002,Escolarizada,2,8,,10,0,0,,0,0,0,,0
618 2021-2022 14USU0230T 7091345005,618,2021-2022,14USU0230T,7091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0
619 2021-2022 14USU0230T 7092208001,619,2021-2022,14USU0230T,7092208001,Escolarizada,0,3,,3,0,0,,0,0,0,,0
620 2021-2022 14USU0230T 7093207003,620,2021-2022,14USU0230T,7093207003,Escolarizada,1,2,,3,1,0,,1,0,0,,0
621 2021-2022 14USU0230T 7095000001,621,2021-2022,14USU0230T,7095000001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
622 2021-2022 14USU0230T 7095000011,622,2021-2022,14USU0230T,7095000011,Escolarizada,7,12,,19,0,0,,0,0,0,,0
623 2021-2022 14USU0230T 7095200012,623,2021-2022,14USU0230T,7095200012,Escolarizada,0,0,,0,0,0,,0,0,0,,0
624 2021-2022 14USU0230T 7095600015,624,2021-2022,14USU0230T,7095600015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
625 2021-2022 14USU0230T 7095600030,625,2021-2022,14USU0230T,7095600030,Escolarizada,12,20,,32,0,3,,3,0,0,,0
626 2021-2022 14USU0230T 7095600046,626,2021-2022,14USU0230T,7095600046,Escolarizada,2,6,,8,0,0,,0,0,0,,0
627 2021-2022 14USU0230T 7101000006,627,2021-2022,14USU0230T,7101000006,Escolarizada,10,12,,22,1,0,,1,0,0,,0
628 2021-2022 14USU0230T 8031100011,628,2021-2022,14USU0230T,8031100011,Escolarizada,3,2,,5,0,0,,0,0,0,,0
629 2021-2022 14USU0230T 8051100012,629,2021-2022,14USU0230T,8051100012,Escolarizada,14,31,,45,0,2,,2,0,0,,0
630 2021-2022 14USU0230T 8051200017,630,2021-2022,14USU0230T,8051200017,Escolarizada,36,28,,64,0,0,,0,0,0,,0
631 2021-2022 14USU0230T 8051200020,631,2021-2022,14USU0230T,8051200020,Escolarizada,17,18,,35,0,0,,0,0,0,,0
632 2021-2022 14USU0230T 8072100013,632,2021-2022,14USU0230T,8072100013,Escolarizada,8,19,,27,0,1,,1,0,0,,0
633 2021-2022 14USU0230T 8091100003,633,2021-2022,14USU0230T,8091100003,Escolarizada,7,6,,13,0,0,,0,0,0,,0
634 2021-2022 14USU0230T 8091325001,634,2021-2022,14USU0230T,8091325001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
635 2021-2022 14USU0230T 8091345002,635,2021-2022,14USU0230T,8091345002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
636 2021-2022 14USU0230T 8091345005,636,2021-2022,14USU0230T,8091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0
637 2021-2022 14USU0230T 8095000001,637,2021-2022,14USU0230T,8095000001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
638 2021-2022 14USU0230T 8095000003,638,2021-2022,14USU0230T,8095000003,Escolarizada,4,1,,5,0,0,,0,0,0,,0
639 2021-2022 14USU0230T 8095200003,639,2021-2022,14USU0230T,8095200003,Escolarizada,28,33,,61,0,1,,1,0,0,,0
640 2021-2022 14USU0230T 8095600001,640,2021-2022,14USU0230T,8095600001,Escolarizada,10,17,,27,0,0,,0,0,1,,1
641 2021-2022 14MMS0607X BGAI,641,2021-2022,14MMS0607X,BGAI,Escolarizada,15,8,,23,0,1,,1,0,0,,0
642 2021-2022 14MMS0607X BGC,642,2021-2022,14MMS0607X,BGC,Escolarizada,1164,1540,,2704,24,28,,52,1,1,,2
643 2021-2022 14MMS0608W BGAI,643,2021-2022,14MMS0608W,BGAI,Escolarizada,10,20,,30,0,0,,0,0,0,,0
644 2021-2022 14MMS0608W BGC,644,2021-2022,14MMS0608W,BGC,Escolarizada,1779,2207,,3986,31,43,,74,0,1,,1
645 2021-2022 14MMS0609V BGAI,645,2021-2022,14MMS0609V,BGAI,Escolarizada,12,18,,30,0,0,,0,0,0,,0
646 2021-2022 14MMS0609V BGC,646,2021-2022,14MMS0609V,BGC,Escolarizada,906,1419,,2325,17,14,,31,0,0,,0
647 2021-2022 14MMS0610K BGAI,647,2021-2022,14MMS0610K,BGAI,Escolarizada,19,16,,35,0,0,,0,0,0,,0
648 2021-2022 14MMS0610K BGC,648,2021-2022,14MMS0610K,BGC,Escolarizada,970,1369,,2339,19,31,,50,0,0,,0
649 2021-2022 14MMS0611J BGAI,649,2021-2022,14MMS0611J,BGAI,Escolarizada,34,33,,67,1,0,,1,0,0,,0
650 2021-2022 14MMS0611J BGC,650,2021-2022,14MMS0611J,BGC,Escolarizada,1016,1675,,2691,12,27,,39,0,1,,1
651 2021-2022 14MMS0612I BGAI,651,2021-2022,14MMS0612I,BGAI,Escolarizada,35,17,,52,0,2,,2,0,0,,0
652 2021-2022 14MMS0612I BGC,652,2021-2022,14MMS0612I,BGC,Escolarizada,1931,2957,,4888,32,48,,80,1,1,,2
653 2021-2022 14MMS0613H BGAI,653,2021-2022,14MMS0613H,BGAI,Escolarizada,32,12,,44,0,0,,0,0,0,,0
654 2021-2022 14MMS0613H BGC,654,2021-2022,14MMS0613H,BGC,Escolarizada,2357,2946,,5303,55,49,,104,7,12,,19
655 2021-2022 14MMS0614G 3101600003,655,2021-2022,14MMS0614G,3101600003,Escolarizada,285,691,,976,6,12,,18,0,1,,1
656 2021-2022 14MMS0614G BGC,656,2021-2022,14MMS0614G,BGC,Escolarizada,2071,2927,,4998,44,58,,102,0,1,,1
657 2021-2022 14MMS0615F BGAI,657,2021-2022,14MMS0615F,BGAI,Escolarizada,95,66,,161,2,0,,2,0,0,,0
658 2021-2022 14MMS0615F BGC,658,2021-2022,14MMS0615F,BGC,Escolarizada,959,1671,,2630,13,35,,48,0,0,,0
659 2021-2022 14MMS0616E 2071100002,659,2021-2022,14MMS0616E,2071100002,Escolarizada,305,13,,318,4,0,,4,0,0,,0
660 2021-2022 14MMS0616E 2071400001,660,2021-2022,14MMS0616E,2071400001,Escolarizada,246,348,,594,3,10,,13,0,0,,0
661 2021-2022 14MMS0616E 2081100001,661,2021-2022,14MMS0616E,2081100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
662 2021-2022 14MMS0616E 2092100004,662,2021-2022,14MMS0616E,2092100004,Escolarizada,233,634,,867,7,5,,12,0,0,,0
663 2021-2022 14MMS0616E 3081100003,663,2021-2022,14MMS0616E,3081100003,Escolarizada,300,237,,537,4,4,,8,0,0,,0
664 2021-2022 14MMS0616E BGC,664,2021-2022,14MMS0616E,BGC,Escolarizada,468,630,,1098,11,9,,20,0,0,,0
