name,row,anio,entidad_universitaria,pa_categoria,pa_nivel,tiempo_completo,medio_tiempo,total
312 Investigadores-862 - 2021 - CUTLAJOMULCO,862,2021,CUTLAJOMULCO,Titular,C,0,0,0
312 Investigadores-863 - 2022 - CUTLAJOMULCO,863,2022,CUTLAJOMULCO,Titular,C,0,0,0
312 Investigadores-864 - 2023 - CUTLAJOMULCO,864,2023,CUTLAJOMULCO,Titular,C,0,0,0
312 Investigadores-865 - 2018 - CUGUADALAJARA,865,2018,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-866 - 2019 - CUGUADALAJARA,866,2019,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-867 - 2020 - CUGUADALAJARA,867,2020,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-868 - 2021 - CUGUADALAJARA,868,2021,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-869 - 2022 - CUGUADALAJARA,869,2022,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-870 - 2023 - CUGUADALAJARA,870,2023,CUGUADALAJARA,Asistente,A,,,
312 Investigadores-871 - 2018 - CUGUADALAJARA,871,2018,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-872 - 2019 - CUGUADALAJARA,872,2019,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-873 - 2020 - CUGUADALAJARA,873,2020,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-874 - 2021 - CUGUADALAJARA,874,2021,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-875 - 2022 - CUGUADALAJARA,875,2022,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-876 - 2023 - CUGUADALAJARA,876,2023,CUGUADALAJARA,Asistente,B,,,
312 Investigadores-877 - 2018 - CUGUADALAJARA,877,2018,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-878 - 2019 - CUGUADALAJARA,878,2019,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-879 - 2020 - CUGUADALAJARA,879,2020,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-880 - 2021 - CUGUADALAJARA,880,2021,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-881 - 2022 - CUGUADALAJARA,881,2022,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-882 - 2023 - CUGUADALAJARA,882,2023,CUGUADALAJARA,Asistente,C,,,
312 Investigadores-883 - 2018 - CUGUADALAJARA,883,2018,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-884 - 2019 - CUGUADALAJARA,884,2019,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-885 - 2020 - CUGUADALAJARA,885,2020,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-886 - 2021 - CUGUADALAJARA,886,2021,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-887 - 2022 - CUGUADALAJARA,887,2022,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-888 - 2023 - CUGUADALAJARA,888,2023,CUGUADALAJARA,Asociado,A,,,
312 Investigadores-889 - 2018 - CUGUADALAJARA,889,2018,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-890 - 2019 - CUGUADALAJARA,890,2019,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-891 - 2020 - CUGUADALAJARA,891,2020,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-892 - 2021 - CUGUADALAJARA,892,2021,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-893 - 2022 - CUGUADALAJARA,893,2022,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-894 - 2023 - CUGUADALAJARA,894,2023,CUGUADALAJARA,Asociado,B,,,
312 Investigadores-895 - 2018 - CUGUADALAJARA,895,2018,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-896 - 2019 - CUGUADALAJARA,896,2019,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-897 - 2020 - CUGUADALAJARA,897,2020,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-898 - 2021 - CUGUADALAJARA,898,2021,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-899 - 2022 - CUGUADALAJARA,899,2022,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-900 - 2023 - CUGUADALAJARA,900,2023,CUGUADALAJARA,Asociado,C,,,
312 Investigadores-901 - 2018 - CUGUADALAJARA,901,2018,CUGUADALAJARA,Titular,A,,,
312 Investigadores-902 - 2019 - CUGUADALAJARA,902,2019,CUGUADALAJARA,Titular,A,,,
312 Investigadores-903 - 2020 - CUGUADALAJARA,903,2020,CUGUADALAJARA,Titular,A,,,
312 Investigadores-904 - 2021 - CUGUADALAJARA,904,2021,CUGUADALAJARA,Titular,A,,,
312 Investigadores-905 - 2022 - CUGUADALAJARA,905,2022,CUGUADALAJARA,Titular,A,,,
312 Investigadores-906 - 2023 - CUGUADALAJARA,906,2023,CUGUADALAJARA,Titular,A,,,
312 Investigadores-907 - 2018 - CUGUADALAJARA,907,2018,CUGUADALAJARA,Titular,B,,,
312 Investigadores-908 - 2019 - CUGUADALAJARA,908,2019,CUGUADALAJARA,Titular,B,,,
312 Investigadores-909 - 2020 - CUGUADALAJARA,909,2020,CUGUADALAJARA,Titular,B,,,
312 Investigadores-910 - 2021 - CUGUADALAJARA,910,2021,CUGUADALAJARA,Titular,B,,,
312 Investigadores-911 - 2022 - CUGUADALAJARA,911,2022,CUGUADALAJARA,Titular,B,,,
312 Investigadores-912 - 2023 - CUGUADALAJARA,912,2023,CUGUADALAJARA,Titular,B,,,
312 Investigadores-913 - 2018 - CUGUADALAJARA,913,2018,CUGUADALAJARA,Titular,C,,,
312 Investigadores-914 - 2019 - CUGUADALAJARA,914,2019,CUGUADALAJARA,Titular,C,,,
312 Investigadores-915 - 2020 - CUGUADALAJARA,915,2020,CUGUADALAJARA,Titular,C,,,
312 Investigadores-916 - 2021 - CUGUADALAJARA,916,2021,CUGUADALAJARA,Titular,C,,,
312 Investigadores-917 - 2022 - CUGUADALAJARA,917,2022,CUGUADALAJARA,Titular,C,,,
312 Investigadores-918 - 2023 - CUGUADALAJARA,918,2023,CUGUADALAJARA,Titular,C,,,
312 Investigadores-919 - 2018 - CUCHAPALA,919,2018,CUCHAPALA,Asistente,A,,,
312 Investigadores-920 - 2019 - CUCHAPALA,920,2019,CUCHAPALA,Asistente,A,,,
312 Investigadores-921 - 2020 - CUCHAPALA,921,2020,CUCHAPALA,Asistente,A,,,
312 Investigadores-922 - 2021 - CUCHAPALA,922,2021,CUCHAPALA,Asistente,A,,,
312 Investigadores-923 - 2022 - CUCHAPALA,923,2022,CUCHAPALA,Asistente,A,,,
312 Investigadores-924 - 2023 - CUCHAPALA,924,2023,CUCHAPALA,Asistente,A,,,
312 Investigadores-925 - 2018 - CUCHAPALA,925,2018,CUCHAPALA,Asistente,B,,,
312 Investigadores-926 - 2019 - CUCHAPALA,926,2019,CUCHAPALA,Asistente,B,,,
312 Investigadores-927 - 2020 - CUCHAPALA,927,2020,CUCHAPALA,Asistente,B,,,
312 Investigadores-928 - 2021 - CUCHAPALA,928,2021,CUCHAPALA,Asistente,B,,,
312 Investigadores-929 - 2022 - CUCHAPALA,929,2022,CUCHAPALA,Asistente,B,,,
312 Investigadores-930 - 2023 - CUCHAPALA,930,2023,CUCHAPALA,Asistente,B,,,
312 Investigadores-931 - 2018 - CUCHAPALA,931,2018,CUCHAPALA,Asistente,C,,,
312 Investigadores-932 - 2019 - CUCHAPALA,932,2019,CUCHAPALA,Asistente,C,,,
312 Investigadores-933 - 2020 - CUCHAPALA,933,2020,CUCHAPALA,Asistente,C,,,
312 Investigadores-934 - 2021 - CUCHAPALA,934,2021,CUCHAPALA,Asistente,C,,,
312 Investigadores-935 - 2022 - CUCHAPALA,935,2022,CUCHAPALA,Asistente,C,,,
312 Investigadores-936 - 2023 - CUCHAPALA,936,2023,CUCHAPALA,Asistente,C,,,
312 Investigadores-937 - 2018 - CUCHAPALA,937,2018,CUCHAPALA,Asociado,A,,,
312 Investigadores-938 - 2019 - CUCHAPALA,938,2019,CUCHAPALA,Asociado,A,,,
312 Investigadores-939 - 2020 - CUCHAPALA,939,2020,CUCHAPALA,Asociado,A,,,
312 Investigadores-940 - 2021 - CUCHAPALA,940,2021,CUCHAPALA,Asociado,A,,,
312 Investigadores-941 - 2022 - CUCHAPALA,941,2022,CUCHAPALA,Asociado,A,,,
312 Investigadores-942 - 2023 - CUCHAPALA,942,2023,CUCHAPALA,Asociado,A,,,
312 Investigadores-943 - 2018 - CUCHAPALA,943,2018,CUCHAPALA,Asociado,B,,,
312 Investigadores-944 - 2019 - CUCHAPALA,944,2019,CUCHAPALA,Asociado,B,,,
312 Investigadores-945 - 2020 - CUCHAPALA,945,2020,CUCHAPALA,Asociado,B,,,
312 Investigadores-946 - 2021 - CUCHAPALA,946,2021,CUCHAPALA,Asociado,B,,,
312 Investigadores-947 - 2022 - CUCHAPALA,947,2022,CUCHAPALA,Asociado,B,,,
312 Investigadores-948 - 2023 - CUCHAPALA,948,2023,CUCHAPALA,Asociado,B,,,
312 Investigadores-949 - 2018 - CUCHAPALA,949,2018,CUCHAPALA,Asociado,C,,,
312 Investigadores-950 - 2019 - CUCHAPALA,950,2019,CUCHAPALA,Asociado,C,,,
312 Investigadores-951 - 2020 - CUCHAPALA,951,2020,CUCHAPALA,Asociado,C,,,
312 Investigadores-952 - 2021 - CUCHAPALA,952,2021,CUCHAPALA,Asociado,C,,,
312 Investigadores-953 - 2022 - CUCHAPALA,953,2022,CUCHAPALA,Asociado,C,,,
312 Investigadores-954 - 2023 - CUCHAPALA,954,2023,CUCHAPALA,Asociado,C,,,
312 Investigadores-955 - 2018 - CUCHAPALA,955,2018,CUCHAPALA,Titular,A,,,
312 Investigadores-956 - 2019 - CUCHAPALA,956,2019,CUCHAPALA,Titular,A,,,
312 Investigadores-957 - 2020 - CUCHAPALA,957,2020,CUCHAPALA,Titular,A,,,
312 Investigadores-958 - 2021 - CUCHAPALA,958,2021,CUCHAPALA,Titular,A,,,
312 Investigadores-959 - 2022 - CUCHAPALA,959,2022,CUCHAPALA,Titular,A,,,
312 Investigadores-960 - 2023 - CUCHAPALA,960,2023,CUCHAPALA,Titular,A,,,
312 Investigadores-961 - 2018 - CUCHAPALA,961,2018,CUCHAPALA,Titular,B,,,
312 Investigadores-962 - 2019 - CUCHAPALA,962,2019,CUCHAPALA,Titular,B,,,
312 Investigadores-963 - 2020 - CUCHAPALA,963,2020,CUCHAPALA,Titular,B,,,
312 Investigadores-964 - 2021 - CUCHAPALA,964,2021,CUCHAPALA,Titular,B,,,
312 Investigadores-965 - 2022 - CUCHAPALA,965,2022,CUCHAPALA,Titular,B,,,
312 Investigadores-966 - 2023 - CUCHAPALA,966,2023,CUCHAPALA,Titular,B,,,
312 Investigadores-967 - 2018 - CUCHAPALA,967,2018,CUCHAPALA,Titular,C,,,
312 Investigadores-968 - 2019 - CUCHAPALA,968,2019,CUCHAPALA,Titular,C,,,
312 Investigadores-969 - 2020 - CUCHAPALA,969,2020,CUCHAPALA,Titular,C,,,
312 Investigadores-970 - 2021 - CUCHAPALA,970,2021,CUCHAPALA,Titular,C,,,
312 Investigadores-971 - 2022 - CUCHAPALA,971,2022,CUCHAPALA,Titular,C,,,
312 Investigadores-972 - 2023 - CUCHAPALA,972,2023,CUCHAPALA,Titular,C,,,
312 Investigadores-973 - 2018 - CUTLAQUEPAQUE,973,2018,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-974 - 2019 - CUTLAQUEPAQUE,974,2019,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-975 - 2020 - CUTLAQUEPAQUE,975,2020,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-976 - 2021 - CUTLAQUEPAQUE,976,2021,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-977 - 2022 - CUTLAQUEPAQUE,977,2022,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-978 - 2023 - CUTLAQUEPAQUE,978,2023,CUTLAQUEPAQUE,Asistente,A,,,
312 Investigadores-979 - 2018 - CUTLAQUEPAQUE,979,2018,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-980 - 2019 - CUTLAQUEPAQUE,980,2019,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-981 - 2020 - CUTLAQUEPAQUE,981,2020,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-982 - 2021 - CUTLAQUEPAQUE,982,2021,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-983 - 2022 - CUTLAQUEPAQUE,983,2022,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-984 - 2023 - CUTLAQUEPAQUE,984,2023,CUTLAQUEPAQUE,Asistente,B,,,
312 Investigadores-985 - 2018 - CUTLAQUEPAQUE,985,2018,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-986 - 2019 - CUTLAQUEPAQUE,986,2019,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-987 - 2020 - CUTLAQUEPAQUE,987,2020,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-988 - 2021 - CUTLAQUEPAQUE,988,2021,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-989 - 2022 - CUTLAQUEPAQUE,989,2022,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-990 - 2023 - CUTLAQUEPAQUE,990,2023,CUTLAQUEPAQUE,Asistente,C,,,
312 Investigadores-991 - 2018 - CUTLAQUEPAQUE,991,2018,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-992 - 2019 - CUTLAQUEPAQUE,992,2019,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-993 - 2020 - CUTLAQUEPAQUE,993,2020,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-994 - 2021 - CUTLAQUEPAQUE,994,2021,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-995 - 2022 - CUTLAQUEPAQUE,995,2022,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-996 - 2023 - CUTLAQUEPAQUE,996,2023,CUTLAQUEPAQUE,Asociado,A,,,
312 Investigadores-997 - 2018 - CUTLAQUEPAQUE,997,2018,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-998 - 2019 - CUTLAQUEPAQUE,998,2019,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-999 - 2020 - CUTLAQUEPAQUE,999,2020,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-1000 - 2021 - CUTLAQUEPAQUE,1000,2021,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-1001 - 2022 - CUTLAQUEPAQUE,1001,2022,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-1002 - 2023 - CUTLAQUEPAQUE,1002,2023,CUTLAQUEPAQUE,Asociado,B,,,
312 Investigadores-1003 - 2018 - CUTLAQUEPAQUE,1003,2018,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1004 - 2019 - CUTLAQUEPAQUE,1004,2019,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1005 - 2020 - CUTLAQUEPAQUE,1005,2020,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1006 - 2021 - CUTLAQUEPAQUE,1006,2021,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1007 - 2022 - CUTLAQUEPAQUE,1007,2022,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1008 - 2023 - CUTLAQUEPAQUE,1008,2023,CUTLAQUEPAQUE,Asociado,C,,,
312 Investigadores-1009 - 2018 - CUTLAQUEPAQUE,1009,2018,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1010 - 2019 - CUTLAQUEPAQUE,1010,2019,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1011 - 2020 - CUTLAQUEPAQUE,1011,2020,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1012 - 2021 - CUTLAQUEPAQUE,1012,2021,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1013 - 2022 - CUTLAQUEPAQUE,1013,2022,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1014 - 2023 - CUTLAQUEPAQUE,1014,2023,CUTLAQUEPAQUE,Titular,A,,,
312 Investigadores-1015 - 2018 - CUTLAQUEPAQUE,1015,2018,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1016 - 2019 - CUTLAQUEPAQUE,1016,2019,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1017 - 2020 - CUTLAQUEPAQUE,1017,2020,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1018 - 2021 - CUTLAQUEPAQUE,1018,2021,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1019 - 2022 - CUTLAQUEPAQUE,1019,2022,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1020 - 2023 - CUTLAQUEPAQUE,1020,2023,CUTLAQUEPAQUE,Titular,B,,,
312 Investigadores-1021 - 2018 - CUTLAQUEPAQUE,1021,2018,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1022 - 2019 - CUTLAQUEPAQUE,1022,2019,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1023 - 2020 - CUTLAQUEPAQUE,1023,2020,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1024 - 2021 - CUTLAQUEPAQUE,1024,2021,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1025 - 2022 - CUTLAQUEPAQUE,1025,2022,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1026 - 2023 - CUTLAQUEPAQUE,1026,2023,CUTLAQUEPAQUE,Titular,C,,,
312 Investigadores-1027 - 2018 - SUV,1027,2018,SUV,Asistente,A,0,,0
312 Investigadores-1028 - 2019 - SUV,1028,2019,SUV,Asistente,A,0,,0
312 Investigadores-1029 - 2020 - SUV,1029,2020,SUV,Asistente,A,0,,0
312 Investigadores-1030 - 2021 - SUV,1030,2021,SUV,Asistente,A,0,,0
312 Investigadores-1031 - 2022 - SUV,1031,2022,SUV,Asistente,A,0,,0
312 Investigadores-1032 - 2023 - SUV,1032,2023,SUV,Asistente,A,0,,0
312 Investigadores-1033 - 2018 - SUV,1033,2018,SUV,Asistente,B,0,,0
312 Investigadores-1034 - 2019 - SUV,1034,2019,SUV,Asistente,B,0,,0
312 Investigadores-1035 - 2020 - SUV,1035,2020,SUV,Asistente,B,0,,0
312 Investigadores-1036 - 2021 - SUV,1036,2021,SUV,Asistente,B,0,,0
312 Investigadores-1037 - 2022 - SUV,1037,2022,SUV,Asistente,B,0,,0
312 Investigadores-1038 - 2023 - SUV,1038,2023,SUV,Asistente,B,0,,0
312 Investigadores-1039 - 2018 - SUV,1039,2018,SUV,Asistente,C,0,,0
312 Investigadores-1040 - 2019 - SUV,1040,2019,SUV,Asistente,C,0,,0
312 Investigadores-1041 - 2020 - SUV,1041,2020,SUV,Asistente,C,0,,0
312 Investigadores-1042 - 2021 - SUV,1042,2021,SUV,Asistente,C,1,,1
312 Investigadores-1043 - 2022 - SUV,1043,2022,SUV,Asistente,C,1,0,1
312 Investigadores-1044 - 2023 - SUV,1044,2023,SUV,Asistente,C,1,0,1
312 Investigadores-1045 - 2018 - SUV,1045,2018,SUV,Asociado,A,0,,0
312 Investigadores-1046 - 2019 - SUV,1046,2019,SUV,Asociado,A,0,,0
312 Investigadores-1047 - 2020 - SUV,1047,2020,SUV,Asociado,A,0,,0
312 Investigadores-1048 - 2021 - SUV,1048,2021,SUV,Asociado,A,5,,5
312 Investigadores-1049 - 2022 - SUV,1049,2022,SUV,Asociado,A,6,0,6
312 Investigadores-1050 - 2023 - SUV,1050,2023,SUV,Asociado,A,5,0,5
312 Investigadores-1051 - 2018 - SUV,1051,2018,SUV,Asociado,B,1,,1
312 Investigadores-1052 - 2019 - SUV,1052,2019,SUV,Asociado,B,1,,1
312 Investigadores-1053 - 2020 - SUV,1053,2020,SUV,Asociado,B,1,,1
312 Investigadores-1054 - 2021 - SUV,1054,2021,SUV,Asociado,B,12,,12
312 Investigadores-1055 - 2022 - SUV,1055,2022,SUV,Asociado,B,15,0,15
312 Investigadores-1056 - 2023 - SUV,1056,2023,SUV,Asociado,B,15,0,15
312 Investigadores-1057 - 2018 - SUV,1057,2018,SUV,Asociado,C,1,,1
312 Investigadores-1058 - 2019 - SUV,1058,2019,SUV,Asociado,C,2,,2
312 Investigadores-1059 - 2020 - SUV,1059,2020,SUV,Asociado,C,2,,2
312 Investigadores-1060 - 2021 - SUV,1060,2021,SUV,Asociado,C,11,,11
312 Investigadores-1061 - 2022 - SUV,1061,2022,SUV,Asociado,C,10,0,10
312 Investigadores-1062 - 2023 - SUV,1062,2023,SUV,Asociado,C,10,0,10
312 Investigadores-1063 - 2018 - SUV,1063,2018,SUV,Titular,A,6,,6
312 Investigadores-1064 - 2019 - SUV,1064,2019,SUV,Titular,A,7,,7
312 Investigadores-1065 - 2020 - SUV,1065,2020,SUV,Titular,A,7,,7
312 Investigadores-1066 - 2021 - SUV,1066,2021,SUV,Titular,A,25,,25
312 Investigadores-1067 - 2022 - SUV,1067,2022,SUV,Titular,A,24,0,24
312 Investigadores-1068 - 2023 - SUV,1068,2023,SUV,Titular,A,24,0,24
312 Investigadores-1069 - 2018 - SUV,1069,2018,SUV,Titular,B,3,,3
312 Investigadores-1070 - 2019 - SUV,1070,2019,SUV,Titular,B,4,,4
312 Investigadores-1071 - 2020 - SUV,1071,2020,SUV,Titular,B,3,,3
312 Investigadores-1072 - 2021 - SUV,1072,2021,SUV,Titular,B,7,,7
312 Investigadores-1073 - 2022 - SUV,1073,2022,SUV,Titular,B,8,0,8
312 Investigadores-1074 - 2023 - SUV,1074,2023,SUV,Titular,B,8,0,8
312 Investigadores-1075 - 2018 - SUV,1075,2018,SUV,Titular,C,7,,7
312 Investigadores-1076 - 2019 - SUV,1076,2019,SUV,Titular,C,8,,8
312 Investigadores-1077 - 2020 - SUV,1077,2020,SUV,Titular,C,7,,7
312 Investigadores-1078 - 2021 - SUV,1078,2021,SUV,Titular,C,13,,13
312 Investigadores-1079 - 2022 - SUV,1079,2022,SUV,Titular,C,11,0,11
312 Investigadores-1080 - 2023 - SUV,1080,2023,SUV,Titular,C,11,0,11
312 Investigadores-1081 - 2018 - SEMS,1081,2018,SEMS,Asistente,A,0,0,0
312 Investigadores-1082 - 2019 - SEMS,1082,2019,SEMS,Asistente,A,0,0,0
312 Investigadores-1083 - 2020 - SEMS,1083,2020,SEMS,Asistente,A,0,0,0
312 Investigadores-1084 - 2021 - SEMS,1084,2021,SEMS,Asistente,A,0,0,0
312 Investigadores-1085 - 2022 - SEMS,1085,2022,SEMS,Asistente,A,0,0,0
312 Investigadores-1086 - 2023 - SEMS,1086,2023,SEMS,Asistente,A,0,0,0
312 Investigadores-1087 - 2018 - SEMS,1087,2018,SEMS,Asistente,B,0,0,0
312 Investigadores-1088 - 2019 - SEMS,1088,2019,SEMS,Asistente,B,0,0,0
312 Investigadores-1089 - 2020 - SEMS,1089,2020,SEMS,Asistente,B,0,0,0
312 Investigadores-1090 - 2021 - SEMS,1090,2021,SEMS,Asistente,B,0,0,0
312 Investigadores-1091 - 2022 - SEMS,1091,2022,SEMS,Asistente,B,1,0,1
312 Investigadores-1092 - 2023 - SEMS,1092,2023,SEMS,Asistente,B,1,0,1
312 Investigadores-1093 - 2018 - SEMS,1093,2018,SEMS,Asistente,C,0,0,0
312 Investigadores-1094 - 2019 - SEMS,1094,2019,SEMS,Asistente,C,0,0,0
312 Investigadores-1095 - 2020 - SEMS,1095,2020,SEMS,Asistente,C,0,0,0
312 Investigadores-1096 - 2021 - SEMS,1096,2021,SEMS,Asistente,C,1,0,1
312 Investigadores-1097 - 2022 - SEMS,1097,2022,SEMS,Asistente,C,1,0,1
312 Investigadores-1098 - 2023 - SEMS,1098,2023,SEMS,Asistente,C,2,0,2
312 Investigadores-1099 - 2018 - SEMS,1099,2018,SEMS,Asociado,A,1,0,1
312 Investigadores-1100 - 2019 - SEMS,1100,2019,SEMS,Asociado,A,0,0,0
312 Investigadores-1101 - 2020 - SEMS,1101,2020,SEMS,Asociado,A,0,0,0
312 Investigadores-1102 - 2021 - SEMS,1102,2021,SEMS,Asociado,A,0,0,0
312 Investigadores-1103 - 2022 - SEMS,1103,2022,SEMS,Asociado,A,0,0,0
312 Investigadores-1104 - 2023 - SEMS,1104,2023,SEMS,Asociado,A,0,0,0
312 Investigadores-1105 - 2018 - SEMS,1105,2018,SEMS,Asociado,B,0,0,0
312 Investigadores-1106 - 2019 - SEMS,1106,2019,SEMS,Asociado,B,0,0,0
312 Investigadores-1107 - 2020 - SEMS,1107,2020,SEMS,Asociado,B,0,0,0
312 Investigadores-1108 - 2021 - SEMS,1108,2021,SEMS,Asociado,B,1,0,1
312 Investigadores-1109 - 2022 - SEMS,1109,2022,SEMS,Asociado,B,0,0,0
312 Investigadores-1110 - 2023 - SEMS,1110,2023,SEMS,Asociado,B,1,0,1
312 Investigadores-1111 - 2018 - SEMS,1111,2018,SEMS,Asociado,C,1,0,1
312 Investigadores-1112 - 2019 - SEMS,1112,2019,SEMS,Asociado,C,1,0,1
312 Investigadores-1113 - 2020 - SEMS,1113,2020,SEMS,Asociado,C,0,0,0
312 Investigadores-1114 - 2021 - SEMS,1114,2021,SEMS,Asociado,C,0,0,0
312 Investigadores-1115 - 2022 - SEMS,1115,2022,SEMS,Asociado,C,0,0,0
312 Investigadores-1116 - 2023 - SEMS,1116,2023,SEMS,Asociado,C,0,0,0
312 Investigadores-1117 - 2018 - SEMS,1117,2018,SEMS,Titular,A,0,0,0
312 Investigadores-1118 - 2019 - SEMS,1118,2019,SEMS,Titular,A,1,0,1
312 Investigadores-1119 - 2020 - SEMS,1119,2020,SEMS,Titular,A,1,0,1
312 Investigadores-1120 - 2021 - SEMS,1120,2021,SEMS,Titular,A,0,0,0
312 Investigadores-1121 - 2022 - SEMS,1121,2022,SEMS,Titular,A,1,0,1
312 Investigadores-1122 - 2023 - SEMS,1122,2023,SEMS,Titular,A,1,0,1
312 Investigadores-1123 - 2018 - SEMS,1123,2018,SEMS,Titular,B,0,0,0
312 Investigadores-1124 - 2019 - SEMS,1124,2019,SEMS,Titular,B,0,0,0
312 Investigadores-1125 - 2020 - SEMS,1125,2020,SEMS,Titular,B,0,0,0
312 Investigadores-1126 - 2021 - SEMS,1126,2021,SEMS,Titular,B,0,0,0
312 Investigadores-1127 - 2022 - SEMS,1127,2022,SEMS,Titular,B,0,0,0
312 Investigadores-1128 - 2023 - SEMS,1128,2023,SEMS,Titular,B,0,0,0
312 Investigadores-1129 - 2018 - SEMS,1129,2018,SEMS,Titular,C,0,0,0
312 Investigadores-1130 - 2019 - SEMS,1130,2019,SEMS,Titular,C,0,0,0
312 Investigadores-1131 - 2020 - SEMS,1131,2020,SEMS,Titular,C,0,0,0
312 Investigadores-1132 - 2021 - SEMS,1132,2021,SEMS,Titular,C,0,0,0
312 Investigadores-1133 - 2022 - SEMS,1133,2022,SEMS,Titular,C,0,0,0
312 Investigadores-1134 - 2023 - SEMS,1134,2023,SEMS,Titular,C,0,0,0
312 Investigadores-1135 - 2018 - AG,1135,2018,AG,Asistente,A,0,,0
312 Investigadores-1136 - 2019 - AG,1136,2019,AG,Asistente,A,0,,0
312 Investigadores-1137 - 2020 - AG,1137,2020,AG,Asistente,A,0,,0
312 Investigadores-1138 - 2021 - AG,1138,2021,AG,Asistente,A,0,,0
312 Investigadores-1139 - 2022 - AG,1139,2022,AG,Asistente,A,0,0,0
312 Investigadores-1140 - 2023 - AG,1140,2023,AG,Asistente,A,0,0,0
312 Investigadores-1141 - 2018 - AG,1141,2018,AG,Asistente,B,0,,0
