name,row,anio,entidad_universitaria,pa_categoria,pa_nivel,tiempo_completo,medio_tiempo,total
312 Investigadores-306 - 2023 - CUCBA,306,2023,CUCBA,Asociado,C,15,0,15
312 Investigadores-307 - 2018 - CUCBA,307,2018,CUCBA,Titular,A,28,0,28
312 Investigadores-308 - 2019 - CUCBA,308,2019,CUCBA,Titular,A,26,0,26
312 Investigadores-309 - 2020 - CUCBA,309,2020,CUCBA,Titular,A,24,0,24
312 Investigadores-310 - 2021 - CUCBA,310,2021,CUCBA,Titular,A,40,0,40
312 Investigadores-311 - 2022 - CUCBA,311,2022,CUCBA,Titular,A,42,0,42
312 Investigadores-312 - 2023 - CUCBA,312,2023,CUCBA,Titular,A,43,0,43
312 Investigadores-313 - 2018 - CUCBA,313,2018,CUCBA,Titular,B,34,0,34
312 Investigadores-314 - 2019 - CUCBA,314,2019,CUCBA,Titular,B,33,0,33
312 Investigadores-315 - 2020 - CUCBA,315,2020,CUCBA,Titular,B,32,0,32
312 Investigadores-316 - 2021 - CUCBA,316,2021,CUCBA,Titular,B,43,0,43
312 Investigadores-317 - 2022 - CUCBA,317,2022,CUCBA,Titular,B,38,0,38
312 Investigadores-318 - 2023 - CUCBA,318,2023,CUCBA,Titular,B,36,0,36
312 Investigadores-319 - 2018 - CUCBA,319,2018,CUCBA,Titular,C,106,1,107
312 Investigadores-320 - 2019 - CUCBA,320,2019,CUCBA,Titular,C,103,1,104
312 Investigadores-321 - 2020 - CUCBA,321,2020,CUCBA,Titular,C,99,1,100
312 Investigadores-322 - 2021 - CUCBA,322,2021,CUCBA,Titular,C,113,1,114
312 Investigadores-323 - 2022 - CUCBA,323,2022,CUCBA,Titular,C,102,1,103
312 Investigadores-324 - 2023 - CUCBA,324,2023,CUCBA,Titular,C,97,1,98
312 Investigadores-325 - 2018 - CUALTOS,325,2018,CUALTOS,Asistente,A,0,0,0
312 Investigadores-326 - 2019 - CUALTOS,326,2019,CUALTOS,Asistente,A,0,0,0
312 Investigadores-327 - 2020 - CUALTOS,327,2020,CUALTOS,Asistente,A,0,0,0
312 Investigadores-328 - 2021 - CUALTOS,328,2021,CUALTOS,Asistente,A,0,0,0
312 Investigadores-329 - 2022 - CUALTOS,329,2022,CUALTOS,Asistente,A,0,0,0
312 Investigadores-330 - 2023 - CUALTOS,330,2023,CUALTOS,Asistente,A,0,0,0
312 Investigadores-331 - 2018 - CUALTOS,331,2018,CUALTOS,Asistente,B,0,0,0
312 Investigadores-332 - 2019 - CUALTOS,332,2019,CUALTOS,Asistente,B,0,0,0
312 Investigadores-333 - 2020 - CUALTOS,333,2020,CUALTOS,Asistente,B,0,0,0
312 Investigadores-334 - 2021 - CUALTOS,334,2021,CUALTOS,Asistente,B,1,0,1
312 Investigadores-335 - 2022 - CUALTOS,335,2022,CUALTOS,Asistente,B,1,0,1
312 Investigadores-336 - 2023 - CUALTOS,336,2023,CUALTOS,Asistente,B,2,0,2
312 Investigadores-337 - 2018 - CUALTOS,337,2018,CUALTOS,Asistente,C,0,0,0
312 Investigadores-338 - 2019 - CUALTOS,338,2019,CUALTOS,Asistente,C,0,0,0
312 Investigadores-339 - 2020 - CUALTOS,339,2020,CUALTOS,Asistente,C,0,0,0
312 Investigadores-340 - 2021 - CUALTOS,340,2021,CUALTOS,Asistente,C,2,0,2
312 Investigadores-341 - 2022 - CUALTOS,341,2022,CUALTOS,Asistente,C,1,0,1
312 Investigadores-342 - 2023 - CUALTOS,342,2023,CUALTOS,Asistente,C,1,0,1
312 Investigadores-343 - 2018 - CUALTOS,343,2018,CUALTOS,Asociado,A,0,0,0
312 Investigadores-344 - 2019 - CUALTOS,344,2019,CUALTOS,Asociado,A,1,0,1
312 Investigadores-345 - 2020 - CUALTOS,345,2020,CUALTOS,Asociado,A,3,0,3
312 Investigadores-346 - 2021 - CUALTOS,346,2021,CUALTOS,Asociado,A,6,0,6
312 Investigadores-347 - 2022 - CUALTOS,347,2022,CUALTOS,Asociado,A,6,0,6
312 Investigadores-348 - 2023 - CUALTOS,348,2023,CUALTOS,Asociado,A,8,0,8
312 Investigadores-349 - 2018 - CUALTOS,349,2018,CUALTOS,Asociado,B,3,0,3
312 Investigadores-350 - 2019 - CUALTOS,350,2019,CUALTOS,Asociado,B,3,0,3
312 Investigadores-351 - 2020 - CUALTOS,351,2020,CUALTOS,Asociado,B,2,0,2
312 Investigadores-352 - 2021 - CUALTOS,352,2021,CUALTOS,Asociado,B,15,0,15
312 Investigadores-353 - 2022 - CUALTOS,353,2022,CUALTOS,Asociado,B,12,0,12
312 Investigadores-354 - 2023 - CUALTOS,354,2023,CUALTOS,Asociado,B,15,0,15
312 Investigadores-355 - 2018 - CUALTOS,355,2018,CUALTOS,Asociado,C,2,0,2
312 Investigadores-356 - 2019 - CUALTOS,356,2019,CUALTOS,Asociado,C,3,0,3
312 Investigadores-357 - 2020 - CUALTOS,357,2020,CUALTOS,Asociado,C,3,0,3
312 Investigadores-358 - 2021 - CUALTOS,358,2021,CUALTOS,Asociado,C,9,0,9
312 Investigadores-359 - 2022 - CUALTOS,359,2022,CUALTOS,Asociado,C,9,0,9
312 Investigadores-360 - 2023 - CUALTOS,360,2023,CUALTOS,Asociado,C,10,0,10
312 Investigadores-361 - 2018 - CUALTOS,361,2018,CUALTOS,Titular,A,10,1,11
312 Investigadores-362 - 2019 - CUALTOS,362,2019,CUALTOS,Titular,A,10,1,11
312 Investigadores-363 - 2020 - CUALTOS,363,2020,CUALTOS,Titular,A,10,1,11
312 Investigadores-364 - 2021 - CUALTOS,364,2021,CUALTOS,Titular,A,21,0,21
312 Investigadores-365 - 2022 - CUALTOS,365,2022,CUALTOS,Titular,A,21,0,21
312 Investigadores-366 - 2023 - CUALTOS,366,2023,CUALTOS,Titular,A,22,0,22
312 Investigadores-367 - 2018 - CUALTOS,367,2018,CUALTOS,Titular,B,4,0,4
312 Investigadores-368 - 2019 - CUALTOS,368,2019,CUALTOS,Titular,B,4,0,4
312 Investigadores-369 - 2020 - CUALTOS,369,2020,CUALTOS,Titular,B,4,0,4
312 Investigadores-370 - 2021 - CUALTOS,370,2021,CUALTOS,Titular,B,9,0,9
312 Investigadores-371 - 2022 - CUALTOS,371,2022,CUALTOS,Titular,B,7,0,7
312 Investigadores-372 - 2023 - CUALTOS,372,2023,CUALTOS,Titular,B,7,0,7
312 Investigadores-373 - 2018 - CUALTOS,373,2018,CUALTOS,Titular,C,5,0,5
312 Investigadores-374 - 2019 - CUALTOS,374,2019,CUALTOS,Titular,C,5,0,5
312 Investigadores-375 - 2020 - CUALTOS,375,2020,CUALTOS,Titular,C,5,0,5
312 Investigadores-376 - 2021 - CUALTOS,376,2021,CUALTOS,Titular,C,6,0,6
312 Investigadores-377 - 2022 - CUALTOS,377,2022,CUALTOS,Titular,C,6,0,6
312 Investigadores-378 - 2023 - CUALTOS,378,2023,CUALTOS,Titular,C,6,0,6
312 Investigadores-379 - 2018 - CUCIÉNEGA,379,2018,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-380 - 2019 - CUCIÉNEGA,380,2019,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-381 - 2020 - CUCIÉNEGA,381,2020,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-382 - 2021 - CUCIÉNEGA,382,2021,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-383 - 2022 - CUCIÉNEGA,383,2022,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-384 - 2023 - CUCIÉNEGA,384,2023,CUCIÉNEGA,Asistente,A,0,0,0
312 Investigadores-385 - 2018 - CUCIÉNEGA,385,2018,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-386 - 2019 - CUCIÉNEGA,386,2019,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-387 - 2020 - CUCIÉNEGA,387,2020,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-388 - 2021 - CUCIÉNEGA,388,2021,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-389 - 2022 - CUCIÉNEGA,389,2022,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-390 - 2023 - CUCIÉNEGA,390,2023,CUCIÉNEGA,Asistente,B,0,0,0
312 Investigadores-391 - 2018 - CUCIÉNEGA,391,2018,CUCIÉNEGA,Asistente,C,0,0,0
312 Investigadores-392 - 2019 - CUCIÉNEGA,392,2019,CUCIÉNEGA,Asistente,C,0,0,0
312 Investigadores-393 - 2020 - CUCIÉNEGA,393,2020,CUCIÉNEGA,Asistente,C,0,0,0
312 Investigadores-394 - 2021 - CUCIÉNEGA,394,2021,CUCIÉNEGA,Asistente,C,4,0,4
312 Investigadores-395 - 2022 - CUCIÉNEGA,395,2022,CUCIÉNEGA,Asistente,C,4,0,4
312 Investigadores-396 - 2023 - CUCIÉNEGA,396,2023,CUCIÉNEGA,Asistente,C,4,0,4
312 Investigadores-397 - 2018 - CUCIÉNEGA,397,2018,CUCIÉNEGA,Asociado,A,0,0,0
312 Investigadores-398 - 2019 - CUCIÉNEGA,398,2019,CUCIÉNEGA,Asociado,A,1,0,1
312 Investigadores-399 - 2020 - CUCIÉNEGA,399,2020,CUCIÉNEGA,Asociado,A,1,0,1
312 Investigadores-400 - 2021 - CUCIÉNEGA,400,2021,CUCIÉNEGA,Asociado,A,14,0,14
312 Investigadores-401 - 2022 - CUCIÉNEGA,401,2022,CUCIÉNEGA,Asociado,A,15,0,15
312 Investigadores-402 - 2023 - CUCIÉNEGA,402,2023,CUCIÉNEGA,Asociado,A,15,0,15
312 Investigadores-403 - 2018 - CUCIÉNEGA,403,2018,CUCIÉNEGA,Asociado,B,7,0,7
312 Investigadores-404 - 2019 - CUCIÉNEGA,404,2019,CUCIÉNEGA,Asociado,B,11,0,11
312 Investigadores-405 - 2020 - CUCIÉNEGA,405,2020,CUCIÉNEGA,Asociado,B,13,0,13
312 Investigadores-406 - 2021 - CUCIÉNEGA,406,2021,CUCIÉNEGA,Asociado,B,28,0,28
312 Investigadores-407 - 2022 - CUCIÉNEGA,407,2022,CUCIÉNEGA,Asociado,B,29,0,29
312 Investigadores-408 - 2023 - CUCIÉNEGA,408,2023,CUCIÉNEGA,Asociado,B,31,0,31
312 Investigadores-409 - 2018 - CUCIÉNEGA,409,2018,CUCIÉNEGA,Asociado,C,8,0,8
312 Investigadores-410 - 2019 - CUCIÉNEGA,410,2019,CUCIÉNEGA,Asociado,C,11,0,11
312 Investigadores-411 - 2020 - CUCIÉNEGA,411,2020,CUCIÉNEGA,Asociado,C,12,0,12
312 Investigadores-412 - 2021 - CUCIÉNEGA,412,2021,CUCIÉNEGA,Asociado,C,14,0,14
312 Investigadores-413 - 2022 - CUCIÉNEGA,413,2022,CUCIÉNEGA,Asociado,C,15,0,15
312 Investigadores-414 - 2023 - CUCIÉNEGA,414,2023,CUCIÉNEGA,Asociado,C,15,0,15
312 Investigadores-415 - 2018 - CUCIÉNEGA,415,2018,CUCIÉNEGA,Titular,A,11,0,11
312 Investigadores-416 - 2019 - CUCIÉNEGA,416,2019,CUCIÉNEGA,Titular,A,10,0,10
312 Investigadores-417 - 2020 - CUCIÉNEGA,417,2020,CUCIÉNEGA,Titular,A,10,0,10
312 Investigadores-418 - 2021 - CUCIÉNEGA,418,2021,CUCIÉNEGA,Titular,A,29,0,29
312 Investigadores-419 - 2022 - CUCIÉNEGA,419,2022,CUCIÉNEGA,Titular,A,32,0,32
312 Investigadores-420 - 2023 - CUCIÉNEGA,420,2023,CUCIÉNEGA,Titular,A,30,0,30
312 Investigadores-421 - 2018 - CUCIÉNEGA,421,2018,CUCIÉNEGA,Titular,B,14,0,14
312 Investigadores-422 - 2019 - CUCIÉNEGA,422,2019,CUCIÉNEGA,Titular,B,14,0,14
312 Investigadores-423 - 2020 - CUCIÉNEGA,423,2020,CUCIÉNEGA,Titular,B,14,0,14
312 Investigadores-424 - 2021 - CUCIÉNEGA,424,2021,CUCIÉNEGA,Titular,B,23,0,23
312 Investigadores-425 - 2022 - CUCIÉNEGA,425,2022,CUCIÉNEGA,Titular,B,25,0,25
312 Investigadores-426 - 2023 - CUCIÉNEGA,426,2023,CUCIÉNEGA,Titular,B,25,0,25
312 Investigadores-427 - 2018 - CUCIÉNEGA,427,2018,CUCIÉNEGA,Titular,C,10,0,10
312 Investigadores-428 - 2019 - CUCIÉNEGA,428,2019,CUCIÉNEGA,Titular,C,9,0,9
312 Investigadores-429 - 2020 - CUCIÉNEGA,429,2020,CUCIÉNEGA,Titular,C,10,0,10
312 Investigadores-430 - 2021 - CUCIÉNEGA,430,2021,CUCIÉNEGA,Titular,C,20,0,20
312 Investigadores-431 - 2022 - CUCIÉNEGA,431,2022,CUCIÉNEGA,Titular,C,18,0,18
312 Investigadores-432 - 2023 - CUCIÉNEGA,432,2023,CUCIÉNEGA,Titular,C,17,0,17
312 Investigadores-433 - 2018 - CUSUR,433,2018,CUSUR,Asistente,A,0,0,0
312 Investigadores-434 - 2019 - CUSUR,434,2019,CUSUR,Asistente,A,0,0,0
312 Investigadores-435 - 2020 - CUSUR,435,2020,CUSUR,Asistente,A,0,0,0
312 Investigadores-436 - 2021 - CUSUR,436,2021,CUSUR,Asistente,A,0,0,0
312 Investigadores-437 - 2022 - CUSUR,437,2022,CUSUR,Asistente,A,0,0,0
312 Investigadores-438 - 2023 - CUSUR,438,2023,CUSUR,Asistente,A,0,0,0
312 Investigadores-439 - 2018 - CUSUR,439,2018,CUSUR,Asistente,B,0,0,0
312 Investigadores-440 - 2019 - CUSUR,440,2019,CUSUR,Asistente,B,0,0,0
312 Investigadores-441 - 2020 - CUSUR,441,2020,CUSUR,Asistente,B,0,0,0
312 Investigadores-442 - 2021 - CUSUR,442,2021,CUSUR,Asistente,B,0,0,0
312 Investigadores-443 - 2022 - CUSUR,443,2022,CUSUR,Asistente,B,0,0,0
312 Investigadores-444 - 2023 - CUSUR,444,2023,CUSUR,Asistente,B,0,0,0
312 Investigadores-445 - 2018 - CUSUR,445,2018,CUSUR,Asistente,C,0,0,0
312 Investigadores-446 - 2019 - CUSUR,446,2019,CUSUR,Asistente,C,0,0,0
312 Investigadores-447 - 2020 - CUSUR,447,2020,CUSUR,Asistente,C,0,0,0
312 Investigadores-448 - 2021 - CUSUR,448,2021,CUSUR,Asistente,C,0,0,0
312 Investigadores-449 - 2022 - CUSUR,449,2022,CUSUR,Asistente,C,0,0,0
312 Investigadores-450 - 2023 - CUSUR,450,2023,CUSUR,Asistente,C,0,0,0
312 Investigadores-451 - 2018 - CUSUR,451,2018,CUSUR,Asociado,A,1,0,1
312 Investigadores-452 - 2019 - CUSUR,452,2019,CUSUR,Asociado,A,1,0,1
312 Investigadores-453 - 2020 - CUSUR,453,2020,CUSUR,Asociado,A,1,0,1
312 Investigadores-454 - 2021 - CUSUR,454,2021,CUSUR,Asociado,A,4,0,4
312 Investigadores-455 - 2022 - CUSUR,455,2022,CUSUR,Asociado,A,4,0,4
312 Investigadores-456 - 2023 - CUSUR,456,2023,CUSUR,Asociado,A,7,0,7
312 Investigadores-457 - 2018 - CUSUR,457,2018,CUSUR,Asociado,B,4,0,4
312 Investigadores-458 - 2019 - CUSUR,458,2019,CUSUR,Asociado,B,3,1,4
312 Investigadores-459 - 2020 - CUSUR,459,2020,CUSUR,Asociado,B,2,1,3
312 Investigadores-460 - 2021 - CUSUR,460,2021,CUSUR,Asociado,B,15,1,16
312 Investigadores-461 - 2022 - CUSUR,461,2022,CUSUR,Asociado,B,15,1,16
312 Investigadores-462 - 2023 - CUSUR,462,2023,CUSUR,Asociado,B,17,1,18
312 Investigadores-463 - 2018 - CUSUR,463,2018,CUSUR,Asociado,C,4,0,4
312 Investigadores-464 - 2019 - CUSUR,464,2019,CUSUR,Asociado,C,4,0,4
312 Investigadores-465 - 2020 - CUSUR,465,2020,CUSUR,Asociado,C,4,0,4
312 Investigadores-466 - 2021 - CUSUR,466,2021,CUSUR,Asociado,C,14,0,14
312 Investigadores-467 - 2022 - CUSUR,467,2022,CUSUR,Asociado,C,13,0,13
312 Investigadores-468 - 2023 - CUSUR,468,2023,CUSUR,Asociado,C,12,0,12
312 Investigadores-469 - 2018 - CUSUR,469,2018,CUSUR,Titular,A,15,0,15
312 Investigadores-470 - 2019 - CUSUR,470,2019,CUSUR,Titular,A,15,0,15
312 Investigadores-471 - 2020 - CUSUR,471,2020,CUSUR,Titular,A,20,0,20
312 Investigadores-472 - 2021 - CUSUR,472,2021,CUSUR,Titular,A,33,0,33
312 Investigadores-473 - 2022 - CUSUR,473,2022,CUSUR,Titular,A,32,0,32
312 Investigadores-474 - 2023 - CUSUR,474,2023,CUSUR,Titular,A,33,0,33
312 Investigadores-475 - 2018 - CUSUR,475,2018,CUSUR,Titular,B,7,0,7
312 Investigadores-476 - 2019 - CUSUR,476,2019,CUSUR,Titular,B,7,0,7
312 Investigadores-477 - 2020 - CUSUR,477,2020,CUSUR,Titular,B,7,0,7
312 Investigadores-478 - 2021 - CUSUR,478,2021,CUSUR,Titular,B,12,0,12
312 Investigadores-479 - 2022 - CUSUR,479,2022,CUSUR,Titular,B,13,0,13
312 Investigadores-480 - 2023 - CUSUR,480,2023,CUSUR,Titular,B,12,0,12
312 Investigadores-481 - 2018 - CUSUR,481,2018,CUSUR,Titular,C,7,0,7
312 Investigadores-482 - 2019 - CUSUR,482,2019,CUSUR,Titular,C,6,0,6
312 Investigadores-483 - 2020 - CUSUR,483,2020,CUSUR,Titular,C,6,0,6
312 Investigadores-484 - 2021 - CUSUR,484,2021,CUSUR,Titular,C,15,0,15
312 Investigadores-485 - 2022 - CUSUR,485,2022,CUSUR,Titular,C,14,0,14
312 Investigadores-486 - 2023 - CUSUR,486,2023,CUSUR,Titular,C,13,0,13
312 Investigadores-487 - 2018 - CUCOSTA,487,2018,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-488 - 2019 - CUCOSTA,488,2019,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-489 - 2020 - CUCOSTA,489,2020,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-490 - 2021 - CUCOSTA,490,2021,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-491 - 2022 - CUCOSTA,491,2022,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-492 - 2023 - CUCOSTA,492,2023,CUCOSTA,Asistente,A,0,0,0
312 Investigadores-493 - 2018 - CUCOSTA,493,2018,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-494 - 2019 - CUCOSTA,494,2019,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-495 - 2020 - CUCOSTA,495,2020,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-496 - 2021 - CUCOSTA,496,2021,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-497 - 2022 - CUCOSTA,497,2022,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-498 - 2023 - CUCOSTA,498,2023,CUCOSTA,Asistente,B,0,0,0
312 Investigadores-499 - 2018 - CUCOSTA,499,2018,CUCOSTA,Asistente,C,0,0,0
312 Investigadores-500 - 2019 - CUCOSTA,500,2019,CUCOSTA,Asistente,C,0,0,0
312 Investigadores-501 - 2020 - CUCOSTA,501,2020,CUCOSTA,Asistente,C,0,0,0
312 Investigadores-502 - 2021 - CUCOSTA,502,2021,CUCOSTA,Asistente,C,4,0,4
312 Investigadores-503 - 2022 - CUCOSTA,503,2022,CUCOSTA,Asistente,C,3,0,3
312 Investigadores-504 - 2023 - CUCOSTA,504,2023,CUCOSTA,Asistente,C,2,0,2
312 Investigadores-505 - 2018 - CUCOSTA,505,2018,CUCOSTA,Asociado,A,0,0,0
312 Investigadores-506 - 2019 - CUCOSTA,506,2019,CUCOSTA,Asociado,A,1,0,1
312 Investigadores-507 - 2020 - CUCOSTA,507,2020,CUCOSTA,Asociado,A,1,0,1
312 Investigadores-508 - 2021 - CUCOSTA,508,2021,CUCOSTA,Asociado,A,6,0,6
312 Investigadores-509 - 2022 - CUCOSTA,509,2022,CUCOSTA,Asociado,A,8,0,8
312 Investigadores-510 - 2023 - CUCOSTA,510,2023,CUCOSTA,Asociado,A,11,0,11
312 Investigadores-511 - 2018 - CUCOSTA,511,2018,CUCOSTA,Asociado,B,4,0,4
312 Investigadores-512 - 2019 - CUCOSTA,512,2019,CUCOSTA,Asociado,B,4,0,4
312 Investigadores-513 - 2020 - CUCOSTA,513,2020,CUCOSTA,Asociado,B,5,0,5
312 Investigadores-514 - 2021 - CUCOSTA,514,2021,CUCOSTA,Asociado,B,12,0,12
312 Investigadores-515 - 2022 - CUCOSTA,515,2022,CUCOSTA,Asociado,B,12,0,12
312 Investigadores-516 - 2023 - CUCOSTA,516,2023,CUCOSTA,Asociado,B,12,0,12
312 Investigadores-517 - 2018 - CUCOSTA,517,2018,CUCOSTA,Asociado,C,9,0,9
312 Investigadores-518 - 2019 - CUCOSTA,518,2019,CUCOSTA,Asociado,C,9,0,9
312 Investigadores-519 - 2020 - CUCOSTA,519,2020,CUCOSTA,Asociado,C,10,0,10
312 Investigadores-520 - 2021 - CUCOSTA,520,2021,CUCOSTA,Asociado,C,16,0,16
312 Investigadores-521 - 2022 - CUCOSTA,521,2022,CUCOSTA,Asociado,C,16,0,16
312 Investigadores-522 - 2023 - CUCOSTA,522,2023,CUCOSTA,Asociado,C,16,0,16
312 Investigadores-523 - 2018 - CUCOSTA,523,2018,CUCOSTA,Titular,A,10,0,10
312 Investigadores-524 - 2019 - CUCOSTA,524,2019,CUCOSTA,Titular,A,12,0,12
312 Investigadores-525 - 2020 - CUCOSTA,525,2020,CUCOSTA,Titular,A,11,0,11
312 Investigadores-526 - 2021 - CUCOSTA,526,2021,CUCOSTA,Titular,A,30,0,30
312 Investigadores-527 - 2022 - CUCOSTA,527,2022,CUCOSTA,Titular,A,30,0,30
312 Investigadores-528 - 2023 - CUCOSTA,528,2023,CUCOSTA,Titular,A,30,0,30
312 Investigadores-529 - 2018 - CUCOSTA,529,2018,CUCOSTA,Titular,B,9,0,9
312 Investigadores-530 - 2019 - CUCOSTA,530,2019,CUCOSTA,Titular,B,11,0,11
312 Investigadores-531 - 2020 - CUCOSTA,531,2020,CUCOSTA,Titular,B,12,0,12
312 Investigadores-532 - 2021 - CUCOSTA,532,2021,CUCOSTA,Titular,B,15,0,15
312 Investigadores-533 - 2022 - CUCOSTA,533,2022,CUCOSTA,Titular,B,15,0,15
312 Investigadores-534 - 2023 - CUCOSTA,534,2023,CUCOSTA,Titular,B,15,0,15
312 Investigadores-535 - 2018 - CUCOSTA,535,2018,CUCOSTA,Titular,C,23,0,23
312 Investigadores-536 - 2019 - CUCOSTA,536,2019,CUCOSTA,Titular,C,24,0,24
312 Investigadores-537 - 2020 - CUCOSTA,537,2020,CUCOSTA,Titular,C,24,0,24
312 Investigadores-538 - 2021 - CUCOSTA,538,2021,CUCOSTA,Titular,C,26,0,26
312 Investigadores-539 - 2022 - CUCOSTA,539,2022,CUCOSTA,Titular,C,25,0,25
312 Investigadores-540 - 2023 - CUCOSTA,540,2023,CUCOSTA,Titular,C,24,0,24
312 Investigadores-541 - 2018 - CUCOSTASUR,541,2018,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-542 - 2019 - CUCOSTASUR,542,2019,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-543 - 2020 - CUCOSTASUR,543,2020,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-544 - 2021 - CUCOSTASUR,544,2021,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-545 - 2022 - CUCOSTASUR,545,2022,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-546 - 2023 - CUCOSTASUR,546,2023,CUCOSTASUR,Asistente,A,0,0,0
312 Investigadores-547 - 2018 - CUCOSTASUR,547,2018,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-548 - 2019 - CUCOSTASUR,548,2019,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-549 - 2020 - CUCOSTASUR,549,2020,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-550 - 2021 - CUCOSTASUR,550,2021,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-551 - 2022 - CUCOSTASUR,551,2022,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-552 - 2023 - CUCOSTASUR,552,2023,CUCOSTASUR,Asistente,B,0,0,0
312 Investigadores-553 - 2018 - CUCOSTASUR,553,2018,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-554 - 2019 - CUCOSTASUR,554,2019,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-555 - 2020 - CUCOSTASUR,555,2020,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-556 - 2021 - CUCOSTASUR,556,2021,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-557 - 2022 - CUCOSTASUR,557,2022,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-558 - 2023 - CUCOSTASUR,558,2023,CUCOSTASUR,Asistente,C,1,0,1
312 Investigadores-559 - 2018 - CUCOSTASUR,559,2018,CUCOSTASUR,Asociado,A,4,0,4
312 Investigadores-560 - 2019 - CUCOSTASUR,560,2019,CUCOSTASUR,Asociado,A,4,0,4
312 Investigadores-561 - 2020 - CUCOSTASUR,561,2020,CUCOSTASUR,Asociado,A,4,0,4
312 Investigadores-562 - 2021 - CUCOSTASUR,562,2021,CUCOSTASUR,Asociado,A,15,0,15
312 Investigadores-563 - 2022 - CUCOSTASUR,563,2022,CUCOSTASUR,Asociado,A,17,0,17
312 Investigadores-564 - 2023 - CUCOSTASUR,564,2023,CUCOSTASUR,Asociado,A,15,0,15
312 Investigadores-565 - 2018 - CUCOSTASUR,565,2018,CUCOSTASUR,Asociado,B,6,0,6
312 Investigadores-566 - 2019 - CUCOSTASUR,566,2019,CUCOSTASUR,Asociado,B,7,0,7
312 Investigadores-567 - 2020 - CUCOSTASUR,567,2020,CUCOSTASUR,Asociado,B,5,0,5
312 Investigadores-568 - 2021 - CUCOSTASUR,568,2021,CUCOSTASUR,Asociado,B,13,0,13
312 Investigadores-569 - 2022 - CUCOSTASUR,569,2022,CUCOSTASUR,Asociado,B,15,0,15
312 Investigadores-570 - 2023 - CUCOSTASUR,570,2023,CUCOSTASUR,Asociado,B,15,0,15
312 Investigadores-571 - 2018 - CUCOSTASUR,571,2018,CUCOSTASUR,Asociado,C,6,0,6
312 Investigadores-572 - 2019 - CUCOSTASUR,572,2019,CUCOSTASUR,Asociado,C,8,0,8
312 Investigadores-573 - 2020 - CUCOSTASUR,573,2020,CUCOSTASUR,Asociado,C,8,0,8
312 Investigadores-574 - 2021 - CUCOSTASUR,574,2021,CUCOSTASUR,Asociado,C,12,0,12
312 Investigadores-575 - 2022 - CUCOSTASUR,575,2022,CUCOSTASUR,Asociado,C,10,0,10
312 Investigadores-576 - 2023 - CUCOSTASUR,576,2023,CUCOSTASUR,Asociado,C,9,0,9
312 Investigadores-577 - 2018 - CUCOSTASUR,577,2018,CUCOSTASUR,Titular,A,15,0,15
312 Investigadores-578 - 2019 - CUCOSTASUR,578,2019,CUCOSTASUR,Titular,A,22,0,22
312 Investigadores-579 - 2020 - CUCOSTASUR,579,2020,CUCOSTASUR,Titular,A,22,0,22
312 Investigadores-580 - 2021 - CUCOSTASUR,580,2021,CUCOSTASUR,Titular,A,45,0,45
312 Investigadores-581 - 2022 - CUCOSTASUR,581,2022,CUCOSTASUR,Titular,A,46,0,46
312 Investigadores-582 - 2023 - CUCOSTASUR,582,2023,CUCOSTASUR,Titular,A,46,0,46
312 Investigadores-583 - 2018 - CUCOSTASUR,583,2018,CUCOSTASUR,Titular,B,6,0,6
312 Investigadores-584 - 2019 - CUCOSTASUR,584,2019,CUCOSTASUR,Titular,B,6,0,6
