name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
952 14USU0220M 7081100068 Escolarizada,952,2024-2025,14USU0220M,7081100068,Escolarizada,4,3,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
953 14USU0220M 8095200001 Escolarizada,953,2024-2025,14USU0220M,8095200001,Escolarizada,18,10,,28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
954 14USU0221L 7012604064 Escolarizada,954,2024-2025,14USU0221L,7012604064,Escolarizada,11,5,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
955 14USU0221L 7022500032 Escolarizada,955,2024-2025,14USU0221L,7022500032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
956 14USU0221L 7071000035 Escolarizada,956,2024-2025,14USU0221L,7071000035,Escolarizada,3,1,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
957 14USU0221L 8071000002 Escolarizada,957,2024-2025,14USU0221L,8071000002,Escolarizada,18,8,,26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
958 14USU0230T 6051100001 Escolarizada,958,2024-2025,14USU0230T,6051100001,Escolarizada,2,3,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
959 14USU0230T 6091301004 Escolarizada,959,2024-2025,14USU0230T,6091301004,Escolarizada,71,119,,190,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,1,0,,1
960 14USU0230T 6091301005 Escolarizada,960,2024-2025,14USU0230T,6091301005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
961 14USU0230T 6091301008 Escolarizada,961,2024-2025,14USU0230T,6091301008,Escolarizada,9,4,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
962 14USU0230T 6091302001 Escolarizada,962,2024-2025,14USU0230T,6091302001,Escolarizada,7,11,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
963 14USU0230T 6091304001 Escolarizada,963,2024-2025,14USU0230T,6091304001,Escolarizada,30,9,,39,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,1,0,,1
964 14USU0230T 6091304018 Escolarizada,964,2024-2025,14USU0230T,6091304018,Escolarizada,3,0,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
965 14USU0230T 6091305002 Escolarizada,965,2024-2025,14USU0230T,6091305002,Escolarizada,134,76,,210,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1
966 14USU0230T 6091306001 Escolarizada,966,2024-2025,14USU0230T,6091306001,Escolarizada,4,3,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
967 14USU0230T 6091307001 Escolarizada,967,2024-2025,14USU0230T,6091307001,Escolarizada,19,4,,23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
968 14USU0230T 6091308001 Escolarizada,968,2024-2025,14USU0230T,6091308001,Escolarizada,2,4,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
969 14USU0230T 6091309002 Escolarizada,969,2024-2025,14USU0230T,6091309002,Escolarizada,48,8,,56,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
970 14USU0230T 6091310001 Escolarizada,970,2024-2025,14USU0230T,6091310001,Escolarizada,14,32,,46,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
971 14USU0230T 6091310002 Escolarizada,971,2024-2025,14USU0230T,6091310002,Escolarizada,2,4,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
972 14USU0230T 6091311001 Escolarizada,972,2024-2025,14USU0230T,6091311001,Escolarizada,6,7,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
973 14USU0230T 6091312001 Escolarizada,973,2024-2025,14USU0230T,6091312001,Escolarizada,9,5,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
974 14USU0230T 6091313001 Escolarizada,974,2024-2025,14USU0230T,6091313001,Escolarizada,3,1,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
975 14USU0230T 6091313004 Escolarizada,975,2024-2025,14USU0230T,6091313004,Escolarizada,16,6,,22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
976 14USU0230T 6091313008 Escolarizada,976,2024-2025,14USU0230T,6091313008,Escolarizada,0,3,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
977 14USU0230T 6091314001 Escolarizada,977,2024-2025,14USU0230T,6091314001,Escolarizada,4,12,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
978 14USU0230T 6091315001 Escolarizada,978,2024-2025,14USU0230T,6091315001,Escolarizada,36,94,,130,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,2,4,,6,0,1,,1
979 14USU0230T 6091316002 Escolarizada,979,2024-2025,14USU0230T,6091316002,Escolarizada,45,141,,186,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
980 14USU0230T 6091316004 Escolarizada,980,2024-2025,14USU0230T,6091316004,Escolarizada,4,8,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
981 14USU0230T 6091316007 Escolarizada,981,2024-2025,14USU0230T,6091316007,Escolarizada,4,5,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
982 14USU0230T 6091317001 Escolarizada,982,2024-2025,14USU0230T,6091317001,Escolarizada,6,12,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
983 14USU0230T 6091317003 Escolarizada,983,2024-2025,14USU0230T,6091317003,Escolarizada,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
984 14USU0230T 6091317009 Escolarizada,984,2024-2025,14USU0230T,6091317009,Escolarizada,1,5,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
985 14USU0230T 6091318001 Escolarizada,985,2024-2025,14USU0230T,6091318001,Escolarizada,3,4,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
986 14USU0230T 6091318002 Escolarizada,986,2024-2025,14USU0230T,6091318002,Escolarizada,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
987 14USU0230T 6091319001 Escolarizada,987,2024-2025,14USU0230T,6091319001,Escolarizada,3,6,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
988 14USU0230T 6091319004 Escolarizada,988,2024-2025,14USU0230T,6091319004,Escolarizada,4,7,,11,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
989 14USU0230T 6091321003 Escolarizada,989,2024-2025,14USU0230T,6091321003,Escolarizada,11,1,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
990 14USU0230T 6091322003 Escolarizada,990,2024-2025,14USU0230T,6091322003,Escolarizada,29,39,,68,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
991 14USU0230T 6091323001 Escolarizada,991,2024-2025,14USU0230T,6091323001,Escolarizada,38,51,,89,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
992 14USU0230T 6091323002 Escolarizada,992,2024-2025,14USU0230T,6091323002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
993 14USU0230T 6091323004 Escolarizada,993,2024-2025,14USU0230T,6091323004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
994 14USU0230T 6091325002 Escolarizada,994,2024-2025,14USU0230T,6091325002,Escolarizada,7,9,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
995 14USU0230T 6091326001 Escolarizada,995,2024-2025,14USU0230T,6091326001,Escolarizada,124,194,,318,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,0,,3,0,1,,1,0,0,,0,3,2,,5,1,0,,1
996 14USU0230T 6091327002 Escolarizada,996,2024-2025,14USU0230T,6091327002,Escolarizada,159,137,,296,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
997 14USU0230T 6091329001 Escolarizada,997,2024-2025,14USU0230T,6091329001,Escolarizada,14,15,,29,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1
998 14USU0230T 6091331003 Escolarizada,998,2024-2025,14USU0230T,6091331003,Escolarizada,28,22,,50,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,2,0,,2
999 14USU0230T 6091331004 Escolarizada,999,2024-2025,14USU0230T,6091331004,Escolarizada,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1000 14USU0230T 6091332001 Escolarizada,1000,2024-2025,14USU0230T,6091332001,Escolarizada,30,26,,56,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1001 14USU0230T 6091334001 Escolarizada,1001,2024-2025,14USU0230T,6091334001,Escolarizada,2,4,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1002 14USU0230T 6091335001 Escolarizada,1002,2024-2025,14USU0230T,6091335001,Escolarizada,23,21,,44,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1003 14USU0230T 6091335003 Escolarizada,1003,2024-2025,14USU0230T,6091335003,Escolarizada,1,3,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1004 14USU0230T 6091336001 Escolarizada,1004,2024-2025,14USU0230T,6091336001,Escolarizada,7,0,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1005 14USU0230T 6091336005 Escolarizada,1005,2024-2025,14USU0230T,6091336005,Escolarizada,6,8,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1006 14USU0230T 6091336007 Escolarizada,1006,2024-2025,14USU0230T,6091336007,Escolarizada,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1007 14USU0230T 6091336009 Escolarizada,1007,2024-2025,14USU0230T,6091336009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1008 14USU0230T 6091336013 Escolarizada,1008,2024-2025,14USU0230T,6091336013,Escolarizada,6,6,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
1009 14USU0230T 6091337005 Escolarizada,1009,2024-2025,14USU0230T,6091337005,Escolarizada,58,17,,75,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1010 14USU0230T 6091338002 Escolarizada,1010,2024-2025,14USU0230T,6091338002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1011 14USU0230T 6091338003 Escolarizada,1011,2024-2025,14USU0230T,6091338003,Escolarizada,13,43,,56,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1012 14USU0230T 6091339001 Escolarizada,1012,2024-2025,14USU0230T,6091339001,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1013 14USU0230T 6091340001 Escolarizada,1013,2024-2025,14USU0230T,6091340001,Escolarizada,28,114,,142,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,1,,1
1014 14USU0230T 6091340004 Escolarizada,1014,2024-2025,14USU0230T,6091340004,Escolarizada,6,10,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
1015 14USU0230T 6091341001 Escolarizada,1015,2024-2025,14USU0230T,6091341001,Escolarizada,16,23,,39,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1016 14USU0230T 6091342012 Escolarizada,1016,2024-2025,14USU0230T,6091342012,Escolarizada,65,31,,96,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1017 14USU0230T 6091343001 Escolarizada,1017,2024-2025,14USU0230T,6091343001,Escolarizada,4,14,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1018 14USU0230T 6091344001 Escolarizada,1018,2024-2025,14USU0230T,6091344001,Escolarizada,21,3,,24,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1019 14USU0230T 6091344002 Escolarizada,1019,2024-2025,14USU0230T,6091344002,Escolarizada,3,4,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1020 14USU0230T 6091345005 Escolarizada,1020,2024-2025,14USU0230T,6091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1021 14USU0230T 6091345008 Escolarizada,1021,2024-2025,14USU0230T,6091345008,Escolarizada,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1022 14USU0230T 6091345011 Escolarizada,1022,2024-2025,14USU0230T,6091345011,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1023 14USU0230T 6092202002 Escolarizada,1023,2024-2025,14USU0230T,6092202002,Escolarizada,9,16,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1024 14USU0230T 6092203006 Escolarizada,1024,2024-2025,14USU0230T,6092203006,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1025 14USU0230T 6092204007 Escolarizada,1025,2024-2025,14USU0230T,6092204007,Escolarizada,3,17,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
1026 14USU0230T 6092206002 Escolarizada,1026,2024-2025,14USU0230T,6092206002,Escolarizada,6,9,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1027 14USU0230T 6092206010 Escolarizada,1027,2024-2025,14USU0230T,6092206010,Escolarizada,1,16,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1028 14USU0230T 6092207003 Escolarizada,1028,2024-2025,14USU0230T,6092207003,Escolarizada,8,17,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1029 14USU0230T 6092208015 Escolarizada,1029,2024-2025,14USU0230T,6092208015,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1030 14USU0230T 6093201002 Escolarizada,1030,2024-2025,14USU0230T,6093201002,Escolarizada,4,3,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1031 14USU0230T 6093201005 Escolarizada,1031,2024-2025,14USU0230T,6093201005,Escolarizada,1,4,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1032 14USU0230T 6093202001 Escolarizada,1032,2024-2025,14USU0230T,6093202001,Escolarizada,6,6,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1033 14USU0230T 6093203005 Escolarizada,1033,2024-2025,14USU0230T,6093203005,Escolarizada,2,10,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1034 14USU0230T 6093204001 Escolarizada,1034,2024-2025,14USU0230T,6093204001,Escolarizada,1,16,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1035 14USU0230T 6093205004 Escolarizada,1035,2024-2025,14USU0230T,6093205004,Escolarizada,2,5,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1036 14USU0230T 6093206003 Escolarizada,1036,2024-2025,14USU0230T,6093206003,Escolarizada,6,8,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1037 14USU0230T 6095600002 Escolarizada,1037,2024-2025,14USU0230T,6095600002,Escolarizada,26,25,,51,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1038 14USU0230T 7011000094 Escolarizada,1038,2024-2025,14USU0230T,7011000094,Escolarizada,0,2,,2,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
1039 14USU0230T 7012601008 Escolarizada,1039,2024-2025,14USU0230T,7012601008,Escolarizada,7,5,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1040 14USU0230T 7012601010 Escolarizada,1040,2024-2025,14USU0230T,7012601010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1041 14USU0230T 7031100001 Escolarizada,1041,2024-2025,14USU0230T,7031100001,Escolarizada,6,13,,19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,0,,1,0,0,,0
1042 14USU0230T 7031100028 Escolarizada,1042,2024-2025,14USU0230T,7031100028,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1043 14USU0230T 7031100030 Escolarizada,1043,2024-2025,14USU0230T,7031100030,Escolarizada,7,15,,22,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1044 14USU0230T 7031100043 Escolarizada,1044,2024-2025,14USU0230T,7031100043,Escolarizada,5,15,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
1045 14USU0230T 7031100103 Escolarizada,1045,2024-2025,14USU0230T,7031100103,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1046 14USU0230T 7031100188 Escolarizada,1046,2024-2025,14USU0230T,7031100188,Escolarizada,2,20,,22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1047 14USU0230T 7031500022 Escolarizada,1047,2024-2025,14USU0230T,7031500022,Escolarizada,4,6,,10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1048 14USU0230T 7031500078 Escolarizada,1048,2024-2025,14USU0230T,7031500078,Escolarizada,5,13,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
1049 14USU0230T 7033200077 Escolarizada,1049,2024-2025,14USU0230T,7033200077,Escolarizada,5,6,,11,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1050 14USU0230T 7042500034 Escolarizada,1050,2024-2025,14USU0230T,7042500034,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1051 14USU0230T 7051200018 Escolarizada,1051,2024-2025,14USU0230T,7051200018,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1052 14USU0230T 7051200022 Escolarizada,1052,2024-2025,14USU0230T,7051200022,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1053 14USU0230T 7091316004 Escolarizada,1053,2024-2025,14USU0230T,7091316004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1054 14USU0230T 7091325001 Escolarizada,1054,2024-2025,14USU0230T,7091325001,Escolarizada,10,15,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
1055 14USU0230T 7091345002 Escolarizada,1055,2024-2025,14USU0230T,7091345002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1056 14USU0230T 7091345005 Escolarizada,1056,2024-2025,14USU0230T,7091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1057 14USU0230T 7092208001 Escolarizada,1057,2024-2025,14USU0230T,7092208001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
