name,row,ciclo,cve_programa,total
211 PE únicos con matrícula -1 - 2018-2019 - 2021300033,1,2018-2019,2021300033,1
211 PE únicos con matrícula -2 - 2018-2019 - 2051200001,2,2018-2019,2051200001,1
211 PE únicos con matrícula -3 - 2018-2019 - 2062100003,3,2018-2019,2062100003,1
211 PE únicos con matrícula -4 - 2018-2019 - 2062200007,4,2018-2019,2062200007,1
211 PE únicos con matrícula -5 - 2018-2019 - 2062200013,5,2018-2019,2062200013,1
211 PE únicos con matrícula -6 - 2018-2019 - 2071100002,6,2018-2019,2071100002,1
211 PE únicos con matrícula -7 - 2018-2019 - 2071200002,7,2018-2019,2071200002,1
211 PE únicos con matrícula -8 - 2018-2019 - 2071200011,8,2018-2019,2071200011,1
211 PE únicos con matrícula -9 - 2018-2019 - 2071400001,9,2018-2019,2071400001,1
211 PE únicos con matrícula -10 - 2018-2019 - 2071400003,10,2018-2019,2071400003,1
211 PE únicos con matrícula -11 - 2018-2019 - 2072000001,11,2018-2019,2072000001,1
211 PE únicos con matrícula -12 - 2018-2019 - 2072100002,12,2018-2019,2072100002,1
211 PE únicos con matrícula -13 - 2018-2019 - 2072300001,13,2018-2019,2072300001,1
211 PE únicos con matrícula -14 - 2018-2019 - 2072400003,14,2018-2019,2072400003,1
211 PE únicos con matrícula -15 - 2018-2019 - 2092100004,15,2018-2019,2092100004,1
211 PE únicos con matrícula -16 - 2018-2019 - 3021600008,16,2018-2019,3021600008,1
211 PE únicos con matrícula -17 - 2018-2019 - 3021700001,17,2018-2019,3021700001,1
211 PE únicos con matrícula -18 - 2018-2019 - 3041100005,18,2018-2019,3041100005,1
211 PE únicos con matrícula -19 - 2018-2019 - 3042000001,19,2018-2019,3042000001,1
211 PE únicos con matrícula -20 - 2018-2019 - 3042100001,20,2018-2019,3042100001,1
211 PE únicos con matrícula -21 - 2018-2019 - 3042100026,21,2018-2019,3042100026,1
211 PE únicos con matrícula -22 - 2018-2019 - 3061300004,22,2018-2019,3061300004,1
211 PE únicos con matrícula -23 - 2018-2019 - 3071700002,23,2018-2019,3071700002,1
211 PE únicos con matrícula -24 - 2018-2019 - 3073200001,24,2018-2019,3073200001,1
211 PE únicos con matrícula -25 - 2018-2019 - 3081100003,25,2018-2019,3081100003,1
211 PE únicos con matrícula -26 - 2018-2019 - 3081100019,26,2018-2019,3081100019,1
211 PE únicos con matrícula -27 - 2018-2019 - 3093100005,27,2018-2019,3093100005,1
211 PE únicos con matrícula -28 - 2018-2019 - 3095300007,28,2018-2019,3095300007,1
211 PE únicos con matrícula -29 - 2018-2019 - 3101600003,29,2018-2019,3101600003,1
211 PE únicos con matrícula -30 - 2018-2019 - 4071500002,30,2018-2019,4071500002,1
211 PE únicos con matrícula -31 - 2018-2019 - 4093100005,31,2018-2019,4093100005,1
211 PE únicos con matrícula -32 - 2018-2019 - 4094100005,32,2018-2019,4094100005,1
211 PE únicos con matrícula -33 - 2018-2019 - 4094100010,33,2018-2019,4094100010,1
211 PE únicos con matrícula -34 - 2018-2019 - 4095300010,34,2018-2019,4095300010,1
211 PE únicos con matrícula -35 - 2018-2019 - 4103100001,35,2018-2019,4103100001,1
211 PE únicos con matrícula -36 - 2018-2019 - 5011200004,36,2018-2019,5011200004,1
