name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2024-2025 - CUCEA - 4062100004,1,2024-2025,CUCEA,4062100004,1
212 PE con matrícula por entidad -2 - 2024-2025 - CUCEA - 4062200010,2,2024-2025,CUCEA,4062200010,1
212 PE con matrícula por entidad -3 - 2024-2025 - CUCEA - 5031400003,3,2024-2025,CUCEA,5031400003,1
212 PE con matrícula por entidad -4 - 2024-2025 - CUCEA - 5032100065,4,2024-2025,CUCEA,5032100065,1
212 PE con matrícula por entidad -5 - 2024-2025 - CUCEA - 5041100009,5,2024-2025,CUCEA,5041100009,1
212 PE con matrícula por entidad -6 - 2024-2025 - CUCEA - 5041100056,6,2024-2025,CUCEA,5041100056,1
212 PE con matrícula por entidad -7 - 2024-2025 - CUCEA - 5041100127,7,2024-2025,CUCEA,5041100127,1
212 PE con matrícula por entidad -8 - 2024-2025 - CUCEA - 5041200028,8,2024-2025,CUCEA,5041200028,1
212 PE con matrícula por entidad -9 - 2024-2025 - CUCEA - 5041200075,9,2024-2025,CUCEA,5041200075,1
212 PE con matrícula por entidad -10 - 2024-2025 - CUCEA - 5041300007,10,2024-2025,CUCEA,5041300007,1
212 PE con matrícula por entidad -11 - 2024-2025 - CUCEA - 5041400032,11,2024-2025,CUCEA,5041400032,1
212 PE con matrícula por entidad -12 - 2024-2025 - CUCEA - 5042000002,12,2024-2025,CUCEA,5042000002,1
212 PE con matrícula por entidad -13 - 2024-2025 - CUCEA - 5042100117,13,2024-2025,CUCEA,5042100117,1
212 PE con matrícula por entidad -14 - 2024-2025 - CUCEA - 5042300027,14,2024-2025,CUCEA,5042300027,1
212 PE con matrícula por entidad -15 - 2024-2025 - CUCEA - 5051300020,15,2024-2025,CUCEA,5051300020,1
212 PE con matrícula por entidad -16 - 2024-2025 - CUCEA - 5062200082,16,2024-2025,CUCEA,5062200082,1
212 PE con matrícula por entidad -17 - 2024-2025 - CUCEA - 5101600013,17,2024-2025,CUCEA,5101600013,1
212 PE con matrícula por entidad -18 - 2024-2025 - CUCEA - 7011000042,18,2024-2025,CUCEA,7011000042,1
212 PE con matrícula por entidad -19 - 2024-2025 - CUCEA - 7011200077,19,2024-2025,CUCEA,7011200077,1
212 PE con matrícula por entidad -20 - 2024-2025 - CUCEA - 7011400011,20,2024-2025,CUCEA,7011400011,1
212 PE con matrícula por entidad -21 - 2024-2025 - CUCEA - 7012000087,21,2024-2025,CUCEA,7012000087,1
212 PE con matrícula por entidad -22 - 2024-2025 - CUCEA - 7012500034,22,2024-2025,CUCEA,7012500034,1
212 PE con matrícula por entidad -23 - 2024-2025 - CUCEA - 7031300023,23,2024-2025,CUCEA,7031300023,1
212 PE con matrícula por entidad -24 - 2024-2025 - CUCEA - 7031400008,24,2024-2025,CUCEA,7031400008,1
212 PE con matrícula por entidad -25 - 2024-2025 - CUCEA - 7031400038,25,2024-2025,CUCEA,7031400038,1
212 PE con matrícula por entidad -26 - 2024-2025 - CUCEA - 7031500062,26,2024-2025,CUCEA,7031500062,1
212 PE con matrícula por entidad -27 - 2024-2025 - CUCEA - 7041100024,27,2024-2025,CUCEA,7041100024,1
212 PE con matrícula por entidad -28 - 2024-2025 - CUCEA - 7041100026,28,2024-2025,CUCEA,7041100026,1
212 PE con matrícula por entidad -29 - 2024-2025 - CUCEA - 7041200034,29,2024-2025,CUCEA,7041200034,1
212 PE con matrícula por entidad -30 - 2024-2025 - CUCEA - 7041200042,30,2024-2025,CUCEA,7041200042,1
212 PE con matrícula por entidad -31 - 2024-2025 - CUCEA - 7041300021,31,2024-2025,CUCEA,7041300021,1
212 PE con matrícula por entidad -32 - 2024-2025 - CUCEA - 7041300024,32,2024-2025,CUCEA,7041300024,1
212 PE con matrícula por entidad -33 - 2024-2025 - CUCEA - 7041400008,33,2024-2025,CUCEA,7041400008,1
212 PE con matrícula por entidad -34 - 2024-2025 - CUCEA - 7041400009,34,2024-2025,CUCEA,7041400009,1
212 PE con matrícula por entidad -35 - 2024-2025 - CUCEA - 7041400048,35,2024-2025,CUCEA,7041400048,1
212 PE con matrícula por entidad -36 - 2024-2025 - CUCEA - 7042000002,36,2024-2025,CUCEA,7042000002,1
212 PE con matrícula por entidad -37 - 2024-2025 - CUCEA - 7042100033,37,2024-2025,CUCEA,7042100033,1
212 PE con matrícula por entidad -38 - 2024-2025 - CUCEA - 7042300030,38,2024-2025,CUCEA,7042300030,1
212 PE con matrícula por entidad -39 - 2024-2025 - CUCEA - 7042300031,39,2024-2025,CUCEA,7042300031,1
212 PE con matrícula por entidad -40 - 2024-2025 - CUCEA - 7042300040,40,2024-2025,CUCEA,7042300040,1
212 PE con matrícula por entidad -41 - 2024-2025 - CUCEA - 7061000012,41,2024-2025,CUCEA,7061000012,1
212 PE con matrícula por entidad -42 - 2024-2025 - CUCEA - 7062200049,42,2024-2025,CUCEA,7062200049,1
212 PE con matrícula por entidad -43 - 2024-2025 - CUCEA - 7103100010,43,2024-2025,CUCEA,7103100010,1
212 PE con matrícula por entidad -44 - 2024-2025 - CUCEA - 8031300020,44,2024-2025,CUCEA,8031300020,1
212 PE con matrícula por entidad -45 - 2024-2025 - CUCEA - 8031300039,45,2024-2025,CUCEA,8031300039,1
212 PE con matrícula por entidad -46 - 2024-2025 - CUCEA - 8031400010,46,2024-2025,CUCEA,8031400010,1
212 PE con matrícula por entidad -47 - 2024-2025 - CUCEA - 8031400014,47,2024-2025,CUCEA,8031400014,1
212 PE con matrícula por entidad -48 - 2024-2025 - CUCEA - 8041400003,48,2024-2025,CUCEA,8041400003,1
212 PE con matrícula por entidad -49 - 2024-2025 - CUCEA - 8042000005,49,2024-2025,CUCEA,8042000005,1
212 PE con matrícula por entidad -50 - 2024-2025 - CUCEA - 8042100051,50,2024-2025,CUCEA,8042100051,1
212 PE con matrícula por entidad -51 - 2024-2025 - CUCEA - 8042500005,51,2024-2025,CUCEA,8042500005,1
212 PE con matrícula por entidad -52 - 2024-2025 - CUCEA - 8062200005,52,2024-2025,CUCEA,8062200005,1
212 PE con matrícula por entidad -53 - 2024-2025 - CUCEI - 4042100031,53,2024-2025,CUCEI,4042100031,1
212 PE con matrícula por entidad -54 - 2024-2025 - CUCEI - 4061300006,54,2024-2025,CUCEI,4061300006,1
212 PE con matrícula por entidad -55 - 2024-2025 - CUCEI - 4071100009,55,2024-2025,CUCEI,4071100009,1
212 PE con matrícula por entidad -56 - 2024-2025 - CUCEI - 4071300015,56,2024-2025,CUCEI,4071300015,1
212 PE con matrícula por entidad -57 - 2024-2025 - CUCEI - 4071300020,57,2024-2025,CUCEI,4071300020,1
212 PE con matrícula por entidad -58 - 2024-2025 - CUCEI - 4072000010,58,2024-2025,CUCEI,4072000010,1
212 PE con matrícula por entidad -59 - 2024-2025 - CUCEI - 5052100005,59,2024-2025,CUCEI,5052100005,1
212 PE con matrícula por entidad -60 - 2024-2025 - CUCEI - 5052200007,60,2024-2025,CUCEI,5052200007,1
212 PE con matrícula por entidad -61 - 2024-2025 - CUCEI - 5052200017,61,2024-2025,CUCEI,5052200017,1
212 PE con matrícula por entidad -62 - 2024-2025 - CUCEI - 5053100004,62,2024-2025,CUCEI,5053100004,1
212 PE con matrícula por entidad -63 - 2024-2025 - CUCEI - 5061000002,63,2024-2025,CUCEI,5061000002,1
212 PE con matrícula por entidad -64 - 2024-2025 - CUCEI - 5061000015,64,2024-2025,CUCEI,5061000015,1
212 PE con matrícula por entidad -65 - 2024-2025 - CUCEI - 5062100009,65,2024-2025,CUCEI,5062100009,1
212 PE con matrícula por entidad -66 - 2024-2025 - CUCEI - 5062200055,66,2024-2025,CUCEI,5062200055,1
212 PE con matrícula por entidad -67 - 2024-2025 - CUCEI - 5062200105,67,2024-2025,CUCEI,5062200105,1
212 PE con matrícula por entidad -68 - 2024-2025 - CUCEI - 5071000020,68,2024-2025,CUCEI,5071000020,1
212 PE con matrícula por entidad -69 - 2024-2025 - CUCEI - 5071200034,69,2024-2025,CUCEI,5071200034,1
212 PE con matrícula por entidad -70 - 2024-2025 - CUCEI - 5071300009,70,2024-2025,CUCEI,5071300009,1
212 PE con matrícula por entidad -71 - 2024-2025 - CUCEI - 5071300082,71,2024-2025,CUCEI,5071300082,1
212 PE con matrícula por entidad -72 - 2024-2025 - CUCEI - 5071400015,72,2024-2025,CUCEI,5071400015,1
212 PE con matrícula por entidad -73 - 2024-2025 - CUCEI - 5071700019,73,2024-2025,CUCEI,5071700019,1
212 PE con matrícula por entidad -74 - 2024-2025 - CUCEI - 5072100033,74,2024-2025,CUCEI,5072100033,1
212 PE con matrícula por entidad -75 - 2024-2025 - CUCEI - 5073200005,75,2024-2025,CUCEI,5073200005,1
212 PE con matrícula por entidad -76 - 2024-2025 - CUCEI - 5073200035,76,2024-2025,CUCEI,5073200035,1
212 PE con matrícula por entidad -77 - 2024-2025 - CUCEI - 5095400006,77,2024-2025,CUCEI,5095400006,1
212 PE con matrícula por entidad -78 - 2024-2025 - CUCEI - 5102100004,78,2024-2025,CUCEI,5102100004,1
212 PE con matrícula por entidad -79 - 2024-2025 - CUCEI - 6041100014,79,2024-2025,CUCEI,6041100014,1
212 PE con matrícula por entidad -80 - 2024-2025 - CUCEI - 7012604029,80,2024-2025,CUCEI,7012604029,1
212 PE con matrícula por entidad -81 - 2024-2025 - CUCEI - 7041100029,81,2024-2025,CUCEI,7041100029,1
212 PE con matrícula por entidad -82 - 2024-2025 - CUCEI - 7052100009,82,2024-2025,CUCEI,7052100009,1
212 PE con matrícula por entidad -83 - 2024-2025 - CUCEI - 7052100029,83,2024-2025,CUCEI,7052100029,1
212 PE con matrícula por entidad -84 - 2024-2025 - CUCEI - 7052200003,84,2024-2025,CUCEI,7052200003,1
212 PE con matrícula por entidad -85 - 2024-2025 - CUCEI - 7052200006,85,2024-2025,CUCEI,7052200006,1
212 PE con matrícula por entidad -86 - 2024-2025 - CUCEI - 7052200018,86,2024-2025,CUCEI,7052200018,1
212 PE con matrícula por entidad -87 - 2024-2025 - CUCEI - 7052300025,87,2024-2025,CUCEI,7052300025,1
212 PE con matrícula por entidad -88 - 2024-2025 - CUCEI - 7053100007,88,2024-2025,CUCEI,7053100007,1
212 PE con matrícula por entidad -89 - 2024-2025 - CUCEI - 7061300057,89,2024-2025,CUCEI,7061300057,1
212 PE con matrícula por entidad -90 - 2024-2025 - CUCEI - 7062000007,90,2024-2025,CUCEI,7062000007,1
212 PE con matrícula por entidad -91 - 2024-2025 - CUCEI - 7062200074,91,2024-2025,CUCEI,7062200074,1
212 PE con matrícula por entidad -92 - 2024-2025 - CUCEI - 7071200009,92,2024-2025,CUCEI,7071200009,1
212 PE con matrícula por entidad -93 - 2024-2025 - CUCEI - 7071300026,93,2024-2025,CUCEI,7071300026,1
212 PE con matrícula por entidad -94 - 2024-2025 - CUCEI - 7071300053,94,2024-2025,CUCEI,7071300053,1
212 PE con matrícula por entidad -95 - 2024-2025 - CUCEI - 7071400012,95,2024-2025,CUCEI,7071400012,1
212 PE con matrícula por entidad -96 - 2024-2025 - CUCEI - 7071600009,96,2024-2025,CUCEI,7071600009,1
212 PE con matrícula por entidad -97 - 2024-2025 - CUCEI - 7071600020,97,2024-2025,CUCEI,7071600020,1
212 PE con matrícula por entidad -98 - 2024-2025 - CUCEI - 7071700002,98,2024-2025,CUCEI,7071700002,1
212 PE con matrícula por entidad -99 - 2024-2025 - CUCEI - 7073200013,99,2024-2025,CUCEI,7073200013,1
212 PE con matrícula por entidad -100 - 2024-2025 - CUCEI - 7095400007,100,2024-2025,CUCEI,7095400007,1
212 PE con matrícula por entidad -101 - 2024-2025 - CUCEI - 7101500016,101,2024-2025,CUCEI,7101500016,1
212 PE con matrícula por entidad -102 - 2024-2025 - CUCEI - 8051200038,102,2024-2025,CUCEI,8051200038,1
212 PE con matrícula por entidad -103 - 2024-2025 - CUCEI - 8052000007,103,2024-2025,CUCEI,8052000007,1
