name,row,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,academicos_h,academicos_m,academicos_nb,academicos_t
712-2023-512 PA ITC Titular C de SEMS,512,2023,SEMS,ITC,Titular,C,0,0,,0
712-2023-513 PA ITC Titular C de AG,513,2023,AG,ITC,Titular,C,0,0,,0
712-2023-514 PA IMT Asistente A de CUCEA,514,2023,CUCEA,IMT,Asistente,A,0,0,,0
712-2023-515 PA IMT Asistente A de CUCEI,515,2023,CUCEI,IMT,Asistente,A,0,0,,0
712-2023-516 PA IMT Asistente A de CUCSH,516,2023,CUCSH,IMT,Asistente,A,0,0,,0
712-2023-517 PA IMT Asistente A de CUCS,517,2023,CUCS,IMT,Asistente,A,0,0,,0
712-2023-518 PA IMT Asistente A de CUAAD,518,2023,CUAAD,IMT,Asistente,A,0,0,,0
712-2023-519 PA IMT Asistente A de CUCBA,519,2023,CUCBA,IMT,Asistente,A,0,0,,0
712-2023-520 PA IMT Asistente A de CUALTOS,520,2023,CUALTOS,IMT,Asistente,A,0,0,,0
712-2023-521 PA IMT Asistente A de CUCIÉNEGA,521,2023,CUCIÉNEGA,IMT,Asistente,A,0,0,,0
712-2023-522 PA IMT Asistente A de CUSUR,522,2023,CUSUR,IMT,Asistente,A,0,0,,0
712-2023-523 PA IMT Asistente A de CUCOSTA,523,2023,CUCOSTA,IMT,Asistente,A,0,0,,0
712-2023-524 PA IMT Asistente A de CUCOSTASUR,524,2023,CUCOSTASUR,IMT,Asistente,A,0,0,,0
712-2023-525 PA IMT Asistente A de CUVALLES,525,2023,CUVALLES,IMT,Asistente,A,0,0,,0
712-2023-526 PA IMT Asistente A de CUNORTE,526,2023,CUNORTE,IMT,Asistente,A,0,0,,0
712-2023-527 PA IMT Asistente A de CULAGOS,527,2023,CULAGOS,IMT,Asistente,A,0,0,,0
712-2023-528 PA IMT Asistente A de CUTONALÁ,528,2023,CUTONALÁ,IMT,Asistente,A,0,0,,0
712-2023-529 PA IMT Asistente A de CUTLAJOMULCO,529,2023,CUTLAJOMULCO,IMT,Asistente,A,0,0,,0
712-2023-530 PA IMT Asistente A de SUV,530,2023,SUV,IMT,Asistente,A,0,0,,0
712-2023-531 PA IMT Asistente A de SEMS,531,2023,SEMS,IMT,Asistente,A,0,0,,0
712-2023-532 PA IMT Asistente A de AG,532,2023,AG,IMT,Asistente,A,0,0,,0
712-2023-533 PA IMT Asistente B de CUCEA,533,2023,CUCEA,IMT,Asistente,B,0,0,,0
712-2023-534 PA IMT Asistente B de CUCEI,534,2023,CUCEI,IMT,Asistente,B,0,0,,0
712-2023-535 PA IMT Asistente B de CUCSH,535,2023,CUCSH,IMT,Asistente,B,0,0,,0
712-2023-536 PA IMT Asistente B de CUCS,536,2023,CUCS,IMT,Asistente,B,0,0,,0
712-2023-537 PA IMT Asistente B de CUAAD,537,2023,CUAAD,IMT,Asistente,B,0,0,,0
712-2023-538 PA IMT Asistente B de CUCBA,538,2023,CUCBA,IMT,Asistente,B,0,0,,0
712-2023-539 PA IMT Asistente B de CUALTOS,539,2023,CUALTOS,IMT,Asistente,B,0,0,,0
712-2023-540 PA IMT Asistente B de CUCIÉNEGA,540,2023,CUCIÉNEGA,IMT,Asistente,B,0,0,,0
712-2023-541 PA IMT Asistente B de CUSUR,541,2023,CUSUR,IMT,Asistente,B,0,0,,0
712-2023-542 PA IMT Asistente B de CUCOSTA,542,2023,CUCOSTA,IMT,Asistente,B,0,0,,0
712-2023-543 PA IMT Asistente B de CUCOSTASUR,543,2023,CUCOSTASUR,IMT,Asistente,B,0,0,,0
712-2023-544 PA IMT Asistente B de CUVALLES,544,2023,CUVALLES,IMT,Asistente,B,0,0,,0
712-2023-545 PA IMT Asistente B de CUNORTE,545,2023,CUNORTE,IMT,Asistente,B,0,0,,0
712-2023-546 PA IMT Asistente B de CULAGOS,546,2023,CULAGOS,IMT,Asistente,B,0,0,,0
712-2023-547 PA IMT Asistente B de CUTONALÁ,547,2023,CUTONALÁ,IMT,Asistente,B,0,0,,0
712-2023-548 PA IMT Asistente B de CUTLAJOMULCO,548,2023,CUTLAJOMULCO,IMT,Asistente,B,0,0,,0
712-2023-549 PA IMT Asistente B de SUV,549,2023,SUV,IMT,Asistente,B,0,0,,0
712-2023-550 PA IMT Asistente B de SEMS,550,2023,SEMS,IMT,Asistente,B,0,0,,0
712-2023-551 PA IMT Asistente B de AG,551,2023,AG,IMT,Asistente,B,0,0,,0
712-2023-552 PA IMT Asistente C de CUCEA,552,2023,CUCEA,IMT,Asistente,C,0,0,,0
712-2023-553 PA IMT Asistente C de CUCEI,553,2023,CUCEI,IMT,Asistente,C,0,0,,0
712-2023-554 PA IMT Asistente C de CUCSH,554,2023,CUCSH,IMT,Asistente,C,0,0,,0
712-2023-555 PA IMT Asistente C de CUCS,555,2023,CUCS,IMT,Asistente,C,0,0,,0
712-2023-556 PA IMT Asistente C de CUAAD,556,2023,CUAAD,IMT,Asistente,C,0,0,,0
712-2023-557 PA IMT Asistente C de CUCBA,557,2023,CUCBA,IMT,Asistente,C,0,0,,0
712-2023-558 PA IMT Asistente C de CUALTOS,558,2023,CUALTOS,IMT,Asistente,C,0,0,,0
712-2023-559 PA IMT Asistente C de CUCIÉNEGA,559,2023,CUCIÉNEGA,IMT,Asistente,C,0,0,,0
712-2023-560 PA IMT Asistente C de CUSUR,560,2023,CUSUR,IMT,Asistente,C,0,0,,0
712-2023-561 PA IMT Asistente C de CUCOSTA,561,2023,CUCOSTA,IMT,Asistente,C,0,0,,0
712-2023-562 PA IMT Asistente C de CUCOSTASUR,562,2023,CUCOSTASUR,IMT,Asistente,C,0,0,,0
712-2023-563 PA IMT Asistente C de CUVALLES,563,2023,CUVALLES,IMT,Asistente,C,0,0,,0
712-2023-564 PA IMT Asistente C de CUNORTE,564,2023,CUNORTE,IMT,Asistente,C,0,0,,0
712-2023-565 PA IMT Asistente C de CULAGOS,565,2023,CULAGOS,IMT,Asistente,C,0,0,,0
712-2023-566 PA IMT Asistente C de CUTONALÁ,566,2023,CUTONALÁ,IMT,Asistente,C,0,0,,0
712-2023-567 PA IMT Asistente C de CUTLAJOMULCO,567,2023,CUTLAJOMULCO,IMT,Asistente,C,0,0,,0
712-2023-568 PA IMT Asistente C de SUV,568,2023,SUV,IMT,Asistente,C,0,0,,0
712-2023-569 PA IMT Asistente C de SEMS,569,2023,SEMS,IMT,Asistente,C,0,0,,0
712-2023-570 PA IMT Asistente C de AG,570,2023,AG,IMT,Asistente,C,0,0,,0
712-2023-571 PA IMT Asociado A de CUCEA,571,2023,CUCEA,IMT,Asociado,A,0,0,,0
712-2023-572 PA IMT Asociado A de CUCEI,572,2023,CUCEI,IMT,Asociado,A,0,0,,0
712-2023-573 PA IMT Asociado A de CUCSH,573,2023,CUCSH,IMT,Asociado,A,0,0,,0
712-2023-574 PA IMT Asociado A de CUCS,574,2023,CUCS,IMT,Asociado,A,0,1,,1
712-2023-575 PA IMT Asociado A de CUAAD,575,2023,CUAAD,IMT,Asociado,A,0,0,,0
712-2023-576 PA IMT Asociado A de CUCBA,576,2023,CUCBA,IMT,Asociado,A,0,0,,0
712-2023-577 PA IMT Asociado A de CUALTOS,577,2023,CUALTOS,IMT,Asociado,A,0,0,,0
712-2023-578 PA IMT Asociado A de CUCIÉNEGA,578,2023,CUCIÉNEGA,IMT,Asociado,A,0,0,,0
712-2023-579 PA IMT Asociado A de CUSUR,579,2023,CUSUR,IMT,Asociado,A,0,0,,0
712-2023-580 PA IMT Asociado A de CUCOSTA,580,2023,CUCOSTA,IMT,Asociado,A,0,0,,0
712-2023-581 PA IMT Asociado A de CUCOSTASUR,581,2023,CUCOSTASUR,IMT,Asociado,A,0,0,,0
712-2023-582 PA IMT Asociado A de CUVALLES,582,2023,CUVALLES,IMT,Asociado,A,0,0,,0
712-2023-583 PA IMT Asociado A de CUNORTE,583,2023,CUNORTE,IMT,Asociado,A,0,0,,0
712-2023-584 PA IMT Asociado A de CULAGOS,584,2023,CULAGOS,IMT,Asociado,A,0,0,,0
712-2023-585 PA IMT Asociado A de CUTONALÁ,585,2023,CUTONALÁ,IMT,Asociado,A,0,0,,0
712-2023-586 PA IMT Asociado A de CUTLAJOMULCO,586,2023,CUTLAJOMULCO,IMT,Asociado,A,0,0,,0
712-2023-587 PA IMT Asociado A de SUV,587,2023,SUV,IMT,Asociado,A,0,0,,0
712-2023-588 PA IMT Asociado A de SEMS,588,2023,SEMS,IMT,Asociado,A,0,0,,0
712-2023-589 PA IMT Asociado A de AG,589,2023,AG,IMT,Asociado,A,0,0,,0
712-2023-590 PA IMT Asociado B de CUCEA,590,2023,CUCEA,IMT,Asociado,B,0,0,,0
712-2023-591 PA IMT Asociado B de CUCEI,591,2023,CUCEI,IMT,Asociado,B,0,0,,0
712-2023-592 PA IMT Asociado B de CUCSH,592,2023,CUCSH,IMT,Asociado,B,0,0,,0
712-2023-593 PA IMT Asociado B de CUCS,593,2023,CUCS,IMT,Asociado,B,1,0,,1
712-2023-594 PA IMT Asociado B de CUAAD,594,2023,CUAAD,IMT,Asociado,B,0,0,,0
712-2023-595 PA IMT Asociado B de CUCBA,595,2023,CUCBA,IMT,Asociado,B,0,0,,0
712-2023-596 PA IMT Asociado B de CUALTOS,596,2023,CUALTOS,IMT,Asociado,B,0,0,,0
712-2023-597 PA IMT Asociado B de CUCIÉNEGA,597,2023,CUCIÉNEGA,IMT,Asociado,B,0,0,,0
712-2023-598 PA IMT Asociado B de CUSUR,598,2023,CUSUR,IMT,Asociado,B,1,0,,1
712-2023-599 PA IMT Asociado B de CUCOSTA,599,2023,CUCOSTA,IMT,Asociado,B,0,0,,0
712-2023-600 PA IMT Asociado B de CUCOSTASUR,600,2023,CUCOSTASUR,IMT,Asociado,B,0,0,,0
712-2023-601 PA IMT Asociado B de CUVALLES,601,2023,CUVALLES,IMT,Asociado,B,0,0,,0
712-2023-602 PA IMT Asociado B de CUNORTE,602,2023,CUNORTE,IMT,Asociado,B,0,0,,0
712-2023-603 PA IMT Asociado B de CULAGOS,603,2023,CULAGOS,IMT,Asociado,B,0,0,,0
712-2023-604 PA IMT Asociado B de CUTONALÁ,604,2023,CUTONALÁ,IMT,Asociado,B,0,0,,0
712-2023-605 PA IMT Asociado B de CUTLAJOMULCO,605,2023,CUTLAJOMULCO,IMT,Asociado,B,0,0,,0
712-2023-606 PA IMT Asociado B de SUV,606,2023,SUV,IMT,Asociado,B,0,0,,0
712-2023-607 PA IMT Asociado B de SEMS,607,2023,SEMS,IMT,Asociado,B,0,0,,0
712-2023-608 PA IMT Asociado B de AG,608,2023,AG,IMT,Asociado,B,0,0,,0
712-2023-609 PA IMT Asociado C de CUCEA,609,2023,CUCEA,IMT,Asociado,C,0,0,,0
712-2023-610 PA IMT Asociado C de CUCEI,610,2023,CUCEI,IMT,Asociado,C,0,1,,1
712-2023-611 PA IMT Asociado C de CUCSH,611,2023,CUCSH,IMT,Asociado,C,0,0,,0
712-2023-612 PA IMT Asociado C de CUCS,612,2023,CUCS,IMT,Asociado,C,0,0,,0
712-2023-613 PA IMT Asociado C de CUAAD,613,2023,CUAAD,IMT,Asociado,C,0,0,,0
712-2023-614 PA IMT Asociado C de CUCBA,614,2023,CUCBA,IMT,Asociado,C,0,0,,0
712-2023-615 PA IMT Asociado C de CUALTOS,615,2023,CUALTOS,IMT,Asociado,C,0,0,,0
712-2023-616 PA IMT Asociado C de CUCIÉNEGA,616,2023,CUCIÉNEGA,IMT,Asociado,C,0,0,,0
712-2023-617 PA IMT Asociado C de CUSUR,617,2023,CUSUR,IMT,Asociado,C,0,0,,0
712-2023-618 PA IMT Asociado C de CUCOSTA,618,2023,CUCOSTA,IMT,Asociado,C,0,0,,0
712-2023-619 PA IMT Asociado C de CUCOSTASUR,619,2023,CUCOSTASUR,IMT,Asociado,C,0,0,,0
712-2023-620 PA IMT Asociado C de CUVALLES,620,2023,CUVALLES,IMT,Asociado,C,0,0,,0
712-2023-621 PA IMT Asociado C de CUNORTE,621,2023,CUNORTE,IMT,Asociado,C,0,0,,0
712-2023-622 PA IMT Asociado C de CULAGOS,622,2023,CULAGOS,IMT,Asociado,C,0,0,,0
712-2023-623 PA IMT Asociado C de CUTONALÁ,623,2023,CUTONALÁ,IMT,Asociado,C,0,0,,0
712-2023-624 PA IMT Asociado C de CUTLAJOMULCO,624,2023,CUTLAJOMULCO,IMT,Asociado,C,0,0,,0
712-2023-625 PA IMT Asociado C de SUV,625,2023,SUV,IMT,Asociado,C,0,0,,0
712-2023-626 PA IMT Asociado C de SEMS,626,2023,SEMS,IMT,Asociado,C,0,0,,0
712-2023-627 PA IMT Asociado C de AG,627,2023,AG,IMT,Asociado,C,0,0,,0
712-2023-628 PA IMT Titular A de CUCEA,628,2023,CUCEA,IMT,Titular,A,0,0,,0
712-2023-629 PA IMT Titular A de CUCEI,629,2023,CUCEI,IMT,Titular,A,0,0,,0
712-2023-630 PA IMT Titular A de CUCSH,630,2023,CUCSH,IMT,Titular,A,1,0,,1
712-2023-631 PA IMT Titular A de CUCS,631,2023,CUCS,IMT,Titular,A,1,1,,2
712-2023-632 PA IMT Titular A de CUAAD,632,2023,CUAAD,IMT,Titular,A,0,0,,0
712-2023-633 PA IMT Titular A de CUCBA,633,2023,CUCBA,IMT,Titular,A,0,0,,0
712-2023-634 PA IMT Titular A de CUALTOS,634,2023,CUALTOS,IMT,Titular,A,0,0,,0
712-2023-635 PA IMT Titular A de CUCIÉNEGA,635,2023,CUCIÉNEGA,IMT,Titular,A,0,0,,0
712-2023-636 PA IMT Titular A de CUSUR,636,2023,CUSUR,IMT,Titular,A,0,0,,0
712-2023-637 PA IMT Titular A de CUCOSTA,637,2023,CUCOSTA,IMT,Titular,A,0,0,,0
712-2023-638 PA IMT Titular A de CUCOSTASUR,638,2023,CUCOSTASUR,IMT,Titular,A,0,0,,0
712-2023-639 PA IMT Titular A de CUVALLES,639,2023,CUVALLES,IMT,Titular,A,0,0,,0
712-2023-640 PA IMT Titular A de CUNORTE,640,2023,CUNORTE,IMT,Titular,A,0,0,,0
712-2023-641 PA IMT Titular A de CULAGOS,641,2023,CULAGOS,IMT,Titular,A,0,0,,0
712-2023-642 PA IMT Titular A de CUTONALÁ,642,2023,CUTONALÁ,IMT,Titular,A,0,0,,0
712-2023-643 PA IMT Titular A de CUTLAJOMULCO,643,2023,CUTLAJOMULCO,IMT,Titular,A,0,0,,0
712-2023-644 PA IMT Titular A de SUV,644,2023,SUV,IMT,Titular,A,0,0,,0
712-2023-645 PA IMT Titular A de SEMS,645,2023,SEMS,IMT,Titular,A,0,0,,0
712-2023-646 PA IMT Titular A de AG,646,2023,AG,IMT,Titular,A,0,0,,0
712-2023-647 PA IMT Titular B de CUCEA,647,2023,CUCEA,IMT,Titular,B,0,0,,0
712-2023-648 PA IMT Titular B de CUCEI,648,2023,CUCEI,IMT,Titular,B,0,0,,0
712-2023-649 PA IMT Titular B de CUCSH,649,2023,CUCSH,IMT,Titular,B,0,0,,0
712-2023-650 PA IMT Titular B de CUCS,650,2023,CUCS,IMT,Titular,B,0,0,,0
712-2023-651 PA IMT Titular B de CUAAD,651,2023,CUAAD,IMT,Titular,B,0,0,,0
712-2023-652 PA IMT Titular B de CUCBA,652,2023,CUCBA,IMT,Titular,B,0,0,,0
712-2023-653 PA IMT Titular B de CUALTOS,653,2023,CUALTOS,IMT,Titular,B,0,0,,0
712-2023-654 PA IMT Titular B de CUCIÉNEGA,654,2023,CUCIÉNEGA,IMT,Titular,B,0,0,,0
712-2023-655 PA IMT Titular B de CUSUR,655,2023,CUSUR,IMT,Titular,B,0,0,,0
712-2023-656 PA IMT Titular B de CUCOSTA,656,2023,CUCOSTA,IMT,Titular,B,0,0,,0
712-2023-657 PA IMT Titular B de CUCOSTASUR,657,2023,CUCOSTASUR,IMT,Titular,B,0,0,,0
712-2023-658 PA IMT Titular B de CUVALLES,658,2023,CUVALLES,IMT,Titular,B,0,0,,0
712-2023-659 PA IMT Titular B de CUNORTE,659,2023,CUNORTE,IMT,Titular,B,0,0,,0
712-2023-660 PA IMT Titular B de CULAGOS,660,2023,CULAGOS,IMT,Titular,B,0,0,,0
712-2023-661 PA IMT Titular B de CUTONALÁ,661,2023,CUTONALÁ,IMT,Titular,B,0,0,,0
712-2023-662 PA IMT Titular B de CUTLAJOMULCO,662,2023,CUTLAJOMULCO,IMT,Titular,B,0,0,,0
712-2023-663 PA IMT Titular B de SUV,663,2023,SUV,IMT,Titular,B,0,0,,0
712-2023-664 PA IMT Titular B de SEMS,664,2023,SEMS,IMT,Titular,B,0,0,,0
712-2023-665 PA IMT Titular B de AG,665,2023,AG,IMT,Titular,B,0,0,,0
712-2023-666 PA IMT Titular C de CUCEA,666,2023,CUCEA,IMT,Titular,C,1,0,,1
712-2023-667 PA IMT Titular C de CUCEI,667,2023,CUCEI,IMT,Titular,C,0,0,,0
712-2023-668 PA IMT Titular C de CUCSH,668,2023,CUCSH,IMT,Titular,C,1,0,,1
712-2023-669 PA IMT Titular C de CUCS,669,2023,CUCS,IMT,Titular,C,0,0,,0
712-2023-670 PA IMT Titular C de CUAAD,670,2023,CUAAD,IMT,Titular,C,0,0,,0
712-2023-671 PA IMT Titular C de CUCBA,671,2023,CUCBA,IMT,Titular,C,1,0,,1
712-2023-672 PA IMT Titular C de CUALTOS,672,2023,CUALTOS,IMT,Titular,C,0,0,,0
712-2023-673 PA IMT Titular C de CUCIÉNEGA,673,2023,CUCIÉNEGA,IMT,Titular,C,0,0,,0
712-2023-674 PA IMT Titular C de CUSUR,674,2023,CUSUR,IMT,Titular,C,0,0,,0
712-2023-675 PA IMT Titular C de CUCOSTA,675,2023,CUCOSTA,IMT,Titular,C,0,0,,0
712-2023-676 PA IMT Titular C de CUCOSTASUR,676,2023,CUCOSTASUR,IMT,Titular,C,0,0,,0
712-2023-677 PA IMT Titular C de CUVALLES,677,2023,CUVALLES,IMT,Titular,C,0,0,,0
712-2023-678 PA IMT Titular C de CUNORTE,678,2023,CUNORTE,IMT,Titular,C,0,0,,0
712-2023-679 PA IMT Titular C de CULAGOS,679,2023,CULAGOS,IMT,Titular,C,0,0,,0
712-2023-680 PA IMT Titular C de CUTONALÁ,680,2023,CUTONALÁ,IMT,Titular,C,0,0,,0
712-2023-681 PA IMT Titular C de CUTLAJOMULCO,681,2023,CUTLAJOMULCO,IMT,Titular,C,0,0,,0
712-2023-682 PA IMT Titular C de SUV,682,2023,SUV,IMT,Titular,C,0,0,,0
712-2023-683 PA IMT Titular C de SEMS,683,2023,SEMS,IMT,Titular,C,0,0,,0
712-2023-684 PA IMT Titular C de AG,684,2023,AG,IMT,Titular,C,0,0,,0
712-2023-685 PA TTC Asistente A de CUCEA,685,2023,CUCEA,TTC,Asistente,A,0,0,,0
712-2023-686 PA TTC Asistente A de CUCEI,686,2023,CUCEI,TTC,Asistente,A,0,0,,0
712-2023-687 PA TTC Asistente A de CUCSH,687,2023,CUCSH,TTC,Asistente,A,1,0,,1
712-2023-688 PA TTC Asistente A de CUCS,688,2023,CUCS,TTC,Asistente,A,1,2,,3
712-2023-689 PA TTC Asistente A de CUAAD,689,2023,CUAAD,TTC,Asistente,A,0,0,,0
712-2023-690 PA TTC Asistente A de CUCBA,690,2023,CUCBA,TTC,Asistente,A,0,0,,0
712-2023-691 PA TTC Asistente A de CUALTOS,691,2023,CUALTOS,TTC,Asistente,A,2,2,,4
712-2023-692 PA TTC Asistente A de CUCIÉNEGA,692,2023,CUCIÉNEGA,TTC,Asistente,A,1,1,,2
712-2023-693 PA TTC Asistente A de CUSUR,693,2023,CUSUR,TTC,Asistente,A,1,0,,1
712-2023-694 PA TTC Asistente A de CUCOSTA,694,2023,CUCOSTA,TTC,Asistente,A,0,0,,0
712-2023-695 PA TTC Asistente A de CUCOSTASUR,695,2023,CUCOSTASUR,TTC,Asistente,A,0,0,,0
712-2023-696 PA TTC Asistente A de CUVALLES,696,2023,CUVALLES,TTC,Asistente,A,1,0,,1
712-2023-697 PA TTC Asistente A de CUNORTE,697,2023,CUNORTE,TTC,Asistente,A,0,0,,0
712-2023-698 PA TTC Asistente A de CULAGOS,698,2023,CULAGOS,TTC,Asistente,A,0,0,,0
712-2023-699 PA TTC Asistente A de CUTONALÁ,699,2023,CUTONALÁ,TTC,Asistente,A,0,0,,0
712-2023-700 PA TTC Asistente A de CUTLAJOMULCO,700,2023,CUTLAJOMULCO,TTC,Asistente,A,0,0,,0
712-2023-701 PA TTC Asistente A de SUV,701,2023,SUV,TTC,Asistente,A,0,0,,0
712-2023-702 PA TTC Asistente A de SEMS,702,2023,SEMS,TTC,Asistente,A,0,2,,2
712-2023-703 PA TTC Asistente A de AG,703,2023,AG,TTC,Asistente,A,0,0,,0
712-2023-704 PA TTC Asistente B de CUCEA,704,2023,CUCEA,TTC,Asistente,B,1,0,,1
712-2023-705 PA TTC Asistente B de CUCEI,705,2023,CUCEI,TTC,Asistente,B,2,2,,4
712-2023-706 PA TTC Asistente B de CUCSH,706,2023,CUCSH,TTC,Asistente,B,1,3,,4
712-2023-707 PA TTC Asistente B de CUCS,707,2023,CUCS,TTC,Asistente,B,7,3,,10
712-2023-708 PA TTC Asistente B de CUAAD,708,2023,CUAAD,TTC,Asistente,B,1,1,,2
712-2023-709 PA TTC Asistente B de CUCBA,709,2023,CUCBA,TTC,Asistente,B,1,3,,4
712-2023-710 PA TTC Asistente B de CUALTOS,710,2023,CUALTOS,TTC,Asistente,B,5,4,,9
712-2023-711 PA TTC Asistente B de CUCIÉNEGA,711,2023,CUCIÉNEGA,TTC,Asistente,B,2,4,,6
712-2023-712 PA TTC Asistente B de CUSUR,712,2023,CUSUR,TTC,Asistente,B,0,1,,1
712-2023-713 PA TTC Asistente B de CUCOSTA,713,2023,CUCOSTA,TTC,Asistente,B,0,0,,0
712-2023-714 PA TTC Asistente B de CUCOSTASUR,714,2023,CUCOSTASUR,TTC,Asistente,B,0,0,,0
712-2023-715 PA TTC Asistente B de CUVALLES,715,2023,CUVALLES,TTC,Asistente,B,0,0,,0
712-2023-716 PA TTC Asistente B de CUNORTE,716,2023,CUNORTE,TTC,Asistente,B,0,0,,0
712-2023-717 PA TTC Asistente B de CULAGOS,717,2023,CULAGOS,TTC,Asistente,B,0,0,,0
712-2023-718 PA TTC Asistente B de CUTONALÁ,718,2023,CUTONALÁ,TTC,Asistente,B,1,0,,1
712-2023-719 PA TTC Asistente B de CUTLAJOMULCO,719,2023,CUTLAJOMULCO,TTC,Asistente,B,0,0,,0
712-2023-720 PA TTC Asistente B de SUV,720,2023,SUV,TTC,Asistente,B,0,0,,0
712-2023-721 PA TTC Asistente B de SEMS,721,2023,SEMS,TTC,Asistente,B,35,19,,54
712-2023-722 PA TTC Asistente B de AG,722,2023,AG,TTC,Asistente,B,1,0,,1
712-2023-723 PA TTC Asistente C de CUCEA,723,2023,CUCEA,TTC,Asistente,C,1,1,,2
712-2023-724 PA TTC Asistente C de CUCEI,724,2023,CUCEI,TTC,Asistente,C,6,4,,10
712-2023-725 PA TTC Asistente C de CUCSH,725,2023,CUCSH,TTC,Asistente,C,2,4,,6
712-2023-726 PA TTC Asistente C de CUCS,726,2023,CUCS,TTC,Asistente,C,5,5,,10
712-2023-727 PA TTC Asistente C de CUAAD,727,2023,CUAAD,TTC,Asistente,C,4,0,,4
712-2023-728 PA TTC Asistente C de CUCBA,728,2023,CUCBA,TTC,Asistente,C,2,0,,2
712-2023-729 PA TTC Asistente C de CUALTOS,729,2023,CUALTOS,TTC,Asistente,C,3,7,,10
712-2023-730 PA TTC Asistente C de CUCIÉNEGA,730,2023,CUCIÉNEGA,TTC,Asistente,C,2,2,,4
712-2023-731 PA TTC Asistente C de CUSUR,731,2023,CUSUR,TTC,Asistente,C,1,1,,2
712-2023-732 PA TTC Asistente C de CUCOSTA,732,2023,CUCOSTA,TTC,Asistente,C,1,2,,3
712-2023-733 PA TTC Asistente C de CUCOSTASUR,733,2023,CUCOSTASUR,TTC,Asistente,C,1,1,,2
712-2023-734 PA TTC Asistente C de CUVALLES,734,2023,CUVALLES,TTC,Asistente,C,0,0,,0
712-2023-735 PA TTC Asistente C de CUNORTE,735,2023,CUNORTE,TTC,Asistente,C,0,0,,0
712-2023-736 PA TTC Asistente C de CULAGOS,736,2023,CULAGOS,TTC,Asistente,C,1,0,,1
712-2023-737 PA TTC Asistente C de CUTONALÁ,737,2023,CUTONALÁ,TTC,Asistente,C,0,1,,1
712-2023-738 PA TTC Asistente C de CUTLAJOMULCO,738,2023,CUTLAJOMULCO,TTC,Asistente,C,0,0,,0
712-2023-739 PA TTC Asistente C de SUV,739,2023,SUV,TTC,Asistente,C,0,0,,0
712-2023-740 PA TTC Asistente C de SEMS,740,2023,SEMS,TTC,Asistente,C,61,51,,112
712-2023-741 PA TTC Asistente C de AG,741,2023,AG,TTC,Asistente,C,1,0,,1
712-2023-742 PA TTC Asociado A de CUCEA,742,2023,CUCEA,TTC,Asociado,A,2,3,,5
712-2023-743 PA TTC Asociado A de CUCEI,743,2023,CUCEI,TTC,Asociado,A,19,26,,45
712-2023-744 PA TTC Asociado A de CUCSH,744,2023,CUCSH,TTC,Asociado,A,2,7,,9
712-2023-745 PA TTC Asociado A de CUCS,745,2023,CUCS,TTC,Asociado,A,16,15,,31
712-2023-746 PA TTC Asociado A de CUAAD,746,2023,CUAAD,TTC,Asociado,A,9,2,,11
712-2023-747 PA TTC Asociado A de CUCBA,747,2023,CUCBA,TTC,Asociado,A,9,13,,22
712-2023-748 PA TTC Asociado A de CUALTOS,748,2023,CUALTOS,TTC,Asociado,A,4,7,,11
712-2023-749 PA TTC Asociado A de CUCIÉNEGA,749,2023,CUCIÉNEGA,TTC,Asociado,A,3,5,,8
712-2023-750 PA TTC Asociado A de CUSUR,750,2023,CUSUR,TTC,Asociado,A,4,3,,7
712-2023-751 PA TTC Asociado A de CUCOSTA,751,2023,CUCOSTA,TTC,Asociado,A,5,5,,10
712-2023-752 PA TTC Asociado A de CUCOSTASUR,752,2023,CUCOSTASUR,TTC,Asociado,A,3,3,,6
712-2023-753 PA TTC Asociado A de CUVALLES,753,2023,CUVALLES,TTC,Asociado,A,1,2,,3
712-2023-754 PA TTC Asociado A de CUNORTE,754,2023,CUNORTE,TTC,Asociado,A,1,6,,7
712-2023-755 PA TTC Asociado A de CULAGOS,755,2023,CULAGOS,TTC,Asociado,A,3,6,,9
712-2023-756 PA TTC Asociado A de CUTONALÁ,756,2023,CUTONALÁ,TTC,Asociado,A,4,5,,9
712-2023-757 PA TTC Asociado A de CUTLAJOMULCO,757,2023,CUTLAJOMULCO,TTC,Asociado,A,0,0,,0
712-2023-758 PA TTC Asociado A de SUV,758,2023,SUV,TTC,Asociado,A,1,0,,1
712-2023-759 PA TTC Asociado A de SEMS,759,2023,SEMS,TTC,Asociado,A,138,136,,274
712-2023-760 PA TTC Asociado A de AG,760,2023,AG,TTC,Asociado,A,2,4,,6
712-2023-761 PA TTC Asociado B de CUCEA,761,2023,CUCEA,TTC,Asociado,B,0,1,,1
712-2023-762 PA TTC Asociado B de CUCEI,762,2023,CUCEI,TTC,Asociado,B,6,11,,17
712-2023-763 PA TTC Asociado B de CUCSH,763,2023,CUCSH,TTC,Asociado,B,3,4,,7
712-2023-764 PA TTC Asociado B de CUCS,764,2023,CUCS,TTC,Asociado,B,8,12,,20
712-2023-765 PA TTC Asociado B de CUAAD,765,2023,CUAAD,TTC,Asociado,B,1,0,,1
712-2023-766 PA TTC Asociado B de CUCBA,766,2023,CUCBA,TTC,Asociado,B,4,4,,8
712-2023-767 PA TTC Asociado B de CUALTOS,767,2023,CUALTOS,TTC,Asociado,B,5,6,,11
