name,row,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,academicos_h,academicos_m,academicos_nb,academicos_t
712-2023-254 PA DMT Asociado B de CUALTOS,254,2023,CUALTOS,DMT,Asociado,B,0,0,,0
712-2023-255 PA DMT Asociado B de CUCIÉNEGA,255,2023,CUCIÉNEGA,DMT,Asociado,B,2,0,,2
712-2023-256 PA DMT Asociado B de CUSUR,256,2023,CUSUR,DMT,Asociado,B,0,0,,0
712-2023-257 PA DMT Asociado B de CUCOSTA,257,2023,CUCOSTA,DMT,Asociado,B,0,0,,0
712-2023-258 PA DMT Asociado B de CUCOSTASUR,258,2023,CUCOSTASUR,DMT,Asociado,B,2,0,,2
712-2023-259 PA DMT Asociado B de CUVALLES,259,2023,CUVALLES,DMT,Asociado,B,0,0,,0
712-2023-260 PA DMT Asociado B de CUNORTE,260,2023,CUNORTE,DMT,Asociado,B,0,0,,0
712-2023-261 PA DMT Asociado B de CULAGOS,261,2023,CULAGOS,DMT,Asociado,B,0,0,,0
712-2023-262 PA DMT Asociado B de CUTONALÁ,262,2023,CUTONALÁ,DMT,Asociado,B,0,0,,0
712-2023-263 PA DMT Asociado B de CUTLAJOMULCO,263,2023,CUTLAJOMULCO,DMT,Asociado,B,0,0,,0
712-2023-264 PA DMT Asociado B de SUV,264,2023,SUV,DMT,Asociado,B,0,1,,1
712-2023-265 PA DMT Asociado B de SEMS,265,2023,SEMS,DMT,Asociado,B,46,36,,82
712-2023-266 PA DMT Asociado B de AG,266,2023,AG,DMT,Asociado,B,0,0,,0
712-2023-267 PA DMT Asociado C de CUCEA,267,2023,CUCEA,DMT,Asociado,C,0,0,,0
712-2023-268 PA DMT Asociado C de CUCEI,268,2023,CUCEI,DMT,Asociado,C,1,0,,1
712-2023-269 PA DMT Asociado C de CUCSH,269,2023,CUCSH,DMT,Asociado,C,1,0,,1
712-2023-270 PA DMT Asociado C de CUCS,270,2023,CUCS,DMT,Asociado,C,2,1,,3
712-2023-271 PA DMT Asociado C de CUAAD,271,2023,CUAAD,DMT,Asociado,C,1,1,,2
712-2023-272 PA DMT Asociado C de CUCBA,272,2023,CUCBA,DMT,Asociado,C,0,0,,0
712-2023-273 PA DMT Asociado C de CUALTOS,273,2023,CUALTOS,DMT,Asociado,C,0,0,,0
712-2023-274 PA DMT Asociado C de CUCIÉNEGA,274,2023,CUCIÉNEGA,DMT,Asociado,C,1,0,,1
712-2023-275 PA DMT Asociado C de CUSUR,275,2023,CUSUR,DMT,Asociado,C,0,0,,0
712-2023-276 PA DMT Asociado C de CUCOSTA,276,2023,CUCOSTA,DMT,Asociado,C,0,0,,0
712-2023-277 PA DMT Asociado C de CUCOSTASUR,277,2023,CUCOSTASUR,DMT,Asociado,C,1,0,,1
712-2023-278 PA DMT Asociado C de CUVALLES,278,2023,CUVALLES,DMT,Asociado,C,0,0,,0
712-2023-279 PA DMT Asociado C de CUNORTE,279,2023,CUNORTE,DMT,Asociado,C,0,0,,0
712-2023-280 PA DMT Asociado C de CULAGOS,280,2023,CULAGOS,DMT,Asociado,C,0,0,,0
712-2023-281 PA DMT Asociado C de CUTONALÁ,281,2023,CUTONALÁ,DMT,Asociado,C,0,0,,0
712-2023-282 PA DMT Asociado C de CUTLAJOMULCO,282,2023,CUTLAJOMULCO,DMT,Asociado,C,0,0,,0
712-2023-283 PA DMT Asociado C de SUV,283,2023,SUV,DMT,Asociado,C,0,0,,0
712-2023-284 PA DMT Asociado C de SEMS,284,2023,SEMS,DMT,Asociado,C,13,5,,18
712-2023-285 PA DMT Asociado C de AG,285,2023,AG,DMT,Asociado,C,0,0,,0
712-2023-286 PA DMT Titular A de CUCEA,286,2023,CUCEA,DMT,Titular,A,0,0,,0
712-2023-287 PA DMT Titular A de CUCEI,287,2023,CUCEI,DMT,Titular,A,1,0,,1
712-2023-288 PA DMT Titular A de CUCSH,288,2023,CUCSH,DMT,Titular,A,1,0,,1
712-2023-289 PA DMT Titular A de CUCS,289,2023,CUCS,DMT,Titular,A,2,0,,2
712-2023-290 PA DMT Titular A de CUAAD,290,2023,CUAAD,DMT,Titular,A,0,0,,0
712-2023-291 PA DMT Titular A de CUCBA,291,2023,CUCBA,DMT,Titular,A,0,0,,0
712-2023-292 PA DMT Titular A de CUALTOS,292,2023,CUALTOS,DMT,Titular,A,1,0,,1
712-2023-293 PA DMT Titular A de CUCIÉNEGA,293,2023,CUCIÉNEGA,DMT,Titular,A,0,0,,0
712-2023-294 PA DMT Titular A de CUSUR,294,2023,CUSUR,DMT,Titular,A,0,0,,0
712-2023-295 PA DMT Titular A de CUCOSTA,295,2023,CUCOSTA,DMT,Titular,A,0,1,,1
712-2023-296 PA DMT Titular A de CUCOSTASUR,296,2023,CUCOSTASUR,DMT,Titular,A,0,0,,0
712-2023-297 PA DMT Titular A de CUVALLES,297,2023,CUVALLES,DMT,Titular,A,0,0,,0
712-2023-298 PA DMT Titular A de CUNORTE,298,2023,CUNORTE,DMT,Titular,A,0,0,,0
712-2023-299 PA DMT Titular A de CULAGOS,299,2023,CULAGOS,DMT,Titular,A,0,0,,0
712-2023-300 PA DMT Titular A de CUTONALÁ,300,2023,CUTONALÁ,DMT,Titular,A,0,0,,0
712-2023-301 PA DMT Titular A de CUTLAJOMULCO,301,2023,CUTLAJOMULCO,DMT,Titular,A,0,0,,0
712-2023-302 PA DMT Titular A de SUV,302,2023,SUV,DMT,Titular,A,0,0,,0
712-2023-303 PA DMT Titular A de SEMS,303,2023,SEMS,DMT,Titular,A,8,5,,13
712-2023-304 PA DMT Titular A de AG,304,2023,AG,DMT,Titular,A,0,0,,0
712-2023-305 PA DMT Titular B de CUCEA,305,2023,CUCEA,DMT,Titular,B,0,0,,0
712-2023-306 PA DMT Titular B de CUCEI,306,2023,CUCEI,DMT,Titular,B,0,0,,0
712-2023-307 PA DMT Titular B de CUCSH,307,2023,CUCSH,DMT,Titular,B,0,0,,0
712-2023-308 PA DMT Titular B de CUCS,308,2023,CUCS,DMT,Titular,B,0,0,,0
712-2023-309 PA DMT Titular B de CUAAD,309,2023,CUAAD,DMT,Titular,B,0,0,,0
712-2023-310 PA DMT Titular B de CUCBA,310,2023,CUCBA,DMT,Titular,B,1,0,,1
712-2023-311 PA DMT Titular B de CUALTOS,311,2023,CUALTOS,DMT,Titular,B,1,0,,1
712-2023-312 PA DMT Titular B de CUCIÉNEGA,312,2023,CUCIÉNEGA,DMT,Titular,B,0,0,,0
712-2023-313 PA DMT Titular B de CUSUR,313,2023,CUSUR,DMT,Titular,B,0,0,,0
712-2023-314 PA DMT Titular B de CUCOSTA,314,2023,CUCOSTA,DMT,Titular,B,0,0,,0
712-2023-315 PA DMT Titular B de CUCOSTASUR,315,2023,CUCOSTASUR,DMT,Titular,B,0,0,,0
712-2023-316 PA DMT Titular B de CUVALLES,316,2023,CUVALLES,DMT,Titular,B,0,0,,0
712-2023-317 PA DMT Titular B de CUNORTE,317,2023,CUNORTE,DMT,Titular,B,0,0,,0
712-2023-318 PA DMT Titular B de CULAGOS,318,2023,CULAGOS,DMT,Titular,B,0,0,,0
712-2023-319 PA DMT Titular B de CUTONALÁ,319,2023,CUTONALÁ,DMT,Titular,B,0,0,,0
712-2023-320 PA DMT Titular B de CUTLAJOMULCO,320,2023,CUTLAJOMULCO,DMT,Titular,B,0,0,,0
712-2023-321 PA DMT Titular B de SUV,321,2023,SUV,DMT,Titular,B,0,0,,0
712-2023-322 PA DMT Titular B de SEMS,322,2023,SEMS,DMT,Titular,B,2,1,,3
712-2023-323 PA DMT Titular B de AG,323,2023,AG,DMT,Titular,B,0,0,,0
712-2023-324 PA DMT Titular C de CUCEA,324,2023,CUCEA,DMT,Titular,C,0,0,,0
712-2023-325 PA DMT Titular C de CUCEI,325,2023,CUCEI,DMT,Titular,C,0,0,,0
712-2023-326 PA DMT Titular C de CUCSH,326,2023,CUCSH,DMT,Titular,C,1,0,,1
712-2023-327 PA DMT Titular C de CUCS,327,2023,CUCS,DMT,Titular,C,0,0,,0
712-2023-328 PA DMT Titular C de CUAAD,328,2023,CUAAD,DMT,Titular,C,0,0,,0
712-2023-329 PA DMT Titular C de CUCBA,329,2023,CUCBA,DMT,Titular,C,0,0,,0
712-2023-330 PA DMT Titular C de CUALTOS,330,2023,CUALTOS,DMT,Titular,C,0,0,,0
712-2023-331 PA DMT Titular C de CUCIÉNEGA,331,2023,CUCIÉNEGA,DMT,Titular,C,0,0,,0
712-2023-332 PA DMT Titular C de CUSUR,332,2023,CUSUR,DMT,Titular,C,0,0,,0
712-2023-333 PA DMT Titular C de CUCOSTA,333,2023,CUCOSTA,DMT,Titular,C,0,0,,0
712-2023-334 PA DMT Titular C de CUCOSTASUR,334,2023,CUCOSTASUR,DMT,Titular,C,0,0,,0
712-2023-335 PA DMT Titular C de CUVALLES,335,2023,CUVALLES,DMT,Titular,C,0,0,,0
712-2023-336 PA DMT Titular C de CUNORTE,336,2023,CUNORTE,DMT,Titular,C,0,0,,0
712-2023-337 PA DMT Titular C de CULAGOS,337,2023,CULAGOS,DMT,Titular,C,0,0,,0
712-2023-338 PA DMT Titular C de CUTONALÁ,338,2023,CUTONALÁ,DMT,Titular,C,0,0,,0
712-2023-339 PA DMT Titular C de CUTLAJOMULCO,339,2023,CUTLAJOMULCO,DMT,Titular,C,0,0,,0
712-2023-340 PA DMT Titular C de SUV,340,2023,SUV,DMT,Titular,C,0,0,,0
712-2023-341 PA DMT Titular C de SEMS,341,2023,SEMS,DMT,Titular,C,1,0,,1
712-2023-342 PA DMT Titular C de AG,342,2023,AG,DMT,Titular,C,0,0,,0
712-2023-343 PA ITC Asistente A de CUCEA,343,2023,CUCEA,ITC,Asistente,A,0,0,,0
712-2023-344 PA ITC Asistente A de CUCEI,344,2023,CUCEI,ITC,Asistente,A,0,0,,0
712-2023-345 PA ITC Asistente A de CUCSH,345,2023,CUCSH,ITC,Asistente,A,0,0,,0
712-2023-346 PA ITC Asistente A de CUCS,346,2023,CUCS,ITC,Asistente,A,0,0,,0
712-2023-347 PA ITC Asistente A de CUAAD,347,2023,CUAAD,ITC,Asistente,A,1,0,,1
712-2023-348 PA ITC Asistente A de CUCBA,348,2023,CUCBA,ITC,Asistente,A,0,0,,0
712-2023-349 PA ITC Asistente A de CUALTOS,349,2023,CUALTOS,ITC,Asistente,A,0,0,,0
712-2023-350 PA ITC Asistente A de CUCIÉNEGA,350,2023,CUCIÉNEGA,ITC,Asistente,A,0,0,,0
712-2023-351 PA ITC Asistente A de CUSUR,351,2023,CUSUR,ITC,Asistente,A,0,0,,0
712-2023-352 PA ITC Asistente A de CUCOSTA,352,2023,CUCOSTA,ITC,Asistente,A,0,0,,0
712-2023-353 PA ITC Asistente A de CUCOSTASUR,353,2023,CUCOSTASUR,ITC,Asistente,A,0,0,,0
712-2023-354 PA ITC Asistente A de CUVALLES,354,2023,CUVALLES,ITC,Asistente,A,0,0,,0
712-2023-355 PA ITC Asistente A de CUNORTE,355,2023,CUNORTE,ITC,Asistente,A,0,0,,0
712-2023-356 PA ITC Asistente A de CULAGOS,356,2023,CULAGOS,ITC,Asistente,A,0,0,,0
712-2023-357 PA ITC Asistente A de CUTONALÁ,357,2023,CUTONALÁ,ITC,Asistente,A,0,0,,0
712-2023-358 PA ITC Asistente A de CUTLAJOMULCO,358,2023,CUTLAJOMULCO,ITC,Asistente,A,0,0,,0
712-2023-359 PA ITC Asistente A de SUV,359,2023,SUV,ITC,Asistente,A,0,0,,0
712-2023-360 PA ITC Asistente A de SEMS,360,2023,SEMS,ITC,Asistente,A,0,0,,0
712-2023-361 PA ITC Asistente A de AG,361,2023,AG,ITC,Asistente,A,0,0,,0
712-2023-362 PA ITC Asistente B de CUCEA,362,2023,CUCEA,ITC,Asistente,B,0,0,,0
712-2023-363 PA ITC Asistente B de CUCEI,363,2023,CUCEI,ITC,Asistente,B,1,1,,2
712-2023-364 PA ITC Asistente B de CUCSH,364,2023,CUCSH,ITC,Asistente,B,0,0,,0
712-2023-365 PA ITC Asistente B de CUCS,365,2023,CUCS,ITC,Asistente,B,1,0,,1
712-2023-366 PA ITC Asistente B de CUAAD,366,2023,CUAAD,ITC,Asistente,B,0,0,,0
712-2023-367 PA ITC Asistente B de CUCBA,367,2023,CUCBA,ITC,Asistente,B,0,0,,0
712-2023-368 PA ITC Asistente B de CUALTOS,368,2023,CUALTOS,ITC,Asistente,B,1,1,,2
712-2023-369 PA ITC Asistente B de CUCIÉNEGA,369,2023,CUCIÉNEGA,ITC,Asistente,B,0,0,,0
712-2023-370 PA ITC Asistente B de CUSUR,370,2023,CUSUR,ITC,Asistente,B,0,0,,0
712-2023-371 PA ITC Asistente B de CUCOSTA,371,2023,CUCOSTA,ITC,Asistente,B,0,0,,0
712-2023-372 PA ITC Asistente B de CUCOSTASUR,372,2023,CUCOSTASUR,ITC,Asistente,B,0,0,,0
712-2023-373 PA ITC Asistente B de CUVALLES,373,2023,CUVALLES,ITC,Asistente,B,0,0,,0
712-2023-374 PA ITC Asistente B de CUNORTE,374,2023,CUNORTE,ITC,Asistente,B,0,0,,0
712-2023-375 PA ITC Asistente B de CULAGOS,375,2023,CULAGOS,ITC,Asistente,B,0,0,,0
712-2023-376 PA ITC Asistente B de CUTONALÁ,376,2023,CUTONALÁ,ITC,Asistente,B,0,0,,0
712-2023-377 PA ITC Asistente B de CUTLAJOMULCO,377,2023,CUTLAJOMULCO,ITC,Asistente,B,0,0,,0
712-2023-378 PA ITC Asistente B de SUV,378,2023,SUV,ITC,Asistente,B,0,0,,0
712-2023-379 PA ITC Asistente B de SEMS,379,2023,SEMS,ITC,Asistente,B,0,1,,1
712-2023-380 PA ITC Asistente B de AG,380,2023,AG,ITC,Asistente,B,0,0,,0
712-2023-381 PA ITC Asistente C de CUCEA,381,2023,CUCEA,ITC,Asistente,C,1,3,,4
712-2023-382 PA ITC Asistente C de CUCEI,382,2023,CUCEI,ITC,Asistente,C,0,2,,2
712-2023-383 PA ITC Asistente C de CUCSH,383,2023,CUCSH,ITC,Asistente,C,1,1,,2
712-2023-384 PA ITC Asistente C de CUCS,384,2023,CUCS,ITC,Asistente,C,1,1,,2
712-2023-385 PA ITC Asistente C de CUAAD,385,2023,CUAAD,ITC,Asistente,C,0,2,,2
712-2023-386 PA ITC Asistente C de CUCBA,386,2023,CUCBA,ITC,Asistente,C,0,1,,1
712-2023-387 PA ITC Asistente C de CUALTOS,387,2023,CUALTOS,ITC,Asistente,C,0,1,,1
712-2023-388 PA ITC Asistente C de CUCIÉNEGA,388,2023,CUCIÉNEGA,ITC,Asistente,C,2,2,,4
712-2023-389 PA ITC Asistente C de CUSUR,389,2023,CUSUR,ITC,Asistente,C,0,0,,0
712-2023-390 PA ITC Asistente C de CUCOSTA,390,2023,CUCOSTA,ITC,Asistente,C,1,1,,2
712-2023-391 PA ITC Asistente C de CUCOSTASUR,391,2023,CUCOSTASUR,ITC,Asistente,C,0,1,,1
712-2023-392 PA ITC Asistente C de CUVALLES,392,2023,CUVALLES,ITC,Asistente,C,0,0,,0
712-2023-393 PA ITC Asistente C de CUNORTE,393,2023,CUNORTE,ITC,Asistente,C,1,0,,1
712-2023-394 PA ITC Asistente C de CULAGOS,394,2023,CULAGOS,ITC,Asistente,C,0,0,,0
712-2023-395 PA ITC Asistente C de CUTONALÁ,395,2023,CUTONALÁ,ITC,Asistente,C,0,0,,0
712-2023-396 PA ITC Asistente C de CUTLAJOMULCO,396,2023,CUTLAJOMULCO,ITC,Asistente,C,0,0,,0
712-2023-397 PA ITC Asistente C de SUV,397,2023,SUV,ITC,Asistente,C,0,1,,1
712-2023-398 PA ITC Asistente C de SEMS,398,2023,SEMS,ITC,Asistente,C,1,1,,2
712-2023-399 PA ITC Asistente C de AG,399,2023,AG,ITC,Asistente,C,0,0,,0
712-2023-400 PA ITC Asociado A de CUCEA,400,2023,CUCEA,ITC,Asociado,A,13,18,,31
712-2023-401 PA ITC Asociado A de CUCEI,401,2023,CUCEI,ITC,Asociado,A,20,17,,37
712-2023-402 PA ITC Asociado A de CUCSH,402,2023,CUCSH,ITC,Asociado,A,20,19,,39
712-2023-403 PA ITC Asociado A de CUCS,403,2023,CUCS,ITC,Asociado,A,18,20,,38
712-2023-404 PA ITC Asociado A de CUAAD,404,2023,CUAAD,ITC,Asociado,A,8,9,,17
712-2023-405 PA ITC Asociado A de CUCBA,405,2023,CUCBA,ITC,Asociado,A,9,3,,12
712-2023-406 PA ITC Asociado A de CUALTOS,406,2023,CUALTOS,ITC,Asociado,A,4,4,,8
712-2023-407 PA ITC Asociado A de CUCIÉNEGA,407,2023,CUCIÉNEGA,ITC,Asociado,A,5,10,,15
712-2023-408 PA ITC Asociado A de CUSUR,408,2023,CUSUR,ITC,Asociado,A,3,4,,7
712-2023-409 PA ITC Asociado A de CUCOSTA,409,2023,CUCOSTA,ITC,Asociado,A,6,5,,11
712-2023-410 PA ITC Asociado A de CUCOSTASUR,410,2023,CUCOSTASUR,ITC,Asociado,A,6,9,,15
712-2023-411 PA ITC Asociado A de CUVALLES,411,2023,CUVALLES,ITC,Asociado,A,3,4,,7
712-2023-412 PA ITC Asociado A de CUNORTE,412,2023,CUNORTE,ITC,Asociado,A,1,2,,3
712-2023-413 PA ITC Asociado A de CULAGOS,413,2023,CULAGOS,ITC,Asociado,A,3,4,,7
712-2023-414 PA ITC Asociado A de CUTONALÁ,414,2023,CUTONALÁ,ITC,Asociado,A,7,3,,10
712-2023-415 PA ITC Asociado A de CUTLAJOMULCO,415,2023,CUTLAJOMULCO,ITC,Asociado,A,3,3,,6
712-2023-416 PA ITC Asociado A de SUV,416,2023,SUV,ITC,Asociado,A,1,4,,5
712-2023-417 PA ITC Asociado A de SEMS,417,2023,SEMS,ITC,Asociado,A,0,0,,0
712-2023-418 PA ITC Asociado A de AG,418,2023,AG,ITC,Asociado,A,0,0,,0
712-2023-419 PA ITC Asociado B de CUCEA,419,2023,CUCEA,ITC,Asociado,B,26,13,,39
712-2023-420 PA ITC Asociado B de CUCEI,420,2023,CUCEI,ITC,Asociado,B,27,15,,42
712-2023-421 PA ITC Asociado B de CUCSH,421,2023,CUCSH,ITC,Asociado,B,23,19,,42
712-2023-422 PA ITC Asociado B de CUCS,422,2023,CUCS,ITC,Asociado,B,27,26,,53
712-2023-423 PA ITC Asociado B de CUAAD,423,2023,CUAAD,ITC,Asociado,B,8,8,,16
712-2023-424 PA ITC Asociado B de CUCBA,424,2023,CUCBA,ITC,Asociado,B,11,6,,17
712-2023-425 PA ITC Asociado B de CUALTOS,425,2023,CUALTOS,ITC,Asociado,B,5,10,,15
712-2023-426 PA ITC Asociado B de CUCIÉNEGA,426,2023,CUCIÉNEGA,ITC,Asociado,B,16,15,,31
712-2023-427 PA ITC Asociado B de CUSUR,427,2023,CUSUR,ITC,Asociado,B,9,8,,17
712-2023-428 PA ITC Asociado B de CUCOSTA,428,2023,CUCOSTA,ITC,Asociado,B,5,7,,12
712-2023-429 PA ITC Asociado B de CUCOSTASUR,429,2023,CUCOSTASUR,ITC,Asociado,B,10,5,,15
712-2023-430 PA ITC Asociado B de CUVALLES,430,2023,CUVALLES,ITC,Asociado,B,12,8,,20
712-2023-431 PA ITC Asociado B de CUNORTE,431,2023,CUNORTE,ITC,Asociado,B,3,4,,7
712-2023-432 PA ITC Asociado B de CULAGOS,432,2023,CULAGOS,ITC,Asociado,B,7,5,,12
712-2023-433 PA ITC Asociado B de CUTONALÁ,433,2023,CUTONALÁ,ITC,Asociado,B,18,16,,34
712-2023-434 PA ITC Asociado B de CUTLAJOMULCO,434,2023,CUTLAJOMULCO,ITC,Asociado,B,2,0,,2
712-2023-435 PA ITC Asociado B de SUV,435,2023,SUV,ITC,Asociado,B,6,9,,15
712-2023-436 PA ITC Asociado B de SEMS,436,2023,SEMS,ITC,Asociado,B,0,1,,1
712-2023-437 PA ITC Asociado B de AG,437,2023,AG,ITC,Asociado,B,0,0,,0
712-2023-438 PA ITC Asociado C de CUCEA,438,2023,CUCEA,ITC,Asociado,C,15,16,,31
712-2023-439 PA ITC Asociado C de CUCEI,439,2023,CUCEI,ITC,Asociado,C,27,15,,42
712-2023-440 PA ITC Asociado C de CUCSH,440,2023,CUCSH,ITC,Asociado,C,21,31,,52
712-2023-441 PA ITC Asociado C de CUCS,441,2023,CUCS,ITC,Asociado,C,22,25,,47
712-2023-442 PA ITC Asociado C de CUAAD,442,2023,CUAAD,ITC,Asociado,C,5,5,,10
712-2023-443 PA ITC Asociado C de CUCBA,443,2023,CUCBA,ITC,Asociado,C,5,10,,15
712-2023-444 PA ITC Asociado C de CUALTOS,444,2023,CUALTOS,ITC,Asociado,C,7,3,,10
712-2023-445 PA ITC Asociado C de CUCIÉNEGA,445,2023,CUCIÉNEGA,ITC,Asociado,C,7,8,,15
712-2023-446 PA ITC Asociado C de CUSUR,446,2023,CUSUR,ITC,Asociado,C,5,7,,12
712-2023-447 PA ITC Asociado C de CUCOSTA,447,2023,CUCOSTA,ITC,Asociado,C,5,11,,16
712-2023-448 PA ITC Asociado C de CUCOSTASUR,448,2023,CUCOSTASUR,ITC,Asociado,C,7,2,,9
712-2023-449 PA ITC Asociado C de CUVALLES,449,2023,CUVALLES,ITC,Asociado,C,16,9,,25
712-2023-450 PA ITC Asociado C de CUNORTE,450,2023,CUNORTE,ITC,Asociado,C,6,6,,12
712-2023-451 PA ITC Asociado C de CULAGOS,451,2023,CULAGOS,ITC,Asociado,C,9,8,,17
712-2023-452 PA ITC Asociado C de CUTONALÁ,452,2023,CUTONALÁ,ITC,Asociado,C,9,5,,14
712-2023-453 PA ITC Asociado C de CUTLAJOMULCO,453,2023,CUTLAJOMULCO,ITC,Asociado,C,2,0,,2
712-2023-454 PA ITC Asociado C de SUV,454,2023,SUV,ITC,Asociado,C,4,6,,10
712-2023-455 PA ITC Asociado C de SEMS,455,2023,SEMS,ITC,Asociado,C,0,0,,0
712-2023-456 PA ITC Asociado C de AG,456,2023,AG,ITC,Asociado,C,0,0,,0
712-2023-457 PA ITC Titular A de CUCEA,457,2023,CUCEA,ITC,Titular,A,34,17,,51
712-2023-458 PA ITC Titular A de CUCEI,458,2023,CUCEI,ITC,Titular,A,86,49,,135
712-2023-459 PA ITC Titular A de CUCSH,459,2023,CUCSH,ITC,Titular,A,40,34,,74
712-2023-460 PA ITC Titular A de CUCS,460,2023,CUCS,ITC,Titular,A,27,47,,74
712-2023-461 PA ITC Titular A de CUAAD,461,2023,CUAAD,ITC,Titular,A,18,16,,34
712-2023-462 PA ITC Titular A de CUCBA,462,2023,CUCBA,ITC,Titular,A,20,23,,43
712-2023-463 PA ITC Titular A de CUALTOS,463,2023,CUALTOS,ITC,Titular,A,13,9,,22
712-2023-464 PA ITC Titular A de CUCIÉNEGA,464,2023,CUCIÉNEGA,ITC,Titular,A,17,13,,30
712-2023-465 PA ITC Titular A de CUSUR,465,2023,CUSUR,ITC,Titular,A,12,21,,33
712-2023-466 PA ITC Titular A de CUCOSTA,466,2023,CUCOSTA,ITC,Titular,A,18,12,,30
712-2023-467 PA ITC Titular A de CUCOSTASUR,467,2023,CUCOSTASUR,ITC,Titular,A,27,19,,46
712-2023-468 PA ITC Titular A de CUVALLES,468,2023,CUVALLES,ITC,Titular,A,23,16,,39
712-2023-469 PA ITC Titular A de CUNORTE,469,2023,CUNORTE,ITC,Titular,A,11,12,,23
712-2023-470 PA ITC Titular A de CULAGOS,470,2023,CULAGOS,ITC,Titular,A,12,5,,17
712-2023-471 PA ITC Titular A de CUTONALÁ,471,2023,CUTONALÁ,ITC,Titular,A,28,23,,51
712-2023-472 PA ITC Titular A de CUTLAJOMULCO,472,2023,CUTLAJOMULCO,ITC,Titular,A,0,1,,1
712-2023-473 PA ITC Titular A de SUV,473,2023,SUV,ITC,Titular,A,8,16,,24
712-2023-474 PA ITC Titular A de SEMS,474,2023,SEMS,ITC,Titular,A,1,0,,1
712-2023-475 PA ITC Titular A de AG,475,2023,AG,ITC,Titular,A,0,0,,0
712-2023-476 PA ITC Titular B de CUCEA,476,2023,CUCEA,ITC,Titular,B,15,21,,36
712-2023-477 PA ITC Titular B de CUCEI,477,2023,CUCEI,ITC,Titular,B,30,16,,46
712-2023-478 PA ITC Titular B de CUCSH,478,2023,CUCSH,ITC,Titular,B,24,31,,55
712-2023-479 PA ITC Titular B de CUCS,479,2023,CUCS,ITC,Titular,B,17,26,,43
712-2023-480 PA ITC Titular B de CUAAD,480,2023,CUAAD,ITC,Titular,B,6,10,,16
712-2023-481 PA ITC Titular B de CUCBA,481,2023,CUCBA,ITC,Titular,B,17,19,,36
712-2023-482 PA ITC Titular B de CUALTOS,482,2023,CUALTOS,ITC,Titular,B,3,4,,7
712-2023-483 PA ITC Titular B de CUCIÉNEGA,483,2023,CUCIÉNEGA,ITC,Titular,B,17,8,,25
712-2023-484 PA ITC Titular B de CUSUR,484,2023,CUSUR,ITC,Titular,B,7,5,,12
712-2023-485 PA ITC Titular B de CUCOSTA,485,2023,CUCOSTA,ITC,Titular,B,8,7,,15
712-2023-486 PA ITC Titular B de CUCOSTASUR,486,2023,CUCOSTASUR,ITC,Titular,B,7,1,,8
712-2023-487 PA ITC Titular B de CUVALLES,487,2023,CUVALLES,ITC,Titular,B,3,3,,6
712-2023-488 PA ITC Titular B de CUNORTE,488,2023,CUNORTE,ITC,Titular,B,5,3,,8
712-2023-489 PA ITC Titular B de CULAGOS,489,2023,CULAGOS,ITC,Titular,B,9,6,,15
712-2023-490 PA ITC Titular B de CUTONALÁ,490,2023,CUTONALÁ,ITC,Titular,B,3,1,,4
712-2023-491 PA ITC Titular B de CUTLAJOMULCO,491,2023,CUTLAJOMULCO,ITC,Titular,B,0,0,,0
712-2023-492 PA ITC Titular B de SUV,492,2023,SUV,ITC,Titular,B,4,4,,8
712-2023-493 PA ITC Titular B de SEMS,493,2023,SEMS,ITC,Titular,B,0,0,,0
712-2023-494 PA ITC Titular B de AG,494,2023,AG,ITC,Titular,B,0,0,,0
712-2023-495 PA ITC Titular C de CUCEA,495,2023,CUCEA,ITC,Titular,C,59,25,,84
712-2023-496 PA ITC Titular C de CUCEI,496,2023,CUCEI,ITC,Titular,C,84,20,,104
712-2023-497 PA ITC Titular C de CUCSH,497,2023,CUCSH,ITC,Titular,C,76,64,,140
712-2023-498 PA ITC Titular C de CUCS,498,2023,CUCS,ITC,Titular,C,53,54,,107
712-2023-499 PA ITC Titular C de CUAAD,499,2023,CUAAD,ITC,Titular,C,17,11,,28
712-2023-500 PA ITC Titular C de CUCBA,500,2023,CUCBA,ITC,Titular,C,63,34,,97
712-2023-501 PA ITC Titular C de CUALTOS,501,2023,CUALTOS,ITC,Titular,C,6,0,,6
712-2023-502 PA ITC Titular C de CUCIÉNEGA,502,2023,CUCIÉNEGA,ITC,Titular,C,11,6,,17
712-2023-503 PA ITC Titular C de CUSUR,503,2023,CUSUR,ITC,Titular,C,7,6,,13
712-2023-504 PA ITC Titular C de CUCOSTA,504,2023,CUCOSTA,ITC,Titular,C,17,7,,24
712-2023-505 PA ITC Titular C de CUCOSTASUR,505,2023,CUCOSTASUR,ITC,Titular,C,26,11,,37
712-2023-506 PA ITC Titular C de CUVALLES,506,2023,CUVALLES,ITC,Titular,C,5,1,,6
712-2023-507 PA ITC Titular C de CUNORTE,507,2023,CUNORTE,ITC,Titular,C,2,0,,2
712-2023-508 PA ITC Titular C de CULAGOS,508,2023,CULAGOS,ITC,Titular,C,6,1,,7
712-2023-509 PA ITC Titular C de CUTONALÁ,509,2023,CUTONALÁ,ITC,Titular,C,2,2,,4
712-2023-510 PA ITC Titular C de CUTLAJOMULCO,510,2023,CUTLAJOMULCO,ITC,Titular,C,0,0,,0
712-2023-511 PA ITC Titular C de SUV,511,2023,SUV,ITC,Titular,C,1,10,,11
