name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2020B 1 14MMS0607X BGC,1,2020-2021,2020,B,14MMS0607X,BGC,,,,1131,,,,525,,,,606,46.42,,87
2020B 2 14MMS0608W BGC,2,2020-2021,2020,B,14MMS0608W,BGC,,,,1748,,,,727,,,,1021,41.59,,86
2020B 3 14MMS0609V BGC,3,2020-2021,2020,B,14MMS0609V,BGC,,,,956,,,,426,,,,530,44.56,,89
2020B 4 14MMS0610K BGC,4,2020-2021,2020,B,14MMS0610K,BGC,,,,844,,,,427,,,,417,50.59,,88
2020B 5 14MMS0611J BGC,5,2020-2021,2020,B,14MMS0611J,BGC,,,,1211,,,,487,,,,724,40.21,,93
2020B 6 14MMS0612I BGC,6,2020-2021,2020,B,14MMS0612I,BGC,,,,2133,,,,901,,,,1232,42.24,,87
2020B 7 14MMS0613H BGC,7,2020-2021,2020,B,14MMS0613H,BGC,,,,2139,,,,998,,,,1141,46.66,,85
2020B 8 14MMS0647Y BGC,8,2020-2021,2020,B,14MMS0647Y,BGC,,,,1577,,,,657,,,,920,41.66,,85
2020B 9 14MMS0648X BGC,9,2020-2021,2020,B,14MMS0648X,BGC,,,,1421,,,,723,,,,698,50.88,,88
2020B 10 14MMS0649W BGC,10,2020-2021,2020,B,14MMS0649W,BGC,,,,1736,,,,814,,,,922,46.89,,86
2020B 11 14MMS0650L BGC,11,2020-2021,2020,B,14MMS0650L,BGC,,,,1320,,,,625,,,,695,47.35,,88
2020B 12 14MMS0650L 3095300007,12,2020-2021,2020,B,14MMS0650L,3095300007,,,,190,,,,102,,,,88,53.68,,89
2020B 13 14MMS0650L 3093100005,13,2020-2021,2020,B,14MMS0650L,3093100005,,,,174,,,,94,,,,80,54.02,,83
2020B 14 14MMS0646Z BGC,14,2020-2021,2020,B,14MMS0646Z,BGC,,,,1505,,,,1125,,,,380,74.75,,75
2020B 15 14MMS0640E BGC,15,2020-2021,2020,B,14MMS0640E,BGC,,,,403,,,,202,,,,201,50.12,,81
2020B 16 14MMS0615F BGC,16,2020-2021,2020,B,14MMS0615F,BGC,,,,1579,,,,461,,,,1118,29.20,,92
2020B 17 14MMS0630Y BGC,17,2020-2021,2020,B,14MMS0630Y,BGC,,,,1007,,,,411,,,,596,40.81,,85
2020B 18 14MMS0641D BGC,18,2020-2021,2020,B,14MMS0641D,BGC,,,,218,,,,99,,,,119,45.41,,82
2020B 19 14MMS0631X BGC,19,2020-2021,2020,B,14MMS0631X,BGC,,,,1354,,,,708,,,,646,52.29,,85
2020B 20 14MMS0636S BGC,20,2020-2021,2020,B,14MMS0636S,BGC,,,,929,,,,632,,,,297,68.03,,79
2020B 21 14MMS0752I BGC,21,2020-2021,2020,B,14MMS0752I,BGC,,,,913,,,,314,,,,599,34.39,,90
2020B 22 14MMS0752I 3061300004,22,2020-2021,2020,B,14MMS0752I,3061300004,,,,272,,,,155,,,,117,56.99,,83
2020B 23 14MMS0752I 3073200001,23,2020-2021,2020,B,14MMS0752I,3073200001,,,,305,,,,163,,,,142,53.44,,83
2020B 24 14MMS0753H BGC,24,2020-2021,2020,B,14MMS0753H,BGC,,,,1308,,,,508,,,,800,38.84,,85
