name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
695 2020-2021 14MMS0758C BGC,695,2020-2021,14MMS0758C,BGC,Escolarizada,103,87,,190,3,2,,5,0,0,,0
696 2020-2021 14MMS0759B BGC,696,2020-2021,14MMS0759B,BGC,Escolarizada,1401,1760,,3161,18,23,,41,0,3,,3
697 2020-2021 14MMS0760R BGC,697,2020-2021,14MMS0760R,BGC,Escolarizada,39,45,,84,0,0,,0,0,0,,0
698 2020-2021 14MMS0761Q BGC,698,2020-2021,14MMS0761Q,BGC,Escolarizada,139,146,,285,0,0,,0,0,0,,0
699 2020-2021 14MMS0762P BGC,699,2020-2021,14MMS0762P,BGC,Escolarizada,119,135,,254,1,0,,1,0,0,,0
700 2020-2021 14MMS0763O BGC,700,2020-2021,14MMS0763O,BGC,Escolarizada,64,54,,118,0,0,,0,0,0,,0
701 2020-2021 14MMS0764N BGC,701,2020-2021,14MMS0764N,BGC,Escolarizada,70,94,,164,0,1,,1,0,0,,0
702 2020-2021 14MMS0766L BGC,702,2020-2021,14MMS0766L,BGC,Escolarizada,26,30,,56,0,0,,0,0,0,,0
703 2020-2021 14MMS0767K BGC,703,2020-2021,14MMS0767K,BGC,Escolarizada,349,379,,728,1,5,,6,0,0,,0
704 2020-2021 14MMS0768J BGC,704,2020-2021,14MMS0768J,BGC,Escolarizada,106,103,,209,1,4,,5,0,0,,0
705 2020-2021 14MMS0769I BGC,705,2020-2021,14MMS0769I,BGC,Escolarizada,112,136,,248,0,1,,1,0,0,,0
706 2020-2021 14MMS0770Y BGC,706,2020-2021,14MMS0770Y,BGC,Escolarizada,36,33,,69,1,0,,1,0,0,,0
707 2020-2021 14MMS0771X BGC,707,2020-2021,14MMS0771X,BGC,Escolarizada,147,213,,360,0,0,,0,0,0,,0
708 2020-2021 14MMS0772W BGC,708,2020-2021,14MMS0772W,BGC,Escolarizada,42,56,,98,0,1,,1,0,0,,0
709 2020-2021 14MMS0773V BGC,709,2020-2021,14MMS0773V,BGC,Escolarizada,786,840,,1626,13,18,,31,0,0,,0
710 2020-2021 14MMS0774U 2092100004,710,2020-2021,14MMS0774U,2092100004,Escolarizada,360,1012,,1372,3,4,,7,1,4,,5
711 2020-2021 14MMS0775T 2021300033,711,2020-2021,14MMS0775T,2021300033,Escolarizada,339,188,,527,11,3,,14,0,0,,0
712 2020-2021 14MMS0776S 2062200013,712,2020-2021,14MMS0776S,2062200013,Escolarizada,770,240,,1010,20,3,,23,0,0,,0
713 2020-2021 14MMS0776S 2071100002,713,2020-2021,14MMS0776S,2071100002,Escolarizada,865,39,,904,15,0,,15,0,0,,0
714 2020-2021 14MMS0776S 2071200002,714,2020-2021,14MMS0776S,2071200002,Escolarizada,474,18,,492,12,0,,12,0,0,,0
715 2020-2021 14MMS0776S 2071400003,715,2020-2021,14MMS0776S,2071400003,Escolarizada,320,333,,653,5,4,,9,0,0,,0
716 2020-2021 14MMS0776S 2072100002,716,2020-2021,14MMS0776S,2072100002,Escolarizada,287,722,,1009,5,13,,18,0,1,,1
717 2020-2021 14MMS0776S 2072300001,717,2020-2021,14MMS0776S,2072300001,Escolarizada,197,77,,274,4,1,,5,0,0,,0
718 2020-2021 14MMS0776S 2072400003,718,2020-2021,14MMS0776S,2072400003,Escolarizada,213,67,,280,4,0,,4,0,0,,0
719 2020-2021 14MMS0776S 3071700002,719,2020-2021,14MMS0776S,3071700002,Escolarizada,76,104,,180,1,2,,3,0,1,,1
720 2020-2021 14MMS0776S 3073200001,720,2020-2021,14MMS0776S,3073200001,Escolarizada,404,208,,612,12,6,,18,1,0,,1
721 2020-2021 14MMS0777R 2092100004,721,2020-2021,14MMS0777R,2092100004,Escolarizada,176,579,,755,5,4,,9,0,0,,0
722 2020-2021 14MMS0798D BGC,722,2020-2021,14MMS0798D,BGC,Escolarizada,227,298,,525,3,8,,11,0,0,,0
723 2020-2021 14MMS0799C 2051200001,723,2020-2021,14MMS0799C,2051200001,Escolarizada,142,251,,393,0,3,,3,0,0,,0
724 2020-2021 14MMS0799C 2062100003,724,2020-2021,14MMS0799C,2062100003,Escolarizada,142,84,,226,4,1,,5,0,0,,0
725 2020-2021 14MMS0799C 2062200007,725,2020-2021,14MMS0799C,2062200007,Escolarizada,803,332,,1135,18,3,,21,1,0,,1
726 2020-2021 14MMS0799C 2071100002,726,2020-2021,14MMS0799C,2071100002,Escolarizada,183,20,,203,3,0,,3,0,0,,0
727 2020-2021 14MMS0799C 2071200002,727,2020-2021,14MMS0799C,2071200002,Escolarizada,97,13,,110,2,0,,2,0,0,,0
728 2020-2021 14MMS0799C 2071200011,728,2020-2021,14MMS0799C,2071200011,Escolarizada,251,60,,311,6,1,,7,0,1,,1
729 2020-2021 14MMS0799C 2072000001,729,2020-2021,14MMS0799C,2072000001,Escolarizada,112,46,,158,1,1,,2,0,0,,0
730 2020-2021 14MMS0799C 3041100005,730,2020-2021,14MMS0799C,3041100005,Escolarizada,177,294,,471,4,4,,8,0,0,,0
731 2020-2021 14MMS0799C 3042000001,731,2020-2021,14MMS0799C,3042000001,Escolarizada,369,567,,936,5,8,,13,0,0,,0
732 2020-2021 14MMS0817B BGC,732,2020-2021,14MMS0817B,BGC,Escolarizada,191,167,,358,1,2,,3,0,0,,0
733 2020-2021 14MMS0818A BGC,733,2020-2021,14MMS0818A,BGC,Escolarizada,1266,1900,,3166,20,41,,61,0,0,,0
734 2020-2021 14MMS0827I BGC,734,2020-2021,14MMS0827I,BGC,Escolarizada,97,120,,217,0,1,,1,0,0,,0
735 2020-2021 14MMS0832U BGC,735,2020-2021,14MMS0832U,BGC,Escolarizada,82,103,,185,0,0,,0,0,0,,0
736 2020-2021 14MMS0844Z BGC,736,2020-2021,14MMS0844Z,BGC,Escolarizada,1055,1144,,2199,17,19,,36,2,0,,2
