name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
492 2020-2021 14USU0230T 7042500034,492,2020-2021,14USU0230T,7042500034,Escolarizada,6,8,,14,0,0,,0,0,1,,1
493 2020-2021 14USU0230T 7091316004,493,2020-2021,14USU0230T,7091316004,Escolarizada,1,11,,12,0,0,,0,0,0,,0
494 2020-2021 14USU0230T 7091325001,494,2020-2021,14USU0230T,7091325001,Escolarizada,3,10,,13,0,0,,0,0,0,,0
495 2020-2021 14USU0230T 7091345002,495,2020-2021,14USU0230T,7091345002,Escolarizada,2,10,,12,0,1,,1,0,0,,0
496 2020-2021 14USU0230T 7092208001,496,2020-2021,14USU0230T,7092208001,Escolarizada,1,7,,8,0,0,,0,0,0,,0
497 2020-2021 14USU0230T 7093207003,497,2020-2021,14USU0230T,7093207003,Escolarizada,1,2,,3,1,0,,1,0,0,,0
498 2020-2021 14USU0230T 7095000011,498,2020-2021,14USU0230T,7095000011,Escolarizada,10,8,,18,0,0,,0,1,0,,1
499 2020-2021 14USU0230T 7095600030,499,2020-2021,14USU0230T,7095600030,Escolarizada,15,15,,30,0,3,,3,0,0,,0
500 2020-2021 14USU0230T 7095600046,500,2020-2021,14USU0230T,7095600046,Escolarizada,2,5,,7,0,0,,0,0,0,,0
501 2020-2021 14USU0230T 8031100011,501,2020-2021,14USU0230T,8031100011,Escolarizada,2,5,,7,0,0,,0,0,0,,0
502 2020-2021 14USU0230T 8051100012,502,2020-2021,14USU0230T,8051100012,Escolarizada,11,34,,45,0,2,,2,0,1,,1
503 2020-2021 14USU0230T 8051200017,503,2020-2021,14USU0230T,8051200017,Escolarizada,33,36,,69,0,0,,0,1,0,,1
504 2020-2021 14USU0230T 8051200020,504,2020-2021,14USU0230T,8051200020,Escolarizada,16,15,,31,0,0,,0,0,0,,0
505 2020-2021 14USU0230T 8072100013,505,2020-2021,14USU0230T,8072100013,Escolarizada,6,15,,21,0,0,,0,0,0,,0
506 2020-2021 14USU0230T 8091100003,506,2020-2021,14USU0230T,8091100003,Escolarizada,12,13,,25,0,0,,0,0,0,,0
507 2020-2021 14USU0230T 8095000003,507,2020-2021,14USU0230T,8095000003,Escolarizada,2,0,,2,0,0,,0,0,0,,0
508 2020-2021 14USU0230T 8095200003,508,2020-2021,14USU0230T,8095200003,Escolarizada,30,32,,62,0,1,,1,0,0,,0
509 2020-2021 14USU0230T 8095600001,509,2020-2021,14USU0230T,8095600001,Escolarizada,18,25,,43,0,0,,0,0,1,,1
510 2020-2021 14MMS0607X BGAI,510,2020-2021,14MMS0607X,BGAI,Escolarizada,19,21,,40,1,0,,1,0,0,,0
511 2020-2021 14MMS0607X BGC,511,2020-2021,14MMS0607X,BGC,Escolarizada,1090,1465,,2555,18,29,,47,0,0,,0
512 2020-2021 14MMS0608W BGC,512,2020-2021,14MMS0608W,BGC,Escolarizada,1622,2063,,3685,24,24,,48,0,1,,1
513 2020-2021 14MMS0609V BGAI,513,2020-2021,14MMS0609V,BGAI,Escolarizada,50,51,,101,0,0,,0,0,0,,0
514 2020-2021 14MMS0609V BGC,514,2020-2021,14MMS0609V,BGC,Escolarizada,829,1351,,2180,16,13,,29,0,0,,0
515 2020-2021 14MMS0610K BGAI,515,2020-2021,14MMS0610K,BGAI,Escolarizada,80,63,,143,1,0,,1,0,0,,0
516 2020-2021 14MMS0610K BGC,516,2020-2021,14MMS0610K,BGC,Escolarizada,860,1359,,2219,13,23,,36,0,0,,0
517 2020-2021 14MMS0611J BGC,517,2020-2021,14MMS0611J,BGC,Escolarizada,988,1492,,2480,19,20,,39,0,0,,0
518 2020-2021 14MMS0612I BGC,518,2020-2021,14MMS0612I,BGC,Escolarizada,1704,2728,,4432,27,42,,69,0,3,,3
519 2020-2021 14MMS0613H BGC,519,2020-2021,14MMS0613H,BGC,Escolarizada,2307,2921,,5228,50,39,,89,6,9,,15
520 2020-2021 14MMS0614G 3101600003,520,2020-2021,14MMS0614G,3101600003,Escolarizada,251,667,,918,7,11,,18,0,0,,0
521 2020-2021 14MMS0614G BGC,521,2020-2021,14MMS0614G,BGC,Escolarizada,1742,2739,,4481,34,47,,81,0,0,,0
522 2020-2021 14MMS0615F BGC,522,2020-2021,14MMS0615F,BGC,Escolarizada,889,1454,,2343,9,28,,37,0,0,,0
523 2020-2021 14MMS0616E 2071100002,523,2020-2021,14MMS0616E,2071100002,Escolarizada,254,7,,261,3,0,,3,0,0,,0
524 2020-2021 14MMS0616E 2071400001,524,2020-2021,14MMS0616E,2071400001,Escolarizada,236,337,,573,2,10,,12,0,0,,0
525 2020-2021 14MMS0616E 2092100004,525,2020-2021,14MMS0616E,2092100004,Escolarizada,240,659,,899,3,5,,8,0,0,,0
526 2020-2021 14MMS0616E 3081100003,526,2020-2021,14MMS0616E,3081100003,Escolarizada,250,208,,458,4,2,,6,0,0,,0
527 2020-2021 14MMS0616E BGC,527,2020-2021,14MMS0616E,BGC,Escolarizada,407,548,,955,9,12,,21,0,0,,0
528 2020-2021 14MMS0617D BGC,528,2020-2021,14MMS0617D,BGC,Escolarizada,474,664,,1138,7,6,,13,1,0,,1
529 2020-2021 14MMS0618C BGC,529,2020-2021,14MMS0618C,BGC,Escolarizada,713,932,,1645,9,10,,19,0,0,,0
530 2020-2021 14MMS0619B BGC,530,2020-2021,14MMS0619B,BGC,Escolarizada,588,779,,1367,19,13,,32,0,1,,1
531 2020-2021 14MMS0620R BGC,531,2020-2021,14MMS0620R,BGC,Escolarizada,225,271,,496,1,1,,2,0,0,,0
532 2020-2021 14MMS0621Q BGC,532,2020-2021,14MMS0621Q,BGC,Escolarizada,730,975,,1705,23,19,,42,0,0,,0
533 2020-2021 14MMS0622P BGC,533,2020-2021,14MMS0622P,BGC,Escolarizada,257,272,,529,5,9,,14,0,0,,0
534 2020-2021 14MMS0623O BGC,534,2020-2021,14MMS0623O,BGC,Escolarizada,1377,1972,,3349,22,36,,58,0,1,,1
535 2020-2021 14MMS0624N BGC,535,2020-2021,14MMS0624N,BGC,Escolarizada,290,397,,687,2,4,,6,0,1,,1
536 2020-2021 14MMS0625M BGAI,536,2020-2021,14MMS0625M,BGAI,Escolarizada,12,13,,25,0,0,,0,0,0,,0
537 2020-2021 14MMS0625M BGC,537,2020-2021,14MMS0625M,BGC,Escolarizada,283,328,,611,6,3,,9,21,20,,41
538 2020-2021 14MMS0626L BGC,538,2020-2021,14MMS0626L,BGC,Escolarizada,852,1193,,2045,15,37,,52,0,2,,2
539 2020-2021 14MMS0627K BGAI,539,2020-2021,14MMS0627K,BGAI,Escolarizada,6,15,,21,0,1,,1,0,0,,0
540 2020-2021 14MMS0627K BGC,540,2020-2021,14MMS0627K,BGC,Escolarizada,309,329,,638,0,0,,0,0,0,,0
541 2020-2021 14MMS0628J BGC,541,2020-2021,14MMS0628J,BGC,Escolarizada,827,1010,,1837,22,18,,40,0,1,,1
542 2020-2021 14MMS0629I BGC,542,2020-2021,14MMS0629I,BGC,Escolarizada,831,1084,,1915,18,24,,42,0,0,,0
543 2020-2021 14MMS0630Y BGC,543,2020-2021,14MMS0630Y,BGC,Escolarizada,943,1213,,2156,19,23,,42,1,0,,1
544 2020-2021 14MMS0631X BGC,544,2020-2021,14MMS0631X,BGC,Escolarizada,1430,1850,,3280,15,18,,33,3,2,,5
545 2020-2021 14MMS0632W 3042100026,545,2020-2021,14MMS0632W,3042100026,Escolarizada,88,86,,174,1,0,,1,0,0,,0
546 2020-2021 14MMS0632W BGC,546,2020-2021,14MMS0632W,BGC,Escolarizada,1106,1417,,2523,24,19,,43,0,0,,0
547 2020-2021 14MMS0633V BGC,547,2020-2021,14MMS0633V,BGC,Escolarizada,214,284,,498,6,7,,13,0,2,,2
548 2020-2021 14MMS0634U BGC,548,2020-2021,14MMS0634U,BGC,Escolarizada,799,1224,,2023,26,30,,56,0,2,,2
549 2020-2021 14MMS0635T BGC,549,2020-2021,14MMS0635T,BGC,Escolarizada,620,762,,1382,19,26,,45,0,0,,0
550 2020-2021 14MMS0636S BGC,550,2020-2021,14MMS0636S,BGC,Escolarizada,1248,1470,,2718,13,17,,30,1,1,,2
551 2020-2021 14MMS0637R BGC,551,2020-2021,14MMS0637R,BGC,Escolarizada,359,417,,776,6,7,,13,1,0,,1
552 2020-2021 14MMS0638Q BGC,552,2020-2021,14MMS0638Q,BGC,Escolarizada,330,469,,799,1,0,,1,0,0,,0
553 2020-2021 14MMS0639P BGC,553,2020-2021,14MMS0639P,BGC,Escolarizada,262,291,,553,5,2,,7,0,0,,0
554 2020-2021 14MMS0640E BGC,554,2020-2021,14MMS0640E,BGC,Escolarizada,425,588,,1013,10,12,,22,0,0,,0
555 2020-2021 14MMS0641D BGC,555,2020-2021,14MMS0641D,BGC,Escolarizada,203,267,,470,4,4,,8,0,1,,1
556 2020-2021 14MMS0642C BGC,556,2020-2021,14MMS0642C,BGC,Escolarizada,267,370,,637,4,11,,15,0,0,,0
557 2020-2021 14MMS0643B BGAI,557,2020-2021,14MMS0643B,BGAI,Escolarizada,17,10,,27,0,0,,0,0,0,,0
558 2020-2021 14MMS0643B BGC,558,2020-2021,14MMS0643B,BGC,Escolarizada,473,534,,1007,3,4,,7,0,0,,0
559 2020-2021 14MMS0644A BGC,559,2020-2021,14MMS0644A,BGC,Escolarizada,386,416,,802,2,1,,3,0,0,,0
560 2020-2021 14MMS0645Z 3021700001,560,2020-2021,14MMS0645Z,3021700001,Escolarizada,100,134,,234,1,2,,3,0,0,,0
561 2020-2021 14MMS0645Z 3042100001,561,2020-2021,14MMS0645Z,3042100001,Escolarizada,151,264,,415,4,5,,9,0,0,,0
562 2020-2021 14MMS0645Z BGAI,562,2020-2021,14MMS0645Z,BGAI,Escolarizada,54,57,,111,1,0,,1,0,0,,0
563 2020-2021 14MMS0645Z BGC,563,2020-2021,14MMS0645Z,BGC,Escolarizada,1171,1883,,3054,20,35,,55,0,0,,0
564 2020-2021 14MMS0646Z BGC,564,2020-2021,14MMS0646Z,BGC,Escolarizada,2612,2566,,5178,35,20,,55,2,2,,4
565 2020-2021 14MMS0647Y BGAI,565,2020-2021,14MMS0647Y,BGAI,Escolarizada,10,11,,21,0,0,,0,0,0,,0
566 2020-2021 14MMS0647Y BGC,566,2020-2021,14MMS0647Y,BGC,Escolarizada,1268,1816,,3084,13,21,,34,3,1,,4
567 2020-2021 14MMS0648X BGC,567,2020-2021,14MMS0648X,BGC,Escolarizada,1255,1891,,3146,18,24,,42,0,6,,6
568 2020-2021 14MMS0649W BGAI,568,2020-2021,14MMS0649W,BGAI,Escolarizada,36,37,,73,0,0,,0,0,0,,0
569 2020-2021 14MMS0649W BGC,569,2020-2021,14MMS0649W,BGC,Escolarizada,1814,2478,,4292,23,29,,52,3,4,,7
570 2020-2021 14MMS0650L 3093100005,570,2020-2021,14MMS0650L,3093100005,Escolarizada,128,322,,450,2,3,,5,0,0,,0
571 2020-2021 14MMS0650L 3095300007,571,2020-2021,14MMS0650L,3095300007,Escolarizada,139,336,,475,1,4,,5,0,0,,0
572 2020-2021 14MMS0650L BGAI,572,2020-2021,14MMS0650L,BGAI,Escolarizada,82,71,,153,0,0,,0,0,0,,0
573 2020-2021 14MMS0650L BGC,573,2020-2021,14MMS0650L,BGC,Escolarizada,1305,1744,,3049,19,23,,42,0,0,,0
574 2020-2021 14MMS0651K 3101600003,574,2020-2021,14MMS0651K,3101600003,Escolarizada,111,143,,254,1,5,,6,0,0,,0
575 2020-2021 14MMS0651K BGC,575,2020-2021,14MMS0651K,BGC,Escolarizada,432,615,,1047,7,13,,20,0,2,,2
576 2020-2021 14MMS0652J BGC,576,2020-2021,14MMS0652J,BGC,Escolarizada,256,321,,577,7,15,,22,0,0,,0
577 2020-2021 14MMS0653I BGC,577,2020-2021,14MMS0653I,BGC,Escolarizada,520,645,,1165,6,8,,14,0,1,,1
578 2020-2021 14MMS0654H BGAI,578,2020-2021,14MMS0654H,BGAI,Escolarizada,26,23,,49,0,0,,0,0,0,,0
579 2020-2021 14MMS0654H BGC,579,2020-2021,14MMS0654H,BGC,Escolarizada,607,1023,,1630,8,13,,21,0,1,,1
580 2020-2021 14MMS0655G BGC,580,2020-2021,14MMS0655G,BGC,Escolarizada,740,856,,1596,4,5,,9,1,3,,4
581 2020-2021 14MMS0656F BGC,581,2020-2021,14MMS0656F,BGC,Escolarizada,236,235,,471,1,0,,1,0,0,,0
582 2020-2021 14MMS0657E BGAI,582,2020-2021,14MMS0657E,BGAI,Escolarizada,176,159,,335,0,0,,0,0,0,,0
583 2020-2021 14MMS0657E BGC,583,2020-2021,14MMS0657E,BGC,Escolarizada,951,1297,,2248,10,14,,24,0,0,,0
584 2020-2021 14MMS0658D BGC,584,2020-2021,14MMS0658D,BGC,Escolarizada,625,805,,1430,15,13,,28,0,0,,0
585 2020-2021 14MMS0659C 3042100026,585,2020-2021,14MMS0659C,3042100026,Escolarizada,102,96,,198,6,2,,8,0,0,,0
586 2020-2021 14MMS0659C BGC,586,2020-2021,14MMS0659C,BGC,Escolarizada,304,439,,743,4,18,,22,0,0,,0
587 2020-2021 14MMS0660S 3042000001,587,2020-2021,14MMS0660S,3042000001,Escolarizada,94,88,,182,0,0,,0,0,0,,0
588 2020-2021 14MMS0660S 3101600003,588,2020-2021,14MMS0660S,3101600003,Escolarizada,61,102,,163,0,0,,0,0,0,,0
589 2020-2021 14MMS0660S BGC,589,2020-2021,14MMS0660S,BGC,Escolarizada,395,321,,716,1,0,,1,0,0,,0
590 2020-2021 14MMS0661R BGC,590,2020-2021,14MMS0661R,BGC,Escolarizada,92,104,,196,2,1,,3,0,0,,0
591 2020-2021 14MMS0662Q BGC,591,2020-2021,14MMS0662Q,BGC,Escolarizada,135,145,,280,0,0,,0,0,0,,0
592 2020-2021 14MMS0663P BGC,592,2020-2021,14MMS0663P,BGC,Escolarizada,78,84,,162,1,2,,3,0,0,,0
593 2020-2021 14MMS0664O BGC,593,2020-2021,14MMS0664O,BGC,Escolarizada,75,83,,158,0,1,,1,0,0,,0
594 2020-2021 14MMS0665N BGC,594,2020-2021,14MMS0665N,BGC,Escolarizada,115,130,,245,2,1,,3,0,0,,0
595 2020-2021 14MMS0666M BGC,595,2020-2021,14MMS0666M,BGC,Escolarizada,126,158,,284,2,8,,10,0,0,,0
596 2020-2021 14MMS0667L BGC,596,2020-2021,14MMS0667L,BGC,Escolarizada,109,203,,312,0,0,,0,0,0,,0
597 2020-2021 14MMS0668K BGC,597,2020-2021,14MMS0668K,BGC,Escolarizada,246,345,,591,3,3,,6,0,0,,0
598 2020-2021 14MMS0669J BGC,598,2020-2021,14MMS0669J,BGC,Escolarizada,123,157,,280,1,3,,4,0,0,,0
599 2020-2021 14MMS0670Z BGC,599,2020-2021,14MMS0670Z,BGC,Escolarizada,77,80,,157,0,1,,1,0,0,,0
600 2020-2021 14MMS0671Y BGC,600,2020-2021,14MMS0671Y,BGC,Escolarizada,73,87,,160,0,0,,0,0,0,,0
601 2020-2021 14MMS0672X BGC,601,2020-2021,14MMS0672X,BGC,Escolarizada,27,32,,59,0,0,,0,0,0,,0
602 2020-2021 14MMS0673W BGC,602,2020-2021,14MMS0673W,BGC,Escolarizada,118,119,,237,0,2,,2,0,0,,0
603 2020-2021 14MMS0674V BGC,603,2020-2021,14MMS0674V,BGC,Escolarizada,76,85,,161,0,0,,0,0,0,,0
604 2020-2021 14MMS0675U BGC,604,2020-2021,14MMS0675U,BGC,Escolarizada,56,80,,136,1,1,,2,0,0,,0
605 2020-2021 14MMS0676T BGC,605,2020-2021,14MMS0676T,BGC,Escolarizada,123,126,,249,1,0,,1,0,0,,0
606 2020-2021 14MMS0677S BGC,606,2020-2021,14MMS0677S,BGC,Escolarizada,116,131,,247,0,0,,0,0,0,,0
607 2020-2021 14MMS0678R BGC,607,2020-2021,14MMS0678R,BGC,Escolarizada,133,110,,243,0,0,,0,0,0,,0
608 2020-2021 14MMS0679Q BGC,608,2020-2021,14MMS0679Q,BGC,Escolarizada,186,164,,350,1,0,,1,0,0,,0
609 2020-2021 14MMS0680F BGC,609,2020-2021,14MMS0680F,BGC,Escolarizada,110,104,,214,0,1,,1,0,0,,0
610 2020-2021 14MMS0681E BGC,610,2020-2021,14MMS0681E,BGC,Escolarizada,95,103,,198,0,1,,1,0,0,,0
611 2020-2021 14MMS0682D BGC,611,2020-2021,14MMS0682D,BGC,Escolarizada,141,156,,297,2,2,,4,0,0,,0
612 2020-2021 14MMS0683C BGC,612,2020-2021,14MMS0683C,BGC,Escolarizada,161,171,,332,1,1,,2,0,1,,1
613 2020-2021 14MMS0684B BGC,613,2020-2021,14MMS0684B,BGC,Escolarizada,60,74,,134,0,0,,0,0,0,,0
614 2020-2021 14MMS0685A BGC,614,2020-2021,14MMS0685A,BGC,Escolarizada,191,196,,387,3,2,,5,6,11,,17
615 2020-2021 14MMS0686Z BGC,615,2020-2021,14MMS0686Z,BGC,Escolarizada,120,128,,248,1,0,,1,50,41,,91
616 2020-2021 14MMS0687Z BGC,616,2020-2021,14MMS0687Z,BGC,Escolarizada,57,57,,114,0,1,,1,5,2,,7
617 2020-2021 14MMS0688Y BGC,617,2020-2021,14MMS0688Y,BGC,Escolarizada,95,117,,212,1,0,,1,4,7,,11
618 2020-2021 14MMS0689X BGC,618,2020-2021,14MMS0689X,BGC,Escolarizada,64,55,,119,0,0,,0,0,0,,0
619 2020-2021 14MMS0690M BGC,619,2020-2021,14MMS0690M,BGC,Escolarizada,23,42,,65,0,0,,0,0,0,,0
620 2020-2021 14MMS0691L BGC,620,2020-2021,14MMS0691L,BGC,Escolarizada,76,108,,184,0,0,,0,0,0,,0
621 2020-2021 14MMS0692K BGC,621,2020-2021,14MMS0692K,BGC,Escolarizada,116,114,,230,3,1,,4,0,0,,0
622 2020-2021 14MMS0693J BGC,622,2020-2021,14MMS0693J,BGC,Escolarizada,337,345,,682,1,1,,2,0,1,,1
623 2020-2021 14MMS0694I BGC,623,2020-2021,14MMS0694I,BGC,Escolarizada,79,113,,192,1,1,,2,0,0,,0
624 2020-2021 14MMS0695H BGC,624,2020-2021,14MMS0695H,BGC,Escolarizada,180,226,,406,6,4,,10,0,0,,0
625 2020-2021 14MMS0696G BGC,625,2020-2021,14MMS0696G,BGC,Escolarizada,207,296,,503,0,2,,2,0,0,,0
626 2020-2021 14MMS0697F BGC,626,2020-2021,14MMS0697F,BGC,Escolarizada,107,105,,212,1,1,,2,0,0,,0
627 2020-2021 14MMS0698E BGC,627,2020-2021,14MMS0698E,BGC,Escolarizada,218,186,,404,0,0,,0,0,0,,0
628 2020-2021 14MMS0699D 3081100003,628,2020-2021,14MMS0699D,3081100003,Escolarizada,46,42,,88,0,0,,0,0,0,,0
629 2020-2021 14MMS0699D BGC,629,2020-2021,14MMS0699D,BGC,Escolarizada,143,159,,302,4,0,,4,0,0,,0
630 2020-2021 14MMS0700C BGC,630,2020-2021,14MMS0700C,BGC,Escolarizada,112,134,,246,0,0,,0,0,0,,0
631 2020-2021 14MMS0701B BGC,631,2020-2021,14MMS0701B,BGC,Escolarizada,380,465,,845,4,9,,13,2,0,,2
632 2020-2021 14MMS0702A BGC,632,2020-2021,14MMS0702A,BGC,Escolarizada,83,75,,158,2,2,,4,0,0,,0
633 2020-2021 14MMS0703Z BGC,633,2020-2021,14MMS0703Z,BGC,Escolarizada,124,134,,258,0,0,,0,0,0,,0
634 2020-2021 14MMS0704Z BGC,634,2020-2021,14MMS0704Z,BGC,Escolarizada,76,77,,153,0,0,,0,0,0,,0
635 2020-2021 14MMS0705Y BGC,635,2020-2021,14MMS0705Y,BGC,Escolarizada,310,370,,680,6,7,,13,0,1,,1
636 2020-2021 14MMS0706X BGC,636,2020-2021,14MMS0706X,BGC,Escolarizada,411,469,,880,13,8,,21,0,0,,0
637 2020-2021 14MMS0707W BGC,637,2020-2021,14MMS0707W,BGC,Escolarizada,355,413,,768,0,2,,2,0,0,,0
638 2020-2021 14MMS0708V BGC,638,2020-2021,14MMS0708V,BGC,Escolarizada,295,326,,621,2,3,,5,0,0,,0
639 2020-2021 14MMS0709U BGC,639,2020-2021,14MMS0709U,BGC,Escolarizada,207,197,,404,0,0,,0,1,0,,1
640 2020-2021 14MMS0710J BGC,640,2020-2021,14MMS0710J,BGC,Escolarizada,174,195,,369,0,1,,1,2,0,,2
641 2020-2021 14MMS0711I BGC,641,2020-2021,14MMS0711I,BGC,Escolarizada,96,99,,195,1,0,,1,0,0,,0
642 2020-2021 14MMS0712H BGC,642,2020-2021,14MMS0712H,BGC,Escolarizada,227,282,,509,0,0,,0,0,0,,0
643 2020-2021 14MMS0713G BGC,643,2020-2021,14MMS0713G,BGC,Escolarizada,249,292,,541,6,3,,9,0,0,,0
644 2020-2021 14MMS0714F BGC,644,2020-2021,14MMS0714F,BGC,Escolarizada,182,215,,397,5,6,,11,0,0,,0
645 2020-2021 14MMS0715E BGC,645,2020-2021,14MMS0715E,BGC,Escolarizada,109,143,,252,4,5,,9,0,0,,0
646 2020-2021 14MMS0716D BGC,646,2020-2021,14MMS0716D,BGC,Escolarizada,155,189,,344,0,0,,0,0,0,,0
647 2020-2021 14MMS0717C 3042000001,647,2020-2021,14MMS0717C,3042000001,Escolarizada,47,40,,87,0,0,,0,0,0,,0
648 2020-2021 14MMS0717C 3101600003,648,2020-2021,14MMS0717C,3101600003,Escolarizada,21,41,,62,0,0,,0,0,0,,0
649 2020-2021 14MMS0717C BGC,649,2020-2021,14MMS0717C,BGC,Escolarizada,256,240,,496,2,0,,2,0,0,,0
650 2020-2021 14MMS0718B 3042000001,650,2020-2021,14MMS0718B,3042000001,Escolarizada,42,37,,79,0,0,,0,0,0,,0
651 2020-2021 14MMS0718B 3101600003,651,2020-2021,14MMS0718B,3101600003,Escolarizada,67,103,,170,0,0,,0,0,0,,0
652 2020-2021 14MMS0718B BGC,652,2020-2021,14MMS0718B,BGC,Escolarizada,213,244,,457,0,0,,0,0,0,,0
653 2020-2021 14MMS0719A BGC,653,2020-2021,14MMS0719A,BGC,Escolarizada,111,123,,234,0,0,,0,0,0,,0
654 2020-2021 14MMS0720Q BGC,654,2020-2021,14MMS0720Q,BGC,Escolarizada,177,227,,404,0,0,,0,0,0,,0
655 2020-2021 14MMS0721P BGC,655,2020-2021,14MMS0721P,BGC,Escolarizada,210,304,,514,5,7,,12,0,1,,1
656 2020-2021 14MMS0722O BGC,656,2020-2021,14MMS0722O,BGC,Escolarizada,246,267,,513,2,5,,7,1,0,,1
657 2020-2021 14MMS0723N BGC,657,2020-2021,14MMS0723N,BGC,Escolarizada,62,71,,133,1,0,,1,0,0,,0
658 2020-2021 14MMS0724M BGC,658,2020-2021,14MMS0724M,BGC,Escolarizada,108,133,,241,0,0,,0,0,0,,0
659 2020-2021 14MMS0725L BGC,659,2020-2021,14MMS0725L,BGC,Escolarizada,56,72,,128,0,0,,0,0,0,,0
660 2020-2021 14MMS0726K BGC,660,2020-2021,14MMS0726K,BGC,Escolarizada,47,54,,101,0,0,,0,0,0,,0
661 2020-2021 14MMS0727J BGC,661,2020-2021,14MMS0727J,BGC,Escolarizada,53,76,,129,0,0,,0,0,0,,0
662 2020-2021 14MMS0728I BGC,662,2020-2021,14MMS0728I,BGC,Escolarizada,71,73,,144,2,1,,3,0,0,,0
663 2020-2021 14MMS0730X BGC,663,2020-2021,14MMS0730X,BGC,Escolarizada,86,81,,167,0,0,,0,0,0,,0
664 2020-2021 14MMS0731W BGC,664,2020-2021,14MMS0731W,BGC,Escolarizada,82,61,,143,1,0,,1,3,1,,4
665 2020-2021 14MMS0732V BGC,665,2020-2021,14MMS0732V,BGC,Escolarizada,117,99,,216,0,2,,2,0,1,,1
666 2020-2021 14MMS0733U BGC,666,2020-2021,14MMS0733U,BGC,Escolarizada,63,52,,115,0,0,,0,0,0,,0
667 2020-2021 14MMS0734T BGC,667,2020-2021,14MMS0734T,BGC,Escolarizada,43,41,,84,0,1,,1,5,3,,8
668 2020-2021 14MMS0735S BGC,668,2020-2021,14MMS0735S,BGC,Escolarizada,54,44,,98,1,3,,4,0,0,,0
669 2020-2021 14MMS0736R BGC,669,2020-2021,14MMS0736R,BGC,Escolarizada,58,50,,108,0,0,,0,0,0,,0
670 2020-2021 14MMS0737Q BGC,670,2020-2021,14MMS0737Q,BGC,Escolarizada,45,53,,98,0,2,,2,0,0,,0
671 2020-2021 14MMS0738P BGC,671,2020-2021,14MMS0738P,BGC,Escolarizada,28,42,,70,0,0,,0,5,2,,7
672 2020-2021 14MMS0739O BGC,672,2020-2021,14MMS0739O,BGC,Escolarizada,112,100,,212,1,1,,2,2,0,,2
673 2020-2021 14MMS0740D BGC,673,2020-2021,14MMS0740D,BGC,Escolarizada,37,48,,85,0,0,,0,0,0,,0
674 2020-2021 14MMS0741C BGC,674,2020-2021,14MMS0741C,BGC,Escolarizada,50,75,,125,0,0,,0,0,0,,0
675 2020-2021 14MMS0742B BGC,675,2020-2021,14MMS0742B,BGC,Escolarizada,44,45,,89,0,0,,0,0,0,,0
676 2020-2021 14MMS0743A BGC,676,2020-2021,14MMS0743A,BGC,Escolarizada,55,41,,96,0,0,,0,0,0,,0
677 2020-2021 14MMS0744Z BGC,677,2020-2021,14MMS0744Z,BGC,Escolarizada,420,396,,816,6,7,,13,0,0,,0
678 2020-2021 14MMS0745Z BGC,678,2020-2021,14MMS0745Z,BGC,Escolarizada,38,47,,85,0,0,,0,0,0,,0
679 2020-2021 14MMS0746Y BGC,679,2020-2021,14MMS0746Y,BGC,Escolarizada,109,138,,247,1,0,,1,0,0,,0
680 2020-2021 14MMS0747X BGC,680,2020-2021,14MMS0747X,BGC,Escolarizada,155,176,,331,0,0,,0,0,0,,0
681 2020-2021 14MMS0748W 3081100003,681,2020-2021,14MMS0748W,3081100003,Escolarizada,89,44,,133,3,0,,3,0,0,,0
682 2020-2021 14MMS0748W BGC,682,2020-2021,14MMS0748W,BGC,Escolarizada,97,146,,243,1,0,,1,0,0,,0
683 2020-2021 14MMS0749V BGAI,683,2020-2021,14MMS0749V,BGAI,Escolarizada,75,142,,217,8,2,,10,0,1,,1
684 2020-2021 14MMS0750K BGC,684,2020-2021,14MMS0750K,BGC,Escolarizada,113,153,,266,5,15,,20,0,0,,0
685 2020-2021 14MMS0751J 3021600008,685,2020-2021,14MMS0751J,3021600008,Escolarizada,17,112,,129,0,0,,0,17,107,,124
686 2020-2021 14MMS0751J 3081100019,686,2020-2021,14MMS0751J,3081100019,Escolarizada,123,19,,142,0,0,,0,114,19,,133
687 2020-2021 14MMS0752I 3061300004,687,2020-2021,14MMS0752I,3061300004,Escolarizada,348,229,,577,9,5,,14,1,0,,1
688 2020-2021 14MMS0752I 3073200001,688,2020-2021,14MMS0752I,3073200001,Escolarizada,263,321,,584,3,6,,9,0,0,,0
689 2020-2021 14MMS0752I BGC,689,2020-2021,14MMS0752I,BGC,Escolarizada,570,1071,,1641,9,26,,35,2,1,,3
690 2020-2021 14MMS0753H BGC,690,2020-2021,14MMS0753H,BGC,Escolarizada,1118,1451,,2569,18,25,,43,0,0,,0
691 2020-2021 14MMS0754G BGC,691,2020-2021,14MMS0754G,BGC,Escolarizada,93,122,,215,6,14,,20,0,0,,0
692 2020-2021 14MMS0755F BGC,692,2020-2021,14MMS0755F,BGC,Escolarizada,85,98,,183,2,0,,2,0,0,,0
693 2020-2021 14MMS0756E BGC,693,2020-2021,14MMS0756E,BGC,Escolarizada,1092,1455,,2547,15,16,,31,6,2,,8
694 2020-2021 14MMS0757D BGC,694,2020-2021,14MMS0757D,BGC,Escolarizada,1179,1474,,2653,14,22,,36,3,2,,5
