name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
182 2019-2020 14MMS0746Y BGC Escolarizada,182,2019-2020,14MMS0746Y,BGC,Escolarizada,116,143,,259,1,0,,1,0,0,,0
183 2019-2020 14MMS0747X BGC Escolarizada,183,2019-2020,14MMS0747X,BGC,Escolarizada,151,134,,285,0,0,,0,0,0,,0
184 2019-2020 14MMS0748W 3081100003 Escolarizada,184,2019-2020,14MMS0748W,3081100003,Escolarizada,62,35,,97,1,0,,1,0,0,,0
185 2019-2020 14MMS0748W BGC Escolarizada,185,2019-2020,14MMS0748W,BGC,Escolarizada,103,133,,236,1,0,,1,0,0,,0
186 2019-2020 14MMS0750K BGC Escolarizada,186,2019-2020,14MMS0750K,BGC,Escolarizada,100,133,,233,9,17,,26,0,0,,0
187 2019-2020 14MMS0751J 3021600008 Escolarizada,187,2019-2020,14MMS0751J,3021600008,Escolarizada,10,84,,94,0,0,,0,10,78,,88
188 2019-2020 14MMS0751J 3081100019 Escolarizada,188,2019-2020,14MMS0751J,3081100019,Escolarizada,97,15,,112,0,0,,0,86,15,,101
189 2019-2020 14MMS0751J BGC Escolarizada,189,2019-2020,14MMS0751J,BGC,Escolarizada,6,11,,17,0,0,,0,5,9,,14
190 2019-2020 14MMS0752I 3061300004 Escolarizada,190,2019-2020,14MMS0752I,3061300004,Escolarizada,281,183,,464,3,2,,5,0,0,,0
191 2019-2020 14MMS0752I 3073200001 Escolarizada,191,2019-2020,14MMS0752I,3073200001,Escolarizada,220,250,,470,3,3,,6,0,0,,0
192 2019-2020 14MMS0752I BGC Escolarizada,192,2019-2020,14MMS0752I,BGC,Escolarizada,535,974,,1509,8,16,,24,1,1,,2
193 2019-2020 14MMS0753H BGC Escolarizada,193,2019-2020,14MMS0753H,BGC,Escolarizada,1002,1283,,2285,15,25,,40,0,0,,0
194 2019-2020 14MMS0754G BGC Escolarizada,194,2019-2020,14MMS0754G,BGC,Escolarizada,84,119,,203,2,11,,13,0,0,,0
195 2019-2020 14MMS0755F BGC Escolarizada,195,2019-2020,14MMS0755F,BGC,Escolarizada,91,91,,182,2,0,,2,0,0,,0
196 2019-2020 14MMS0756E BGC Escolarizada,196,2019-2020,14MMS0756E,BGC,Escolarizada,999,1312,,2311,8,13,,21,2,2,,4
197 2019-2020 14MMS0757D BGC Escolarizada,197,2019-2020,14MMS0757D,BGC,Escolarizada,1070,1352,,2422,10,19,,29,1,1,,2
198 2019-2020 14MMS0758C BGC Escolarizada,198,2019-2020,14MMS0758C,BGC,Escolarizada,93,89,,182,2,3,,5,0,0,,0
199 2019-2020 14MMS0759B BGC Escolarizada,199,2019-2020,14MMS0759B,BGC,Escolarizada,1348,1627,,2975,11,17,,28,0,4,,4
200 2019-2020 14MMS0760R BGC Escolarizada,200,2019-2020,14MMS0760R,BGC,Escolarizada,35,46,,81,0,0,,0,0,0,,0
201 2019-2020 14MMS0761Q BGC Escolarizada,201,2019-2020,14MMS0761Q,BGC,Escolarizada,118,136,,254,0,0,,0,0,0,,0
202 2019-2020 14MMS0762P BGC Escolarizada,202,2019-2020,14MMS0762P,BGC,Escolarizada,124,124,,248,0,0,,0,0,0,,0
203 2019-2020 14MMS0763O BGC Escolarizada,203,2019-2020,14MMS0763O,BGC,Escolarizada,59,53,,112,0,0,,0,0,0,,0
204 2019-2020 14MMS0764N BGC Escolarizada,204,2019-2020,14MMS0764N,BGC,Escolarizada,57,104,,161,0,0,,0,0,0,,0
205 2019-2020 14MMS0766L BGC Escolarizada,205,2019-2020,14MMS0766L,BGC,Escolarizada,20,28,,48,0,0,,0,0,0,,0
206 2019-2020 14MMS0767K BGC Escolarizada,206,2019-2020,14MMS0767K,BGC,Escolarizada,321,344,,665,1,3,,4,0,0,,0
207 2019-2020 14MMS0768J BGC Escolarizada,207,2019-2020,14MMS0768J,BGC,Escolarizada,115,111,,226,0,3,,3,0,0,,0
208 2019-2020 14MMS0769I BGC Escolarizada,208,2019-2020,14MMS0769I,BGC,Escolarizada,117,143,,260,0,0,,0,0,0,,0
209 2019-2020 14MMS0770Y BGC Escolarizada,209,2019-2020,14MMS0770Y,BGC,Escolarizada,22,29,,51,0,0,,0,0,0,,0
210 2019-2020 14MMS0771X BGC Escolarizada,210,2019-2020,14MMS0771X,BGC,Escolarizada,120,182,,302,1,1,,2,0,0,,0
211 2019-2020 14MMS0772W BGC Escolarizada,211,2019-2020,14MMS0772W,BGC,Escolarizada,36,51,,87,0,0,,0,0,0,,0
212 2019-2020 14MMS0773V BGC Escolarizada,212,2019-2020,14MMS0773V,BGC,Escolarizada,657,736,,1393,10,16,,26,0,0,,0
213 2019-2020 14MMS0774U 2092100004 Escolarizada,213,2019-2020,14MMS0774U,2092100004,Escolarizada,360,1025,,1385,2,5,,7,1,3,,4
214 2019-2020 14MMS0775T 2021300033 Escolarizada,214,2019-2020,14MMS0775T,2021300033,Escolarizada,350,183,,533,10,2,,12,0,0,,0
215 2019-2020 14MMS0776S 2062200013 Escolarizada,215,2019-2020,14MMS0776S,2062200013,Escolarizada,765,228,,993,17,1,,18,0,0,,0
216 2019-2020 14MMS0776S 2071100002 Escolarizada,216,2019-2020,14MMS0776S,2071100002,Escolarizada,807,47,,854,12,1,,13,0,0,,0
217 2019-2020 14MMS0776S 2071200002 Escolarizada,217,2019-2020,14MMS0776S,2071200002,Escolarizada,427,13,,440,6,0,,6,0,0,,0
218 2019-2020 14MMS0776S 2071400003 Escolarizada,218,2019-2020,14MMS0776S,2071400003,Escolarizada,297,329,,626,4,3,,7,0,0,,0
219 2019-2020 14MMS0776S 2072100002 Escolarizada,219,2019-2020,14MMS0776S,2072100002,Escolarizada,244,642,,886,5,10,,15,0,0,,0
220 2019-2020 14MMS0776S 2072300001 Escolarizada,220,2019-2020,14MMS0776S,2072300001,Escolarizada,219,96,,315,4,1,,5,0,0,,0
221 2019-2020 14MMS0776S 2072400003 Escolarizada,221,2019-2020,14MMS0776S,2072400003,Escolarizada,221,72,,293,2,0,,2,0,0,,0
222 2019-2020 14MMS0777R 2092100004 Escolarizada,222,2019-2020,14MMS0777R,2092100004,Escolarizada,263,810,,1073,4,3,,7,0,0,,0
223 2019-2020 14MMS0798D BGC Escolarizada,223,2019-2020,14MMS0798D,BGC,Escolarizada,165,187,,352,3,6,,9,0,0,,0
224 2019-2020 14MMS0799C 2051200001 Escolarizada,224,2019-2020,14MMS0799C,2051200001,Escolarizada,72,154,,226,0,0,,0,0,0,,0
225 2019-2020 14MMS0799C 2062100003 Escolarizada,225,2019-2020,14MMS0799C,2062100003,Escolarizada,123,66,,189,1,1,,2,0,0,,0
226 2019-2020 14MMS0799C 2062200007 Escolarizada,226,2019-2020,14MMS0799C,2062200007,Escolarizada,729,327,,1056,13,4,,17,0,0,,0
227 2019-2020 14MMS0799C 2071100002 Escolarizada,227,2019-2020,14MMS0799C,2071100002,Escolarizada,324,38,,362,3,0,,3,0,0,,0
228 2019-2020 14MMS0799C 2071200002 Escolarizada,228,2019-2020,14MMS0799C,2071200002,Escolarizada,177,36,,213,3,0,,3,0,0,,0
229 2019-2020 14MMS0799C 2071200011 Escolarizada,229,2019-2020,14MMS0799C,2071200011,Escolarizada,173,37,,210,2,1,,3,0,1,,1
230 2019-2020 14MMS0799C 2072000001 Escolarizada,230,2019-2020,14MMS0799C,2072000001,Escolarizada,93,32,,125,1,0,,1,0,0,,0
231 2019-2020 14MMS0799C 3041100005 Escolarizada,231,2019-2020,14MMS0799C,3041100005,Escolarizada,181,266,,447,3,2,,5,0,0,,0
232 2019-2020 14MMS0799C 3042000001 Escolarizada,232,2019-2020,14MMS0799C,3042000001,Escolarizada,331,555,,886,5,5,,10,0,0,,0
233 2019-2020 14MMS0817B BGC Escolarizada,233,2019-2020,14MMS0817B,BGC,Escolarizada,131,104,,235,1,1,,2,0,0,,0
234 2019-2020 14MMS0818A BGC Escolarizada,234,2019-2020,14MMS0818A,BGC,Escolarizada,796,1082,,1878,10,21,,31,0,0,,0
235 2019-2020 14MMS0827I BGC Escolarizada,235,2019-2020,14MMS0827I,BGC,Escolarizada,65,82,,147,0,0,,0,0,0,,0
236 2019-2020 14MMS0832U BGC Escolarizada,236,2019-2020,14MMS0832U,BGC,Escolarizada,39,68,,107,0,0,,0,0,0,,0
237 2019-2020 14MMS0844Z BGC Escolarizada,237,2019-2020,14MMS0844Z,BGC,Escolarizada,631,644,,1275,10,5,,15,1,0,,1
238 2019-2020 14MMS0853G 3071700002 Escolarizada,238,2019-2020,14MMS0853G,3071700002,Escolarizada,100,128,,228,4,2,,6,0,1,,1
239 2019-2020 14MMS0853G 3073200001 Escolarizada,239,2019-2020,14MMS0853G,3073200001,Escolarizada,371,169,,540,7,6,,13,0,0,,0
240 2019-2020 14USU0002Z 5031100007 Escolarizada,240,2019-2020,14USU0002Z,5031100007,Escolarizada,96,384,,480,0,7,,7,4,10,,14
241 2019-2020 14USU0002Z 5031200004 Escolarizada,241,2019-2020,14USU0002Z,5031200004,Escolarizada,16,33,,49,1,0,,1,0,3,,3
242 2019-2020 14USU0002Z 5033100003 Escolarizada,242,2019-2020,14USU0002Z,5033100003,Escolarizada,395,368,,763,6,4,,10,17,11,,28
243 2019-2020 14USU0002Z 5041100021 Escolarizada,243,2019-2020,14USU0002Z,5041100021,Escolarizada,123,49,,172,4,0,,4,13,6,,19
244 2019-2020 14USU0002Z 5041400032 Escolarizada,244,2019-2020,14USU0002Z,5041400032,Escolarizada,105,149,,254,2,5,,7,8,2,,10
245 2019-2020 14USU0002Z 5042000002 Escolarizada,245,2019-2020,14USU0002Z,5042000002,Escolarizada,171,208,,379,9,2,,11,17,6,,23
246 2019-2020 14USU0002Z 5062100034 Escolarizada,246,2019-2020,14USU0002Z,5062100034,Escolarizada,13,17,,30,0,1,,1,0,0,,0
247 2019-2020 14USU0002Z 5062200073 Escolarizada,247,2019-2020,14USU0002Z,5062200073,Escolarizada,229,74,,303,8,0,,8,14,1,,15
248 2019-2020 14USU0002Z 5071300009 Escolarizada,248,2019-2020,14USU0002Z,5071300009,Escolarizada,314,35,,349,8,2,,10,4,1,,5
249 2019-2020 14USU0002Z 5092100006 Escolarizada,249,2019-2020,14USU0002Z,5092100006,Escolarizada,335,1012,,1347,8,15,,23,16,44,,60
250 2019-2020 14USU0002Z 5094200006 Escolarizada,250,2019-2020,14USU0002Z,5094200006,Escolarizada,96,259,,355,4,3,,7,4,13,,17
251 2019-2020 14USU0002Z 5101600013 Escolarizada,251,2019-2020,14USU0002Z,5101600013,Escolarizada,25,52,,77,1,3,,4,0,2,,2
252 2019-2020 14USU0002Z 7011400011 Escolarizada,252,2019-2020,14USU0002Z,7011400011,Escolarizada,20,23,,43,0,0,,0,0,3,,3
253 2019-2020 14USU0002Z 7033100026 Escolarizada,253,2019-2020,14USU0002Z,7033100026,Escolarizada,9,13,,22,1,1,,2,0,0,,0
254 2019-2020 14USU0002Z 7042100033 Escolarizada,254,2019-2020,14USU0002Z,7042100033,Escolarizada,56,24,,80,1,0,,1,2,1,,3
255 2019-2020 14USU0002Z 7095600030 Escolarizada,255,2019-2020,14USU0002Z,7095600030,Escolarizada,23,25,,48,0,1,,1,1,0,,1
256 2019-2020 14USU0003Y 5011500002 Escolarizada,256,2019-2020,14USU0003Y,5011500002,Escolarizada,66,183,,249,2,3,,5,0,0,,0
257 2019-2020 14USU0003Y 5031100007 Escolarizada,257,2019-2020,14USU0003Y,5031100007,Escolarizada,95,323,,418,3,6,,9,0,0,,0
258 2019-2020 14USU0003Y 5031500010 Escolarizada,258,2019-2020,14USU0003Y,5031500010,Escolarizada,48,453,,501,2,6,,8,0,0,,0
259 2019-2020 14USU0003Y 5033100003 Escolarizada,259,2019-2020,14USU0003Y,5033100003,Escolarizada,205,289,,494,3,5,,8,0,1,,1
260 2019-2020 14USU0003Y 5041100021 Escolarizada,260,2019-2020,14USU0003Y,5041100021,Escolarizada,120,51,,171,1,1,,2,0,0,,0
261 2019-2020 14USU0003Y 5041400032 Escolarizada,261,2019-2020,14USU0003Y,5041400032,Escolarizada,164,282,,446,1,7,,8,0,0,,0
262 2019-2020 14USU0003Y 5042000002 Escolarizada,262,2019-2020,14USU0003Y,5042000002,Escolarizada,157,219,,376,5,7,,12,0,0,,0
263 2019-2020 14USU0003Y 5051100015 Escolarizada,263,2019-2020,14USU0003Y,5051100015,Escolarizada,62,83,,145,1,1,,2,0,1,,1
264 2019-2020 14USU0003Y 5052200021 Escolarizada,264,2019-2020,14USU0003Y,5052200021,Escolarizada,32,23,,55,1,1,,2,0,0,,0
265 2019-2020 14USU0003Y 5062200055 Escolarizada,265,2019-2020,14USU0003Y,5062200055,Escolarizada,0,0,,0,0,0,,0,0,0,,0
266 2019-2020 14USU0003Y 5062200073 Escolarizada,266,2019-2020,14USU0003Y,5062200073,Escolarizada,134,16,,150,1,0,,1,0,0,,0
267 2019-2020 14USU0003Y 5062200082 Escolarizada,267,2019-2020,14USU0003Y,5062200082,Escolarizada,134,52,,186,2,2,,4,0,0,,0
268 2019-2020 14USU0003Y 5071300014 Escolarizada,268,2019-2020,14USU0003Y,5071300014,Escolarizada,306,28,,334,5,0,,5,1,0,,1
269 2019-2020 14USU0003Y 5071300091 Escolarizada,269,2019-2020,14USU0003Y,5071300091,Escolarizada,84,14,,98,3,0,,3,0,0,,0
270 2019-2020 14USU0003Y 5072400001 Escolarizada,270,2019-2020,14USU0003Y,5072400001,Escolarizada,25,20,,45,0,0,,0,0,0,,0
271 2019-2020 14USU0003Y 5092100006 Escolarizada,271,2019-2020,14USU0003Y,5092100006,Escolarizada,1,5,,6,0,0,,0,0,0,,0
272 2019-2020 14USU0003Y 5094200006 Escolarizada,272,2019-2020,14USU0003Y,5094200006,Escolarizada,47,153,,200,1,3,,4,0,0,,0
273 2019-2020 14USU0003Y 5101600013 Escolarizada,273,2019-2020,14USU0003Y,5101600013,Escolarizada,67,157,,224,1,4,,5,0,0,,0
274 2019-2020 14USU0003Y 7011400011 Escolarizada,274,2019-2020,14USU0003Y,7011400011,Escolarizada,16,28,,44,0,1,,1,0,1,,1
275 2019-2020 14USU0003Y 7012500034 Escolarizada,275,2019-2020,14USU0003Y,7012500034,Escolarizada,0,0,,0,0,0,,0,0,0,,0
276 2019-2020 14USU0003Y 7031200071 Escolarizada,276,2019-2020,14USU0003Y,7031200071,Escolarizada,6,6,,12,0,0,,0,0,0,,0
277 2019-2020 14USU0003Y 7042100033 Escolarizada,277,2019-2020,14USU0003Y,7042100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0
278 2019-2020 14USU0003Y 7052100021 Escolarizada,278,2019-2020,14USU0003Y,7052100021,Escolarizada,6,1,,7,0,0,,0,0,0,,0
279 2019-2020 14USU0003Y 7061300005 Escolarizada,279,2019-2020,14USU0003Y,7061300005,Escolarizada,9,2,,11,1,0,,1,0,0,,0
280 2019-2020 14USU0003Y 7071300003 Escolarizada,280,2019-2020,14USU0003Y,7071300003,Escolarizada,15,1,,16,1,0,,1,0,0,,0
281 2019-2020 14USU0003Y 8052100019 Escolarizada,281,2019-2020,14USU0003Y,8052100019,Escolarizada,4,3,,7,0,0,,0,0,0,,0
282 2019-2020 14USU0005W 5021000114 Escolarizada,282,2019-2020,14USU0005W,5021000114,Escolarizada,186,235,,421,2,2,,4,0,0,,0
283 2019-2020 14USU0005W 5021200054 Escolarizada,283,2019-2020,14USU0005W,5021200054,Escolarizada,78,204,,282,3,2,,5,1,0,,1
284 2019-2020 14USU0005W 5021200055 Escolarizada,284,2019-2020,14USU0005W,5021200055,Escolarizada,107,114,,221,2,1,,3,0,0,,0
285 2019-2020 14USU0005W 5021400012 Escolarizada,285,2019-2020,14USU0005W,5021400012,Escolarizada,62,33,,95,0,0,,0,0,0,,0
286 2019-2020 14USU0005W 5021700002 Escolarizada,286,2019-2020,14USU0005W,5021700002,Escolarizada,200,325,,525,4,3,,7,0,0,,0
287 2019-2020 14USU0005W 7012602009 Escolarizada,287,2019-2020,14USU0005W,7012602009,Escolarizada,15,19,,34,0,0,,0,0,0,,0
288 2019-2020 14USU0005W 7031000012 Escolarizada,288,2019-2020,14USU0005W,7031000012,Escolarizada,8,22,,30,0,0,,0,0,0,,0
289 2019-2020 14USU0006V 5021300063 Escolarizada,289,2019-2020,14USU0006V,5021300063,Escolarizada,167,70,,237,2,0,,2,1,1,,2
290 2019-2020 14USU0007U 5051100006 Escolarizada,290,2019-2020,14USU0007U,5051100006,Escolarizada,112,142,,254,4,2,,6,0,0,,0
291 2019-2020 14USU0008T 5021000010 Escolarizada,291,2019-2020,14USU0008T,5021000010,Escolarizada,48,106,,154,3,1,,4,0,0,,0
292 2019-2020 14USU0008T 5021600062 Escolarizada,292,2019-2020,14USU0008T,5021600062,Escolarizada,73,140,,213,1,2,,3,0,0,,0
293 2019-2020 14USU0008T 5022500001 Escolarizada,293,2019-2020,14USU0008T,5022500001,Escolarizada,54,98,,152,2,2,,4,0,0,,0
294 2019-2020 14USU0008T 5031500008 Escolarizada,294,2019-2020,14USU0008T,5031500008,Escolarizada,50,226,,276,0,3,,3,0,0,,0
295 2019-2020 14USU0008T 5033100003 Escolarizada,295,2019-2020,14USU0008T,5033100003,Escolarizada,593,758,,1351,5,10,,15,0,1,,1
296 2019-2020 14USU0008T 5033200024 Escolarizada,296,2019-2020,14USU0008T,5033200024,Escolarizada,32,76,,108,0,3,,3,0,0,,0
297 2019-2020 14USU0008T 5041400032 Escolarizada,297,2019-2020,14USU0008T,5041400032,Escolarizada,347,401,,748,7,6,,13,1,0,,1
298 2019-2020 14USU0008T 5042100012 Escolarizada,298,2019-2020,14USU0008T,5042100012,Escolarizada,364,386,,750,3,1,,4,0,0,,0
299 2019-2020 14USU0008T 5052200002 Escolarizada,299,2019-2020,14USU0008T,5052200002,Escolarizada,342,129,,471,9,2,,11,1,0,,1
300 2019-2020 14USU0008T 5061100001 Escolarizada,300,2019-2020,14USU0008T,5061100001,Escolarizada,352,57,,409,11,1,,12,0,2,,2
301 2019-2020 14USU0008T 5071200009 Escolarizada,301,2019-2020,14USU0008T,5071200009,Escolarizada,442,94,,536,3,3,,6,2,0,,2
302 2019-2020 14USU0008T 5091100011 Escolarizada,302,2019-2020,14USU0008T,5091100011,Escolarizada,474,668,,1142,3,4,,7,0,0,,0
303 2019-2020 14USU0008T 5094200006 Escolarizada,303,2019-2020,14USU0008T,5094200006,Escolarizada,85,401,,486,1,4,,5,0,1,,1
304 2019-2020 14USU0008T 5095600005 Escolarizada,304,2019-2020,14USU0008T,5095600005,Escolarizada,65,159,,224,2,1,,3,0,0,,0
305 2019-2020 14USU0008T 7042300011 Escolarizada,305,2019-2020,14USU0008T,7042300011,Escolarizada,33,26,,59,0,0,,0,0,0,,0
306 2019-2020 14USU0008T 7061100016 Escolarizada,306,2019-2020,14USU0008T,7061100016,Escolarizada,2,0,,2,0,0,,0,0,0,,0
307 2019-2020 14USU0008T 7071000033 Escolarizada,307,2019-2020,14USU0008T,7071000033,Escolarizada,11,1,,12,0,0,,0,0,0,,0
308 2019-2020 14USU0008T 7071200021 Escolarizada,308,2019-2020,14USU0008T,7071200021,Escolarizada,47,13,,60,0,0,,0,0,0,,0
309 2019-2020 14USU0008T 7102100006 Escolarizada,309,2019-2020,14USU0008T,7102100006,Escolarizada,8,3,,11,0,0,,0,0,0,,0
310 2019-2020 14USU0008T 8033100003 Escolarizada,310,2019-2020,14USU0008T,8033100003,Escolarizada,13,8,,21,0,1,,1,0,0,,0
311 2019-2020 14USU0008T 8071200008 Escolarizada,311,2019-2020,14USU0008T,8071200008,Escolarizada,16,4,,20,0,0,,0,0,0,,0
312 2019-2020 14USU0008T 8102100001 Escolarizada,312,2019-2020,14USU0008T,8102100001,Escolarizada,9,5,,14,0,0,,0,0,0,,0
313 2019-2020 14USU0009S 5033100003 Escolarizada,313,2019-2020,14USU0009S,5033100003,Escolarizada,19,40,,59,0,1,,1,0,0,,0
314 2019-2020 14USU0009S 5042000002 Escolarizada,314,2019-2020,14USU0009S,5042000002,Escolarizada,44,57,,101,0,1,,1,0,0,,0
315 2019-2020 14USU0009S 5101600013 Escolarizada,315,2019-2020,14USU0009S,5101600013,Escolarizada,21,27,,48,0,0,,0,0,0,,0
316 2019-2020 14USU0010H 5021500119 Escolarizada,316,2019-2020,14USU0010H,5021500119,Escolarizada,23,52,,75,2,3,,5,1,0,,1
317 2019-2020 14USU0010H 5031200031 Escolarizada,317,2019-2020,14USU0010H,5031200031,Escolarizada,197,302,,499,1,8,,9,1,0,,1
318 2019-2020 14USU0010H 5031300010 Escolarizada,318,2019-2020,14USU0010H,5031300010,Escolarizada,309,246,,555,2,1,,3,1,0,,1
319 2019-2020 14USU0010H 5031300014 Escolarizada,319,2019-2020,14USU0010H,5031300014,Escolarizada,206,482,,688,1,5,,6,1,1,,2
320 2019-2020 14USU0010H 5031500010 Escolarizada,320,2019-2020,14USU0010H,5031500010,Escolarizada,81,1116,,1197,2,14,,16,0,1,,1
321 2019-2020 14USU0010H 5032100027 Escolarizada,321,2019-2020,14USU0010H,5032100027,Escolarizada,44,86,,130,0,1,,1,0,0,,0
322 2019-2020 14USU0010H 5033200006 Escolarizada,322,2019-2020,14USU0010H,5033200006,Escolarizada,84,178,,262,0,4,,4,0,0,,0
323 2019-2020 14USU0010H 7011200033 Escolarizada,323,2019-2020,14USU0010H,7011200033,Escolarizada,4,11,,15,0,0,,0,0,0,,0
324 2019-2020 14USU0010H 7012603017 Escolarizada,324,2019-2020,14USU0010H,7012603017,Escolarizada,12,15,,27,0,0,,0,0,0,,0
325 2019-2020 14USU0010H 7022200011 Escolarizada,325,2019-2020,14USU0010H,7022200011,Escolarizada,2,6,,8,0,0,,0,0,0,,0
326 2019-2020 14USU0010H 7022200019 Escolarizada,326,2019-2020,14USU0010H,7022200019,Escolarizada,1,3,,4,0,0,,0,0,0,,0
327 2019-2020 14USU0010H 7022300005 Escolarizada,327,2019-2020,14USU0010H,7022300005,Escolarizada,8,6,,14,0,0,,0,0,0,,0
328 2019-2020 14USU0010H 7022400002 Escolarizada,328,2019-2020,14USU0010H,7022400002,Escolarizada,3,10,,13,0,0,,0,0,0,,0
329 2019-2020 14USU0010H 7022500015 Escolarizada,329,2019-2020,14USU0010H,7022500015,Escolarizada,9,5,,14,0,0,,0,0,0,,0
330 2019-2020 14USU0010H 7022600008 Escolarizada,330,2019-2020,14USU0010H,7022600008,Escolarizada,21,3,,24,1,0,,1,0,0,,0
331 2019-2020 14USU0010H 7031000001 Escolarizada,331,2019-2020,14USU0010H,7031000001,Escolarizada,13,17,,30,0,0,,0,0,0,,0
332 2019-2020 14USU0010H 7031200043 Escolarizada,332,2019-2020,14USU0010H,7031200043,Escolarizada,7,17,,24,0,0,,0,0,0,,0
333 2019-2020 14USU0010H 7031300005 Escolarizada,333,2019-2020,14USU0010H,7031300005,Escolarizada,9,5,,14,0,0,,0,0,0,,0
334 2019-2020 14USU0010H 7031300078 Escolarizada,334,2019-2020,14USU0010H,7031300078,Escolarizada,4,2,,6,0,1,,1,0,0,,0
335 2019-2020 14USU0010H 7032100004 Escolarizada,335,2019-2020,14USU0010H,7032100004,Escolarizada,4,12,,16,0,0,,0,0,0,,0
336 2019-2020 14USU0010H 7032100049 Escolarizada,336,2019-2020,14USU0010H,7032100049,Escolarizada,6,4,,10,0,0,,0,0,0,,0
337 2019-2020 14USU0010H 7073100005 Escolarizada,337,2019-2020,14USU0010H,7073100005,Escolarizada,3,6,,9,0,0,,0,0,0,,0
338 2019-2020 14USU0010H 8011000006 Escolarizada,338,2019-2020,14USU0010H,8011000006,Escolarizada,5,1,,6,0,0,,0,0,0,,0
339 2019-2020 14USU0010H 8011500003 Escolarizada,339,2019-2020,14USU0010H,8011500003,Escolarizada,5,8,,13,0,0,,0,0,0,,0
340 2019-2020 14USU0010H 8022000001 Escolarizada,340,2019-2020,14USU0010H,8022000001,Escolarizada,15,9,,24,1,0,,1,0,0,,0
341 2019-2020 14USU0010H 8022500004 Escolarizada,341,2019-2020,14USU0010H,8022500004,Escolarizada,8,10,,18,0,0,,0,1,0,,1
342 2019-2020 14USU0010H 8031000001 Escolarizada,342,2019-2020,14USU0010H,8031000001,Escolarizada,8,13,,21,0,0,,0,0,0,,0
343 2019-2020 14USU0010H 8031300003 Escolarizada,343,2019-2020,14USU0010H,8031300003,Escolarizada,9,6,,15,0,0,,0,0,0,,0
344 2019-2020 14USU0010H 8052300012 Escolarizada,344,2019-2020,14USU0010H,8052300012,Escolarizada,7,9,,16,0,0,,0,0,1,,1
345 2019-2020 14USU0100Z 5012603011 Escolarizada,345,2019-2020,14USU0100Z,5012603011,Escolarizada,50,100,,150,1,0,,1,0,0,,0
346 2019-2020 14USU0100Z 5012603027 Escolarizada,346,2019-2020,14USU0100Z,5012603027,Escolarizada,87,148,,235,1,0,,1,0,0,,0
347 2019-2020 14USU0100Z 5022300022 Escolarizada,347,2019-2020,14USU0100Z,5022300022,Escolarizada,149,371,,520,5,2,,7,0,0,,0
348 2019-2020 14USU0100Z 5022500008 Escolarizada,348,2019-2020,14USU0100Z,5022500008,Escolarizada,348,281,,629,7,3,,10,1,1,,2
349 2019-2020 14USU0100Z 5022600002 Escolarizada,349,2019-2020,14USU0100Z,5022600002,Escolarizada,279,145,,424,7,2,,9,0,0,,0
350 2019-2020 14USU0100Z 5031200004 Escolarizada,350,2019-2020,14USU0100Z,5031200004,Escolarizada,88,180,,268,4,3,,7,0,0,,0
351 2019-2020 14USU0100Z 5033100003 Escolarizada,351,2019-2020,14USU0100Z,5033100003,Escolarizada,2861,2814,,5675,23,20,,43,3,3,,6
352 2019-2020 14USU0100Z 5052300015 Escolarizada,352,2019-2020,14USU0100Z,5052300015,Escolarizada,172,139,,311,4,1,,5,0,0,,0
353 2019-2020 14USU0100Z 7011500004 Escolarizada,353,2019-2020,14USU0100Z,7011500004,Escolarizada,0,0,,0,0,0,,0,0,0,,0
354 2019-2020 14USU0100Z 7022300015 Escolarizada,354,2019-2020,14USU0100Z,7022300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
355 2019-2020 14USU0100Z 7022300017 Escolarizada,355,2019-2020,14USU0100Z,7022300017,Escolarizada,0,0,,0,0,0,,0,0,0,,0
356 2019-2020 14USU0100Z 7022600002 Escolarizada,356,2019-2020,14USU0100Z,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
357 2019-2020 14USU0100Z 7031500027 Escolarizada,357,2019-2020,14USU0100Z,7031500027,Escolarizada,0,0,,0,0,0,,0,0,0,,0
358 2019-2020 14USU0100Z 7033100026 Escolarizada,358,2019-2020,14USU0100Z,7033100026,Escolarizada,50,40,,90,0,0,,0,0,0,,0
359 2019-2020 14USU0100Z 8022300013 Escolarizada,359,2019-2020,14USU0100Z,8022300013,Escolarizada,0,0,,0,0,0,,0,0,0,,0
360 2019-2020 14USU0100Z 8033100009 Escolarizada,360,2019-2020,14USU0100Z,8033100009,Escolarizada,22,13,,35,0,0,,0,0,0,,0
361 2019-2020 14USU0110G 4062100003 Escolarizada,361,2019-2020,14USU0110G,4062100003,Escolarizada,0,0,,0,0,0,,0,0,0,,0
362 2019-2020 14USU0110G 4071300015 Escolarizada,362,2019-2020,14USU0110G,4071300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0
363 2019-2020 14USU0110G 5052100005 Escolarizada,363,2019-2020,14USU0110G,5052100005,Escolarizada,264,94,,358,9,0,,9,1,0,,1
364 2019-2020 14USU0110G 5052200007 Escolarizada,364,2019-2020,14USU0110G,5052200007,Escolarizada,366,330,,696,12,3,,15,1,0,,1
