name,row,ciclo,cve_programa,total
211 PE únicos con matrícula -1 - 2020-2021 - 14MMS0607X,1,2020-2021,14MMS0607X,1
211 PE únicos con matrícula -2 - 2020-2021 - 14MMS0608W,2,2020-2021,14MMS0608W,1
211 PE únicos con matrícula -3 - 2020-2021 - 14MMS0609V,3,2020-2021,14MMS0609V,1
211 PE únicos con matrícula -4 - 2020-2021 - 14MMS0610K,4,2020-2021,14MMS0610K,1
211 PE únicos con matrícula -5 - 2020-2021 - 14MMS0611J,5,2020-2021,14MMS0611J,1
211 PE únicos con matrícula -6 - 2020-2021 - 14MMS0612I,6,2020-2021,14MMS0612I,1
211 PE únicos con matrícula -7 - 2020-2021 - 14MMS0613H,7,2020-2021,14MMS0613H,1
211 PE únicos con matrícula -8 - 2020-2021 - 14MMS0614G,8,2020-2021,14MMS0614G,1
211 PE únicos con matrícula -9 - 2020-2021 - 14MMS0615F,9,2020-2021,14MMS0615F,1
211 PE únicos con matrícula -10 - 2020-2021 - 14MMS0616E,10,2020-2021,14MMS0616E,1
211 PE únicos con matrícula -11 - 2020-2021 - 14MMS0617D,11,2020-2021,14MMS0617D,1
211 PE únicos con matrícula -12 - 2020-2021 - 14MMS0618C,12,2020-2021,14MMS0618C,1
211 PE únicos con matrícula -13 - 2020-2021 - 14MMS0619B,13,2020-2021,14MMS0619B,1
211 PE únicos con matrícula -14 - 2020-2021 - 14MMS0620R,14,2020-2021,14MMS0620R,1
211 PE únicos con matrícula -15 - 2020-2021 - 14MMS0621Q,15,2020-2021,14MMS0621Q,1
211 PE únicos con matrícula -16 - 2020-2021 - 14MMS0622P,16,2020-2021,14MMS0622P,1
211 PE únicos con matrícula -17 - 2020-2021 - 14MMS0623O,17,2020-2021,14MMS0623O,1
211 PE únicos con matrícula -18 - 2020-2021 - 14MMS0624N,18,2020-2021,14MMS0624N,1
211 PE únicos con matrícula -19 - 2020-2021 - 14MMS0625M,19,2020-2021,14MMS0625M,1
211 PE únicos con matrícula -20 - 2020-2021 - 14MMS0626L,20,2020-2021,14MMS0626L,1
211 PE únicos con matrícula -21 - 2020-2021 - 14MMS0627K,21,2020-2021,14MMS0627K,1
211 PE únicos con matrícula -22 - 2020-2021 - 14MMS0628J,22,2020-2021,14MMS0628J,1
211 PE únicos con matrícula -23 - 2020-2021 - 14MMS0629I,23,2020-2021,14MMS0629I,1
211 PE únicos con matrícula -24 - 2020-2021 - 14MMS0630Y,24,2020-2021,14MMS0630Y,1
211 PE únicos con matrícula -25 - 2020-2021 - 14MMS0631X,25,2020-2021,14MMS0631X,1
211 PE únicos con matrícula -26 - 2020-2021 - 14MMS0632W,26,2020-2021,14MMS0632W,1
211 PE únicos con matrícula -27 - 2020-2021 - 14MMS0633V,27,2020-2021,14MMS0633V,1
211 PE únicos con matrícula -28 - 2020-2021 - 14MMS0634U,28,2020-2021,14MMS0634U,1
211 PE únicos con matrícula -29 - 2020-2021 - 14MMS0635T,29,2020-2021,14MMS0635T,1
211 PE únicos con matrícula -30 - 2020-2021 - 14MMS0636S,30,2020-2021,14MMS0636S,1
211 PE únicos con matrícula -31 - 2020-2021 - 14MMS0637R,31,2020-2021,14MMS0637R,1
211 PE únicos con matrícula -32 - 2020-2021 - 14MMS0638Q,32,2020-2021,14MMS0638Q,1
211 PE únicos con matrícula -33 - 2020-2021 - 14MMS0639P,33,2020-2021,14MMS0639P,1
211 PE únicos con matrícula -34 - 2020-2021 - 14MMS0640E,34,2020-2021,14MMS0640E,1
211 PE únicos con matrícula -35 - 2020-2021 - 14MMS0641D,35,2020-2021,14MMS0641D,1
211 PE únicos con matrícula -36 - 2020-2021 - 14MMS0642C,36,2020-2021,14MMS0642C,1
211 PE únicos con matrícula -37 - 2020-2021 - 14MMS0643B,37,2020-2021,14MMS0643B,1
211 PE únicos con matrícula -38 - 2020-2021 - 14MMS0644A,38,2020-2021,14MMS0644A,1
211 PE únicos con matrícula -39 - 2020-2021 - 14MMS0645Z,39,2020-2021,14MMS0645Z,1
211 PE únicos con matrícula -40 - 2020-2021 - 14MMS0646Z,40,2020-2021,14MMS0646Z,1
211 PE únicos con matrícula -41 - 2020-2021 - 14MMS0647Y,41,2020-2021,14MMS0647Y,1
