name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2022B 1 14MMS0607X BGC,1,2022-2023,2022,B,14MMS0607X,BGC,,,,1150,,,,450,,,,700,39.13,,158.482
2022B 2 14MMS0608W BGC,2,2022-2023,2022,B,14MMS0608W,BGC,,,,1639,,,,630,,,,1009,38.44,,153.461
2022B 3 14MMS0609V BGC,3,2022-2023,2022,B,14MMS0609V,BGC,,,,1034,,,,480,,,,554,46.42,,155.702
2022B 4 14MMS0610K BGC,4,2022-2023,2022,B,14MMS0610K,BGC,,,,786,,,,400,,,,386,50.89,,153.612
2022B 5 14MMS0611J BGC,5,2022-2023,2022,B,14MMS0611J,BGC,,,,1333,,,,400,,,,933,30.01,,170.429
2022B 6 14MMS0612I BGC,6,2022-2023,2022,B,14MMS0612I,BGC,,,,1893,,,,900,,,,993,47.54,,148.925
2022B 7 14MMS0613H BGC,7,2022-2023,2022,B,14MMS0613H,BGC,,,,2056,,,,1000,,,,1056,48.64,,151.457
2022B 8 14MMS0647Y BGC,8,2022-2023,2022,B,14MMS0647Y,BGC,,,,1483,,,,600,,,,883,40.46,,149.268
2022B 9 14MMS0762P BGC,9,2022-2023,2022,B,14MMS0762P,BGC,,,,71,,,,71,,,,0,100.00,,118.748
2022B 10 14MMS0761Q BGC,10,2022-2023,2022,B,14MMS0761Q,BGC,,,,96,,,,96,,,,0,100.00,,126.412
2022B 11 14MMS0648X BGC,11,2022-2023,2022,B,14MMS0648X,BGC,,,,1598,,,,600,,,,998,37.55,,162.148
2022B 12 14MMS0649W BGC,12,2022-2023,2022,B,14MMS0649W,BGC,,,,1860,,,,800,,,,1060,43.01,,157.265
2022B 13 14MMS0650L BGC,13,2022-2023,2022,B,14MMS0650L,BGC,,,,1351,,,,540,,,,811,39.97,,157.131
2022B 14 14MMS0650L 3095300007,14,2022-2023,2022,B,14MMS0650L,3095300007,,,,203,,,,80,,,,123,39.41,,163.712
2022B 15 14MMS0650L 3093100005,15,2022-2023,2022,B,14MMS0650L,3093100005,,,,159,,,,80,,,,79,50.31,,151.716
2022B 16 14MMS0646Z BGC,16,2022-2023,2022,B,14MMS0646Z,BGC,,,,1199,,,,1100,,,,99,91.74,,125.983
2022B 17 14MMS0640E BGC,17,2022-2023,2022,B,14MMS0640E,BGC,,,,327,,,,180,,,,147,55.05,,141
2022B 18 14MMS0615F BGC,18,2022-2023,2022,B,14MMS0615F,BGC,,,,1638,,,,450,,,,1188,27.47,,162.35
