ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2021-2022,14USU0011G,5091100011,Escolarizada,27,43,,70,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0009S,5033100003,Escolarizada,14,29,,43,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0009S,5042000002,Escolarizada,33,39,,72,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0009S,5101600013,Escolarizada,14,30,,44,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0008T,5033100003,Escolarizada,547,919,,1466,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,18,,26,0,1,,1,0,0,,0,8,19,,27,0,1,,1
2021-2022,14USU0008T,5061100001,Escolarizada,364,71,,435,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,12,1,,13,1,0,,1,0,0,,0,14,1,,15,0,1,,1
2021-2022,14USU0008T,5071200009,Escolarizada,405,118,,523,0,0,,0,0,0,,0,1,0,,1,2,1,,3,0,0,,0,11,3,,14,0,0,,0,0,0,,0,14,4,,18,0,0,,0
2021-2022,14USU0008T,5052200002,Escolarizada,362,194,,556,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,12,6,,18,0,0,,0,0,0,,0,13,6,,19,1,0,,1
2021-2022,14USU0008T,5042100012,Escolarizada,358,473,,831,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,9,9,,18,0,0,,0,0,0,,0,11,9,,20,0,0,,0
2021-2022,14USU0008T,5073100009,Escolarizada,135,123,,258,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,4,1,,5,0,0,,0,0,0,,0,6,1,,7,0,0,,0
2021-2022,14USU0008T,5033200024,Escolarizada,61,177,,238,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,5,,6,0,1,,1,0,0,,0,1,6,,7,0,0,,0
2021-2022,14USU0008T,5041400032,Escolarizada,333,516,,849,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,6,9,,15,1,2,,3,0,0,,0,7,13,,20,1,0,,1
2021-2022,14USU0008T,5021600062,Escolarizada,57,137,,194,1,1,,2,0,1,,1,0,0,,0,0,1,,1,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,3,,5,0,0,,0
2021-2022,14USU0008T,5022500001,Escolarizada,62,119,,181,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,4,,7,0,1,,1,0,0,,0,3,6,,9,0,0,,0
2021-2022,14USU0008T,5031500008,Escolarizada,35,219,,254,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,2,,2,0,0,,0,0,0,,0,0,3,,3,0,0,,0
2021-2022,14USU0008T,5021000010,Escolarizada,49,138,,187,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,1,0,,1,0,0,,0,2,4,,6,0,0,,0
2021-2022,14USU0008T,5094200006,Escolarizada,80,442,,522,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,8,,9,0,0,,0,0,0,,0,1,8,,9,0,0,,0
2021-2022,14USU0008T,5095600005,Escolarizada,50,159,,209,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,1,,1,0,0,,0,1,2,,3,0,0,,0
2021-2022,14USU0008T,5091100011,Escolarizada,504,830,,1334,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,5,9,,14,0,0,,0,1,0,,1,7,9,,16,0,1,,1
2021-2022,14USU0004X,5042100065,No escolarizada,573,867,,1440,1,5,,6,0,0,,0,0,0,,0,0,1,,1,1,1,,2,4,14,,18,0,0,,0,1,0,,1,7,21,,28,1,0,,1
2021-2022,14USU0004X,5032200012,No escolarizada,28,81,,109,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,1,,2
2021-2022,14USU0004X,5061000015,No escolarizada,256,126,,382,0,0,,0,0,0,,0,1,0,,1,1,2,,3,1,0,,1,1,2,,3,0,0,,0,0,1,,1,4,5,,9,0,0,,0
2021-2022,14USU0004X,5011200004,No escolarizada,146,573,,719,1,7,,8,0,0,,0,0,0,,0,0,3,,3,0,1,,1,3,13,,16,0,0,,0,0,0,,0,4,24,,28,3,5,,8
2021-2022,14USU0004X,5011500002,No escolarizada,4,8,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0004X,5021000007,No escolarizada,111,241,,352,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,0,,0,0,0,,0,0,6,,6,2,3,,5
2021-2022,14USU0004X,5041200075,No escolarizada,341,428,,769,2,2,,4,1,0,,1,0,0,,0,1,0,,1,0,0,,0,8,5,,13,0,0,,0,0,0,,0,12,7,,19,1,1,,2
2021-2022,14USU0004X,5032100001,No escolarizada,47,27,,74,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,2,1,,3,0,0,,0
2021-2022,14USU0004X,5104100015,No escolarizada,81,77,,158,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,4,1,,5,0,0,,0
2021-2022,14USU0004X,5062200105,No escolarizada,509,160,,669,6,0,,6,0,1,,1,0,1,,1,0,0,,0,2,0,,2,9,2,,11,0,0,,0,1,0,,1,18,4,,22,1,0,,1
2021-2022,14USU0010H,5032100027,Escolarizada,43,84,,127,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2021-2022,14USU0010H,5033200006,Escolarizada,177,425,,602,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,11,,13,0,0,,0,0,0,,0,2,11,,13,0,0,,0
2021-2022,14USU0010H,5021500119,Escolarizada,35,107,,142,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0,2,4,,6,0,0,,0,1,0,,1,3,7,,10,1,1,,2
2021-2022,14USU0010H,5031300010,Escolarizada,339,273,,612,1,0,,1,0,0,,0,0,0,,0,1,0,,1,1,0,,1,7,4,,11,0,0,,0,0,0,,0,10,4,,14,0,1,,1
2021-2022,14USU0010H,5031300014,Escolarizada,203,553,,756,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,2,8,,10,0,1,,1,0,0,,0,2,10,,12,1,0,,1
2021-2022,14USU0010H,5031200031,Escolarizada,184,338,,522,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,6,,8,0,2,,2,0,0,,0,2,10,,12,0,0,,0
2021-2022,14USU0010H,5031500010,Escolarizada,74,1214,,1288,1,3,,4,0,2,,2,0,1,,1,0,2,,2,0,1,,1,2,25,,27,0,0,,0,0,0,,0,3,34,,37,0,2,,2
2021-2022,14USU0007U,5051100006,Escolarizada,126,189,,315,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,4,,8,0,0,,0,0,0,,0,4,4,,8,0,0,,0
2021-2022,14USU0230T,8095200003,Escolarizada,28,33,,61,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,8072100013,Escolarizada,8,19,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,8091325001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8091100003,Escolarizada,7,6,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8095600001,Escolarizada,10,17,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
2021-2022,14USU0230T,8051200020,Escolarizada,17,18,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8095000001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8051200017,Escolarizada,36,28,,64,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8051100012,Escolarizada,14,31,,45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2021-2022,14USU0230T,8091345005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8095000003,Escolarizada,4,1,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,8031100011,Escolarizada,3,2,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092204007,Escolarizada,5,9,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091319001,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091319004,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091329001,Escolarizada,9,6,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091301004,Escolarizada,28,62,,90,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091301005,Escolarizada,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091302001,Escolarizada,6,3,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6051100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091304001,Escolarizada,13,5,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091313001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091306001,Escolarizada,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091337008,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091305002,Escolarizada,73,20,,93,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091345008,Escolarizada,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093201002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091336001,Escolarizada,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091345011,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091308001,Escolarizada,5,0,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091309002,Escolarizada,25,13,,38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091312001,Escolarizada,5,4,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091310001,Escolarizada,3,17,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091310002,Escolarizada,3,2,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091311001,Escolarizada,1,4,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093202001,Escolarizada,2,11,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092202002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092203006,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092206010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092206002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6092207003,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6095600002,Escolarizada,8,8,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091313004,Escolarizada,8,7,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091313008,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091314001,Escolarizada,1,6,,7,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091315001,Escolarizada,25,31,,56,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2021-2022,14USU0230T,6091316007,Escolarizada,5,5,,10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091316002,Escolarizada,37,100,,137,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2021-2022,14USU0230T,6091317001,Escolarizada,5,2,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091304018,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091342012,Escolarizada,41,28,,69,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,1,0,,1
2021-2022,14USU0230T,6091318002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091322003,Escolarizada,20,30,,50,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091323001,Escolarizada,26,10,,36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091321003,Escolarizada,2,2,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091325001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091325002,Escolarizada,2,3,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091326001,Escolarizada,64,115,,179,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,1,,1
2021-2022,14USU0230T,6091327002,Escolarizada,100,72,,172,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
2021-2022,14USU0230T,6091316004,Escolarizada,7,2,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091301008,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091331003,Escolarizada,10,10,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091340004,Escolarizada,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091332001,Escolarizada,10,5,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091307001,Escolarizada,21,2,,23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091334001,Escolarizada,5,0,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093203005,Escolarizada,2,13,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091335001,Escolarizada,8,19,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091336005,Escolarizada,12,2,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6091336007,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091336009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093204001,Escolarizada,11,28,,39,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091337002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091338002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091338003,Escolarizada,7,17,,24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091339001,Escolarizada,2,2,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091340001,Escolarizada,25,58,,83,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2021-2022,14USU0230T,6093205004,Escolarizada,7,8,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093206003,Escolarizada,7,5,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6093201005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091341001,Escolarizada,4,8,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091336013,Escolarizada,4,3,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091342013,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091335003,Escolarizada,2,2,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091343001,Escolarizada,0,3,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091337005,Escolarizada,34,4,,38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091344001,Escolarizada,27,3,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,6091344002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7101000006,Escolarizada,10,12,,22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2021-2022,14USU0230T,7095200012,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7012601010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7091345002,Escolarizada,2,8,,10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7091325001,Escolarizada,9,14,,23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7095600015,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2021-2022,14USU0230T,7051200022,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
