name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 1 2023A Bachillerato General SEMS,1,2023,A,Bachillerato General,SEMS,28973,14557,14416,,22474,11154,11320,,6499,3403,3096,,77.56877092
13 Admisión - 2 2023A Bachillerato General SUV,2,2023,A,Bachillerato General,SUV,399,184,215,,82,39,43,,317,145,172,,20.55137845
13 Admisión - 3 2023A Bachillerato Tecnológico SEMS,3,2023,A,Bachillerato Tecnológico,SEMS,2763,1571,1192,,1996,1091,905,,767,480,287,,72.24031849
13 Admisión - 4 2023A Bachillerato Tecnológico CUAAD,4,2023,A,Bachillerato Tecnológico,CUAAD,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 5 2023A Bachillerato Tecnológico CUCS,5,2023,A,Bachillerato Tecnológico,CUCS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 6 2023A Bachillerato Tecnológico CUSUR,6,2023,A,Bachillerato Tecnológico,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 7 2023A Técnico Superior Universitario CUCS,7,2023,A,Técnico Superior Universitario,CUCS,670,301,369,,263,116,147,,407,185,222,,39.25373134
13 Admisión - 8 2023A Técnico Superior Universitario CUCOSTASUR,8,2023,A,Técnico Superior Universitario,CUCOSTASUR,37,33,4,,23,22,1,,14,11,3,,62.16216216
13 Admisión - 9 2023A Licenciatura CUCEA,9,2023,A,Licenciatura,CUCEA,6444,3085,3359,,2919,1422,1497,,3525,1663,1862,,45.29795158
13 Admisión - 10 2023A Licenciatura CUCEI,10,2023,A,Licenciatura,CUCEI,6071,4333,1738,,2296,1639,657,,3775,2694,1081,,37.81914017
13 Admisión - 11 2023A Licenciatura CUCSH,11,2023,A,Licenciatura,CUCSH,3059,1268,1791,,1304,524,780,,1755,744,1011,,42.62830991
13 Admisión - 12 2023A Licenciatura CUCS,12,2023,A,Licenciatura,CUCS,11252,3309,7943,,1593,511,1082,,9659,2798,6861,,14.15748311
13 Admisión - 13 2023A Licenciatura CUAAD,13,2023,A,Licenciatura,CUAAD,5534,2289,3245,,804,334,470,,4730,1955,2775,,14.52837008
13 Admisión - 14 2023A Licenciatura CUCBA,14,2023,A,Licenciatura,CUCBA,2300,988,1312,,783,365,418,,1517,623,894,,34.04347826
13 Admisión - 15 2023A Licenciatura CUALTOS,15,2023,A,Licenciatura,CUALTOS,1577,532,1045,,484,155,329,,1093,377,716,,30.6911858
13 Admisión - 16 2023A Licenciatura CUCIÉNEGA,16,2023,A,Licenciatura,CUCIÉNEGA,1631,680,951,,676,293,383,,955,387,568,,41.44696505
13 Admisión - 17 2023A Licenciatura CUSUR,17,2023,A,Licenciatura,CUSUR,2423,862,1561,,766,310,456,,1657,552,1105,,31.61370202
13 Admisión - 18 2023A Licenciatura CUCOSTA,18,2023,A,Licenciatura,CUCOSTA,1632,719,913,,869,429,440,,763,290,473,,53.24754902
13 Admisión - 19 2023A Licenciatura CUCOSTASUR,19,2023,A,Licenciatura,CUCOSTASUR,660,330,330,,360,170,190,,300,160,140,,54.54545455
13 Admisión - 20 2023A Licenciatura CUVALLES,20,2023,A,Licenciatura,CUVALLES,1176,415,761,,663,256,407,,513,159,354,,56.37755102
13 Admisión - 21 2023A Licenciatura CUNORTE,21,2023,A,Licenciatura,CUNORTE,861,316,545,,641,232,409,,220,84,136,,74.44831591
