name,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2022-202314USU0200Z7051300018,2022-2023,14USU0200Z,7051300018,Escolarizada,15,11,0,26,1,0,0,1,0,0,0,0
2022-202314USU0200Z7051300079,2022-2023,14USU0200Z,7051300079,Escolarizada,7,5,0,12,0,0,0,0,0,0,0,0
2022-202314USU0200Z7052200016,2022-2023,14USU0200Z,7052200016,Escolarizada,6,6,0,12,0,0,0,0,0,0,0,0
2022-202314USU0200Z7081100073,2022-2023,14USU0200Z,7081100073,Escolarizada,14,5,0,19,1,0,0,1,0,0,0,0
2022-202314USU0120N7031300023,2022-2023,14USU0120N,7031300023,Escolarizada,9,10,0,19,0,0,0,0,0,0,0,0
2022-202314USU0230T6091313008,2022-2023,14USU0230T,6091313008,Escolarizada,1,2,0,3,0,0,0,0,0,0,0,0
2022-202314USU0230T6091314001,2022-2023,14USU0230T,6091314001,Escolarizada,4,8,0,12,1,0,0,1,0,0,0,0
2022-202314USU0230T6091315001,2022-2023,14USU0230T,6091315001,Escolarizada,31,48,0,79,1,0,0,1,0,0,0,0
2022-202314USU0230T6091316002,2022-2023,14USU0230T,6091316002,Escolarizada,33,130,0,163,0,1,0,1,0,0,0,0
2022-202314USU0230T6091316004,2022-2023,14USU0230T,6091316004,Escolarizada,2,4,0,6,0,0,0,0,0,0,0,0
2022-202314USU0230T6091316007,2022-2023,14USU0230T,6091316007,Escolarizada,7,3,0,10,0,0,0,0,0,0,0,0
2022-202314USU0230T6091308001,2022-2023,14USU0230T,6091308001,Escolarizada,3,2,0,5,0,0,0,0,0,0,0,0
2022-202314USU0230T6091309002,2022-2023,14USU0230T,6091309002,Escolarizada,49,14,0,63,0,2,0,2,0,0,0,0
2022-202314USU0230T6091310001,2022-2023,14USU0230T,6091310001,Escolarizada,11,25,0,36,0,0,0,0,0,0,0,0
2022-202314USU0230T6091310002,2022-2023,14USU0230T,6091310002,Escolarizada,0,6,0,6,0,1,0,1,0,0,0,0
2022-202314USU0230T6091311001,2022-2023,14USU0230T,6091311001,Escolarizada,7,13,0,20,0,0,0,0,0,0,0,0
2022-202314USU0230T6091312001,2022-2023,14USU0230T,6091312001,Escolarizada,6,5,0,11,0,0,0,0,0,0,0,0
2022-202314USU0230T6091313001,2022-2023,14USU0230T,6091313001,Escolarizada,3,1,0,4,0,0,0,0,0,0,0,0
2022-202314USU0220M6093203005,2022-2023,14USU0220M,6093203005,Escolarizada,2,5,0,7,0,0,0,0,0,0,0,0
2022-202314USU0220M7042100033,2022-2023,14USU0220M,7042100033,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0220M7081100068,2022-2023,14USU0220M,7081100068,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0220M8095200001,2022-2023,14USU0220M,8095200001,Escolarizada,11,17,0,28,0,0,0,0,0,0,0,0
2022-202314USU0221L7012604064,2022-2023,14USU0221L,7012604064,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0221L7022500032,2022-2023,14USU0221L,7022500032,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0221L7071000035,2022-2023,14USU0221L,7071000035,Escolarizada,4,0,0,4,0,0,0,0,0,0,0,0
2022-202314USU0221L8071000002,2022-2023,14USU0221L,8071000002,Escolarizada,7,3,0,10,0,0,0,0,0,0,0,0
2022-202314USU0230T6051100001,2022-2023,14USU0230T,6051100001,Escolarizada,0,1,0,1,0,0,0,0,0,0,0,0
2022-202314USU0230T6091301004,2022-2023,14USU0230T,6091301004,Escolarizada,73,118,0,191,1,2,0,3,0,0,0,0
2022-202314USU0230T6091301005,2022-2023,14USU0230T,6091301005,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091301008,2022-2023,14USU0230T,6091301008,Escolarizada,2,2,0,4,0,0,0,0,0,0,0,0
2022-202314USU0230T6091302001,2022-2023,14USU0230T,6091302001,Escolarizada,5,9,0,14,0,0,0,0,0,0,0,0
2022-202314USU0230T6091304001,2022-2023,14USU0230T,6091304001,Escolarizada,15,6,0,21,0,0,0,0,0,0,0,0
2022-202314USU0230T6091304018,2022-2023,14USU0230T,6091304018,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0230T6091305002,2022-2023,14USU0230T,6091305002,Escolarizada,117,42,0,159,1,0,0,1,0,0,0,0
2022-202314USU0230T6091306001,2022-2023,14USU0230T,6091306001,Escolarizada,3,0,0,3,0,0,0,0,0,0,0,0
2022-202314USU0230T6091307001,2022-2023,14USU0230T,6091307001,Escolarizada,21,1,0,22,0,0,0,0,0,0,0,0
2022-202314USU0220M6091326001,2022-2023,14USU0220M,6091326001,Escolarizada,13,8,0,21,0,0,0,0,0,0,0,0
2022-202314USU0220M6093202001,2022-2023,14USU0220M,6093202001,Escolarizada,5,3,0,8,0,0,0,0,0,0,0,0
2022-202314USU0120N7031400008,2022-2023,14USU0120N,7031400008,Escolarizada,14,6,0,20,0,0,0,0,0,0,0,0
2022-202314USU0230T6091343001,2022-2023,14USU0230T,6091343001,Escolarizada,5,8,0,13,0,0,0,0,0,0,0,0
2022-202314USU0230T6091344001,2022-2023,14USU0230T,6091344001,Escolarizada,25,3,0,28,0,0,0,0,0,0,0,0
2022-202314USU0230T6091344002,2022-2023,14USU0230T,6091344002,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0230T6091327002,2022-2023,14USU0230T,6091327002,Escolarizada,153,118,0,271,2,4,0,6,0,0,0,0
2022-202314USU0230T6091329001,2022-2023,14USU0230T,6091329001,Escolarizada,19,8,0,27,2,0,0,2,1,0,0,1
2022-202314USU0230T6091331003,2022-2023,14USU0230T,6091331003,Escolarizada,26,19,0,45,1,0,0,1,2,0,0,2
2022-202314USU0230T6091332001,2022-2023,14USU0230T,6091332001,Escolarizada,15,10,0,25,0,0,0,0,0,0,0,0
2022-202314USU0230T6091334001,2022-2023,14USU0230T,6091334001,Escolarizada,3,1,0,4,0,0,0,0,0,0,0,0
2022-202314USU0230T6091335001,2022-2023,14USU0230T,6091335001,Escolarizada,12,13,0,25,0,0,0,0,0,0,0,0
2022-202314USU0230T6091335003,2022-2023,14USU0230T,6091335003,Escolarizada,3,0,0,3,0,0,0,0,0,0,0,0
2022-202314USU0230T6091336001,2022-2023,14USU0230T,6091336001,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0230T6091336005,2022-2023,14USU0230T,6091336005,Escolarizada,8,7,0,15,0,0,0,0,0,0,0,0
2022-202314USU0230T6091336007,2022-2023,14USU0230T,6091336007,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091336009,2022-2023,14USU0230T,6091336009,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091337005,2022-2023,14USU0230T,6091337005,Escolarizada,57,6,0,63,0,0,0,0,0,0,0,0
2022-202314USU0230T6091338003,2022-2023,14USU0230T,6091338003,Escolarizada,11,33,0,44,1,0,0,1,0,0,0,0
2022-202314USU0230T6091339001,2022-2023,14USU0230T,6091339001,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0230T6091340001,2022-2023,14USU0230T,6091340001,Escolarizada,28,75,0,103,0,1,0,1,0,0,0,0
2022-202314USU0230T6091340004,2022-2023,14USU0230T,6091340004,Escolarizada,5,6,0,11,0,0,0,0,0,0,0,0
2022-202314USU0230T6091341001,2022-2023,14USU0230T,6091341001,Escolarizada,5,13,0,18,0,0,0,0,0,0,0,0
2022-202314USU0230T6091342012,2022-2023,14USU0230T,6091342012,Escolarizada,61,32,0,93,0,1,0,1,1,0,0,1
2022-202314USU0230T6091317001,2022-2023,14USU0230T,6091317001,Escolarizada,8,12,0,20,0,0,0,0,0,0,0,0
2022-202314USU0230T6091317003,2022-2023,14USU0230T,6091317003,Escolarizada,0,2,0,2,0,0,0,0,0,0,0,0
2022-202314USU0230T6091317009,2022-2023,14USU0230T,6091317009,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091318001,2022-2023,14USU0230T,6091318001,Escolarizada,3,0,0,3,0,0,0,0,0,0,0,0
2022-202314USU0230T6091318002,2022-2023,14USU0230T,6091318002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091319001,2022-2023,14USU0230T,6091319001,Escolarizada,3,6,0,9,0,0,0,0,0,0,0,0
2022-202314USU0230T6091319004,2022-2023,14USU0230T,6091319004,Escolarizada,2,2,0,4,0,1,0,1,0,0,0,0
2022-202314USU0230T6091321003,2022-2023,14USU0230T,6091321003,Escolarizada,6,2,0,8,1,0,0,1,0,0,0,0
2022-202314USU0230T6091322003,2022-2023,14USU0230T,6091322003,Escolarizada,28,31,0,59,0,0,0,0,0,0,0,0
2022-202314USU0230T6091323001,2022-2023,14USU0230T,6091323001,Escolarizada,60,60,0,120,1,2,0,3,0,0,0,0
2022-202314USU0230T6091325002,2022-2023,14USU0230T,6091325002,Escolarizada,4,8,0,12,0,0,0,0,0,0,0,0
2022-202314USU0230T6091326001,2022-2023,14USU0230T,6091326001,Escolarizada,160,255,0,415,3,3,0,6,0,0,0,0
2022-202314USU0120N7031400038,2022-2023,14USU0120N,7031400038,Escolarizada,9,7,0,16,0,0,0,0,0,0,0,0
2022-202314USU0230T7095600015,2022-2023,14USU0230T,7095600015,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6093206003,2022-2023,14USU0230T,6093206003,Escolarizada,3,5,0,8,0,0,0,0,0,0,0,0
2022-202314USU0230T6095600002,2022-2023,14USU0230T,6095600002,Escolarizada,17,10,0,27,0,0,0,0,0,0,0,0
2022-202314USU0230T7012601008,2022-2023,14USU0230T,7012601008,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7012601010,2022-2023,14USU0230T,7012601010,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100001,2022-2023,14USU0230T,7031100001,Escolarizada,3,12,0,15,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100030,2022-2023,14USU0230T,7031100030,Escolarizada,5,6,0,11,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100043,2022-2023,14USU0230T,7031100043,Escolarizada,5,15,0,20,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100057,2022-2023,14USU0230T,7031100057,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100103,2022-2023,14USU0230T,7031100103,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7031100188,2022-2023,14USU0230T,7031100188,Escolarizada,5,14,0,19,0,0,0,0,0,0,0,0
2022-202314USU0230T7031500022,2022-2023,14USU0230T,7031500022,Escolarizada,5,11,0,16,0,0,0,0,0,0,0,0
2022-202314USU0230T7042500034,2022-2023,14USU0230T,7042500034,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7051200022,2022-2023,14USU0230T,7051200022,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7091325001,2022-2023,14USU0230T,7091325001,Escolarizada,12,7,0,19,0,0,0,0,0,0,0,0
2022-202314USU0230T7091345002,2022-2023,14USU0230T,7091345002,Escolarizada,2,6,0,8,0,0,0,0,0,0,0,0
2022-202314USU0230T7092208001,2022-2023,14USU0230T,7092208001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7093207003,2022-2023,14USU0230T,7093207003,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7095000011,2022-2023,14USU0230T,7095000011,Escolarizada,5,14,0,19,0,0,0,0,0,0,0,0
2022-202314USU0230T6091345005,2022-2023,14USU0230T,6091345005,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091345008,2022-2023,14USU0230T,6091345008,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0230T6091345011,2022-2023,14USU0230T,6091345011,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6092202002,2022-2023,14USU0230T,6092202002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6092204007,2022-2023,14USU0230T,6092204007,Escolarizada,2,12,0,14,0,0,0,0,0,0,0,0
2022-202314USU0230T6092206002,2022-2023,14USU0230T,6092206002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6092207003,2022-2023,14USU0230T,6092207003,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6092208015,2022-2023,14USU0230T,6092208015,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6093201002,2022-2023,14USU0230T,6093201002,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0230T6093201005,2022-2023,14USU0230T,6093201005,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0230T6093202001,2022-2023,14USU0230T,6093202001,Escolarizada,2,11,0,13,0,0,0,0,0,0,0,0
2022-202314USU0230T6093203005,2022-2023,14USU0230T,6093203005,Escolarizada,1,13,0,14,0,0,0,0,0,0,0,0
2022-202314USU0230T6093204001,2022-2023,14USU0230T,6093204001,Escolarizada,6,11,0,17,0,0,0,0,0,0,0,0
2022-202314USU0230T6093205004,2022-2023,14USU0230T,6093205004,Escolarizada,4,4,0,8,0,0,0,0,0,0,0,0
2022-202314USU0120N7031500062,2022-2023,14USU0120N,7031500062,Escolarizada,7,17,0,24,0,0,0,0,0,0,0,0
2022-202314MMS0611JBGC,2022-2023,14MMS0611J,BGC,Escolarizada,1036,1725,0,2761,18,26,0,44,1,2,0,3
2022-202314MMS0612IBGC,2022-2023,14MMS0612I,BGC,Escolarizada,2124,2920,0,5044,36,51,0,87,2,1,0,3
2022-202314MMS0613HBGAI,2022-2023,14MMS0613H,BGAI,Escolarizada,29,11,0,40,0,0,0,0,0,0,0,0
2022-202314MMS0613HBGC,2022-2023,14MMS0613H,BGC,Escolarizada,2455,2878,0,5333,69,54,0,123,6,12,0,18
2022-202314MMS0614GBGC,2022-2023,14MMS0614G,BGC,Escolarizada,2073,2809,0,4882,38,67,0,105,1,1,0,2
2022-202314MMS0615FBGAI,2022-2023,14MMS0615F,BGAI,Escolarizada,114,83,0,197,3,0,0,3,0,0,0,0
2022-202314MMS0615FBGC,2022-2023,14MMS0615F,BGC,Escolarizada,1029,1675,0,2704,15,36,0,51,0,1,0,1
2022-202314MMS0616EBGC,2022-2023,14MMS0616E,BGC,Escolarizada,359,551,0,910,6,7,0,13,0,0,0,0
2022-202314MMS0617DBGC,2022-2023,14MMS0617D,BGC,Escolarizada,496,642,0,1138,3,11,0,14,0,0,0,0
2022-202314MMS0618CBGAI,2022-2023,14MMS0618C,BGAI,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0618CBGC,2022-2023,14MMS0618C,BGC,Escolarizada,671,835,0,1506,8,10,0,18,0,0,0,0
2022-202314MMS0608WBGAI,2022-2023,14MMS0608W,BGAI,Escolarizada,49,34,0,83,1,0,0,1,0,0,0,0
2022-202314MMS0608WBGC,2022-2023,14MMS0608W,BGC,Escolarizada,1924,2257,0,4181,37,45,0,82,2,1,0,3
2022-202314MMS0609VBGAI,2022-2023,14MMS0609V,BGAI,Escolarizada,59,34,0,93,3,1,0,4,0,0,0,0
2022-202314MMS0609VBGC,2022-2023,14MMS0609V,BGC,Escolarizada,946,1427,0,2373,22,19,0,41,1,0,0,1
2022-202314MMS0610KBGAI,2022-2023,14MMS0610K,BGAI,Escolarizada,71,59,0,130,2,0,0,2,0,0,0,0
2022-202314MMS0610KBGC,2022-2023,14MMS0610K,BGC,Escolarizada,1028,1314,0,2342,22,29,0,51,0,0,0,0
2022-202314USU0230T7095600030,2022-2023,14USU0230T,7095600030,Escolarizada,8,13,0,21,0,1,0,1,0,0,0,0
2022-202314USU0230T7095600046,2022-2023,14USU0230T,7095600046,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T7101000006,2022-2023,14USU0230T,7101000006,Escolarizada,4,9,0,13,0,0,0,0,0,0,0,0
2022-202314USU0230T8031100011,2022-2023,14USU0230T,8031100011,Escolarizada,4,2,0,6,0,0,0,0,0,0,0,0
2022-202314USU0230T8051100012,2022-2023,14USU0230T,8051100012,Escolarizada,20,26,0,46,0,1,0,1,0,0,0,0
2022-202314USU0230T8051200017,2022-2023,14USU0230T,8051200017,Escolarizada,40,16,0,56,0,0,0,0,0,0,0,0
2022-202314USU0230T8051200020,2022-2023,14USU0230T,8051200020,Escolarizada,21,18,0,39,0,0,0,0,0,0,0,0
2022-202314USU0230T8072100013,2022-2023,14USU0230T,8072100013,Escolarizada,10,21,0,31,0,1,0,1,0,0,0,0
2022-202314USU0230T8091325001,2022-2023,14USU0230T,8091325001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T8091345005,2022-2023,14USU0230T,8091345005,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T8095000001,2022-2023,14USU0230T,8095000001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T8095000003,2022-2023,14USU0230T,8095000003,Escolarizada,6,3,0,9,0,0,0,0,0,0,0,0
2022-202314USU0230T8095200003,2022-2023,14USU0230T,8095200003,Escolarizada,27,28,0,55,0,2,0,2,0,0,0,0
2022-202314USU0230T8095600001,2022-2023,14USU0230T,8095600001,Escolarizada,19,23,0,42,1,0,0,1,0,2,0,2
2022-202314MMS0607XBGAI,2022-2023,14MMS0607X,BGAI,Escolarizada,116,74,0,190,3,3,0,6,0,0,0,0
2022-202314MMS0607XBGC,2022-2023,14MMS0607X,BGC,Escolarizada,1236,1532,0,2768,28,32,0,60,2,2,0,4
2022-202314USU0120N7041100024,2022-2023,14USU0120N,7041100024,Escolarizada,3,3,0,6,0,0,0,0,1,0,0,1
2022-202314MMS0639PBGC,2022-2023,14MMS0639P,BGC,Escolarizada,298,295,0,593,5,3,0,8,0,0,0,0
2022-202314MMS0640EBGC,2022-2023,14MMS0640E,BGC,Escolarizada,594,635,0,1229,11,17,0,28,3,0,0,3
2022-202314MMS0641DBGC,2022-2023,14MMS0641D,BGC,Escolarizada,297,330,0,627,5,9,0,14,0,1,0,1
2022-202314MMS0642CBGC,2022-2023,14MMS0642C,BGC,Escolarizada,268,323,0,591,8,10,0,18,0,0,0,0
2022-202314MMS0643BBGAI,2022-2023,14MMS0643B,BGAI,Escolarizada,11,16,0,27,0,0,0,0,0,0,0,0
2022-202314MMS0643BBGC,2022-2023,14MMS0643B,BGC,Escolarizada,457,498,0,955,8,1,0,9,0,1,0,1
2022-202314MMS0644ABGC,2022-2023,14MMS0644A,BGC,Escolarizada,384,420,0,804,5,8,0,13,0,0,0,0
2022-202314MMS0645ZBGAI,2022-2023,14MMS0645Z,BGAI,Escolarizada,103,80,0,183,4,3,0,7,2,0,0,2
2022-202314MMS0645ZBGC,2022-2023,14MMS0645Z,BGC,Escolarizada,1318,1988,0,3306,29,36,0,65,1,0,0,1
2022-202314MMS0646ZBGC,2022-2023,14MMS0646Z,BGC,Escolarizada,3609,2835,0,6444,49,46,0,95,4,3,0,7
2022-202314MMS0647YBGAI,2022-2023,14MMS0647Y,BGAI,Escolarizada,53,46,0,99,0,0,0,0,0,0,0,0
2022-202314MMS0623OBGC,2022-2023,14MMS0623O,BGC,Escolarizada,1742,2178,0,3920,31,40,0,71,0,1,0,1
2022-202314MMS0624NBGC,2022-2023,14MMS0624N,BGC,Escolarizada,385,476,0,861,4,5,0,9,0,3,0,3
2022-202314MMS0625MBGAI,2022-2023,14MMS0625M,BGAI,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0625MBGC,2022-2023,14MMS0625M,BGC,Escolarizada,273,321,0,594,6,4,0,10,13,16,0,29
2022-202314MMS0627KBGAI,2022-2023,14MMS0627K,BGAI,Escolarizada,43,41,0,84,0,0,0,0,0,0,0,0
2022-202314MMS0627KBGC,2022-2023,14MMS0627K,BGC,Escolarizada,265,324,0,589,0,1,0,1,0,0,0,0
2022-202314MMS0628JBGC,2022-2023,14MMS0628J,BGC,Escolarizada,923,1123,0,2046,28,27,0,55,0,2,0,2
2022-202314MMS0629IBGC,2022-2023,14MMS0629I,BGC,Escolarizada,852,1063,0,1915,19,28,0,47,0,1,0,1
2022-202314MMS0630YBGAI,2022-2023,14MMS0630Y,BGAI,Escolarizada,53,18,0,71,5,0,0,5,0,0,0,0
2022-202314MMS0630YBGC,2022-2023,14MMS0630Y,BGC,Escolarizada,1070,1225,0,2295,18,15,0,33,0,0,0,0
2022-202314MMS0631XBGC,2022-2023,14MMS0631X,BGC,Escolarizada,1551,1850,0,3401,22,33,0,55,4,10,0,14
2022-202314MMS0632WBGC,2022-2023,14MMS0632W,BGC,Escolarizada,1025,1311,0,2336,19,33,0,52,1,1,0,2
2022-202314MMS0633VBGC,2022-2023,14MMS0633V,BGC,Escolarizada,294,333,0,627,13,9,0,22,2,2,0,4
2022-202314MMS0634UBGC,2022-2023,14MMS0634U,BGC,Escolarizada,1107,1440,0,2547,29,26,0,55,1,2,0,3
2022-202314MMS0635TBGC,2022-2023,14MMS0635T,BGC,Escolarizada,615,737,0,1352,10,20,0,30,0,0,0,0
2022-202314MMS0636SBGC,2022-2023,14MMS0636S,BGC,Escolarizada,1469,1549,0,3018,26,30,0,56,2,3,0,5
2022-202314MMS0637RBGC,2022-2023,14MMS0637R,BGC,Escolarizada,427,477,0,904,7,3,0,10,0,0,0,0
2022-202314MMS0619BBGAI,2022-2023,14MMS0619B,BGAI,Escolarizada,0,1,0,1,0,0,0,0,0,0,0,0
2022-202314MMS0619BBGC,2022-2023,14MMS0619B,BGC,Escolarizada,628,791,0,1419,27,16,0,43,0,0,0,0
2022-202314MMS0620RBGC,2022-2023,14MMS0620R,BGC,Escolarizada,181,287,0,468,1,0,0,1,0,0,0,0
2022-202314MMS0621QBGC,2022-2023,14MMS0621Q,BGC,Escolarizada,906,1051,0,1957,24,26,0,50,0,0,0,0
2022-202314MMS0622PBGC,2022-2023,14MMS0622P,BGC,Escolarizada,253,281,0,534,2,6,0,8,0,0,0,0
2022-202314MMS0623OBGAI,2022-2023,14MMS0623O,BGAI,Escolarizada,46,40,0,86,2,0,0,2,0,0,0,0
2022-202314USU0100Z8033100009,2022-2023,14USU0100Z,8033100009,Escolarizada,21,12,0,33,0,0,0,0,0,0,0,0
2022-202314MMS0676TBGC,2022-2023,14MMS0676T,BGC,Escolarizada,110,130,0,240,1,0,0,1,0,0,0,0
2022-202314MMS0677SBGC,2022-2023,14MMS0677S,BGC,Escolarizada,98,119,0,217,0,0,0,0,0,0,0,0
2022-202314MMS0678RBGC,2022-2023,14MMS0678R,BGC,Escolarizada,110,109,0,219,0,0,0,0,0,0,0,0
2022-202314MMS0662QBGC,2022-2023,14MMS0662Q,BGC,Escolarizada,104,137,0,241,0,0,0,0,0,0,0,0
2022-202314MMS0663PBGC,2022-2023,14MMS0663P,BGC,Escolarizada,74,71,0,145,2,2,0,4,0,0,0,0
2022-202314MMS0664OBGC,2022-2023,14MMS0664O,BGC,Escolarizada,70,86,0,156,0,1,0,1,0,0,0,0
2022-202314MMS0665NBGC,2022-2023,14MMS0665N,BGC,Escolarizada,108,152,0,260,2,1,0,3,0,0,0,0
2022-202314MMS0666MBGC,2022-2023,14MMS0666M,BGC,Escolarizada,83,147,0,230,4,3,0,7,0,0,0,0
2022-202314MMS0667LBGC,2022-2023,14MMS0667L,BGC,Escolarizada,114,162,0,276,0,0,0,0,0,0,0,0
2022-202314MMS0668KBGC,2022-2023,14MMS0668K,BGC,Escolarizada,292,344,0,636,3,3,0,6,0,1,0,1
2022-202314MMS0669JBGC,2022-2023,14MMS0669J,BGC,Escolarizada,122,137,0,259,5,2,0,7,0,0,0,0
2022-202314MMS0670ZBGC,2022-2023,14MMS0670Z,BGC,Escolarizada,67,106,0,173,1,2,0,3,0,0,0,0
2022-202314MMS0671YBGC,2022-2023,14MMS0671Y,BGC,Escolarizada,70,80,0,150,0,0,0,0,0,0,0,0
2022-202314MMS0672XBGC,2022-2023,14MMS0672X,BGC,Escolarizada,30,33,0,63,0,0,0,0,0,0,0,0
2022-202314MMS0673WBGC,2022-2023,14MMS0673W,BGC,Escolarizada,149,131,0,280,0,1,0,1,0,0,0,0
2022-202314MMS0674VBGC,2022-2023,14MMS0674V,BGC,Escolarizada,79,86,0,165,0,0,0,0,0,0,0,0
2022-202314MMS0651KBGC,2022-2023,14MMS0651K,BGC,Escolarizada,505,647,0,1152,9,18,0,27,1,2,0,3
2022-202314MMS0652JBGC,2022-2023,14MMS0652J,BGC,Escolarizada,326,353,0,679,11,11,0,22,0,0,0,0
2022-202314MMS0653IBGC,2022-2023,14MMS0653I,BGC,Escolarizada,567,667,0,1234,9,8,0,17,0,0,0,0
2022-202314MMS0654HBGC,2022-2023,14MMS0654H,BGC,Escolarizada,622,1028,0,1650,11,13,0,24,0,0,0,0
2022-202314MMS0655GBGC,2022-2023,14MMS0655G,BGC,Escolarizada,676,822,0,1498,12,26,0,38,0,2,0,2
2022-202314MMS0656FBGC,2022-2023,14MMS0656F,BGC,Escolarizada,200,229,0,429,2,2,0,4,0,0,0,0
2022-202314MMS0657EBGAI,2022-2023,14MMS0657E,BGAI,Escolarizada,277,276,0,553,4,2,0,6,1,0,0,1
2022-202314MMS0657EBGC,2022-2023,14MMS0657E,BGC,Escolarizada,1506,1795,0,3301,17,24,0,41,1,1,0,2
2022-202314MMS0658DBGC,2022-2023,14MMS0658D,BGC,Escolarizada,675,839,0,1514,11,19,0,30,0,0,0,0
2022-202314MMS0659CBGC,2022-2023,14MMS0659C,BGC,Escolarizada,302,354,0,656,6,14,0,20,0,0,0,0
2022-202314MMS0660SBGC,2022-2023,14MMS0660S,BGC,Escolarizada,373,350,0,723,1,0,0,1,0,0,0,0
2022-202314MMS0661RBGC,2022-2023,14MMS0661R,BGC,Escolarizada,90,81,0,171,1,2,0,3,0,0,0,0
2022-202314MMS0647YBGC,2022-2023,14MMS0647Y,BGC,Escolarizada,1437,1773,0,3210,33,24,0,57,3,0,0,3
2022-202314MMS0648XBGC,2022-2023,14MMS0648X,BGC,Escolarizada,1593,2029,0,3622,25,32,0,57,2,5,0,7
2022-202314MMS0649WBGAI,2022-2023,14MMS0649W,BGAI,Escolarizada,110,62,0,172,1,1,0,2,0,0,0,0
2022-202314MMS0649WBGC,2022-2023,14MMS0649W,BGC,Escolarizada,1940,2584,0,4524,34,46,0,80,4,5,0,9
2022-202314MMS0650LBGAI,2022-2023,14MMS0650L,BGAI,Escolarizada,61,30,0,91,2,0,0,2,0,0,0,0
2022-202314MMS0650LBGC,2022-2023,14MMS0650L,BGC,Escolarizada,1675,1843,0,3518,26,33,0,59,0,1,0,1
2022-202314USU0110G7012604029,2022-2023,14USU0110G,7012604029,Escolarizada,8,5,0,13,0,0,0,0,0,0,0,0
2022-202314MMS0705YBGC,2022-2023,14MMS0705Y,BGC,Escolarizada,340,458,0,798,3,7,0,10,0,1,0,1
2022-202314MMS0706XBGC,2022-2023,14MMS0706X,BGC,Escolarizada,466,562,0,1028,14,17,0,31,0,0,0,0
2022-202314MMS0707WBGC,2022-2023,14MMS0707W,BGC,Escolarizada,326,433,0,759,0,3,0,3,0,1,0,1
