name,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2022-202314USU0210F5101100015,2022-2023,14USU0210F,5101100015,Escolarizada,60,39,0,99,1,0,0,1,0,1,0,1
2022-202314USU0210F5103100017,2022-2023,14USU0210F,5103100017,Escolarizada,124,79,0,203,1,3,0,4,0,0,0,0
2022-202314USU0200Z5092100006,2022-2023,14USU0200Z,5092100006,Escolarizada,50,295,0,345,1,4,0,5,1,1,0,2
2022-202314USU0200Z5094200006,2022-2023,14USU0200Z,5094200006,Escolarizada,39,217,0,256,2,3,0,5,0,1,0,1
2022-202314USU0200Z5101600013,2022-2023,14USU0200Z,5101600013,Escolarizada,43,98,0,141,2,5,0,7,0,0,0,0
2022-202314USU0210F4062100001,2022-2023,14USU0210F,4062100001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0210F4103100001,2022-2023,14USU0210F,4103100001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0210F5022300022,2022-2023,14USU0210F,5022300022,Escolarizada,29,79,0,108,2,5,0,7,1,0,0,1
2022-202314USU0210F5031100007,2022-2023,14USU0210F,5031100007,Escolarizada,125,436,0,561,7,19,0,26,0,0,0,0
2022-202314USU0200Z5021000002,2022-2023,14USU0200Z,5021000002,Escolarizada,84,48,0,132,3,4,0,7,0,0,0,0
2022-202314USU0200Z5033100003,2022-2023,14USU0200Z,5033100003,Escolarizada,152,301,0,453,4,10,0,14,3,1,0,4
2022-202314USU0200Z5041100007,2022-2023,14USU0200Z,5041100007,Escolarizada,73,135,0,208,3,6,0,9,0,1,0,1
2022-202314USU0200Z5041300007,2022-2023,14USU0200Z,5041300007,Escolarizada,81,96,0,177,3,3,0,6,2,1,0,3
2022-202314USU0200Z5041400032,2022-2023,14USU0200Z,5041400032,Escolarizada,106,213,0,319,1,5,0,6,0,1,0,1
2022-202314USU0200Z5042000002,2022-2023,14USU0200Z,5042000002,Escolarizada,87,182,0,269,3,5,0,8,0,1,0,1
2022-202314USU0200Z5051300005,2022-2023,14USU0200Z,5051300005,Escolarizada,50,70,0,120,2,1,0,3,0,1,0,1
2022-202314USU0200Z5062100033,2022-2023,14USU0200Z,5062100033,Escolarizada,115,21,0,136,2,0,0,2,1,0,0,1
2022-202314USU0200Z5073200010,2022-2023,14USU0200Z,5073200010,Escolarizada,199,26,0,225,3,1,0,4,0,0,0,0
2022-202314USU0200Z5081300016,2022-2023,14USU0200Z,5081300016,Escolarizada,272,114,0,386,2,5,0,7,2,2,0,4
2022-202314USU0120N7011400011,2022-2023,14USU0120N,7011400011,Escolarizada,13,18,0,31,0,0,0,0,0,2,0,2
2022-202314USU0221L5071300009,2022-2023,14USU0221L,5071300009,Escolarizada,90,14,0,104,4,2,0,6,0,0,0,0
2022-202314USU0221L5071300014,2022-2023,14USU0221L,5071300014,Escolarizada,283,50,0,333,3,4,0,7,0,0,0,0
2022-202314USU0221L5071400008,2022-2023,14USU0221L,5071400008,Escolarizada,112,224,0,336,2,5,0,7,0,1,0,1
2022-202314USU0221L5071700019,2022-2023,14USU0221L,5071700019,Escolarizada,119,91,0,210,2,3,0,5,0,0,0,0
2022-202314USU0222K5022200040,2022-2023,14USU0222K,5022200040,Escolarizada,30,111,0,141,1,2,0,3,0,0,0,0
2022-202314USU0222K5031100007,2022-2023,14USU0222K,5031100007,Escolarizada,29,133,0,162,3,3,0,6,0,0,0,0
2022-202314USU0222K5032100038,2022-2023,14USU0222K,5032100038,Escolarizada,5,9,0,14,0,0,0,0,0,0,0,0
2022-202314USU0222K5033100003,2022-2023,14USU0222K,5033100003,Escolarizada,110,153,0,263,3,5,0,8,0,0,0,0
2022-202314USU0222K5042000002,2022-2023,14USU0222K,5042000002,Escolarizada,47,70,0,117,0,4,0,4,0,0,0,0
2022-202314USU0222K5062200082,2022-2023,14USU0222K,5062200082,Escolarizada,29,19,0,48,3,2,0,5,0,0,0,0
2022-202314USU0222K5071000047,2022-2023,14USU0222K,5071000047,Escolarizada,112,12,0,124,4,2,0,6,0,0,0,0
2022-202314USU0222K5071700019,2022-2023,14USU0222K,5071700019,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0230T4093100005,2022-2023,14USU0230T,4093100005,Escolarizada,84,183,0,267,5,7,0,12,0,1,0,1
2022-202314USU0230T4094100005,2022-2023,14USU0230T,4094100005,Escolarizada,59,182,0,241,2,5,0,7,0,0,0,0
2022-202314USU0220M5031100007,2022-2023,14USU0220M,5031100007,Escolarizada,58,294,0,352,1,14,0,15,0,0,0,0
2022-202314USU0220M5033100003,2022-2023,14USU0220M,5033100003,Escolarizada,123,230,0,353,9,14,0,23,0,0,0,0
2022-202314USU0220M5041100056,2022-2023,14USU0220M,5041100056,Escolarizada,103,208,0,311,4,9,0,13,0,1,0,1
2022-202314USU0220M5041400032,2022-2023,14USU0220M,5041400032,Escolarizada,110,204,0,314,2,4,0,6,0,0,0,0
2022-202314USU0220M5042000002,2022-2023,14USU0220M,5042000002,Escolarizada,124,166,0,290,9,8,0,17,0,0,0,0
2022-202314USU0220M5061000002,2022-2023,14USU0220M,5061000002,Escolarizada,131,28,0,159,8,2,0,10,0,0,0,0
2022-202314USU0220M5062200055,2022-2023,14USU0220M,5062200055,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0220M5072100002,2022-2023,14USU0220M,5072100002,Escolarizada,105,89,0,194,4,6,0,10,0,0,0,0
2022-202314USU0220M5081100050,2022-2023,14USU0220M,5081100050,Escolarizada,115,50,0,165,2,1,0,3,1,0,0,1
2022-202314USU0220M5082100001,2022-2023,14USU0220M,5082100001,Escolarizada,133,160,0,293,5,4,0,9,1,0,0,1
2022-202314USU0220M5091100011,2022-2023,14USU0220M,5091100011,Escolarizada,189,288,0,477,4,7,0,11,0,0,0,0
2022-202314USU0220M5092100006,2022-2023,14USU0220M,5092100006,Escolarizada,66,315,0,381,2,10,0,12,0,0,0,0
2022-202314USU0220M5093100002,2022-2023,14USU0220M,5093100002,Escolarizada,124,346,0,470,2,8,0,10,0,0,0,0
2022-202314USU0220M5094200006,2022-2023,14USU0220M,5094200006,Escolarizada,46,309,0,355,1,10,0,11,0,0,0,0
2022-202314USU0221L5022000001,2022-2023,14USU0221L,5022000001,Escolarizada,27,57,0,84,1,2,0,3,0,0,0,0
2022-202314USU0221L5031100007,2022-2023,14USU0221L,5031100007,Escolarizada,78,246,0,324,7,9,0,16,0,0,0,0
2022-202314USU0221L5033100003,2022-2023,14USU0221L,5033100003,Escolarizada,101,212,0,313,5,10,0,15,0,0,0,0
2022-202314USU0221L5042000002,2022-2023,14USU0221L,5042000002,Escolarizada,40,115,0,155,2,5,0,7,0,0,0,0
2022-202314USU0002Z7095600030,2022-2023,14USU0002Z,7095600030,Escolarizada,14,21,0,35,0,0,0,0,0,1,0,1
2022-202314USU0003Y7011400011,2022-2023,14USU0003Y,7011400011,Escolarizada,17,31,0,48,0,0,0,0,1,0,0,1
2022-202314USU0003Y7031200071,2022-2023,14USU0003Y,7031200071,Escolarizada,1,4,0,5,0,0,0,0,0,0,0,0
2022-202314USU0003Y7042100033,2022-2023,14USU0003Y,7042100033,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0003Y7052100021,2022-2023,14USU0003Y,7052100021,Escolarizada,5,0,0,5,0,0,0,0,0,0,0,0
2022-202314USU0003Y7061300005,2022-2023,14USU0003Y,7061300005,Escolarizada,16,5,0,21,0,0,0,0,0,1,0,1
2022-202314USU0003Y7071300003,2022-2023,14USU0003Y,7071300003,Escolarizada,14,6,0,20,0,0,0,0,0,0,0,0
2022-202314USU0003Y8052100019,2022-2023,14USU0003Y,8052100019,Escolarizada,9,3,0,12,0,0,0,0,0,0,0,0
2022-202314USU0004X7011400029,2022-2023,14USU0004X,7011400029,No escolarizada,11,21,0,32,0,1,0,1,0,0,0,0
2022-202314USU0004X7012400001,2022-2023,14USU0004X,7012400001,No escolarizada,7,14,0,21,0,0,0,0,0,1,0,1
2022-202314USU0004X7021000014,2022-2023,14USU0004X,7021000014,No escolarizada,6,11,0,17,0,0,0,0,0,0,0,0
2022-202314USU0004X7031300041,2022-2023,14USU0004X,7031300041,No escolarizada,13,13,0,26,0,0,0,0,0,0,0,0
2022-202314USU0004X7032100037,2022-2023,14USU0004X,7032100037,No escolarizada,8,12,0,20,0,0,0,0,0,0,0,0
2022-202314USU0230T5031100007,2022-2023,14USU0230T,5031100007,Escolarizada,541,1461,0,2002,12,33,0,45,0,0,0,0
2022-202314USU0230T5033200024,2022-2023,14USU0230T,5033200024,Escolarizada,61,167,0,228,3,9,0,12,0,0,0,0
2022-202314USU0230T5091100011,2022-2023,14USU0230T,5091100011,Escolarizada,1694,2747,0,4441,26,30,0,56,1,1,0,2
2022-202314USU0230T5092100006,2022-2023,14USU0230T,5092100006,Escolarizada,585,2194,0,2779,12,42,0,54,1,6,0,7
2022-202314USU0230T5093100002,2022-2023,14USU0230T,5093100002,Escolarizada,459,1250,0,1709,8,11,0,19,0,0,0,0
2022-202314USU0230T5094100009,2022-2023,14USU0230T,5094100009,Escolarizada,44,81,0,125,1,4,0,5,0,0,0,0
2022-202314USU0230T5094200006,2022-2023,14USU0230T,5094200006,Escolarizada,224,874,0,1098,8,20,0,28,0,1,0,1
2022-202314USU0230T5094300009,2022-2023,14USU0230T,5094300009,Escolarizada,34,167,0,201,1,2,0,3,0,0,0,0
2022-202314USU0230T5101100015,2022-2023,14USU0230T,5101100015,Escolarizada,931,575,0,1506,13,8,0,21,1,1,0,2
2022-202314USU0003Y5031500008,2022-2023,14USU0003Y,5031500008,Escolarizada,2,28,0,30,0,0,0,0,0,0,0,0
2022-202314USU0190I4021500005,2022-2023,14USU0190I,4021500005,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0222K5041400032,2022-2023,14USU0222K,5041400032,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0222K4101600010,2022-2023,14USU0222K,4101600010,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0002Z7011400011,2022-2023,14USU0002Z,7011400011,Escolarizada,12,13,0,25,0,0,0,0,0,0,0,0
2022-202314USU0002Z7031000052,2022-2023,14USU0002Z,7031000052,Escolarizada,10,5,0,15,1,0,0,1,1,1,0,2
2022-202314USU0002Z7031200009,2022-2023,14USU0002Z,7031200009,Escolarizada,5,2,0,7,0,0,0,0,0,0,0,0
2022-202314USU0002Z7033100026,2022-2023,14USU0002Z,7033100026,Escolarizada,57,27,0,84,2,1,0,3,1,0,0,1
2022-202314USU0230T4094100010,2022-2023,14USU0230T,4094100010,Escolarizada,45,117,0,162,0,2,0,2,0,0,0,0
2022-202314USU0230T4095300010,2022-2023,14USU0230T,4095300010,Escolarizada,168,286,0,454,4,5,0,9,0,1,0,1
2022-202314USU0230T4103100001,2022-2023,14USU0230T,4103100001,Escolarizada,102,184,0,286,2,2,0,4,0,0,0,0
2022-202314USU0010H7022500015,2022-2023,14USU0010H,7022500015,Escolarizada,7,9,0,16,0,1,0,1,0,0,0,0
2022-202314USU0010H7022600008,2022-2023,14USU0010H,7022600008,Escolarizada,11,5,0,16,0,0,0,0,0,0,0,0
2022-202314USU0010H7031000001,2022-2023,14USU0010H,7031000001,Escolarizada,22,26,0,48,1,0,0,1,0,0,0,0
2022-202314USU0010H7031200043,2022-2023,14USU0010H,7031200043,Escolarizada,1,18,0,19,0,1,0,1,0,1,0,1
2022-202314USU0010H7031200087,2022-2023,14USU0010H,7031200087,Escolarizada,3,9,0,12,0,0,0,0,0,0,0,0
2022-202314USU0008T6091326001,2022-2023,14USU0008T,6091326001,Escolarizada,6,2,0,8,0,0,0,0,0,0,0,0
2022-202314USU0008T7022600002,2022-2023,14USU0008T,7022600002,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0008T7031200016,2022-2023,14USU0008T,7031200016,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0008T7042300011,2022-2023,14USU0008T,7042300011,Escolarizada,9,11,0,20,0,0,0,0,0,0,0,0
2022-202314USU0008T7052300035,2022-2023,14USU0008T,7052300035,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0008T7071000033,2022-2023,14USU0008T,7071000033,Escolarizada,6,0,0,6,0,0,0,0,0,0,0,0
2022-202314USU0008T7071200021,2022-2023,14USU0008T,7071200021,Escolarizada,26,10,0,36,0,0,0,0,0,0,0,0
2022-202314USU0008T7102100006,2022-2023,14USU0008T,7102100006,Escolarizada,9,4,0,13,0,0,0,0,0,0,0,0
2022-202314USU0008T8033100003,2022-2023,14USU0008T,8033100003,Escolarizada,19,18,0,37,0,0,0,0,0,0,0,0
2022-202314USU0008T8052300021,2022-2023,14USU0008T,8052300021,Escolarizada,3,4,0,7,0,0,0,0,0,0,0,0
2022-202314USU0008T8071200008,2022-2023,14USU0008T,8071200008,Escolarizada,14,9,0,23,0,0,0,0,0,0,0,0
2022-202314USU0008T8091345016,2022-2023,14USU0008T,8091345016,Escolarizada,16,15,0,31,0,0,0,0,0,0,0,0
2022-202314USU0010H7011200033,2022-2023,14USU0010H,7011200033,Escolarizada,3,13,0,16,0,0,0,0,0,0,0,0
2022-202314USU0010H7012603017,2022-2023,14USU0010H,7012603017,Escolarizada,6,8,0,14,0,0,0,0,0,0,0,0
2022-202314USU0010H7022200011,2022-2023,14USU0010H,7022200011,Escolarizada,2,6,0,8,0,0,0,0,0,0,0,0
2022-202314USU0010H7022200019,2022-2023,14USU0010H,7022200019,Escolarizada,3,5,0,8,0,0,0,0,0,0,0,0
2022-202314USU0010H7022300005,2022-2023,14USU0010H,7022300005,Escolarizada,6,6,0,12,1,0,0,1,0,0,0,0
2022-202314USU0010H7022300034,2022-2023,14USU0010H,7022300034,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0010H7022300037,2022-2023,14USU0010H,7022300037,Escolarizada,2,5,0,7,0,0,0,0,0,0,0,0
2022-202314USU0004X8011400005,2022-2023,14USU0004X,8011400005,No escolarizada,5,8,0,13,0,0,0,0,0,0,0,0
2022-202314USU0004X8021000011,2022-2023,14USU0004X,8021000011,No escolarizada,3,5,0,8,0,0,0,0,0,0,0,0
2022-202314USU0005W7012602009,2022-2023,14USU0005W,7012602009,Escolarizada,6,12,0,18,0,0,0,0,0,0,0,0
2022-202314USU0005W7031000012,2022-2023,14USU0005W,7031000012,Escolarizada,2,5,0,7,0,1,0,1,0,0,0,0
2022-202314USU0008T6091323001,2022-2023,14USU0008T,6091323001,Escolarizada,2,3,0,5,0,0,0,0,0,0,0,0
2022-202314USU0004X7041100029,2022-2023,14USU0004X,7041100029,No escolarizada,44,34,0,78,0,0,0,0,0,0,0,0
2022-202314USU0004X7042100177,2022-2023,14USU0004X,7042100177,No escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0004X7042100311,2022-2023,14USU0004X,7042100311,No escolarizada,36,24,0,60,0,0,0,0,1,0,0,1
2022-202314USU0004X7042300030,2022-2023,14USU0004X,7042300030,No escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0130U7031100005,2022-2023,14USU0130U,7031100005,Escolarizada,25,22,0,47,0,0,0,0,0,0,0,0
2022-202314USU0130U7051300013,2022-2023,14USU0130U,7051300013,Escolarizada,15,17,0,32,0,0,0,0,0,0,0,0
2022-202314USU0120N8031400014,2022-2023,14USU0120N,8031400014,Escolarizada,8,9,0,17,0,0,0,0,0,0,0,0
2022-202314USU0120N8041400003,2022-2023,14USU0120N,8041400003,Escolarizada,20,5,0,25,1,0,0,1,0,0,0,0
2022-202314USU0120N8042000005,2022-2023,14USU0120N,8042000005,Escolarizada,12,14,0,26,1,0,0,1,0,0,0,0
2022-202314USU0120N8042100051,2022-2023,14USU0120N,8042100051,Escolarizada,4,3,0,7,0,0,0,0,1,0,0,1
2022-202314USU0120N8042500005,2022-2023,14USU0120N,8042500005,Escolarizada,20,29,0,49,0,0,0,0,0,0,0,0
2022-202314USU0120N8062200005,2022-2023,14USU0120N,8062200005,Escolarizada,13,8,0,21,1,0,0,1,0,1,0,1
2022-202314USU0130U6081100005,2022-2023,14USU0130U,6081100005,Escolarizada,2,2,0,4,0,0,0,0,0,0,0,0
2022-202314USU0120N7041400048,2022-2023,14USU0120N,7041400048,Escolarizada,40,24,0,64,0,0,0,0,0,1,0,1
2022-202314USU0120N7042000002,2022-2023,14USU0120N,7042000002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0120N7042100033,2022-2023,14USU0120N,7042100033,Escolarizada,90,73,0,163,1,0,0,1,0,0,0,0
2022-202314USU0120N7042100129,2022-2023,14USU0120N,7042100129,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0120N7042300031,2022-2023,14USU0120N,7042300031,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0120N7061000012,2022-2023,14USU0120N,7061000012,Escolarizada,28,7,0,35,0,0,0,0,0,0,0,0
2022-202314USU0120N7062200049,2022-2023,14USU0120N,7062200049,Escolarizada,22,8,0,30,0,0,0,0,0,0,0,0
2022-202314USU0120N7103100010,2022-2023,14USU0120N,7103100010,Escolarizada,16,19,0,35,1,0,0,1,0,0,0,0
2022-202314USU0120N8031300020,2022-2023,14USU0120N,8031300020,Escolarizada,14,8,0,22,0,0,0,0,0,0,0,0
2022-202314USU0120N8031400004,2022-2023,14USU0120N,8031400004,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0100Z7022600002,2022-2023,14USU0100Z,7022600002,Escolarizada,2,3,0,5,0,0,0,0,0,0,0,0
2022-202314USU0100Z7033100026,2022-2023,14USU0100Z,7033100026,Escolarizada,39,29,0,68,0,0,0,0,0,0,0,0
2022-202314USU0010H7031300005,2022-2023,14USU0010H,7031300005,Escolarizada,11,4,0,15,0,0,0,0,0,0,0,0
2022-202314USU0010H7031300078,2022-2023,14USU0010H,7031300078,Escolarizada,1,1,0,2,0,0,0,0,0,0,0,0
2022-202314USU0010H7032100004,2022-2023,14USU0010H,7032100004,Escolarizada,6,9,0,15,0,0,0,0,1,0,0,1
2022-202314USU0010H7032100049,2022-2023,14USU0010H,7032100049,Escolarizada,3,3,0,6,1,0,0,1,0,0,0,0
2022-202314USU0010H7073100005,2022-2023,14USU0010H,7073100005,Escolarizada,7,5,0,12,0,0,0,0,0,0,0,0
2022-202314USU0010H8011000006,2022-2023,14USU0010H,8011000006,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0010H8011500003,2022-2023,14USU0010H,8011500003,Escolarizada,10,18,0,28,0,0,0,0,1,0,0,1
2022-202314USU0010H8022000001,2022-2023,14USU0010H,8022000001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0010H8022500004,2022-2023,14USU0010H,8022500004,Escolarizada,9,13,0,22,0,0,0,0,0,0,0,0
2022-202314USU0010H8031000001,2022-2023,14USU0010H,8031000001,Escolarizada,17,25,0,42,0,0,0,0,0,0,0,0
2022-202314USU0010H8031300003,2022-2023,14USU0010H,8031300003,Escolarizada,26,16,0,42,0,0,0,0,0,0,0,0
2022-202314USU0100Z7022300015,2022-2023,14USU0100Z,7022300015,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7073100089,2022-2023,14USU0140A,7073100089,Escolarizada,15,13,0,28,0,0,0,0,0,0,0,0
2022-202314USU0140A7103100003,2022-2023,14USU0140A,7103100003,Escolarizada,7,6,0,13,0,0,0,0,0,0,0,0
2022-202314USU0140A8021000010,2022-2023,14USU0140A,8021000010,Escolarizada,8,6,0,14,1,0,0,1,0,0,0,0
2022-202314USU0140A8042100049,2022-2023,14USU0140A,8042100049,Escolarizada,4,3,0,7,0,0,0,0,0,0,0,0
2022-202314USU0140A8073100010,2022-2023,14USU0140A,8073100010,Escolarizada,31,18,0,49,0,0,0,0,0,0,0,0
2022-202314USU0160O7031100041,2022-2023,14USU0160O,7031100041,Escolarizada,2,6,0,8,0,0,0,0,0,0,0,0
2022-202314USU0160O7031100253,2022-2023,14USU0160O,7031100253,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0160O7031300048,2022-2023,14USU0160O,7031300048,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0160O7033100026,2022-2023,14USU0160O,7033100026,Escolarizada,7,2,0,9,0,0,0,0,0,0,0,0
2022-202314USU0160O7042100033,2022-2023,14USU0160O,7042100033,Escolarizada,7,7,0,14,0,0,0,0,0,0,0,0
2022-202314USU0160O7053100018,2022-2023,14USU0160O,7053100018,Escolarizada,4,1,0,5,0,0,0,0,0,0,0,0
2022-202314USU0160O7081100078,2022-2023,14USU0160O,7081100078,Escolarizada,1,3,0,4,0,0,0,0,0,0,0,0
2022-202314USU0160O8031300003,2022-2023,14USU0160O,8031300003,Escolarizada,14,4,0,18,0,0,0,0,0,0,0,0
2022-202314USU0160O8052000002,2022-2023,14USU0160O,8052000002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0130U7081000006,2022-2023,14USU0130U,7081000006,Escolarizada,6,1,0,7,0,0,0,0,0,0,0,0
2022-202314USU0130U7081100051,2022-2023,14USU0130U,7081100051,Escolarizada,4,1,0,5,0,0,0,0,0,0,0,0
2022-202314USU0130U7081100056,2022-2023,14USU0130U,7081100056,Escolarizada,4,5,0,9,0,0,0,0,0,0,0,0
2022-202314USU0130U7095600007,2022-2023,14USU0130U,7095600007,Escolarizada,2,14,0,16,0,0,0,0,0,0,0,0
2022-202314USU0130U8031100002,2022-2023,14USU0130U,8031100002,Escolarizada,16,11,0,27,1,0,0,1,0,0,0,0
2022-202314USU0130U8051100004,2022-2023,14USU0130U,8051100004,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7042500117,2022-2023,14USU0140A,7042500117,Escolarizada,9,16,0,25,0,0,0,0,0,0,0,0
2022-202314USU0130U8051100024,2022-2023,14USU0130U,8051100024,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0140A7073100051,2022-2023,14USU0140A,7073100051,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7073100082,2022-2023,14USU0140A,7073100082,Escolarizada,22,16,0,38,0,0,0,0,0,0,0,0
2022-202314USU0140A7073100088,2022-2023,14USU0140A,7073100088,Escolarizada,9,9,0,18,0,0,0,0,0,1,0,1
2022-202314USU0130U8051300007,2022-2023,14USU0130U,8051300007,Escolarizada,23,11,0,34,0,0,0,0,1,0,0,1
2022-202314USU0140A7012602009,2022-2023,14USU0140A,7012602009,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7021300007,2022-2023,14USU0140A,7021300007,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0140A7021400005,2022-2023,14USU0140A,7021400005,Escolarizada,3,1,0,4,0,0,0,0,0,0,0,0
2022-202314USU0140A7021400038,2022-2023,14USU0140A,7021400038,Escolarizada,8,17,0,25,0,0,0,0,0,0,0,0
2022-202314USU0140A7021600006,2022-2023,14USU0140A,7021600006,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7021600019,2022-2023,14USU0140A,7021600019,Escolarizada,7,6,0,13,0,0,0,0,0,0,0,0
2022-202314USU0140A7021600021,2022-2023,14USU0140A,7021600021,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0140A7022300036,2022-2023,14USU0140A,7022300036,Escolarizada,4,7,0,11,0,0,0,0,0,0,0,0
2022-202314USU0120N7012500034,2022-2023,14USU0120N,7012500034,Escolarizada,3,11,0,14,0,0,0,0,0,0,0,0
2022-202314USU0200Z8072300004,2022-2023,14USU0200Z,8072300004,Escolarizada,4,2,0,6,0,0,0,0,0,0,0,0
2022-202314USU0210F6091323001,2022-2023,14USU0210F,6091323001,Escolarizada,6,2,0,8,0,0,0,0,0,0,0,0
2022-202314USU0210F6091326001,2022-2023,14USU0210F,6091326001,Escolarizada,3,5,0,8,0,0,0,0,0,0,0,0
2022-202314USU0210F6091327002,2022-2023,14USU0210F,6091327002,Escolarizada,2,0,0,2,0,0,0,0,0,0,0,0
2022-202314USU0210F7011400011,2022-2023,14USU0210F,7011400011,Escolarizada,2,1,0,3,0,0,0,0,0,0,0,0
2022-202314USU0210F7031100005,2022-2023,14USU0210F,7031100005,Escolarizada,5,7,0,12,0,0,0,0,0,1,0,1
2022-202314USU0210F7031100176,2022-2023,14USU0210F,7031100176,Escolarizada,0,5,0,5,0,0,0,0,0,0,0,0
2022-202314USU0210F7031200071,2022-2023,14USU0210F,7031200071,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0210F7033100026,2022-2023,14USU0210F,7033100026,Escolarizada,10,9,0,19,0,0,0,0,0,0,0,0
2022-202314USU0210F7042000002,2022-2023,14USU0210F,7042000002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0210F7042100033,2022-2023,14USU0210F,7042100033,Escolarizada,9,8,0,17,0,0,0,0,0,0,0,0
2022-202314USU0210F7095600030,2022-2023,14USU0210F,7095600030,Escolarizada,7,8,0,15,0,1,0,1,0,0,0,0
2022-202314USU0210F8031100002,2022-2023,14USU0210F,8031100002,Escolarizada,2,14,0,16,0,0,0,0,0,0,0,0
2022-202314USU0210F8031100026,2022-2023,14USU0210F,8031100026,Escolarizada,4,12,0,16,0,0,0,0,1,0,0,1
2022-202314USU0220M6091323001,2022-2023,14USU0220M,6091323001,Escolarizada,4,4,0,8,0,0,0,0,0,0,0,0
2022-202314USU0190I6091323001,2022-2023,14USU0190I,6091323001,Escolarizada,8,5,0,13,0,0,0,0,0,0,0,0
2022-202314USU0190I6091326001,2022-2023,14USU0190I,6091326001,Escolarizada,11,15,0,26,0,0,0,0,0,0,0,0
2022-202314USU0190I7011400011,2022-2023,14USU0190I,7011400011,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0190I7041200034,2022-2023,14USU0190I,7041200034,Escolarizada,13,13,0,26,0,1,0,1,0,0,0,0
2022-202314USU0190I7041400008,2022-2023,14USU0190I,7041400008,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0190I7042000002,2022-2023,14USU0190I,7042000002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0190I7042100033,2022-2023,14USU0190I,7042100033,Escolarizada,19,25,0,44,0,0,0,0,1,0,0,1
2022-202314USU0190I7042300054,2022-2023,14USU0190I,7042300054,Escolarizada,7,9,0,16,0,1,0,1,0,0,0,0
2022-202314USU0190I7052300006,2022-2023,14USU0190I,7052300006,Escolarizada,11,3,0,14,1,0,0,1,0,0,0,0
2022-202314USU0190I8042000014,2022-2023,14USU0190I,8042000014,Escolarizada,10,15,0,25,0,0,0,0,0,0,0,0
2022-202314USU0190I8042200004,2022-2023,14USU0190I,8042200004,Escolarizada,20,16,0,36,0,0,0,0,0,0,0,0
2022-202314USU0190I8051300007,2022-2023,14USU0190I,8051300007,Escolarizada,5,7,0,12,0,0,0,0,0,0,0,0
2022-202314USU0200Z7033100026,2022-2023,14USU0200Z,7033100026,Escolarizada,9,13,0,22,0,0,0,0,0,0,0,0
2022-202314USU0200Z7042100015,2022-2023,14USU0200Z,7042100015,Escolarizada,18,24,0,42,1,1,0,2,0,0,0,0
