name,row,anio,entidad_universitaria,sector,hombres,mujeres,persoas_nb,total,convenios_vigentes_pp
421 Prácticas profesionales his-1 - 2024 - AG - Público,1,2024,AG,Público,5010,10670,,15680,797
421 Prácticas profesionales his-2 - 2024 - AG - Federal,2,2024,AG,Federal,602,1352,,1954,110
421 Prácticas profesionales his-3 - 2024 - AG - Estatal,3,2024,AG,Estatal,3353,6767,,10120,285
421 Prácticas profesionales his-4 - 2024 - AG - Municipal,4,2024,AG,Municipal,943,2188,,3131,402
421 Prácticas profesionales his-5 - 2024 - AG - Privado,5,2024,AG,Privado,5715,7307,,13022,4491
421 Prácticas profesionales his-6 - 2024 - AG - Civil,6,2024,AG,Civil,395,1068,,1463,235
