name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2019B 1 14MMS0607X BGC,1,2019-2020,2019,B,14MMS0607X,BGC,,,,1248,,,,420,,,,828,33.65,,163.415
2019B 2 14MMS0608W BGC,2,2019-2020,2019,B,14MMS0608W,BGC,,,,1863,,,,630,,,,1233,33.82,,158.125
2019B 3 14MMS0609V BGC,3,2019-2020,2019,B,14MMS0609V,BGC,,,,1119,,,,350,,,,769,31.28,,167.279
2019B 4 14MMS0610K BGC,4,2019-2020,2019,B,14MMS0610K,BGC,,,,914,,,,360,,,,554,39.39,,166.459
2019B 5 14MMS0611J BGC,5,2019-2020,2019,B,14MMS0611J,BGC,,,,1327,,,,400,,,,927,30.14,,177.685
2019B 6 14MMS0612I BGC,6,2019-2020,2019,B,14MMS0612I,BGC,,,,1967,,,,720,,,,1247,36.60,,161.089
2019B 7 14MMS0613H BGC,7,2019-2020,2019,B,14MMS0613H,BGC,,,,2058,,,,900,,,,1158,43.73,,156.489
2019B 8 14MMS0647Y BGC,8,2019-2020,2019,B,14MMS0647Y,BGC,,,,1550,,,,540,,,,1010,34.84,,154.708
2019B 9 14MMS0648X BGC,9,2019-2020,2019,B,14MMS0648X,BGC,,,,1351,,,,500,,,,851,37.01,,168.789
2019B 10 14MMS0649W BGC,10,2019-2020,2019,B,14MMS0649W,BGC,,,,1873,,,,720,,,,1153,38.44,,162.13
2019B 11 14MMS0650L BGC,11,2019-2020,2019,B,14MMS0650L,BGC,,,,1440,,,,480,,,,960,33.33,,164.905
2019B 12 14MMS0650L 3093100005,12,2019-2020,2019,B,14MMS0650L,3093100005,,,,161,,,,80,,,,81,49.69,,154.92
2019B 13 14MMS0650L 3095300007,13,2019-2020,2019,B,14MMS0650L,3095300007,,,,180,,,,80,,,,100,44.44,,167.868
2019B 14 14MMS0646Z BGC,14,2019-2020,2019,B,14MMS0646Z,BGC,,,,1334,,,,900,,,,434,67.47,,139.655
2019B 15 14MMS0640E BGC,15,2019-2020,2019,B,14MMS0640E,BGC,,,,312,,,,180,,,,132,57.69,,145.313
2019B 16 14MMS0615F BGC,16,2019-2020,2019,B,14MMS0615F,BGC,,,,1707,,,,400,,,,1307,23.43,,170.42
2019B 17 14MMS0630Y BGC,17,2019-2020,2019,B,14MMS0630Y,BGC,,,,1082,,,,360,,,,722,33.27,,158.465
2019B 18 14MMS0641D BGC,18,2019-2020,2019,B,14MMS0641D,BGC,,,,220,,,,90,,,,130,40.91,,151.963
2019B 19 14MMS0631X BGC,19,2019-2020,2019,B,14MMS0631X,BGC,,,,1336,,,,560,,,,776,41.92,,160.149
2019B 20 14MMS0636S BGC,20,2019-2020,2019,B,14MMS0636S,BGC,,,,892,,,,480,,,,412,53.81,,144.09
2019B 21 14MMS0752I BGC,21,2019-2020,2019,B,14MMS0752I,BGC,,,,914,,,,270,,,,644,29.54,,161.74
2019B 22 14MMS0752I 3073200001,22,2019-2020,2019,B,14MMS0752I,3073200001,,,,300,,,,90,,,,210,30.00,,156.448
2019B 23 14MMS0752I 3061300004,23,2019-2020,2019,B,14MMS0752I,3061300004,,,,249,,,,90,,,,159,36.14,,158.514
2019B 24 14MMS0753H BGC,24,2019-2020,2019,B,14MMS0753H,BGC,,,,1282,,,,450,,,,832,35.10,,152.79
2019B 25 14MMS0757D BGC,25,2019-2020,2019,B,14MMS0757D,BGC,,,,1165,,,,450,,,,715,38.63,,155.436
2019B 26 14MMS0756E BGC,26,2019-2020,2019,B,14MMS0756E,BGC,,,,1171,,,,450,,,,721,38.43,,152.484
2019B 27 14MMS0844Z BGC,27,2019-2020,2019,B,14MMS0844Z,BGC,,,,705,,,,350,,,,355,49.65,,144.335
2019B 28 14MMS0776S 2071200002,28,2019-2020,2019,B,14MMS0776S,2071200002,,,,130,,,,90,,,,40,69.23,,144.126
2019B 29 14MMS0776S 2072400003,29,2019-2020,2019,B,14MMS0776S,2072400003,,,,65,,,,65,,,,0,100.00,,126.607
2019B 30 14MMS0776S 2071100002,30,2019-2020,2019,B,14MMS0776S,2071100002,,,,287,,,,180,,,,107,62.72,,145.43
2019B 31 14MMS0776S 2071400003,31,2019-2020,2019,B,14MMS0776S,2071400003,,,,197,,,,90,,,,107,45.69,,161.95
2019B 32 14MMS0776S 3073200001,32,2019-2020,2019,B,14MMS0776S,3073200001,,,,169,,,,135,,,,34,79.88,,141.969
2019B 33 14MMS0776S 2072100002,33,2019-2020,2019,B,14MMS0776S,2072100002,,,,340,,,,180,,,,160,52.94,,155.311
2019B 34 14MMS0776S 2072300001,34,2019-2020,2019,B,14MMS0776S,2072300001,,,,52,,,,52,,,,0,100.00,,129.3
2019B 35 14MMS0776S 3071700002,35,2019-2020,2019,B,14MMS0776S,3071700002,,,,55,,,,55,,,,0,100.00,,131.805
2019B 36 14MMS0776S 2062200013,36,2019-2020,2019,B,14MMS0776S,2062200013,,,,374,,,,180,,,,194,48.13,,156.994
2019B 37 14MMS0799C 3041100005,37,2019-2020,2019,B,14MMS0799C,3041100005,,,,215,,,,80,,,,135,37.21,,162.14
2019B 38 14MMS0799C 2051200001,38,2019-2020,2019,B,14MMS0799C,2051200001,,,,229,,,,80,,,,149,34.93,,164.25
2019B 39 14MMS0799C 3042000001,39,2019-2020,2019,B,14MMS0799C,3042000001,,,,299,,,,160,,,,139,53.51,,152.519
2019B 40 14MMS0799C 2062200007,40,2019-2020,2019,B,14MMS0799C,2062200007,,,,339,,,,160,,,,179,47.20,,154.14
2019B 41 14MMS0799C 2072000001,41,2019-2020,2019,B,14MMS0799C,2072000001,,,,69,,,,69,,,,0,100.00,,115.515
2019B 42 14MMS0799C 2071200011,42,2019-2020,2019,B,14MMS0799C,2071200011,,,,109,,,,80,,,,29,73.39,,141.24
2019B 43 14MMS0799C 2062100003,43,2019-2020,2019,B,14MMS0799C,2062100003,,,,89,,,,89,,,,0,100.00,,116.995
2019B 44 14MMS0645Z BGC,44,2019-2020,2019,B,14MMS0645Z,BGC,,,,1598,,,,540,,,,1058,33.79,,159.406
2019B 45 14MMS0645Z 3042100026,45,2019-2020,2019,B,14MMS0645Z,3042100026,,,,220,,,,90,,,,130,40.91,,159.214
2019B 46 14MMS0645Z 3021700001,46,2019-2020,2019,B,14MMS0645Z,3021700001,,,,145,,,,45,,,,100,31.03,,150.159
2019B 47 14MMS0623O BGC,47,2019-2020,2019,B,14MMS0623O,BGC,,,,1760,,,,540,,,,1220,30.68,,159.372
2019B 48 14MMS0614G BGC,48,2019-2020,2019,B,14MMS0614G,BGC,,,,2100,,,,950,,,,1150,45.24,,162.644
2019B 49 14MMS0614G 3101600003,49,2019-2020,2019,B,14MMS0614G,3101600003,,,,312,,,,200,,,,112,64.10,,154.315
2019B 50 14MMS0762P BGC,50,2019-2020,2019,B,14MMS0762P,BGC,,,,106,,,,106,,,,0,100.00,,120.957
2019B 51 14MMS0761Q BGC,51,2019-2020,2019,B,14MMS0761Q,BGC,,,,82,,,,82,,,,0,100.00,,123.688
2019B 52 14MMS0643B BGC,52,2019-2020,2019,B,14MMS0643B,BGC,,,,321,,,,225,,,,96,70.09,,141.915
2019B 53 14MMS0727J BGC,53,2019-2020,2019,B,14MMS0727J,BGC,,,,46,,,,46,,,,0,100.00,,126.115
2019B 54 14MMS0717C BGC,54,2019-2020,2019,B,14MMS0717C,BGC,,,,139,,,,139,,,,0,100.00,,116.795
2019B 55 14MMS0717C 3042000001,55,2019-2020,2019,B,14MMS0717C,3042000001,,,,30,,,,30,,,,0,100.00,,125.19
2019B 56 14MMS0717C 3101600003,56,2019-2020,2019,B,14MMS0717C,3101600003,,,,38,,,,38,,,,0,100.00,,122.645
2019B 57 14MMS0718B BGC,57,2019-2020,2019,B,14MMS0718B,BGC,,,,143,,,,143,,,,0,100.00,,119.38
2019B 58 14MMS0718B 3042000001,58,2019-2020,2019,B,14MMS0718B,3042000001,,,,27,,,,27,,,,0,100.00,,118.605
2019B 59 14MMS0718B 3101600003,59,2019-2020,2019,B,14MMS0718B,3101600003,,,,47,,,,47,,,,0,100.00,,118.665
2019B 60 14MMS0741C BGC,60,2019-2020,2019,B,14MMS0741C,BGC,,,,42,,,,42,,,,0,100.00,,121.49
2019B 61 14MMS0617D BGC,61,2019-2020,2019,B,14MMS0617D,BGC,,,,393,,,,280,,,,113,71.25,,147.505
2019B 62 14MMS0662Q BGC,62,2019-2020,2019,B,14MMS0662Q,BGC,,,,98,,,,98,,,,0,100.00,,121.47
2019B 63 14MMS0663P BGC,63,2019-2020,2019,B,14MMS0663P,BGC,,,,44,,,,44,,,,0,100.00,,121.28
2019B 64 14MMS0664O BGC,64,2019-2020,2019,B,14MMS0664O,BGC,,,,69,,,,69,,,,0,100.00,,116.435
2019B 65 14MMS0665N BGC,65,2019-2020,2019,B,14MMS0665N,BGC,,,,77,,,,77,,,,0,100.00,,115.61
2019B 66 14MMS0619B BGC,66,2019-2020,2019,B,14MMS0619B,BGC,,,,492,,,,270,,,,222,54.88,,152.865
2019B 67 14MMS0666M BGC,67,2019-2020,2019,B,14MMS0666M,BGC,,,,98,,,,98,,,,0,100.00,,118.245
2019B 68 14MMS0667L BGC,68,2019-2020,2019,B,14MMS0667L,BGC,,,,110,,,,110,,,,0,100.00,,123.1
2019B 69 14MMS0728I BGC,69,2019-2020,2019,B,14MMS0728I,BGC,,,,53,,,,53,,,,0,100.00,,118.13
2019B 70 14MMS0618C BGC,70,2019-2020,2019,B,14MMS0618C,BGC,,,,563,,,,360,,,,203,63.94,,146.605
2019B 71 14MMS0668K BGC,71,2019-2020,2019,B,14MMS0668K,BGC,,,,216,,,,120,,,,96,55.56,,149.24
2019B 72 14MMS0747X BGC,72,2019-2020,2019,B,14MMS0747X,BGC,,,,126,,,,126,,,,0,100.00,,121.7
2019B 73 14MMS0750K BGC,73,2019-2020,2019,B,14MMS0750K,BGC,,,,81,,,,81,,,,0,100.00,,124.075
2019B 74 14MMS0621Q BGC,74,2019-2020,2019,B,14MMS0621Q,BGC,,,,690,,,,320,,,,370,46.38,,153.575
2019B 75 14MMS0622P BGC,75,2019-2020,2019,B,14MMS0622P,BGC,,,,171,,,,171,,,,0,100.00,,121.54
2019B 76 14MMS0737Q BGC,76,2019-2020,2019,B,14MMS0737Q,BGC,,,,33,,,,33,,,,0,100.00,,124.405
2019B 77 14MMS0732V BGC,77,2019-2020,2019,B,14MMS0732V,BGC,,,,72,,,,72,,,,0,100.00,,118.58
2019B 78 14MMS0733U BGC,78,2019-2020,2019,B,14MMS0733U,BGC,,,,33,,,,33,,,,0,100.00,,122.87
2019B 79 14MMS0674V BGC,79,2019-2020,2019,B,14MMS0674V,BGC,,,,54,,,,54,,,,0,100.00,,122.555
2019B 80 14MMS0734T BGC,80,2019-2020,2019,B,14MMS0734T,BGC,,,,23,,,,23,,,,0,100.00,,115.305
2019B 81 14MMS0675U BGC,81,2019-2020,2019,B,14MMS0675U,BGC,,,,52,,,,52,,,,0,100.00,,112.41
2019B 82 14MMS0676T BGC,82,2019-2020,2019,B,14MMS0676T,BGC,,,,86,,,,86,,,,0,100.00,,118.95
2019B 83 14MMS0735S BGC,83,2019-2020,2019,B,14MMS0735S,BGC,,,,44,,,,44,,,,0,100.00,,130.395
2019B 84 14MMS0736R BGC,84,2019-2020,2019,B,14MMS0736R,BGC,,,,46,,,,46,,,,0,100.00,,118.26
2019B 85 14MMS0677S BGC,85,2019-2020,2019,B,14MMS0677S,BGC,,,,103,,,,103,,,,0,100.00,,109.69
2019B 86 14MMS0651K BGC,86,2019-2020,2019,B,14MMS0651K,BGC,,,,413,,,,180,,,,233,43.58,,157.735
2019B 87 14MMS0651K 3101600003,87,2019-2020,2019,B,14MMS0651K,3101600003,,,,107,,,,45,,,,62,42.06,,147.225
2019B 88 14MMS0798D BGC,88,2019-2020,2019,B,14MMS0798D,BGC,,,,197,,,,90,,,,107,45.69,,146.075
2019B 89 14MMS0698E BGC,89,2019-2020,2019,B,14MMS0698E,BGC,,,,132,,,,90,,,,42,68.18,,137.71
2019B 90 14MMS0624N BGC,90,2019-2020,2019,B,14MMS0624N,BGC,,,,231,,,,160,,,,71,69.26,,140.22
2019B 91 14MMS0682D BGC,91,2019-2020,2019,B,14MMS0682D,BGC,,,,74,,,,74,,,,0,100.00,,118.875
2019B 92 14MMS0683C BGC,92,2019-2020,2019,B,14MMS0683C,BGC,,,,111,,,,80,,,,31,72.07,,139.15
2019B 93 14MMS0626L BGC,93,2019-2020,2019,B,14MMS0626L,BGC,,,,760,,,,440,,,,320,57.89,,146.84
2019B 94 14MMS0758C BGC,94,2019-2020,2019,B,14MMS0758C,BGC,,,,68,,,,68,,,,0,100.00,,115.13
2019B 95 14MMS0680F BGC,95,2019-2020,2019,B,14MMS0680F,BGC,,,,77,,,,77,,,,0,100.00,,121.89
2019B 96 14MMS0681E BGC,96,2019-2020,2019,B,14MMS0681E,BGC,,,,70,,,,70,,,,0,100.00,,115.99
2019B 97 14MMS0707W BGC,97,2019-2020,2019,B,14MMS0707W,BGC,,,,251,,,,251,,,,0,100.00,,124.83
2019B 98 14MMS0625M BGC,98,2019-2020,2019,B,14MMS0625M,BGC,,,,202,,,,202,,,,0,100.00,,112.6
2019B 99 14MMS0738P BGC,99,2019-2020,2019,B,14MMS0738P,BGC,,,,36,,,,36,,,,0,100.00,,118.765
2019B 100 14MMS0684B BGC,100,2019-2020,2019,B,14MMS0684B,BGC,,,,60,,,,60,,,,0,100.00,,117.215
2019B 101 14MMS0687Z BGC,101,2019-2020,2019,B,14MMS0687Z,BGC,,,,39,,,,39,,,,0,100.00,,123.15
2019B 102 14MMS0688Y BGC,102,2019-2020,2019,B,14MMS0688Y,BGC,,,,76,,,,76,,,,0,100.00,,118.47
2019B 103 14MMS0652J BGC,103,2019-2020,2019,B,14MMS0652J,BGC,,,,204,,,,160,,,,44,78.43,,141.975
2019B 104 14MMS0637R BGC,104,2019-2020,2019,B,14MMS0637R,BGC,,,,228,,,,228,,,,0,100.00,,119.155
2019B 105 14MMS0760R BGC,105,2019-2020,2019,B,14MMS0760R,BGC,,,,31,,,,31,,,,0,100.00,,126.09
2019B 106 14MMS0671Y BGC,106,2019-2020,2019,B,14MMS0671Y,BGC,,,,57,,,,57,,,,0,100.00,,121.365
2019B 107 14MMS0673W BGC,107,2019-2020,2019,B,14MMS0673W,BGC,,,,98,,,,98,,,,0,100.00,,122.325
2019B 108 14MMS0731W BGC,108,2019-2020,2019,B,14MMS0731W,BGC,,,,41,,,,41,,,,0,100.00,,125.33
2019B 109 14MMS0654H BGC,109,2019-2020,2019,B,14MMS0654H,BGC,,,,742,,,,271,,,,471,36.52,,159.495
2019B 110 14MMS0616E BGC,110,2019-2020,2019,B,14MMS0616E,BGC,,,,321,,,,270,,,,51,84.11,,130.89
2019B 111 14MMS0616E 2071400001,111,2019-2020,2019,B,14MMS0616E,2071400001,,,,139,,,,90,,,,49,64.75,,144.435
2019B 112 14MMS0616E 2092100004,112,2019-2020,2019,B,14MMS0616E,2092100004,,,,271,,,,180,,,,91,66.42,,141.475
2019B 113 14MMS0616E 2071100002,113,2019-2020,2019,B,14MMS0616E,2071100002,,,,94,,,,50,,,,44,53.19,,138.09
2019B 114 14MMS0616E 3081100003,114,2019-2020,2019,B,14MMS0616E,3081100003,,,,140,,,,90,,,,50,64.29,,135.08
2019B 115 14MMS0639P BGC,115,2019-2020,2019,B,14MMS0639P,BGC,,,,171,,,,120,,,,51,70.18,,144.08
2019B 116 14MMS0827I BGC,116,2019-2020,2019,B,14MMS0827I,BGC,,,,115,,,,115,,,,0,100.00,,117.435
