name,row,anio,entidad_universitaria,sector,hombres,mujeres,persoas_nb,total,convenios_vigentes_pp
421 Prácticas profesionales-251 - 2020 - CUAAD - Público,251,2020,CUAAD,Público,3,8,,11,6
421 Prácticas profesionales-252 - 2020 - CUAAD - Federal,252,2020,CUAAD,Federal,0,0,,0,0
421 Prácticas profesionales-253 - 2020 - CUAAD - Estatal,253,2020,CUAAD,Estatal,0,0,,0,5
421 Prácticas profesionales-254 - 2020 - CUAAD - Municipal,254,2020,CUAAD,Municipal,3,8,,11,1
421 Prácticas profesionales-255 - 2020 - CUAAD - Privado,255,2020,CUAAD,Privado,11,19,,30,86
421 Prácticas profesionales-256 - 2020 - CUAAD - Civil,256,2020,CUAAD,Civil,0,0,,0,10
421 Prácticas profesionales-257 - 2020 - CUCBA - Público,257,2020,CUCBA,Público,32,55,,87,20
421 Prácticas profesionales-258 - 2020 - CUCBA - Federal,258,2020,CUCBA,Federal,7,4,,11,5
421 Prácticas profesionales-259 - 2020 - CUCBA - Estatal,259,2020,CUCBA,Estatal,24,47,,71,10
421 Prácticas profesionales-260 - 2020 - CUCBA - Municipal,260,2020,CUCBA,Municipal,1,4,,5,5
421 Prácticas profesionales-261 - 2020 - CUCBA - Privado,261,2020,CUCBA,Privado,284,274,,558,65
421 Prácticas profesionales-262 - 2020 - CUCBA - Civil,262,2020,CUCBA,Civil,9,22,,31,6
421 Prácticas profesionales-263 - 2020 - CUALTOS - No identificado,263,2020,CUALTOS,No identificado,17,71,,88,
421 Prácticas profesionales-264 - 2020 - CUALTOS - Público,264,2020,CUALTOS,Público,,,,,47
421 Prácticas profesionales-265 - 2020 - CUALTOS - Federal,265,2020,CUALTOS,Federal,,,,,
421 Prácticas profesionales-266 - 2020 - CUALTOS - Estatal,266,2020,CUALTOS,Estatal,,,,,
421 Prácticas profesionales-267 - 2020 - CUALTOS - Municipal,267,2020,CUALTOS,Municipal,,,,,
421 Prácticas profesionales-268 - 2020 - CUALTOS - Privado,268,2020,CUALTOS,Privado,42,213,,255,341
421 Prácticas profesionales-269 - 2020 - CUALTOS - Civil,269,2020,CUALTOS,Civil,,,,,38
421 Prácticas profesionales-270 - 2020 - CUCIÉNEGA - No identificado,270,2020,CUCIÉNEGA,No identificado,,,,,187
421 Prácticas profesionales-271 - 2020 - CUCIÉNEGA - Público,271,2020,CUCIÉNEGA,Público,89,241,,330,
421 Prácticas profesionales-272 - 2020 - CUCIÉNEGA - Federal,272,2020,CUCIÉNEGA,Federal,,,,,
421 Prácticas profesionales-273 - 2020 - CUCIÉNEGA - Estatal,273,2020,CUCIÉNEGA,Estatal,,,,,
421 Prácticas profesionales-274 - 2020 - CUCIÉNEGA - Municipal,274,2020,CUCIÉNEGA,Municipal,,,,,
421 Prácticas profesionales-275 - 2020 - CUCIÉNEGA - Privado,275,2020,CUCIÉNEGA,Privado,104,127,,231,
421 Prácticas profesionales-276 - 2020 - CUCIÉNEGA - Civil,276,2020,CUCIÉNEGA,Civil,,,,,
421 Prácticas profesionales-277 - 2020 - CUSUR - Público,277,2020,CUSUR,Público,359,358,,717,6
421 Prácticas profesionales-278 - 2020 - CUSUR - Federal,278,2020,CUSUR,Federal,0,0,,0,1
421 Prácticas profesionales-279 - 2020 - CUSUR - Estatal,279,2020,CUSUR,Estatal,0,0,,0,2
421 Prácticas profesionales-280 - 2020 - CUSUR - Municipal,280,2020,CUSUR,Municipal,359,358,,717,3
421 Prácticas profesionales-281 - 2020 - CUSUR - Privado,281,2020,CUSUR,Privado,198,229,,427,58
421 Prácticas profesionales-282 - 2020 - CUSUR - Civil,282,2020,CUSUR,Civil,0,0,,0,12
421 Prácticas profesionales-283 - 2020 - CUCOSTA - No identificado,283,2020,CUCOSTA,No identificado,287,542,,829,
421 Prácticas profesionales-284 - 2020 - CUCOSTA - Público,284,2020,CUCOSTA,Público,,,,,15
421 Prácticas profesionales-285 - 2020 - CUCOSTA - Federal,285,2020,CUCOSTA,Federal,,,,,
421 Prácticas profesionales-286 - 2020 - CUCOSTA - Estatal,286,2020,CUCOSTA,Estatal,,,,,
421 Prácticas profesionales-287 - 2020 - CUCOSTA - Municipal,287,2020,CUCOSTA,Municipal,,,,,
421 Prácticas profesionales-288 - 2020 - CUCOSTA - Privado,288,2020,CUCOSTA,Privado,157,226,,383,248
421 Prácticas profesionales-289 - 2020 - CUCOSTA - Civil,289,2020,CUCOSTA,Civil,,,,,19
421 Prácticas profesionales-290 - 2020 - CUCOSTASUR - Público,290,2020,CUCOSTASUR,Público,,,,,6
421 Prácticas profesionales-291 - 2020 - CUCOSTASUR - Federal,291,2020,CUCOSTASUR,Federal,,,,,1
421 Prácticas profesionales-292 - 2020 - CUCOSTASUR - Estatal,292,2020,CUCOSTASUR,Estatal,,,,,1
421 Prácticas profesionales-293 - 2020 - CUCOSTASUR - Municipal,293,2020,CUCOSTASUR,Municipal,,,,,4
421 Prácticas profesionales-294 - 2020 - CUCOSTASUR - Privado,294,2020,CUCOSTASUR,Privado,125,127,,252,61
421 Prácticas profesionales-295 - 2020 - CUCOSTASUR - Civil,295,2020,CUCOSTASUR,Civil,,,,,4
421 Prácticas profesionales-296 - 2020 - CUVALLES - Público,296,2020,CUVALLES,Público,88,72,,160,70
421 Prácticas profesionales-297 - 2020 - CUVALLES - Federal,297,2020,CUVALLES,Federal,,,,,0
421 Prácticas profesionales-298 - 2020 - CUVALLES - Estatal,298,2020,CUVALLES,Estatal,,,,,0
421 Prácticas profesionales-299 - 2020 - CUVALLES - Municipal,299,2020,CUVALLES,Municipal,,,,,70
421 Prácticas profesionales-300 - 2020 - CUVALLES - Privado,300,2020,CUVALLES,Privado,31,63,,94,23
421 Prácticas profesionales-301 - 2020 - CUVALLES - Civil,301,2020,CUVALLES,Civil,,,,,0
421 Prácticas profesionales-302 - 2020 - CUNORTE - Público,302,2020,CUNORTE,Público,251,43,,294,67
421 Prácticas profesionales-303 - 2020 - CUNORTE - Federal,303,2020,CUNORTE,Federal,4,5,,9,8
421 Prácticas profesionales-304 - 2020 - CUNORTE - Estatal,304,2020,CUNORTE,Estatal,224,1,,225,13
421 Prácticas profesionales-305 - 2020 - CUNORTE - Municipal,305,2020,CUNORTE,Municipal,23,37,,60,46
421 Prácticas profesionales-306 - 2020 - CUNORTE - Privado,306,2020,CUNORTE,Privado,18,51,,69,85
421 Prácticas profesionales-307 - 2020 - CUNORTE - Civil,307,2020,CUNORTE,Civil,2,26,,28,2
421 Prácticas profesionales-308 - 2020 - CULAGOS - Público,308,2020,CULAGOS,Público,196,53,,249,12
421 Prácticas profesionales-309 - 2020 - CULAGOS - Federal,309,2020,CULAGOS,Federal,0,1,,1,0
421 Prácticas profesionales-310 - 2020 - CULAGOS - Estatal,310,2020,CULAGOS,Estatal,133,35,,168,1
421 Prácticas profesionales-311 - 2020 - CULAGOS - Municipal,311,2020,CULAGOS,Municipal,63,17,,80,11
421 Prácticas profesionales-312 - 2020 - CULAGOS - Privado,312,2020,CULAGOS,Privado,66,27,,93,53
421 Prácticas profesionales-313 - 2020 - CULAGOS - Civil,313,2020,CULAGOS,Civil,3,0,,3,3
421 Prácticas profesionales-314 - 2020 - CUTONALÁ - Público,314,2020,CUTONALÁ,Público,302,598,,900,7
421 Prácticas profesionales-315 - 2020 - CUTONALÁ - Federal,315,2020,CUTONALÁ,Federal,,,,,2
421 Prácticas profesionales-316 - 2020 - CUTONALÁ - Estatal,316,2020,CUTONALÁ,Estatal,,,,,2
421 Prácticas profesionales-317 - 2020 - CUTONALÁ - Municipal,317,2020,CUTONALÁ,Municipal,,,,,3
421 Prácticas profesionales-318 - 2020 - CUTONALÁ - Privado,318,2020,CUTONALÁ,Privado,20,29,,49,41
421 Prácticas profesionales-319 - 2020 - CUTONALÁ - Civil,319,2020,CUTONALÁ,Civil,,,,,22
421 Prácticas profesionales-320 - 2020 - CUTLAJOMULCO - Público,320,2020,CUTLAJOMULCO,Público,,,,,
421 Prácticas profesionales-321 - 2020 - CUTLAJOMULCO - Federal,321,2020,CUTLAJOMULCO,Federal,,,,,
421 Prácticas profesionales-322 - 2020 - CUTLAJOMULCO - Estatal,322,2020,CUTLAJOMULCO,Estatal,,,,,
421 Prácticas profesionales-323 - 2020 - CUTLAJOMULCO - Municipal,323,2020,CUTLAJOMULCO,Municipal,,,,,
421 Prácticas profesionales-324 - 2020 - CUTLAJOMULCO - Privado,324,2020,CUTLAJOMULCO,Privado,,,,,
421 Prácticas profesionales-325 - 2020 - CUTLAJOMULCO - Civil,325,2020,CUTLAJOMULCO,Civil,,,,,
421 Prácticas profesionales-326 - 2020 - SUV - Público,326,2020,SUV,Público,0,0,,0,0
421 Prácticas profesionales-327 - 2020 - SUV - Federal,327,2020,SUV,Federal,0,0,,0,0
421 Prácticas profesionales-328 - 2020 - SUV - Estatal,328,2020,SUV,Estatal,0,0,,0,0
421 Prácticas profesionales-329 - 2020 - SUV - Municipal,329,2020,SUV,Municipal,0,0,,0,0
421 Prácticas profesionales-330 - 2020 - SUV - Privado,330,2020,SUV,Privado,0,0,,0,0
421 Prácticas profesionales-331 - 2020 - SUV - Civil,331,2020,SUV,Civil,0,0,,0,0
421 Prácticas profesionales-332 - 2020 - SEMS - Público,332,2020,SEMS,Público,576,504,,1080,179
421 Prácticas profesionales-333 - 2020 - SEMS - Federal,333,2020,SEMS,Federal,527,475,,1002,45
421 Prácticas profesionales-334 - 2020 - SEMS - Estatal,334,2020,SEMS,Estatal,26,15,,41,113
421 Prácticas profesionales-335 - 2020 - SEMS - Municipal,335,2020,SEMS,Municipal,23,14,,37,21
421 Prácticas profesionales-336 - 2020 - SEMS - Privado,336,2020,SEMS,Privado,721,600,,1321,234
421 Prácticas profesionales-337 - 2020 - SEMS - Civil,337,2020,SEMS,Civil,0,0,,0,47
421 Prácticas profesionales-338 - 2021 - CUCEA - Público,338,2021,CUCEA,Público,165,237,,402,14
421 Prácticas profesionales-339 - 2021 - CUCEA - Federal,339,2021,CUCEA,Federal,0,0,,0,2
421 Prácticas profesionales-340 - 2021 - CUCEA - Estatal,340,2021,CUCEA,Estatal,0,0,,0,10
421 Prácticas profesionales-341 - 2021 - CUCEA - Municipal,341,2021,CUCEA,Municipal,165,237,,402,2
421 Prácticas profesionales-342 - 2021 - CUCEA - Privado,342,2021,CUCEA,Privado,1045,1693,,2738,506
421 Prácticas profesionales-343 - 2021 - CUCEA - Civil,343,2021,CUCEA,Civil,0,0,,0,3
421 Prácticas profesionales-344 - 2021 - CUCEI - Público,344,2021,CUCEI,Público,71,72,,143,0
421 Prácticas profesionales-345 - 2021 - CUCEI - Federal,345,2021,CUCEI,Federal,0,0,,0,0
421 Prácticas profesionales-346 - 2021 - CUCEI - Estatal,346,2021,CUCEI,Estatal,71,72,,143,0
421 Prácticas profesionales-347 - 2021 - CUCEI - Municipal,347,2021,CUCEI,Municipal,0,0,,0,0
421 Prácticas profesionales-348 - 2021 - CUCEI - Privado,348,2021,CUCEI,Privado,678,503,,1181,92
421 Prácticas profesionales-349 - 2021 - CUCEI - Civil,349,2021,CUCEI,Civil,0,0,,0,7
421 Prácticas profesionales-350 - 2021 - CUCSH - Público,350,2021,CUCSH,Público,207,136,,343,77
421 Prácticas profesionales-351 - 2021 - CUCSH - Federal,351,2021,CUCSH,Federal,10,8,,18,24
421 Prácticas profesionales-352 - 2021 - CUCSH - Estatal,352,2021,CUCSH,Estatal,115,72,,187,28
421 Prácticas profesionales-353 - 2021 - CUCSH - Municipal,353,2021,CUCSH,Municipal,82,56,,138,25
421 Prácticas profesionales-354 - 2021 - CUCSH - Privado,354,2021,CUCSH,Privado,27,21,,48,73
421 Prácticas profesionales-355 - 2021 - CUCSH - Civil,355,2021,CUCSH,Civil,37,18,,55,19
421 Prácticas profesionales-356 - 2021 - CUCS - No identificado,356,2021,CUCS,No identificado,2024,6149,,8173,
421 Prácticas profesionales-357 - 2021 - CUCS - Público,357,2021,CUCS,Público,,,,,61
421 Prácticas profesionales-358 - 2021 - CUCS - Federal,358,2021,CUCS,Federal,,,,,12
421 Prácticas profesionales-359 - 2021 - CUCS - Estatal,359,2021,CUCS,Estatal,,,,,44
421 Prácticas profesionales-360 - 2021 - CUCS - Municipal,360,2021,CUCS,Municipal,,,,,5
421 Prácticas profesionales-361 - 2021 - CUCS - Privado,361,2021,CUCS,Privado,,,,,78
421 Prácticas profesionales-362 - 2021 - CUCS - Civil,362,2021,CUCS,Civil,,,,,37
421 Prácticas profesionales-363 - 2021 - CUAAD - Público,363,2021,CUAAD,Público,25,31,,56,28
421 Prácticas profesionales-364 - 2021 - CUAAD - Federal,364,2021,CUAAD,Federal,0,0,,0,0
421 Prácticas profesionales-365 - 2021 - CUAAD - Estatal,365,2021,CUAAD,Estatal,25,18,,43,26
421 Prácticas profesionales-366 - 2021 - CUAAD - Municipal,366,2021,CUAAD,Municipal,0,13,,13,2
421 Prácticas profesionales-367 - 2021 - CUAAD - Privado,367,2021,CUAAD,Privado,61,127,,188,138
421 Prácticas profesionales-368 - 2021 - CUAAD - Civil,368,2021,CUAAD,Civil,0,0,,0,14
421 Prácticas profesionales-369 - 2021 - CUCBA - Público,369,2021,CUCBA,Público,58,84,,142,14
421 Prácticas profesionales-370 - 2021 - CUCBA - Federal,370,2021,CUCBA,Federal,10,14,,24,4
421 Prácticas profesionales-371 - 2021 - CUCBA - Estatal,371,2021,CUCBA,Estatal,40,59,,99,4
421 Prácticas profesionales-372 - 2021 - CUCBA - Municipal,372,2021,CUCBA,Municipal,8,11,,19,6
421 Prácticas profesionales-373 - 2021 - CUCBA - Privado,373,2021,CUCBA,Privado,321,286,,607,69
421 Prácticas profesionales-374 - 2021 - CUCBA - Civil,374,2021,CUCBA,Civil,8,12,,20,3
421 Prácticas profesionales-375 - 2021 - CUALTOS - Público,375,2021,CUALTOS,Público,45,82,,127,46
421 Prácticas profesionales-376 - 2021 - CUALTOS - Federal,376,2021,CUALTOS,Federal,,,,,
421 Prácticas profesionales-377 - 2021 - CUALTOS - Estatal,377,2021,CUALTOS,Estatal,,,,,
421 Prácticas profesionales-378 - 2021 - CUALTOS - Municipal,378,2021,CUALTOS,Municipal,,,,,
421 Prácticas profesionales-379 - 2021 - CUALTOS - Privado,379,2021,CUALTOS,Privado,114,197,,311,422
421 Prácticas profesionales-380 - 2021 - CUALTOS - Civil,380,2021,CUALTOS,Civil,,,,,40
421 Prácticas profesionales-381 - 2021 - CUCIÉNEGA - Público,381,2021,CUCIÉNEGA,Público,479,678,,1157,37
421 Prácticas profesionales-382 - 2021 - CUCIÉNEGA - Federal,382,2021,CUCIÉNEGA,Federal,,,,,35
421 Prácticas profesionales-383 - 2021 - CUCIÉNEGA - Estatal,383,2021,CUCIÉNEGA,Estatal,,,,,0
421 Prácticas profesionales-384 - 2021 - CUCIÉNEGA - Municipal,384,2021,CUCIÉNEGA,Municipal,,,,,2
421 Prácticas profesionales-385 - 2021 - CUCIÉNEGA - Privado,385,2021,CUCIÉNEGA,Privado,85,125,,210,49
421 Prácticas profesionales-386 - 2021 - CUCIÉNEGA - Civil,386,2021,CUCIÉNEGA,Civil,,,,,20
421 Prácticas profesionales-387 - 2021 - CUSUR - Público,387,2021,CUSUR,Público,507,1524,,2031,12
421 Prácticas profesionales-388 - 2021 - CUSUR - Federal,388,2021,CUSUR,Federal,0,0,,0,2
421 Prácticas profesionales-389 - 2021 - CUSUR - Estatal,389,2021,CUSUR,Estatal,0,0,,0,4
421 Prácticas profesionales-390 - 2021 - CUSUR - Municipal,390,2021,CUSUR,Municipal,507,1524,,2031,6
421 Prácticas profesionales-391 - 2021 - CUSUR - Privado,391,2021,CUSUR,Privado,219,361,,580,91
421 Prácticas profesionales-392 - 2021 - CUSUR - Civil,392,2021,CUSUR,Civil,0,0,,0,7
421 Prácticas profesionales-393 - 2021 - CUCOSTA - No identificado,393,2021,CUCOSTA,No identificado,241,225,,466,
421 Prácticas profesionales-394 - 2021 - CUCOSTA - Público,394,2021,CUCOSTA,Público,,,,,11
421 Prácticas profesionales-395 - 2021 - CUCOSTA - Federal,395,2021,CUCOSTA,Federal,,,,,4
421 Prácticas profesionales-396 - 2021 - CUCOSTA - Estatal,396,2021,CUCOSTA,Estatal,,,,,3
421 Prácticas profesionales-397 - 2021 - CUCOSTA - Municipal,397,2021,CUCOSTA,Municipal,,,,,4
421 Prácticas profesionales-398 - 2021 - CUCOSTA - Privado,398,2021,CUCOSTA,Privado,182,272,,454,207
421 Prácticas profesionales-399 - 2021 - CUCOSTA - Civil,399,2021,CUCOSTA,Civil,,,,,9
421 Prácticas profesionales-400 - 2021 - CUCOSTASUR - Público,400,2021,CUCOSTASUR,Público,100,282,,382,24
421 Prácticas profesionales-401 - 2021 - CUCOSTASUR - Federal,401,2021,CUCOSTASUR,Federal,,,,,4
421 Prácticas profesionales-402 - 2021 - CUCOSTASUR - Estatal,402,2021,CUCOSTASUR,Estatal,100,282,,382,9
421 Prácticas profesionales-403 - 2021 - CUCOSTASUR - Municipal,403,2021,CUCOSTASUR,Municipal,,,,,11
421 Prácticas profesionales-404 - 2021 - CUCOSTASUR - Privado,404,2021,CUCOSTASUR,Privado,187,159,,346,106
421 Prácticas profesionales-405 - 2021 - CUCOSTASUR - Civil,405,2021,CUCOSTASUR,Civil,0,0,,0,3
421 Prácticas profesionales-406 - 2021 - CUVALLES - Público,406,2021,CUVALLES,Público,78,97,,175,13
421 Prácticas profesionales-407 - 2021 - CUVALLES - Federal,407,2021,CUVALLES,Federal,,,,,0
421 Prácticas profesionales-408 - 2021 - CUVALLES - Estatal,408,2021,CUVALLES,Estatal,,,,,0
421 Prácticas profesionales-409 - 2021 - CUVALLES - Municipal,409,2021,CUVALLES,Municipal,,,,,13
421 Prácticas profesionales-410 - 2021 - CUVALLES - Privado,410,2021,CUVALLES,Privado,72,95,,167,30
421 Prácticas profesionales-411 - 2021 - CUVALLES - Civil,411,2021,CUVALLES,Civil,,,,,0
421 Prácticas profesionales-412 - 2021 - CUNORTE - Público,412,2021,CUNORTE,Público,304,73,,377,92
421 Prácticas profesionales-413 - 2021 - CUNORTE - Federal,413,2021,CUNORTE,Federal,19,16,,35,10
421 Prácticas profesionales-414 - 2021 - CUNORTE - Estatal,414,2021,CUNORTE,Estatal,255,1,,256,16
421 Prácticas profesionales-415 - 2021 - CUNORTE - Municipal,415,2021,CUNORTE,Municipal,30,56,,86,66
421 Prácticas profesionales-416 - 2021 - CUNORTE - Privado,416,2021,CUNORTE,Privado,64,49,,113,119
421 Prácticas profesionales-417 - 2021 - CUNORTE - Civil,417,2021,CUNORTE,Civil,0,0,,0,10
421 Prácticas profesionales-418 - 2021 - CULAGOS - Público,418,2021,CULAGOS,Público,48,220,,268,14
421 Prácticas profesionales-419 - 2021 - CULAGOS - Federal,419,2021,CULAGOS,Federal,1,1,,2,0
421 Prácticas profesionales-420 - 2021 - CULAGOS - Estatal,420,2021,CULAGOS,Estatal,30,131,,161,2
421 Prácticas profesionales-421 - 2021 - CULAGOS - Municipal,421,2021,CULAGOS,Municipal,17,88,,105,12
421 Prácticas profesionales-422 - 2021 - CULAGOS - Privado,422,2021,CULAGOS,Privado,56,68,,124,54
421 Prácticas profesionales-423 - 2021 - CULAGOS - Civil,423,2021,CULAGOS,Civil,2,9,,11,2
421 Prácticas profesionales-424 - 2021 - CUTONALÁ - Público,424,2021,CUTONALÁ,Público,37,38,,75,8
421 Prácticas profesionales-425 - 2021 - CUTONALÁ - Federal,425,2021,CUTONALÁ,Federal,,,,,1
421 Prácticas profesionales-426 - 2021 - CUTONALÁ - Estatal,426,2021,CUTONALÁ,Estatal,,,,,3
421 Prácticas profesionales-427 - 2021 - CUTONALÁ - Municipal,427,2021,CUTONALÁ,Municipal,,,,,4
421 Prácticas profesionales-428 - 2021 - CUTONALÁ - Privado,428,2021,CUTONALÁ,Privado,105,97,,202,111
421 Prácticas profesionales-429 - 2021 - CUTONALÁ - Civil,429,2021,CUTONALÁ,Civil,,,,,38
421 Prácticas profesionales-430 - 2021 - CUTLAJOMULCO - Público,430,2021,CUTLAJOMULCO,Público,27,45,,72,1
421 Prácticas profesionales-431 - 2021 - CUTLAJOMULCO - Federal,431,2021,CUTLAJOMULCO,Federal,8,7,,15,0
421 Prácticas profesionales-432 - 2021 - CUTLAJOMULCO - Estatal,432,2021,CUTLAJOMULCO,Estatal,19,38,,57,1
421 Prácticas profesionales-433 - 2021 - CUTLAJOMULCO - Municipal,433,2021,CUTLAJOMULCO,Municipal,0,0,,0,0
421 Prácticas profesionales-434 - 2021 - CUTLAJOMULCO - Privado,434,2021,CUTLAJOMULCO,Privado,19,13,,32,0
421 Prácticas profesionales-435 - 2021 - CUTLAJOMULCO - Civil,435,2021,CUTLAJOMULCO,Civil,0,0,,0,0
421 Prácticas profesionales-436 - 2021 - SUV - Público,436,2021,SUV,Público,0,0,,0,0
421 Prácticas profesionales-437 - 2021 - SUV - Federal,437,2021,SUV,Federal,0,0,,0,0
421 Prácticas profesionales-438 - 2021 - SUV - Estatal,438,2021,SUV,Estatal,0,0,,0,0
421 Prácticas profesionales-439 - 2021 - SUV - Municipal,439,2021,SUV,Municipal,0,0,,0,0
421 Prácticas profesionales-440 - 2021 - SUV - Privado,440,2021,SUV,Privado,0,5,,5,0
421 Prácticas profesionales-441 - 2021 - SUV - Civil,441,2021,SUV,Civil,0,0,,0,0
421 Prácticas profesionales-442 - 2021 - SEMS - Público,442,2021,SEMS,Público,850,682,,1532,131
421 Prácticas profesionales-443 - 2021 - SEMS - Federal,443,2021,SEMS,Federal,779,643,,1422,12
421 Prácticas profesionales-444 - 2021 - SEMS - Estatal,444,2021,SEMS,Estatal,38,21,,59,2
421 Prácticas profesionales-445 - 2021 - SEMS - Municipal,445,2021,SEMS,Municipal,33,18,,51,117
421 Prácticas profesionales-446 - 2021 - SEMS - Privado,446,2021,SEMS,Privado,643,457,,1100,207
421 Prácticas profesionales-447 - 2021 - SEMS - Civil,447,2021,SEMS,Civil,7,21,,28,94
421 Prácticas profesionales-448 - 2022 - CUCEA - Público,448,2022,CUCEA,Público,234,177,,411,44
421 Prácticas profesionales-449 - 2022 - CUCEA - Federal,449,2022,CUCEA,Federal,42,17,,59,6
421 Prácticas profesionales-450 - 2022 - CUCEA - Estatal,450,2022,CUCEA,Estatal,124,129,,253,32
421 Prácticas profesionales-451 - 2022 - CUCEA - Municipal,451,2022,CUCEA,Municipal,68,31,,99,6
421 Prácticas profesionales-452 - 2022 - CUCEA - Privado,452,2022,CUCEA,Privado,1249,1752,,3001,683
421 Prácticas profesionales-453 - 2022 - CUCEA - Civil,453,2022,CUCEA,Civil,19,23,,42,31
421 Prácticas profesionales-454 - 2022 - CUCEI - Público,454,2022,CUCEI,Público,97,71,,168,7
421 Prácticas profesionales-455 - 2022 - CUCEI - Federal,455,2022,CUCEI,Federal,5,5,,10,3
421 Prácticas profesionales-456 - 2022 - CUCEI - Estatal,456,2022,CUCEI,Estatal,88,66,,154,2
421 Prácticas profesionales-457 - 2022 - CUCEI - Municipal,457,2022,CUCEI,Municipal,4,0,,4,2
421 Prácticas profesionales-458 - 2022 - CUCEI - Privado,458,2022,CUCEI,Privado,761,440,,1201,282
421 Prácticas profesionales-459 - 2022 - CUCEI - Civil,459,2022,CUCEI,Civil,24,26,,50,11
421 Prácticas profesionales-460 - 2022 - CUCSH - Público,460,2022,CUCSH,Público,810,481,,1291,87
421 Prácticas profesionales-461 - 2022 - CUCSH - Federal,461,2022,CUCSH,Federal,35,24,,59,24
421 Prácticas profesionales-462 - 2022 - CUCSH - Estatal,462,2022,CUCSH,Estatal,465,289,,754,32
421 Prácticas profesionales-463 - 2022 - CUCSH - Municipal,463,2022,CUCSH,Municipal,310,168,,478,31
421 Prácticas profesionales-464 - 2022 - CUCSH - Privado,464,2022,CUCSH,Privado,92,35,,127,77
421 Prácticas profesionales-465 - 2022 - CUCSH - Civil,465,2022,CUCSH,Civil,143,59,,202,19
421 Prácticas profesionales-466 - 2022 - CUCS - Público,466,2022,CUCS,Público,183,660,,843,34
421 Prácticas profesionales-467 - 2022 - CUCS - Federal,467,2022,CUCS,Federal,0,0,,0,7
421 Prácticas profesionales-468 - 2022 - CUCS - Estatal,468,2022,CUCS,Estatal,166,632,,798,21
421 Prácticas profesionales-469 - 2022 - CUCS - Municipal,469,2022,CUCS,Municipal,17,28,,45,6
421 Prácticas profesionales-470 - 2022 - CUCS - Privado,470,2022,CUCS,Privado,522,4315,,4837,114
421 Prácticas profesionales-471 - 2022 - CUCS - Civil,471,2022,CUCS,Civil,169,358,,527,23
421 Prácticas profesionales-472 - 2022 - CUAAD - Público,472,2022,CUAAD,Público,16,27,,43,29
421 Prácticas profesionales-473 - 2022 - CUAAD - Federal,473,2022,CUAAD,Federal,1,0,,1,1
421 Prácticas profesionales-474 - 2022 - CUAAD - Estatal,474,2022,CUAAD,Estatal,8,23,,31,21
421 Prácticas profesionales-475 - 2022 - CUAAD - Municipal,475,2022,CUAAD,Municipal,7,4,,11,7
421 Prácticas profesionales-476 - 2022 - CUAAD - Privado,476,2022,CUAAD,Privado,107,139,,246,246
421 Prácticas profesionales-477 - 2022 - CUAAD - Civil,477,2022,CUAAD,Civil,2,1,,3,7
421 Prácticas profesionales-478 - 2022 - CUCBA - Público,478,2022,CUCBA,Público,49,70,,119,10
421 Prácticas profesionales-479 - 2022 - CUCBA - Federal,479,2022,CUCBA,Federal,7,15,,22,1
421 Prácticas profesionales-480 - 2022 - CUCBA - Estatal,480,2022,CUCBA,Estatal,36,46,,82,4
421 Prácticas profesionales-481 - 2022 - CUCBA - Municipal,481,2022,CUCBA,Municipal,6,9,,15,5
421 Prácticas profesionales-482 - 2022 - CUCBA - Privado,482,2022,CUCBA,Privado,269,309,,578,103
421 Prácticas profesionales-483 - 2022 - CUCBA - Civil,483,2022,CUCBA,Civil,3,8,,11,0
421 Prácticas profesionales-484 - 2022 - CUALTOS - Público,484,2022,CUALTOS,Público,69,167,,236,35
421 Prácticas profesionales-485 - 2022 - CUALTOS - Federal,485,2022,CUALTOS,Federal,5,6,,11,3
421 Prácticas profesionales-486 - 2022 - CUALTOS - Estatal,486,2022,CUALTOS,Estatal,12,7,,19,9
421 Prácticas profesionales-487 - 2022 - CUALTOS - Municipal,487,2022,CUALTOS,Municipal,52,154,,206,23
421 Prácticas profesionales-488 - 2022 - CUALTOS - Privado,488,2022,CUALTOS,Privado,131,206,,337,421
421 Prácticas profesionales-489 - 2022 - CUALTOS - Civil,489,2022,CUALTOS,Civil,2,10,,12,41
421 Prácticas profesionales-490 - 2022 - CUCIÉNEGA - Público,490,2022,CUCIÉNEGA,Público,81,280,,361,16
421 Prácticas profesionales-491 - 2022 - CUCIÉNEGA - Federal,491,2022,CUCIÉNEGA,Federal,12,38,,50,0
421 Prácticas profesionales-492 - 2022 - CUCIÉNEGA - Estatal,492,2022,CUCIÉNEGA,Estatal,42,156,,198,1
421 Prácticas profesionales-493 - 2022 - CUCIÉNEGA - Municipal,493,2022,CUCIÉNEGA,Municipal,27,86,,113,15
421 Prácticas profesionales-494 - 2022 - CUCIÉNEGA - Privado,494,2022,CUCIÉNEGA,Privado,224,363,,587,119
421 Prácticas profesionales-495 - 2022 - CUCIÉNEGA - Civil,495,2022,CUCIÉNEGA,Civil,0,2,,2,0
421 Prácticas profesionales-496 - 2022 - CUSUR - Público,496,2022,CUSUR,Público,363,946,,1309,331
421 Prácticas profesionales-497 - 2022 - CUSUR - Federal,497,2022,CUSUR,Federal,82,216,,298,27
421 Prácticas profesionales-498 - 2022 - CUSUR - Estatal,498,2022,CUSUR,Estatal,178,467,,645,25
421 Prácticas profesionales-499 - 2022 - CUSUR - Municipal,499,2022,CUSUR,Municipal,103,263,,366,279
