name,row,anio,entidad_universitaria,sector,hombres,mujeres,persoas_nb,total,convenios_vigentes_pp
421 Prácticas profesionales-500 - 2022 - CUSUR - Privado,500,2022,CUSUR,Privado,218,282,,500,671
421 Prácticas profesionales-501 - 2022 - CUSUR - Civil,501,2022,CUSUR,Civil,13,18,,31,46
421 Prácticas profesionales-502 - 2022 - CUCOSTA - Público,502,2022,CUCOSTA,Público,138,222,,360,9
421 Prácticas profesionales-503 - 2022 - CUCOSTA - Federal,503,2022,CUCOSTA,Federal,12,38,,50,1
421 Prácticas profesionales-504 - 2022 - CUCOSTA - Estatal,504,2022,CUCOSTA,Estatal,97,128,,225,4
421 Prácticas profesionales-505 - 2022 - CUCOSTA - Municipal,505,2022,CUCOSTA,Municipal,29,56,,85,4
421 Prácticas profesionales-506 - 2022 - CUCOSTA - Privado,506,2022,CUCOSTA,Privado,186,258,,444,172
421 Prácticas profesionales-507 - 2022 - CUCOSTA - Civil,507,2022,CUCOSTA,Civil,12,19,,31,6
421 Prácticas profesionales-508 - 2022 - CUCOSTASUR - Público,508,2022,CUCOSTASUR,Público,90,322,,412,53
421 Prácticas profesionales-509 - 2022 - CUCOSTASUR - Federal,509,2022,CUCOSTASUR,Federal,,,,,8
421 Prácticas profesionales-510 - 2022 - CUCOSTASUR - Estatal,510,2022,CUCOSTASUR,Estatal,90,322,,412,20
421 Prácticas profesionales-511 - 2022 - CUCOSTASUR - Municipal,511,2022,CUCOSTASUR,Municipal,,,,,25
421 Prácticas profesionales-512 - 2022 - CUCOSTASUR - Privado,512,2022,CUCOSTASUR,Privado,174,146,,320,264
421 Prácticas profesionales-513 - 2022 - CUCOSTASUR - Civil,513,2022,CUCOSTASUR,Civil,2,5,,7,10
421 Prácticas profesionales-514 - 2022 - CUVALLES - Público,514,2022,CUVALLES,Público,98,80,,178,8
421 Prácticas profesionales-515 - 2022 - CUVALLES - Federal,515,2022,CUVALLES,Federal,0,0,,0,1
421 Prácticas profesionales-516 - 2022 - CUVALLES - Estatal,516,2022,CUVALLES,Estatal,12,6,,18,1
421 Prácticas profesionales-517 - 2022 - CUVALLES - Municipal,517,2022,CUVALLES,Municipal,86,74,,160,6
421 Prácticas profesionales-518 - 2022 - CUVALLES - Privado,518,2022,CUVALLES,Privado,97,53,,150,48
421 Prácticas profesionales-519 - 2022 - CUVALLES - Civil,519,2022,CUVALLES,Civil,0,0,,0,2
421 Prácticas profesionales-520 - 2022 - CUNORTE - Público,520,2022,CUNORTE,Público,356,736,,1092,83
421 Prácticas profesionales-521 - 2022 - CUNORTE - Federal,521,2022,CUNORTE,Federal,26,28,,54,3
421 Prácticas profesionales-522 - 2022 - CUNORTE - Estatal,522,2022,CUNORTE,Estatal,289,614,,903,14
421 Prácticas profesionales-523 - 2022 - CUNORTE - Municipal,523,2022,CUNORTE,Municipal,41,94,,135,66
421 Prácticas profesionales-524 - 2022 - CUNORTE - Privado,524,2022,CUNORTE,Privado,76,142,,218,123
421 Prácticas profesionales-525 - 2022 - CUNORTE - Civil,525,2022,CUNORTE,Civil,6,27,,33,10
421 Prácticas profesionales-526 - 2022 - CULAGOS - Público,526,2022,CULAGOS,Público,98,288,,386,16
421 Prácticas profesionales-527 - 2022 - CULAGOS - Federal,527,2022,CULAGOS,Federal,1,1,,2,0
421 Prácticas profesionales-528 - 2022 - CULAGOS - Estatal,528,2022,CULAGOS,Estatal,66,202,,268,4
421 Prácticas profesionales-529 - 2022 - CULAGOS - Municipal,529,2022,CULAGOS,Municipal,31,85,,116,12
421 Prácticas profesionales-530 - 2022 - CULAGOS - Privado,530,2022,CULAGOS,Privado,71,123,,194,71
421 Prácticas profesionales-531 - 2022 - CULAGOS - Civil,531,2022,CULAGOS,Civil,2,9,,11,3
421 Prácticas profesionales-532 - 2022 - CUTONALÁ - Público,532,2022,CUTONALÁ,Público,241,299,,540,9
421 Prácticas profesionales-533 - 2022 - CUTONALÁ - Federal,533,2022,CUTONALÁ,Federal,61,73,,134,0
421 Prácticas profesionales-534 - 2022 - CUTONALÁ - Estatal,534,2022,CUTONALÁ,Estatal,131,198,,329,4
421 Prácticas profesionales-535 - 2022 - CUTONALÁ - Municipal,535,2022,CUTONALÁ,Municipal,49,28,,77,5
421 Prácticas profesionales-536 - 2022 - CUTONALÁ - Privado,536,2022,CUTONALÁ,Privado,114,175,,289,129
421 Prácticas profesionales-537 - 2022 - CUTONALÁ - Civil,537,2022,CUTONALÁ,Civil,4,14,,18,24
421 Prácticas profesionales-538 - 2022 - CUTLAJOMULCO - Público,538,2022,CUTLAJOMULCO,Público,55,38,,93,4
421 Prácticas profesionales-539 - 2022 - CUTLAJOMULCO - Federal,539,2022,CUTLAJOMULCO,Federal,6,8,,14,0
421 Prácticas profesionales-540 - 2022 - CUTLAJOMULCO - Estatal,540,2022,CUTLAJOMULCO,Estatal,49,30,,79,4
421 Prácticas profesionales-541 - 2022 - CUTLAJOMULCO - Municipal,541,2022,CUTLAJOMULCO,Municipal,0,0,,0,0
421 Prácticas profesionales-542 - 2022 - CUTLAJOMULCO - Privado,542,2022,CUTLAJOMULCO,Privado,78,52,,130,16
421 Prácticas profesionales-543 - 2022 - CUTLAJOMULCO - Civil,543,2022,CUTLAJOMULCO,Civil,0,0,,0,2
421 Prácticas profesionales-544 - 2022 - SUV - Público,544,2022,SUV,Público,3,2,,5,5
421 Prácticas profesionales-545 - 2022 - SUV - Federal,545,2022,SUV,Federal,0,0,,0,0
421 Prácticas profesionales-546 - 2022 - SUV - Estatal,546,2022,SUV,Estatal,3,2,,5,5
421 Prácticas profesionales-547 - 2022 - SUV - Municipal,547,2022,SUV,Municipal,0,0,,0,0
421 Prácticas profesionales-548 - 2022 - SUV - Privado,548,2022,SUV,Privado,2,4,,6,6
421 Prácticas profesionales-549 - 2022 - SUV - Civil,549,2022,SUV,Civil,2,0,,2,2
421 Prácticas profesionales-550 - 2022 - SEMS - Público,550,2022,SEMS,Público,860,1161,,2021,60
421 Prácticas profesionales-551 - 2022 - SEMS - Federal,551,2022,SEMS,Federal,788,1092,,1880,7
421 Prácticas profesionales-552 - 2022 - SEMS - Estatal,552,2022,SEMS,Estatal,39,37,,76,43
421 Prácticas profesionales-553 - 2022 - SEMS - Municipal,553,2022,SEMS,Municipal,33,32,,65,10
421 Prácticas profesionales-554 - 2022 - SEMS - Privado,554,2022,SEMS,Privado,381,353,,734,238
421 Prácticas profesionales-555 - 2022 - SEMS - Civil,555,2022,SEMS,Civil,1,5,,6,4
421 Prácticas profesionales-556 - 2023 - CUCEA - Público,556,2023,CUCEA,Público,123,200,,323,37
421 Prácticas profesionales-557 - 2023 - CUCEA - Federal,557,2023,CUCEA,Federal,24,44,,68,7
421 Prácticas profesionales-558 - 2023 - CUCEA - Estatal,558,2023,CUCEA,Estatal,57,102,,159,24
421 Prácticas profesionales-559 - 2023 - CUCEA - Municipal,559,2023,CUCEA,Municipal,42,54,,96,6
421 Prácticas profesionales-560 - 2023 - CUCEA - Privado,560,2023,CUCEA,Privado,1270,1844,,3114,728
421 Prácticas profesionales-561 - 2023 - CUCEA - Civil,561,2023,CUCEA,Civil,29,44,,73,33
421 Prácticas profesionales-562 - 2023 - CUCEI - Público,562,2023,CUCEI,Público,144,93,,237,16
421 Prácticas profesionales-563 - 2023 - CUCEI - Federal,563,2023,CUCEI,Federal,31,6,,37,5
421 Prácticas profesionales-564 - 2023 - CUCEI - Estatal,564,2023,CUCEI,Estatal,108,83,,191,5
421 Prácticas profesionales-565 - 2023 - CUCEI - Municipal,565,2023,CUCEI,Municipal,5,4,,9,6
421 Prácticas profesionales-566 - 2023 - CUCEI - Privado,566,2023,CUCEI,Privado,913,532,,1445,531
421 Prácticas profesionales-567 - 2023 - CUCEI - Civil,567,2023,CUCEI,Civil,36,34,,70,29
421 Prácticas profesionales-568 - 2023 - CUCSH - Público,568,2023,CUCSH,Público,576,712,,1288,93
421 Prácticas profesionales-569 - 2023 - CUCSH - Federal,569,2023,CUCSH,Federal,63,91,,154,27
421 Prácticas profesionales-570 - 2023 - CUCSH - Estatal,570,2023,CUCSH,Estatal,472,511,,983,34
421 Prácticas profesionales-571 - 2023 - CUCSH - Municipal,571,2023,CUCSH,Municipal,41,110,,151,32
421 Prácticas profesionales-572 - 2023 - CUCSH - Privado,572,2023,CUCSH,Privado,111,132,,243,106
421 Prácticas profesionales-573 - 2023 - CUCSH - Civil,573,2023,CUCSH,Civil,65,194,,259,23
421 Prácticas profesionales-574 - 2023 - CUCS - Público,574,2023,CUCS,Público,1692,5067,,6759,22
421 Prácticas profesionales-575 - 2023 - CUCS - Federal,575,2023,CUCS,Federal,199,743,,942,2
421 Prácticas profesionales-576 - 2023 - CUCS - Estatal,576,2023,CUCS,Estatal,1380,4100,,5480,10
421 Prácticas profesionales-577 - 2023 - CUCS - Municipal,577,2023,CUCS,Municipal,113,224,,337,10
421 Prácticas profesionales-578 - 2023 - CUCS - Privado,578,2023,CUCS,Privado,336,657,,993,100
421 Prácticas profesionales-579 - 2023 - CUCS - Civil,579,2023,CUCS,Civil,62,134,,196,30
421 Prácticas profesionales-580 - 2023 - CUAAD - Público,580,2023,CUAAD,Público,21,31,,52,37
421 Prácticas profesionales-581 - 2023 - CUAAD - Federal,581,2023,CUAAD,Federal,1,0,,1,2
421 Prácticas profesionales-582 - 2023 - CUAAD - Estatal,582,2023,CUAAD,Estatal,10,21,,31,22
421 Prácticas profesionales-583 - 2023 - CUAAD - Municipal,583,2023,CUAAD,Municipal,10,10,,20,13
421 Prácticas profesionales-584 - 2023 - CUAAD - Privado,584,2023,CUAAD,Privado,137,239,,376,342
421 Prácticas profesionales-585 - 2023 - CUAAD - Civil,585,2023,CUAAD,Civil,1,0,,1,3
421 Prácticas profesionales-586 - 2023 - CUCBA - Público,586,2023,CUCBA,Público,105,155,,260,14
421 Prácticas profesionales-587 - 2023 - CUCBA - Federal,587,2023,CUCBA,Federal,20,33,,53,5
421 Prácticas profesionales-588 - 2023 - CUCBA - Estatal,588,2023,CUCBA,Estatal,49,71,,120,6
421 Prácticas profesionales-589 - 2023 - CUCBA - Municipal,589,2023,CUCBA,Municipal,36,51,,87,3
421 Prácticas profesionales-590 - 2023 - CUCBA - Privado,590,2023,CUCBA,Privado,349,453,,802,30
421 Prácticas profesionales-591 - 2023 - CUCBA - Civil,591,2023,CUCBA,Civil,7,10,,17,6
421 Prácticas profesionales-592 - 2023 - CUALTOS - Público,592,2023,CUALTOS,Público,107,191,,298,36
421 Prácticas profesionales-593 - 2023 - CUALTOS - Federal,593,2023,CUALTOS,Federal,0,3,,3,2
421 Prácticas profesionales-594 - 2023 - CUALTOS - Estatal,594,2023,CUALTOS,Estatal,2,5,,7,13
421 Prácticas profesionales-595 - 2023 - CUALTOS - Municipal,595,2023,CUALTOS,Municipal,105,183,,288,21
421 Prácticas profesionales-596 - 2023 - CUALTOS - Privado,596,2023,CUALTOS,Privado,125,229,,354,397
421 Prácticas profesionales-597 - 2023 - CUALTOS - Civil,597,2023,CUALTOS,Civil,3,12,,15,38
421 Prácticas profesionales-598 - 2023 - CUCIÉNEGA - Público,598,2023,CUCIÉNEGA,Público,126,268,,394,35
421 Prácticas profesionales-599 - 2023 - CUCIÉNEGA - Federal,599,2023,CUCIÉNEGA,Federal,0,0,,0,13
421 Prácticas profesionales-600 - 2023 - CUCIÉNEGA - Estatal,600,2023,CUCIÉNEGA,Estatal,88,236,,324,1
421 Prácticas profesionales-601 - 2023 - CUCIÉNEGA - Municipal,601,2023,CUCIÉNEGA,Municipal,38,32,,70,21
421 Prácticas profesionales-602 - 2023 - CUCIÉNEGA - Privado,602,2023,CUCIÉNEGA,Privado,114,188,,302,107
421 Prácticas profesionales-603 - 2023 - CUCIÉNEGA - Civil,603,2023,CUCIÉNEGA,Civil,8,20,,28,5
421 Prácticas profesionales-604 - 2023 - CUSUR - Público,604,2023,CUSUR,Público,554,1277,,1831,254
421 Prácticas profesionales-605 - 2023 - CUSUR - Federal,605,2023,CUSUR,Federal,32,50,,82,12
421 Prácticas profesionales-606 - 2023 - CUSUR - Estatal,606,2023,CUSUR,Estatal,86,146,,232,37
421 Prácticas profesionales-607 - 2023 - CUSUR - Municipal,607,2023,CUSUR,Municipal,436,1081,,1517,205
421 Prácticas profesionales-608 - 2023 - CUSUR - Privado,608,2023,CUSUR,Privado,373,435,,808,611
421 Prácticas profesionales-609 - 2023 - CUSUR - Civil,609,2023,CUSUR,Civil,30,20,,50,34
421 Prácticas profesionales-610 - 2023 - CUCOSTA - Público,610,2023,CUCOSTA,Público,130,242,,372,8
421 Prácticas profesionales-611 - 2023 - CUCOSTA - Federal,611,2023,CUCOSTA,Federal,9,18,,27,0
421 Prácticas profesionales-612 - 2023 - CUCOSTA - Estatal,612,2023,CUCOSTA,Estatal,83,117,,200,3
421 Prácticas profesionales-613 - 2023 - CUCOSTA - Municipal,613,2023,CUCOSTA,Municipal,38,107,,145,5
421 Prácticas profesionales-614 - 2023 - CUCOSTA - Privado,614,2023,CUCOSTA,Privado,275,386,,661,170
421 Prácticas profesionales-615 - 2023 - CUCOSTA - Civil,615,2023,CUCOSTA,Civil,4,1,,5,10
421 Prácticas profesionales-616 - 2023 - CUCOSTASUR - Público,616,2023,CUCOSTASUR,Público,55,245,,300,69
421 Prácticas profesionales-617 - 2023 - CUCOSTASUR - Federal,617,2023,CUCOSTASUR,Federal,,,,,10
421 Prácticas profesionales-618 - 2023 - CUCOSTASUR - Estatal,618,2023,CUCOSTASUR,Estatal,55,245,,300,26
421 Prácticas profesionales-619 - 2023 - CUCOSTASUR - Municipal,619,2023,CUCOSTASUR,Municipal,,,,,33
421 Prácticas profesionales-620 - 2023 - CUCOSTASUR - Privado,620,2023,CUCOSTASUR,Privado,202,175,,377,339
421 Prácticas profesionales-621 - 2023 - CUCOSTASUR - Civil,621,2023,CUCOSTASUR,Civil,19,13,,32,3
421 Prácticas profesionales-622 - 2023 - CUVALLES - Público,622,2023,CUVALLES,Público,20,64,,84,9
421 Prácticas profesionales-623 - 2023 - CUVALLES - Federal,623,2023,CUVALLES,Federal,0,0,,0,0
421 Prácticas profesionales-624 - 2023 - CUVALLES - Estatal,624,2023,CUVALLES,Estatal,12,39,,51,4
421 Prácticas profesionales-625 - 2023 - CUVALLES - Municipal,625,2023,CUVALLES,Municipal,8,25,,33,5
421 Prácticas profesionales-626 - 2023 - CUVALLES - Privado,626,2023,CUVALLES,Privado,42,69,,111,39
421 Prácticas profesionales-627 - 2023 - CUVALLES - Civil,627,2023,CUVALLES,Civil,5,12,,17,3
421 Prácticas profesionales-628 - 2023 - CUNORTE - Público,628,2023,CUNORTE,Público,383,1024,,1407,45
421 Prácticas profesionales-629 - 2023 - CUNORTE - Federal,629,2023,CUNORTE,Federal,28,33,,61,3
421 Prácticas profesionales-630 - 2023 - CUNORTE - Estatal,630,2023,CUNORTE,Estatal,319,913,,1232,13
421 Prácticas profesionales-631 - 2023 - CUNORTE - Municipal,631,2023,CUNORTE,Municipal,36,78,,114,29
421 Prácticas profesionales-632 - 2023 - CUNORTE - Privado,632,2023,CUNORTE,Privado,70,48,,118,77
421 Prácticas profesionales-633 - 2023 - CUNORTE - Civil,633,2023,CUNORTE,Civil,0,0,,0,7
421 Prácticas profesionales-634 - 2023 - CULAGOS - Público,634,2023,CULAGOS,Público,91,218,,309,17
421 Prácticas profesionales-635 - 2023 - CULAGOS - Federal,635,2023,CULAGOS,Federal,1,5,,6,0
421 Prácticas profesionales-636 - 2023 - CULAGOS - Estatal,636,2023,CULAGOS,Estatal,67,159,,226,8
421 Prácticas profesionales-637 - 2023 - CULAGOS - Municipal,637,2023,CULAGOS,Municipal,23,54,,77,9
421 Prácticas profesionales-638 - 2023 - CULAGOS - Privado,638,2023,CULAGOS,Privado,121,126,,247,88
421 Prácticas profesionales-639 - 2023 - CULAGOS - Civil,639,2023,CULAGOS,Civil,7,29,,36,5
421 Prácticas profesionales-640 - 2023 - CUTONALÁ - Público,640,2023,CUTONALÁ,Público,323,423,,746,18
421 Prácticas profesionales-641 - 2023 - CUTONALÁ - Federal,641,2023,CUTONALÁ,Federal,104,93,,197,6
421 Prácticas profesionales-642 - 2023 - CUTONALÁ - Estatal,642,2023,CUTONALÁ,Estatal,168,281,,449,9
421 Prácticas profesionales-643 - 2023 - CUTONALÁ - Municipal,643,2023,CUTONALÁ,Municipal,51,49,,100,3
421 Prácticas profesionales-644 - 2023 - CUTONALÁ - Privado,644,2023,CUTONALÁ,Privado,202,223,,425,142
421 Prácticas profesionales-645 - 2023 - CUTONALÁ - Civil,645,2023,CUTONALÁ,Civil,4,13,,17,7
421 Prácticas profesionales-646 - 2023 - CUTLAJOMULCO - Público,646,2023,CUTLAJOMULCO,Público,21,68,,89,4
421 Prácticas profesionales-647 - 2023 - CUTLAJOMULCO - Federal,647,2023,CUTLAJOMULCO,Federal,5,5,,10,1
421 Prácticas profesionales-648 - 2023 - CUTLAJOMULCO - Estatal,648,2023,CUTLAJOMULCO,Estatal,10,33,,43,2
421 Prácticas profesionales-649 - 2023 - CUTLAJOMULCO - Municipal,649,2023,CUTLAJOMULCO,Municipal,6,30,,36,1
421 Prácticas profesionales-650 - 2023 - CUTLAJOMULCO - Privado,650,2023,CUTLAJOMULCO,Privado,112,90,,202,35
421 Prácticas profesionales-651 - 2023 - CUTLAJOMULCO - Civil,651,2023,CUTLAJOMULCO,Civil,2,11,,13,4
421 Prácticas profesionales-652 - 2023 - SUV - Público,652,2023,SUV,Público,0,0,,0,0
421 Prácticas profesionales-653 - 2023 - SUV - Federal,653,2023,SUV,Federal,0,0,,0,0
421 Prácticas profesionales-654 - 2023 - SUV - Estatal,654,2023,SUV,Estatal,0,0,,0,0
421 Prácticas profesionales-655 - 2023 - SUV - Municipal,655,2023,SUV,Municipal,0,0,,0,0
421 Prácticas profesionales-656 - 2023 - SUV - Privado,656,2023,SUV,Privado,0,0,,0,0
421 Prácticas profesionales-657 - 2023 - SUV - Civil,657,2023,SUV,Civil,0,0,,0,0
421 Prácticas profesionales-658 - 2023 - SEMS - Público,658,2023,SEMS,Público,625,976,,1601,93
421 Prácticas profesionales-659 - 2023 - SEMS - Federal,659,2023,SEMS,Federal,120,193,,313,11
421 Prácticas profesionales-660 - 2023 - SEMS - Estatal,660,2023,SEMS,Estatal,378,502,,880,64
421 Prácticas profesionales-661 - 2023 - SEMS - Municipal,661,2023,SEMS,Municipal,127,281,,408,18
421 Prácticas profesionales-662 - 2023 - SEMS - Privado,662,2023,SEMS,Privado,826,1311,,2137,464
421 Prácticas profesionales-663 - 2023 - SEMS - Civil,663,2023,SEMS,Civil,0,0,,0,1
