name,orden,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,conteo,clasificacion_plantel,region_jalisco,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,notas,
811 Planteles -613 - 2021 - CUSUR - 14USU0210F,613,2021,CUSUR,,14USU0210F,Centro Universitario del Sur,CUSUR,Centro Universitario,1,Regional,Región Sur,Zapotlán el Grande,Ciudad Guzmán,Avenida Enrique Arreola Silva,883,N/A,49000,http://www.cusur.udg.mx,www.cusur.udg.mx,,
811 Planteles -614 - 2021 - CUCOSTA - 14USU0190I,614,2021,CUCOSTA,,14USU0190I,Centro Universitario de la Costa sede Puerto Vallarta,CUCOSTA - Puerto Vallarta,Centro Universitario,1,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Delegación Ixtapa,Av. Universidad,203,N/A,48280,http://www.cuc.udg.mx,www.cuc.udg.mx,,
811 Planteles -615 - 2021 - CUCOSTA - 14USU0009S,615,2021,CUCOSTA,14USU0190I,14USU0009S,Centro Universitario de la Costa sede Tomatlán,CUCOSTA - Tomatlán,Sede CU,1,Regional,Región Costa Sur,Tomatlán,N/A,Calle 20 de Noviembre,500,N/A,48250,http://www.cuc.udg.mx/es/sede-tomatlan-0,www.cuc.udg.mx/es/sede-tomatlan-0,,
811 Planteles -616 - 2021 - CUCOSTASUR - 14USU0200Z,616,2021,CUCOSTASUR,,14USU0200Z,Centro Universitario de la Costa Sur sede Autlán,CUCOSTASUR - Autlán,Centro Universitario,1,Regional,Región Sierra de Amula,Autlán de Navarro,N/A,Avenida Independencia Nacional,151,N/A,48900,http://www.cucsur.udg.mx,www.cucsur.udg.mx,,
811 Planteles -617 - 2021 - CUCOSTASUR - 14USU0007U,617,2021,CUCOSTASUR,14USU0200Z,14USU0007U,Centro Universitario de la Costa Sur sede San Patricio Melaque,CUCOSTASUR - San Patricio Melaque,Sede CU,1,Regional,Región Costa Sur,Cihuatlán,San Patricio (Melaque),Calle Gomez Farias ,82,N/A,48980,http://www.cucsur.udg.mx,www.cucsur.udg.mx,,
811 Planteles -618 - 2021 - CUVALLES - 14USU0003Y,618,2021,CUVALLES,,14USU0003Y,Centro Universitario de los Valles,CUVALLES,Centro Universitario,1,Regional,Región Valles,Ameca,N/A,Carretera Guadalajara - Ameca Km. 45.5,S/N,N/A,46600,http://www.web.valles.udg.mx,www.web.valles.udg.mx,,
811 Planteles -619 - 2021 - CUNORTE - 14USU0002Z,619,2021,CUNORTE,,14USU0002Z,Centro Universitario del Norte,CUNORTE,Centro Universitario,1,Regional,Región Norte,Colotlán,N/A,Carretera Federal Colotlán - Huejúcar km 191,23,N/A,46200,https://www.cunorte.udg.mx,www.cunorte.udg.mx,,
811 Planteles -620 - 2021 - CULAGOS - 14USU0221L,620,2021,CULAGOS,,14USU0221L,Centro Universitario de los Lagos sede Lagos de Moreno,CULAGOS - Lagos de Moreno,Centro Universitario,1,Regional,Región Altos Norte,Lagos de Moreno,N/A,Avenida Enrique Díaz de León,1144,N/A,47460,https://www.lagos.udg.mx,www.lagos.udg.mx,,
811 Planteles -621 - 2021 - CULAGOS - 14USU0222K,621,2021,CULAGOS,14USU0221L,14USU0222K,Centro Universitario de los Lagos sede San Juan de los Lagos,CULAGOS - San Juan de los Lagos,Sede CU,1,Regional,Región Altos Norte,San Juan de Los Lagos,N/A,Calle Tenazas,S/N,N/A,47000,https://www.lagos.udg.mx,www.lagos.udg.mx,,
811 Planteles -622 - 2021 - CUTONALÁ - 14USU0008T,622,2021,CUTONALÁ,,14USU0008T,Centro Universitario de Tonalá,CUTONALÁ,Centro Universitario,1,Regional,Región Centro,Tonalá,Ejido San José Tateposco,Avenida Nuevo Periférico,555,N/A,45425,http://www.cutonala.udg.mx,www.cutonala.udg.mx,,
811 Planteles -623 - 2021 - CUTLAJOMULCO - 14USU0011G,623,2021,CUTLAJOMULCO,,14USU0011G,Centro Universitario de Tlajomulco,CUTLAJOMULCO,Centro Universitario,1,Regional,Región Centro,Tlajomulco de Zúñiga,Lomas de Tejeda,Carretera Tlajomulco - Santa Fe Km. 3.5,595,N/A,45641,http://www.cutlajomulco.udg.mx,www.cutlajomulco.udg.mx,,
811 Planteles -624 - 2021 - SUV - 14USU0004X,624,2021,SUV,,14USU0004X,Sistema de Universidad Virtual,SUV,Virtual,1,Virtual,Región Centro,Guadalajara,N/A,Avenida La Paz ,2453,N/A,44130,https://www.udgvirtual.udg.mx/,www.udgvirtual.udg.mx,,
811 Planteles -625 - 2021 - SEMS - 14MMS0607X,625,2021,SEMS,,14MMS0607X,Esc. Prep. de Jalisco,Prepa Jalisco,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle González Ortega,225,N/A,44100,http://prepajalisco.sems.udg.mx,prepajalisco.sems.udg.mx,,
811 Planteles -626 - 2021 - SEMS - 14MMS0608W,626,2021,SEMS,,14MMS0608W,Esc. Prep. Núm. 2,Prepa 2,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Álvarez del Castillo,760,N/A,44370,http://prepa2.sems.udg.mx,prepa2.sems.udg.mx,,
811 Planteles -627 - 2021 - SEMS - 14MMS0609V,627,2021,SEMS,,14MMS0609V,Esc. Prep. Núm. 3,Prepa 3,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Francisco Gómez de Mendiola,S/N,N/A,44700,http://prepa3.sems.udg.mx,prepa3.sems.udg.mx,,
811 Planteles -628 - 2021 - SEMS - 14MMS0610K,628,2021,SEMS,,14MMS0610K,Esc. Prep. Núm. 4,Prepa 4,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Avenida Torrecillas,S/N,N/A,44890,http://prepa4.sems.udg.mx,prepa4.sems.udg.mx,,
811 Planteles -629 - 2021 - SEMS - 14MMS0611J,629,2021,SEMS,,14MMS0611J,Esc. Prep. Núm. 5,Prepa 5,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Avenida Fray Andrés de Urdaneta,S/N,N/A,44930,http://prepa5.sems.udg.mx,prepa5.sems.udg.mx,,
811 Planteles -630 - 2021 - SEMS - 14MMS0612I,630,2021,SEMS,,14MMS0612I,Esc. Prep. Núm. 6,Prepa 6,Escuela,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Avenida Literatura,S/N,N/A,44990,http://prepa6.sems.udg.mx,prepa6.sems.udg.mx,,
811 Planteles -631 - 2021 - SEMS - 14MMS0613H,631,2021,SEMS,,14MMS0613H,Esc. Prep. Núm. 7,Prepa 7,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Avenida Tesistán,S/N,N/A,45130,http://prepa7.sems.udg.mx,prepa7.sems.udg.mx,,
811 Planteles -632 - 2021 - SEMS - 14MMS0647Y,632,2021,SEMS,,14MMS0647Y,Esc. Prep. Núm. 8,Prepa 8,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Periférico Norte,1900,N/A,45180,http://prepa8.sems.udg.mx,prepa8.sems.udg.mx,,
811 Planteles -633 - 2021 - SEMS - 14MMS0762P,633,2021,SEMS,14MMS0647Y,14MMS0762P,Módulo Cuquío (Prepa. 8),Módulo Cuquío,Módulo,1,Regional,Región Centro,Cuquío,Cuquío,Calle Avenal,54,N/A,45480,http://prepa8.sems.udg.mx,prepa8.sems.udg.mx,,
811 Planteles -634 - 2021 - SEMS - 14MMS0761Q,634,2021,SEMS,14MMS0647Y,14MMS0761Q,Módulo Ixtlahuacán del Río (Prepa. 8),Módulo Ixtlahuacán del Río,Módulo,1,Regional,Región Centro,Ixtlahuacán del Río,Ixtlahuacán del Río,Calle Mariano Matamoros,1,N/A,45260,http://prepa8.sems.udg.mx,prepa8.sems.udg.mx,,
811 Planteles -635 - 2021 - SEMS - 14MMS0648X,635,2021,SEMS,,14MMS0648X,Esc. Prep. Núm. 9,Prepa 9,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Avenida Dr. Mateo del Regil,S/N,N/A,45236,http://prepa9.sems.udg.mx,prepa9.sems.udg.mx,,
811 Planteles -636 - 2021 - SEMS - 14MMS0649W,636,2021,SEMS,,14MMS0649W,Esc. Prep. Núm. 10,Prepa 10,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle La Grana,430,2,45132,http://prepa10.sems.udg.mx,prepa10.sems.udg.mx,,
811 Planteles -637 - 2021 - SEMS - 14MMS0650L,637,2021,SEMS,,14MMS0650L,Esc. Prep. Núm. 11,Prepa 11,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Sierra Nevada,990,N/A,44290,http://prepa11.sems.udg.mx,prepa11.sems.udg.mx,,
811 Planteles -638 - 2021 - SEMS - 14MMS0646Z,638,2021,SEMS,,14MMS0646Z,Esc. Prep. Núm. 12,Prepa 12,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Corregidora (calle 40),500,N/A,44420,http://prepa12.sems.udg.mx,prepa12.sems.udg.mx,,
811 Planteles -639 - 2021 - SEMS - 14MMS0640E,639,2021,SEMS,14MMS0646Z,14MMS0640E,Módulo Tlaquepaque (Prepa. 12),Módulo Tlaquepaque,Módulo,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Calle Francisco de Miranda,75,N/A,44500,http://prepa12.sems.udg.mx,prepa12.sems.udg.mx,,
811 Planteles -640 - 2021 - SEMS - 14MMS0615F,640,2021,SEMS,,14MMS0615F,Esc. Prep. Núm. 13,Prepa 13,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Isla Pianosa,4575,N/A,45589,http://prepa13.sems.udg.mx,prepa13.sems.udg.mx,,
811 Planteles -641 - 2021 - SEMS - 14MMS0630Y,641,2021,SEMS,,14MMS0630Y,Esc. Prep. Núm. 14,Prepa 14,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Volcán Miño,185,N/A,44250,http://prepa14.sems.udg.mx,prepa14.sems.udg.mx,,
811 Planteles -642 - 2021 - SEMS - 14MMS0641D,642,2021,SEMS,14MMS0630Y,14MMS0641D,Módulo La Experiencia (Prepa. 14),Módulo La Experiencia,Módulo,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle Hidalgo ,2,N/A,45198,http://prepa14.sems.udg.mx,prepa14.sems.udg.mx,,
811 Planteles -643 - 2021 - SEMS - 14MMS0631X,643,2021,SEMS,,14MMS0631X,Esc. Prep. Núm. 15,Prepa 15,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle 5 de Mayo,S/N,N/A,45019,http://prepa15.sems.udg.mx,prepa15.sems.udg.mx,,
811 Planteles -644 - 2021 - SEMS - 14MMS0636S,644,2021,SEMS,,14MMS0636S,Esc. Prep. Núm. 16,Prepa 16,Escuela,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Calle Santa Cruz,33,N/A,45000,http://prepa16.sems.udg.mx,prepa16.sems.udg.mx,,
811 Planteles -645 - 2021 - SEMS - 14MMS0752I,645,2021,SEMS,,14MMS0752I,Esc. Prep. Núm. 17,Prepa 17,Escuela,1,Metropolitano,Región Centro,El Salto,El Salto,Avenida Emiliano Zapata,2568,F - 2,45690,http://prepa17.sems.udg.mx,prepa17.sems.udg.mx,,
811 Planteles -646 - 2021 - SEMS - 14MMS0753H,646,2021,SEMS,,14MMS0753H,Esc. Prep. Núm. 18,Prepa 18,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Calle Hacienda Cedros,1950,N/A,44700,http://prepa18.sems.udg.mx,prepa18.sems.udg.mx,,
811 Planteles -647 - 2021 - SEMS - 14MMS0757D,647,2021,SEMS,,14MMS0757D,Esc. Prep. Núm. 19,Prepa 19,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle Paseo del Almendro,S/N,N/A,45200,http://prepa19.sems.udg.mx,prepa19.sems.udg.mx,,
811 Planteles -648 - 2021 - SEMS - 14MMS0756E,648,2021,SEMS,,14MMS0756E,Esc. Prep. Núm. 20,Prepa 20,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle Paseos del bosque,S/N,N/A,45066,http://prepa20.sems.udg.mx,prepa20.sems.udg.mx,,
811 Planteles -649 - 2021 - SEMS - 14MMS0614G,649,2021,SEMS,,14MMS0614G,Esc. Vocacional,Escuela Vocacional,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Boulevard Gral. Marcelino García Barragán,32,N/A,44430,http://voca.sems.udg.mx,voca.sems.udg.mx,,
811 Planteles -650 - 2021 - SEMS - 14MMS0645Z,650,2021,SEMS,,14MMS0645Z,Esc. Prep. Reg. de Tonalá,Prepa Tonalá,Escuela,1,Metropolitano,Región Centro,Tonalá,Tonalá,Calle Independencia,232,N/A,45400,http://prepatonala.sems.udg.mx,prepatonala.sems.udg.mx,,
811 Planteles -651 - 2021 - SEMS - 14MMS0623O,651,2021,SEMS,,14MMS0623O,Esc. Prep. Reg. de Tonalá Norte,Prepa Tonalá Norte,Escuela,1,Metropolitano,Región Centro,Tonalá,Tonalá,Avenida Juan Gil Preciado,S/N,N/A,45409,http://prepatonalanorte.sems.udg.mx,prepatonalanorte.sems.udg.mx,,
811 Planteles -652 - 2021 - SEMS - 14MMS0776S,652,2021,SEMS,,14MMS0776S,Esc. Politécnica,Poli de Guadalajara,Escuela,1,Metropolitano,Región Centro,Guadalajara,Guadalajara,Avenida Revolución,1500,N/A,44420,http://politecnica.sems.udg.mx,politecnica.sems.udg.mx,,
811 Planteles -653 - 2021 - SEMS - 14MMS0799C,653,2021,SEMS,,14MMS0799C,Esc. Politécnica Ing. Jorge Matute Remus,Poli Ing. Jorge Matute Remus,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Calle La Grana,430,1,45132,http://www.politecnicamatute.sems.udg.mx,www.politecnicamatute.sems.udg.mx,,
811 Planteles -654 - 2021 - SEMS - 14MMS0878P,654,2021,SEMS,,14MMS0878P,Esc. Prep. Núm. 21,Prepa 21,Escuela,1,Metropolitano,Región Centro,Zapopan,Zapopan,Carretera Guadalajara-Colotlán,Km 6.5,N/A,45200,http://prepa21.sems.udg.mx,prepa21.sems.udg.mx,,
811 Planteles -655 - 2021 - SEMS - 14MMS0844Z,655,2021,SEMS,,14MMS0844Z,Esc. Prep. Núm. 22,Prepa 22,Escuela,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Calle Pedro Coronel,S/N,N/A,45559,http://prepa22.sems.udg.mx,prepa22.sems.udg.mx,,
811 Planteles -656 - 2021 - SEMS - 14MMS0643B,656,2021,SEMS,,14MMS0643B,Esc. Prep. Reg. de Ahualulco de Mercado,EPR de Ahualulco de Mercado,Escuela,1,Regional,Región Valles,Ahualulco de Mercado,Ahualulco de Mercado,Calle 20 de Noviembre,110,N/A,46730,http://prepaahualulco.sems.udg.mx,prepaahualulco.sems.udg.mx,,
811 Planteles -657 - 2021 - SEMS - 14MMS0727J,657,2021,SEMS,14MMS0643B,14MMS0727J,Extensión Teuchitlán (Ahualulco),Módulo Teuchitlán,Extensión,1,Regional,Región Valles,Teuchitlán,Teuchitlán,Calle 16 de Septiembre,16 de Septiembre,N/A,46760,http://prepaahualulco.sems.udg.mx,prepaahualulco.sems.udg.mx,,
811 Planteles -658 - 2021 - SEMS - 14MMS0717C,658,2021,SEMS,,14MMS0717C,Esc. Prep. Reg. de Amatitán,EPR de Amatitán,Escuela,1,Regional,Región Valles,Amatitán,Amatitán,Calle López Mateos,165,N/A,45380,http://prepaamatitan.sems.udg.mx,prepaamatitan.sems.udg.mx,,
811 Planteles -659 - 2021 - SEMS - 14MMS0741C,659,2021,SEMS,14MMS0717C,14MMS0741C,Extensión El Salvador (Amatitán),Módulo El Salvador,Extensión,1,Regional,Región Valles,Tequila,Tequila,Calle Iturbide,S/N,N/A,46408,http://prepaamatitan.sems.udg.mx,prepaamatitan.sems.udg.mx,,
811 Planteles -660 - 2021 - SEMS - 14MMS0617D,660,2021,SEMS,,14MMS0617D,Esc. Prep. Reg. de Ameca,EPR de Ameca,Escuela,1,Regional,Región Valles,Ameca,Ameca,Calle Lic. Enrique Díaz de León,205,N/A,46600,http://prepaameca.sems.udg.mx,prepaameca.sems.udg.mx,,
811 Planteles -661 - 2021 - SEMS - 14MMS0662Q,661,2021,SEMS,14MMS0617D,14MMS0662Q,Módulo Atenguillo (Ameca),Módulo Atenguillo,Módulo,1,Regional,Región Costa-Sierra Occidental,Atenguillo,Atenguillo,Avenida Ameca,1000,N/A,48100,http://prepaameca.sems.udg.mx,prepaameca.sems.udg.mx,,
811 Planteles -662 - 2021 - SEMS - 14MMS0663P,662,2021,SEMS,14MMS0617D,14MMS0663P,Módulo Mascota (Ameca),Módulo Mascota,Módulo,1,Regional,Región Costa-Sierra Occidental,Mascota,Mascota,Calle Salvador Chávez Magaña,68,N/A,46900,http://prepaameca.sems.udg.mx,prepaameca.sems.udg.mx,,
811 Planteles -663 - 2021 - SEMS - 14MMS0664O,663,2021,SEMS,14MMS0617D,14MMS0664O,Módulo San Antonio Matute (Ameca),Módulo San Antonio Matute,Módulo,1,Regional,Región Valles,Ameca,Ameca,Avenida Ameca,S/N,N/A,46700,http://prepaameca.sems.udg.mx,prepaameca.sems.udg.mx,,
811 Planteles -664 - 2021 - SEMS - 14MMS0665N,664,2021,SEMS,14MMS0617D,14MMS0665N,Módulo Talpa de Allende (Ameca),Módulo Talpa de Allende,Módulo,1,Regional,Región Costa-Sierra Occidental,Talpa de Allende,Talpa de Allende,Calle Manuela Navarro Alatorre,1,N/A,48200,http://prepaameca.sems.udg.mx,prepaameca.sems.udg.mx,,
811 Planteles -665 - 2021 - SEMS - 14MMS0619B,665,2021,SEMS,,14MMS0619B,Esc. Prep. Reg. de Arandas,EPR de Arandas,Escuela,1,Regional,Región Altos Sur,Arandas,Arandas,Calle General Arteaga,345,N/A,47180,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,,
811 Planteles -666 - 2021 - SEMS - 14MMS0666M,666,2021,SEMS,14MMS0619B,14MMS0666M,Módulo Jesús María (Arandas),Módulo Jesús María,Módulo,1,Regional,Región Altos Sur,Jesús María,Jesús María,Avenida Prolongación Jalisco,4,N/A,47950,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,,
811 Planteles -667 - 2021 - SEMS - 14MMS0667L,667,2021,SEMS,14MMS0619B,14MMS0667L,Módulo San Ignacio Cerro Gordo (Arandas),Módulo San Ignacio Cerro Gordo,Módulo,1,Regional,Región Altos Sur,San Ignacio Cerro Gordo,San Ignacio Cerro Gordo,Calle Niños Héroes,120,N/A,47190,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,,
811 Planteles -668 - 2021 - SEMS - 14MMS0728I,668,2021,SEMS,14MMS0619B,14MMS0728I,Módulo Santa María del Valle (Arandas),Módulo Santa María del Valle,Módulo,1,Regional,Región Altos Sur,Arandas,Arandas,Calle Jesús Campos,S/N,N/A,47196,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,,
811 Planteles -669 - 2021 - SEMS - 14MMS0618C,669,2021,SEMS,,14MMS0618C,Esc. Prep. Reg. de Atotonilco,EPR de Atotonilco,Escuela,1,Regional,Región Ciénega,Atotonilco el Alto,Atotonilco el Alto,Carretera Guadalajara - México,Km 84,N/A,47750,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,,
811 Planteles -670 - 2021 - SEMS - 14MMS0668K,670,2021,SEMS,14MMS0618C,14MMS0668K,Módulo Ayotlán (Atotonilco),Módulo Ayotlán,Módulo,1,Regional,Región Ciénega,Ayotlán,Ayotlan,Carretera Ayotlan - La Piedad,Km 0.5,N/A,47930,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,,
811 Planteles -671 - 2021 - SEMS - 14MMS0747X,671,2021,SEMS,14MMS0618C,14MMS0747X,Módulo La Ribera (Atotonilco),Módulo La Ribera,Módulo,1,Regional,Región Ciénega,Ayotlán,Ayotlan,Calle Benito Juárez,S/N,N/A,47930,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,,
811 Planteles -672 - 2021 - SEMS - 14MMS0750K,672,2021,SEMS,14MMS0618C,14MMS0750K,Módulo San Francisco de Asís (Atotonilco),Módulo San Francisco de Asís,Módulo,1,Regional,Región Ciénega,Atotonilco el Alto,Atotonilco el Alto,Calle Orozco ,S/N,N/A,47755,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,,
811 Planteles -673 - 2021 - SEMS - 14MMS0621Q,673,2021,SEMS,,14MMS0621Q,Esc. Prep. Reg. de Autlán de Navarro,EPR de Autlán de Navarro,Escuela,1,Regional,Región Sierra de Amula,Autlán de Navarro,Autlán de Navarro,Avenida Universidad ,407,N/A,48900,http://prepaautlan.sems.udg.mx,prepaautlan.sems.udg.mx,,
811 Planteles -674 - 2021 - SEMS - 14MMS0622P,674,2021,SEMS,,14MMS0622P,Esc. Prep. Reg. de Casimiro Castillo,EPR de Casimiro Castillo,Escuela,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Carretera Guadalajara - Barra de Navidad,Km 1.5,N/A,48930,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -675 - 2021 - SEMS - 14MMS0732V,675,2021,SEMS,14MMS0622P,14MMS0732V,Módulo Ayotitlán (Casimiro Castillo),Módulo Ayotitlán,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Carretera El Rincón de Ayotitlán,Km 1,N/A,48962,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -676 - 2021 - SEMS - 14MMS0733U,676,2021,SEMS,14MMS0622P,14MMS0733U,Módulo Chacala (Casimiro Castillo),Módulo Chacala,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Calle Independencia,S/N,N/A,48967,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -677 - 2021 - SEMS - 14MMS0674V,677,2021,SEMS,14MMS0622P,14MMS0674V,Módulo Cuautitlán (Casimiro Castillo),Módulo Cuautitlán,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Avenida Prolongación Hidalgo,150,N/A,48950,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -678 - 2021 - SEMS - 14MMS0675U,678,2021,SEMS,14MMS0622P,14MMS0675U,Módulo Hermenegildo Galeana (Casimiro Castillo),Módulo Hermenegildo Galeana,Módulo,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Calle Juan De Dios Peza,1,N/A,48940,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -679 - 2021 - SEMS - 14MMS0676T,679,2021,SEMS,14MMS0622P,14MMS0676T,Módulo La Huerta (Casimiro Castillo),Módulo La Huerta,Módulo,1,Regional,Región Costa Sur,La Huerta,La Huerta,Calle Lic. Luis Echeverría Álvarez,S/N,N/A,48850,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -680 - 2021 - SEMS - 14MMS0736R,680,2021,SEMS,14MMS0622P,14MMS0736R,Módulo Telcruz (Casimiro Castillo),Módulo Telcruz,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Camino Al campo de fútbol,S/N,N/A,48963,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -681 - 2021 - SEMS - 14MMS0677S,681,2021,SEMS,14MMS0622P,14MMS0677S,Módulo Villa Purificación (Casimiro Castillo),Módulo Villa Purificación,Módulo,1,Regional,Región Costa Sur,Villa Purificación,Villa Purificación,Calle Marcelino García Barragán ,51,N/A,48800,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -682 - 2021 - SEMS - 14MMS0734T,682,2021,SEMS,14MMS0622P,14MMS0734T,Módulo Cuzalapa (Casimiro Castillo),Módulo Cuzalapa,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Camino Al Basurero,S/N,N/A,48954,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -683 - 2021 - SEMS - 14MMS0735S,683,2021,SEMS,14MMS0622P,14MMS0735S,Módulo Tecomate (Casimiro Castillo),Módulo Tecomates,Módulo,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Avenida Independencia,S/N,N/A,48946,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -684 - 2021 - SEMS - 14MMS0737Q,684,2021,SEMS,14MMS0622P,14MMS0737Q,Extensión Tequesquitlán (Casimiro Castillo),Módulo Tequesquitlán,Extensión,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Calle Zaragoza ,S/N,N/A,48965,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,,
811 Planteles -685 - 2021 - SEMS - 14MMS0651K,685,2021,SEMS,,14MMS0651K,Esc. Prep. Reg. de Chapala,EPR de Chapala,Escuela,1,Regional,Región Sureste,Chapala,Chapala,Avenida Teófilo Silva,1,N/A,45900,http://prepachapala.sems.udg.mx,prepachapala.sems.udg.mx,,
811 Planteles -686 - 2021 - SEMS - 14MMS0698E,686,2021,SEMS,14MMS0651K,14MMS0698E,Módulo Mezcala (Chapala),Módulo Mezcala de la Asunción,Módulo,1,Regional,Región Ciénega,Poncitlán,Poncitlán,Calle Encarnación Rosas ,206,N/A,45970,http://prepachapala.sems.udg.mx,prepachapala.sems.udg.mx,,
811 Planteles -687 - 2021 - SEMS - 14MMS0624N,687,2021,SEMS,,14MMS0624N,Esc. Prep. Reg. de Cihuatlán,EPR de Cihuatlán,Escuela,1,Regional,Región Costa Sur,Cihuatlán,Cihuatlán,Calle Bachilleres ,S/N,N/A,48970,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,,
811 Planteles -688 - 2021 - SEMS - 14MMS0682D,688,2021,SEMS,14MMS0624N,14MMS0682D,Módulo Miguel Hidalgo (Cihuatlán),Módulo Miguel Hidalgo,Módulo,1,Regional,Región Costa Sur,La Huerta,La Huerta,Avenida Preparatoria ,S/N,N/A,48893,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,,
811 Planteles -689 - 2021 - SEMS - 14MMS0683C,689,2021,SEMS,14MMS0624N,14MMS0683C,Módulo San Patricio Melaque (Cihuatlán),Módulo San Patricio Melaque,Módulo,1,Regional,Región Costa Sur,Cihuatlán,Cihuatlán,Prolongación Hidalgo  ,1080,N/A,48980,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,,
811 Planteles -690 - 2021 - SEMS - 14MMS0626L,690,2021,SEMS,,14MMS0626L,Esc. Prep. Reg. de Ciudad Guzmán,EPR de Ciudad Guzmán,Escuela,1,Regional,Región Sur,Zapotlán el Grande,Zapotlán el Grande,Avenida Juan José Arreola,850,N/A,49026,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,,
811 Planteles -691 - 2021 - SEMS - 14MMS0758C,691,2021,SEMS,14MMS0626L,14MMS0758C,Módulo Copala (Ciudad Guzmán),Módulo Copala,Módulo,1,Regional,Región Sur,Tolimán,Tolimán,Calle Libertad ,S/N,N/A,49760,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,,
