name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
58 2018-2019 14MMS0642C BGC Escolarizada,58,2018-2019,14MMS0642C,BGC,Escolarizada,252,314,,566,3,2,,5,0,0,,0
59 2018-2019 14MMS0643B BGAI Escolarizada,59,2018-2019,14MMS0643B,BGAI,Escolarizada,71,41,,112,0,0,,0,0,0,,0
60 2018-2019 14MMS0643B BGC Escolarizada,60,2018-2019,14MMS0643B,BGC,Escolarizada,474,556,,1030,0,2,,2,0,0,,0
61 2018-2019 14MMS0644A BGC Escolarizada,61,2018-2019,14MMS0644A,BGC,Escolarizada,366,403,,769,0,0,,0,0,0,,0
62 2018-2019 14MMS0645Z 3021700001 Escolarizada,62,2018-2019,14MMS0645Z,3021700001,Escolarizada,97,133,,230,0,1,,1,0,0,,0
63 2018-2019 14MMS0645Z 3042100001 Escolarizada,63,2018-2019,14MMS0645Z,3042100001,Escolarizada,191,261,,452,3,2,,5,0,0,,0
64 2018-2019 14MMS0645Z BGAI Escolarizada,64,2018-2019,14MMS0645Z,BGAI,Escolarizada,127,124,,251,2,1,,3,0,0,,0
65 2018-2019 14MMS0645Z BGC Escolarizada,65,2018-2019,14MMS0645Z,BGC,Escolarizada,1123,1699,,2822,14,20,,34,0,0,,0
66 2018-2019 14MMS0646Z 3071700002 Escolarizada,66,2018-2019,14MMS0646Z,3071700002,Escolarizada,101,127,,228,3,2,,5,0,0,,0
67 2018-2019 14MMS0646Z 3073200001 Escolarizada,67,2018-2019,14MMS0646Z,3073200001,Escolarizada,368,172,,540,4,2,,6,0,0,,0
68 2018-2019 14MMS0646Z BGC Escolarizada,68,2018-2019,14MMS0646Z,BGC,Escolarizada,2267,2464,,4731,21,11,,32,0,0,,0
69 2018-2019 14MMS0647Y BGAI Escolarizada,69,2018-2019,14MMS0647Y,BGAI,Escolarizada,58,70,,128,2,4,,6,0,0,,0
70 2018-2019 14MMS0647Y BGC Escolarizada,70,2018-2019,14MMS0647Y,BGC,Escolarizada,1211,1588,,2799,14,17,,31,0,0,,0
71 2018-2019 14MMS0648X BGC Escolarizada,71,2018-2019,14MMS0648X,BGC,Escolarizada,1174,1640,,2814,12,15,,27,0,0,,0
72 2018-2019 14MMS0649W BGAI Escolarizada,72,2018-2019,14MMS0649W,BGAI,Escolarizada,213,212,,425,1,2,,3,0,0,,0
73 2018-2019 14MMS0649W BGC Escolarizada,73,2018-2019,14MMS0649W,BGC,Escolarizada,1792,2375,,4167,14,18,,32,0,0,,0
74 2018-2019 14MMS0650L 3093100005 Escolarizada,74,2018-2019,14MMS0650L,3093100005,Escolarizada,164,287,,451,2,1,,3,0,0,,0
75 2018-2019 14MMS0650L 3095300007 Escolarizada,75,2018-2019,14MMS0650L,3095300007,Escolarizada,157,330,,487,0,2,,2,0,0,,0
76 2018-2019 14MMS0650L BGAI Escolarizada,76,2018-2019,14MMS0650L,BGAI,Escolarizada,160,140,,300,0,0,,0,0,0,,0
77 2018-2019 14MMS0650L BGC Escolarizada,77,2018-2019,14MMS0650L,BGC,Escolarizada,1299,1752,,3051,10,14,,24,0,0,,0
78 2018-2019 14MMS0651K 3101600003 Escolarizada,78,2018-2019,14MMS0651K,3101600003,Escolarizada,113,132,,245,0,2,,2,0,0,,0
79 2018-2019 14MMS0651K BGAI Escolarizada,79,2018-2019,14MMS0651K,BGAI,Escolarizada,53,53,,106,1,1,,2,0,0,,0
80 2018-2019 14MMS0651K BGC Escolarizada,80,2018-2019,14MMS0651K,BGC,Escolarizada,412,560,,972,2,3,,5,0,0,,0
81 2018-2019 14MMS0652J BGC Escolarizada,81,2018-2019,14MMS0652J,BGC,Escolarizada,263,374,,637,3,4,,7,0,0,,0
82 2018-2019 14MMS0653I BGAI Escolarizada,82,2018-2019,14MMS0653I,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
83 2018-2019 14MMS0653I BGC Escolarizada,83,2018-2019,14MMS0653I,BGC,Escolarizada,539,601,,1140,5,8,,13,0,0,,0
84 2018-2019 14MMS0654H BGAI Escolarizada,84,2018-2019,14MMS0654H,BGAI,Escolarizada,238,251,,489,0,0,,0,0,0,,0
85 2018-2019 14MMS0654H BGC Escolarizada,85,2018-2019,14MMS0654H,BGC,Escolarizada,594,977,,1571,6,9,,15,0,0,,0
86 2018-2019 14MMS0655G BGAI Escolarizada,86,2018-2019,14MMS0655G,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
87 2018-2019 14MMS0655G BGC Escolarizada,87,2018-2019,14MMS0655G,BGC,Escolarizada,532,717,,1249,2,4,,6,0,0,,0
88 2018-2019 14MMS0656F BGC Escolarizada,88,2018-2019,14MMS0656F,BGC,Escolarizada,210,242,,452,1,0,,1,0,0,,0
89 2018-2019 14MMS0657E BGAI Escolarizada,89,2018-2019,14MMS0657E,BGAI,Escolarizada,301,261,,562,0,2,,2,0,0,,0
90 2018-2019 14MMS0657E BGC Escolarizada,90,2018-2019,14MMS0657E,BGC,Escolarizada,874,1191,,2065,6,16,,22,0,0,,0
91 2018-2019 14MMS0658D BGC Escolarizada,91,2018-2019,14MMS0658D,BGC,Escolarizada,652,727,,1379,12,7,,19,0,0,,0
92 2018-2019 14MMS0659C 3042100026 Escolarizada,92,2018-2019,14MMS0659C,3042100026,Escolarizada,109,111,,220,0,3,,3,0,0,,0
93 2018-2019 14MMS0659C BGC Escolarizada,93,2018-2019,14MMS0659C,BGC,Escolarizada,372,431,,803,3,8,,11,0,0,,0
94 2018-2019 14MMS0660S 3042000001 Escolarizada,94,2018-2019,14MMS0660S,3042000001,Escolarizada,123,111,,234,0,0,,0,0,0,,0
95 2018-2019 14MMS0660S 3101600003 Escolarizada,95,2018-2019,14MMS0660S,3101600003,Escolarizada,41,71,,112,0,0,,0,0,0,,0
96 2018-2019 14MMS0660S BGC Escolarizada,96,2018-2019,14MMS0660S,BGC,Escolarizada,349,367,,716,0,0,,0,0,0,,0
97 2018-2019 14MMS0661R BGC Escolarizada,97,2018-2019,14MMS0661R,BGC,Escolarizada,104,109,,213,1,2,,3,0,0,,0
98 2018-2019 14MMS0662Q BGC Escolarizada,98,2018-2019,14MMS0662Q,BGC,Escolarizada,118,127,,245,0,0,,0,0,0,,0
99 2018-2019 14MMS0663P BGC Escolarizada,99,2018-2019,14MMS0663P,BGC,Escolarizada,72,89,,161,1,0,,1,0,0,,0
100 2018-2019 14MMS0664O BGC Escolarizada,100,2018-2019,14MMS0664O,BGC,Escolarizada,77,68,,145,0,0,,0,0,0,,0
101 2018-2019 14MMS0665N BGC Escolarizada,101,2018-2019,14MMS0665N,BGC,Escolarizada,121,131,,252,1,0,,1,0,0,,0
102 2018-2019 14MMS0666M BGC Escolarizada,102,2018-2019,14MMS0666M,BGC,Escolarizada,132,198,,330,1,13,,14,0,0,,0
103 2018-2019 14MMS0667L BGC Escolarizada,103,2018-2019,14MMS0667L,BGC,Escolarizada,129,211,,340,0,0,,0,0,0,,0
104 2018-2019 14MMS0668K BGC Escolarizada,104,2018-2019,14MMS0668K,BGC,Escolarizada,249,327,,576,4,2,,6,0,0,,0
105 2018-2019 14MMS0669J BGC Escolarizada,105,2018-2019,14MMS0669J,BGC,Escolarizada,118,147,,265,1,0,,1,0,0,,0
106 2018-2019 14MMS0670Z BGC Escolarizada,106,2018-2019,14MMS0670Z,BGC,Escolarizada,92,93,,185,0,0,,0,0,0,,0
107 2018-2019 14MMS0671Y BGC Escolarizada,107,2018-2019,14MMS0671Y,BGC,Escolarizada,87,127,,214,0,0,,0,0,0,,0
108 2018-2019 14MMS0672X BGC Escolarizada,108,2018-2019,14MMS0672X,BGC,Escolarizada,25,41,,66,0,0,,0,0,0,,0
109 2018-2019 14MMS0673W BGC Escolarizada,109,2018-2019,14MMS0673W,BGC,Escolarizada,93,100,,193,0,0,,0,0,0,,0
110 2018-2019 14MMS0674V BGC Escolarizada,110,2018-2019,14MMS0674V,BGC,Escolarizada,74,76,,150,0,0,,0,0,0,,0
111 2018-2019 14MMS0675U BGC Escolarizada,111,2018-2019,14MMS0675U,BGC,Escolarizada,55,69,,124,0,0,,0,0,0,,0
112 2018-2019 14MMS0676T BGC Escolarizada,112,2018-2019,14MMS0676T,BGC,Escolarizada,120,104,,224,0,0,,0,0,0,,0
113 2018-2019 14MMS0677S BGC Escolarizada,113,2018-2019,14MMS0677S,BGC,Escolarizada,116,126,,242,1,2,,3,0,0,,0
114 2018-2019 14MMS0678R BGC Escolarizada,114,2018-2019,14MMS0678R,BGC,Escolarizada,86,117,,203,0,0,,0,0,0,,0
115 2018-2019 14MMS0679Q BGC Escolarizada,115,2018-2019,14MMS0679Q,BGC,Escolarizada,161,156,,317,1,1,,2,0,0,,0
116 2018-2019 14MMS0680F BGC Escolarizada,116,2018-2019,14MMS0680F,BGC,Escolarizada,116,96,,212,0,1,,1,0,0,,0
117 2018-2019 14MMS0681E BGC Escolarizada,117,2018-2019,14MMS0681E,BGC,Escolarizada,97,104,,201,1,3,,4,0,0,,0
118 2018-2019 14MMS0682D BGC Escolarizada,118,2018-2019,14MMS0682D,BGC,Escolarizada,130,161,,291,0,1,,1,0,0,,0
119 2018-2019 14MMS0683C BGC Escolarizada,119,2018-2019,14MMS0683C,BGC,Escolarizada,155,171,,326,4,2,,6,0,0,,0
120 2018-2019 14MMS0684B BGC Escolarizada,120,2018-2019,14MMS0684B,BGC,Escolarizada,73,80,,153,1,1,,2,0,0,,0
121 2018-2019 14MMS0685A BGAI Escolarizada,121,2018-2019,14MMS0685A,BGAI,Escolarizada,17,29,,46,0,0,,0,0,0,,0
122 2018-2019 14MMS0685A BGC Escolarizada,122,2018-2019,14MMS0685A,BGC,Escolarizada,150,179,,329,1,1,,2,0,0,,0
123 2018-2019 14MMS0686Z BGC Escolarizada,123,2018-2019,14MMS0686Z,BGC,Escolarizada,127,103,,230,1,0,,1,0,0,,0
124 2018-2019 14MMS0687Z BGC Escolarizada,124,2018-2019,14MMS0687Z,BGC,Escolarizada,49,60,,109,0,0,,0,0,0,,0
125 2018-2019 14MMS0688Y BGC Escolarizada,125,2018-2019,14MMS0688Y,BGC,Escolarizada,85,106,,191,1,0,,1,0,0,,0
126 2018-2019 14MMS0689X BGC Escolarizada,126,2018-2019,14MMS0689X,BGC,Escolarizada,51,66,,117,0,0,,0,0,0,,0
127 2018-2019 14MMS0690M BGC Escolarizada,127,2018-2019,14MMS0690M,BGC,Escolarizada,27,39,,66,0,0,,0,0,0,,0
128 2018-2019 14MMS0691L BGC Escolarizada,128,2018-2019,14MMS0691L,BGC,Escolarizada,87,111,,198,0,0,,0,0,0,,0
129 2018-2019 14MMS0692K BGC Escolarizada,129,2018-2019,14MMS0692K,BGC,Escolarizada,116,118,,234,2,1,,3,0,0,,0
130 2018-2019 14MMS0693J BGC Escolarizada,130,2018-2019,14MMS0693J,BGC,Escolarizada,325,338,,663,2,1,,3,0,0,,0
131 2018-2019 14MMS0694I BGC Escolarizada,131,2018-2019,14MMS0694I,BGC,Escolarizada,75,123,,198,2,0,,2,0,0,,0
132 2018-2019 14MMS0695H BGC Escolarizada,132,2018-2019,14MMS0695H,BGC,Escolarizada,192,252,,444,4,5,,9,0,0,,0
133 2018-2019 14MMS0696G BGC Escolarizada,133,2018-2019,14MMS0696G,BGC,Escolarizada,231,318,,549,0,1,,1,0,0,,0
134 2018-2019 14MMS0697F BGC Escolarizada,134,2018-2019,14MMS0697F,BGC,Escolarizada,96,93,,189,0,0,,0,0,0,,0
135 2018-2019 14MMS0698E BGC Escolarizada,135,2018-2019,14MMS0698E,BGC,Escolarizada,170,212,,382,0,0,,0,0,0,,0
136 2018-2019 14MMS0699D 3081100003 Escolarizada,136,2018-2019,14MMS0699D,3081100003,Escolarizada,28,37,,65,0,0,,0,0,0,,0
137 2018-2019 14MMS0699D BGC Escolarizada,137,2018-2019,14MMS0699D,BGC,Escolarizada,172,194,,366,0,1,,1,0,0,,0
138 2018-2019 14MMS0700C BGC Escolarizada,138,2018-2019,14MMS0700C,BGC,Escolarizada,99,136,,235,0,0,,0,0,0,,0
139 2018-2019 14MMS0701B BGC Escolarizada,139,2018-2019,14MMS0701B,BGC,Escolarizada,256,353,,609,2,5,,7,0,0,,0
140 2018-2019 14MMS0702A BGC Escolarizada,140,2018-2019,14MMS0702A,BGC,Escolarizada,81,85,,166,1,1,,2,0,0,,0
141 2018-2019 14MMS0703Z BGC Escolarizada,141,2018-2019,14MMS0703Z,BGC,Escolarizada,124,145,,269,0,0,,0,0,0,,0
142 2018-2019 14MMS0704Z BGC Escolarizada,142,2018-2019,14MMS0704Z,BGC,Escolarizada,72,45,,117,0,0,,0,0,0,,0
143 2018-2019 14MMS0705Y BGC Escolarizada,143,2018-2019,14MMS0705Y,BGC,Escolarizada,297,371,,668,4,4,,8,0,0,,0
144 2018-2019 14MMS0706X BGC Escolarizada,144,2018-2019,14MMS0706X,BGC,Escolarizada,388,479,,867,11,3,,14,0,0,,0
145 2018-2019 14MMS0707W BGC Escolarizada,145,2018-2019,14MMS0707W,BGC,Escolarizada,289,362,,651,0,0,,0,0,0,,0
146 2018-2019 14MMS0708V BGC Escolarizada,146,2018-2019,14MMS0708V,BGC,Escolarizada,283,319,,602,0,1,,1,0,0,,0
147 2018-2019 14MMS0709U BGC Escolarizada,147,2018-2019,14MMS0709U,BGC,Escolarizada,191,200,,391,0,0,,0,0,0,,0
148 2018-2019 14MMS0710J BGC Escolarizada,148,2018-2019,14MMS0710J,BGC,Escolarizada,150,200,,350,0,0,,0,0,0,,0
149 2018-2019 14MMS0711I BGC Escolarizada,149,2018-2019,14MMS0711I,BGC,Escolarizada,100,109,,209,0,0,,0,0,0,,0
150 2018-2019 14MMS0712H BGC Escolarizada,150,2018-2019,14MMS0712H,BGC,Escolarizada,201,249,,450,0,1,,1,0,0,,0
151 2018-2019 14MMS0713G BGC Escolarizada,151,2018-2019,14MMS0713G,BGC,Escolarizada,240,314,,554,2,2,,4,0,0,,0
152 2018-2019 14MMS0714F BGC Escolarizada,152,2018-2019,14MMS0714F,BGC,Escolarizada,161,235,,396,2,5,,7,0,0,,0
153 2018-2019 14MMS0715E BGC Escolarizada,153,2018-2019,14MMS0715E,BGC,Escolarizada,115,141,,256,4,1,,5,0,0,,0
154 2018-2019 14MMS0716D BGC Escolarizada,154,2018-2019,14MMS0716D,BGC,Escolarizada,117,154,,271,0,1,,1,0,0,,0
155 2018-2019 14MMS0717C 3042000001 Escolarizada,155,2018-2019,14MMS0717C,3042000001,Escolarizada,40,65,,105,0,0,,0,0,0,,0
156 2018-2019 14MMS0717C 3101600003 Escolarizada,156,2018-2019,14MMS0717C,3101600003,Escolarizada,8,13,,21,0,0,,0,0,0,,0
157 2018-2019 14MMS0717C BGC Escolarizada,157,2018-2019,14MMS0717C,BGC,Escolarizada,230,225,,455,1,0,,1,0,0,,0
158 2018-2019 14MMS0718B 3042000001 Escolarizada,158,2018-2019,14MMS0718B,3042000001,Escolarizada,39,46,,85,0,0,,0,0,0,,0
159 2018-2019 14MMS0718B 3101600003 Escolarizada,159,2018-2019,14MMS0718B,3101600003,Escolarizada,42,86,,128,0,0,,0,0,0,,0
160 2018-2019 14MMS0718B BGC Escolarizada,160,2018-2019,14MMS0718B,BGC,Escolarizada,222,219,,441,0,0,,0,0,0,,0
161 2018-2019 14MMS0719A BGC Escolarizada,161,2018-2019,14MMS0719A,BGC,Escolarizada,122,113,,235,0,0,,0,0,0,,0
162 2018-2019 14MMS0720Q BGC Escolarizada,162,2018-2019,14MMS0720Q,BGC,Escolarizada,189,209,,398,0,0,,0,0,0,,0
163 2018-2019 14MMS0721P BGC Escolarizada,163,2018-2019,14MMS0721P,BGC,Escolarizada,211,295,,506,2,7,,9,0,0,,0
164 2018-2019 14MMS0722O BGC Escolarizada,164,2018-2019,14MMS0722O,BGC,Escolarizada,251,256,,507,3,1,,4,0,0,,0
165 2018-2019 14MMS0723N BGC Escolarizada,165,2018-2019,14MMS0723N,BGC,Escolarizada,48,53,,101,0,0,,0,0,0,,0
166 2018-2019 14MMS0724M BGC Escolarizada,166,2018-2019,14MMS0724M,BGC,Escolarizada,127,141,,268,0,0,,0,0,0,,0
167 2018-2019 14MMS0725L BGC Escolarizada,167,2018-2019,14MMS0725L,BGC,Escolarizada,55,68,,123,0,2,,2,0,0,,0
168 2018-2019 14MMS0726K BGC Escolarizada,168,2018-2019,14MMS0726K,BGC,Escolarizada,53,63,,116,0,0,,0,0,0,,0
169 2018-2019 14MMS0727J BGC Escolarizada,169,2018-2019,14MMS0727J,BGC,Escolarizada,55,71,,126,0,0,,0,0,0,,0
170 2018-2019 14MMS0728I BGC Escolarizada,170,2018-2019,14MMS0728I,BGC,Escolarizada,68,75,,143,2,1,,3,0,0,,0
171 2018-2019 14MMS0730X BGC Escolarizada,171,2018-2019,14MMS0730X,BGC,Escolarizada,78,60,,138,0,0,,0,0,0,,0
172 2018-2019 14MMS0731W BGC Escolarizada,172,2018-2019,14MMS0731W,BGC,Escolarizada,53,54,,107,0,0,,0,0,0,,0
173 2018-2019 14MMS0732V BGC Escolarizada,173,2018-2019,14MMS0732V,BGC,Escolarizada,106,103,,209,1,2,,3,0,0,,0
174 2018-2019 14MMS0733U BGC Escolarizada,174,2018-2019,14MMS0733U,BGC,Escolarizada,68,49,,117,1,0,,1,0,0,,0
175 2018-2019 14MMS0734T BGC Escolarizada,175,2018-2019,14MMS0734T,BGC,Escolarizada,42,48,,90,0,0,,0,0,0,,0
176 2018-2019 14MMS0735S BGC Escolarizada,176,2018-2019,14MMS0735S,BGC,Escolarizada,54,53,,107,0,0,,0,0,0,,0
177 2018-2019 14MMS0736R BGC Escolarizada,177,2018-2019,14MMS0736R,BGC,Escolarizada,50,46,,96,0,0,,0,0,0,,0
178 2018-2019 14MMS0737Q BGC Escolarizada,178,2018-2019,14MMS0737Q,BGC,Escolarizada,43,54,,97,0,0,,0,0,0,,0
179 2018-2019 14MMS0738P BGC Escolarizada,179,2018-2019,14MMS0738P,BGC,Escolarizada,34,40,,74,1,0,,1,0,0,,0
180 2018-2019 14MMS0739O BGC Escolarizada,180,2018-2019,14MMS0739O,BGC,Escolarizada,112,104,,216,1,0,,1,0,0,,0
181 2018-2019 14MMS0740D BGC Escolarizada,181,2018-2019,14MMS0740D,BGC,Escolarizada,38,49,,87,0,0,,0,0,0,,0
182 2018-2019 14MMS0741C BGC Escolarizada,182,2018-2019,14MMS0741C,BGC,Escolarizada,54,77,,131,0,0,,0,0,0,,0
183 2018-2019 14MMS0742B BGC Escolarizada,183,2018-2019,14MMS0742B,BGC,Escolarizada,53,57,,110,0,0,,0,0,0,,0
184 2018-2019 14MMS0743A BGC Escolarizada,184,2018-2019,14MMS0743A,BGC,Escolarizada,61,40,,101,0,0,,0,0,0,,0
