name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2020-2021 - CUCEA - 5031400003,1,2020-2021,CUCEA,5031400003,1
212 PE con matrícula por entidad -2 - 2020-2021 - CUCEA - 5032100065,2,2020-2021,CUCEA,5032100065,1
212 PE con matrícula por entidad -3 - 2020-2021 - CUCEA - 5041100009,3,2020-2021,CUCEA,5041100009,1
212 PE con matrícula por entidad -4 - 2020-2021 - CUCEA - 5041100056,4,2020-2021,CUCEA,5041100056,1
212 PE con matrícula por entidad -5 - 2020-2021 - CUCEA - 5041100127,5,2020-2021,CUCEA,5041100127,1
212 PE con matrícula por entidad -6 - 2020-2021 - CUCEA - 5041200028,6,2020-2021,CUCEA,5041200028,1
212 PE con matrícula por entidad -7 - 2020-2021 - CUCEA - 5041300007,7,2020-2021,CUCEA,5041300007,1
212 PE con matrícula por entidad -8 - 2020-2021 - CUCEA - 5041400032,8,2020-2021,CUCEA,5041400032,1
212 PE con matrícula por entidad -9 - 2020-2021 - CUCEA - 5042000002,9,2020-2021,CUCEA,5042000002,1
212 PE con matrícula por entidad -10 - 2020-2021 - CUCEA - 5042100117,10,2020-2021,CUCEA,5042100117,1
212 PE con matrícula por entidad -11 - 2020-2021 - CUCEA - 5042300027,11,2020-2021,CUCEA,5042300027,1
212 PE con matrícula por entidad -12 - 2020-2021 - CUCEA - 5051300020,12,2020-2021,CUCEA,5051300020,1
212 PE con matrícula por entidad -13 - 2020-2021 - CUCEA - 5062200082,13,2020-2021,CUCEA,5062200082,1
212 PE con matrícula por entidad -14 - 2020-2021 - CUCEA - 5101600013,14,2020-2021,CUCEA,5101600013,1
212 PE con matrícula por entidad -15 - 2020-2021 - CUCEA - 7011000042,15,2020-2021,CUCEA,7011000042,1
212 PE con matrícula por entidad -16 - 2020-2021 - CUCEA - 7011200077,16,2020-2021,CUCEA,7011200077,1
212 PE con matrícula por entidad -17 - 2020-2021 - CUCEA - 7011400011,17,2020-2021,CUCEA,7011400011,1
212 PE con matrícula por entidad -18 - 2020-2021 - CUCEA - 7012000087,18,2020-2021,CUCEA,7012000087,1
212 PE con matrícula por entidad -19 - 2020-2021 - CUCEA - 7012500034,19,2020-2021,CUCEA,7012500034,1
212 PE con matrícula por entidad -20 - 2020-2021 - CUCEA - 7031300023,20,2020-2021,CUCEA,7031300023,1
212 PE con matrícula por entidad -21 - 2020-2021 - CUCEA - 7031400008,21,2020-2021,CUCEA,7031400008,1
212 PE con matrícula por entidad -22 - 2020-2021 - CUCEA - 7031400038,22,2020-2021,CUCEA,7031400038,1
212 PE con matrícula por entidad -23 - 2020-2021 - CUCEA - 7031500062,23,2020-2021,CUCEA,7031500062,1
212 PE con matrícula por entidad -24 - 2020-2021 - CUCEA - 7041100024,24,2020-2021,CUCEA,7041100024,1
212 PE con matrícula por entidad -25 - 2020-2021 - CUCEA - 7041100026,25,2020-2021,CUCEA,7041100026,1
212 PE con matrícula por entidad -26 - 2020-2021 - CUCEA - 7041200034,26,2020-2021,CUCEA,7041200034,1
212 PE con matrícula por entidad -27 - 2020-2021 - CUCEA - 7041300021,27,2020-2021,CUCEA,7041300021,1
212 PE con matrícula por entidad -28 - 2020-2021 - CUCEA - 7041400048,28,2020-2021,CUCEA,7041400048,1
212 PE con matrícula por entidad -29 - 2020-2021 - CUCEA - 7042100033,29,2020-2021,CUCEA,7042100033,1
212 PE con matrícula por entidad -30 - 2020-2021 - CUCEA - 7061000012,30,2020-2021,CUCEA,7061000012,1
212 PE con matrícula por entidad -31 - 2020-2021 - CUCEA - 7062200049,31,2020-2021,CUCEA,7062200049,1
212 PE con matrícula por entidad -32 - 2020-2021 - CUCEA - 7103100010,32,2020-2021,CUCEA,7103100010,1
212 PE con matrícula por entidad -33 - 2020-2021 - CUCEA - 8031300020,33,2020-2021,CUCEA,8031300020,1
212 PE con matrícula por entidad -34 - 2020-2021 - CUCEA - 8031400014,34,2020-2021,CUCEA,8031400014,1
212 PE con matrícula por entidad -35 - 2020-2021 - CUCEA - 8041400003,35,2020-2021,CUCEA,8041400003,1
212 PE con matrícula por entidad -36 - 2020-2021 - CUCEA - 8042000005,36,2020-2021,CUCEA,8042000005,1
212 PE con matrícula por entidad -37 - 2020-2021 - CUCEA - 8042500005,37,2020-2021,CUCEA,8042500005,1
212 PE con matrícula por entidad -38 - 2020-2021 - CUCEA - 8062200005,38,2020-2021,CUCEA,8062200005,1
212 PE con matrícula por entidad -39 - 2020-2021 - CUCEI - 5052100005,39,2020-2021,CUCEI,5052100005,1
212 PE con matrícula por entidad -40 - 2020-2021 - CUCEI - 5052200007,40,2020-2021,CUCEI,5052200007,1
212 PE con matrícula por entidad -41 - 2020-2021 - CUCEI - 5052200017,41,2020-2021,CUCEI,5052200017,1
212 PE con matrícula por entidad -42 - 2020-2021 - CUCEI - 5053100004,42,2020-2021,CUCEI,5053100004,1
212 PE con matrícula por entidad -43 - 2020-2021 - CUCEI - 5061000002,43,2020-2021,CUCEI,5061000002,1
212 PE con matrícula por entidad -44 - 2020-2021 - CUCEI - 5062100009,44,2020-2021,CUCEI,5062100009,1
212 PE con matrícula por entidad -45 - 2020-2021 - CUCEI - 5062200055,45,2020-2021,CUCEI,5062200055,1
212 PE con matrícula por entidad -46 - 2020-2021 - CUCEI - 5071000020,46,2020-2021,CUCEI,5071000020,1
212 PE con matrícula por entidad -47 - 2020-2021 - CUCEI - 5071200034,47,2020-2021,CUCEI,5071200034,1
212 PE con matrícula por entidad -48 - 2020-2021 - CUCEI - 5071300009,48,2020-2021,CUCEI,5071300009,1
212 PE con matrícula por entidad -49 - 2020-2021 - CUCEI - 5071300082,49,2020-2021,CUCEI,5071300082,1
212 PE con matrícula por entidad -50 - 2020-2021 - CUCEI - 5071400015,50,2020-2021,CUCEI,5071400015,1
212 PE con matrícula por entidad -51 - 2020-2021 - CUCEI - 5071700019,51,2020-2021,CUCEI,5071700019,1
212 PE con matrícula por entidad -52 - 2020-2021 - CUCEI - 5072100033,52,2020-2021,CUCEI,5072100033,1
212 PE con matrícula por entidad -53 - 2020-2021 - CUCEI - 5073200005,53,2020-2021,CUCEI,5073200005,1
212 PE con matrícula por entidad -54 - 2020-2021 - CUCEI - 5073200035,54,2020-2021,CUCEI,5073200035,1
212 PE con matrícula por entidad -55 - 2020-2021 - CUCEI - 5095400006,55,2020-2021,CUCEI,5095400006,1
212 PE con matrícula por entidad -56 - 2020-2021 - CUCEI - 5102100004,56,2020-2021,CUCEI,5102100004,1
212 PE con matrícula por entidad -57 - 2020-2021 - CUCEI - 7012604029,57,2020-2021,CUCEI,7012604029,1
212 PE con matrícula por entidad -58 - 2020-2021 - CUCEI - 7052100009,58,2020-2021,CUCEI,7052100009,1
212 PE con matrícula por entidad -59 - 2020-2021 - CUCEI - 7052200003,59,2020-2021,CUCEI,7052200003,1
212 PE con matrícula por entidad -60 - 2020-2021 - CUCEI - 7052200006,60,2020-2021,CUCEI,7052200006,1
212 PE con matrícula por entidad -61 - 2020-2021 - CUCEI - 7052200018,61,2020-2021,CUCEI,7052200018,1
212 PE con matrícula por entidad -62 - 2020-2021 - CUCEI - 7052300025,62,2020-2021,CUCEI,7052300025,1
212 PE con matrícula por entidad -63 - 2020-2021 - CUCEI - 7053100007,63,2020-2021,CUCEI,7053100007,1
212 PE con matrícula por entidad -64 - 2020-2021 - CUCEI - 7062000007,64,2020-2021,CUCEI,7062000007,1
212 PE con matrícula por entidad -65 - 2020-2021 - CUCEI - 7062200074,65,2020-2021,CUCEI,7062200074,1
212 PE con matrícula por entidad -66 - 2020-2021 - CUCEI - 7071200009,66,2020-2021,CUCEI,7071200009,1
212 PE con matrícula por entidad -67 - 2020-2021 - CUCEI - 7071300026,67,2020-2021,CUCEI,7071300026,1
212 PE con matrícula por entidad -68 - 2020-2021 - CUCEI - 7071400012,68,2020-2021,CUCEI,7071400012,1
212 PE con matrícula por entidad -69 - 2020-2021 - CUCEI - 7071500006,69,2020-2021,CUCEI,7071500006,1
212 PE con matrícula por entidad -70 - 2020-2021 - CUCEI - 7071600020,70,2020-2021,CUCEI,7071600020,1
212 PE con matrícula por entidad -71 - 2020-2021 - CUCEI - 7101500016,71,2020-2021,CUCEI,7101500016,1
212 PE con matrícula por entidad -72 - 2020-2021 - CUCEI - 8052000007,72,2020-2021,CUCEI,8052000007,1
212 PE con matrícula por entidad -73 - 2020-2021 - CUCEI - 8052100009,73,2020-2021,CUCEI,8052100009,1
212 PE con matrícula por entidad -74 - 2020-2021 - CUCEI - 8052200001,74,2020-2021,CUCEI,8052200001,1
212 PE con matrícula por entidad -75 - 2020-2021 - CUCEI - 8052200009,75,2020-2021,CUCEI,8052200009,1
212 PE con matrícula por entidad -76 - 2020-2021 - CUCEI - 8052200018,76,2020-2021,CUCEI,8052200018,1
212 PE con matrícula por entidad -77 - 2020-2021 - CUCEI - 8053100005,77,2020-2021,CUCEI,8053100005,1
212 PE con matrícula por entidad -78 - 2020-2021 - CUCEI - 8071300016,78,2020-2021,CUCEI,8071300016,1
212 PE con matrícula por entidad -79 - 2020-2021 - CUCEI - 8071400003,79,2020-2021,CUCEI,8071400003,1
212 PE con matrícula por entidad -80 - 2020-2021 - CUCSH - 5012603011,80,2020-2021,CUCSH,5012603011,1
212 PE con matrícula por entidad -81 - 2020-2021 - CUCSH - 5012603027,81,2020-2021,CUCSH,5012603027,1
212 PE con matrícula por entidad -82 - 2020-2021 - CUCSH - 5021500119,82,2020-2021,CUCSH,5021500119,1
212 PE con matrícula por entidad -83 - 2020-2021 - CUCSH - 5022300022,83,2020-2021,CUCSH,5022300022,1
212 PE con matrícula por entidad -84 - 2020-2021 - CUCSH - 5022500008,84,2020-2021,CUCSH,5022500008,1
212 PE con matrícula por entidad -85 - 2020-2021 - CUCSH - 5022600002,85,2020-2021,CUCSH,5022600002,1
212 PE con matrícula por entidad -86 - 2020-2021 - CUCSH - 5031200004,86,2020-2021,CUCSH,5031200004,1
212 PE con matrícula por entidad -87 - 2020-2021 - CUCSH - 5031200031,87,2020-2021,CUCSH,5031200031,1
212 PE con matrícula por entidad -88 - 2020-2021 - CUCSH - 5031300010,88,2020-2021,CUCSH,5031300010,1
212 PE con matrícula por entidad -89 - 2020-2021 - CUCSH - 5031300014,89,2020-2021,CUCSH,5031300014,1
212 PE con matrícula por entidad -90 - 2020-2021 - CUCSH - 5031500010,90,2020-2021,CUCSH,5031500010,1
212 PE con matrícula por entidad -91 - 2020-2021 - CUCSH - 5032100027,91,2020-2021,CUCSH,5032100027,1
212 PE con matrícula por entidad -92 - 2020-2021 - CUCSH - 5033100003,92,2020-2021,CUCSH,5033100003,1
212 PE con matrícula por entidad -93 - 2020-2021 - CUCSH - 5033200006,93,2020-2021,CUCSH,5033200006,1
212 PE con matrícula por entidad -94 - 2020-2021 - CUCSH - 5052300015,94,2020-2021,CUCSH,5052300015,1
212 PE con matrícula por entidad -95 - 2020-2021 - CUCSH - 7011200033,95,2020-2021,CUCSH,7011200033,1
212 PE con matrícula por entidad -96 - 2020-2021 - CUCSH - 7012603017,96,2020-2021,CUCSH,7012603017,1
212 PE con matrícula por entidad -97 - 2020-2021 - CUCSH - 7022200011,97,2020-2021,CUCSH,7022200011,1
212 PE con matrícula por entidad -98 - 2020-2021 - CUCSH - 7022200019,98,2020-2021,CUCSH,7022200019,1
212 PE con matrícula por entidad -99 - 2020-2021 - CUCSH - 7022300005,99,2020-2021,CUCSH,7022300005,1
212 PE con matrícula por entidad -100 - 2020-2021 - CUCSH - 7022400002,100,2020-2021,CUCSH,7022400002,1
212 PE con matrícula por entidad -101 - 2020-2021 - CUCSH - 7022500015,101,2020-2021,CUCSH,7022500015,1
212 PE con matrícula por entidad -102 - 2020-2021 - CUCSH - 7022600008,102,2020-2021,CUCSH,7022600008,1
212 PE con matrícula por entidad -103 - 2020-2021 - CUCSH - 7031000001,103,2020-2021,CUCSH,7031000001,1
212 PE con matrícula por entidad -104 - 2020-2021 - CUCSH - 7031300005,104,2020-2021,CUCSH,7031300005,1
212 PE con matrícula por entidad -105 - 2020-2021 - CUCSH - 7031300078,105,2020-2021,CUCSH,7031300078,1
212 PE con matrícula por entidad -106 - 2020-2021 - CUCSH - 7032100004,106,2020-2021,CUCSH,7032100004,1
212 PE con matrícula por entidad -107 - 2020-2021 - CUCSH - 7032100049,107,2020-2021,CUCSH,7032100049,1
212 PE con matrícula por entidad -108 - 2020-2021 - CUCSH - 7033100026,108,2020-2021,CUCSH,7033100026,1
212 PE con matrícula por entidad -109 - 2020-2021 - CUCSH - 7073100005,109,2020-2021,CUCSH,7073100005,1
212 PE con matrícula por entidad -110 - 2020-2021 - CUCSH - 8011000006,110,2020-2021,CUCSH,8011000006,1
212 PE con matrícula por entidad -111 - 2020-2021 - CUCSH - 8011500003,111,2020-2021,CUCSH,8011500003,1
212 PE con matrícula por entidad -112 - 2020-2021 - CUCSH - 8022000001,112,2020-2021,CUCSH,8022000001,1
212 PE con matrícula por entidad -113 - 2020-2021 - CUCSH - 8022500004,113,2020-2021,CUCSH,8022500004,1
212 PE con matrícula por entidad -114 - 2020-2021 - CUCSH - 8031000001,114,2020-2021,CUCSH,8031000001,1
212 PE con matrícula por entidad -115 - 2020-2021 - CUCSH - 8031300003,115,2020-2021,CUCSH,8031300003,1
212 PE con matrícula por entidad -116 - 2020-2021 - CUCSH - 8033100009,116,2020-2021,CUCSH,8033100009,1
212 PE con matrícula por entidad -117 - 2020-2021 - CUCSH - 8052300012,117,2020-2021,CUCSH,8052300012,1
212 PE con matrícula por entidad -118 - 2020-2021 - CUCS - 2092100004,118,2020-2021,CUCS,2092100004,1
