name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
525 2022-2023 14USU0120N 5051300020,525,2022-2023,14USU0120N,5051300020,Escolarizada,122,196,,318,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,2,4,,6,1,0,,1
526 2022-2023 14USU0120N 5062200082,526,2022-2023,14USU0120N,5062200082,Escolarizada,523,150,,673,1,0,,1,0,0,,0,2,0,,2,1,0,,1,0,0,,0,10,6,,16,2,0,,2,0,0,,0,16,6,,22,3,1,,4
527 2022-2023 14USU0120N 5101600013,527,2022-2023,14USU0120N,5101600013,Escolarizada,275,975,,1250,0,2,,2,0,0,,0,0,1,,1,0,1,,1,0,1,,1,6,21,,27,0,0,,0,0,0,,0,6,26,,32,0,0,,0
528 2022-2023 14USU0130U 5041100021,528,2022-2023,14USU0130U,5041100021,Escolarizada,123,107,,230,1,1,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,3,2,,5,0,0,,0,0,0,,0,4,4,,8,0,1,,1
529 2022-2023 14USU0130U 5051100003,529,2022-2023,14USU0130U,5051100003,Escolarizada,817,1148,,1965,3,1,,4,1,0,,1,0,0,,0,0,0,,0,1,2,,3,20,27,,47,0,1,,1,0,0,,0,25,31,,56,0,0,,0
530 2022-2023 14USU0130U 5072100018,530,2022-2023,14USU0130U,5072100018,Escolarizada,71,153,,224,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,4,0,0,,0,0,0,,0,3,2,,5,0,0,,0
531 2022-2023 14USU0130U 5081300016,531,2022-2023,14USU0130U,5081300016,Escolarizada,1325,585,,1910,0,2,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0,19,13,,32,1,0,,1,0,0,,0,21,16,,37,2,4,,6
532 2022-2023 14USU0130U 5082100001,532,2022-2023,14USU0130U,5082100001,Escolarizada,793,1836,,2629,1,0,,1,0,1,,1,0,0,,0,1,0,,1,0,2,,2,13,41,,54,0,0,,0,0,0,,0,15,44,,59,1,3,,4
533 2022-2023 14USU0140A 5021000110,533,2022-2023,14USU0140A,5021000110,Escolarizada,71,106,,177,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,1,,1,3,3,,6,0,0,,0
534 2022-2023 14USU0140A 5021500044,534,2022-2023,14USU0140A,5021500044,Escolarizada,463,876,,1339,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0,6,29,,35,1,1,,2,2,0,,2,9,33,,42,1,0,,1
535 2022-2023 14USU0140A 5021600017,535,2022-2023,14USU0140A,5021600017,Escolarizada,52,534,,586,0,1,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,16,,16,0,0,,0,0,0,,0,0,18,,18,0,0,,0
536 2022-2023 14USU0140A 5021600024,536,2022-2023,14USU0140A,5021600024,Escolarizada,74,285,,359,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,6,,6,0,1,,1,0,0,,0,0,7,,7,0,1,,1
537 2022-2023 14USU0140A 5071100019,537,2022-2023,14USU0140A,5071100019,Escolarizada,284,350,,634,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,4,4,,8,0,1,,1,0,0,,0,4,7,,11,0,0,,0
538 2022-2023 14USU0140A 5073100009,538,2022-2023,14USU0140A,5073100009,Escolarizada,1213,985,,2198,1,0,,1,0,0,,0,0,0,,0,1,3,,4,0,0,,0,15,12,,27,1,2,,3,0,0,,0,18,17,,35,2,2,,4
539 2022-2023 14USU0140A 5073100024,539,2022-2023,14USU0140A,5073100024,Escolarizada,179,165,,344,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,6,,8,0,0,,0
540 2022-2023 14USU0150H 4062100001,540,2022-2023,14USU0150H,4062100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
541 2022-2023 14USU0150H 5031100007,541,2022-2023,14USU0150H,5031100007,Escolarizada,26,138,,164,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,6,,7,0,0,,0,0,0,,0,1,7,,8,0,0,,0
542 2022-2023 14USU0150H 5033100003,542,2022-2023,14USU0150H,5033100003,Escolarizada,79,100,,179,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,3,,5,1,0,,1,0,0,,0,3,3,,6,0,0,,0
543 2022-2023 14USU0150H 5041400032,543,2022-2023,14USU0150H,5041400032,Escolarizada,77,73,,150,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,4,1,0,,1,0,0,,0,3,3,,6,0,0,,0
544 2022-2023 14USU0150H 5042000002,544,2022-2023,14USU0150H,5042000002,Escolarizada,55,67,,122,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,1,0,,1,0,0,,0,1,2,,3,0,0,,0
545 2022-2023 14USU0150H 5042100117,545,2022-2023,14USU0150H,5042100117,Escolarizada,16,66,,82,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,6,,6,0,0,,0,0,0,,0,0,6,,6,0,0,,0
546 2022-2023 14USU0160O 5011500002,546,2022-2023,14USU0160O,5011500002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
547 2022-2023 14USU0160O 5031100007,547,2022-2023,14USU0160O,5031100007,Escolarizada,132,392,,524,1,2,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,16,,20,0,1,,1,0,0,,0,5,19,,24,0,1,,1
548 2022-2023 14USU0160O 5032100038,548,2022-2023,14USU0160O,5032100038,Escolarizada,36,49,,85,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
549 2022-2023 14USU0160O 5033100003,549,2022-2023,14USU0160O,5033100003,Escolarizada,289,399,,688,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,9,,13,0,0,,0,0,0,,0,5,10,,15,0,0,,0
550 2022-2023 14USU0160O 5041100056,550,2022-2023,14USU0160O,5041100056,Escolarizada,166,253,,419,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,5,,11,0,1,,1,0,0,,0,6,6,,12,2,1,,3
551 2022-2023 14USU0160O 5041200028,551,2022-2023,14USU0160O,5041200028,Escolarizada,114,134,,248,1,0,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,5,4,,9,0,0,,0,0,0,,0,6,5,,11,0,0,,0
552 2022-2023 14USU0160O 5041400032,552,2022-2023,14USU0160O,5041400032,Escolarizada,124,169,,293,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,1,,1,2,10,,12,0,0,,0,0,0,,0,2,12,,14,0,1,,1
553 2022-2023 14USU0160O 5042000002,553,2022-2023,14USU0160O,5042000002,Escolarizada,148,225,,373,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,4,5,,9,0,1,,1,0,0,,0,4,7,,11,0,0,,0
554 2022-2023 14USU0160O 5042100117,554,2022-2023,14USU0160O,5042100117,Escolarizada,61,171,,232,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,1,,1,0,0,,0,0,6,,6,0,0,,0
555 2022-2023 14USU0160O 5061000002,555,2022-2023,14USU0160O,5061000002,Escolarizada,206,50,,256,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,13,0,,13,0,0,,0,0,0,,0,13,1,,14,0,0,,0
556 2022-2023 14USU0160O 5062200055,556,2022-2023,14USU0160O,5062200055,Escolarizada,183,47,,230,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,9,2,,11,0,0,,0,1,0,,1,11,3,,14,1,0,,1
557 2022-2023 14USU0160O 5071400015,557,2022-2023,14USU0160O,5071400015,Escolarizada,159,170,,329,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,4,,7,0,0,,0,0,0,,0,4,4,,8,0,0,,0
558 2022-2023 14USU0160O 5071700019,558,2022-2023,14USU0160O,5071700019,Escolarizada,199,58,,257,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,2,,8,0,0,,0,0,0,,0,6,2,,8,0,0,,0
559 2022-2023 14USU0160O 5091100011,559,2022-2023,14USU0160O,5091100011,Escolarizada,26,57,,83,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,1,,1
560 2022-2023 14USU0160O 5095400006,560,2022-2023,14USU0160O,5095400006,Escolarizada,174,323,,497,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,11,,22,1,0,,1,0,0,,0,12,11,,23,0,0,,0
561 2022-2023 14USU0170V 5033100003,561,2022-2023,14USU0170V,5033100003,Escolarizada,56,61,,117,1,2,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,1,0,,1,0,0,,0,4,7,,11,1,0,,1
562 2022-2023 14USU0170V 5041100021,562,2022-2023,14USU0170V,5041100021,Escolarizada,68,40,,108,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
563 2022-2023 14USU0170V 5041400032,563,2022-2023,14USU0170V,5041400032,Escolarizada,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
564 2022-2023 14USU0170V 5042000002,564,2022-2023,14USU0170V,5042000002,Escolarizada,47,59,,106,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
565 2022-2023 14USU0170V 5081100010,565,2022-2023,14USU0170V,5081100010,Escolarizada,117,66,,183,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,2,2,,4,0,0,,0,0,0,,0,3,2,,5,0,0,,0
566 2022-2023 14USU0170V 5092100006,566,2022-2023,14USU0170V,5092100006,Escolarizada,6,22,,28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
567 2022-2023 14USU0190I 5021000114,567,2022-2023,14USU0190I,5021000114,Escolarizada,29,54,,83,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,2,,4,0,0,,0
568 2022-2023 14USU0190I 5021500002,568,2022-2023,14USU0190I,5021500002,Escolarizada,161,127,,288,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,3,,13,0,0,,0,0,0,,0,10,3,,13,0,1,,1
569 2022-2023 14USU0190I 5021500044,569,2022-2023,14USU0190I,5021500044,Escolarizada,62,148,,210,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,5,,8,0,0,,0,0,0,,0,3,5,,8,0,0,,0
570 2022-2023 14USU0190I 5021700002,570,2022-2023,14USU0190I,5021700002,Escolarizada,26,106,,132,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,2,7,,9,0,0,,0,1,0,,1,3,8,,11,0,0,,0
571 2022-2023 14USU0190I 5031100007,571,2022-2023,14USU0190I,5031100007,Escolarizada,101,433,,534,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,4,12,,16,0,0,,0,1,0,,1,6,13,,19,0,1,,1
572 2022-2023 14USU0190I 5033100003,572,2022-2023,14USU0190I,5033100003,Escolarizada,209,338,,547,1,1,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,13,,16,0,0,,0,0,0,,0,5,14,,19,1,0,,1
573 2022-2023 14USU0190I 5041400032,573,2022-2023,14USU0190I,5041400032,Escolarizada,259,315,,574,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,8,,19,0,0,,0,0,0,,0,13,8,,21,0,2,,2
574 2022-2023 14USU0190I 5042000002,574,2022-2023,14USU0190I,5042000002,Escolarizada,218,347,,565,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,6,11,,17,1,0,,1,0,0,,0,7,12,,19,1,1,,2
575 2022-2023 14USU0190I 5051100003,575,2022-2023,14USU0190I,5051100003,Escolarizada,80,140,,220,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,5,,9,0,0,,0,0,0,,0,4,5,,9,0,0,,0
576 2022-2023 14USU0190I 5061000002,576,2022-2023,14USU0190I,5061000002,Escolarizada,177,24,,201,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,6,2,,8,0,0,,0,0,1,,1,7,3,,10,0,1,,1
577 2022-2023 14USU0190I 5062100034,577,2022-2023,14USU0190I,5062100034,Escolarizada,115,20,,135,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,6,0,,6,0,0,,0,0,0,,0,8,0,,8,0,0,,0
578 2022-2023 14USU0190I 5071000047,578,2022-2023,14USU0190I,5071000047,Escolarizada,143,16,,159,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,12,2,,14,0,0,,0,1,0,,1,14,2,,16,0,0,,0
579 2022-2023 14USU0190I 5072100049,579,2022-2023,14USU0190I,5072100049,Escolarizada,83,100,,183,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,0,,3,0,0,,0,0,0,,0,4,0,,4,0,0,,0
580 2022-2023 14USU0190I 5073100009,580,2022-2023,14USU0190I,5073100009,Escolarizada,335,238,,573,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,13,9,,22,1,0,,1,0,0,,0,15,10,,25,2,1,,3
581 2022-2023 14USU0190I 5073200005,581,2022-2023,14USU0190I,5073200005,Escolarizada,421,101,,522,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,5,,10,0,0,,0,0,0,,0,5,5,,10,1,1,,2
582 2022-2023 14USU0190I 5091100011,582,2022-2023,14USU0190I,5091100011,Escolarizada,190,302,,492,1,0,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,3,5,,8,0,0,,0,0,0,,0,4,6,,10,2,0,,2
583 2022-2023 14USU0190I 5092100006,583,2022-2023,14USU0190I,5092100006,Escolarizada,67,286,,353,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,9,,9,0,0,,0,0,0,,0,0,9,,9,0,1,,1
584 2022-2023 14USU0190I 5094200006,584,2022-2023,14USU0190I,5094200006,Escolarizada,62,260,,322,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,1,4,,5,0,0,,0
585 2022-2023 14USU0190I 5101100015,585,2022-2023,14USU0190I,5101100015,Escolarizada,171,90,,261,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,4,1,,5,0,0,,0,0,0,,0,6,1,,7,0,0,,0
586 2022-2023 14USU0190I 5101600013,586,2022-2023,14USU0190I,5101600013,Escolarizada,135,236,,371,0,1,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0,6,6,,12,0,0,,0,0,0,,0,7,7,,14,1,0,,1
587 2022-2023 14USU0190I 4021500005,587,2022-2023,14USU0190I,4021500005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
588 2022-2023 14USU0200Z 4071500002,588,2022-2023,14USU0200Z,4071500002,Escolarizada,148,3,,151,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
589 2022-2023 14USU0200Z 5021000002,589,2022-2023,14USU0200Z,5021000002,Escolarizada,84,48,,132,0,0,,0,2,0,,2,0,0,,0,0,1,,1,0,0,,0,1,3,,4,0,0,,0,0,0,,0,3,4,,7,0,0,,0
590 2022-2023 14USU0200Z 5033100003,590,2022-2023,14USU0200Z,5033100003,Escolarizada,152,301,,453,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,9,,13,0,0,,0,0,0,,0,4,10,,14,3,1,,4
591 2022-2023 14USU0200Z 5041100007,591,2022-2023,14USU0200Z,5041100007,Escolarizada,73,135,,208,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,6,,9,0,0,,0,0,0,,0,3,6,,9,0,1,,1
592 2022-2023 14USU0200Z 5041300007,592,2022-2023,14USU0200Z,5041300007,Escolarizada,81,96,,177,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,3,3,,6,2,1,,3
593 2022-2023 14USU0200Z 5041400032,593,2022-2023,14USU0200Z,5041400032,Escolarizada,106,213,,319,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,1,5,,6,0,1,,1
594 2022-2023 14USU0200Z 5042000002,594,2022-2023,14USU0200Z,5042000002,Escolarizada,87,182,,269,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,3,3,,6,0,1,,1,0,0,,0,3,5,,8,0,1,,1
595 2022-2023 14USU0200Z 5051300005,595,2022-2023,14USU0200Z,5051300005,Escolarizada,50,70,,120,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,1,,1
596 2022-2023 14USU0200Z 5062100033,596,2022-2023,14USU0200Z,5062100033,Escolarizada,115,21,,136,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,1,0,,1
597 2022-2023 14USU0200Z 5071300014,597,2022-2023,14USU0200Z,5071300014,Escolarizada,248,23,,271,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,4,0,,4,0,0,,0,0,0,,0,5,0,,5,2,1,,3
598 2022-2023 14USU0200Z 5073200010,598,2022-2023,14USU0200Z,5073200010,Escolarizada,199,26,,225,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,1,,4,0,0,,0
599 2022-2023 14USU0200Z 5081300016,599,2022-2023,14USU0200Z,5081300016,Escolarizada,272,114,,386,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,5,,6,0,0,,0,0,0,,0,2,5,,7,2,2,,4
600 2022-2023 14USU0200Z 5092100006,600,2022-2023,14USU0200Z,5092100006,Escolarizada,50,295,,345,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,1,4,,5,1,1,,2
601 2022-2023 14USU0200Z 5094200006,601,2022-2023,14USU0200Z,5094200006,Escolarizada,39,217,,256,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,3,,5,0,0,,0,0,0,,0,2,3,,5,0,1,,1
602 2022-2023 14USU0200Z 5101600013,602,2022-2023,14USU0200Z,5101600013,Escolarizada,43,98,,141,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,5,,7,0,0,,0
603 2022-2023 14USU0210F 4062100001,603,2022-2023,14USU0210F,4062100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
604 2022-2023 14USU0210F 4101600012,604,2022-2023,14USU0210F,4101600012,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
605 2022-2023 14USU0210F 4103100001,605,2022-2023,14USU0210F,4103100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
606 2022-2023 14USU0210F 5022300022,606,2022-2023,14USU0210F,5022300022,Escolarizada,29,79,,108,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,2,5,,7,1,0,,1
607 2022-2023 14USU0210F 5031100007,607,2022-2023,14USU0210F,5031100007,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
608 2022-2023 14USU0210F 5031500010,608,2022-2023,14USU0210F,5031500010,Escolarizada,16,227,,243,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,9,,10,1,1,,2,0,0,,0,3,11,,14,1,3,,4
609 2022-2023 14USU0210F 5032100038,609,2022-2023,14USU0210F,5032100038,Escolarizada,27,51,,78,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
610 2022-2023 14USU0210F 5033100003,610,2022-2023,14USU0210F,5033100003,Escolarizada,249,420,,669,2,0,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,11,7,,18,1,0,,1,0,0,,0,14,8,,22,0,1,,1
611 2022-2023 14USU0210F 5041100021,611,2022-2023,14USU0210F,5041100021,Escolarizada,221,195,,416,1,1,,2,0,0,,0,0,0,,0,1,0,,1,0,0,,0,2,7,,9,0,0,,0,1,0,,1,5,8,,13,0,0,,0
612 2022-2023 14USU0210F 5041100056,612,2022-2023,14USU0210F,5041100056,Escolarizada,204,352,,556,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,10,,16,0,0,,0,0,0,,0,6,10,,16,0,0,,0
613 2022-2023 14USU0210F 5042200024,613,2022-2023,14USU0210F,5042200024,Escolarizada,59,132,,191,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,5,,8,0,0,,0,0,0,,0,4,5,,9,1,2,,3
614 2022-2023 14USU0210F 5051100015,614,2022-2023,14USU0210F,5051100015,Escolarizada,40,95,,135,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,5,,9,0,0,,0,0,0,,0,4,6,,10,0,0,,0
615 2022-2023 14USU0210F 5062100034,615,2022-2023,14USU0210F,5062100034,Escolarizada,212,37,,249,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,1,,4,0,0,,0,0,0,,0,4,2,,6,1,0,,1
616 2022-2023 14USU0210F 5072400001,616,2022-2023,14USU0210F,5072400001,Escolarizada,50,43,,93,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
617 2022-2023 14USU0210F 5081100010,617,2022-2023,14USU0210F,5081100010,Escolarizada,183,112,,295,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,5,1,,6,0,0,,0,0,0,,0,5,2,,7,0,2,,2
618 2022-2023 14USU0210F 5082100001,618,2022-2023,14USU0210F,5082100001,Escolarizada,286,385,,671,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,9,7,,16,0,1,,1,0,0,,0,9,9,,18,1,2,,3
619 2022-2023 14USU0210F 5091100011,619,2022-2023,14USU0210F,5091100011,Escolarizada,310,487,,797,0,0,,0,1,0,,1,0,0,,0,1,0,,1,0,0,,0,4,10,,14,0,0,,0,0,0,,0,6,10,,16,0,1,,1
620 2022-2023 14USU0210F 5092100006,620,2022-2023,14USU0210F,5092100006,Escolarizada,178,821,,999,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,15,,17,1,0,,1,0,0,,0,3,15,,18,0,1,,1
621 2022-2023 14USU0210F 5093100002,621,2022-2023,14USU0210F,5093100002,Escolarizada,23,54,,77,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
622 2022-2023 14USU0210F 5094200006,622,2022-2023,14USU0210F,5094200006,Escolarizada,83,344,,427,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,9,,11,0,0,,0,0,0,,0,2,10,,12,0,2,,2
623 2022-2023 14USU0210F 5101100015,623,2022-2023,14USU0210F,5101100015,Escolarizada,60,39,,99,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1
624 2022-2023 14USU0210F 5103100007,624,2022-2023,14USU0210F,5103100007,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
625 2022-2023 14USU0210F 5031100007,625,2022-2023,14USU0210F,5031100007,Escolarizada,125,436,,561,0,2,,2,0,0,,0,0,1,,1,0,0,,0,0,0,,0,7,15,,22,0,1,,1,0,0,,0,7,19,,26,0,0,,0
626 2022-2023 14USU0210F 5103100017,626,2022-2023,14USU0210F,5103100017,Escolarizada,124,79,,203,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
627 2022-2023 14USU0220M 5011500002,627,2022-2023,14USU0220M,5011500002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
628 2022-2023 14USU0220M 5031100007,628,2022-2023,14USU0220M,5031100007,Escolarizada,58,294,,352,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,12,,13,0,0,,0,0,0,,0,1,14,,15,0,0,,0
629 2022-2023 14USU0220M 5033100003,629,2022-2023,14USU0220M,5033100003,Escolarizada,123,230,,353,2,0,,2,0,0,,0,0,0,,0,0,0,,0,1,0,,1,6,14,,20,0,0,,0,0,0,,0,9,14,,23,0,0,,0
630 2022-2023 14USU0220M 5041100056,630,2022-2023,14USU0220M,5041100056,Escolarizada,103,208,,311,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,9,,12,0,0,,0,0,0,,0,4,9,,13,0,1,,1
631 2022-2023 14USU0220M 5041400032,631,2022-2023,14USU0220M,5041400032,Escolarizada,110,204,,314,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,3,,5,0,1,,1,0,0,,0,2,4,,6,0,0,,0
632 2022-2023 14USU0220M 5042000002,632,2022-2023,14USU0220M,5042000002,Escolarizada,124,166,,290,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,6,7,,13,2,0,,2,0,0,,0,9,8,,17,0,0,,0
