name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2024-2025 - CUCEA - 4062200010,1,2024-2025,CUCEA,4062200010,1
212 PE con matrícula por entidad -2 - 2024-2025 - CUCEA - 5031400003,2,2024-2025,CUCEA,5031400003,1
212 PE con matrícula por entidad -3 - 2024-2025 - CUCEA - 5032100065,3,2024-2025,CUCEA,5032100065,1
212 PE con matrícula por entidad -4 - 2024-2025 - CUCEA - 5041100009,4,2024-2025,CUCEA,5041100009,1
212 PE con matrícula por entidad -5 - 2024-2025 - CUCEA - 5041100056,5,2024-2025,CUCEA,5041100056,1
212 PE con matrícula por entidad -6 - 2024-2025 - CUCEA - 5041100127,6,2024-2025,CUCEA,5041100127,1
212 PE con matrícula por entidad -7 - 2024-2025 - CUCEA - 5041200028,7,2024-2025,CUCEA,5041200028,1
212 PE con matrícula por entidad -8 - 2024-2025 - CUCEA - 5041200075,8,2024-2025,CUCEA,5041200075,1
212 PE con matrícula por entidad -9 - 2024-2025 - CUCEA - 5041300007,9,2024-2025,CUCEA,5041300007,1
212 PE con matrícula por entidad -10 - 2024-2025 - CUCEA - 5041400032,10,2024-2025,CUCEA,5041400032,1
212 PE con matrícula por entidad -11 - 2024-2025 - CUCEA - 5042000002,11,2024-2025,CUCEA,5042000002,1
212 PE con matrícula por entidad -12 - 2024-2025 - CUCEA - 5042100117,12,2024-2025,CUCEA,5042100117,1
212 PE con matrícula por entidad -13 - 2024-2025 - CUCEA - 5042300027,13,2024-2025,CUCEA,5042300027,1
212 PE con matrícula por entidad -14 - 2024-2025 - CUCEA - 5051300020,14,2024-2025,CUCEA,5051300020,1
212 PE con matrícula por entidad -15 - 2024-2025 - CUCEA - 5062200082,15,2024-2025,CUCEA,5062200082,1
212 PE con matrícula por entidad -16 - 2024-2025 - CUCEA - 5101600013,16,2024-2025,CUCEA,5101600013,1
212 PE con matrícula por entidad -17 - 2024-2025 - CUCEA - 7011000042,17,2024-2025,CUCEA,7011000042,1
212 PE con matrícula por entidad -18 - 2024-2025 - CUCEA - 7011200077,18,2024-2025,CUCEA,7011200077,1
212 PE con matrícula por entidad -19 - 2024-2025 - CUCEA - 7011400011,19,2024-2025,CUCEA,7011400011,1
212 PE con matrícula por entidad -20 - 2024-2025 - CUCEA - 7012500034,20,2024-2025,CUCEA,7012500034,1
212 PE con matrícula por entidad -21 - 2024-2025 - CUCEA - 7031300023,21,2024-2025,CUCEA,7031300023,1
212 PE con matrícula por entidad -22 - 2024-2025 - CUCEA - 7031400008,22,2024-2025,CUCEA,7031400008,1
212 PE con matrícula por entidad -23 - 2024-2025 - CUCEA - 7031400038,23,2024-2025,CUCEA,7031400038,1
212 PE con matrícula por entidad -24 - 2024-2025 - CUCEA - 7031500062,24,2024-2025,CUCEA,7031500062,1
212 PE con matrícula por entidad -25 - 2024-2025 - CUCEA - 7041100026,25,2024-2025,CUCEA,7041100026,1
212 PE con matrícula por entidad -26 - 2024-2025 - CUCEA - 7041200034,26,2024-2025,CUCEA,7041200034,1
212 PE con matrícula por entidad -27 - 2024-2025 - CUCEA - 7041300021,27,2024-2025,CUCEA,7041300021,1
212 PE con matrícula por entidad -28 - 2024-2025 - CUCEA - 7041400048,28,2024-2025,CUCEA,7041400048,1
212 PE con matrícula por entidad -29 - 2024-2025 - CUCEA - 7042100033,29,2024-2025,CUCEA,7042100033,1
212 PE con matrícula por entidad -30 - 2024-2025 - CUCEA - 7042300040,30,2024-2025,CUCEA,7042300040,1
212 PE con matrícula por entidad -31 - 2024-2025 - CUCEA - 7061000012,31,2024-2025,CUCEA,7061000012,1
212 PE con matrícula por entidad -32 - 2024-2025 - CUCEA - 7062200049,32,2024-2025,CUCEA,7062200049,1
212 PE con matrícula por entidad -33 - 2024-2025 - CUCEA - 7103100010,33,2024-2025,CUCEA,7103100010,1
212 PE con matrícula por entidad -34 - 2024-2025 - CUCEA - 8031300020,34,2024-2025,CUCEA,8031300020,1
212 PE con matrícula por entidad -35 - 2024-2025 - CUCEA - 8031300039,35,2024-2025,CUCEA,8031300039,1
