name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t
216 2020-2021 14USU0010H 7022500015,216,2020-2021,14USU0010H,7022500015,Escolarizada,4,4,,8,,,,0,,,,0
217 2020-2021 14USU0010H 7031000001,217,2020-2021,14USU0010H,7031000001,Escolarizada,1,1,,2,,,,0,,,,0
218 2020-2021 14USU0010H 7031200043,218,2020-2021,14USU0010H,7031200043,Escolarizada,1,0,,1,,,,0,,,,0
219 2020-2021 14USU0010H 7031300078,219,2020-2021,14USU0010H,7031300078,Escolarizada,2,1,,3,,,,0,,,,0
220 2020-2021 14USU0010H 7073100005,220,2020-2021,14USU0010H,7073100005,Escolarizada,2,4,,6,,,,0,,,,1
221 2020-2021 14USU0010H 8011500003,221,2020-2021,14USU0010H,8011500003,Escolarizada,1,9,,10,,,,0,,,,0
222 2020-2021 14USU0010H 8022500004,222,2020-2021,14USU0010H,8022500004,Escolarizada,6,7,,13,,,,0,,,,1
223 2020-2021 14USU0010H 8031000001,223,2020-2021,14USU0010H,8031000001,Escolarizada,15,7,,22,,,,0,,,,0
224 2020-2021 14USU0010H 8031300003,224,2020-2021,14USU0010H,8031300003,Escolarizada,1,0,,1,,,,0,,,,0
225 2020-2021 14USU0010H 8052300012,225,2020-2021,14USU0010H,8052300012,Escolarizada,0,3,,3,,,,0,,,,0
226 2020-2021 14USU0100Z 7022300015,226,2020-2021,14USU0100Z,7022300015,Escolarizada,0,2,,2,,,,0,,,,0
227 2020-2021 14USU0100Z 7033100026,227,2020-2021,14USU0100Z,7033100026,Escolarizada,15,16,,31,,,,0,,,,0
228 2020-2021 14USU0100Z 8033100009,228,2020-2021,14USU0100Z,8033100009,Escolarizada,5,2,,7,,,,0,,,,0
229 2020-2021 14USU0110G 7012604029,229,2020-2021,14USU0110G,7012604029,Escolarizada,12,8,,20,,,,0,,,,0
230 2020-2021 14USU0110G 7052100009,230,2020-2021,14USU0110G,7052100009,Escolarizada,10,3,,13,,,,0,,,,0
231 2020-2021 14USU0110G 7052200003,231,2020-2021,14USU0110G,7052200003,Escolarizada,7,0,,7,,,,0,,,,0
232 2020-2021 14USU0110G 7052200006,232,2020-2021,14USU0110G,7052200006,Escolarizada,13,5,,18,,,,0,,,,0
233 2020-2021 14USU0110G 7052200018,233,2020-2021,14USU0110G,7052200018,Escolarizada,8,3,,11,,,,0,,,,0
234 2020-2021 14USU0110G 7052300025,234,2020-2021,14USU0110G,7052300025,Escolarizada,9,0,,9,,,,0,,,,0
235 2020-2021 14USU0110G 7053100007,235,2020-2021,14USU0110G,7053100007,Escolarizada,2,0,,2,,,,0,,,,0
236 2020-2021 14USU0110G 7071200009,236,2020-2021,14USU0110G,7071200009,Escolarizada,5,0,,5,,,,0,,,,0
237 2020-2021 14USU0110G 7071300026,237,2020-2021,14USU0110G,7071300026,Escolarizada,23,5,,28,,,,0,,,,0
238 2020-2021 14USU0110G 7071400012,238,2020-2021,14USU0110G,7071400012,Escolarizada,8,5,,13,,,,0,,,,0
239 2020-2021 14USU0110G 7071500006,239,2020-2021,14USU0110G,7071500006,Escolarizada,4,0,,4,,,,0,,,,0
240 2020-2021 14USU0110G 7071600020,240,2020-2021,14USU0110G,7071600020,Escolarizada,5,7,,12,,,,0,,,,0
241 2020-2021 14USU0110G 8052100009,241,2020-2021,14USU0110G,8052100009,Escolarizada,5,0,,5,,,,0,,,,0
242 2020-2021 14USU0110G 8052200001,242,2020-2021,14USU0110G,8052200001,Escolarizada,4,2,,6,,,,0,,,,0
243 2020-2021 14USU0110G 8071400003,243,2020-2021,14USU0110G,8071400003,Escolarizada,1,0,,1,,,,0,,,,0
244 2020-2021 14USU0120N 7011200077,244,2020-2021,14USU0120N,7011200077,Escolarizada,4,2,,6,,,,0,,,,0
245 2020-2021 14USU0120N 7011400011,245,2020-2021,14USU0120N,7011400011,Escolarizada,4,6,,10,,,,0,,,,0
246 2020-2021 14USU0120N 7012500034,246,2020-2021,14USU0120N,7012500034,Escolarizada,2,4,,6,,,,0,,,,0
247 2020-2021 14USU0120N 7031300023,247,2020-2021,14USU0120N,7031300023,Escolarizada,16,7,,23,,,,0,,,,0
248 2020-2021 14USU0120N 7031400008,248,2020-2021,14USU0120N,7031400008,Escolarizada,9,5,,14,,,,0,,,,1
249 2020-2021 14USU0120N 7041100026,249,2020-2021,14USU0120N,7041100026,Escolarizada,9,6,,15,,,,0,,,,0
250 2020-2021 14USU0120N 7041200034,250,2020-2021,14USU0120N,7041200034,Escolarizada,15,26,,41,,,,0,,,,1
251 2020-2021 14USU0120N 7041300021,251,2020-2021,14USU0120N,7041300021,Escolarizada,6,2,,8,,,,1,,,,0
252 2020-2021 14USU0120N 7041300024,252,2020-2021,14USU0120N,7041300024,Escolarizada,12,11,,23,,,,0,,,,0
253 2020-2021 14USU0120N 7041400008,253,2020-2021,14USU0120N,7041400008,Escolarizada,24,14,,38,,,,0,,,,0
254 2020-2021 14USU0120N 7042100033,254,2020-2021,14USU0120N,7042100033,Escolarizada,56,30,,86,,,,0,,,,0
255 2020-2021 14USU0120N 7062200049,255,2020-2021,14USU0120N,7062200049,Escolarizada,24,8,,32,,,,0,,,,0
256 2020-2021 14USU0120N 7103100010,256,2020-2021,14USU0120N,7103100010,Escolarizada,9,12,,21,,,,0,,,,0
257 2020-2021 14USU0120N 8031300020,257,2020-2021,14USU0120N,8031300020,Escolarizada,3,0,,3,,,,0,,,,1
258 2020-2021 14USU0120N 8031400014,258,2020-2021,14USU0120N,8031400014,Escolarizada,2,3,,5,,,,0,,,,0
259 2020-2021 14USU0120N 8041400003,259,2020-2021,14USU0120N,8041400003,Escolarizada,11,7,,18,,,,0,,,,0
260 2020-2021 14USU0120N 8042000005,260,2020-2021,14USU0120N,8042000005,Escolarizada,4,0,,4,,,,0,,,,0
261 2020-2021 14USU0120N 8062200005,261,2020-2021,14USU0120N,8062200005,Escolarizada,5,2,,7,,,,0,,,,0
262 2020-2021 14USU0130U 7051300013,262,2020-2021,14USU0130U,7051300013,Escolarizada,16,7,,23,,,,0,,,,0
263 2020-2021 14USU0130U 7081100056,263,2020-2021,14USU0130U,7081100056,Escolarizada,6,1,,7,,,,0,,,,0
264 2020-2021 14USU0130U 7095600007,264,2020-2021,14USU0130U,7095600007,Escolarizada,2,3,,5,,,,0,,,,0
265 2020-2021 14USU0130U 8051300007,265,2020-2021,14USU0130U,8051300007,Escolarizada,1,2,,3,,,,0,,,,0
266 2020-2021 14USU0160O 7031300048,266,2020-2021,14USU0160O,7031300048,Escolarizada,6,1,,7,,,,0,,,,0
267 2020-2021 14USU0160O 7042100033,267,2020-2021,14USU0160O,7042100033,Escolarizada,1,0,,1,,,,0,,,,0
268 2020-2021 14USU0160O 7053100018,268,2020-2021,14USU0160O,7053100018,Escolarizada,1,1,,2,,,,0,,,,0
269 2020-2021 14USU0160O 7081100078,269,2020-2021,14USU0160O,7081100078,Escolarizada,2,0,,2,,,,0,,,,0
270 2020-2021 14USU0190I 7011400011,270,2020-2021,14USU0190I,7011400011,Escolarizada,2,0,,2,,,,0,,,,0
271 2020-2021 14USU0190I 7042100033,271,2020-2021,14USU0190I,7042100033,Escolarizada,7,7,,14,,,,0,,,,0
272 2020-2021 14USU0190I 7042300054,272,2020-2021,14USU0190I,7042300054,Escolarizada,3,7,,10,,,,0,,,,0
273 2020-2021 14USU0190I 7052300006,273,2020-2021,14USU0190I,7052300006,Escolarizada,4,3,,7,,,,0,,,,0
274 2020-2021 14USU0190I 8042200004,274,2020-2021,14USU0190I,8042200004,Escolarizada,5,4,,9,,,,0,,,,0
275 2020-2021 14USU0190I 8051300013,275,2020-2021,14USU0190I,8051300013,Escolarizada,1,0,,1,,,,0,,,,0
276 2020-2021 14USU0210F 7033100026,276,2020-2021,14USU0210F,7033100026,Escolarizada,4,2,,6,,,,0,,,,0
277 2020-2021 14USU0210F 8031100002,277,2020-2021,14USU0210F,8031100002,Escolarizada,0,1,,1,,,,0,,,,0
278 2020-2021 14USU0220M 6081100002,278,2020-2021,14USU0220M,6081100002,Escolarizada,14,5,,19,,,,0,,,,0
279 2020-2021 14USU0220M 6093202001,279,2020-2021,14USU0220M,6093202001,Escolarizada,4,4,,8,,,,0,,,,0
280 2020-2021 14USU0220M 6093203005,280,2020-2021,14USU0220M,6093203005,Escolarizada,3,4,,7,,,,0,,,,0
281 2020-2021 14USU0220M 7011200088,281,2020-2021,14USU0220M,7011200088,Escolarizada,0,4,,4,,,,0,,,,0
282 2020-2021 14USU0221L 7012604064,282,2020-2021,14USU0221L,7012604064,Escolarizada,5,0,,5,,,,0,,,,0
283 2020-2021 14USU0221L 8071000002,283,2020-2021,14USU0221L,8071000002,Escolarizada,8,0,,8,,,,0,,,,0
284 2020-2021 14USU0230T 6051100001,284,2020-2021,14USU0230T,6051100001,Escolarizada,4,2,,6,,,,0,,,,0
285 2020-2021 14USU0230T 6091301004,285,2020-2021,14USU0230T,6091301004,Escolarizada,28,46,,74,,,,0,,,,0
286 2020-2021 14USU0230T 6091301005,286,2020-2021,14USU0230T,6091301005,Escolarizada,1,2,,3,,,,0,,,,0
287 2020-2021 14USU0230T 6091301008,287,2020-2021,14USU0230T,6091301008,Escolarizada,1,3,,4,,,,0,,,,0
288 2020-2021 14USU0230T 6091302001,288,2020-2021,14USU0230T,6091302001,Escolarizada,3,5,,8,,,,0,,,,0
289 2020-2021 14USU0230T 6091304001,289,2020-2021,14USU0230T,6091304001,Escolarizada,9,1,,10,,,,0,,,,0
290 2020-2021 14USU0230T 6091304018,290,2020-2021,14USU0230T,6091304018,Escolarizada,2,0,,2,,,,0,,,,0
291 2020-2021 14USU0230T 6091305002,291,2020-2021,14USU0230T,6091305002,Escolarizada,21,3,,24,,,,0,,,,0
292 2020-2021 14USU0230T 6091306001,292,2020-2021,14USU0230T,6091306001,Escolarizada,4,0,,4,,,,0,,,,0
293 2020-2021 14USU0230T 6091307001,293,2020-2021,14USU0230T,6091307001,Escolarizada,11,1,,12,,,,0,,,,0
294 2020-2021 14USU0230T 6091308001,294,2020-2021,14USU0230T,6091308001,Escolarizada,6,2,,8,,,,0,,,,0
295 2020-2021 14USU0230T 6091309002,295,2020-2021,14USU0230T,6091309002,Escolarizada,11,2,,13,,,,0,,,,0
296 2020-2021 14USU0230T 6091310002,296,2020-2021,14USU0230T,6091310002,Escolarizada,1,3,,4,,,,0,,,,0
297 2020-2021 14USU0230T 6091311001,297,2020-2021,14USU0230T,6091311001,Escolarizada,4,9,,13,,,,0,,,,0
298 2020-2021 14USU0230T 6091312001,298,2020-2021,14USU0230T,6091312001,Escolarizada,5,4,,9,,,,0,,,,0
299 2020-2021 14USU0230T 6091313004,299,2020-2021,14USU0230T,6091313004,Escolarizada,4,3,,7,,,,0,,,,0
300 2020-2021 14USU0230T 6091313008,300,2020-2021,14USU0230T,6091313008,Escolarizada,0,3,,3,,,,0,,,,0
301 2020-2021 14USU0230T 6091314001,301,2020-2021,14USU0230T,6091314001,Escolarizada,0,2,,2,,,,0,,,,0
302 2020-2021 14USU0230T 6091315001,302,2020-2021,14USU0230T,6091315001,Escolarizada,6,8,,14,,,,0,,,,0
303 2020-2021 14USU0230T 6091316002,303,2020-2021,14USU0230T,6091316002,Escolarizada,25,31,,56,,,,0,,,,0
304 2020-2021 14USU0230T 6091316004,304,2020-2021,14USU0230T,6091316004,Escolarizada,1,3,,4,,,,0,,,,0
305 2020-2021 14USU0230T 6091316007,305,2020-2021,14USU0230T,6091316007,Escolarizada,5,5,,10,,,,0,,,,0
306 2020-2021 14USU0230T 6091317001,306,2020-2021,14USU0230T,6091317001,Escolarizada,3,2,,5,,,,0,,,,0
307 2020-2021 14USU0230T 6091318001,307,2020-2021,14USU0230T,6091318001,Escolarizada,1,0,,1,,,,0,,,,0
308 2020-2021 14USU0230T 6091319001,308,2020-2021,14USU0230T,6091319001,Escolarizada,3,4,,7,,,,0,,,,0
309 2020-2021 14USU0230T 6091321003,309,2020-2021,14USU0230T,6091321003,Escolarizada,4,2,,6,,,,0,,,,0
310 2020-2021 14USU0230T 6091322003,310,2020-2021,14USU0230T,6091322003,Escolarizada,5,4,,9,,,,0,,,,0
311 2020-2021 14USU0230T 6091335001,311,2020-2021,14USU0230T,6091335001,Escolarizada,9,9,,18,,,,0,,,,0
312 2020-2021 14USU0230T 6091327002,312,2020-2021,14USU0230T,6091327002,Escolarizada,33,14,,47,,,,0,,,,0
313 2020-2021 14USU0230T 6091336001,313,2020-2021,14USU0230T,6091336001,Escolarizada,5,3,,8,,,,0,,,,0
314 2020-2021 14USU0230T 6091329001,314,2020-2021,14USU0230T,6091329001,Escolarizada,4,6,,10,,,,0,,,,0
315 2020-2021 14USU0230T 6091336005,315,2020-2021,14USU0230T,6091336005,Escolarizada,8,3,,11,,,,0,,,,0
316 2020-2021 14USU0230T 6091336009,316,2020-2021,14USU0230T,6091336009,Escolarizada,0,3,,3,,,,0,,,,0
317 2020-2021 14USU0230T 6091331003,317,2020-2021,14USU0230T,6091331003,Escolarizada,13,10,,23,,,,0,,,,0
318 2020-2021 14USU0230T 6091332001,318,2020-2021,14USU0230T,6091332001,Escolarizada,4,2,,6,,,,0,,,,0
319 2020-2021 14USU0230T 6091336013,319,2020-2021,14USU0230T,6091336013,Escolarizada,3,1,,4,,,,0,,,,0
320 2020-2021 14USU0230T 6091334001,320,2020-2021,14USU0230T,6091334001,Escolarizada,3,0,,3,,,,0,,,,0
321 2020-2021 14USU0230T 6091337005,321,2020-2021,14USU0230T,6091337005,Escolarizada,13,2,,15,,,,0,,,,0
322 2020-2021 14USU0230T 6091338003,322,2020-2021,14USU0230T,6091338003,Escolarizada,6,7,,13,,,,0,,,,0
323 2020-2021 14USU0230T 6091339001,323,2020-2021,14USU0230T,6091339001,Escolarizada,0,1,,1,,,,0,,,,0
324 2020-2021 14USU0230T 6091340001,324,2020-2021,14USU0230T,6091340001,Escolarizada,18,43,,61,,,,0,,,,0
325 2020-2021 14USU0230T 6091340004,325,2020-2021,14USU0230T,6091340004,Escolarizada,12,7,,19,,,,0,,,,0
326 2020-2021 14USU0230T 6091342012,326,2020-2021,14USU0230T,6091342012,Escolarizada,15,13,,28,,,,0,,,,0
327 2020-2021 14USU0230T 6091343001,327,2020-2021,14USU0230T,6091343001,Escolarizada,2,7,,9,,,,0,,,,0
328 2020-2021 14USU0230T 6091344001,328,2020-2021,14USU0230T,6091344001,Escolarizada,20,0,,20,,,,0,,,,0
329 2020-2021 14USU0230T 6091344002,329,2020-2021,14USU0230T,6091344002,Escolarizada,2,2,,4,,,,0,,,,0
330 2020-2021 14USU0230T 6091345011,330,2020-2021,14USU0230T,6091345011,Escolarizada,2,0,,2,,,,0,,,,0
331 2020-2021 14USU0230T 6092202002,331,2020-2021,14USU0230T,6092202002,Escolarizada,0,12,,12,,,,0,,,,0
332 2020-2021 14USU0230T 6092206002,332,2020-2021,14USU0230T,6092206002,Escolarizada,1,8,,9,,,,0,,,,0
333 2020-2021 14USU0230T 6092207003,333,2020-2021,14USU0230T,6092207003,Escolarizada,3,7,,10,,,,0,,,,0
334 2020-2021 14USU0230T 6093201005,334,2020-2021,14USU0230T,6093201005,Escolarizada,2,1,,3,,,,0,,,,0
335 2020-2021 14USU0230T 6093203005,335,2020-2021,14USU0230T,6093203005,Escolarizada,2,12,,14,,,,0,,,,0
336 2020-2021 14USU0230T 6093204001,336,2020-2021,14USU0230T,6093204001,Escolarizada,1,12,,13,,,,0,,,,0
337 2020-2021 14USU0230T 6093205004,337,2020-2021,14USU0230T,6093205004,Escolarizada,4,4,,8,,,,0,,,,0
338 2020-2021 14USU0230T 6093206003,338,2020-2021,14USU0230T,6093206003,Escolarizada,9,5,,14,,,,0,,,,0
339 2020-2021 14USU0230T 6095600002,339,2020-2021,14USU0230T,6095600002,Escolarizada,2,5,,7,,,,0,,,,0
340 2020-2021 14USU0230T 7012601008,340,2020-2021,14USU0230T,7012601008,Escolarizada,6,5,,11,,,,0,,,,0
341 2020-2021 14USU0230T 7031100043,341,2020-2021,14USU0230T,7031100043,Escolarizada,0,9,,9,,,,0,,,,0
342 2020-2021 14USU0230T 7031100103,342,2020-2021,14USU0230T,7031100103,Escolarizada,5,15,,20,,,,0,,,,0
343 2020-2021 14USU0230T 7031500022,343,2020-2021,14USU0230T,7031500022,Escolarizada,2,10,,12,,,,0,,,,0
344 2020-2021 14USU0002Z 5094200006,344,2020-2021,14USU0002Z,5094200006,Escolarizada,12,32,,44,,,,0,,,,4
345 2020-2021 14USU0230T 7093207003,345,2020-2021,14USU0230T,7093207003,Escolarizada,2,0,,2,,,,0,,,,0
346 2020-2021 14USU0003Y 7052100021,346,2020-2021,14USU0003Y,7052100021,Escolarizada,2,3,,5,,,,0,,,,0
347 2020-2021 14USU0003Y 7061300005,347,2020-2021,14USU0003Y,7061300005,Escolarizada,4,1,,5,,,,0,,,,0
348 2020-2021 14USU0230T 7095600030,348,2020-2021,14USU0230T,7095600030,Escolarizada,10,20,,30,,,,0,,,,1
349 2020-2021 14USU0230T 8031100011,349,2020-2021,14USU0230T,8031100011,Escolarizada,1,2,,3,,,,0,,,,0
350 2020-2021 14USU0230T 8051200017,350,2020-2021,14USU0230T,8051200017,Escolarizada,4,11,,15,,,,0,,,,0
351 2020-2021 14USU0230T 8051200020,351,2020-2021,14USU0230T,8051200020,Escolarizada,5,6,,11,,,,0,,,,0
352 2020-2021 14USU0230T 8091100003,352,2020-2021,14USU0230T,8091100003,Escolarizada,4,5,,9,,,,0,,,,0
353 2020-2021 14USU0230T 8095000001,353,2020-2021,14USU0230T,8095000001,Escolarizada,4,3,,7,,,,0,,,,0
354 2020-2021 14USU0230T 8095200003,354,2020-2021,14USU0230T,8095200003,Escolarizada,6,7,,13,,,,0,,,,0
355 2020-2021 14USU0230T 8095600001,355,2020-2021,14USU0230T,8095600001,Escolarizada,5,8,,13,,,,0,,,,0
356 2020-2021 14USU0004X 5011200004,356,2020-2021,14USU0004X,5011200004,No escolarizada,18,77,,95,,,,0,,,,0
357 2020-2021 14USU0004X 5032200012,357,2020-2021,14USU0004X,5032200012,No escolarizada,4,13,,17,,,,0,,,,0
358 2020-2021 14USU0004X 5042100065,358,2020-2021,14USU0004X,5042100065,No escolarizada,66,97,,163,,,,0,,,,0
359 2020-2021 14USU0003Y 5011500002,359,2020-2021,14USU0003Y,5011500002,Escolarizada,15,64,,79,,,,0,,,,0
360 2020-2021 14USU0008T 5061100001,360,2020-2021,14USU0008T,5061100001,Escolarizada,20,1,,21,,,,0,,,,0
361 2020-2021 14USU0004X 7011400029,361,2020-2021,14USU0004X,7011400029,No escolarizada,8,13,,21,,,,0,,,,0
362 2020-2021 14USU0100Z 5031200004,362,2020-2021,14USU0100Z,5031200004,Escolarizada,0,13,,13,,,,0,,,,0
363 2020-2021 14USU0110G 5052100005,363,2020-2021,14USU0110G,5052100005,Escolarizada,27,15,,42,,,,0,,,,0
364 2020-2021 14USU0140A 5021600017,364,2020-2021,14USU0140A,5021600017,Escolarizada,15,149,,164,,,,0,,,,0
365 2020-2021 14MMS0759B BGC,365,2020-2021,14MMS0759B,BGC,Escolarizada,381,497,,878,,,,0,,,,2
366 2020-2021 14USU0140A 5073100009,366,2020-2021,14USU0140A,5073100009,Escolarizada,203,161,,364,,,,0,,,,0
367 2020-2021 14USU0140A 5073100024,367,2020-2021,14USU0140A,5073100024,Escolarizada,14,8,,22,,,,0,,,,0
368 2020-2021 14MMS0761Q BGC,368,2020-2021,14MMS0761Q,BGC,Escolarizada,31,40,,71,,,,0,,,,0
369 2020-2021 14MMS0762P BGC,369,2020-2021,14MMS0762P,BGC,Escolarizada,25,20,,45,,,,0,,,,0
370 2020-2021 14USU0150H 5042100117,370,2020-2021,14USU0150H,5042100117,Escolarizada,10,28,,38,,,,0,,,,0
371 2020-2021 14MMS0752I 3061300004,371,2020-2021,14MMS0752I,3061300004,Escolarizada,85,60,,145,,,,0,,,,0
372 2020-2021 14MMS0752I 3073200001,372,2020-2021,14MMS0752I,3073200001,Escolarizada,63,80,,143,,,,0,,,,0
373 2020-2021 14MMS0614G 3101600003,373,2020-2021,14MMS0614G,3101600003,Escolarizada,65,186,,251,,,,0,,,,0
374 2020-2021 14MMS0616E 2071100002,374,2020-2021,14MMS0616E,2071100002,Escolarizada,37,1,,38,,,,0,,,,0
375 2020-2021 14MMS0616E 2071400001,375,2020-2021,14MMS0616E,2071400001,Escolarizada,32,51,,83,,,,0,,,,0
376 2020-2021 14MMS0616E 2092100004,376,2020-2021,14MMS0616E,2092100004,Escolarizada,60,205,,265,,,,0,,,,0
377 2020-2021 14MMS0616E 3081100003,377,2020-2021,14MMS0616E,3081100003,Escolarizada,60,51,,111,,,,1,,,,0
378 2020-2021 14MMS0776S 2071100002,378,2020-2021,14MMS0776S,2071100002,Escolarizada,165,15,,180,,,,1,,,,0
379 2020-2021 14MMS0645Z 3021700001,379,2020-2021,14MMS0645Z,3021700001,Escolarizada,36,45,,81,,,,0,,,,0
380 2020-2021 14MMS0645Z 3042100001,380,2020-2021,14MMS0645Z,3042100001,Escolarizada,67,96,,163,,,,0,,,,0
381 2020-2021 14MMS0776S 2071200002,381,2020-2021,14MMS0776S,2071200002,Escolarizada,91,2,,93,,,,0,,,,0
382 2020-2021 14MMS0650L 3093100005,382,2020-2021,14MMS0650L,3093100005,Escolarizada,54,79,,133,,,,0,,,,0
383 2020-2021 14MMS0650L 3095300007,383,2020-2021,14MMS0650L,3095300007,Escolarizada,48,101,,149,,,,0,,,,0
384 2020-2021 14MMS0776S 2071400003,384,2020-2021,14MMS0776S,2071400003,Escolarizada,66,75,,141,,,,0,,,,0
385 2020-2021 14MMS0651K 3101600003,385,2020-2021,14MMS0651K,3101600003,Escolarizada,27,34,,61,,,,0,,,,0
386 2020-2021 14MMS0659C 3042100026,386,2020-2021,14MMS0659C,3042100026,Escolarizada,18,32,,50,,,,0,,,,0
387 2020-2021 14MMS0776S 2072100002,387,2020-2021,14MMS0776S,2072100002,Escolarizada,44,163,,207,,,,0,,,,0
388 2020-2021 14MMS0660S 3042000001,388,2020-2021,14MMS0660S,3042000001,Escolarizada,30,30,,60,,,,1,,,,0
389 2020-2021 14MMS0660S 3101600003,389,2020-2021,14MMS0660S,3101600003,Escolarizada,16,19,,35,,,,0,,,,0
390 2020-2021 14MMS0776S 2072300001,390,2020-2021,14MMS0776S,2072300001,Escolarizada,36,25,,61,,,,0,,,,0
391 2020-2021 14MMS0699D 3081100003,391,2020-2021,14MMS0699D,3081100003,Escolarizada,13,19,,32,,,,0,,,,0
392 2020-2021 14MMS0717C 3042000001,392,2020-2021,14MMS0717C,3042000001,Escolarizada,13,27,,40,,,,0,,,,0
393 2020-2021 14MMS0776S 2072400003,393,2020-2021,14MMS0776S,2072400003,Escolarizada,57,24,,81,,,,0,,,,0
394 2020-2021 14MMS0717C 3101600003,394,2020-2021,14MMS0717C,3101600003,Escolarizada,0,1,,1,,,,0,,,,0
395 2020-2021 14MMS0718B 3042000001,395,2020-2021,14MMS0718B,3042000001,Escolarizada,9,12,,21,,,,0,,,,0
396 2020-2021 14MMS0776S 3071700002,396,2020-2021,14MMS0776S,3071700002,Escolarizada,26,35,,61,,,,1,,,,0
397 2020-2021 14MMS0718B 3101600003,397,2020-2021,14MMS0718B,3101600003,Escolarizada,9,16,,25,,,,0,,,,0
398 2020-2021 14MMS0748W 3081100003,398,2020-2021,14MMS0748W,3081100003,Escolarizada,12,13,,25,,,,0,,,,0
399 2020-2021 14MMS0776S 3073200001,399,2020-2021,14MMS0776S,3073200001,Escolarizada,99,37,,136,,,,0,,,,0
400 2020-2021 14MMS0755F BGC,400,2020-2021,14MMS0755F,BGC,Escolarizada,24,14,,38,,,,0,,,,0
401 2020-2021 14MMS0756E BGC,401,2020-2021,14MMS0756E,BGC,Escolarizada,294,394,,688,,,,2,,,,0
402 2020-2021 14MMS0764N BGC,402,2020-2021,14MMS0764N,BGC,Escolarizada,10,34,,44,,,,0,,,,0
403 2020-2021 14USU0190I 5051100003,403,2020-2021,14USU0190I,5051100003,Escolarizada,31,52,,83,,,,0,,,,0
404 2020-2021 14MMS0776S 2062200013,404,2020-2021,14MMS0776S,2062200013,Escolarizada,167,55,,222,,,,0,,,,0
405 2020-2021 14MMS0777R 2092100004,405,2020-2021,14MMS0777R,2092100004,Escolarizada,65,214,,279,,,,0,,,,0
406 2020-2021 14MMS0799C 2062200007,406,2020-2021,14MMS0799C,2062200007,Escolarizada,151,75,,226,,,,0,,,,0
407 2020-2021 14MMS0799C 2071100002,407,2020-2021,14MMS0799C,2071100002,Escolarizada,163,19,,182,,,,0,,,,0
408 2020-2021 14MMS0799C 2071200002,408,2020-2021,14MMS0799C,2071200002,Escolarizada,81,22,,103,,,,0,,,,0
409 2020-2021 14MMS0799C 3041100005,409,2020-2021,14MMS0799C,3041100005,Escolarizada,78,83,,161,,,,1,,,,0
410 2020-2021 14MMS0799C 3042000001,410,2020-2021,14MMS0799C,3042000001,Escolarizada,111,200,,311,,,,0,,,,1
411 2020-2021 14MMS0766L BGC,411,2020-2021,14MMS0766L,BGC,Escolarizada,5,11,,16,,,,0,,,,0
412 2020-2021 14USU0004X 7012400001,412,2020-2021,14USU0004X,7012400001,No escolarizada,8,6,,14,,,,0,,,,0
413 2020-2021 14USU0190I 5073100009,413,2020-2021,14USU0190I,5073100009,Escolarizada,68,33,,101,,,,0,,,,0
