name,row,ciclo,nivel_estudiante,cve_plantel,entidad_universitaria,nombre_corto,cve_programa,nivel_educativo,programa_educativo,total,hombres,mujeres,personas_nb
124 Estudiantes en PEC por programa -560 - 2019-2020 - Sede Belenes - Maestría - Enseñanza del Inglés como Lengua Extranjera,560,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7012603017,Maestría,Enseñanza del Inglés como Lengua Extranjera,27,12,15,
124 Estudiantes en PEC por programa -561 - 2019-2020 - Sede Belenes - Maestría - Estudios de las Lenguas y Culturas Inglesas,561,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200011,Maestría,Estudios de las Lenguas y Culturas Inglesas,8,2,6,
124 Estudiantes en PEC por programa -562 - 2019-2020 - Sede Belenes - Maestría - Estudios de Literatura Mexicana,562,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022300005,Maestría,Estudios de Literatura Mexicana,14,8,6,
124 Estudiantes en PEC por programa -563 - 2019-2020 - Sede Belenes - Maestría - Estudios Filosóficos,563,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022600008,Maestría,Estudios Filosóficos,24,21,3,
124 Estudiantes en PEC por programa -564 - 2019-2020 - Sede Belenes - Maestría - Gestión y Desarrollo Social,564,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031200043,Maestría,Gestión y Desarrollo Social,24,7,17,
124 Estudiantes en PEC por programa -565 - 2019-2020 - Sede Belenes - Maestría - Global Politics And Transpacific Studies,565,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100049,Maestría,Global Politics And Transpacific Studies,10,6,4,
124 Estudiantes en PEC por programa -566 - 2019-2020 - Sede Belenes - Maestría - Historia de México,566,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022500015,Maestría,Historia de México,14,9,5,
"124 Estudiantes en PEC por programa -567 - 2019-2020 - Sede Belenes - Maestría - Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",567,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200019,Maestría,"Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",4,1,3,
124 Estudiantes en PEC por programa -568 - 2019-2020 - Sede Belenes - Maestría - Investigación Educativa,568,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7011200033,Maestría,Investigación Educativa,15,4,11,
124 Estudiantes en PEC por programa -569 - 2019-2020 - Sede Belenes - Maestría - Lingüística Aplicada,569,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022400002,Maestría,Lingüística Aplicada,13,3,10,
124 Estudiantes en PEC por programa -570 - 2019-2020 - Sede Belenes - Maestría - Relaciones Internacionales de Gobiernos y Actores Locales,570,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300078,Maestría,Relaciones Internacionales de Gobiernos y Actores Locales,6,4,2,
124 Estudiantes en PEC por programa -571 - 2020-2021 - Sede Belenes - Maestría - Ciencia Política,571,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300005,Maestría,Ciencia Política,15,8,7,
124 Estudiantes en PEC por programa -572 - 2020-2021 - Sede Belenes - Maestría - Ciencias Sociales,572,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031000001,Maestría,Ciencias Sociales,28,12,16,
124 Estudiantes en PEC por programa -573 - 2020-2021 - Sede Belenes - Maestría - Comunicación,573,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100004,Maestría,Comunicación,18,9,9,
124 Estudiantes en PEC por programa -574 - 2020-2021 - Sede Belenes - Maestría - Desarrollo Local y Territorio,574,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7073100005,Maestría,Desarrollo Local y Territorio,9,3,6,
124 Estudiantes en PEC por programa -575 - 2020-2021 - Sede Belenes - Maestría - Enseñanza del Inglés como Lengua Extranjera,575,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7012603017,Maestría,Enseñanza del Inglés como Lengua Extranjera,29,11,18,
124 Estudiantes en PEC por programa -576 - 2020-2021 - Sede Belenes - Maestría - Estudios de las Lenguas y Culturas Inglesas,576,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200011,Maestría,Estudios de las Lenguas y Culturas Inglesas,8,2,6,
124 Estudiantes en PEC por programa -577 - 2020-2021 - Sede Belenes - Maestría - Estudios de Literatura Mexicana,577,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022300005,Maestría,Estudios de Literatura Mexicana,14,8,6,
124 Estudiantes en PEC por programa -578 - 2020-2021 - Sede Belenes - Maestría - Estudios Filosóficos,578,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022600008,Maestría,Estudios Filosóficos,24,21,3,
124 Estudiantes en PEC por programa -579 - 2020-2021 - Sede Belenes - Maestría - Gestión y Desarrollo Social,579,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031200043,Maestría,Gestión y Desarrollo Social,-,-,-,
124 Estudiantes en PEC por programa -580 - 2020-2021 - Sede Belenes - Maestría - Global Politics And Transpacific Studies,580,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100049,Maestría,Global Politics And Transpacific Studies,7,2,5,
124 Estudiantes en PEC por programa -581 - 2020-2021 - Sede Belenes - Maestría - Historia de México,581,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022500015,Maestría,Historia de México,14,7,7,
"124 Estudiantes en PEC por programa -582 - 2020-2021 - Sede Belenes - Maestría - Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",582,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200019,Maestría,"Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",6,1,5,
124 Estudiantes en PEC por programa -583 - 2020-2021 - Sede Belenes - Maestría - Investigación Educativa,583,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7011200033,Maestría,Investigación Educativa,15,3,12,
124 Estudiantes en PEC por programa -584 - 2020-2021 - Sede Belenes - Maestría - Lingüística Aplicada,584,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022400002,Maestría,Lingüística Aplicada,13,3,10,
124 Estudiantes en PEC por programa -585 - 2020-2021 - Sede Belenes - Maestría - Relaciones Internacionales de Gobiernos y Actores Locales,585,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300078,Maestría,Relaciones Internacionales de Gobiernos y Actores Locales,14,7,7,
124 Estudiantes en PEC por programa -586 - 2021-2022 - Sede Belenes - Maestría - Ciencia Política,586,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300005,Maestría,Ciencia Política,19,11,8,
124 Estudiantes en PEC por programa -587 - 2021-2022 - Sede Belenes - Maestría - Ciencias Sociales,587,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031000001,Maestría,Ciencias Sociales,27,11,16,
124 Estudiantes en PEC por programa -588 - 2021-2022 - Sede Belenes - Maestría - Comunicación,588,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100004,Maestría,Comunicación,17,8,9,
124 Estudiantes en PEC por programa -589 - 2021-2022 - Sede Belenes - Maestría - Desarrollo Local y Territorio,589,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7073100005,Maestría,Desarrollo Local y Territorio,13,8,5,
124 Estudiantes en PEC por programa -590 - 2021-2022 - Sede Belenes - Maestría - Enseñanza del Inglés como Lengua Extranjera,590,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7012603017,Maestría,Enseñanza del Inglés como Lengua Extranjera,32,10,22,
124 Estudiantes en PEC por programa -591 - 2021-2022 - Sede Belenes - Maestría - Estudios de las Lenguas y Culturas Inglesas,591,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200011,Maestría,Estudios de las Lenguas y Culturas Inglesas,8,2,6,
124 Estudiantes en PEC por programa -592 - 2021-2022 - Sede Belenes - Maestría - Estudios de Literatura Mexicana,592,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022300005,Maestría,Estudios de Literatura Mexicana,27,15,12,
124 Estudiantes en PEC por programa -593 - 2021-2022 - Sede Belenes - Maestría - Estudios Filosóficos,593,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022600008,Maestría,Estudios Filosóficos,17,12,5,
124 Estudiantes en PEC por programa -594 - 2021-2022 - Sede Belenes - Maestría - Gestión y Desarrollo Social,594,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031200043,Maestría,Gestión y Desarrollo Social,24,8,16,
124 Estudiantes en PEC por programa -595 - 2021-2022 - Sede Belenes - Maestría - Global Politics And Transpacific Studies,595,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100049,Maestría,Global Politics And Transpacific Studies,9,4,5,
124 Estudiantes en PEC por programa -596 - 2021-2022 - Sede Belenes - Maestría - Historia de México,596,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022500015,Maestría,Historia de México,14,7,7,
"124 Estudiantes en PEC por programa -597 - 2021-2022 - Sede Belenes - Maestría - Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",597,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200019,Maestría,"Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",8,2,6,
124 Estudiantes en PEC por programa -598 - 2021-2022 - Sede Belenes - Maestría - Investigación Educativa,598,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7011200033,Maestría,Investigación Educativa,14,2,12,
124 Estudiantes en PEC por programa -599 - 2021-2022 - Sede Belenes - Maestría - Lingüística Aplicada,599,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022400002,Maestría,Lingüística Aplicada,24,4,20,
124 Estudiantes en PEC por programa -600 - 2021-2022 - Sede Belenes - Maestría - Relaciones Internacionales de Gobiernos y Actores Locales,600,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300078,Maestría,Relaciones Internacionales de Gobiernos y Actores Locales,9,4,5,
124 Estudiantes en PEC por programa -601 - 2022-2023 - Sede Belenes - Maestría - Ciencia Política,601,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300005,Maestría,Ciencia Política,15,11,4,
124 Estudiantes en PEC por programa -602 - 2022-2023 - Sede Belenes - Maestría - Ciencias Sociales,602,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031000001,Maestría,Ciencias Sociales,48,22,26,
124 Estudiantes en PEC por programa -603 - 2022-2023 - Sede Belenes - Maestría - Comunicación,603,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100004,Maestría,Comunicación,15,6,9,
124 Estudiantes en PEC por programa -604 - 2022-2023 - Sede Belenes - Maestría - Desarrollo Local y Territorio,604,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7073100005,Maestría,Desarrollo Local y Territorio,12,7,5,
124 Estudiantes en PEC por programa -605 - 2022-2023 - Sede Belenes - Maestría - Enseñanza del Inglés como Lengua Extranjera,605,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7012603017,Maestría,Enseñanza del Inglés como Lengua Extranjera,14,6,8,
124 Estudiantes en PEC por programa -606 - 2022-2023 - Sede Belenes - Maestría - Estudios de las Lenguas y Culturas Inglesas,606,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200011,Maestría,Estudios de las Lenguas y Culturas Inglesas,8,2,6,
124 Estudiantes en PEC por programa -607 - 2022-2023 - Sede Belenes - Maestría - Estudios de Literatura Mexicana,607,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022300005,Maestría,Estudios de Literatura Mexicana,12,6,6,
124 Estudiantes en PEC por programa -608 - 2022-2023 - Sede Belenes - Maestría - Estudios Filosóficos,608,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022600008,Maestría,Estudios Filosóficos,16,11,5,
124 Estudiantes en PEC por programa -609 - 2022-2023 - Sede Belenes - Maestría - Gestión y Desarrollo Social,609,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031200043,Maestría,Gestión y Desarrollo Social,19,1,18,
124 Estudiantes en PEC por programa -610 - 2022-2023 - Sede Belenes - Maestría - Global Politics And Transpacific Studies,610,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100049,Maestría,Global Politics And Transpacific Studies,6,3,3,
124 Estudiantes en PEC por programa -611 - 2022-2023 - Sede Belenes - Maestría - Historia de México,611,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022500015,Maestría,Historia de México,16,7,9,
"124 Estudiantes en PEC por programa -612 - 2022-2023 - Sede Belenes - Maestría - Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",612,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200019,Maestría,"Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",8,3,5,
124 Estudiantes en PEC por programa -613 - 2022-2023 - Sede Belenes - Maestría - Investigación Educativa,613,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7011200033,Maestría,Investigación Educativa,16,3,13,
124 Estudiantes en PEC por programa -614 - 2022-2023 - Sede Belenes - Maestría - Lingüística Aplicada,614,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022400002,Maestría,Lingüística Aplicada,13,2,11,
124 Estudiantes en PEC por programa -615 - 2022-2023 - Sede Belenes - Maestría - Relaciones Internacionales de Gobiernos y Actores Locales,615,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300078,Maestría,Relaciones Internacionales de Gobiernos y Actores Locales,2,1,1,
124 Estudiantes en PEC por programa -616 - 2023-2024 - Sede Belenes - Maestría - Ciencia Política,616,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300005,Maestría,Ciencia Política,16,12,4,
124 Estudiantes en PEC por programa -617 - 2023-2024 - Sede Belenes - Maestría - Ciencias Sociales,617,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031000001,Maestría,Ciencias Sociales,22,11,11,
124 Estudiantes en PEC por programa -618 - 2023-2024 - Sede Belenes - Maestría - Comunicación,618,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100004,Maestría,Comunicación,14,6,8,
124 Estudiantes en PEC por programa -619 - 2023-2024 - Sede Belenes - Maestría - Desarrollo Local y Territorio,619,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7073100005,Maestría,Desarrollo Local y Territorio,12,7,5,
124 Estudiantes en PEC por programa -620 - 2023-2024 - Sede Belenes - Maestría - Enseñanza del Inglés como Lengua Extranjera,620,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7012603017,Maestría,Enseñanza del Inglés como Lengua Extranjera,27,8,19,
124 Estudiantes en PEC por programa -621 - 2023-2024 - Sede Belenes - Maestría - Estudios de las Lenguas y Culturas Inglesas,621,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200011,Maestría,Estudios de las Lenguas y Culturas Inglesas,7,2,5,
124 Estudiantes en PEC por programa -622 - 2023-2024 - Sede Belenes - Maestría - Estudios de Literatura Mexicana,622,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022300005,Maestría,Estudios de Literatura Mexicana,10,5,5,
124 Estudiantes en PEC por programa -623 - 2023-2024 - Sede Belenes - Maestría - Estudios Filosóficos,623,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022600008,Maestría,Estudios Filosóficos,16,12,4,
124 Estudiantes en PEC por programa -624 - 2023-2024 - Sede Belenes - Maestría - Gestión y Desarrollo Social,624,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031200043,Maestría,Gestión y Desarrollo Social,19,1,18,
124 Estudiantes en PEC por programa -625 - 2023-2024 - Sede Belenes - Maestría - Global Politics And Transpacific Studies,625,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7032100049,Maestría,Global Politics And Transpacific Studies,6,3,3,
124 Estudiantes en PEC por programa -626 - 2023-2024 - Sede Belenes - Maestría - Historia de México,626,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022500015,Maestría,Historia de México,16,7,9,
"124 Estudiantes en PEC por programa -627 - 2023-2024 - Sede Belenes - Maestría - Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",627,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022200019,Maestría,"Interinstitucional en Deutsch Als Fremdsprache: Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",8,1,7,
124 Estudiantes en PEC por programa -628 - 2023-2024 - Sede Belenes - Maestría - Investigación Educativa,628,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7011200033,Maestría,Investigación Educativa,13,3,10,
124 Estudiantes en PEC por programa -629 - 2023-2024 - Sede Belenes - Maestría - Lingüística Aplicada,629,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7022400002,Maestría,Lingüística Aplicada,0,0,0,
124 Estudiantes en PEC por programa -630 - 2023-2024 - Sede Belenes - Maestría - Relaciones Internacionales de Gobiernos y Actores Locales,630,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,7031300078,Maestría,Relaciones Internacionales de Gobiernos y Actores Locales,6,1,5,
124 Estudiantes en PEC por programa -631 - 2018-2019 - Sede Belenes - Doctorado - Ciencia Política,631,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,17,10,7,
124 Estudiantes en PEC por programa -632 - 2018-2019 - Sede Belenes - Doctorado - Ciencias Sociales,632,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,43,23,20,
124 Estudiantes en PEC por programa -633 - 2018-2019 - Sede Belenes - Doctorado - Cognición y Aprendizaje,633,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,,,,
124 Estudiantes en PEC por programa -634 - 2018-2019 - Sede Belenes - Doctorado - Educación,634,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,29,8,21,
124 Estudiantes en PEC por programa -635 - 2018-2019 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,635,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,6,2,4,
124 Estudiantes en PEC por programa -636 - 2018-2019 - Sede Belenes - Doctorado - Historia,636,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,20,9,11,
124 Estudiantes en PEC por programa -637 - 2018-2019 - Sede Belenes - Doctorado - Humanidades,637,2018-2019,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,24,15,9,
124 Estudiantes en PEC por programa -638 - 2019-2020 - Sede Belenes - Doctorado - Ciencia Política,638,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,15,9,6,
124 Estudiantes en PEC por programa -639 - 2019-2020 - Sede Belenes - Doctorado - Ciencias Sociales,639,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,21,8,13,
124 Estudiantes en PEC por programa -640 - 2019-2020 - Sede Belenes - Doctorado - Cognición y Aprendizaje,640,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,,,,
124 Estudiantes en PEC por programa -641 - 2019-2020 - Sede Belenes - Doctorado - Educación,641,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,13,5,8,
124 Estudiantes en PEC por programa -642 - 2019-2020 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,642,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,16,7,9,
124 Estudiantes en PEC por programa -643 - 2019-2020 - Sede Belenes - Doctorado - Historia,643,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,18,8,10,
124 Estudiantes en PEC por programa -644 - 2019-2020 - Sede Belenes - Doctorado - Humanidades,644,2019-2020,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,24,15,9,
124 Estudiantes en PEC por programa -645 - 2020-2021 - Sede Belenes - Doctorado - Ciencia Política,645,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,31,17,14,
124 Estudiantes en PEC por programa -646 - 2020-2021 - Sede Belenes - Doctorado - Ciencias Sociales,646,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,43,18,25,
124 Estudiantes en PEC por programa -647 - 2020-2021 - Sede Belenes - Doctorado - Cognición y Aprendizaje,647,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,,,,
124 Estudiantes en PEC por programa -648 - 2020-2021 - Sede Belenes - Doctorado - Educación,648,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,23,9,14,
124 Estudiantes en PEC por programa -649 - 2020-2021 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,649,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,15,6,9,
124 Estudiantes en PEC por programa -650 - 2020-2021 - Sede Belenes - Doctorado - Historia,650,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,17,7,10,
124 Estudiantes en PEC por programa -651 - 2020-2021 - Sede Belenes - Doctorado - Humanidades,651,2020-2021,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,12,7,5,
124 Estudiantes en PEC por programa -652 - 2021-2022 - Sede Belenes - Doctorado - Ciencia Política,652,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,17,9,8,
124 Estudiantes en PEC por programa -653 - 2021-2022 - Sede Belenes - Doctorado - Ciencias Sociales,653,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,62,24,38,
124 Estudiantes en PEC por programa -654 - 2021-2022 - Sede Belenes - Doctorado - Cognición y Aprendizaje,654,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,12,8,4,
124 Estudiantes en PEC por programa -655 - 2021-2022 - Sede Belenes - Doctorado - Educación,655,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,23,9,14,
124 Estudiantes en PEC por programa -656 - 2021-2022 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,656,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,23,12,11,
124 Estudiantes en PEC por programa -657 - 2021-2022 - Sede Belenes - Doctorado - Historia,657,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,17,7,10,
124 Estudiantes en PEC por programa -658 - 2021-2022 - Sede Belenes - Doctorado - Humanidades,658,2021-2022,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,12,7,5,
124 Estudiantes en PEC por programa -659 - 2022-2023 - Sede Belenes - Doctorado - Ciencia Política,659,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,42,26,16,
124 Estudiantes en PEC por programa -660 - 2022-2023 - Sede Belenes - Doctorado - Ciencias Sociales,660,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,42,17,25,
124 Estudiantes en PEC por programa -661 - 2022-2023 - Sede Belenes - Doctorado - Cognición y Aprendizaje,661,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,0,0,0,
124 Estudiantes en PEC por programa -662 - 2022-2023 - Sede Belenes - Doctorado - Educación,662,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,28,10,18,
124 Estudiantes en PEC por programa -663 - 2022-2023 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,663,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,15,10,5,
124 Estudiantes en PEC por programa -664 - 2022-2023 - Sede Belenes - Doctorado - Historia,664,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,22,9,13,
124 Estudiantes en PEC por programa -665 - 2022-2023 - Sede Belenes - Doctorado - Humanidades,665,2022-2023,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,0,0,0,
124 Estudiantes en PEC por programa -666 - 2023-2024 - Sede Belenes - Doctorado - Ciencia Política,666,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031300003,Doctorado,Ciencia Política,13,10,3,
124 Estudiantes en PEC por programa -667 - 2023-2024 - Sede Belenes - Doctorado - Ciencias Sociales,667,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8031000001,Doctorado,Ciencias Sociales,39,13,26,
124 Estudiantes en PEC por programa -668 - 2023-2024 - Sede Belenes - Doctorado - Cognición y Aprendizaje,668,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011000006,Doctorado,Cognición y Aprendizaje,11,3,8,
124 Estudiantes en PEC por programa -669 - 2023-2024 - Sede Belenes - Doctorado - Educación,669,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8011500003,Doctorado,Educación,26,8,18,
124 Estudiantes en PEC por programa -670 - 2023-2024 - Sede Belenes - Doctorado - Geografía y Ordenación Territorial,670,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8052300012,Doctorado,Geografía y Ordenación Territorial,20,12,8,
124 Estudiantes en PEC por programa -671 - 2023-2024 - Sede Belenes - Doctorado - Historia,671,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022500004,Doctorado,Historia,17,7,10,
124 Estudiantes en PEC por programa -672 - 2023-2024 - Sede Belenes - Doctorado - Humanidades,672,2023-2024,Posgrado,14USU0010H,CUCSH,Sede Belenes,8022000001,Doctorado,Humanidades,24,15,9,
124 Estudiantes en PEC por programa -673 - 2018-2019 - Sede La Normal - Maestría - Derecho,673,2018-2019,Posgrado,14USU0100Z,CUCSH,Sede La Normal,7033100026,Maestría,Derecho,90,52,38,
124 Estudiantes en PEC por programa -674 - 2019-2020 - Sede La Normal - Maestría - Derecho,674,2019-2020,Posgrado,14USU0100Z,CUCSH,Sede La Normal,7033100026,Maestría,Derecho,90,50,40,
124 Estudiantes en PEC por programa -675 - 2020-2021 - Sede La Normal - Maestría - Derecho,675,2020-2021,Posgrado,14USU0100Z,CUCSH,Sede La Normal,7033100026,Maestría,Derecho,78,46,32,
