name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
122 2019-2020 14USU0200Z 5041400032,122,2019-2020,14USU0200Z,5041400032,Escolarizada,4,11,,15,,,,0,,,,0
123 2019-2020 14USU0200Z 5042000002,123,2019-2020,14USU0200Z,5042000002,Escolarizada,15,13,,28,,,,0,,,,0
124 2019-2020 14USU0200Z 5051300005,124,2019-2020,14USU0200Z,5051300005,Escolarizada,8,4,,12,,,,0,,,,0
125 2019-2020 14USU0200Z 5062100033,125,2019-2020,14USU0200Z,5062100033,Escolarizada,7,1,,8,,,,0,,,,0
126 2019-2020 14USU0200Z 5071300014,126,2019-2020,14USU0200Z,5071300014,Escolarizada,8,1,,9,,,,0,,,,0
127 2019-2020 14USU0200Z 5073200010,127,2019-2020,14USU0200Z,5073200010,Escolarizada,11,0,,11,,,,0,,,,0
128 2019-2020 14USU0200Z 5081300016,128,2019-2020,14USU0200Z,5081300016,Escolarizada,15,3,,18,,,,0,,,,0
129 2019-2020 14USU0200Z 5094200006,129,2019-2020,14USU0200Z,5094200006,Escolarizada,1,17,,18,,,,0,,,,1
130 2019-2020 14USU0200Z 5101600013,130,2019-2020,14USU0200Z,5101600013,Escolarizada,1,11,,12,,,,0,,,,0
131 2019-2020 14USU0210F 4101600012,131,2019-2020,14USU0210F,4101600012,Escolarizada,0,1,,1,,,,0,,,,0
132 2019-2020 14USU0210F 4103100001,132,2019-2020,14USU0210F,4103100001,Escolarizada,2,0,,2,,,,0,,,,0
133 2019-2020 14USU0160O 5095400006,133,2019-2020,14USU0160O,5095400006,Escolarizada,13,17,,30,,,,0,,,,0
134 2019-2020 14USU0170V 5092100006,134,2019-2020,14USU0170V,5092100006,Escolarizada,10,24,,34,,,,1,,,,0
135 2019-2020 14USU0170V 5033100003,135,2019-2020,14USU0170V,5033100003,Escolarizada,1,3,,4,,,,0,,,,0
136 2019-2020 14USU0170V 5041100021,136,2019-2020,14USU0170V,5041100021,Escolarizada,0,1,,1,,,,0,,,,0
137 2019-2020 14USU0170V 5042000002,137,2019-2020,14USU0170V,5042000002,Escolarizada,1,4,,5,,,,0,,,,0
138 2019-2020 14USU0170V 5081100010,138,2019-2020,14USU0170V,5081100010,Escolarizada,3,1,,4,,,,0,,,,0
139 2019-2020 14USU0180B 5033100003,139,2019-2020,14USU0180B,5033100003,Escolarizada,39,38,,77,,,,0,,,,0
140 2019-2020 14USU0180B 5042000002,140,2019-2020,14USU0180B,5042000002,Escolarizada,8,23,,31,,,,0,,,,0
141 2019-2020 14USU0190I 5021000114,141,2019-2020,14USU0190I,5021000114,Escolarizada,0,1,,1,,,,0,,,,0
142 2019-2020 14USU0190I 5021500002,142,2019-2020,14USU0190I,5021500002,Escolarizada,6,8,,14,,,,0,,,,0
143 2019-2020 14USU0190I 5021500044,143,2019-2020,14USU0190I,5021500044,Escolarizada,4,4,,8,,,,0,,,,0
144 2019-2020 14USU0190I 5031100007,144,2019-2020,14USU0190I,5031100007,Escolarizada,10,19,,29,,,,0,,,,0
145 2019-2020 14USU0190I 5033100003,145,2019-2020,14USU0190I,5033100003,Escolarizada,8,23,,31,,,,2,,,,0
146 2019-2020 14USU0190I 5041400032,146,2019-2020,14USU0190I,5041400032,Escolarizada,16,18,,34,,,,0,,,,0
147 2019-2020 14USU0190I 5042000002,147,2019-2020,14USU0190I,5042000002,Escolarizada,10,15,,25,,,,1,,,,1
148 2019-2020 14USU0190I 5051100003,148,2019-2020,14USU0190I,5051100003,Escolarizada,1,2,,3,,,,0,,,,0
149 2019-2020 14USU0190I 5061000002,149,2019-2020,14USU0190I,5061000002,Escolarizada,4,0,,4,,,,0,,,,0
150 2019-2020 14USU0190I 5062100034,150,2019-2020,14USU0190I,5062100034,Escolarizada,9,1,,10,,,,0,,,,0
151 2019-2020 14USU0190I 5073100009,151,2019-2020,14USU0190I,5073100009,Escolarizada,14,11,,25,,,,1,,,,0
152 2019-2020 14USU0140A 5073100009,152,2019-2020,14USU0140A,5073100009,Escolarizada,40,24,,64,,,,0,,,,0
153 2019-2020 14USU0140A 5073100024,153,2019-2020,14USU0140A,5073100024,Escolarizada,3,2,,5,,,,0,,,,0
154 2019-2020 14USU0150H 5031100007,154,2019-2020,14USU0150H,5031100007,Escolarizada,0,4,,4,,,,0,,,,0
155 2019-2020 14USU0150H 5033100003,155,2019-2020,14USU0150H,5033100003,Escolarizada,0,3,,3,,,,0,,,,0
156 2019-2020 14USU0150H 5041400032,156,2019-2020,14USU0150H,5041400032,Escolarizada,2,5,,7,,,,0,,,,0
157 2019-2020 14USU0150H 5042000002,157,2019-2020,14USU0150H,5042000002,Escolarizada,6,6,,12,,,,0,,,,0
158 2019-2020 14USU0150H 5042100117,158,2019-2020,14USU0150H,5042100117,Escolarizada,0,2,,2,,,,1,,,,0
159 2019-2020 14USU0160O 5031100007,159,2019-2020,14USU0160O,5031100007,Escolarizada,4,17,,21,,,,0,,,,0
160 2019-2020 14USU0160O 5032100038,160,2019-2020,14USU0160O,5032100038,Escolarizada,2,8,,10,,,,0,,,,0
161 2019-2020 14USU0160O 5033100003,161,2019-2020,14USU0160O,5033100003,Escolarizada,11,9,,20,,,,1,,,,0
162 2019-2020 14USU0160O 5041100056,162,2019-2020,14USU0160O,5041100056,Escolarizada,3,5,,8,,,,0,,,,0
163 2019-2020 14USU0160O 5041200028,163,2019-2020,14USU0160O,5041200028,Escolarizada,5,2,,7,,,,0,,,,0
164 2019-2020 14USU0160O 5041400032,164,2019-2020,14USU0160O,5041400032,Escolarizada,5,9,,14,,,,0,,,,0
165 2019-2020 14USU0160O 5042000002,165,2019-2020,14USU0160O,5042000002,Escolarizada,5,6,,11,,,,0,,,,0
166 2019-2020 14USU0160O 5042100117,166,2019-2020,14USU0160O,5042100117,Escolarizada,1,1,,2,,,,0,,,,0
167 2019-2020 14USU0003Y 7011400011,167,2019-2020,14USU0003Y,7011400011,Escolarizada,1,3,,4,,,,0,,,,0
168 2019-2020 14USU0003Y 7052100021,168,2019-2020,14USU0003Y,7052100021,Escolarizada,0,1,,1,,,,0,,,,0
169 2019-2020 14USU0003Y 7071300003,169,2019-2020,14USU0003Y,7071300003,Escolarizada,5,1,,6,,,,0,,,,0
170 2019-2020 14USU0003Y 8052100019,170,2019-2020,14USU0003Y,8052100019,Escolarizada,1,2,,3,,,,0,,,,0
171 2019-2020 14USU0220M 5093100002,171,2019-2020,14USU0220M,5093100002,Escolarizada,10,14,,24,,,,0,,,,0
172 2019-2020 14USU0220M 5094200006,172,2019-2020,14USU0220M,5094200006,Escolarizada,0,10,,10,,,,0,,,,0
173 2019-2020 14USU0221L 5022000001,173,2019-2020,14USU0221L,5022000001,Escolarizada,2,1,,3,,,,0,,,,0
174 2019-2020 14USU0221L 5031100007,174,2019-2020,14USU0221L,5031100007,Escolarizada,7,15,,22,,,,1,,,,0
175 2019-2020 14USU0221L 5033100003,175,2019-2020,14USU0221L,5033100003,Escolarizada,7,16,,23,,,,0,,,,0
176 2019-2020 14USU0221L 5042000002,176,2019-2020,14USU0221L,5042000002,Escolarizada,0,1,,1,,,,0,,,,0
177 2019-2020 14USU0221L 5042400005,177,2019-2020,14USU0221L,5042400005,Escolarizada,3,4,,7,,,,0,,,,0
178 2019-2020 14USU0221L 5062200073,178,2019-2020,14USU0221L,5062200073,Escolarizada,6,0,,6,,,,0,,,,0
179 2019-2020 14USU0221L 5071300014,179,2019-2020,14USU0221L,5071300014,Escolarizada,8,0,,8,,,,0,,,,0
180 2019-2020 14USU0221L 5071400008,180,2019-2020,14USU0221L,5071400008,Escolarizada,3,3,,6,,,,0,,,,0
181 2019-2020 14USU0222K 5031100007,181,2019-2020,14USU0222K,5031100007,Escolarizada,4,7,,11,,,,0,,,,0
182 2019-2020 14USU0222K 5033100003,182,2019-2020,14USU0222K,5033100003,Escolarizada,11,8,,19,,,,0,,,,0
183 2019-2020 14USU0222K 5042000002,183,2019-2020,14USU0222K,5042000002,Escolarizada,5,7,,12,,,,0,,,,0
184 2019-2020 14USU0222K 5062200082,184,2019-2020,14USU0222K,5062200082,Escolarizada,4,3,,7,,,,0,,,,0
185 2019-2020 14USU0230T 4093100005,185,2019-2020,14USU0230T,4093100005,Escolarizada,4,5,,9,,,,0,,,,0
186 2019-2020 14USU0230T 4094100005,186,2019-2020,14USU0230T,4094100005,Escolarizada,4,17,,21,,,,0,,,,0
187 2019-2020 14USU0230T 4094100010,187,2019-2020,14USU0230T,4094100010,Escolarizada,1,3,,4,,,,0,,,,0
188 2019-2020 14USU0230T 4095300010,188,2019-2020,14USU0230T,4095300010,Escolarizada,10,9,,19,,,,0,,,,0
189 2019-2020 14USU0230T 4103100001,189,2019-2020,14USU0230T,4103100001,Escolarizada,4,4,,8,,,,0,,,,0
190 2019-2020 14USU0220M 5061000002,190,2019-2020,14USU0220M,5061000002,Escolarizada,2,1,,3,,,,1,,,,0
191 2019-2020 14USU0220M 5072100002,191,2019-2020,14USU0220M,5072100002,Escolarizada,8,6,,14,,,,0,,,,0
192 2019-2020 14USU0220M 5081100050,192,2019-2020,14USU0220M,5081100050,Escolarizada,1,2,,3,,,,0,,,,0
193 2019-2020 14USU0220M 5082100001,193,2019-2020,14USU0220M,5082100001,Escolarizada,6,4,,10,,,,0,,,,0
194 2019-2020 14USU0220M 5091100011,194,2019-2020,14USU0220M,5091100011,Escolarizada,30,23,,53,,,,0,,,,0
195 2019-2020 14USU0220M 5092100006,195,2019-2020,14USU0220M,5092100006,Escolarizada,5,16,,21,,,,0,,,,0
196 2019-2020 14USU0210F 5022300022,196,2019-2020,14USU0210F,5022300022,Escolarizada,3,2,,5,,,,0,,,,0
197 2019-2020 14USU0210F 5031100007,197,2019-2020,14USU0210F,5031100007,Escolarizada,12,46,,58,,,,0,,,,0
198 2019-2020 14USU0210F 5032100038,198,2019-2020,14USU0210F,5032100038,Escolarizada,3,6,,9,,,,0,,,,0
199 2019-2020 14USU0210F 5033100003,199,2019-2020,14USU0210F,5033100003,Escolarizada,37,43,,80,,,,1,,,,0
200 2019-2020 14USU0210F 5041100021,200,2019-2020,14USU0210F,5041100021,Escolarizada,13,11,,24,,,,0,,,,0
201 2019-2020 14USU0210F 5041100056,201,2019-2020,14USU0210F,5041100056,Escolarizada,16,24,,40,,,,0,,,,0
202 2019-2020 14USU0210F 5042200024,202,2019-2020,14USU0210F,5042200024,Escolarizada,2,7,,9,,,,0,,,,0
203 2019-2020 14USU0210F 5062100034,203,2019-2020,14USU0210F,5062100034,Escolarizada,4,0,,4,,,,0,,,,0
204 2019-2020 14USU0210F 5082100001,204,2019-2020,14USU0210F,5082100001,Escolarizada,39,18,,57,,,,0,,,,0
205 2019-2020 14USU0210F 5091100011,205,2019-2020,14USU0210F,5091100011,Escolarizada,54,66,,120,,,,0,,,,0
206 2019-2020 14USU0210F 5092100006,206,2019-2020,14USU0210F,5092100006,Escolarizada,63,219,,282,,,,0,,,,0
207 2019-2020 14USU0210F 5094200006,207,2019-2020,14USU0210F,5094200006,Escolarizada,11,37,,48,,,,0,,,,0
208 2019-2020 14USU0210F 5103100007,208,2019-2020,14USU0210F,5103100007,Escolarizada,4,0,,4,,,,0,,,,0
209 2019-2020 14USU0220M 5031100007,209,2019-2020,14USU0220M,5031100007,Escolarizada,2,15,,17,,,,0,,,,0
210 2019-2020 14USU0220M 5033100003,210,2019-2020,14USU0220M,5033100003,Escolarizada,5,7,,12,,,,2,,,,0
211 2019-2020 14USU0220M 5041100056,211,2019-2020,14USU0220M,5041100056,Escolarizada,7,3,,10,,,,0,,,,0
212 2019-2020 14USU0220M 5041400032,212,2019-2020,14USU0220M,5041400032,Escolarizada,6,8,,14,,,,0,,,,0
213 2019-2020 14USU0220M 5042000002,213,2019-2020,14USU0220M,5042000002,Escolarizada,10,8,,18,,,,0,,,,0
214 2019-2020 14USU0190I 5073200005,214,2019-2020,14USU0190I,5073200005,Escolarizada,17,3,,20,,,,0,,,,0
215 2019-2020 14USU0190I 5091100011,215,2019-2020,14USU0190I,5091100011,Escolarizada,32,28,,60,,,,2,,,,0
216 2019-2020 14USU0190I 5092100006,216,2019-2020,14USU0190I,5092100006,Escolarizada,5,27,,32,,,,2,,,,0
217 2019-2020 14USU0120N 7041100026,217,2019-2020,14USU0120N,7041100026,Escolarizada,5,0,,5,,,,1,,,,0
218 2019-2020 14USU0120N 7041200034,218,2019-2020,14USU0120N,7041200034,Escolarizada,3,8,,11,,,,0,,,,0
219 2019-2020 14USU0120N 7041300024,219,2019-2020,14USU0120N,7041300024,Escolarizada,4,1,,5,,,,0,,,,0
220 2019-2020 14USU0120N 7041400008,220,2019-2020,14USU0120N,7041400008,Escolarizada,1,2,,3,,,,0,,,,0
221 2019-2020 14USU0010H 8022000001,221,2019-2020,14USU0010H,8022000001,Escolarizada,1,0,,1,,,,0,,,,0
222 2019-2020 14USU0010H 8031000001,222,2019-2020,14USU0010H,8031000001,Escolarizada,1,2,,3,,,,0,,,,0
223 2019-2020 14USU0010H 8031300003,223,2019-2020,14USU0010H,8031300003,Escolarizada,2,1,,3,,,,0,,,,0
224 2019-2020 14USU0100Z 7022300015,224,2019-2020,14USU0100Z,7022300015,Escolarizada,0,1,,1,,,,0,,,,0
225 2019-2020 14USU0100Z 7033100026,225,2019-2020,14USU0100Z,7033100026,Escolarizada,11,12,,23,,,,0,,,,0
226 2019-2020 14USU0100Z 8033100009,226,2019-2020,14USU0100Z,8033100009,Escolarizada,2,0,,2,,,,0,,,,0
227 2019-2020 14USU0110G 6041100014,227,2019-2020,14USU0110G,6041100014,Escolarizada,1,0,,1,,,,0,,,,0
228 2019-2020 14USU0110G 7012604029,228,2019-2020,14USU0110G,7012604029,Escolarizada,3,4,,7,,,,0,,,,0
229 2019-2020 14USU0110G 7052100009,229,2019-2020,14USU0110G,7052100009,Escolarizada,3,0,,3,,,,0,,,,0
230 2019-2020 14USU0110G 7052200003,230,2019-2020,14USU0110G,7052200003,Escolarizada,1,0,,1,,,,0,,,,0
231 2019-2020 14USU0110G 7052200006,231,2019-2020,14USU0110G,7052200006,Escolarizada,3,3,,6,,,,0,,,,0
232 2019-2020 14USU0110G 7052200018,232,2019-2020,14USU0110G,7052200018,Escolarizada,1,1,,2,,,,0,,,,0
233 2019-2020 14USU0110G 7052300025,233,2019-2020,14USU0110G,7052300025,Escolarizada,1,1,,2,,,,0,,,,0
234 2019-2020 14USU0110G 7061300011,234,2019-2020,14USU0110G,7061300011,Escolarizada,1,0,,1,,,,0,,,,0
235 2019-2020 14USU0110G 7071200009,235,2019-2020,14USU0110G,7071200009,Escolarizada,2,0,,2,,,,0,,,,0
236 2019-2020 14USU0110G 7071300026,236,2019-2020,14USU0110G,7071300026,Escolarizada,7,1,,8,,,,0,,,,0
237 2019-2020 14USU0110G 7071400012,237,2019-2020,14USU0110G,7071400012,Escolarizada,3,3,,6,,,,0,,,,0
238 2019-2020 14USU0110G 7071500006,238,2019-2020,14USU0110G,7071500006,Escolarizada,0,1,,1,,,,0,,,,0
239 2019-2020 14USU0005W 7012602009,239,2019-2020,14USU0005W,7012602009,Escolarizada,1,1,,2,,,,0,,,,0
240 2019-2020 14USU0008T 7042300011,240,2019-2020,14USU0008T,7042300011,Escolarizada,2,0,,2,,,,0,,,,0
241 2019-2020 14USU0008T 7071000033,241,2019-2020,14USU0008T,7071000033,Escolarizada,1,0,,1,,,,0,,,,0
242 2019-2020 14USU0008T 7071200021,242,2019-2020,14USU0008T,7071200021,Escolarizada,1,0,,1,,,,0,,,,0
243 2019-2020 14USU0008T 7102100006,243,2019-2020,14USU0008T,7102100006,Escolarizada,0,2,,2,,,,0,,,,0
244 2019-2020 14USU0008T 8102100001,244,2019-2020,14USU0008T,8102100001,Escolarizada,1,1,,2,,,,0,,,,0
245 2019-2020 14USU0010H 7011200033,245,2019-2020,14USU0010H,7011200033,Escolarizada,0,2,,2,,,,0,,,,0
246 2019-2020 14USU0010H 7012603017,246,2019-2020,14USU0010H,7012603017,Escolarizada,2,3,,5,,,,0,,,,0
247 2019-2020 14USU0010H 7022200011,247,2019-2020,14USU0010H,7022200011,Escolarizada,0,1,,1,,,,0,,,,0
248 2019-2020 14USU0010H 7022300005,248,2019-2020,14USU0010H,7022300005,Escolarizada,0,1,,1,,,,0,,,,0
249 2019-2020 14USU0010H 7022400002,249,2019-2020,14USU0010H,7022400002,Escolarizada,1,1,,2,,,,0,,,,0
250 2019-2020 14USU0010H 7022500015,250,2019-2020,14USU0010H,7022500015,Escolarizada,2,0,,2,,,,0,,,,0
251 2019-2020 14USU0010H 7022600008,251,2019-2020,14USU0010H,7022600008,Escolarizada,5,0,,5,,,,0,,,,0
252 2019-2020 14USU0010H 7031000001,252,2019-2020,14USU0010H,7031000001,Escolarizada,3,5,,8,,,,0,,,,0
253 2019-2020 14USU0010H 7031200043,253,2019-2020,14USU0010H,7031200043,Escolarizada,1,1,,2,,,,0,,,,0
254 2019-2020 14USU0010H 7031300005,254,2019-2020,14USU0010H,7031300005,Escolarizada,0,2,,2,,,,0,,,,0
255 2019-2020 14USU0010H 7032100004,255,2019-2020,14USU0010H,7032100004,Escolarizada,3,5,,8,,,,0,,,,0
256 2019-2020 14USU0010H 7073100005,256,2019-2020,14USU0010H,7073100005,Escolarizada,1,0,,1,,,,0,,,,0
257 2019-2020 14USU0230T 5031100007,257,2019-2020,14USU0230T,5031100007,Escolarizada,39,100,,139,,,,1,,,,0
258 2019-2020 14USU0230T 5091100011,258,2019-2020,14USU0230T,5091100011,Escolarizada,267,324,,591,,,,0,,,,1
259 2019-2020 14USU0230T 5092100006,259,2019-2020,14USU0230T,5092100006,Escolarizada,59,247,,306,,,,0,,,,0
260 2019-2020 14USU0230T 5093100002,260,2019-2020,14USU0230T,5093100002,Escolarizada,48,89,,137,,,,1,,,,0
261 2019-2020 14USU0230T 5094200006,261,2019-2020,14USU0230T,5094200006,Escolarizada,15,75,,90,,,,0,,,,1
262 2019-2020 14USU0230T 5101100015,262,2019-2020,14USU0230T,5101100015,Escolarizada,26,19,,45,,,,0,,,,0
263 2019-2020 14USU0002Z 7011400011,263,2019-2020,14USU0002Z,7011400011,Escolarizada,4,5,,9,,,,0,,,,0
264 2019-2020 14USU0002Z 7033100026,264,2019-2020,14USU0002Z,7033100026,Escolarizada,2,0,,2,,,,0,,,,0
265 2019-2020 14USU0002Z 7042100033,265,2019-2020,14USU0002Z,7042100033,Escolarizada,3,4,,7,,,,0,,,,0
266 2019-2020 14USU0002Z 7095600030,266,2019-2020,14USU0002Z,7095600030,Escolarizada,4,6,,10,,,,0,,,,0
267 2019-2020 14USU0190I 7042100033,267,2019-2020,14USU0190I,7042100033,Escolarizada,3,4,,7,,,,0,,,,0
268 2019-2020 14USU0190I 7052300006,268,2019-2020,14USU0190I,7052300006,Escolarizada,3,3,,6,,,,0,,,,0
269 2019-2020 14USU0190I 8042200004,269,2019-2020,14USU0190I,8042200004,Escolarizada,2,0,,2,,,,0,,,,0
270 2019-2020 14USU0190I 8051300007,270,2019-2020,14USU0190I,8051300007,Escolarizada,0,1,,1,,,,0,,,,0
271 2019-2020 14USU0190I 7042200008,271,2019-2020,14USU0190I,7042200008,Escolarizada,1,0,,1,,,,0,,,,0
272 2019-2020 14USU0200Z 7033100026,272,2019-2020,14USU0200Z,7033100026,Escolarizada,0,1,,1,,,,0,,,,0
273 2019-2020 14USU0200Z 7042100015,273,2019-2020,14USU0200Z,7042100015,Escolarizada,3,10,,13,,,,0,,,,0
274 2019-2020 14USU0200Z 7051300018,274,2019-2020,14USU0200Z,7051300018,Escolarizada,1,2,,3,,,,0,,,,0
275 2019-2020 14USU0200Z 8051300007,275,2019-2020,14USU0200Z,8051300007,Escolarizada,0,1,,1,,,,0,,,,0
276 2019-2020 14USU0200Z 7041400008,276,2019-2020,14USU0200Z,7041400008,Escolarizada,1,0,,1,,,,0,,,,0
277 2019-2020 14USU0120N 8062200005,277,2019-2020,14USU0120N,8062200005,Escolarizada,2,0,,2,,,,0,,,,0
278 2019-2020 14USU0120N 8031400010,278,2019-2020,14USU0120N,8031400010,Escolarizada,0,2,,2,,,,0,,,,0
279 2019-2020 14USU0130U 7011000002,279,2019-2020,14USU0130U,7011000002,Escolarizada,0,2,,2,,,,0,,,,0
280 2019-2020 14USU0130U 7031100005,280,2019-2020,14USU0130U,7031100005,Escolarizada,5,5,,10,,,,1,,,,0
281 2019-2020 14USU0130U 7051100007,281,2019-2020,14USU0130U,7051100007,Escolarizada,1,0,,1,,,,0,,,,0
282 2019-2020 14USU0130U 7051300013,282,2019-2020,14USU0130U,7051300013,Escolarizada,2,1,,3,,,,0,,,,0
283 2019-2020 14USU0130U 7081100056,283,2019-2020,14USU0130U,7081100056,Escolarizada,0,1,,1,,,,0,,,,0
284 2019-2020 14USU0130U 7081100072,284,2019-2020,14USU0130U,7081100072,Escolarizada,1,0,,1,,,,0,,,,0
285 2019-2020 14USU0130U 7095600007,285,2019-2020,14USU0130U,7095600007,Escolarizada,2,0,,2,,,,0,,,,0
286 2019-2020 14USU0130U 8031100002,286,2019-2020,14USU0130U,8031100002,Escolarizada,2,2,,4,,,,0,,,,0
287 2019-2020 14USU0130U 8051300007,287,2019-2020,14USU0130U,8051300007,Escolarizada,3,1,,4,,,,0,,,,0
288 2019-2020 14USU0140A 7021300007,288,2019-2020,14USU0140A,7021300007,Escolarizada,1,0,,1,,,,0,,,,0
289 2019-2020 14USU0140A 7021600006,289,2019-2020,14USU0140A,7021600006,Escolarizada,0,1,,1,,,,0,,,,0
290 2019-2020 14USU0140A 7042500117,290,2019-2020,14USU0140A,7042500117,Escolarizada,0,1,,1,,,,0,,,,0
291 2019-2020 14USU0140A 7073100051,291,2019-2020,14USU0140A,7073100051,Escolarizada,3,1,,4,,,,0,,,,0
292 2019-2020 14USU0140A 7073100082,292,2019-2020,14USU0140A,7073100082,Escolarizada,1,1,,2,,,,0,,,,0
293 2019-2020 14USU0140A 7073100088,293,2019-2020,14USU0140A,7073100088,Escolarizada,1,1,,2,,,,0,,,,0
294 2019-2020 14USU0140A 7073100089,294,2019-2020,14USU0140A,7073100089,Escolarizada,0,1,,1,,,,0,,,,0
295 2019-2020 14USU0120N 7041400009,295,2019-2020,14USU0120N,7041400009,Escolarizada,2,2,,4,,,,0,,,,0
296 2019-2020 14USU0120N 7042100033,296,2019-2020,14USU0120N,7042100033,Escolarizada,4,1,,5,,,,0,,,,0
297 2019-2020 14USU0120N 7042100129,297,2019-2020,14USU0120N,7042100129,Escolarizada,0,1,,1,,,,0,,,,0
298 2019-2020 14USU0120N 7062200049,298,2019-2020,14USU0120N,7062200049,Escolarizada,2,0,,2,,,,0,,,,0
299 2019-2020 14USU0120N 7103100010,299,2019-2020,14USU0120N,7103100010,Escolarizada,1,0,,1,,,,0,,,,0
300 2019-2020 14USU0120N 8041400003,300,2019-2020,14USU0120N,8041400003,Escolarizada,3,1,,4,,,,0,,,,0
301 2019-2020 14USU0120N 8042500005,301,2019-2020,14USU0120N,8042500005,Escolarizada,0,1,,1,,,,0,,,,0
302 2019-2020 14USU0110G 7071600020,302,2019-2020,14USU0110G,7071600020,Escolarizada,1,3,,4,,,,0,,,,0
303 2019-2020 14USU0110G 7071700002,303,2019-2020,14USU0110G,7071700002,Escolarizada,1,0,,1,,,,0,,,,0
304 2019-2020 14USU0110G 8052100009,304,2019-2020,14USU0110G,8052100009,Escolarizada,2,0,,2,,,,0,,,,0
305 2019-2020 14USU0110G 8052200001,305,2019-2020,14USU0110G,8052200001,Escolarizada,3,0,,3,,,,0,,,,0
306 2019-2020 14USU0110G 8052200009,306,2019-2020,14USU0110G,8052200009,Escolarizada,1,0,,1,,,,0,,,,0
307 2019-2020 14USU0110G 8052200018,307,2019-2020,14USU0110G,8052200018,Escolarizada,1,0,,1,,,,0,,,,0
308 2019-2020 14USU0110G 8071300016,308,2019-2020,14USU0110G,8071300016,Escolarizada,3,0,,3,,,,0,,,,0
309 2019-2020 14USU0110G 8071400003,309,2019-2020,14USU0110G,8071400003,Escolarizada,0,1,,1,,,,0,,,,0
310 2019-2020 14USU0110G 7041100029,310,2019-2020,14USU0110G,7041100029,Escolarizada,0,1,,1,,,,0,,,,0
311 2019-2020 14USU0110G 7071600009,311,2019-2020,14USU0110G,7071600009,Escolarizada,0,1,,1,,,,0,,,,0
312 2019-2020 14USU0120N 7011400011,312,2019-2020,14USU0120N,7011400011,Escolarizada,4,4,,8,,,,0,,,,0
313 2019-2020 14USU0120N 7031300023,313,2019-2020,14USU0120N,7031300023,Escolarizada,1,0,,1,,,,0,,,,0
314 2019-2020 14USU0120N 7031400008,314,2019-2020,14USU0120N,7031400008,Escolarizada,3,1,,4,,,,0,,,,0
315 2019-2020 14USU0120N 7031400038,315,2019-2020,14USU0120N,7031400038,Escolarizada,2,4,,6,,,,0,,,,0
316 2019-2020 14USU0120N 7041100024,316,2019-2020,14USU0120N,7041100024,Escolarizada,0,1,,1,,,,0,,,,0
317 2019-2020 14USU0230T 6091340001,317,2019-2020,14USU0230T,6091340001,Escolarizada,24,28,,52,,,,0,,,,0
318 2019-2020 14USU0230T 6091340004,318,2019-2020,14USU0230T,6091340004,Escolarizada,3,5,,8,,,,0,,,,0
319 2019-2020 14USU0230T 6091341001,319,2019-2020,14USU0230T,6091341001,Escolarizada,4,1,,5,,,,0,,,,0
320 2019-2020 14USU0230T 6091309002,320,2019-2020,14USU0230T,6091309002,Escolarizada,20,1,,21,,,,0,,,,0
321 2019-2020 14USU0230T 6091310001,321,2019-2020,14USU0230T,6091310001,Escolarizada,4,7,,11,,,,0,,,,0
322 2019-2020 14USU0230T 6091310002,322,2019-2020,14USU0230T,6091310002,Escolarizada,0,2,,2,,,,0,,,,0
323 2019-2020 14USU0230T 6091311001,323,2019-2020,14USU0230T,6091311001,Escolarizada,3,7,,10,,,,0,,,,0
324 2019-2020 14USU0230T 6091312001,324,2019-2020,14USU0230T,6091312001,Escolarizada,5,2,,7,,,,0,,,,0
325 2019-2020 14USU0230T 6091313004,325,2019-2020,14USU0230T,6091313004,Escolarizada,3,1,,4,,,,0,,,,0
326 2019-2020 14USU0230T 6091313008,326,2019-2020,14USU0230T,6091313008,Escolarizada,2,1,,3,,,,0,,,,0
327 2019-2020 14USU0230T 6091314001,327,2019-2020,14USU0230T,6091314001,Escolarizada,0,3,,3,,,,0,,,,0
328 2019-2020 14USU0230T 6091315001,328,2019-2020,14USU0230T,6091315001,Escolarizada,1,4,,5,,,,0,,,,0
329 2019-2020 14USU0230T 6091316002,329,2019-2020,14USU0230T,6091316002,Escolarizada,18,24,,42,,,,2,,,,0
330 2019-2020 14USU0230T 6091316004,330,2019-2020,14USU0230T,6091316004,Escolarizada,0,3,,3,,,,0,,,,0
331 2019-2020 14USU0230T 6091316007,331,2019-2020,14USU0230T,6091316007,Escolarizada,2,1,,3,,,,0,,,,0
332 2019-2020 14USU0230T 6091317001,332,2019-2020,14USU0230T,6091317001,Escolarizada,2,4,,6,,,,0,,,,0
333 2019-2020 14USU0230T 6091318001,333,2019-2020,14USU0230T,6091318001,Escolarizada,0,1,,1,,,,0,,,,0
334 2019-2020 14USU0230T 6091319001,334,2019-2020,14USU0230T,6091319001,Escolarizada,3,2,,5,,,,0,,,,0
335 2019-2020 14USU0230T 6091321003,335,2019-2020,14USU0230T,6091321003,Escolarizada,8,4,,12,,,,0,,,,0
336 2019-2020 14USU0230T 6091322003,336,2019-2020,14USU0230T,6091322003,Escolarizada,0,1,,1,,,,0,,,,0
