name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2019-2020 - CUAAD - 2021300033,1,2019-2020,CUAAD,2021300033,1
212 PE con matrícula por entidad -2 - 2019-2020 - CUAAD - 5021000110,2,2019-2020,CUAAD,5021000110,1
212 PE con matrícula por entidad -3 - 2019-2020 - CUAAD - 5021000114,3,2019-2020,CUAAD,5021000114,1
212 PE con matrícula por entidad -4 - 2019-2020 - CUAAD - 5021200054,4,2019-2020,CUAAD,5021200054,1
212 PE con matrícula por entidad -5 - 2019-2020 - CUAAD - 5021200055,5,2019-2020,CUAAD,5021200055,1
212 PE con matrícula por entidad -6 - 2019-2020 - CUAAD - 5021300063,6,2019-2020,CUAAD,5021300063,1
212 PE con matrícula por entidad -7 - 2019-2020 - CUAAD - 5021400012,7,2019-2020,CUAAD,5021400012,1
212 PE con matrícula por entidad -8 - 2019-2020 - CUAAD - 5021500044,8,2019-2020,CUAAD,5021500044,1
212 PE con matrícula por entidad -9 - 2019-2020 - CUAAD - 5021600017,9,2019-2020,CUAAD,5021600017,1
212 PE con matrícula por entidad -10 - 2019-2020 - CUAAD - 5021600024,10,2019-2020,CUAAD,5021600024,1
212 PE con matrícula por entidad -11 - 2019-2020 - CUAAD - 5021700002,11,2019-2020,CUAAD,5021700002,1
212 PE con matrícula por entidad -12 - 2019-2020 - CUAAD - 5071100019,12,2019-2020,CUAAD,5071100019,1
212 PE con matrícula por entidad -13 - 2019-2020 - CUAAD - 5073100009,13,2019-2020,CUAAD,5073100009,1
212 PE con matrícula por entidad -14 - 2019-2020 - CUAAD - 5073100024,14,2019-2020,CUAAD,5073100024,1
212 PE con matrícula por entidad -15 - 2019-2020 - CUAAD - 7012602009,15,2019-2020,CUAAD,7012602009,1
212 PE con matrícula por entidad -16 - 2019-2020 - CUAAD - 7021300007,16,2019-2020,CUAAD,7021300007,1
212 PE con matrícula por entidad -17 - 2019-2020 - CUAAD - 7021400005,17,2019-2020,CUAAD,7021400005,1
212 PE con matrícula por entidad -18 - 2019-2020 - CUAAD - 7021600006,18,2019-2020,CUAAD,7021600006,1
212 PE con matrícula por entidad -19 - 2019-2020 - CUAAD - 7031000012,19,2019-2020,CUAAD,7031000012,1
212 PE con matrícula por entidad -20 - 2019-2020 - CUAAD - 7042500117,20,2019-2020,CUAAD,7042500117,1
212 PE con matrícula por entidad -21 - 2019-2020 - CUAAD - 7073100051,21,2019-2020,CUAAD,7073100051,1
212 PE con matrícula por entidad -22 - 2019-2020 - CUAAD - 7073100082,22,2019-2020,CUAAD,7073100082,1
212 PE con matrícula por entidad -23 - 2019-2020 - CUAAD - 7073100088,23,2019-2020,CUAAD,7073100088,1
212 PE con matrícula por entidad -24 - 2019-2020 - CUAAD - 7073100089,24,2019-2020,CUAAD,7073100089,1
212 PE con matrícula por entidad -25 - 2019-2020 - CUAAD - 7103100003,25,2019-2020,CUAAD,7103100003,1
212 PE con matrícula por entidad -26 - 2019-2020 - CUAAD - 8021000010,26,2019-2020,CUAAD,8021000010,1
212 PE con matrícula por entidad -27 - 2019-2020 - CUAAD - 8073100010,27,2019-2020,CUAAD,8073100010,1
212 PE con matrícula por entidad -28 - 2019-2020 - CUALTOS - 5031100007,28,2019-2020,CUALTOS,5031100007,1
212 PE con matrícula por entidad -29 - 2019-2020 - CUALTOS - 5033100003,29,2019-2020,CUALTOS,5033100003,1
