name,row,ciclo,cve_programa,total
211 PE únicos con matrícula -1 - 2019-2020 - 2021300033,1,2019-2020,2021300033,1
211 PE únicos con matrícula -2 - 2019-2020 - 2051200001,2,2019-2020,2051200001,1
211 PE únicos con matrícula -3 - 2019-2020 - 2062100003,3,2019-2020,2062100003,1
211 PE únicos con matrícula -4 - 2019-2020 - 2062200007,4,2019-2020,2062200007,1
211 PE únicos con matrícula -5 - 2019-2020 - 2062200013,5,2019-2020,2062200013,1
211 PE únicos con matrícula -6 - 2019-2020 - 2071100002,6,2019-2020,2071100002,1
211 PE únicos con matrícula -7 - 2019-2020 - 2071200002,7,2019-2020,2071200002,1
211 PE únicos con matrícula -8 - 2019-2020 - 2071200011,8,2019-2020,2071200011,1
211 PE únicos con matrícula -9 - 2019-2020 - 2071400001,9,2019-2020,2071400001,1
211 PE únicos con matrícula -10 - 2019-2020 - 2071400003,10,2019-2020,2071400003,1
211 PE únicos con matrícula -11 - 2019-2020 - 2072000001,11,2019-2020,2072000001,1
211 PE únicos con matrícula -12 - 2019-2020 - 2072100002,12,2019-2020,2072100002,1
211 PE únicos con matrícula -13 - 2019-2020 - 2072300001,13,2019-2020,2072300001,1
211 PE únicos con matrícula -14 - 2019-2020 - 2072400003,14,2019-2020,2072400003,1
211 PE únicos con matrícula -15 - 2019-2020 - 2092100004,15,2019-2020,2092100004,1
211 PE únicos con matrícula -16 - 2019-2020 - 3021600008,16,2019-2020,3021600008,1
211 PE únicos con matrícula -17 - 2019-2020 - 3021700001,17,2019-2020,3021700001,1
211 PE únicos con matrícula -18 - 2019-2020 - 3041100005,18,2019-2020,3041100005,1
211 PE únicos con matrícula -19 - 2019-2020 - 3042000001,19,2019-2020,3042000001,1
211 PE únicos con matrícula -20 - 2019-2020 - 3042100001,20,2019-2020,3042100001,1
211 PE únicos con matrícula -21 - 2019-2020 - 3042100026,21,2019-2020,3042100026,1
211 PE únicos con matrícula -22 - 2019-2020 - 3061300004,22,2019-2020,3061300004,1
211 PE únicos con matrícula -23 - 2019-2020 - 3071700002,23,2019-2020,3071700002,1
211 PE únicos con matrícula -24 - 2019-2020 - 3073200001,24,2019-2020,3073200001,1
211 PE únicos con matrícula -25 - 2019-2020 - 3081100003,25,2019-2020,3081100003,1
211 PE únicos con matrícula -26 - 2019-2020 - 3081100019,26,2019-2020,3081100019,1
211 PE únicos con matrícula -27 - 2019-2020 - 3093100005,27,2019-2020,3093100005,1
211 PE únicos con matrícula -28 - 2019-2020 - 3095300007,28,2019-2020,3095300007,1
211 PE únicos con matrícula -29 - 2019-2020 - 3101600003,29,2019-2020,3101600003,1
211 PE únicos con matrícula -30 - 2019-2020 - 4071500002,30,2019-2020,4071500002,1
211 PE únicos con matrícula -31 - 2019-2020 - 4093100005,31,2019-2020,4093100005,1
211 PE únicos con matrícula -32 - 2019-2020 - 4094100005,32,2019-2020,4094100005,1
211 PE únicos con matrícula -33 - 2019-2020 - 4094100010,33,2019-2020,4094100010,1
211 PE únicos con matrícula -34 - 2019-2020 - 4095300010,34,2019-2020,4095300010,1
211 PE únicos con matrícula -35 - 2019-2020 - 4103100001,35,2019-2020,4103100001,1
211 PE únicos con matrícula -36 - 2019-2020 - 5011200004,36,2019-2020,5011200004,1
211 PE únicos con matrícula -37 - 2019-2020 - 5011500002,37,2019-2020,5011500002,1
211 PE únicos con matrícula -38 - 2019-2020 - 5012603011,38,2019-2020,5012603011,1
211 PE únicos con matrícula -39 - 2019-2020 - 5012603027,39,2019-2020,5012603027,1
211 PE únicos con matrícula -40 - 2019-2020 - 5021000007,40,2019-2020,5021000007,1
211 PE únicos con matrícula -41 - 2019-2020 - 5021000010,41,2019-2020,5021000010,1
211 PE únicos con matrícula -42 - 2019-2020 - 5021000110,42,2019-2020,5021000110,1
211 PE únicos con matrícula -43 - 2019-2020 - 5021000114,43,2019-2020,5021000114,1
211 PE únicos con matrícula -44 - 2019-2020 - 5021200054,44,2019-2020,5021200054,1
211 PE únicos con matrícula -45 - 2019-2020 - 5021200055,45,2019-2020,5021200055,1
211 PE únicos con matrícula -46 - 2019-2020 - 5021300063,46,2019-2020,5021300063,1
211 PE únicos con matrícula -47 - 2019-2020 - 5021400012,47,2019-2020,5021400012,1
211 PE únicos con matrícula -48 - 2019-2020 - 5021500002,48,2019-2020,5021500002,1
211 PE únicos con matrícula -49 - 2019-2020 - 5021500044,49,2019-2020,5021500044,1
211 PE únicos con matrícula -50 - 2019-2020 - 5021500119,50,2019-2020,5021500119,1
211 PE únicos con matrícula -51 - 2019-2020 - 5021600017,51,2019-2020,5021600017,1
211 PE únicos con matrícula -52 - 2019-2020 - 5021600024,52,2019-2020,5021600024,1
211 PE únicos con matrícula -53 - 2019-2020 - 5021600062,53,2019-2020,5021600062,1
211 PE únicos con matrícula -54 - 2019-2020 - 5021700002,54,2019-2020,5021700002,1
211 PE únicos con matrícula -55 - 2019-2020 - 5022000001,55,2019-2020,5022000001,1
211 PE únicos con matrícula -56 - 2019-2020 - 5022200040,56,2019-2020,5022200040,1
211 PE únicos con matrícula -57 - 2019-2020 - 5022300022,57,2019-2020,5022300022,1
211 PE únicos con matrícula -58 - 2019-2020 - 5022500001,58,2019-2020,5022500001,1
211 PE únicos con matrícula -59 - 2019-2020 - 5022500008,59,2019-2020,5022500008,1
211 PE únicos con matrícula -60 - 2019-2020 - 5022600002,60,2019-2020,5022600002,1
211 PE únicos con matrícula -61 - 2019-2020 - 5031100007,61,2019-2020,5031100007,1
211 PE únicos con matrícula -62 - 2019-2020 - 5031200004,62,2019-2020,5031200004,1
211 PE únicos con matrícula -63 - 2019-2020 - 5031200031,63,2019-2020,5031200031,1
211 PE únicos con matrícula -64 - 2019-2020 - 5031300010,64,2019-2020,5031300010,1
211 PE únicos con matrícula -65 - 2019-2020 - 5031300014,65,2019-2020,5031300014,1
211 PE únicos con matrícula -66 - 2019-2020 - 5031400003,66,2019-2020,5031400003,1
211 PE únicos con matrícula -67 - 2019-2020 - 5031500008,67,2019-2020,5031500008,1
211 PE únicos con matrícula -68 - 2019-2020 - 5031500010,68,2019-2020,5031500010,1
211 PE únicos con matrícula -69 - 2019-2020 - 5032100001,69,2019-2020,5032100001,1
211 PE únicos con matrícula -70 - 2019-2020 - 5032100027,70,2019-2020,5032100027,1
211 PE únicos con matrícula -71 - 2019-2020 - 5032100038,71,2019-2020,5032100038,1
211 PE únicos con matrícula -72 - 2019-2020 - 5032100065,72,2019-2020,5032100065,1
211 PE únicos con matrícula -73 - 2019-2020 - 5032200012,73,2019-2020,5032200012,1
211 PE únicos con matrícula -74 - 2019-2020 - 5033100003,74,2019-2020,5033100003,1
211 PE únicos con matrícula -75 - 2019-2020 - 5033200006,75,2019-2020,5033200006,1
211 PE únicos con matrícula -76 - 2019-2020 - 5033200024,76,2019-2020,5033200024,1
211 PE únicos con matrícula -77 - 2019-2020 - 5041100007,77,2019-2020,5041100007,1
211 PE únicos con matrícula -78 - 2019-2020 - 5041100009,78,2019-2020,5041100009,1
211 PE únicos con matrícula -79 - 2019-2020 - 5041100021,79,2019-2020,5041100021,1
211 PE únicos con matrícula -80 - 2019-2020 - 5041100056,80,2019-2020,5041100056,1
211 PE únicos con matrícula -81 - 2019-2020 - 5041100127,81,2019-2020,5041100127,1
211 PE únicos con matrícula -82 - 2019-2020 - 5041200028,82,2019-2020,5041200028,1
211 PE únicos con matrícula -83 - 2019-2020 - 5041200075,83,2019-2020,5041200075,1
211 PE únicos con matrícula -84 - 2019-2020 - 5041300007,84,2019-2020,5041300007,1
211 PE únicos con matrícula -85 - 2019-2020 - 5041400032,85,2019-2020,5041400032,1
211 PE únicos con matrícula -86 - 2019-2020 - 5042000002,86,2019-2020,5042000002,1
211 PE únicos con matrícula -87 - 2019-2020 - 5042100012,87,2019-2020,5042100012,1
211 PE únicos con matrícula -88 - 2019-2020 - 5042100065,88,2019-2020,5042100065,1
211 PE únicos con matrícula -89 - 2019-2020 - 5042100117,89,2019-2020,5042100117,1
211 PE únicos con matrícula -90 - 2019-2020 - 5042200024,90,2019-2020,5042200024,1
211 PE únicos con matrícula -91 - 2019-2020 - 5042300027,91,2019-2020,5042300027,1
211 PE únicos con matrícula -92 - 2019-2020 - 5042400005,92,2019-2020,5042400005,1
211 PE únicos con matrícula -93 - 2019-2020 - 5051100003,93,2019-2020,5051100003,1
211 PE únicos con matrícula -94 - 2019-2020 - 5051100006,94,2019-2020,5051100006,1
211 PE únicos con matrícula -95 - 2019-2020 - 5051100015,95,2019-2020,5051100015,1
211 PE únicos con matrícula -96 - 2019-2020 - 5051300005,96,2019-2020,5051300005,1
211 PE únicos con matrícula -97 - 2019-2020 - 5051300020,97,2019-2020,5051300020,1
211 PE únicos con matrícula -98 - 2019-2020 - 5052100005,98,2019-2020,5052100005,1
211 PE únicos con matrícula -99 - 2019-2020 - 5052200002,99,2019-2020,5052200002,1
211 PE únicos con matrícula -100 - 2019-2020 - 5052200007,100,2019-2020,5052200007,1
211 PE únicos con matrícula -101 - 2019-2020 - 5052200017,101,2019-2020,5052200017,1
211 PE únicos con matrícula -102 - 2019-2020 - 5052200021,102,2019-2020,5052200021,1
211 PE únicos con matrícula -103 - 2019-2020 - 5052300015,103,2019-2020,5052300015,1
211 PE únicos con matrícula -104 - 2019-2020 - 5053100004,104,2019-2020,5053100004,1
211 PE únicos con matrícula -105 - 2019-2020 - 5061000002,105,2019-2020,5061000002,1
211 PE únicos con matrícula -106 - 2019-2020 - 5061000015,106,2019-2020,5061000015,1
211 PE únicos con matrícula -107 - 2019-2020 - 5061100001,107,2019-2020,5061100001,1
211 PE únicos con matrícula -108 - 2019-2020 - 5062100009,108,2019-2020,5062100009,1
211 PE únicos con matrícula -109 - 2019-2020 - 5062100033,109,2019-2020,5062100033,1
211 PE únicos con matrícula -110 - 2019-2020 - 5062100034,110,2019-2020,5062100034,1
211 PE únicos con matrícula -111 - 2019-2020 - 5062200055,111,2019-2020,5062200055,1
211 PE únicos con matrícula -112 - 2019-2020 - 5062200073,112,2019-2020,5062200073,1
211 PE únicos con matrícula -113 - 2019-2020 - 5062200082,113,2019-2020,5062200082,1
211 PE únicos con matrícula -114 - 2019-2020 - 5062200105,114,2019-2020,5062200105,1
211 PE únicos con matrícula -115 - 2019-2020 - 5071000020,115,2019-2020,5071000020,1
211 PE únicos con matrícula -116 - 2019-2020 - 5071000047,116,2019-2020,5071000047,1
211 PE únicos con matrícula -117 - 2019-2020 - 5071100019,117,2019-2020,5071100019,1
211 PE únicos con matrícula -118 - 2019-2020 - 5071200009,118,2019-2020,5071200009,1
211 PE únicos con matrícula -119 - 2019-2020 - 5071200034,119,2019-2020,5071200034,1
211 PE únicos con matrícula -120 - 2019-2020 - 5071300009,120,2019-2020,5071300009,1
211 PE únicos con matrícula -121 - 2019-2020 - 5071300014,121,2019-2020,5071300014,1
211 PE únicos con matrícula -122 - 2019-2020 - 5071300082,122,2019-2020,5071300082,1
211 PE únicos con matrícula -123 - 2019-2020 - 5071300091,123,2019-2020,5071300091,1
211 PE únicos con matrícula -124 - 2019-2020 - 5071400008,124,2019-2020,5071400008,1
211 PE únicos con matrícula -125 - 2019-2020 - 5071400015,125,2019-2020,5071400015,1
211 PE únicos con matrícula -126 - 2019-2020 - 5071700019,126,2019-2020,5071700019,1
211 PE únicos con matrícula -127 - 2019-2020 - 5072100002,127,2019-2020,5072100002,1
211 PE únicos con matrícula -128 - 2019-2020 - 5072100018,128,2019-2020,5072100018,1
211 PE únicos con matrícula -129 - 2019-2020 - 5072100033,129,2019-2020,5072100033,1
211 PE únicos con matrícula -130 - 2019-2020 - 5072100049,130,2019-2020,5072100049,1
211 PE únicos con matrícula -131 - 2019-2020 - 5072400001,131,2019-2020,5072400001,1
211 PE únicos con matrícula -132 - 2019-2020 - 5073100009,132,2019-2020,5073100009,1
211 PE únicos con matrícula -133 - 2019-2020 - 5073100024,133,2019-2020,5073100024,1
211 PE únicos con matrícula -134 - 2019-2020 - 5073200005,134,2019-2020,5073200005,1
211 PE únicos con matrícula -135 - 2019-2020 - 5073200010,135,2019-2020,5073200010,1
211 PE únicos con matrícula -136 - 2019-2020 - 5073200035,136,2019-2020,5073200035,1
211 PE únicos con matrícula -137 - 2019-2020 - 5081100010,137,2019-2020,5081100010,1
211 PE únicos con matrícula -138 - 2019-2020 - 5081100050,138,2019-2020,5081100050,1
211 PE únicos con matrícula -139 - 2019-2020 - 5081300016,139,2019-2020,5081300016,1
211 PE únicos con matrícula -140 - 2019-2020 - 5082100001,140,2019-2020,5082100001,1
211 PE únicos con matrícula -141 - 2019-2020 - 5091100011,141,2019-2020,5091100011,1
211 PE únicos con matrícula -142 - 2019-2020 - 5092100006,142,2019-2020,5092100006,1
211 PE únicos con matrícula -143 - 2019-2020 - 5093100002,143,2019-2020,5093100002,1
211 PE únicos con matrícula -144 - 2019-2020 - 5094200006,144,2019-2020,5094200006,1
211 PE únicos con matrícula -145 - 2019-2020 - 5094300009,145,2019-2020,5094300009,1
211 PE únicos con matrícula -146 - 2019-2020 - 5095400006,146,2019-2020,5095400006,1
211 PE únicos con matrícula -147 - 2019-2020 - 5095600005,147,2019-2020,5095600005,1
211 PE únicos con matrícula -148 - 2019-2020 - 5101100015,148,2019-2020,5101100015,1
211 PE únicos con matrícula -149 - 2019-2020 - 5101600013,149,2019-2020,5101600013,1
211 PE únicos con matrícula -150 - 2019-2020 - 5102100004,150,2019-2020,5102100004,1
211 PE únicos con matrícula -151 - 2019-2020 - 5103100007,151,2019-2020,5103100007,1
211 PE únicos con matrícula -152 - 2019-2020 - 5104100015,152,2019-2020,5104100015,1
211 PE únicos con matrícula -153 - 2019-2020 - 6051100001,153,2019-2020,6051100001,1
211 PE únicos con matrícula -154 - 2019-2020 - 6081100002,154,2019-2020,6081100002,1
211 PE únicos con matrícula -155 - 2019-2020 - 6091301004,155,2019-2020,6091301004,1
211 PE únicos con matrícula -156 - 2019-2020 - 6091301005,156,2019-2020,6091301005,1
211 PE únicos con matrícula -157 - 2019-2020 - 6091301008,157,2019-2020,6091301008,1
211 PE únicos con matrícula -158 - 2019-2020 - 6091302001,158,2019-2020,6091302001,1
211 PE únicos con matrícula -159 - 2019-2020 - 6091304001,159,2019-2020,6091304001,1
211 PE únicos con matrícula -160 - 2019-2020 - 6091304018,160,2019-2020,6091304018,1
211 PE únicos con matrícula -161 - 2019-2020 - 6091305002,161,2019-2020,6091305002,1
211 PE únicos con matrícula -162 - 2019-2020 - 6091306001,162,2019-2020,6091306001,1
211 PE únicos con matrícula -163 - 2019-2020 - 6091307001,163,2019-2020,6091307001,1
211 PE únicos con matrícula -164 - 2019-2020 - 6091308001,164,2019-2020,6091308001,1
211 PE únicos con matrícula -165 - 2019-2020 - 6091309002,165,2019-2020,6091309002,1
211 PE únicos con matrícula -166 - 2019-2020 - 6091310001,166,2019-2020,6091310001,1
211 PE únicos con matrícula -167 - 2019-2020 - 6091310002,167,2019-2020,6091310002,1
211 PE únicos con matrícula -168 - 2019-2020 - 6091311001,168,2019-2020,6091311001,1
211 PE únicos con matrícula -169 - 2019-2020 - 6091312001,169,2019-2020,6091312001,1
211 PE únicos con matrícula -170 - 2019-2020 - 6091313004,170,2019-2020,6091313004,1
211 PE únicos con matrícula -171 - 2019-2020 - 6091313008,171,2019-2020,6091313008,1
211 PE únicos con matrícula -172 - 2019-2020 - 6091314001,172,2019-2020,6091314001,1
211 PE únicos con matrícula -173 - 2019-2020 - 6091315001,173,2019-2020,6091315001,1
211 PE únicos con matrícula -174 - 2019-2020 - 6091316002,174,2019-2020,6091316002,1
211 PE únicos con matrícula -175 - 2019-2020 - 6091316004,175,2019-2020,6091316004,1
211 PE únicos con matrícula -176 - 2019-2020 - 6091316007,176,2019-2020,6091316007,1
211 PE únicos con matrícula -177 - 2019-2020 - 6091317001,177,2019-2020,6091317001,1
211 PE únicos con matrícula -178 - 2019-2020 - 6091318001,178,2019-2020,6091318001,1
211 PE únicos con matrícula -179 - 2019-2020 - 6091318002,179,2019-2020,6091318002,1
211 PE únicos con matrícula -180 - 2019-2020 - 6091319001,180,2019-2020,6091319001,1
211 PE únicos con matrícula -181 - 2019-2020 - 6091319004,181,2019-2020,6091319004,1
211 PE únicos con matrícula -182 - 2019-2020 - 6091321003,182,2019-2020,6091321003,1
211 PE únicos con matrícula -183 - 2019-2020 - 6091322003,183,2019-2020,6091322003,1
211 PE únicos con matrícula -184 - 2019-2020 - 6091323001,184,2019-2020,6091323001,1
211 PE únicos con matrícula -185 - 2019-2020 - 6091325002,185,2019-2020,6091325002,1
211 PE únicos con matrícula -186 - 2019-2020 - 6091326001,186,2019-2020,6091326001,1
211 PE únicos con matrícula -187 - 2019-2020 - 6091327002,187,2019-2020,6091327002,1
