name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
2023B 1 14MMS0607X BGC,1,2023-2024,2023,B,14MMS0607X,BGC,,,,985,,,,450,,,,535,45.69,,156.9684
2023B 2 14MMS0608W BGC,2,2023-2024,2023,B,14MMS0608W,BGC,,,,1490,,,,630,,,,860,42.28,,153.1886
2023B 3 14MMS0609V BGC,3,2023-2024,2023,B,14MMS0609V,BGC,,,,1050,,,,480,,,,570,45.71,,155.8599
2023B 4 14MMS0610K BGC,4,2023-2024,2023,B,14MMS0610K,BGC,,,,717,,,,400,,,,317,55.79,,151.0842
2023B 5 14MMS0611J BGC,5,2023-2024,2023,B,14MMS0611J,BGC,,,,1278,,,,450,,,,828,35.21,,170.4232
2023B 6 14MMS0612I BGC,6,2023-2024,2023,B,14MMS0612I,BGC,,,,1975,,,,950,,,,1025,48.10,,149.4459
2023B 7 14MMS0613H BGC,7,2023-2024,2023,B,14MMS0613H,BGC,,,,1896,,,,1000,,,,896,52.74,,151.0826
2023B 8 14MMS0647Y BGC,8,2023-2024,2023,B,14MMS0647Y,BGC,,,,1370,,,,600,,,,770,43.80,,149.9654
2023B 9 14MMS0762P BGC,9,2023-2024,2023,B,14MMS0762P,BGC,,,,98,,,,98,,,,0,100.00,,124.8635
2023B 10 14MMS0761Q BGC,10,2023-2024,2023,B,14MMS0761Q,BGC,,,,94,,,,94,,,,0,100.00,,119.2217
2023B 11 14MMS0648X BGC,11,2023-2024,2023,B,14MMS0648X,BGC,,,,1586,,,,600,,,,986,37.83,,163.777
2023B 12 14MMS0649W BGC,12,2023-2024,2023,B,14MMS0649W,BGC,,,,1785,,,,800,,,,985,44.82,,157.6185
2023B 13 14MMS0650L 3093100005,13,2023-2024,2023,B,14MMS0650L,3093100005,,,,123,,,,90,,,,33,73.17,,143.4
2023B 14 14MMS0650L 3095300007,14,2023-2024,2023,B,14MMS0650L,3095300007,,,,137,,,,90,,,,47,65.69,,153.947
2023B 15 14MMS0650L BGC,15,2023-2024,2023,B,14MMS0650L,BGC,,,,1234,,,,540,,,,694,43.76,,156.9092
2023B 16 14MMS0646Z BGC,16,2023-2024,2023,B,14MMS0646Z,BGC,,,,1203,,,,1100,,,,103,91.44,,126.9801
2023B 17 14MMS0640E BGC,17,2023-2024,2023,B,14MMS0640E,BGC,,,,355,,,,180,,,,175,50.70,,143.0236
2023B 18 14MMS0615F BGC,18,2023-2024,2023,B,14MMS0615F,BGC,,,,1639,,,,450,,,,1189,27.46,,163.771
2023B 19 14MMS0630Y BGC,19,2023-2024,2023,B,14MMS0630Y,BGC,,,,920,,,,360,,,,560,39.13,,155.232
2023B 20 14MMS0641D BGC,20,2023-2024,2023,B,14MMS0641D,BGC,,,,166,,,,90,,,,76,54.22,,146.4583
2023B 21 14MMS0631X BGC,21,2023-2024,2023,B,14MMS0631X,BGC,,,,1215,,,,598,,,,617,49.22,,152.4378
2023B 22 14MMS0636S BGC,22,2023-2024,2023,B,14MMS0636S,BGC,,,,986,,,,518,,,,468,52.54,,140.5262
2023B 23 14MMS0752I 3061300004,23,2023-2024,2023,B,14MMS0752I,3061300004,,,,288,,,,110,,,,178,38.19,,155.594
2023B 24 14MMS0752I 3073200001,24,2023-2024,2023,B,14MMS0752I,3073200001,,,,350,,,,110,,,,240,31.43,,152.919
2023B 25 14MMS0752I BGC,25,2023-2024,2023,B,14MMS0752I,BGC,,,,989,,,,440,,,,549,44.49,,152.3062
2023B 26 14MMS0753H BGC,26,2023-2024,2023,B,14MMS0753H,BGC,,,,1226,,,,500,,,,726,40.78,,151.435
2023B 27 14MMS0757D BGC,27,2023-2024,2023,B,14MMS0757D,BGC,,,,1121,,,,500,,,,621,44.60,,151.9468
2023B 28 14MMS0756E BGC,28,2023-2024,2023,B,14MMS0756E,BGC,,,,997,,,,500,,,,497,50.15,,143.8026
2023B 29 14MMS0878P BGC,29,2023-2024,2023,B,14MMS0878P,BGC,,,,555,,,,350,,,,205,63.06,,142.2201
2023B 30 14MMS0844Z BGC,30,2023-2024,2023,B,14MMS0844Z,BGC,,,,1076,,,,540,,,,536,50.19,,146.2848
2023B 31 14MMS0776S 2072300001,31,2023-2024,2023,B,14MMS0776S,2072300001,,,,23,,,,23,,,,0,100.00,,120.4602
2023B 32 14MMS0776S 2072400003,32,2023-2024,2023,B,14MMS0776S,2072400003,,,,26,,,,26,,,,0,100.00,,126.7484
2023B 33 14MMS0776S 3071700002,33,2023-2024,2023,B,14MMS0776S,3071700002,,,,54,,,,54,,,,0,100.00,,118.6341
2023B 34 14MMS0776S 2071200002,34,2023-2024,2023,B,14MMS0776S,2071200002,,,,103,,,,80,,,,23,77.67,,137.6494
2023B 35 14MMS0776S 2071400003,35,2023-2024,2023,B,14MMS0776S,2071400003,,,,113,,,,80,,,,33,70.80,,148.9646
2023B 36 14MMS0776S 2071100002,36,2023-2024,2023,B,14MMS0776S,2071100002,,,,224,,,,160,,,,64,71.43,,139.6235
2023B 37 14MMS0776S 2072100002,37,2023-2024,2023,B,14MMS0776S,2072100002,,,,270,,,,180,,,,90,66.67,,147.8916
2023B 38 14MMS0776S 3073200001,38,2023-2024,2023,B,14MMS0776S,3073200001,,,,292,,,,150,,,,142,51.37,,154.8105
2023B 39 14MMS0776S 2062200013,39,2023-2024,2023,B,14MMS0776S,2062200013,,,,344,,,,180,,,,164,52.33,,155.6867
2023B 40 14MMS0799C 2062100003,40,2023-2024,2023,B,14MMS0799C,2062100003,,,,29,,,,29,,,,0,100.00,,129.1974
2023B 41 14MMS0799C 2072000001,41,2023-2024,2023,B,14MMS0799C,2072000001,,,,41,,,,25,,,,16,60.98,,150.4658
2023B 42 14MMS0799C 2071200011,42,2023-2024,2023,B,14MMS0799C,2071200011,,,,55,,,,31,,,,24,56.36,,152.6297
2023B 43 14MMS0799C 3041100005,43,2023-2024,2023,B,14MMS0799C,3041100005,,,,115,,,,68,,,,47,59.13,,153.2872
2023B 44 14MMS0799C 2051200001,44,2023-2024,2023,B,14MMS0799C,2051200001,,,,154,,,,80,,,,74,51.95,,156.3968
2023B 45 14MMS0799C 3042000001,45,2023-2024,2023,B,14MMS0799C,3042000001,,,,207,,,,80,,,,127,38.65,,160.8315
2023B 46 14MMS0799C 2062200007,46,2023-2024,2023,B,14MMS0799C,2062200007,,,,218,,,,80,,,,138,36.70,,162.3196
2023B 47 14MMS0645Z 3021700001,47,2023-2024,2023,B,14MMS0645Z,3021700001,,,,124,,,,50,,,,74,40.32,,146.312
2023B 48 14MMS0645Z 3042100026,48,2023-2024,2023,B,14MMS0645Z,3042100026,,,,247,,,,100,,,,147,40.49,,157.277
2023B 49 14MMS0645Z BGC,49,2023-2024,2023,B,14MMS0645Z,BGC,,,,1511,,,,590,,,,921,39.05,,155.195
2023B 50 14MMS0623O BGC,50,2023-2024,2023,B,14MMS0623O,BGC,,,,1816,,,,600,,,,1216,33.04,,157.1322
2023B 51 14MMS0614G 3101600003,51,2023-2024,2023,B,14MMS0614G,3101600003,,,,217,,,,109,,,,108,50.23,,152.3295
2023B 52 14MMS0614G BGC,52,2023-2024,2023,B,14MMS0614G,BGC,,,,2037,,,,1100,,,,937,54.00,,155.2628
2023B 53 14MMS0643B BGC,53,2023-2024,2023,B,14MMS0643B,BGC,,,,338,,,,200,,,,138,59.17,,147.324
2023B 54 14MMS0727J BGC,54,2023-2024,2023,B,14MMS0727J,BGC,,,,46,,,,46,,,,0,100.00,,123.594
2023B 55 14MMS0717C 3042000001,55,2023-2024,2023,B,14MMS0717C,3042000001,,,,22,,,,22,,,,0,100.00,,127.3
2023B 56 14MMS0717C 3101600003,56,2023-2024,2023,B,14MMS0717C,3101600003,,,,28,,,,28,,,,0,100.00,,129.665
2023B 57 14MMS0717C BGC,57,2023-2024,2023,B,14MMS0717C,BGC,,,,117,,,,117,,,,0,100.00,,106.275
2023B 58 14MMS0741C BGC,58,2023-2024,2023,B,14MMS0741C,BGC,,,,57,,,,57,,,,0,100.00,,118.282
2023B 59 14MMS0617D BGC,59,2023-2024,2023,B,14MMS0617D,BGC,,,,470,,,,360,,,,110,76.60,,144.882
2023B 60 14MMS0662Q BGC,60,2023-2024,2023,B,14MMS0662Q,BGC,,,,79,,,,79,,,,0,100.00,,123.776
