name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-1504 - 2018 - CUCOSTA,1504,2018,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-1505 - 2018 - CUCOSTA,1505,2018,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-1506 - 2018 - CUCOSTA,1506,2018,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-1507 - 2018 - CUCOSTA,1507,2018,CUCOSTA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1508 - 2018 - CUCOSTA,1508,2018,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-1509 - 2018 - CUCOSTA,1509,2018,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-1510 - 2018 - CUCOSTA,1510,2018,CUCOSTA,Médico Cirujano y Partero
422 PE que requieren PP-1511 - 2018 - CUCOSTASUR,1511,2018,CUCOSTASUR,Abogado
422 PE que requieren PP-1512 - 2018 - CUCOSTASUR,1512,2018,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-1513 - 2018 - CUCOSTASUR,1513,2018,CUCOSTASUR,Ingeniería en Obras y Servicios
422 PE que requieren PP-1514 - 2018 - CUCOSTASUR,1514,2018,CUCOSTASUR,Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-1515 - 2018 - CUCOSTASUR,1515,2018,CUCOSTASUR,Ingeniería en Teleinformática
422 PE que requieren PP-1516 - 2018 - CUCOSTASUR,1516,2018,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-1517 - 2018 - CUCOSTASUR,1517,2018,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-1518 - 2018 - CUCOSTASUR,1518,2018,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-1519 - 2018 - CUCOSTASUR,1519,2018,CUCOSTASUR,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-1520 - 2018 - CUCOSTASUR,1520,2018,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-1521 - 2018 - CUCOSTASUR,1521,2018,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-1522 - 2018 - CUCOSTASUR,1522,2018,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-1523 - 2018 - CUCOSTASUR,1523,2018,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-1524 - 2018 - CUCOSTASUR,1524,2018,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-1525 - 2018 - CUCOSTASUR,1525,2018,CUCOSTASUR,Técnico Superior Universitario en Electrónica y Mecánica Automotriz
422 PE que requieren PP-1526 - 2018 - CULAGOS,1526,2018,CULAGOS,Abogado
422 PE que requieren PP-1527 - 2018 - CULAGOS,1527,2018,CULAGOS,Ingeniería Bioquímica
422 PE que requieren PP-1528 - 2018 - CULAGOS,1528,2018,CULAGOS,Ingeniería en Administración Industrial
422 PE que requieren PP-1529 - 2018 - CULAGOS,1529,2018,CULAGOS,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1530 - 2018 - CULAGOS,1530,2018,CULAGOS,Ingeniería Industrial
422 PE que requieren PP-1531 - 2018 - CULAGOS,1531,2018,CULAGOS,Ingeniería Mecatrónica
422 PE que requieren PP-1532 - 2018 - CULAGOS,1532,2018,CULAGOS,Licenciatura en Administración
422 PE que requieren PP-1533 - 2018 - CULAGOS,1533,2018,CULAGOS,Licenciatura en Humanidades
422 PE que requieren PP-1534 - 2018 - CULAGOS,1534,2018,CULAGOS,Licenciatura en Psicología
422 PE que requieren PP-1535 - 2018 - CULAGOS,1535,2018,CULAGOS,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1536 - 2018 - CUNORTE,1536,2018,CUNORTE,Abogado
422 PE que requieren PP-1537 - 2018 - CUNORTE,1537,2018,CUNORTE,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1538 - 2018 - CUNORTE,1538,2018,CUNORTE,Ingeniería en Telemática
422 PE que requieren PP-1539 - 2018 - CUNORTE,1539,2018,CUNORTE,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1540 - 2018 - CUNORTE,1540,2018,CUNORTE,Licenciatura en Administración
422 PE que requieren PP-1541 - 2018 - CUNORTE,1541,2018,CUNORTE,Licenciatura en Antropología
422 PE que requieren PP-1542 - 2018 - CUNORTE,1542,2018,CUNORTE,Licenciatura en Contaduría Pública
422 PE que requieren PP-1543 - 2018 - CUNORTE,1543,2018,CUNORTE,Licenciatura en enfermería
422 PE que requieren PP-1544 - 2018 - CUNORTE,1544,2018,CUNORTE,Licenciatura en Nutrición
422 PE que requieren PP-1545 - 2018 - CUNORTE,1545,2018,CUNORTE,Licenciatura en Psicología
422 PE que requieren PP-1546 - 2018 - CUSUR,1546,2018,CUSUR,Abogado
422 PE que requieren PP-1547 - 2018 - CUSUR,1547,2018,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-1548 - 2018 - CUSUR,1548,2018,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-1549 - 2018 - CUSUR,1549,2018,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-1550 - 2018 - CUSUR,1550,2018,CUSUR,Licenciatura en enfermería
422 PE que requieren PP-1551 - 2018 - CUSUR,1551,2018,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-1552 - 2018 - CUSUR,1552,2018,CUSUR,Licenciatura en Medicina Veterinaria y Zootecnia
422 PE que requieren PP-1553 - 2018 - CUSUR,1553,2018,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1554 - 2018 - CUSUR,1554,2018,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-1555 - 2018 - CUSUR,1555,2018,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-1556 - 2018 - CUSUR,1556,2018,CUSUR,Licenciatura en Psicología
422 PE que requieren PP-1557 - 2018 - CUSUR,1557,2018,CUSUR,"Licenciatura en Seguridad Laboral, Proteccion Civil y Emergencias"
422 PE que requieren PP-1558 - 2018 - CUSUR,1558,2018,CUSUR,Licenciatura en Trabajo Social
422 PE que requieren PP-1559 - 2018 - CUSUR,1559,2018,CUSUR,Médico Cirujano y Partero
422 PE que requieren PP-1560 - 2018 - CUTONALÁ,1560,2018,CUTONALÁ,Abogado
422 PE que requieren PP-1561 - 2018 - CUTONALÁ,1561,2018,CUTONALÁ,Ingeniería en Ciencias Computacionales
422 PE que requieren PP-1562 - 2018 - CUTONALÁ,1562,2018,CUTONALÁ,Ingeniería en energía
422 PE que requieren PP-1563 - 2018 - CUTONALÁ,1563,2018,CUTONALÁ,Ingeniería en Nanotecnología
422 PE que requieren PP-1564 - 2018 - CUTONALÁ,1564,2018,CUTONALÁ,Licenciatura en Administración de Negocios
422 PE que requieren PP-1565 - 2018 - CUTONALÁ,1565,2018,CUTONALÁ,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1566 - 2018 - CUTONALÁ,1566,2018,CUTONALÁ,Licenciatura en Contaduría Pública
422 PE que requieren PP-1567 - 2018 - CUTONALÁ,1567,2018,CUTONALÁ,Licenciatura en Diseño de Artesanía
422 PE que requieren PP-1568 - 2018 - CUTONALÁ,1568,2018,CUTONALÁ,Licenciatura en Estudios Liberales
422 PE que requieren PP-1569 - 2018 - CUTONALÁ,1569,2018,CUTONALÁ,Licenciatura en Gerontología
422 PE que requieren PP-1570 - 2018 - CUTONALÁ,1570,2018,CUTONALÁ,Licenciatura en Historia del Arte
422 PE que requieren PP-1571 - 2018 - CUTONALÁ,1571,2018,CUTONALÁ,Licenciatura en Nutrición
422 PE que requieren PP-1572 - 2018 - CUTONALÁ,1572,2018,CUTONALÁ,Licenciatura en Salud Pública
422 PE que requieren PP-1573 - 2018 - CUTONALÁ,1573,2018,CUTONALÁ,Médico Cirujano y Partero
422 PE que requieren PP-1574 - 2018 - CUVALLES,1574,2018,CUVALLES,Abogado
422 PE que requieren PP-1575 - 2018 - CUVALLES,1575,2018,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1576 - 2018 - CUVALLES,1576,2018,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-1577 - 2018 - CUVALLES,1577,2018,CUVALLES,Licenciatura en Agronegocios
422 PE que requieren PP-1578 - 2018 - CUVALLES,1578,2018,CUVALLES,Licenciatura en Contaduría Pública
422 PE que requieren PP-1579 - 2018 - CUVALLES,1579,2018,CUVALLES,Licenciatura en Ingeniería Mecatrónica
422 PE que requieren PP-1580 - 2018 - CUVALLES,1580,2018,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1581 - 2018 - CUVALLES,1581,2018,CUVALLES,Licenciatura en Turismo 
422 PE que requieren PP-1582 - 2018 - CUVALLES,1582,2018,CUVALLES,Licenciatura en Ingeniería en Instrumentación y Nanosensores
422 PE que requieren PP-1583 - 2018 - SUV,1583,2018,SUV,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-1584 - 2018 - SUV,1584,2018,SUV,Licenciatura en Bibliotecología y Gestión del Conocimiento
422 PE que requieren PP-1585 - 2018 - SUV,1585,2018,SUV,Licenciatura en Desarrollo Educativo
422 PE que requieren PP-1586 - 2018 - SUV,1586,2018,SUV,Licenciatura en Gestión Cultural
422 PE que requieren PP-1587 - 2018 - SUV,1587,2018,SUV,Licenciatura en Seguridad Ciudadana
422 PE que requieren PP-1588 - 2018 - SUV,1588,2018,SUV,Licenciatura en Tecnologías e Información
422 PE que requieren PP-1589 - 2018 - SUV,1589,2018,SUV,Licenciatura en Periodismo Digital
