name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-1005 - 2021 - CUVALLES,1005,2021,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1006 - 2021 - CUVALLES,1006,2021,CUVALLES,Licenciatura en Turismo 
422 PE que requieren PP-1007 - 2021 - CUVALLES,1007,2021,CUVALLES,Licenciatura en Ingeniería en Instrumentación y Nanosensores
422 PE que requieren PP-1008 - 2021 - CUTLAJOMULCO,1008,2021,CUTLAJOMULCO,Licenciatura en Administración y Gestión Empresarial
422 PE que requieren PP-1009 - 2021 - CUTLAJOMULCO,1009,2021,CUTLAJOMULCO,Ingeniería Civil (Cuatrimestral)
422 PE que requieren PP-1010 - 2021 - CUTLAJOMULCO,1010,2021,CUTLAJOMULCO,Ingeniería en Biotecnología
422 PE que requieren PP-1011 - 2021 - CUTLAJOMULCO,1011,2021,CUTLAJOMULCO,Licenciatura en Terapia Física
422 PE que requieren PP-1012 - 2021 - CUTLAJOMULCO,1012,2021,CUTLAJOMULCO,Ingeniería en Mecatrónica (Cuatrimestral)
422 PE que requieren PP-1013 - 2021 - CUTLAJOMULCO,1013,2021,CUTLAJOMULCO,Ingeniería en Diseño Industrial
422 PE que requieren PP-1014 - 2021 - CUTLAJOMULCO,1014,2021,CUTLAJOMULCO,Licenciatura en Administración
422 PE que requieren PP-1015 - 2021 - CUTLAJOMULCO,1015,2021,CUTLAJOMULCO,Licenciatura en Enfermería
422 PE que requieren PP-1016 - 2021 - CUTLAJOMULCO,1016,2021,CUTLAJOMULCO,Licenciatura en Nutrición
422 PE que requieren PP-1017 - 2021 - CUTLAJOMULCO,1017,2021,CUTLAJOMULCO,Licenciatura en Médico Cirujano y Partero
422 PE que requieren PP-1018 - 2021 - CUTLAJOMULCO,1018,2021,CUTLAJOMULCO,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1019 - 2021 - CUTLAJOMULCO,1019,2021,CUTLAJOMULCO,Ingeniería Biomédica
422 PE que requieren PP-1020 - 2021 - CUTLAJOMULCO,1020,2021,CUTLAJOMULCO,Ingeniería Civil (Semestral)
422 PE que requieren PP-1021 - 2021 - CUTLAJOMULCO,1021,2021,CUTLAJOMULCO,Ingeniería en Mecatrónica (Semestral)
422 PE que requieren PP-1022 - 2021 - SUV,1022,2021,SUV,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-1023 - 2021 - SUV,1023,2021,SUV,Licenciatura en Bibliotecología y Gestión del Conocimiento
422 PE que requieren PP-1024 - 2021 - SUV,1024,2021,SUV,Licenciatura en Educación / Licenciatura en Desarrollo Educativo
422 PE que requieren PP-1025 - 2021 - SUV,1025,2021,SUV,Licenciatura en Tecnologías e Información
422 PE que requieren PP-1026 - 2021 - SUV,1026,2021,SUV,Licenciatura en Periodismo Digital
422 PE que requieren PP-1027 - 2020 - CUAAD,1027,2020,CUAAD,Licenciatura en Arquitectura
422 PE que requieren PP-1028 - 2020 - CUAAD,1028,2020,CUAAD,"Licenciatura en Diseño, Arte y Tecnologías Interactivas"
422 PE que requieren PP-1029 - 2020 - CUAAD,1029,2020,CUAAD,Licenciatura en Diseño de Modas
422 PE que requieren PP-1030 - 2020 - CUAAD,1030,2020,CUAAD,Licenciatura en Diseño de Interiores y Ambientación
422 PE que requieren PP-1031 - 2020 - CUAAD,1031,2020,CUAAD,Licenciatura en Diseño Industrial
422 PE que requieren PP-1032 - 2020 - CUAAD,1032,2020,CUAAD,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-1033 - 2020 - CUAAD,1033,2020,CUAAD,Licenciatura en Urbanística y Medio Ambiente
422 PE que requieren PP-1034 - 2020 - CUCBA,1034,2020,CUCBA,Licenciatura en Agronegocios
422 PE que requieren PP-1035 - 2020 - CUCBA,1035,2020,CUCBA,Licenciatura en Ciencias de los Alimentos
422 PE que requieren PP-1036 - 2020 - CUCBA,1036,2020,CUCBA,Licenciatura en Medicina Veterinaria
422 PE que requieren PP-1037 - 2020 - CUCBA,1037,2020,CUCBA,Licenciatura en Biología
422 PE que requieren PP-1038 - 2020 - CUCBA,1038,2020,CUCBA,Licenciatura en Ingeniero Agrónomo
422 PE que requieren PP-1039 - 2020 - CUCEA,1039,2020,CUCEA,Licenciatura en Administración
422 PE que requieren PP-1040 - 2020 - CUCEA,1040,2020,CUCEA,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-1041 - 2020 - CUCEA,1041,2020,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-1042 - 2020 - CUCEA,1042,2020,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1043 - 2020 - CUCEA,1043,2020,CUCEA,Licenciatura en Economía
422 PE que requieren PP-1044 - 2020 - CUCEA,1044,2020,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-1045 - 2020 - CUCEA,1045,2020,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-1046 - 2020 - CUCEA,1046,2020,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1047 - 2020 - CUCEA,1047,2020,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1048 - 2020 - CUCEA,1048,2020,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1049 - 2020 - CUCEA,1049,2020,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-1050 - 2020 - CUCEA,1050,2020,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1051 - 2020 - CUCEA,1051,2020,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-1052 - 2020 - CUCEA,1052,2020,CUCEA,Ingeniería en Negocios
422 PE que requieren PP-1053 - 2020 - CUCEI,1053,2020,CUCEI,Ingeniería Civil
422 PE que requieren PP-1054 - 2020 - CUCEI,1054,2020,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-1055 - 2020 - CUCEI,1055,2020,CUCEI,Ingeniería en Computación
422 PE que requieren PP-1056 - 2020 - CUCEI,1056,2020,CUCEI,Ingeniería en Comunicaciones e Electrónica
422 PE que requieren PP-1057 - 2020 - CUCEI,1057,2020,CUCEI,Ingeniería Industrial
422 PE que requieren PP-1058 - 2020 - CUCEI,1058,2020,CUCEI,Ingeniería Informática
422 PE que requieren PP-1059 - 2020 - CUCEI,1059,2020,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1060 - 2020 - CUCEI,1060,2020,CUCEI,Ingeniería Química
422 PE que requieren PP-1061 - 2020 - CUCEI,1061,2020,CUCEI,Licenciatura en Ciencia de Materiales
422 PE que requieren PP-1062 - 2020 - CUCEI,1062,2020,CUCEI,Licenciatura en Física
422 PE que requieren PP-1063 - 2020 - CUCEI,1063,2020,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-1064 - 2020 - CUCEI,1064,2020,CUCEI,Licenciatura en Química
422 PE que requieren PP-1065 - 2020 - CUCEI,1065,2020,CUCEI,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1066 - 2020 - CUCEI,1066,2020,CUCEI,Ingeniería Biomédica
422 PE que requieren PP-1067 - 2020 - CUCEI,1067,2020,CUCEI,Ingeniería Robótica
422 PE que requieren PP-1068 - 2020 - CUCS ,1068,2020,CUCS,Licenciatura en Cirujano Dentista 
422 PE que requieren PP-1069 - 2020 - CUCS ,1069,2020,CUCS,Licenciatura en Psicología
422 PE que requieren PP-1070 - 2020 - CUCS ,1070,2020,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-1071 - 2020 - CUCS ,1071,2020,CUCS,"Médico, Cirujano y Partero"
422 PE que requieren PP-1072 - 2020 - CUCS ,1072,2020,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-1073 - 2020 - CUCS ,1073,2020,CUCS,Licenciatura en Enfermería
422 PE que requieren PP-1074 - 2020 - CUCS ,1074,2020,CUCS,Licenciatura en Enfermería en la modalidad a distancia
422 PE que requieren PP-1075 - 2020 - CUCS ,1075,2020,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1076 - 2020 - CUCS ,1076,2020,CUCS,Licenciatura en Podología
422 PE que requieren PP-1077 - 2020 - CUCS ,1077,2020,CUCS,Nivelación de la Licenciatura en Enfermería en la modalidad a distancia
422 PE que requieren PP-1078 - 2020 - CUCS ,1078,2020,CUCS,Técnico Superior en Enfermería
422 PE que requieren PP-1079 - 2020 - CUCS ,1079,2020,CUCS,Técnico Superior Universitario en Radiología e Imagen
422 PE que requieren PP-1080 - 2020 - CUCS ,1080,2020,CUCS,Técnico Superior Universitario en Prótesis Dental
422 PE que requieren PP-1081 - 2020 - CUCS ,1081,2020,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-1082 - 2020 - CUCS ,1082,2020,CUCS,Técnico Superior Universitario en Terapia Física
422 PE que requieren PP-1083 - 2020 - CUCS ,1083,2020,CUCS,Técnico Superior Universitario en Terapia Respiratoria
422 PE que requieren PP-1084 - 2020 - CUCSH,1084,2020,CUCSH,Licenciatura en Antropología
422 PE que requieren PP-1085 - 2020 - CUCSH,1085,2020,CUCSH,Licenciatura en Comunicación Pública
422 PE que requieren PP-1086 - 2020 - CUCSH,1086,2020,CUCSH,Licenciatura en Criminología
422 PE que requieren PP-1087 - 2020 - CUCSH,1087,2020,CUCSH,Licenciatura en Derecho
422 PE que requieren PP-1088 - 2020 - CUCSH,1088,2020,CUCSH,Licenciatura en Didáctica del Francés como Lengua Extranjera
422 PE que requieren PP-1089 - 2020 - CUCSH,1089,2020,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera
422 PE que requieren PP-1090 - 2020 - CUCSH,1090,2020,CUCSH,Licenciatura en Sociología
422 PE que requieren PP-1091 - 2020 - CUCSH,1091,2020,CUCSH,Licenciatura en Estudios Políticos y de Gobierno
422 PE que requieren PP-1092 - 2020 - CUCSH,1092,2020,CUCSH,Licenciatura en Filosofía
422 PE que requieren PP-1093 - 2020 - CUCSH,1093,2020,CUCSH,Licenciatura en Geografía
422 PE que requieren PP-1094 - 2020 - CUCSH,1094,2020,CUCSH,Licenciatura en Historia
422 PE que requieren PP-1095 - 2020 - CUCSH,1095,2020,CUCSH,Licenciatura en Letras Hispánicas
422 PE que requieren PP-1096 - 2020 - CUCSH,1096,2020,CUCSH,Licenciatura en Trabajo Social
422 PE que requieren PP-1097 - 2020 - CUCSH,1097,2020,CUCSH,Licenciatura en Relaciones Internacionales
422 PE que requieren PP-1098 - 2020 - CUALTOS,1098,2020,CUALTOS,Licenciatura en Psicología 
422 PE que requieren PP-1099 - 2020 - CUALTOS,1099,2020,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-1100 - 2020 - CUALTOS,1100,2020,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1101 - 2020 - CUALTOS,1101,2020,CUALTOS,Licenciatura en Sistemas Pecuarios
422 PE que requieren PP-1102 - 2020 - CUALTOS,1102,2020,CUALTOS,Licenciatura en Médico Veterinario Zootecnista
422 PE que requieren PP-1103 - 2020 - CUALTOS,1103,2020,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-1104 - 2020 - CUALTOS,1104,2020,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-1105 - 2020 - CUALTOS,1105,2020,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-1106 - 2020 - CUALTOS,1106,2020,CUALTOS,Abogado
422 PE que requieren PP-1107 - 2020 - CUALTOS,1107,2020,CUALTOS,Médico Cirujano y Partero
422 PE que requieren PP-1108 - 2020 - CUCIÉNEGA,1108,2020,CUCIÉNEGA,Abogado
422 PE que requieren PP-1109 - 2020 - CUCIÉNEGA,1109,2020,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-1110 - 2020 - CUCIÉNEGA,1110,2020,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-1111 - 2020 - CUCIÉNEGA,1111,2020,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-1112 - 2020 - CUCIÉNEGA,1112,2020,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-1113 - 2020 - CUCIÉNEGA,1113,2020,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1114 - 2020 - CUCIÉNEGA,1114,2020,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1115 - 2020 - CUCIÉNEGA,1115,2020,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1116 - 2020 - CUCIÉNEGA,1116,2020,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-1117 - 2020 - CUCIÉNEGA,1117,2020,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-1118 - 2020 - CUCIÉNEGA,1118,2020,CUCIÉNEGA,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1119 - 2020 - CUCIÉNEGA,1119,2020,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1120 - 2020 - CUCOSTA,1120,2020,CUCOSTA,Abogado
422 PE que requieren PP-1121 - 2020 - CUCOSTA,1121,2020,CUCOSTA,Licenciatura en Administración
422 PE que requieren PP-1122 - 2020 - CUCOSTA,1122,2020,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-1123 - 2020 - CUCOSTA,1123,2020,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-1124 - 2020 - CUCOSTA,1124,2020,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-1125 - 2020 - CUCOSTA,1125,2020,CUCOSTA,Licenciatura en Contaduría Publica
422 PE que requieren PP-1126 - 2020 - CUCOSTA,1126,2020,CUCOSTA,Licenciatura en Cultura Física y Deportes1
422 PE que requieren PP-1127 - 2020 - CUCOSTA,1127,2020,CUCOSTA,Licenciatura en Enfermería
422 PE que requieren PP-1128 - 2020 - CUCOSTA,1128,2020,CUCOSTA,Licenciatura en Ingeniería Civil 
422 PE que requieren PP-1129 - 2020 - CUCOSTA,1129,2020,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia
422 PE que requieren PP-1130 - 2020 - CUCOSTA,1130,2020,CUCOSTA,Licenciatura en Ingeniería en Telemática
422 PE que requieren PP-1131 - 2020 - CUCOSTA,1131,2020,CUCOSTA,Licenciatura en Ingeniería en Videojuegos
422 PE que requieren PP-1132 - 2020 - CUCOSTA,1132,2020,CUCOSTA,Licenciatura en Nutrición 
422 PE que requieren PP-1133 - 2020 - CUCOSTA,1133,2020,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-1134 - 2020 - CUCOSTA,1134,2020,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-1135 - 2020 - CUCOSTA,1135,2020,CUCOSTA,Médico Cirujano y Partero
422 PE que requieren PP-1136 - 2020 - CUCOSTASUR,1136,2020,CUCOSTASUR,Abogado
422 PE que requieren PP-1137 - 2020 - CUCOSTASUR,1137,2020,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-1138 - 2020 - CUCOSTASUR,1138,2020,CUCOSTASUR,Ingeniería en Obras y Servicios
422 PE que requieren PP-1139 - 2020 - CUCOSTASUR,1139,2020,CUCOSTASUR,Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-1140 - 2020 - CUCOSTASUR,1140,2020,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-1141 - 2020 - CUCOSTASUR,1141,2020,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-1142 - 2020 - CUCOSTASUR,1142,2020,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-1143 - 2020 - CUCOSTASUR,1143,2020,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-1144 - 2020 - CUCOSTASUR,1144,2020,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-1145 - 2020 - CUCOSTASUR,1145,2020,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-1146 - 2020 - CUCOSTASUR,1146,2020,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-1147 - 2020 - CUCOSTASUR,1147,2020,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-1148 - 2020 - CULAGOS,1148,2020,CULAGOS,Abogado
422 PE que requieren PP-1149 - 2020 - CULAGOS,1149,2020,CULAGOS,Abogado Semiescolarizado
422 PE que requieren PP-1150 - 2020 - CULAGOS,1150,2020,CULAGOS,Ingeniería Bioquímica
422 PE que requieren PP-1151 - 2020 - CULAGOS,1151,2020,CULAGOS,Ingeniería en Administración Industrial
422 PE que requieren PP-1152 - 2020 - CULAGOS,1152,2020,CULAGOS,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1153 - 2020 - CULAGOS,1153,2020,CULAGOS,Ingeniería Industrial
422 PE que requieren PP-1154 - 2020 - CULAGOS,1154,2020,CULAGOS,Ingeniería Mecatrónica
422 PE que requieren PP-1155 - 2020 - CULAGOS,1155,2020,CULAGOS,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1156 - 2020 - CULAGOS,1156,2020,CULAGOS,Ingeniería en Videojuegos
422 PE que requieren PP-1157 - 2020 - CULAGOS,1157,2020,CULAGOS,Licenciatura en Administración
422 PE que requieren PP-1158 - 2020 - CULAGOS,1158,2020,CULAGOS,Licenciatura en Periodismo
422 PE que requieren PP-1159 - 2020 - CULAGOS,1159,2020,CULAGOS,Licenciatura en Humanidades
422 PE que requieren PP-1160 - 2020 - CULAGOS,1160,2020,CULAGOS,Licenciatura en Psicología
422 PE que requieren PP-1161 - 2020 - CULAGOS,1161,2020,CULAGOS,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1162 - 2020 - CUNORTE,1162,2020,CUNORTE,Licenciatura en Turismo
422 PE que requieren PP-1163 - 2020 - CUNORTE,1163,2020,CUNORTE,Licenciatura en Agronegocios
422 PE que requieren PP-1164 - 2020 - CUNORTE,1164,2020,CUNORTE,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1165 - 2020 - CUNORTE,1165,2020,CUNORTE,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1166 - 2020 - CUNORTE,1166,2020,CUNORTE,Ingeniería en Telemática
422 PE que requieren PP-1167 - 2020 - CUNORTE,1167,2020,CUNORTE,Licenciatura en Enfermería
422 PE que requieren PP-1168 - 2020 - CUNORTE,1168,2020,CUNORTE,Licenciatura en Nutrición
422 PE que requieren PP-1169 - 2020 - CUNORTE,1169,2020,CUNORTE,Licenciatura en Psicología
422 PE que requieren PP-1170 - 2020 - CUNORTE,1170,2020,CUNORTE,Abogado
422 PE que requieren PP-1171 - 2020 - CUNORTE,1171,2020,CUNORTE,Licenciatura en Antropología
422 PE que requieren PP-1172 - 2020 - CUNORTE,1172,2020,CUNORTE,Licenciatura en Administración
422 PE que requieren PP-1173 - 2020 - CUNORTE,1173,2020,CUNORTE,Licenciatura en Contaduría Pública
422 PE que requieren PP-1174 - 2020 - CUSUR,1174,2020,CUSUR,Abogado
422 PE que requieren PP-1175 - 2020 - CUSUR,1175,2020,CUSUR,Ingeniería en Sistemas Biológicos
422 PE que requieren PP-1176 - 2020 - CUSUR,1176,2020,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-1177 - 2020 - CUSUR,1177,2020,CUSUR,Licenciatura en Agrobiotecnología
422 PE que requieren PP-1178 - 2020 - CUSUR,1178,2020,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-1179 - 2020 - CUSUR,1179,2020,CUSUR,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-1180 - 2020 - CUSUR,1180,2020,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-1181 - 2020 - CUSUR,1181,2020,CUSUR,Licenciatura en Enfermería
422 PE que requieren PP-1182 - 2020 - CUSUR,1182,2020,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-1183 - 2020 - CUSUR,1183,2020,CUSUR,Licenciatura en Medicina Veterinaria y Zootecnia
422 PE que requieren PP-1184 - 2020 - CUSUR,1184,2020,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1185 - 2020 - CUSUR,1185,2020,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-1186 - 2020 - CUSUR,1186,2020,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-1187 - 2020 - CUSUR,1187,2020,CUSUR,Licenciatura en Psicología
422 PE que requieren PP-1188 - 2020 - CUSUR,1188,2020,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencia"
422 PE que requieren PP-1189 - 2020 - CUSUR,1189,2020,CUSUR,Licenciatura en Trabajo Social
422 PE que requieren PP-1190 - 2020 - CUSUR,1190,2020,CUSUR,Médico Cirujano y Partero
422 PE que requieren PP-1191 - 2020 - CUTONALÁ,1191,2020,CUTONALÁ,Abogado
422 PE que requieren PP-1192 - 2020 - CUTONALÁ,1192,2020,CUTONALÁ,Ingeniería en Ciencias Computacionales
422 PE que requieren PP-1193 - 2020 - CUTONALÁ,1193,2020,CUTONALÁ,Ingeniería en Energía
422 PE que requieren PP-1194 - 2020 - CUTONALÁ,1194,2020,CUTONALÁ,Ingeniería en Nanotecnología
422 PE que requieren PP-1195 - 2020 - CUTONALÁ,1195,2020,CUTONALÁ,Licenciatura en Administración de Negocios
422 PE que requieren PP-1196 - 2020 - CUTONALÁ,1196,2020,CUTONALÁ,Licenciatura en Arquitectura
422 PE que requieren PP-1197 - 2020 - CUTONALÁ,1197,2020,CUTONALÁ,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1198 - 2020 - CUTONALÁ,1198,2020,CUTONALÁ,Licenciatura en Contaduría Publica
422 PE que requieren PP-1199 - 2020 - CUTONALÁ,1199,2020,CUTONALÁ,Licenciatura en Nutrición
422 PE que requieren PP-1200 - 2020 - CUTONALÁ,1200,2020,CUTONALÁ,Licenciatura en Salud Publica
422 PE que requieren PP-1201 - 2020 - CUTONALÁ,1201,2020,CUTONALÁ,Médico Cirujano y Partero
422 PE que requieren PP-1202 - 2020 - CUVALLES,1202,2020,CUVALLES,Abogado
422 PE que requieren PP-1203 - 2020 - CUVALLES,1203,2020,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1204 - 2020 - CUVALLES,1204,2020,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-1205 - 2020 - CUVALLES,1205,2020,CUVALLES,Licenciatura en Agronegocios
422 PE que requieren PP-1206 - 2020 - CUVALLES,1206,2020,CUVALLES,Licenciatura en Contaduría Pública
422 PE que requieren PP-1207 - 2020 - CUVALLES,1207,2020,CUVALLES,Licenciatura en Ingeniería Mecatrónica
422 PE que requieren PP-1208 - 2020 - CUVALLES,1208,2020,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1209 - 2020 - CUVALLES,1209,2020,CUVALLES,Licenciatura en Turismo
422 PE que requieren PP-1210 - 2020 - CUVALLES,1210,2020,CUVALLES,Licenciatura en Ingeniería en Instrumentación y Nanosensores
422 PE que requieren PP-1211 - 2020 - CUTLAJOMULCO,1211,2020,CUTLAJOMULCO,Ingeniería en Biotecnología
422 PE que requieren PP-1212 - 2020 - CUTLAJOMULCO,1212,2020,CUTLAJOMULCO,Ingeniería Civil
422 PE que requieren PP-1213 - 2020 - CUTLAJOMULCO,1213,2020,CUTLAJOMULCO,Ingeniería en Diseño Industrial
422 PE que requieren PP-1214 - 2020 - CUTLAJOMULCO,1214,2020,CUTLAJOMULCO,Ingeniería Mecatrónica
422 PE que requieren PP-1215 - 2020 - CUTLAJOMULCO,1215,2020,CUTLAJOMULCO,Licenciatura en Administración y Gestión Empresarial
422 PE que requieren PP-1216 - 2020 - CUTLAJOMULCO,1216,2020,CUTLAJOMULCO,Licenciatura en Terapia Física
422 PE que requieren PP-1217 - 2020 - SUV,1217,2020,SUV,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-1218 - 2020 - SUV,1218,2020,SUV,Licenciatura en Bibliotecología y Gestión del Conocimiento
422 PE que requieren PP-1219 - 2020 - SUV,1219,2020,SUV,Licenciatura en Educación / Licenciatura en Desarrollo Educativo
422 PE que requieren PP-1220 - 2020 - SUV,1220,2020,SUV,Licenciatura en Tecnologías e Información
422 PE que requieren PP-1221 - 2020 - SUV,1221,2020,SUV,Licenciatura en Periodismo Digital
422 PE que requieren PP-1222 - 2019 - CUAAD,1222,2019,CUAAD,Licenciatura en Arquitectura
422 PE que requieren PP-1223 - 2019 - CUAAD,1223,2019,CUAAD,Licenciatura en Diseño de Modas
422 PE que requieren PP-1224 - 2019 - CUAAD,1224,2019,CUAAD,Licenciatura en Diseño de Interiores y Ambientación
422 PE que requieren PP-1225 - 2019 - CUAAD,1225,2019,CUAAD,Licenciatura en Diseño Industrial
422 PE que requieren PP-1226 - 2019 - CUAAD,1226,2019,CUAAD,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-1227 - 2019 - CUAAD,1227,2019,CUAAD,Licenciatura en Urbanística y Medio Ambiente
422 PE que requieren PP-1228 - 2019 - CUCBA,1228,2019,CUCBA,Licenciatura en Agronegocios
422 PE que requieren PP-1229 - 2019 - CUCBA,1229,2019,CUCBA,Licenciatura en Ciencias de los Alimentos
422 PE que requieren PP-1230 - 2019 - CUCBA,1230,2019,CUCBA,Licenciatura en Medicina Veterinaria
422 PE que requieren PP-1231 - 2019 - CUCBA,1231,2019,CUCBA,Licenciatura en Biología
422 PE que requieren PP-1232 - 2019 - CUCBA,1232,2019,CUCBA,Licenciatura en Ingeniero Agrónomo
422 PE que requieren PP-1233 - 2019 - CUCEA,1233,2019,CUCEA,Licenciatura en Administración
422 PE que requieren PP-1234 - 2019 - CUCEA,1234,2019,CUCEA,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-1235 - 2019 - CUCEA,1235,2019,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-1236 - 2019 - CUCEA,1236,2019,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1237 - 2019 - CUCEA,1237,2019,CUCEA,Licenciatura en Economía
422 PE que requieren PP-1238 - 2019 - CUCEA,1238,2019,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-1239 - 2019 - CUCEA,1239,2019,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-1240 - 2019 - CUCEA,1240,2019,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1241 - 2019 - CUCEA,1241,2019,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1242 - 2019 - CUCEA,1242,2019,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1243 - 2019 - CUCEA,1243,2019,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-1244 - 2019 - CUCEA,1244,2019,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1245 - 2019 - CUCEA,1245,2019,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-1246 - 2019 - CUCEA,1246,2019,CUCEA,Ingeniería en Negocios
422 PE que requieren PP-1247 - 2019 - CUCEI,1247,2019,CUCEI,Ingeniería Civil
422 PE que requieren PP-1248 - 2019 - CUCEI,1248,2019,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-1249 - 2019 - CUCEI,1249,2019,CUCEI,Ingeniería en Computación
422 PE que requieren PP-1250 - 2019 - CUCEI,1250,2019,CUCEI,Ingeniería en Comunicaciones e Electrónica
