name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
17 2020-2021 14MMS0613H BGC,17,2020-2021,14MMS0613H,BGC,Escolarizada,1169,1483,,2652,2,1,,3,1,0,,1,0,0,,0,0,0,,0,6,3,,9,15,17,,32,0,0,,0,0,1,,1,24,22,,46,5,7,,12
18 2020-2021 14MMS0613H BGC,18,2020-2021,14MMS0613H,BGC,Escolarizada,1138,1438,,2576,2,1,,3,1,0,,1,1,0,,1,0,1,,1,5,5,,10,17,9,,26,0,1,,1,0,0,,0,26,17,,43,1,2,,3
19 2020-2021 14MMS0614G BGC,19,2020-2021,14MMS0614G,BGC,Escolarizada,862,1426,,2288,2,2,,4,1,0,,1,0,0,,0,2,1,,3,0,0,,0,15,23,,38,0,1,,1,0,0,,0,20,27,,47,0,0,,0
20 2020-2021 14MMS0614G BGC,20,2020-2021,14MMS0614G,BGC,Escolarizada,880,1313,,2193,0,2,,2,1,1,,2,0,0,,0,0,0,,0,1,0,,1,12,17,,29,0,0,,0,0,0,,0,14,20,,34,0,0,,0
21 2020-2021 14MMS0615F BGC,21,2020-2021,14MMS0615F,BGC,Escolarizada,456,744,,1200,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,1,,1,3,12,,15,0,0,,0,0,0,,0,4,14,,18,0,0,,0
22 2020-2021 14MMS0615F BGC,22,2020-2021,14MMS0615F,BGC,Escolarizada,433,710,,1143,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,4,13,,17,0,1,,1,0,0,,0,5,14,,19,0,0,,0
23 2020-2021 14MMS0616E BGC,23,2020-2021,14MMS0616E,BGC,Escolarizada,226,297,,523,0,0,,0,2,0,,2,0,0,,0,0,3,,3,0,0,,0,3,6,,9,0,0,,0,0,0,,0,5,9,,14,0,0,,0
24 2020-2021 14MMS0616E BGC,24,2020-2021,14MMS0616E,BGC,Escolarizada,181,251,,432,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,4,3,,7,0,0,,0
25 2020-2021 14MMS0617D BGC,25,2020-2021,14MMS0617D,BGC,Escolarizada,245,355,,600,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,4,3,,7,1,0,,1
26 2020-2021 14MMS0617D BGC,26,2020-2021,14MMS0617D,BGC,Escolarizada,229,309,,538,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,2,,4,0,0,,0,1,0,,1,3,3,,6,0,0,,0
27 2020-2021 14MMS0618C BGC,27,2020-2021,14MMS0618C,BGC,Escolarizada,392,474,,866,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,8,,11,0,0,,0,0,0,,0,4,8,,12,0,0,,0
28 2020-2021 14MMS0618C BGC,28,2020-2021,14MMS0618C,BGC,Escolarizada,321,458,,779,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,2,,5,0,0,,0,0,0,,0,5,2,,7,0,0,,0
29 2020-2021 14MMS0618C BGAI,29,2020-2021,14MMS0618C,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
30 2020-2021 14MMS0619B BGC,30,2020-2021,14MMS0619B,BGC,Escolarizada,295,408,,703,2,0,,2,1,0,,1,0,0,,0,0,0,,0,1,0,,1,8,5,,13,0,0,,0,0,0,,0,12,5,,17,0,1,,1
31 2020-2021 14MMS0619B BGC,31,2020-2021,14MMS0619B,BGC,Escolarizada,293,371,,664,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,6,,13,0,1,,1,0,1,,1,7,8,,15,0,0,,0
32 2020-2021 14MMS0619B BGAI,32,2020-2021,14MMS0619B,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
33 2020-2021 14MMS0620R BGC,33,2020-2021,14MMS0620R,BGC,Escolarizada,125,166,,291,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0
34 2020-2021 14MMS0620R BGC,34,2020-2021,14MMS0620R,BGC,Escolarizada,100,105,,205,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
35 2020-2021 14MMS0620R BGAI,35,2020-2021,14MMS0620R,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
36 2020-2021 14MMS0621Q BGC,36,2020-2021,14MMS0621Q,BGC,Escolarizada,388,508,,896,2,0,,2,2,0,,2,0,0,,0,0,1,,1,0,0,,0,3,4,,7,2,3,,5,0,0,,0,9,8,,17,0,0,,0
37 2020-2021 14MMS0621Q BGC,37,2020-2021,14MMS0621Q,BGC,Escolarizada,342,467,,809,2,0,,2,1,0,,1,0,0,,0,0,0,,0,0,1,,1,10,8,,18,1,2,,3,0,0,,0,14,11,,25,0,0,,0
38 2020-2021 14MMS0622P BGC,38,2020-2021,14MMS0622P,BGC,Escolarizada,148,160,,308,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,3,4,,7,0,0,,0
39 2020-2021 14MMS0622P BGC,39,2020-2021,14MMS0622P,BGC,Escolarizada,109,112,,221,0,2,,2,0,1,,1,0,0,,0,0,0,,0,0,0,,0,2,2,,4,0,0,,0,0,0,,0,2,5,,7,0,0,,0
40 2020-2021 14MMS0623O BGC,40,2020-2021,14MMS0623O,BGC,Escolarizada,749,971,,1720,5,0,,5,1,0,,1,0,0,,0,0,0,,0,0,0,,0,9,18,,27,0,0,,0,0,0,,0,15,18,,33,0,0,,0
41 2020-2021 14MMS0623O BGC,41,2020-2021,14MMS0623O,BGC,Escolarizada,628,1001,,1629,0,2,,2,1,0,,1,0,0,,0,1,0,,1,0,0,,0,5,14,,19,0,2,,2,0,0,,0,7,18,,25,0,1,,1
42 2020-2021 14MMS0624N BGC,42,2020-2021,14MMS0624N,BGC,Escolarizada,159,208,,367,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,0,3,,3,0,0,,0
43 2020-2021 14MMS0624N BGC,43,2020-2021,14MMS0624N,BGC,Escolarizada,131,189,,320,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,1,,1
44 2020-2021 14MMS0625M BGC,44,2020-2021,14MMS0625M,BGC,Escolarizada,157,174,,331,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,12,11,,23
45 2020-2021 14MMS0625M BGC,45,2020-2021,14MMS0625M,BGC,Escolarizada,126,154,,280,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,2,,6,0,0,,0,0,0,,0,4,2,,6,9,9,,18
46 2020-2021 14MMS0625M BGAI,46,2020-2021,14MMS0625M,BGAI,Escolarizada,12,13,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
47 2020-2021 14MMS0626L BGC,47,2020-2021,14MMS0626L,BGC,Escolarizada,436,625,,1061,0,1,,1,1,1,,2,0,0,,0,0,1,,1,0,0,,0,9,20,,29,0,0,,0,0,0,,0,10,23,,33,0,0,,0
48 2020-2021 14MMS0626L BGC,48,2020-2021,14MMS0626L,BGC,Escolarizada,416,568,,984,0,1,,1,0,0,,0,0,0,,0,0,1,,1,1,1,,2,3,11,,14,1,0,,1,0,0,,0,5,14,,19,0,2,,2
49 2020-2021 14MMS0627K BGC,49,2020-2021,14MMS0627K,BGC,Escolarizada,177,169,,346,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
50 2020-2021 14MMS0627K BGC,50,2020-2021,14MMS0627K,BGC,Escolarizada,132,160,,292,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
51 2020-2021 14MMS0627K BGAI,51,2020-2021,14MMS0627K,BGAI,Escolarizada,6,15,,21,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
52 2020-2021 14MMS0628J BGC,52,2020-2021,14MMS0628J,BGC,Escolarizada,405,550,,955,2,2,,4,0,0,,0,0,0,,0,1,0,,1,1,0,,1,6,9,,15,1,1,,2,0,0,,0,11,12,,23,0,1,,1
53 2020-2021 14MMS0628J BGC,53,2020-2021,14MMS0628J,BGC,Escolarizada,422,460,,882,1,0,,1,1,0,,1,0,0,,0,0,1,,1,0,0,,0,9,4,,13,0,1,,1,0,0,,0,11,6,,17,0,0,,0
54 2020-2021 14MMS0629I BGC,54,2020-2021,14MMS0629I,BGC,Escolarizada,412,558,,970,0,2,,2,1,0,,1,0,0,,0,1,1,,2,0,1,,1,10,8,,18,0,0,,0,0,0,,0,12,12,,24,0,0,,0
55 2020-2021 14MMS0629I BGC,55,2020-2021,14MMS0629I,BGC,Escolarizada,419,526,,945,0,2,,2,2,0,,2,0,0,,0,0,1,,1,1,0,,1,3,6,,9,0,1,,1,0,2,,2,6,12,,18,0,0,,0
56 2020-2021 14MMS0629I BGAI,56,2020-2021,14MMS0629I,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
57 2020-2021 14MMS0630Y BGC,57,2020-2021,14MMS0630Y,BGC,Escolarizada,473,605,,1078,0,2,,2,0,1,,1,0,0,,0,0,0,,0,0,1,,1,8,5,,13,0,2,,2,0,0,,0,8,11,,19,1,0,,1
58 2020-2021 14MMS0630Y BGC,58,2020-2021,14MMS0630Y,BGC,Escolarizada,470,608,,1078,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1,9,11,,20,0,0,,0,0,0,,0,11,12,,23,0,0,,0
59 2020-2021 14MMS0631X BGC,59,2020-2021,14MMS0631X,BGC,Escolarizada,746,921,,1667,1,2,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0,4,6,,10,0,1,,1,0,0,,0,8,9,,17,1,2,,3
60 2020-2021 14MMS0631X BGC,60,2020-2021,14MMS0631X,BGC,Escolarizada,684,929,,1613,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,7,8,,15,0,0,,0,0,0,,0,7,9,,16,2,0,,2
61 2020-2021 14MMS0632W BGC,61,2020-2021,14MMS0632W,BGC,Escolarizada,566,712,,1278,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,6,7,,13,2,0,,2,0,0,,0,9,7,,16,0,0,,0
62 2020-2021 14MMS0632W BGC,62,2020-2021,14MMS0632W,BGC,Escolarizada,540,705,,1245,2,0,,2,3,0,,3,0,0,,0,1,0,,1,0,0,,0,8,12,,20,0,0,,0,1,0,,1,15,12,,27,0,0,,0
63 2020-2021 14MMS0632W BGAI,63,2020-2021,14MMS0632W,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
64 2020-2021 14MMS0633V BGC,64,2020-2021,14MMS0633V,BGC,Escolarizada,127,171,,298,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,3,4,,7,0,1,,1
65 2020-2021 14MMS0633V BGC,65,2020-2021,14MMS0633V,BGC,Escolarizada,87,113,,200,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,2,3,,5,0,0,,0,0,0,,0,3,3,,6,0,1,,1
66 2020-2021 14MMS0634U BGC,66,2020-2021,14MMS0634U,BGC,Escolarizada,414,622,,1036,2,0,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0,9,11,,20,1,1,,2,1,0,,1,15,13,,28,0,1,,1
67 2020-2021 14MMS0634U BGC,67,2020-2021,14MMS0634U,BGC,Escolarizada,385,602,,987,3,0,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,16,,22,1,1,,2,1,0,,1,11,17,,28,0,1,,1
68 2020-2021 14MMS0635T BGC,68,2020-2021,14MMS0635T,BGC,Escolarizada,299,407,,706,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,13,,19,0,0,,0,0,0,,0,7,14,,21,0,0,,0
69 2020-2021 14MMS0635T BGC,69,2020-2021,14MMS0635T,BGC,Escolarizada,321,355,,676,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,1,,1,12,9,,21,0,0,,0,0,0,,0,12,12,,24,0,0,,0
70 2020-2021 14MMS0636S BGC,70,2020-2021,14MMS0636S,BGC,Escolarizada,634,743,,1377,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,9,,13,0,0,,0,0,0,,0,5,9,,14,1,1,,2
71 2020-2021 14MMS0636S BGC,71,2020-2021,14MMS0636S,BGC,Escolarizada,614,727,,1341,2,0,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,5,8,,13,0,0,,0,0,0,,0,8,8,,16,0,0,,0
72 2020-2021 14MMS0637R BGC,72,2020-2021,14MMS0637R,BGC,Escolarizada,185,208,,393,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,4,3,,7,0,0,,0,0,0,,0,4,4,,8,1,0,,1
73 2020-2021 14MMS0637R BGC,73,2020-2021,14MMS0637R,BGC,Escolarizada,174,209,,383,0,1,,1,1,1,,2,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,2,3,,5,0,0,,0
74 2020-2021 14MMS0638Q BGC,74,2020-2021,14MMS0638Q,BGC,Escolarizada,168,264,,432,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
75 2020-2021 14MMS0638Q BGC,75,2020-2021,14MMS0638Q,BGC,Escolarizada,162,205,,367,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
76 2020-2021 14MMS0639P BGC,76,2020-2021,14MMS0639P,BGC,Escolarizada,139,155,,294,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
77 2020-2021 14MMS0639P BGC,77,2020-2021,14MMS0639P,BGC,Escolarizada,123,136,,259,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,4,0,,4,0,0,,0
78 2020-2021 14MMS0640E BGC,78,2020-2021,14MMS0640E,BGC,Escolarizada,230,303,,533,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,5,4,,9,0,1,,1,0,0,,0,5,6,,11,0,0,,0
79 2020-2021 14MMS0640E BGC,79,2020-2021,14MMS0640E,BGC,Escolarizada,195,285,,480,1,1,,2,1,1,,2,0,0,,0,0,0,,0,0,0,,0,3,4,,7,0,0,,0,0,0,,0,5,6,,11,0,0,,0
80 2020-2021 14MMS0641D BGC,80,2020-2021,14MMS0641D,BGC,Escolarizada,113,157,,270,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
81 2020-2021 14MMS0641D BGC,81,2020-2021,14MMS0641D,BGC,Escolarizada,90,110,,200,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,2,3,,5,0,1,,1
82 2020-2021 14MMS0642C BGC,82,2020-2021,14MMS0642C,BGC,Escolarizada,139,185,,324,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,6,,7,0,0,,0,0,0,,0,1,6,,7,0,0,,0
83 2020-2021 14MMS0642C BGC,83,2020-2021,14MMS0642C,BGC,Escolarizada,128,185,,313,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,5,,8,0,0,,0,0,0,,0,3,5,,8,0,0,,0
84 2020-2021 14MMS0643B BGAI,84,2020-2021,14MMS0643B,BGAI,Escolarizada,17,10,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
85 2020-2021 14MMS0643B BGC,85,2020-2021,14MMS0643B,BGC,Escolarizada,251,277,,528,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
86 2020-2021 14MMS0643B BGC,86,2020-2021,14MMS0643B,BGC,Escolarizada,222,257,,479,0,0,,0,1,1,,2,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,2,,4,0,0,,0
87 2020-2021 14MMS0644A BGC,87,2020-2021,14MMS0644A,BGC,Escolarizada,205,236,,441,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
88 2020-2021 14MMS0644A BGC,88,2020-2021,14MMS0644A,BGC,Escolarizada,181,180,,361,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
89 2020-2021 14MMS0645Z BGAI,89,2020-2021,14MMS0645Z,BGAI,Escolarizada,54,57,,111,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
90 2020-2021 14MMS0645Z BGC,90,2020-2021,14MMS0645Z,BGC,Escolarizada,612,940,,1552,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0,9,20,,29,1,1,,2,0,0,,0,12,21,,33,0,0,,0
91 2020-2021 14MMS0645Z BGC,91,2020-2021,14MMS0645Z,BGC,Escolarizada,559,943,,1502,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,8,12,,20,0,0,,0,0,0,,0,8,14,,22,0,0,,0
92 2020-2021 14MMS0646Z BGC,92,2020-2021,14MMS0646Z,BGC,Escolarizada,1321,1303,,2624,2,1,,3,3,0,,3,0,0,,0,0,1,,1,0,0,,0,9,7,,16,0,1,,1,0,0,,0,14,10,,24,1,1,,2
93 2020-2021 14MMS0646Z BGC,93,2020-2021,14MMS0646Z,BGC,Escolarizada,1291,1263,,2554,0,0,,0,0,2,,2,0,0,,0,1,1,,2,1,0,,1,17,7,,24,0,0,,0,2,0,,2,21,10,,31,1,1,,2
94 2020-2021 14MMS0647Y BGAI,94,2020-2021,14MMS0647Y,BGAI,Escolarizada,10,11,,21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
95 2020-2021 14MMS0647Y BGC,95,2020-2021,14MMS0647Y,BGC,Escolarizada,675,898,,1573,1,4,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,9,,17,0,0,,0,0,0,,0,9,13,,22,3,0,,3
96 2020-2021 14MMS0647Y BGC,96,2020-2021,14MMS0647Y,BGC,Escolarizada,593,918,,1511,1,1,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,2,6,,8,1,0,,1,0,0,,0,4,8,,12,0,1,,1
97 2020-2021 14MMS0648X BGC,97,2020-2021,14MMS0648X,BGC,Escolarizada,617,957,,1574,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,9,,19,1,1,,2,0,1,,1,12,12,,24,0,5,,5
98 2020-2021 14MMS0648X BGC,98,2020-2021,14MMS0648X,BGC,Escolarizada,638,934,,1572,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,5,10,,15,1,0,,1,0,0,,0,6,12,,18,0,1,,1
99 2020-2021 14MMS0649W BGAI,99,2020-2021,14MMS0649W,BGAI,Escolarizada,36,37,,73,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
100 2020-2021 14MMS0649W BGC,100,2020-2021,14MMS0649W,BGC,Escolarizada,925,1256,,2181,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,12,11,,23,0,0,,0,0,0,,0,13,11,,24,2,1,,3
101 2020-2021 14MMS0649W BGC,101,2020-2021,14MMS0649W,BGC,Escolarizada,889,1222,,2111,1,1,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,9,14,,23,0,2,,2,0,0,,0,10,18,,28,1,3,,4
102 2020-2021 14MMS0650L BGAI,102,2020-2021,14MMS0650L,BGAI,Escolarizada,82,71,,153,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
103 2020-2021 14MMS0650L BGC,103,2020-2021,14MMS0650L,BGC,Escolarizada,665,884,,1549,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,8,12,,20,0,0,,0,0,0,,0,9,12,,21,0,0,,0
104 2020-2021 14MMS0650L BGC,104,2020-2021,14MMS0650L,BGC,Escolarizada,640,860,,1500,0,1,,1,1,0,,1,0,0,,0,0,1,,1,1,0,,1,7,9,,16,1,0,,1,0,0,,0,10,11,,21,0,0,,0
