name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
23 2021-2022 14MMS0616E 3081100003 Escolarizada,23,2021-2022,14MMS0616E,3081100003,Escolarizada,300,237,,537,4,4,,8,0,0,,0
24 2021-2022 14MMS0616E BGC Escolarizada,24,2021-2022,14MMS0616E,BGC,Escolarizada,468,630,,1098,11,9,,20,0,0,,0
25 2021-2022 14MMS0617D BGC Escolarizada,25,2021-2022,14MMS0617D,BGC,Escolarizada,564,701,,1265,6,12,,18,0,0,,0
26 2021-2022 14MMS0618C BGAI Escolarizada,26,2021-2022,14MMS0618C,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
27 2021-2022 14MMS0618C BGC Escolarizada,27,2021-2022,14MMS0618C,BGC,Escolarizada,756,952,,1708,10,12,,22,0,0,,0
28 2021-2022 14MMS0619B BGAI Escolarizada,28,2021-2022,14MMS0619B,BGAI,Escolarizada,12,9,,21,0,0,,0,0,0,,0
29 2021-2022 14MMS0619B BGC Escolarizada,29,2021-2022,14MMS0619B,BGC,Escolarizada,636,799,,1435,27,15,,42,0,0,,0
30 2021-2022 14MMS0620R BGC Escolarizada,30,2021-2022,14MMS0620R,BGC,Escolarizada,234,287,,521,1,0,,1,0,0,,0
31 2021-2022 14MMS0621Q BGC Escolarizada,31,2021-2022,14MMS0621Q,BGC,Escolarizada,838,1019,,1857,24,20,,44,0,0,,0
32 2021-2022 14MMS0622P BGC Escolarizada,32,2021-2022,14MMS0622P,BGC,Escolarizada,282,277,,559,5,8,,13,0,0,,0
33 2021-2022 14MMS0623O BGAI Escolarizada,33,2021-2022,14MMS0623O,BGAI,Escolarizada,36,21,,57,2,0,,2,0,0,,0
34 2021-2022 14MMS0623O BGC Escolarizada,34,2021-2022,14MMS0623O,BGC,Escolarizada,1473,2102,,3575,29,37,,66,0,1,,1
35 2021-2022 14MMS0624N BGC Escolarizada,35,2021-2022,14MMS0624N,BGC,Escolarizada,291,391,,682,2,5,,7,0,2,,2
36 2021-2022 14MMS0625M BGAI Escolarizada,36,2021-2022,14MMS0625M,BGAI,Escolarizada,4,13,,17,0,0,,0,2,0,,2
37 2021-2022 14MMS0625M BGC Escolarizada,37,2021-2022,14MMS0625M,BGC,Escolarizada,238,303,,541,8,6,,14,12,14,,26
38 2021-2022 14MMS0626L BGC Escolarizada,38,2021-2022,14MMS0626L,BGC,Escolarizada,972,1278,,2250,24,46,,70,0,2,,2
39 2021-2022 14MMS0627K BGAI Escolarizada,39,2021-2022,14MMS0627K,BGAI,Escolarizada,16,12,,28,0,0,,0,0,0,,0
40 2021-2022 14MMS0627K BGC Escolarizada,40,2021-2022,14MMS0627K,BGC,Escolarizada,312,318,,630,0,1,,1,0,0,,0
41 2021-2022 14MMS0628J BGC Escolarizada,41,2021-2022,14MMS0628J,BGC,Escolarizada,865,1047,,1912,23,23,,46,0,1,,1
42 2021-2022 14MMS0629I BGC Escolarizada,42,2021-2022,14MMS0629I,BGC,Escolarizada,851,1103,,1954,20,27,,47,0,1,,1
43 2021-2022 14MMS0630Y BGAI Escolarizada,43,2021-2022,14MMS0630Y,BGAI,Escolarizada,55,18,,73,5,0,,5,0,0,,0
44 2021-2022 14MMS0630Y BGC Escolarizada,44,2021-2022,14MMS0630Y,BGC,Escolarizada,1071,1298,,2369,26,24,,50,1,0,,1
45 2021-2022 14MMS0631X BGC Escolarizada,45,2021-2022,14MMS0631X,BGC,Escolarizada,1702,2046,,3748,21,33,,54,6,9,,15
46 2021-2022 14MMS0632W 3042100026 Escolarizada,46,2021-2022,14MMS0632W,3042100026,Escolarizada,80,89,,169,2,0,,2,0,0,,0
47 2021-2022 14MMS0632W BGC Escolarizada,47,2021-2022,14MMS0632W,BGC,Escolarizada,999,1357,,2356,16,34,,50,0,0,,0
48 2021-2022 14MMS0633V BGC Escolarizada,48,2021-2022,14MMS0633V,BGC,Escolarizada,229,296,,525,10,11,,21,0,2,,2
49 2021-2022 14MMS0634U BGC Escolarizada,49,2021-2022,14MMS0634U,BGC,Escolarizada,903,1312,,2215,21,30,,51,0,2,,2
50 2021-2022 14MMS0635T BGC Escolarizada,50,2021-2022,14MMS0635T,BGC,Escolarizada,714,798,,1512,18,28,,46,0,0,,0
51 2021-2022 14MMS0636S BGC Escolarizada,51,2021-2022,14MMS0636S,BGC,Escolarizada,1417,1547,,2964,22,26,,48,1,1,,2
52 2021-2022 14MMS0637R BGC Escolarizada,52,2021-2022,14MMS0637R,BGC,Escolarizada,392,441,,833,9,5,,14,1,0,,1
53 2021-2022 14MMS0638Q BGC Escolarizada,53,2021-2022,14MMS0638Q,BGC,Escolarizada,357,454,,811,2,0,,2,0,0,,0
54 2021-2022 14MMS0639P BGC Escolarizada,54,2021-2022,14MMS0639P,BGC,Escolarizada,258,292,,550,5,1,,6,0,0,,0
55 2021-2022 14MMS0640E BGC Escolarizada,55,2021-2022,14MMS0640E,BGC,Escolarizada,508,629,,1137,9,16,,25,2,0,,2
56 2021-2022 14MMS0641D BGC Escolarizada,56,2021-2022,14MMS0641D,BGC,Escolarizada,271,316,,587,4,5,,9,0,1,,1
57 2021-2022 14MMS0642C BGC Escolarizada,57,2021-2022,14MMS0642C,BGC,Escolarizada,279,346,,625,6,11,,17,0,0,,0
58 2021-2022 14MMS0643B BGAI Escolarizada,58,2021-2022,14MMS0643B,BGAI,Escolarizada,15,12,,27,0,0,,0,0,0,,0
59 2021-2022 14MMS0643B BGC Escolarizada,59,2021-2022,14MMS0643B,BGC,Escolarizada,495,556,,1051,1,4,,5,0,0,,0
60 2021-2022 14MMS0644A BGC Escolarizada,60,2021-2022,14MMS0644A,BGC,Escolarizada,417,442,,859,4,6,,10,0,0,,0
61 2021-2022 14MMS0645Z 3021700001 Escolarizada,61,2021-2022,14MMS0645Z,3021700001,Escolarizada,145,168,,313,2,1,,3,0,0,,0
62 2021-2022 14MMS0645Z 3042100001 Escolarizada,62,2021-2022,14MMS0645Z,3042100001,Escolarizada,200,292,,492,6,7,,13,0,0,,0
63 2021-2022 14MMS0645Z BGAI Escolarizada,63,2021-2022,14MMS0645Z,BGAI,Escolarizada,10,12,,22,0,2,,2,0,0,,0
64 2021-2022 14MMS0645Z BGC Escolarizada,64,2021-2022,14MMS0645Z,BGC,Escolarizada,1334,2082,,3416,21,33,,54,0,0,,0
65 2021-2022 14MMS0646Z BGC Escolarizada,65,2021-2022,14MMS0646Z,BGC,Escolarizada,3187,2567,,5754,42,35,,77,1,2,,3
66 2021-2022 14MMS0647Y BGAI Escolarizada,66,2021-2022,14MMS0647Y,BGAI,Escolarizada,2,1,,3,0,0,,0,0,0,,0
67 2021-2022 14MMS0647Y BGC Escolarizada,67,2021-2022,14MMS0647Y,BGC,Escolarizada,1393,1901,,3294,25,22,,47,3,0,,3
68 2021-2022 14MMS0648X BGC Escolarizada,68,2021-2022,14MMS0648X,BGC,Escolarizada,1390,2006,,3396,20,32,,52,0,7,,7
69 2021-2022 14MMS0649W BGAI Escolarizada,69,2021-2022,14MMS0649W,BGAI,Escolarizada,16,19,,35,0,0,,0,0,0,,0
70 2021-2022 14MMS0649W BGC Escolarizada,70,2021-2022,14MMS0649W,BGC,Escolarizada,1997,2637,,4634,28,39,,67,3,4,,7
71 2021-2022 14MMS0650L 3093100005 Escolarizada,71,2021-2022,14MMS0650L,3093100005,Escolarizada,161,331,,492,4,4,,8,0,0,,0
72 2021-2022 14MMS0650L 3095300007 Escolarizada,72,2021-2022,14MMS0650L,3095300007,Escolarizada,164,356,,520,2,8,,10,0,0,,0
73 2021-2022 14MMS0650L BGAI Escolarizada,73,2021-2022,14MMS0650L,BGAI,Escolarizada,12,8,,20,0,0,,0,0,0,,0
74 2021-2022 14MMS0650L BGC Escolarizada,74,2021-2022,14MMS0650L,BGC,Escolarizada,1486,1814,,3300,23,29,,52,0,0,,0
75 2021-2022 14MMS0651K 3101600003 Escolarizada,75,2021-2022,14MMS0651K,3101600003,Escolarizada,129,153,,282,3,4,,7,0,0,,0
76 2021-2022 14MMS0651K BGAI Escolarizada,76,2021-2022,14MMS0651K,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
77 2021-2022 14MMS0651K BGC Escolarizada,77,2021-2022,14MMS0651K,BGC,Escolarizada,483,665,,1148,11,16,,27,0,3,,3
78 2021-2022 14MMS0652J BGC Escolarizada,78,2021-2022,14MMS0652J,BGC,Escolarizada,276,325,,601,7,12,,19,0,0,,0
79 2021-2022 14MMS0653I BGC Escolarizada,79,2021-2022,14MMS0653I,BGC,Escolarizada,467,574,,1041,9,5,,14,0,1,,1
80 2021-2022 14MMS0654H BGAI Escolarizada,80,2021-2022,14MMS0654H,BGAI,Escolarizada,7,10,,17,0,0,,0,0,0,,0
81 2021-2022 14MMS0654H BGC Escolarizada,81,2021-2022,14MMS0654H,BGC,Escolarizada,607,1107,,1714,5,13,,18,0,0,,0
82 2021-2022 14MMS0655G BGC Escolarizada,82,2021-2022,14MMS0655G,BGC,Escolarizada,700,831,,1531,9,18,,27,1,2,,3
83 2021-2022 14MMS0656F BGC Escolarizada,83,2021-2022,14MMS0656F,BGC,Escolarizada,211,236,,447,0,2,,2,0,1,,1
84 2021-2022 14MMS0657E BGAI Escolarizada,84,2021-2022,14MMS0657E,BGAI,Escolarizada,39,46,,85,1,2,,3,0,0,,0
85 2021-2022 14MMS0657E BGC Escolarizada,85,2021-2022,14MMS0657E,BGC,Escolarizada,1216,1576,,2792,16,20,,36,1,0,,1
86 2021-2022 14MMS0658D BGC Escolarizada,86,2021-2022,14MMS0658D,BGC,Escolarizada,720,829,,1549,11,18,,29,0,0,,0
87 2021-2022 14MMS0659C 3042100026 Escolarizada,87,2021-2022,14MMS0659C,3042100026,Escolarizada,60,62,,122,5,2,,7,0,0,,0
88 2021-2022 14MMS0659C BGC Escolarizada,88,2021-2022,14MMS0659C,BGC,Escolarizada,304,400,,704,8,21,,29,0,0,,0
89 2021-2022 14MMS0660S 3042000001 Escolarizada,89,2021-2022,14MMS0660S,3042000001,Escolarizada,55,75,,130,1,0,,1,0,0,,0
90 2021-2022 14MMS0660S 3101600003 Escolarizada,90,2021-2022,14MMS0660S,3101600003,Escolarizada,39,75,,114,0,1,,1,0,0,,0
91 2021-2022 14MMS0660S BGC Escolarizada,91,2021-2022,14MMS0660S,BGC,Escolarizada,236,244,,480,1,0,,1,0,0,,0
92 2021-2022 14MMS0661R BGC Escolarizada,92,2021-2022,14MMS0661R,BGC,Escolarizada,92,89,,181,1,1,,2,0,0,,0
93 2021-2022 14MMS0662Q BGC Escolarizada,93,2021-2022,14MMS0662Q,BGC,Escolarizada,134,150,,284,0,0,,0,0,0,,0
94 2021-2022 14MMS0663P BGC Escolarizada,94,2021-2022,14MMS0663P,BGC,Escolarizada,76,74,,150,1,2,,3,0,0,,0
95 2021-2022 14MMS0664O BGC Escolarizada,95,2021-2022,14MMS0664O,BGC,Escolarizada,85,98,,183,0,1,,1,0,0,,0
96 2021-2022 14MMS0665N BGC Escolarizada,96,2021-2022,14MMS0665N,BGC,Escolarizada,117,135,,252,1,1,,2,0,0,,0
97 2021-2022 14MMS0666M BGC Escolarizada,97,2021-2022,14MMS0666M,BGC,Escolarizada,114,159,,273,4,5,,9,0,0,,0
98 2021-2022 14MMS0667L BGC Escolarizada,98,2021-2022,14MMS0667L,BGC,Escolarizada,105,166,,271,0,0,,0,0,0,,0
99 2021-2022 14MMS0668K BGC Escolarizada,99,2021-2022,14MMS0668K,BGC,Escolarizada,280,340,,620,3,2,,5,0,0,,0
100 2021-2022 14MMS0669J BGC Escolarizada,100,2021-2022,14MMS0669J,BGC,Escolarizada,124,171,,295,4,3,,7,0,0,,0
101 2021-2022 14MMS0670Z BGC Escolarizada,101,2021-2022,14MMS0670Z,BGC,Escolarizada,74,96,,170,0,2,,2,0,0,,0
102 2021-2022 14MMS0671Y BGC Escolarizada,102,2021-2022,14MMS0671Y,BGC,Escolarizada,71,76,,147,0,0,,0,0,0,,0
103 2021-2022 14MMS0672X BGC Escolarizada,103,2021-2022,14MMS0672X,BGC,Escolarizada,34,39,,73,0,0,,0,0,0,,0
104 2021-2022 14MMS0673W BGC Escolarizada,104,2021-2022,14MMS0673W,BGC,Escolarizada,138,131,,269,0,2,,2,0,0,,0
105 2021-2022 14MMS0674V BGC Escolarizada,105,2021-2022,14MMS0674V,BGC,Escolarizada,82,88,,170,0,0,,0,0,0,,0
106 2021-2022 14MMS0675U BGC Escolarizada,106,2021-2022,14MMS0675U,BGC,Escolarizada,56,71,,127,1,3,,4,0,0,,0
107 2021-2022 14MMS0676T BGC Escolarizada,107,2021-2022,14MMS0676T,BGC,Escolarizada,115,135,,250,1,0,,1,0,0,,0
108 2021-2022 14MMS0677S BGC Escolarizada,108,2021-2022,14MMS0677S,BGC,Escolarizada,116,136,,252,0,0,,0,0,0,,0
109 2021-2022 14MMS0678R BGC Escolarizada,109,2021-2022,14MMS0678R,BGC,Escolarizada,130,111,,241,0,0,,0,0,0,,0
110 2021-2022 14MMS0679Q BGC Escolarizada,110,2021-2022,14MMS0679Q,BGC,Escolarizada,177,201,,378,0,0,,0,0,0,,0
111 2021-2022 14MMS0680F BGC Escolarizada,111,2021-2022,14MMS0680F,BGC,Escolarizada,99,112,,211,0,1,,1,0,0,,0
112 2021-2022 14MMS0681E BGC Escolarizada,112,2021-2022,14MMS0681E,BGC,Escolarizada,106,115,,221,3,1,,4,0,0,,0
113 2021-2022 14MMS0682D BGC Escolarizada,113,2021-2022,14MMS0682D,BGC,Escolarizada,134,135,,269,2,1,,3,0,0,,0
114 2021-2022 14MMS0683C BGC Escolarizada,114,2021-2022,14MMS0683C,BGC,Escolarizada,174,201,,375,1,3,,4,0,1,,1
115 2021-2022 14MMS0684B BGC Escolarizada,115,2021-2022,14MMS0684B,BGC,Escolarizada,58,69,,127,0,0,,0,0,0,,0
116 2021-2022 14MMS0685A BGC Escolarizada,116,2021-2022,14MMS0685A,BGC,Escolarizada,171,183,,354,3,2,,5,6,9,,15
117 2021-2022 14MMS0686Z BGC Escolarizada,117,2021-2022,14MMS0686Z,BGC,Escolarizada,122,132,,254,2,0,,2,54,46,,100
118 2021-2022 14MMS0687Z BGC Escolarizada,118,2021-2022,14MMS0687Z,BGC,Escolarizada,47,44,,91,1,2,,3,2,1,,3
119 2021-2022 14MMS0688Y BGC Escolarizada,119,2021-2022,14MMS0688Y,BGC,Escolarizada,68,78,,146,0,2,,2,4,3,,7
120 2021-2022 14MMS0689X BGC Escolarizada,120,2021-2022,14MMS0689X,BGC,Escolarizada,54,54,,108,0,0,,0,0,0,,0
121 2021-2022 14MMS0690M BGC Escolarizada,121,2021-2022,14MMS0690M,BGC,Escolarizada,28,37,,65,0,0,,0,0,0,,0
122 2021-2022 14MMS0691L BGC Escolarizada,122,2021-2022,14MMS0691L,BGC,Escolarizada,77,119,,196,0,0,,0,0,0,,0
123 2021-2022 14MMS0692K BGC Escolarizada,123,2021-2022,14MMS0692K,BGC,Escolarizada,124,115,,239,2,4,,6,0,0,,0
124 2021-2022 14MMS0693J BGC Escolarizada,124,2021-2022,14MMS0693J,BGC,Escolarizada,355,363,,718,1,1,,2,0,1,,1
125 2021-2022 14MMS0694I BGC Escolarizada,125,2021-2022,14MMS0694I,BGC,Escolarizada,77,102,,179,4,4,,8,0,0,,0
126 2021-2022 14MMS0695H BGC Escolarizada,126,2021-2022,14MMS0695H,BGC,Escolarizada,176,206,,382,3,3,,6,0,0,,0
127 2021-2022 14MMS0696G BGC Escolarizada,127,2021-2022,14MMS0696G,BGC,Escolarizada,229,298,,527,0,1,,1,0,0,,0
128 2021-2022 14MMS0697F BGC Escolarizada,128,2021-2022,14MMS0697F,BGC,Escolarizada,89,116,,205,1,2,,3,0,0,,0
129 2021-2022 14MMS0698E BGC Escolarizada,129,2021-2022,14MMS0698E,BGC,Escolarizada,233,182,,415,1,0,,1,0,0,,0
130 2021-2022 14MMS0699D 3081100003 Escolarizada,130,2021-2022,14MMS0699D,3081100003,Escolarizada,55,42,,97,2,0,,2,0,0,,0
131 2021-2022 14MMS0699D BGC Escolarizada,131,2021-2022,14MMS0699D,BGC,Escolarizada,126,153,,279,5,1,,6,0,0,,0
132 2021-2022 14MMS0700C BGC Escolarizada,132,2021-2022,14MMS0700C,BGC,Escolarizada,96,127,,223,2,1,,3,0,0,,0
133 2021-2022 14MMS0701B BGC Escolarizada,133,2021-2022,14MMS0701B,BGC,Escolarizada,418,471,,889,4,8,,12,1,0,,1
134 2021-2022 14MMS0702A BGC Escolarizada,134,2021-2022,14MMS0702A,BGC,Escolarizada,85,82,,167,2,2,,4,0,0,,0
135 2021-2022 14MMS0703Z BGC Escolarizada,135,2021-2022,14MMS0703Z,BGC,Escolarizada,130,138,,268,0,0,,0,37,49,,86
136 2021-2022 14MMS0704Z BGC Escolarizada,136,2021-2022,14MMS0704Z,BGC,Escolarizada,86,101,,187,0,0,,0,0,0,,0
137 2021-2022 14MMS0705Y BGAI Escolarizada,137,2021-2022,14MMS0705Y,BGAI,Escolarizada,4,21,,25,0,0,,0,0,0,,0
138 2021-2022 14MMS0705Y BGC Escolarizada,138,2021-2022,14MMS0705Y,BGC,Escolarizada,338,436,,774,4,7,,11,0,1,,1
139 2021-2022 14MMS0706X BGC Escolarizada,139,2021-2022,14MMS0706X,BGC,Escolarizada,408,476,,884,13,16,,29,0,0,,0
140 2021-2022 14MMS0707W BGC Escolarizada,140,2021-2022,14MMS0707W,BGC,Escolarizada,344,430,,774,0,1,,1,0,0,,0
141 2021-2022 14MMS0708V BGC Escolarizada,141,2021-2022,14MMS0708V,BGC,Escolarizada,285,337,,622,6,4,,10,0,0,,0
142 2021-2022 14MMS0709U BGC Escolarizada,142,2021-2022,14MMS0709U,BGC,Escolarizada,198,210,,408,0,0,,0,0,0,,0
143 2021-2022 14MMS0710J BGC Escolarizada,143,2021-2022,14MMS0710J,BGC,Escolarizada,166,202,,368,0,0,,0,2,0,,2
144 2021-2022 14MMS0711I BGC Escolarizada,144,2021-2022,14MMS0711I,BGC,Escolarizada,93,104,,197,1,0,,1,0,0,,0
145 2021-2022 14MMS0712H BGC Escolarizada,145,2021-2022,14MMS0712H,BGC,Escolarizada,217,278,,495,3,2,,5,0,0,,0
146 2021-2022 14MMS0713G BGC Escolarizada,146,2021-2022,14MMS0713G,BGC,Escolarizada,260,288,,548,7,1,,8,0,0,,0
147 2021-2022 14MMS0714F BGC Escolarizada,147,2021-2022,14MMS0714F,BGC,Escolarizada,212,234,,446,10,8,,18,0,0,,0
148 2021-2022 14MMS0715E BGC Escolarizada,148,2021-2022,14MMS0715E,BGC,Escolarizada,90,152,,242,3,5,,8,0,0,,0
149 2021-2022 14MMS0716D BGC Escolarizada,149,2021-2022,14MMS0716D,BGC,Escolarizada,132,192,,324,0,0,,0,0,0,,0
150 2021-2022 14MMS0717C 3042000001 Escolarizada,150,2021-2022,14MMS0717C,3042000001,Escolarizada,45,41,,86,0,0,,0,0,0,,0
151 2021-2022 14MMS0717C 3101600003 Escolarizada,151,2021-2022,14MMS0717C,3101600003,Escolarizada,30,58,,88,0,1,,1,0,0,,0
152 2021-2022 14MMS0717C BGC Escolarizada,152,2021-2022,14MMS0717C,BGC,Escolarizada,259,219,,478,6,4,,10,0,0,,0
153 2021-2022 14MMS0718B 3042000001 Escolarizada,153,2021-2022,14MMS0718B,3042000001,Escolarizada,45,37,,82,0,0,,0,0,0,,0
154 2021-2022 14MMS0718B 3101600003 Escolarizada,154,2021-2022,14MMS0718B,3101600003,Escolarizada,68,98,,166,0,0,,0,0,0,,0
155 2021-2022 14MMS0718B BGC Escolarizada,155,2021-2022,14MMS0718B,BGC,Escolarizada,222,245,,467,1,1,,2,0,0,,0
156 2021-2022 14MMS0719A BGC Escolarizada,156,2021-2022,14MMS0719A,BGC,Escolarizada,105,118,,223,0,0,,0,0,0,,0
157 2021-2022 14MMS0720Q BGC Escolarizada,157,2021-2022,14MMS0720Q,BGC,Escolarizada,180,235,,415,1,0,,1,0,0,,0
158 2021-2022 14MMS0721P BGAI Escolarizada,158,2021-2022,14MMS0721P,BGAI,Escolarizada,13,10,,23,0,0,,0,0,0,,0
159 2021-2022 14MMS0721P BGC Escolarizada,159,2021-2022,14MMS0721P,BGC,Escolarizada,218,328,,546,3,7,,10,0,1,,1
160 2021-2022 14MMS0722O BGC Escolarizada,160,2021-2022,14MMS0722O,BGC,Escolarizada,233,291,,524,1,7,,8,1,0,,1
161 2021-2022 14MMS0723N BGC Escolarizada,161,2021-2022,14MMS0723N,BGC,Escolarizada,69,75,,144,1,1,,2,0,0,,0
162 2021-2022 14MMS0724M BGC Escolarizada,162,2021-2022,14MMS0724M,BGC,Escolarizada,104,128,,232,0,0,,0,0,0,,0
163 2021-2022 14MMS0725L BGC Escolarizada,163,2021-2022,14MMS0725L,BGC,Escolarizada,34,75,,109,1,2,,3,0,0,,0
164 2021-2022 14MMS0726K BGC Escolarizada,164,2021-2022,14MMS0726K,BGC,Escolarizada,47,52,,99,0,0,,0,0,0,,0
165 2021-2022 14MMS0727J BGC Escolarizada,165,2021-2022,14MMS0727J,BGC,Escolarizada,65,89,,154,0,0,,0,0,0,,0
166 2021-2022 14MMS0728I BGC Escolarizada,166,2021-2022,14MMS0728I,BGC,Escolarizada,66,62,,128,1,1,,2,0,0,,0
167 2021-2022 14MMS0730X BGC Escolarizada,167,2021-2022,14MMS0730X,BGC,Escolarizada,86,84,,170,0,1,,1,0,0,,0
168 2021-2022 14MMS0731W BGC Escolarizada,168,2021-2022,14MMS0731W,BGC,Escolarizada,85,67,,152,1,0,,1,1,0,,1
169 2021-2022 14MMS0732V BGC Escolarizada,169,2021-2022,14MMS0732V,BGC,Escolarizada,115,102,,217,0,0,,0,0,1,,1
170 2021-2022 14MMS0733U BGC Escolarizada,170,2021-2022,14MMS0733U,BGC,Escolarizada,67,48,,115,0,0,,0,0,1,,1
171 2021-2022 14MMS0734T BGC Escolarizada,171,2021-2022,14MMS0734T,BGC,Escolarizada,39,37,,76,0,1,,1,4,3,,7
172 2021-2022 14MMS0735S BGC Escolarizada,172,2021-2022,14MMS0735S,BGC,Escolarizada,52,41,,93,1,3,,4,0,0,,0
173 2021-2022 14MMS0736R BGC Escolarizada,173,2021-2022,14MMS0736R,BGC,Escolarizada,58,57,,115,0,0,,0,0,0,,0
174 2021-2022 14MMS0737Q BGC Escolarizada,174,2021-2022,14MMS0737Q,BGC,Escolarizada,41,57,,98,1,1,,2,0,0,,0
175 2021-2022 14MMS0738P BGC Escolarizada,175,2021-2022,14MMS0738P,BGC,Escolarizada,35,52,,87,0,0,,0,3,2,,5
176 2021-2022 14MMS0739O BGC Escolarizada,176,2021-2022,14MMS0739O,BGC,Escolarizada,115,117,,232,1,2,,3,0,0,,0
177 2021-2022 14MMS0740D BGC Escolarizada,177,2021-2022,14MMS0740D,BGC,Escolarizada,45,44,,89,0,0,,0,0,0,,0
178 2021-2022 14MMS0741C BGC Escolarizada,178,2021-2022,14MMS0741C,BGC,Escolarizada,59,80,,139,0,0,,0,0,0,,0
179 2021-2022 14MMS0742B BGC Escolarizada,179,2021-2022,14MMS0742B,BGC,Escolarizada,45,47,,92,0,0,,0,0,0,,0
180 2021-2022 14MMS0743A BGC Escolarizada,180,2021-2022,14MMS0743A,BGC,Escolarizada,47,43,,90,0,0,,0,0,0,,0
181 2021-2022 14MMS0744Z BGC Escolarizada,181,2021-2022,14MMS0744Z,BGC,Escolarizada,510,447,,957,8,14,,22,0,1,,1
182 2021-2022 14MMS0745Z BGC Escolarizada,182,2021-2022,14MMS0745Z,BGC,Escolarizada,35,51,,86,0,0,,0,0,0,,0
183 2021-2022 14MMS0746Y BGC Escolarizada,183,2021-2022,14MMS0746Y,BGC,Escolarizada,89,136,,225,1,1,,2,0,0,,0
184 2021-2022 14MMS0747X BGC Escolarizada,184,2021-2022,14MMS0747X,BGC,Escolarizada,161,225,,386,0,2,,2,0,0,,0
