name,row,ciclo,entidad_universitaria,cve_programa,total
212 PE con matrícula por entidad -1 - 2021-2022 - CUCEA - 5031400003,1,2021-2022,CUCEA,5031400003,1
212 PE con matrícula por entidad -2 - 2021-2022 - CUCEA - 5032100065,2,2021-2022,CUCEA,5032100065,1
212 PE con matrícula por entidad -3 - 2021-2022 - CUCEA - 5041100009,3,2021-2022,CUCEA,5041100009,1
212 PE con matrícula por entidad -4 - 2021-2022 - CUCEA - 5041100056,4,2021-2022,CUCEA,5041100056,1
212 PE con matrícula por entidad -5 - 2021-2022 - CUCEA - 5041100127,5,2021-2022,CUCEA,5041100127,1
212 PE con matrícula por entidad -6 - 2021-2022 - CUCEA - 5041200028,6,2021-2022,CUCEA,5041200028,1
212 PE con matrícula por entidad -7 - 2021-2022 - CUCEA - 5041300007,7,2021-2022,CUCEA,5041300007,1
212 PE con matrícula por entidad -8 - 2021-2022 - CUCEA - 5041400032,8,2021-2022,CUCEA,5041400032,1
212 PE con matrícula por entidad -9 - 2021-2022 - CUCEA - 5042000002,9,2021-2022,CUCEA,5042000002,1
212 PE con matrícula por entidad -10 - 2021-2022 - CUCEA - 5042100117,10,2021-2022,CUCEA,5042100117,1
212 PE con matrícula por entidad -11 - 2021-2022 - CUCEA - 5042300027,11,2021-2022,CUCEA,5042300027,1
212 PE con matrícula por entidad -12 - 2021-2022 - CUCEA - 5051300020,12,2021-2022,CUCEA,5051300020,1
212 PE con matrícula por entidad -13 - 2021-2022 - CUCEA - 5062200082,13,2021-2022,CUCEA,5062200082,1
212 PE con matrícula por entidad -14 - 2021-2022 - CUCEA - 5101600013,14,2021-2022,CUCEA,5101600013,1
212 PE con matrícula por entidad -15 - 2021-2022 - CUCEA - 7011000042,15,2021-2022,CUCEA,7011000042,1
212 PE con matrícula por entidad -16 - 2021-2022 - CUCEA - 7011200077,16,2021-2022,CUCEA,7011200077,1
212 PE con matrícula por entidad -17 - 2021-2022 - CUCEA - 7011400011,17,2021-2022,CUCEA,7011400011,1
212 PE con matrícula por entidad -18 - 2021-2022 - CUCEA - 7012500034,18,2021-2022,CUCEA,7012500034,1
212 PE con matrícula por entidad -19 - 2021-2022 - CUCEA - 7031300023,19,2021-2022,CUCEA,7031300023,1
212 PE con matrícula por entidad -20 - 2021-2022 - CUCEA - 7031400008,20,2021-2022,CUCEA,7031400008,1
212 PE con matrícula por entidad -21 - 2021-2022 - CUCEA - 7031400038,21,2021-2022,CUCEA,7031400038,1
212 PE con matrícula por entidad -22 - 2021-2022 - CUCEA - 7031500062,22,2021-2022,CUCEA,7031500062,1
212 PE con matrícula por entidad -23 - 2021-2022 - CUCEA - 7041100024,23,2021-2022,CUCEA,7041100024,1
212 PE con matrícula por entidad -24 - 2021-2022 - CUCEA - 7041100026,24,2021-2022,CUCEA,7041100026,1
212 PE con matrícula por entidad -25 - 2021-2022 - CUCEA - 7041200034,25,2021-2022,CUCEA,7041200034,1
212 PE con matrícula por entidad -26 - 2021-2022 - CUCEA - 7041300021,26,2021-2022,CUCEA,7041300021,1
212 PE con matrícula por entidad -27 - 2021-2022 - CUCEA - 7041400048,27,2021-2022,CUCEA,7041400048,1
212 PE con matrícula por entidad -28 - 2021-2022 - CUCEA - 7042100033,28,2021-2022,CUCEA,7042100033,1
212 PE con matrícula por entidad -29 - 2021-2022 - CUCEA - 7061000012,29,2021-2022,CUCEA,7061000012,1
212 PE con matrícula por entidad -30 - 2021-2022 - CUCEA - 7062200049,30,2021-2022,CUCEA,7062200049,1
212 PE con matrícula por entidad -31 - 2021-2022 - CUCEA - 7103100010,31,2021-2022,CUCEA,7103100010,1
212 PE con matrícula por entidad -32 - 2021-2022 - CUCEA - 8031300020,32,2021-2022,CUCEA,8031300020,1
