name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
508 2021-2022 14USU0120N 5042000002,508,2021-2022,14USU0120N,5042000002,Escolarizada,1356,1587,,2943,1,1,,2,1,0,,1,0,0,,0,0,0,,0,1,0,,1,22,26,,48,0,0,,0,1,0,,1,26,27,,53,1,2,,3
518 2021-2022 14USU0120N 5032100065,518,2021-2022,14USU0120N,5032100065,Escolarizada,171,490,,661,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,10,,10,0,0,,0,0,0,,0,0,10,,10,0,0,,0
519 2021-2022 14USU0120N 5062200082,519,2021-2022,14USU0120N,5062200082,Escolarizada,519,144,,663,1,0,,1,0,0,,0,2,0,,2,1,0,,1,0,0,,0,8,6,,14,0,0,,0,0,0,,0,12,6,,18,3,0,,3
524 2021-2022 14USU0221L 5042400005,524,2021-2022,14USU0221L,5042400005,Escolarizada,113,155,,268,1,0,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,0,,0,0,0,,0,1,6,,7,0,0,,0
527 2021-2022 14USU0221L 5071700019,527,2021-2022,14USU0221L,5071700019,Escolarizada,114,81,,195,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,2,,5,0,1,,1,0,0,,0,3,3,,6,0,0,,0
528 2021-2022 14USU0221L 5071300009,528,2021-2022,14USU0221L,5071300009,Escolarizada,117,17,,134,0,0,,0,1,1,,2,0,0,,0,0,0,,0,0,0,,0,4,2,,6,0,0,,0,0,0,,0,5,3,,8,0,0,,0
529 2021-2022 14USU0221L 5071300014,529,2021-2022,14USU0221L,5071300014,Escolarizada,300,50,,350,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,4,,8,0,0,,0,0,0,,0,4,4,,8,1,0,,1
530 2021-2022 14USU0221L 5042000002,530,2021-2022,14USU0221L,5042000002,Escolarizada,43,108,,151,0,1,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,2,,3,0,0,,0,0,0,,0,2,3,,5,0,0,,0
532 2021-2022 14USU0221L 5022000001,532,2021-2022,14USU0221L,5022000001,Escolarizada,39,64,,103,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
534 2021-2022 14USU0221L 5062200082,534,2021-2022,14USU0221L,5062200082,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
536 2021-2022 14USU0003Y 5052200021,536,2021-2022,14USU0003Y,5052200021,Escolarizada,46,43,,89,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,0,,1
537 2021-2022 14USU0003Y 5062200073,537,2021-2022,14USU0003Y,5062200073,Escolarizada,162,20,,182,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
539 2021-2022 14USU0003Y 5071300091,539,2021-2022,14USU0003Y,5071300091,Escolarizada,86,17,,103,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
548 2021-2022 14USU0003Y 5094200006,548,2021-2022,14USU0003Y,5094200006,Escolarizada,57,197,,254,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,1,,1,2,3,,5,0,0,,0,0,0,,0,3,4,,7,0,0,,0
549 2021-2022 14USU0003Y 5031100007,549,2021-2022,14USU0003Y,5031100007,Escolarizada,89,336,,425,0,1,,1,1,0,,1,0,0,,0,0,0,,0,1,0,,1,2,11,,13,0,1,,1,0,1,,1,4,14,,18,0,0,,0
553 2021-2022 14USU0160O 5033100003,553,2021-2022,14USU0160O,5033100003,Escolarizada,266,385,,651,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,9,,13,0,0,,0,0,0,,0,4,9,,13,1,0,,1
555 2021-2022 14USU0160O 5071700019,555,2021-2022,14USU0160O,5071700019,Escolarizada,207,71,,278,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,5,3,,8,0,0,,0,0,0,,0,6,3,,9,0,0,,0
564 2021-2022 14USU0160O 5095400006,564,2021-2022,14USU0160O,5095400006,Escolarizada,185,339,,524,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,10,,21,1,0,,1,0,0,,0,12,10,,22,0,0,,0
569 2021-2022 14USU0190I 5061000002,569,2021-2022,14USU0190I,5061000002,Escolarizada,192,28,,220,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,2,,12,0,0,,0,0,1,,1,10,3,,13,0,1,,1
579 2021-2022 14USU0190I 5041400032,579,2021-2022,14USU0190I,5041400032,Escolarizada,285,322,,607,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,6,,16,0,0,,0,0,0,,0,12,6,,18,0,2,,2
581 2021-2022 14USU0190I 5021500044,581,2021-2022,14USU0190I,5021500044,Escolarizada,75,154,,229,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,5,,7,0,0,,0
583 2021-2022 14USU0190I 5094200006,583,2021-2022,14USU0190I,5094200006,Escolarizada,68,260,,328,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
586 2021-2022 14USU0190I 5091100011,586,2021-2022,14USU0190I,5091100011,Escolarizada,191,310,,501,2,0,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,3,4,,7,0,0,,0,0,0,,0,5,5,,10,1,0,,1
595 2021-2022 14USU0222K 5062200082,595,2021-2022,14USU0222K,5062200082,Escolarizada,33,23,,56,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
596 2021-2022 14USU0005W 5021400012,596,2021-2022,14USU0005W,5021400012,Escolarizada,68,41,,109,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
598 2021-2022 14USU0005W 5021200055,598,2021-2022,14USU0005W,5021200055,Escolarizada,88,118,,206,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,1,2,,3,0,0,,0,0,0,,0,3,2,,5,0,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
