row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
1075,1075 Módulo Cuzalapa,Módulo Cuzalapa,,14USU00911,
1076,1076 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU00912,
1077,1077 Módulo La Huerta,Módulo La Huerta,,14USU00913,
1078,1078 Módulo Tecomates,Módulo Tecomates,,14USU00914,
1079,1079 Módulo Telcruz,Módulo Telcruz,,14USU00915,
1080,1080 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU00916,
1081,1081 Módulo Villa Purificación,Módulo Villa Purificación,,14USU00917,
1082,1082 Escuela Preparatoria Regional de Chapala,Escuela Preparatoria Regional de Chapala,,14USU00918,
1083,1083 Módulo Ixtlahuacán de los Membrillos,Módulo Ixtlahuacán de los Membrillos,,14USU00919,
1084,1084 Módulo Mezcala de la Asunción,Módulo Mezcala de la Asunción,,14USU00920,
1085,1085 Escuela Preparatoria Regional de Cihuatlán,Escuela Preparatoria Regional de Cihuatlán,,14USU00921,
1086,1086 Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,,14USU00922,
1087,1087 Módulo San Patricio Melaque,Módulo San Patricio Melaque,,14USU00923,
1088,1088 Escuela Preparatoria Regional de Ciudad Guzmán,Escuela Preparatoria Regional de Ciudad Guzmán,,14USU00924,
1089,1089 Módulo Copala,Módulo Copala,,14USU00925,
1090,1090 Módulo Tolimán,Módulo Tolimán,,14USU00926,
1091,1091 Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,,14USU00927,
1092,1092 Escuela Preparatoria Regional de Cocula,Escuela Preparatoria Regional de Cocula,,14USU00928,
1093,1093 Escuela Preparatoria Regional de Colotlán,Escuela Preparatoria Regional de Colotlán,,14USU00929,
1094,1094 Módulo Bolaños,Módulo Bolaños,,14USU00930,
1095,1095 Módulo Huejúcar,Módulo Huejúcar,,14USU00931,
1096,1096 Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,,14USU00932,
1097,1097 Módulo Villa Guerrero,Módulo Villa Guerrero,,14USU00933,
1098,1098 Escuela Preparatoria Regional de Degollado,Escuela Preparatoria Regional de Degollado,,14USU00934,
1099,1099 Escuela Preparatoria Regional de El Grullo,Escuela Preparatoria Regional de El Grullo,,14USU00935,
1100,1100 Módulo El Chante,Módulo El Chante,,14USU00936,
1101,1101 Módulo El Limón,Módulo El Limón,,14USU00937,
1102,1102 Módulo Tonaya,Módulo Tonaya,,14USU00938,
1103,1103 Módulo Tuxcacuesco,Módulo Tuxcacuesco,,14USU00939,
1104,1104 Escuela Preparatoria Regional de El Salto,Escuela Preparatoria Regional de El Salto,,14USU00940,
1105,1105 Módulo Juanacatlán,Módulo Juanacatlán,,14USU00941,
1106,1106 Escuela Preparatoria Regional de Etzatlán,Escuela Preparatoria Regional de Etzatlán,,14USU00942,
1107,1107 Módulo Oconahua,Módulo Oconahua,,14USU00943,
1108,1108 Módulo San Marcos,Módulo San Marcos,,14USU00944,
1109,1109 Escuela Preparatoria Regional de Huejuquilla el Alto,Escuela Preparatoria Regional de Huejuquilla el Alto,,14USU00945,
1110,1110 Módulo Mezquitic,Módulo Mezquitic,,14USU00946,
1111,1111 Escuela Preparatoria Regional de Jalostotitlán,Escuela Preparatoria Regional de Jalostotitlán,,14USU00947,
1112,1112 Escuela Preparatoria Regional de Jamay,Escuela Preparatoria Regional de Jamay,,14USU00948,
1113,1113 Escuela Preparatoria Regional de Jocotepec,Escuela Preparatoria Regional de Jocotepec,,14USU00949,
1114,1114 Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,,14USU00950,
1115,1115 Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,,14USU00951,
1116,1116 Módulo Tizapán el Alto,Módulo Tizapán el Alto,,14USU00952,
1117,1117 Escuela Preparatoria Regional de La Barca,Escuela Preparatoria Regional de La Barca,,14USU00953,
1118,1118 Escuela Preparatoria Regional de Lagos de Moreno,Escuela Preparatoria Regional de Lagos de Moreno,,14USU00954,
1119,1119 Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,,14USU00955,
1120,1120 Módulo Ojuelos,Módulo Ojuelos,,14USU00956,
1121,1121 Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,,14USU00957,
1122,1122 Módulo Unión de San Antonio,Módulo Unión de San Antonio,,14USU00958,
1123,1123 Módulo Villa Hidalgo,Módulo Villa Hidalgo,,14USU00959,
1124,1124 Escuela Preparatoria Regional de Puerto Vallarta,Escuela Preparatoria Regional de Puerto Vallarta,,14USU00960,
1125,1125 Módulo El Tuito,Módulo El Tuito,,14USU00961,
1126,1126 Módulo Ixtapa,Módulo Ixtapa,,14USU00962,
1127,1127 Módulo José María Morelos,Módulo José María Morelos,,14USU00963,
1128,1128 Módulo Pino Suárez,Módulo Pino Suárez,,14USU00964,
1129,1129 Módulo Tomatlán,Módulo Tomatlán,,14USU00965,
1130,1130 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU00966,
1131,1131 Módulo Teocaltiche,Módulo Teocaltiche,,14USU00967,
1132,1132 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU00968,
1133,1133 Módulo Buenavista,Módulo Buenavista,,14USU00969,
1134,1134 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU00970,
1135,1135 Módulo San Julián,Módulo San Julián,,14USU00971,
1136,1136 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU00972,
1137,1137 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU00973,
1138,1138 Módulo Amacueca,Módulo Amacueca,,14USU00974,
1139,1139 Módulo San Gabriel,Módulo San Gabriel,,14USU00975,
1140,1140 Módulo Tapalpa,Módulo Tapalpa,,14USU00976,
1141,1141 Módulo Usmajac,Módulo Usmajac,,14USU00977,
1142,1142 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU00978,
1143,1143 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU00979,
1144,1144 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU00980,
1145,1145 Módulo Contla,Módulo Contla,,14USU00981,
1146,1146 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU00982,
1147,1147 Módulo Mazamitla,Módulo Mazamitla,,14USU00983,
1148,1148 Módulo Quitupan,Módulo Quitupan,,14USU00984,
1149,1149 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU00985,
1150,1150 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU00986,
1151,1151 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU00987,
1152,1152 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU00988,
1153,1153 Módulo Juchitlán,Módulo Juchitlán,,14USU00989,
1154,1154 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU00990,
1155,1155 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU00991,
1156,1156 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU00992,
1157,1157 Módulo Acatic,Módulo Acatic,,14USU00993,
1158,1158 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU00994,
1159,1159 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU00995,
1160,1160 Módulo Yahualica,Módulo Yahualica,,14USU00996,
1161,1161 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU00997,
1162,1162 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU00998,
1163,1163 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU00999,
1164,1164 Módulo Magdalena,Módulo Magdalena,,14USU01000,
1165,1165 Módulo San Andrés,Módulo San Andrés,,14USU01001,
1166,1166 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU01002,
1167,1167 Módulo Cajititlán,Módulo Cajititlán,,14USU01003,
1168,1168 Módulo San Agustín,Módulo San Agustín,,14USU01004,
1169,1169 Módulo El Zapote,Módulo El Zapote,,14USU01005,
1170,1170 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU01006,
1171,1171 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU01007,
1172,1172 Módulo Pihuamo,Módulo Pihuamo,,14USU01008,
1173,1173 Módulo Tecalitlán,Módulo Tecalitlán,,14USU01009,
1174,1174 Módulo Tonila,Módulo Tonila,,14USU01010,
1175,1175 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU01011,
1176,1176 Módulo Ayutla,Módulo Ayutla,,14USU01012,
1177,1177 Módulo Ejutla,Módulo Ejutla,,14USU01013,
1178,1178 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU01014,
1179,1179 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU01015,
1180,1180 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU01016,
1181,1181 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU01017,
1182,1182 Módulo Cítala,Módulo Cítala,,14USU01018,
1183,1183 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU01019,
1184,1184 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU01020,
1185,1185 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU01021,
1186,1186 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU01022,
1187,1187 Módulo Matatlán,Módulo Matatlán,,14USU01023,
1188,1188 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU01024,
1189,1189 Módulo Atequiza,Módulo Atequiza,,14USU01025,
1190,1190 Módulo Poncitlán,Módulo Poncitlán,,14USU01026,
1191,1191 Módulo Tototlán,Módulo Tototlán,,14USU01027,
1192,1192 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU01028,
1193,1193 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU01029,
1194,1194 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU01030,
1195,1195 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU01031,
1196,"1196 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01032,
1197,1197 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01033,
1198,1198 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01034,
1199,1199 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01035,
1200,1200 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU01036,
1201,1201 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU01037,
1202,1202 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU01038,
1203,1203 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU01039,
1204,1204 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU01040,
1205,"1205 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU01041,
1206,"1206 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU01042,
1207,"1207 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU01043,
1208,1208 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU01044,
1209,1209 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU01045,
1210,1210 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU01046,
1211,1211 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU01047,
1212,1212 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU01048,
1213,1213 Centro Universitario del Sur,Centro Universitario del Sur,,14USU01049,
1214,1214 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU01050,
1215,1215 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU01051,
1216,1216 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU01052,
1217,1217 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU01053,
1218,1218 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU01054,
1219,1219 Centro Universitario del Norte,Centro Universitario del Norte,,14USU01055,
1220,1220 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU01056,
1221,1221 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU01057,
1222,1222 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU01058,
1223,1223 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU01059,
1224,1224 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU01060,
1225,1225 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU01061,
1226,1226 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU01062,
1227,1227 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU01063,
1228,1228 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU01064,
1229,1229 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU01065,
1230,1230 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU01066,
1231,1231 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU01067,
1232,1232 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU01068,
1233,1233 Módulo Cuquío,Módulo Cuquío,,14USU01069,
1234,1234 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU01070,
1235,1235 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU01071,
1236,1236 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU01072,
1237,1237 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU01073,
1238,1238 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU01074,
1239,1239 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU01075,
1240,1240 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU01076,
1241,1241 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU01077,
1242,1242 Módulo La Experiencia,Módulo La Experiencia,,14USU01078,
1243,1243 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU01079,
1244,1244 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU01080,
1245,1245 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU01081,
1246,1246 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU01082,
1247,1247 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU01083,
1248,1248 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU01084,
1249,1249 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU01085,
1250,1250 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU01086,
1251,1251 Escuela Vocacional,Escuela Vocacional,,14USU01087,
1252,1252 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU01088,
1253,1253 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU01089,
1254,1254 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU01090,
1255,1255 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU01091,
1256,1256 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU01092,
1257,1257 Módulo Teuchitlán,Módulo Teuchitlán,,14USU01093,
1258,1258 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU01094,
1259,1259 Módulo Arenal,Módulo Arenal,,14USU01095,
1260,1260 Módulo El Salvador,Módulo El Salvador,,14USU01096,
1261,1261 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU01097,
1262,1262 Módulo Atenguillo,Módulo Atenguillo,,14USU01098,
1263,1263 Módulo Mascota,Módulo Mascota,,14USU01099,
1264,1264 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU01100,
1265,1265 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU01101,
1266,1266 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU01102,
1267,1267 Módulo Jesús María,Módulo Jesús María,,14USU01103,
1268,1268 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU01104,
1269,1269 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU01105,
1270,1270 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU01106,
1271,1271 Módulo Ayotlán,Módulo Ayotlán,,14USU01107,
1272,1272 Módulo La Ribera,Módulo La Ribera,,14USU01108,
1273,1273 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU01109,
1274,1274 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU01110,
1275,1275 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU01111,
1276,1276 Módulo Ayotitlán,Módulo Ayotitlán,,14USU01112,
1277,1277 Módulo Chacala,Módulo Chacala,,14USU01113,
1278,1278 Módulo Cuautitlán,Módulo Cuautitlán,,14USU01114,
1279,1279 Módulo Cuzalapa,Módulo Cuzalapa,,14USU01115,
1280,1280 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU01116,
1281,1281 Módulo La Huerta,Módulo La Huerta,,14USU01117,
