ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2020-2021,14MMS0656F,BGC,Escolarizada,121,129,,250,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0656F,BGC,Escolarizada,115,106,,221,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0657E,BGAI,Escolarizada,176,159,,335,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0657E,BGC,Escolarizada,458,668,,1126,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,6,4,,10,0,1,,1,0,0,,0,6,6,,12,0,0,,0
2020-2021,14MMS0657E,BGC,Escolarizada,493,629,,1122,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,7,,10,0,0,,0,0,0,,0,4,8,,12,0,0,,0
2020-2021,14MMS0658D,BGC,Escolarizada,325,429,,754,0,0,,0,1,1,,2,0,0,,0,0,1,,1,0,0,,0,6,4,,10,0,0,,0,1,0,,1,8,6,,14,0,0,,0
2020-2021,14MMS0658D,BGC,Escolarizada,300,376,,676,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,7,,14,0,0,,0,0,0,,0,7,7,,14,0,0,,0
2020-2021,14MMS0659C,BGC,Escolarizada,162,229,,391,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,6,,8,0,3,,3,0,0,,0,2,9,,11,0,0,,0
2020-2021,14MMS0659C,BGC,Escolarizada,142,210,,352,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,8,,10,0,1,,1,0,0,,0,2,9,,11,0,0,,0
2020-2021,14MMS0660S,BGC,Escolarizada,208,190,,398,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
2020-2021,14MMS0660S,BGC,Escolarizada,187,131,,318,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0661R,BGC,Escolarizada,92,104,,196,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0,0,0,,0,2,1,,3,0,0,,0
2020-2021,14MMS0662Q,BGC,Escolarizada,135,145,,280,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0663P,BGC,Escolarizada,43,52,,95,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2020-2021,14MMS0663P,BGC,Escolarizada,35,32,,67,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0664O,BGC,Escolarizada,75,83,,158,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0665N,BGC,Escolarizada,74,90,,164,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
2020-2021,14MMS0665N,BGC,Escolarizada,41,40,,81,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0666M,BGC,Escolarizada,82,105,,187,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,4,,5,0,0,,0
2020-2021,14MMS0666M,BGC,Escolarizada,44,53,,97,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,4,,5,0,0,,0,0,0,,0,1,4,,5,0,0,,0
2020-2021,14MMS0667L,BGC,Escolarizada,63,116,,179,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0667L,BGC,Escolarizada,46,87,,133,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0668K,BGC,Escolarizada,148,177,,325,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
2020-2021,14MMS0668K,BGC,Escolarizada,98,168,,266,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
2020-2021,14MMS0669J,BGC,Escolarizada,61,91,,152,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,3,,3,0,0,,0
2020-2021,14MMS0669J,BGC,Escolarizada,62,66,,128,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0670Z,BGC,Escolarizada,77,80,,157,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0671Y,BGC,Escolarizada,42,43,,85,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0671Y,BGC,Escolarizada,31,44,,75,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0672X,BGC,Escolarizada,27,32,,59,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0673W,BGC,Escolarizada,66,60,,126,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2020-2021,14MMS0673W,BGC,Escolarizada,52,59,,111,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0674V,BGC,Escolarizada,76,85,,161,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0675U,BGC,Escolarizada,56,80,,136,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
2020-2021,14MMS0676T,BGC,Escolarizada,82,79,,161,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0676T,BGC,Escolarizada,41,47,,88,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0677S,BGC,Escolarizada,77,64,,141,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0677S,BGC,Escolarizada,39,67,,106,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0678R,BGC,Escolarizada,133,110,,243,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0679Q,BGC,Escolarizada,186,164,,350,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0680F,BGC,Escolarizada,110,104,,214,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0681E,BGC,Escolarizada,95,103,,198,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0682D,BGC,Escolarizada,74,88,,162,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2020-2021,14MMS0682D,BGC,Escolarizada,67,68,,135,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,1,,3,0,0,,0
2020-2021,14MMS0683C,BGC,Escolarizada,79,89,,168,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0683C,BGC,Escolarizada,82,82,,164,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,1,1,,2,0,1,,1
2020-2021,14MMS0684B,BGC,Escolarizada,43,55,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0684B,BGC,Escolarizada,17,19,,36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0685A,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0685A,BGC,Escolarizada,108,108,,216,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,1,,1,0,0,,0,0,0,,0,1,2,,3,5,6,,11
2020-2021,14MMS0685A,BGC,Escolarizada,83,88,,171,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,0,0,,0,2,0,,2,1,5,,6
2020-2021,14MMS0686Z,BGC,Escolarizada,67,75,,142,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,0,,1,39,29,,68
2020-2021,14MMS0686Z,BGC,Escolarizada,53,53,,106,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,12,,23
2020-2021,14MMS0687Z,BGC,Escolarizada,57,57,,114,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,5,2,,7
2020-2021,14MMS0688Y,BGC,Escolarizada,95,117,,212,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,4,7,,11
2020-2021,14MMS0689X,BGC,Escolarizada,64,55,,119,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0690M,BGC,Escolarizada,23,42,,65,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0691L,BGC,Escolarizada,76,108,,184,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0692K,BGC,Escolarizada,116,114,,230,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,1,0,,1,0,0,,0,3,1,,4,0,0,,0
2020-2021,14MMS0693J,BGC,Escolarizada,193,182,,375,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,1,,1
2020-2021,14MMS0693J,BGC,Escolarizada,144,163,,307,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0694I,BGC,Escolarizada,39,58,,97,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
2020-2021,14MMS0694I,BGC,Escolarizada,40,55,,95,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0695H,BGC,Escolarizada,103,117,,220,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,3,,4,0,0,,0
2020-2021,14MMS0695H,BGC,Escolarizada,77,109,,186,0,0,,0,1,0,,1,0,0,,0,0,1,,1,1,0,,1,2,0,,2,1,0,,1,0,0,,0,5,1,,6,0,0,,0
2020-2021,14MMS0696G,BGC,Escolarizada,123,170,,293,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2020-2021,14MMS0696G,BGC,Escolarizada,84,126,,210,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0697F,BGC,Escolarizada,66,63,,129,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0
2020-2021,14MMS0697F,BGC,Escolarizada,41,42,,83,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0698E,BGC,Escolarizada,134,105,,239,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0698E,BGC,Escolarizada,84,81,,165,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0699D,BGC,Escolarizada,91,93,,184,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,3,0,,3,0,0,,0
2020-2021,14MMS0699D,BGC,Escolarizada,52,66,,118,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0700C,BGC,Escolarizada,112,134,,246,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0701B,BGC,Escolarizada,211,261,,472,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,2,0,,2
2020-2021,14MMS0701B,BGC,Escolarizada,169,204,,373,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,8,,9,0,0,,0,1,0,,1,2,8,,10,0,0,,0
2020-2021,14MMS0702A,BGC,Escolarizada,83,75,,158,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,0,,1,0,0,,0,2,2,,4,0,0,,0
2020-2021,14MMS0703Z,BGC,Escolarizada,79,81,,160,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0703Z,BGC,Escolarizada,45,53,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0704Z,BGC,Escolarizada,76,77,,153,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0705Y,BGC,Escolarizada,159,186,,345,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,1,0,,1,0,0,,0,3,3,,6,0,1,,1
2020-2021,14MMS0705Y,BGC,Escolarizada,151,184,,335,2,1,,3,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,3,4,,7,0,0,,0
2020-2021,14MMS0706X,BGC,Escolarizada,197,250,,447,0,0,,0,2,1,,3,0,0,,0,0,0,,0,0,0,,0,2,4,,6,1,0,,1,0,0,,0,5,5,,10,0,0,,0
2020-2021,14MMS0706X,BGC,Escolarizada,214,219,,433,0,1,,1,1,0,,1,0,0,,0,1,0,,1,1,0,,1,4,2,,6,0,0,,0,1,0,,1,8,3,,11,0,0,,0
2020-2021,14MMS0707W,BGC,Escolarizada,189,226,,415,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2020-2021,14MMS0707W,BGC,Escolarizada,166,187,,353,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0708V,BGC,Escolarizada,170,187,,357,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
2020-2021,14MMS0708V,BGC,Escolarizada,125,139,,264,0,0,,0,0,2,,2,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0
2020-2021,14MMS0709U,BGC,Escolarizada,115,122,,237,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
2020-2021,14MMS0709U,BGC,Escolarizada,92,75,,167,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0710J,BGC,Escolarizada,104,110,,214,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
2020-2021,14MMS0710J,BGC,Escolarizada,70,85,,155,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1
2020-2021,14MMS0711I,BGC,Escolarizada,96,99,,195,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0712H,BGC,Escolarizada,113,162,,275,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0712H,BGC,Escolarizada,114,120,,234,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0713G,BGC,Escolarizada,124,159,,283,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,2,,5,0,0,,0,0,0,,0,4,3,,7,0,0,,0
2020-2021,14MMS0713G,BGC,Escolarizada,125,133,,258,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
2020-2021,14MMS0714F,BGC,Escolarizada,97,111,,208,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,1,,1,1,4,,5,0,0,,0
2020-2021,14MMS0714F,BGC,Escolarizada,85,104,,189,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,3,1,,4,1,0,,1,0,0,,0,4,2,,6,0,0,,0
2020-2021,14MMS0715E,BGC,Escolarizada,109,143,,252,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,5,,8,0,0,,0,0,0,,0,4,5,,9,0,0,,0
2020-2021,14MMS0716D,BGC,Escolarizada,155,189,,344,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0717C,BGC,Escolarizada,150,145,,295,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0717C,BGC,Escolarizada,106,95,,201,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0718B,BGC,Escolarizada,107,136,,243,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0718B,BGC,Escolarizada,106,108,,214,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0719A,BGC,Escolarizada,63,66,,129,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0719A,BGC,Escolarizada,48,57,,105,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0720Q,BGC,Escolarizada,98,120,,218,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0720Q,BGC,Escolarizada,79,107,,186,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0721P,BGC,Escolarizada,118,165,,283,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,3,2,,5,0,0,,0
2020-2021,14MMS0721P,BGC,Escolarizada,92,139,,231,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,5,,7,0,1,,1
2020-2021,14MMS0722O,BGC,Escolarizada,136,169,,305,0,1,,1,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,1,4,,5,1,0,,1
2020-2021,14MMS0722O,BGC,Escolarizada,110,98,,208,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
2020-2021,14MMS0723N,BGC,Escolarizada,62,71,,133,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2020-2021,14MMS0724M,BGC,Escolarizada,55,85,,140,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0724M,BGC,Escolarizada,53,48,,101,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0725L,BGC,Escolarizada,56,72,,128,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0726K,BGC,Escolarizada,47,54,,101,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0727J,BGC,Escolarizada,53,76,,129,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0728I,BGC,Escolarizada,71,73,,144,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
2020-2021,14MMS0730X,BGC,Escolarizada,86,81,,167,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0731W,BGC,Escolarizada,82,61,,143,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,3,1,,4
2020-2021,14MMS0732V,BGC,Escolarizada,117,99,,216,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,1,,1
2020-2021,14MMS0733U,BGC,Escolarizada,63,52,,115,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0734T,BGC,Escolarizada,43,41,,84,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,5,3,,8
2020-2021,14MMS0735S,BGC,Escolarizada,54,44,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
2020-2021,14MMS0736R,BGC,Escolarizada,58,50,,108,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2020-2021,14MMS0737Q,BGC,Escolarizada,45,53,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
2020-2021,14MMS0738P,BGC,Escolarizada,28,42,,70,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,2,,7
2020-2021,14MMS0739O,BGC,Escolarizada,82,72,,154,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1
2020-2021,14MMS0739O,BGC,Escolarizada,30,28,,58,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1
2020-2021,14MMS0740D,BGC,Escolarizada,37,48,,85,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
