name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
1 2023-2024 14MMS0608W BGAI,1,2023-2024,14MMS0608W,BGAI,Escolarizada,135,88,,223,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,1,2,,3
2 2023-2024 14MMS0608W BGC,2,2023-2024,14MMS0608W,BGC,Escolarizada,1074,1039,,2113,1,0,,1,0,1,,1,0,0,,0,0,0,,0,1,1,,2,8,16,,24,0,0,,0,2,0,,2,12,18,,30,2,6,,8
3 2023-2024 14MMS0608W BGC,3,2023-2024,14MMS0608W,BGC,Escolarizada,1000,1112,,2112,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,17,16,,33,0,1,,1,0,0,,0,18,17,,35,1,1,,2
