name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
180 2020-2021 14MMS0698E BGC,180,2020-2021,14MMS0698E,BGC,Escolarizada,16,29,,45,,,,0,,,,0,,,,,,,,,,,,
181 2020-2021 14MMS0698E BGC,181,2020-2021,14MMS0698E,BGC,Escolarizada,23,22,,45,,,,0,,,,0,,,,,,,,,,,,
182 2020-2021 14MMS0639P BGC,182,2020-2021,14MMS0639P,BGC,Escolarizada,25,34,,59,,,,3,,,,0,,,,,,,,,,,,
183 2020-2021 14MMS0639P BGC,183,2020-2021,14MMS0639P,BGC,Escolarizada,30,28,,58,,,,2,,,,0,,,,,,,,,,,,
184 2020-2021 14MMS0699D BGC,184,2020-2021,14MMS0699D,BGC,Escolarizada,23,19,,42,,,,0,,,,0,,,,,,,,,,,,
185 2020-2021 14MMS0699D BGC,185,2020-2021,14MMS0699D,BGC,Escolarizada,17,24,,41,,,,2,,,,0,,,,,,,,,,,,
186 2020-2021 14MMS0700C BGC,186,2020-2021,14MMS0700C,BGC,Escolarizada,23,34,,57,,,,0,,,,0,,,,,,,,,,,,
187 2020-2021 14MMS0701B BGC,187,2020-2021,14MMS0701B,BGC,Escolarizada,41,61,,102,,,,4,,,,0,,,,,,,,,,,,
188 2020-2021 14MMS0701B BGC,188,2020-2021,14MMS0701B,BGC,Escolarizada,45,56,,101,,,,2,,,,0,,,,,,,,,,,,
189 2020-2021 14MMS0702A BGC,189,2020-2021,14MMS0702A,BGC,Escolarizada,16,29,,45,,,,0,,,,0,,,,,,,,,,,,
190 2020-2021 14MMS0703Z BGC,190,2020-2021,14MMS0703Z,BGC,Escolarizada,16,23,,39,,,,1,,,,0,,,,,,,,,,,,
191 2020-2021 14MMS0703Z BGC,191,2020-2021,14MMS0703Z,BGC,Escolarizada,23,16,,39,,,,0,,,,0,,,,,,,,,,,,
192 2020-2021 14MMS0704Z BGC,192,2020-2021,14MMS0704Z,BGC,Escolarizada,21,14,,35,,,,0,,,,0,,,,,,,,,,,,
193 2020-2021 14MMS0705Y BGC,193,2020-2021,14MMS0705Y,BGC,Escolarizada,41,48,,89,,,,4,,,,0,,,,,,,,,,,,
194 2020-2021 14MMS0705Y BGC,194,2020-2021,14MMS0705Y,BGC,Escolarizada,39,50,,89,,,,5,,,,0,,,,,,,,,,,,
195 2020-2021 14MMS0706X BGC,195,2020-2021,14MMS0706X,BGC,Escolarizada,45,63,,108,,,,7,,,,0,,,,,,,,,,,,
196 2020-2021 14MMS0706X BGC,196,2020-2021,14MMS0706X,BGC,Escolarizada,41,66,,107,,,,1,,,,0,,,,,,,,,,,,
197 2020-2021 14MMS0707W BGC,197,2020-2021,14MMS0707W,BGC,Escolarizada,37,50,,87,,,,0,,,,0,,,,,,,,,,,,
198 2020-2021 14MMS0707W BGC,198,2020-2021,14MMS0707W,BGC,Escolarizada,45,41,,86,,,,2,,,,0,,,,,,,,,,,,
199 2020-2021 14MMS0708V BGC,199,2020-2021,14MMS0708V,BGC,Escolarizada,39,38,,77,,,,1,,,,0,,,,,,,,,,,,
200 2020-2021 14MMS0708V BGC,200,2020-2021,14MMS0708V,BGC,Escolarizada,32,45,,77,,,,2,,,,0,,,,,,,,,,,,
201 2020-2021 14MMS0709U BGC,201,2020-2021,14MMS0709U,BGC,Escolarizada,23,25,,48,,,,0,,,,0,,,,,,,,,,,,
202 2020-2021 14MMS0709U BGC,202,2020-2021,14MMS0709U,BGC,Escolarizada,21,26,,47,,,,3,,,,1,,,,,,,,,,,,
203 2020-2021 14MMS0710J BGC,203,2020-2021,14MMS0710J,BGC,Escolarizada,21,31,,52,,,,0,,,,0,,,,,,,,,,,,
204 2020-2021 14MMS0710J BGC,204,2020-2021,14MMS0710J,BGC,Escolarizada,26,26,,52,,,,0,,,,0,,,,,,,,,,,,
205 2020-2021 14MMS0711I BGC,205,2020-2021,14MMS0711I,BGC,Escolarizada,32,34,,66,,,,0,,,,0,,,,,,,,,,,,
206 2020-2021 14MMS0712H BGC,206,2020-2021,14MMS0712H,BGC,Escolarizada,34,40,,74,,,,0,,,,0,,,,,,,,,,,,
207 2020-2021 14MMS0712H BGC,207,2020-2021,14MMS0712H,BGC,Escolarizada,23,50,,73,,,,3,,,,0,,,,,,,,,,,,
208 2020-2021 14MMS0713G BGC,208,2020-2021,14MMS0713G,BGC,Escolarizada,27,43,,70,,,,3,,,,0,,,,,,,,,,,,
209 2020-2021 14MMS0713G BGC,209,2020-2021,14MMS0713G,BGC,Escolarizada,33,37,,70,,,,0,,,,0,,,,,,,,,,,,
210 2020-2021 14MMS0714F BGC,210,2020-2021,14MMS0714F,BGC,Escolarizada,12,33,,45,,,,4,,,,0,,,,,,,,,,,,
211 2020-2021 14MMS0714F BGC,211,2020-2021,14MMS0714F,BGC,Escolarizada,14,31,,45,,,,5,,,,0,,,,,,,,,,,,
212 2020-2021 14MMS0715E BGC,212,2020-2021,14MMS0715E,BGC,Escolarizada,29,37,,66,,,,1,,,,0,,,,,,,,,,,,
213 2020-2021 14MMS0716D BGC,213,2020-2021,14MMS0716D,BGC,Escolarizada,28,42,,70,,,,2,,,,0,,,,,,,,,,,,
214 2020-2021 14MMS0717C BGC,214,2020-2021,14MMS0717C,BGC,Escolarizada,21,33,,54,,,,0,,,,0,,,,,,,,,,,,
215 2020-2021 14MMS0717C BGC,215,2020-2021,14MMS0717C,BGC,Escolarizada,29,25,,54,,,,0,,,,0,,,,,,,,,,,,
216 2020-2021 14MMS0718B BGC,216,2020-2021,14MMS0718B,BGC,Escolarizada,20,35,,55,,,,0,,,,0,,,,,,,,,,,,
217 2020-2021 14MMS0718B BGC,217,2020-2021,14MMS0718B,BGC,Escolarizada,32,22,,54,,,,0,,,,0,,,,,,,,,,,,
218 2020-2021 14MMS0719A BGC,218,2020-2021,14MMS0719A,BGC,Escolarizada,21,15,,36,,,,0,,,,0,,,,,,,,,,,,
219 2020-2021 14MMS0719A BGC,219,2020-2021,14MMS0719A,BGC,Escolarizada,18,17,,35,,,,0,,,,0,,,,,,,,,,,,
220 2020-2021 14MMS0720Q BGC,220,2020-2021,14MMS0720Q,BGC,Escolarizada,19,29,,48,,,,0,,,,0,,,,,,,,,,,,
221 2020-2021 14MMS0720Q BGC,221,2020-2021,14MMS0720Q,BGC,Escolarizada,23,25,,48,,,,2,,,,0,,,,,,,,,,,,
222 2020-2021 14MMS0721P BGC,222,2020-2021,14MMS0721P,BGC,Escolarizada,25,57,,82,,,,6,,,,0,,,,,,,,,,,,
223 2020-2021 14MMS0721P BGC,223,2020-2021,14MMS0721P,BGC,Escolarizada,40,42,,82,,,,0,,,,0,,,,,,,,,,,,
224 2020-2021 14MMS0722O BGC,224,2020-2021,14MMS0722O,BGC,Escolarizada,29,37,,66,,,,2,,,,0,,,,,,,,,,,,
225 2020-2021 14MMS0722O BGC,225,2020-2021,14MMS0722O,BGC,Escolarizada,23,43,,66,,,,0,,,,0,,,,,,,,,,,,
226 2020-2021 14MMS0723N BGC,226,2020-2021,14MMS0723N,BGC,Escolarizada,17,10,,27,,,,0,,,,0,,,,,,,,,,,,
227 2020-2021 14MMS0724M BGC,227,2020-2021,14MMS0724M,BGC,Escolarizada,19,26,,45,,,,0,,,,0,,,,,,,,,,,,
228 2020-2021 14MMS0724M BGC,228,2020-2021,14MMS0724M,BGC,Escolarizada,14,30,,44,,,,0,,,,0,,,,,,,,,,,,
229 2020-2021 14MMS0725L BGC,229,2020-2021,14MMS0725L,BGC,Escolarizada,10,20,,30,,,,1,,,,0,,,,,,,,,,,,
230 2020-2021 14MMS0726K BGC,230,2020-2021,14MMS0726K,BGC,Escolarizada,15,19,,34,,,,0,,,,0,,,,,,,,,,,,
231 2020-2021 14MMS0727J BGC,231,2020-2021,14MMS0727J,BGC,Escolarizada,21,34,,55,,,,3,,,,0,,,,,,,,,,,,
232 2020-2021 14MMS0728I BGC,232,2020-2021,14MMS0728I,BGC,Escolarizada,17,19,,36,,,,1,,,,0,,,,,,,,,,,,
233 2020-2021 14MMS0730X BGC,233,2020-2021,14MMS0730X,BGC,Escolarizada,25,14,,39,,,,0,,,,0,,,,,,,,,,,,
234 2020-2021 14MMS0731W BGC,234,2020-2021,14MMS0731W,BGC,Escolarizada,18,11,,29,,,,0,,,,0,,,,,,,,,,,,
235 2020-2021 14MMS0732V BGC,235,2020-2021,14MMS0732V,BGC,Escolarizada,16,24,,40,,,,0,,,,0,,,,,,,,,,,,
236 2020-2021 14MMS0733U BGC,236,2020-2021,14MMS0733U,BGC,Escolarizada,25,10,,35,,,,0,,,,0,,,,,,,,,,,,
237 2020-2021 14MMS0734T BGC,237,2020-2021,14MMS0734T,BGC,Escolarizada,14,8,,22,,,,0,,,,1,,,,,,,,,,,,
238 2020-2021 14MMS0735S BGC,238,2020-2021,14MMS0735S,BGC,Escolarizada,16,17,,33,,,,1,,,,0,,,,,,,,,,,,
239 2020-2021 14MMS0736R BGC,239,2020-2021,14MMS0736R,BGC,Escolarizada,16,13,,29,,,,0,,,,0,,,,,,,,,,,,
240 2020-2021 14MMS0737Q BGC,240,2020-2021,14MMS0737Q,BGC,Escolarizada,13,13,,26,,,,0,,,,0,,,,,,,,,,,,
241 2020-2021 14MMS0738P BGC,241,2020-2021,14MMS0738P,BGC,Escolarizada,9,16,,25,,,,0,,,,3,,,,,,,,,,,,
242 2020-2021 14MMS0739O BGC,242,2020-2021,14MMS0739O,BGC,Escolarizada,15,20,,35,,,,0,,,,0,,,,,,,,,,,,
243 2020-2021 14MMS0739O BGC,243,2020-2021,14MMS0739O,BGC,Escolarizada,14,21,,35,,,,0,,,,0,,,,,,,,,,,,
244 2020-2021 14MMS0740D BGC,244,2020-2021,14MMS0740D,BGC,Escolarizada,16,13,,29,,,,0,,,,0,,,,,,,,,,,,
245 2020-2021 14MMS0741C BGC,245,2020-2021,14MMS0741C,BGC,Escolarizada,20,26,,46,,,,0,,,,0,,,,,,,,,,,,
246 2020-2021 14MMS0742B BGC,246,2020-2021,14MMS0742B,BGC,Escolarizada,14,15,,29,,,,0,,,,0,,,,,,,,,,,,
247 2020-2021 14MMS0743A BGC,247,2020-2021,14MMS0743A,BGC,Escolarizada,24,11,,35,,,,0,,,,0,,,,,,,,,,,,
248 2020-2021 14MMS0744Z BGC,248,2020-2021,14MMS0744Z,BGC,Escolarizada,41,57,,98,,,,1,,,,0,,,,,,,,,,,,
249 2020-2021 14MMS0744Z BGC,249,2020-2021,14MMS0744Z,BGC,Escolarizada,47,51,,98,,,,1,,,,0,,,,,,,,,,,,
250 2020-2021 14MMS0745Z BGC,250,2020-2021,14MMS0745Z,BGC,Escolarizada,16,15,,31,,,,0,,,,0,,,,,,,,,,,,
251 2020-2021 14MMS0746Y BGC,251,2020-2021,14MMS0746Y,BGC,Escolarizada,33,46,,79,,,,2,,,,0,,,,,,,,,,,,
252 2020-2021 14MMS0747X BGC,252,2020-2021,14MMS0747X,BGC,Escolarizada,38,29,,67,,,,0,,,,0,,,,,,,,,,,,
253 2020-2021 14MMS0748W BGC,253,2020-2021,14MMS0748W,BGC,Escolarizada,14,16,,30,,,,1,,,,0,,,,,,,,,,,,
254 2020-2021 14MMS0748W BGC,254,2020-2021,14MMS0748W,BGC,Escolarizada,12,18,,30,,,,1,,,,0,,,,,,,,,,,,
255 2020-2021 14MMS0752I BGC,255,2020-2021,14MMS0752I,BGC,Escolarizada,78,149,,227,,,,4,,,,1,,,,,,,,,,,,
256 2020-2021 14MMS0752I BGC,256,2020-2021,14MMS0752I,BGC,Escolarizada,78,148,,226,,,,10,,,,1,,,,,,,,,,,,
257 2020-2021 14MMS0612I BGC,257,2020-2021,14MMS0612I,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
258 2020-2021 14MMS0753H BGC,258,2020-2021,14MMS0753H,BGC,Escolarizada,120,180,,300,,,,13,,,,0,,,,,,,,,,,,
259 2020-2021 14MMS0753H BGC,259,2020-2021,14MMS0753H,BGC,Escolarizada,111,188,,299,,,,8,,,,0,,,,,,,,,,,,
260 2020-2021 14MMS0754G BGC,260,2020-2021,14MMS0754G,BGC,Escolarizada,14,16,,30,,,,1,,,,0,,,,,,,,,,,,
261 2020-2021 14MMS0754G BGC,261,2020-2021,14MMS0754G,BGC,Escolarizada,12,17,,29,,,,1,,,,0,,,,,,,,,,,,
262 2020-2021 14MMS0755F BGC,262,2020-2021,14MMS0755F,BGC,Escolarizada,12,7,,19,,,,0,,,,0,,,,,,,,,,,,
263 2020-2021 14MMS0755F BGC,263,2020-2021,14MMS0755F,BGC,Escolarizada,11,7,,18,,,,1,,,,0,,,,,,,,,,,,
264 2020-2021 14MMS0756E BGC,264,2020-2021,14MMS0756E,BGC,Escolarizada,148,205,,353,,,,5,,,,0,,,,,,,,,,,,
265 2020-2021 14MMS0756E BGC,265,2020-2021,14MMS0756E,BGC,Escolarizada,139,213,,352,,,,5,,,,0,,,,,,,,,,,,
266 2020-2021 14MMS0757D BGC,266,2020-2021,14MMS0757D,BGC,Escolarizada,167,204,,371,,,,5,,,,1,,,,,,,,,,,,
267 2020-2021 14MMS0757D BGC,267,2020-2021,14MMS0757D,BGC,Escolarizada,148,223,,371,,,,2,,,,0,,,,,,,,,,,,
268 2020-2021 14MMS0750K BGC,268,2020-2021,14MMS0750K,BGC,Escolarizada,31,36,,67,,,,6,,,,0,,,,,,,,,,,,
269 2020-2021 14MMS0758C BGC,269,2020-2021,14MMS0758C,BGC,Escolarizada,21,26,,47,,,,3,,,,0,,,,,,,,,,,,
270 2020-2021 14MMS0759B BGC,270,2020-2021,14MMS0759B,BGC,Escolarizada,219,271,,490,,,,5,,,,1,,,,,,,,,,,,
271 2020-2021 14MMS0759B BGC,271,2020-2021,14MMS0759B,BGC,Escolarizada,222,267,,489,,,,5,,,,1,,,,,,,,,,,,
272 2020-2021 14MMS0760R BGC,272,2020-2021,14MMS0760R,BGC,Escolarizada,11,11,,22,,,,1,,,,0,,,,,,,,,,,,
273 2020-2021 14MMS0761Q BGC,273,2020-2021,14MMS0761Q,BGC,Escolarizada,14,20,,34,,,,1,,,,0,,,,,,,,,,,,
274 2020-2021 14MMS0761Q BGC,274,2020-2021,14MMS0761Q,BGC,Escolarizada,16,18,,34,,,,1,,,,0,,,,,,,,,,,,
275 2020-2021 14MMS0751J BGC,275,2020-2021,14MMS0751J,BGC,Escolarizada,5,10,,15,,,,0,,,,15,,,,,,,,,,,,
276 2020-2021 14MMS0749V BGAI,276,2020-2021,14MMS0749V,BGAI,No escolarizada,16,25,,41,,,,3,,,,0,,,,,,,,,,,,
277 2020-2021 14MMS0762P BGC,277,2020-2021,14MMS0762P,BGC,Escolarizada,14,9,,23,,,,0,,,,0,,,,,,,,,,,,
278 2020-2021 14MMS0762P BGC,278,2020-2021,14MMS0762P,BGC,Escolarizada,12,10,,22,,,,0,,,,0,,,,,,,,,,,,
279 2020-2021 14MMS0763O BGC,279,2020-2021,14MMS0763O,BGC,Escolarizada,10,14,,24,,,,0,,,,0,,,,,,,,,,,,
280 2020-2021 14MMS0764N BGC,280,2020-2021,14MMS0764N,BGC,Escolarizada,9,35,,44,,,,0,,,,0,,,,,,,,,,,,
281 2020-2021 14MMS0766L BGC,281,2020-2021,14MMS0766L,BGC,Escolarizada,3,5,,8,,,,1,,,,0,,,,,,,,,,,,
282 2020-2021 14MMS0766L BGC,282,2020-2021,14MMS0766L,BGC,Escolarizada,2,5,,7,,,,0,,,,0,,,,,,,,,,,,
283 2020-2021 14MMS0767K BGC,283,2020-2021,14MMS0767K,BGC,Escolarizada,36,45,,81,,,,0,,,,0,,,,,,,,,,,,
284 2020-2021 14MMS0767K BGC,284,2020-2021,14MMS0767K,BGC,Escolarizada,47,34,,81,,,,0,,,,0,,,,,,,,,,,,
285 2020-2021 14MMS0768J BGC,285,2020-2021,14MMS0768J,BGC,Escolarizada,37,30,,67,,,,0,,,,0,,,,,,,,,,,,
286 2020-2021 14MMS0769I BGC,286,2020-2021,14MMS0769I,BGC,Escolarizada,32,48,,80,,,,0,,,,0,,,,,,,,,,,,
287 2020-2021 14MMS0770Y BGC,287,2020-2021,14MMS0770Y,BGC,Escolarizada,8,5,,13,,,,0,,,,0,,,,,,,,,,,,
288 2020-2021 14MMS0770Y BGC,288,2020-2021,14MMS0770Y,BGC,Escolarizada,5,8,,13,,,,0,,,,0,,,,,,,,,,,,
289 2020-2021 14MMS0771X BGC,289,2020-2021,14MMS0771X,BGC,Escolarizada,19,23,,42,,,,0,,,,0,,,,,,,,,,,,
290 2020-2021 14MMS0771X BGC,290,2020-2021,14MMS0771X,BGC,Escolarizada,17,24,,41,,,,2,,,,0,,,,,,,,,,,,
291 2020-2021 14MMS0772W BGC,291,2020-2021,14MMS0772W,BGC,Escolarizada,10,14,,24,,,,0,,,,0,,,,,,,,,,,,
292 2020-2021 14MMS0773V BGC,292,2020-2021,14MMS0773V,BGC,Escolarizada,104,119,,223,,,,5,,,,0,,,,,,,,,,,,
293 2020-2021 14MMS0773V BGC,293,2020-2021,14MMS0773V,BGC,Escolarizada,92,130,,222,,,,2,,,,0,,,,,,,,,,,,
294 2020-2021 14MMS0798D BGC,294,2020-2021,14MMS0798D,BGC,Escolarizada,6,25,,31,,,,0,,,,0,,,,,,,,,,,,
295 2020-2021 14MMS0798D BGC,295,2020-2021,14MMS0798D,BGC,Escolarizada,11,19,,30,,,,0,,,,0,,,,,,,,,,,,
296 2020-2021 14MMS0817B BGC,296,2020-2021,14MMS0817B,BGC,Escolarizada,5,11,,16,,,,0,,,,0,,,,,,,,,,,,
297 2020-2021 14MMS0817B BGC,297,2020-2021,14MMS0817B,BGC,Escolarizada,9,7,,16,,,,0,,,,0,,,,,,,,,,,,
298 2020-2021 14MMS0818A BGC,298,2020-2021,14MMS0818A,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
299 2020-2021 14MMS0818A BGC,299,2020-2021,14MMS0818A,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
300 2020-2021 14MMS0827I BGC,300,2020-2021,14MMS0827I,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
301 2020-2021 14MMS0827I BGC,301,2020-2021,14MMS0827I,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
302 2020-2021 14MMS0832U BGC,302,2020-2021,14MMS0832U,BGC,Escolarizada,9,10,,19,,,,0,,,,0,,,,,,,,,,,,
303 2020-2021 14MMS0832U BGC,303,2020-2021,14MMS0832U,BGC,Escolarizada,4,15,,19,,,,1,,,,0,,,,,,,,,,,,
304 2020-2021 14MMS0844Z BGC,304,2020-2021,14MMS0844Z,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
305 2020-2021 14MMS0844Z BGC,305,2020-2021,14MMS0844Z,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
306 2020-2021 14MMS0721P BGC,306,2020-2021,14MMS0721P,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
307 2020-2021 14MMS0611J BGC,307,2020-2021,14MMS0611J,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
308 2020-2021 14MMS0613H BGC,308,2020-2021,14MMS0613H,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
309 2020-2021 14MMS0615F BGC,309,2020-2021,14MMS0615F,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
310 2020-2021 14MMS0630Y BGC,310,2020-2021,14MMS0630Y,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
311 2020-2021 14MMS0752I BGC,311,2020-2021,14MMS0752I,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
312 2020-2021 14MMS0753H BGC,312,2020-2021,14MMS0753H,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
313 2020-2021 14MMS0757D BGC,313,2020-2021,14MMS0757D,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
314 2020-2021 14MMS0756E BGC,314,2020-2021,14MMS0756E,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
315 2020-2021 14MMS0818A BGC,315,2020-2021,14MMS0818A,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
316 2020-2021 14MMS0759B BGC,316,2020-2021,14MMS0759B,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
317 2020-2021 14MMS0623O BGC,317,2020-2021,14MMS0623O,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
318 2020-2021 14MMS0705Y BGC,318,2020-2021,14MMS0705Y,BGC,Escolarizada,0,1,,1,,,,0,,,,0,,,,,,,,,,,,
319 2020-2021 14MMS0878P BGC,319,2020-2021,14MMS0878P,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
320 2020-2021 14MMS0878P BGC,320,2020-2021,14MMS0878P,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
321 2020-2021 14MMS0879O BGC,321,2020-2021,14MMS0879O,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
322 2020-2021 14MMS0879O BGC,322,2020-2021,14MMS0879O,BGC,Escolarizada,0,0,,0,,,,0,,,,0,,,,,,,,,,,,
323 2020-2021 14MMS0774U 2092100004,323,2020-2021,14MMS0774U,2092100004,Escolarizada,80,205,,285,,,,1,,,,0,51,211,,262,,,,1,,,,0
324 2020-2021 14MMS0775T 2021300033,324,2020-2021,14MMS0775T,2021300033,Escolarizada,54,25,,79,,,,5,,,,0,6,3,,9,,,,1,,,,0
325 2020-2021 14MMS0776S 2062200007,325,2020-2021,14MMS0776S,2062200007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
326 2020-2021 14MMS0776S 2062200013,326,2020-2021,14MMS0776S,2062200013,Escolarizada,77,28,,105,,,,1,,,,0,0,1,,1,,,,0,,,,0
327 2020-2021 14MMS0776S 2071100002,327,2020-2021,14MMS0776S,2071100002,Escolarizada,81,7,,88,,,,0,,,,0,3,0,,3,,,,0,,,,0
328 2020-2021 14MMS0776S 2071200002,328,2020-2021,14MMS0776S,2071200002,Escolarizada,49,1,,50,,,,0,,,,0,2,0,,2,,,,0,,,,0
329 2020-2021 14MMS0776S 2071400001,329,2020-2021,14MMS0776S,2071400001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
330 2020-2021 14MMS0776S 2071400003,330,2020-2021,14MMS0776S,2071400003,Escolarizada,33,43,,76,,,,0,,,,0,4,1,,5,,,,0,,,,0
331 2020-2021 14MMS0776S 2072100002,331,2020-2021,14MMS0776S,2072100002,Escolarizada,23,79,,102,,,,2,,,,0,0,5,,5,,,,0,,,,0
332 2020-2021 14MMS0776S 2072300001,332,2020-2021,14MMS0776S,2072300001,Escolarizada,23,8,,31,,,,0,,,,0,0,0,,0,,,,0,,,,0
333 2020-2021 14MMS0776S 2072400001,333,2020-2021,14MMS0776S,2072400001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
334 2020-2021 14MMS0776S 2072400003,334,2020-2021,14MMS0776S,2072400003,Escolarizada,15,7,,22,,,,1,,,,0,0,0,,0,,,,0,,,,0
335 2020-2021 14MMS0776S 2101500001,335,2020-2021,14MMS0776S,2101500001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
336 2020-2021 14MMS0776S 2062200007,336,2020-2021,14MMS0776S,2062200007,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
337 2020-2021 14MMS0776S 2062200013,337,2020-2021,14MMS0776S,2062200013,Escolarizada,85,20,,105,,,,2,,,,0,1,0,,1,,,,0,,,,0
338 2020-2021 14MMS0776S 2071100002,338,2020-2021,14MMS0776S,2071100002,Escolarizada,82,5,,87,,,,1,,,,0,1,1,,2,,,,0,,,,0
339 2020-2021 14MMS0776S 2071200002,339,2020-2021,14MMS0776S,2071200002,Escolarizada,48,1,,49,,,,2,,,,0,0,0,,0,,,,0,,,,0
340 2020-2021 14MMS0776S 2071400001,340,2020-2021,14MMS0776S,2071400001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
341 2020-2021 14MMS0776S 2071400003,341,2020-2021,14MMS0776S,2071400003,Escolarizada,34,41,,75,,,,1,,,,0,1,3,,4,,,,0,,,,0
342 2020-2021 14MMS0776S 2072100002,342,2020-2021,14MMS0776S,2072100002,Escolarizada,22,79,,101,,,,2,,,,0,2,3,,5,,,,0,,,,0
343 2020-2021 14MMS0776S 2072300001,343,2020-2021,14MMS0776S,2072300001,Escolarizada,23,7,,30,,,,0,,,,0,0,0,,0,,,,0,,,,0
344 2020-2021 14MMS0776S 2072400002,344,2020-2021,14MMS0776S,2072400002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
345 2020-2021 14MMS0776S 2072400003,345,2020-2021,14MMS0776S,2072400003,Escolarizada,17,5,,22,,,,1,,,,0,0,0,,0,,,,0,,,,0
346 2020-2021 14MMS0776S 2101500001,346,2020-2021,14MMS0776S,2101500001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
347 2020-2021 14MMS0777R 2092100004,347,2020-2021,14MMS0777R,2092100004,Escolarizada,43,177,,220,,,,0,,,,0,46,190,,236,,,,0,,,,0
348 2020-2021 14MMS0616E 2071100002,348,2020-2021,14MMS0616E,2071100002,Escolarizada,24,0,,24,,,,0,,,,0,2,0,,2,,,,0,,,,0
349 2020-2021 14MMS0616E 2071400001,349,2020-2021,14MMS0616E,2071400001,Escolarizada,16,31,,47,,,,0,,,,0,1,0,,1,,,,0,,,,0
350 2020-2021 14MMS0616E 2081100001,350,2020-2021,14MMS0616E,2081100001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
351 2020-2021 14MMS0616E 2092100004,351,2020-2021,14MMS0616E,2092100004,Escolarizada,37,116,,153,,,,1,,,,0,9,39,,48,,,,0,,,,0
352 2020-2021 14MMS0616E 2071100002,352,2020-2021,14MMS0616E,2071100002,Escolarizada,23,0,,23,,,,1,,,,0,2,0,,2,,,,0,,,,0
353 2020-2021 14MMS0616E 2071400001,353,2020-2021,14MMS0616E,2071400001,Escolarizada,16,30,,46,,,,2,,,,0,1,0,,1,,,,0,,,,0
354 2020-2021 14MMS0616E 2081100001,354,2020-2021,14MMS0616E,2081100001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
355 2020-2021 14MMS0616E 2092100004,355,2020-2021,14MMS0616E,2092100004,Escolarizada,38,115,,153,,,,1,,,,0,11,36,,47,,,,0,,,,0
356 2020-2021 14MMS0799C 2051200001,356,2020-2021,14MMS0799C,2051200001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
357 2020-2021 14MMS0799C 2062100003,357,2020-2021,14MMS0799C,2062100003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
